"abako"-noun-eo "abacus"-noun-en
"kunlabori"-verb-eo "involve"-verb-en
"kunlabori"-verb-eo "collaborate"-verb-en
"kunlabori"-verb-eo "cooperate"-verb-en
"enmiksiĝo"-noun-eo "intervention"-noun-en
"intervention"-noun-en "enmiksiĝo"-noun-eo
"intervention"-noun-en "interhelpo"-noun-eo
"intervention"-noun-en "interpelacio"-noun-eo
"intervention"-noun-en "interveno"-noun-eo
"intervention"-noun-en "perado"-noun-eo
"intervention"-noun-en "intermeto"-noun-eo
"interhelpo"-noun-eo "intervention"-noun-en
"interpelacio"-noun-eo "intervention"-noun-en
"interpelacio"-noun-eo "interpellation"-noun-en
"interveno"-noun-eo "intervention"-noun-en
"perado"-noun-eo "intervention"-noun-en
"intermeto"-noun-eo "intervention"-noun-en
"ennovaĵo"-noun-eo "novelty"-noun-en
"novelty"-noun-en "ennovaĵo"-noun-eo
"novelty"-noun-en "noveco"-noun-eo
"noveco"-noun-eo "novelty"-noun-en
"eno"-noun-eo "yen"-noun-en
"yen"-noun-en "eno"-noun-eo
"enoficigo"-noun-eo "installation"-noun-en
"installation"-noun-en "enoficigo"-noun-eo
"installation"-noun-en "instalado"-noun-eo
"installation"-noun-en "instalaĵo"-noun-eo
"installation"-noun-en "manufakturo"-noun-eo
"instalado"-noun-eo "installation"-noun-en
"instalaĵo"-noun-eo "installation"-noun-en
"manufakturo"-noun-eo "installation"-noun-en
"enorma"-adjective-eo "huge"-adjective-en
"huge"-adjective-en "enorma"-adjective-eo
"huge"-adjective-en "grandega"-adjective-eo
"grandega"-adjective-eo "huge"-adjective-en
"grandega"-adjective-eo "terrific"-adjective-en
"grandega"-adjective-eo "enormous"-adjective-en
"grandega"-adjective-eo "monumental"-adjective-en
"grandega"-adjective-eo "immense"-adjective-en
"grandega"-adjective-eo "prodigious"-adjective-en
"enplanti"-verb-eo "implant"-verb-en
"implant"-verb-en "enplanti"-verb-eo
"enporti"-verb-eo "introduce"-verb-en
"introduce"-verb-en "enporti"-verb-eo
"introduce"-verb-en "enkonduki"-verb-eo
"enkonduki"-verb-eo "introduce"-verb-en
"enprizonigo"-noun-eo "imprisonment"-noun-en
"imprisonment"-noun-en "enprizonigo"-noun-eo
"imprisonment"-noun-en "malliberigo"-noun-eo
"malliberigo"-noun-eo "imprisonment"-noun-en
"enprizoniĝo"-noun-eo "prison"-noun-en
"prison"-noun-en "enprizoniĝo"-noun-eo
"prison"-noun-en "malliberiĝo"-noun-eo
"prison"-noun-en "prizono"-noun-eo
"malliberiĝo"-noun-eo "prison"-noun-en
"malliberiĝo"-noun-eo "captivity"-noun-en
"prizono"-noun-eo "prison"-noun-en
"prizono"-noun-eo "jail"-noun-en
"ensorĉi"-verb-eo "captivate"-verb-en
"captivate"-verb-en "ensorĉi"-verb-eo
"enspezo"-noun-eo "income"-noun-en
"enspezo"-noun-eo "taking"-noun-en
"income"-noun-en "enspezo"-noun-eo
"taking"-noun-en "enspezo"-noun-eo
"enspiratoro"-noun-eo "inhaler"-noun-en
"inhaler"-noun-en "enspiratoro"-noun-eo
"enspiri"-verb-eo "inhale"-verb-en
"inhale"-verb-en "enspiri"-verb-eo
"enteno"-noun-eo "storage"-noun-en
"storage"-noun-en "enteno"-noun-eo
"entjero"-noun-eo "integer"-noun-en
"integer"-noun-en "entjero"-noun-eo
"integer"-noun-en "integralo"-noun-eo
"integralo"-noun-eo "integer"-noun-en
"ento"-noun-eo "entity"-noun-en
"entity"-noun-en "ento"-noun-eo
"entombigo"-noun-eo "burial"-noun-en
"burial"-noun-en "entombigo"-noun-eo
"entreprenisto"-noun-eo "contractor"-noun-en
"contractor"-noun-en "entreprenisto"-noun-eo
"entrepreno"-noun-eo "enterprise"-noun-en
"entrepreno"-noun-eo "undertaking"-noun-en
"entrepreno"-noun-eo "venture"-noun-en
"enterprise"-noun-en "entrepreno"-noun-eo
"undertaking"-noun-en "entrepreno"-noun-eo
"venture"-noun-en "entrepreno"-noun-eo
"entrudiĝo"-noun-eo "intrusion"-noun-en
"intrusion"-noun-en "entrudiĝo"-noun-eo
"entrudulo"-noun-eo "intruder"-noun-en
"intruder"-noun-en "entrudulo"-noun-eo
"entuziasma"-adjective-eo "eager"-adjective-en
"entuziasma"-adjective-eo "enthusiastic"-adjective-en
"eager"-adjective-en "entuziasma"-adjective-eo
"enthusiastic"-adjective-en "entuziasma"-adjective-eo
"entuziasmo"-noun-eo "enthusiasm"-noun-en
"entuziasmo"-noun-eo "eagerness"-noun-en
"enthusiasm"-noun-en "entuziasmo"-noun-eo
"eagerness"-noun-en "entuziasmo"-noun-eo
"entuziasmulo"-noun-eo "enthusiast"-noun-en
"enthusiast"-noun-en "fervorulo"-noun-eo
"enthusiast"-noun-en "entuziasmulo"-noun-eo
"enuiga"-adjective-eo "boring"-adjective-en
"boring"-adjective-en "enuiga"-adjective-eo
"enuo"-noun-eo "boredom"-noun-en
"boredom"-noun-en "enuo"-noun-eo
"boredom"-noun-en "tedo"-noun-eo
"tedo"-noun-eo "boredom"-noun-en
"envio"-noun-eo "envy"-noun-en
"envy"-noun-en "envio"-noun-eo
"envolvaĵo"-noun-eo "wrapping"-noun-en
"wrapping"-noun-en "envolvaĵo"-noun-eo
"enzimo"-noun-eo "enzyme"-noun-en
"enzyme"-noun-en "enzimo"-noun-eo
"epidemio"-noun-eo "epidemic"-noun-en
"epidemic"-noun-en "epidemio"-noun-eo
"epidemiologio"-noun-eo "epidemiology"-noun-en
"epidemiology"-noun-en "epidemiologio"-noun-eo
"epikurismo"-noun-eo "epicureanism"-noun-en
"epicureanism"-noun-en "epikurismo"-noun-eo
"epilepsio"-noun-eo "epilepsy"-noun-en
"epilepsy"-noun-en "epilepsio"-noun-eo
"epilogo"-noun-eo "epilogue"-noun-en
"epilogue"-noun-en "epilogo"-noun-eo
"episkopejo"-noun-eo "bishopric"-noun-en
"bishopric"-noun-en "episkopejo"-noun-eo
"episkopo"-noun-eo "bishop"-noun-en
"bishop"-noun-en "episkopo"-noun-eo
"epistolo"-noun-eo "epistle"-noun-en
"epistle"-noun-en "epistolo"-noun-eo
"epiteto"-noun-eo "label"-noun-en
"label"-noun-en "epiteto"-noun-eo
"label"-noun-en "etikedo"-noun-eo
"etikedo"-noun-eo "label"-noun-en
"etikedo"-noun-eo "tag"-noun-en
"epizoda"-adjective-eo "incidental"-adjective-en
"incidental"-adjective-en "epizoda"-adjective-eo
"incidental"-adjective-en "flanka"-adjective-eo
"incidental"-adjective-en "incida"-adjective-eo
"flanka"-adjective-eo "incidental"-adjective-en
"flanka"-adjective-eo "marginal"-adjective-en
"flanka"-adjective-eo "ancillary"-adjective-en
"incida"-adjective-eo "incidental"-adjective-en
"epizodo"-noun-eo "episode"-noun-en
"epizodo"-noun-eo "installment"-noun-en
"episode"-noun-en "epizodo"-noun-eo
"installment"-noun-en "epizodo"-noun-eo
"epoko"-noun-eo "era"-noun-en
"epoko"-noun-eo "epoch"-noun-en
"era"-noun-en "epoko"-noun-eo
"era"-noun-en "erao"-noun-eo
"epoch"-noun-en "epoko"-noun-eo
"erao"-noun-eo "era"-noun-en
"epoleto"-noun-eo "chevron"-noun-en
"chevron"-noun-en "epoleto"-noun-eo
"chevron"-noun-en "galono"-noun-eo
"galono"-noun-eo "chevron"-noun-en
"epopeo"-noun-eo "epic"-noun-en
"epic"-noun-en "epopeo"-noun-eo
"epic"-noun-en "eposo"-noun-eo
"eposo"-noun-eo "epic"-noun-en
"erara"-adjective-eo "erroneous"-adjective-en
"erara"-adjective-eo "inaccurate"-adjective-en
"erroneous"-adjective-en "erara"-adjective-eo
"erroneous"-adjective-en "misa"-adjective-eo
"inaccurate"-adjective-en "erara"-adjective-eo
"misa"-adjective-eo "erroneous"-adjective-en
"misa"-adjective-eo "flawed"-adjective-en
"erare"-adverb-eo "erroneously"-adverb-en
"erare"-adverb-eo "wrong"-adverb-en
"erare"-adverb-eo "mistakenly"-adverb-en
"erroneously"-adverb-en "erare"-adverb-eo
"wrong"-adverb-en "erare"-adverb-eo
"wrong"-adverb-en "malĝuste"-adverb-eo
"wrong"-adverb-en "neĝuste"-adverb-eo
"wrong"-adverb-en "mise"-adverb-eo
"mistakenly"-adverb-en "erare"-adverb-eo
"malĝuste"-adverb-eo "wrong"-adverb-en
"malĝuste"-adverb-eo "wrongly"-adverb-en
"neĝuste"-adverb-eo "wrong"-adverb-en
"neĝuste"-adverb-eo "incorrectly"-adverb-en
"mise"-adverb-eo "wrong"-adverb-en
"eraro"-noun-eo "error"-noun-en
"eraro"-noun-eo "fallacy"-noun-en
"eraro"-noun-eo "mistake"-noun-en
"error"-noun-en "eraro"-noun-eo
"fallacy"-noun-en "eraro"-noun-eo
"fallacy"-noun-en "sofismo"-noun-eo
"mistake"-noun-en "eraro"-noun-eo
"mistake"-noun-en "malkompreno"-noun-eo
"sofismo"-noun-eo "fallacy"-noun-en
"malkompreno"-noun-eo "mistake"-noun-en
"erco"-noun-eo "ore"-noun-en
"ore"-noun-en "erco"-noun-eo
"eriko"-noun-eo "heath"-noun-en
"heath"-noun-en "eriko"-noun-eo
"heath"-noun-en "erikejo"-noun-eo
"erikejo"-noun-eo "heath"-noun-en
"erinaco"-noun-eo "hedgehog"-noun-en
"hedgehog"-noun-en "erinaco"-noun-eo
"ermeno"-noun-eo "ermine"-noun-en
"ermine"-noun-en "ermeno"-noun-eo
"ermitejo"-noun-eo "hermitage"-noun-en
"hermitage"-noun-en "ermitejo"-noun-eo
"ero"-noun-eo "item"-noun-en
"ero"-noun-eo "component"-noun-en
"ero"-noun-eo "constituent"-noun-en
"ero"-noun-eo "slot"-noun-en
"item"-noun-en "ero"-noun-eo
"component"-noun-en "ero"-noun-eo
"constituent"-noun-en "ero"-noun-eo
"slot"-noun-en "ero"-noun-eo
"erotike"-adverb-eo "sexually"-adverb-en
"sexually"-adverb-en "erotike"-adverb-eo
"erozio"-noun-eo "erosion"-noun-en
"erosion"-noun-en "erozio"-noun-eo
"erudicia"-adjective-eo "scholarly"-adjective-en
"scholarly"-adjective-en "erudicia"-adjective-eo
"scholarly"-adjective-en "scienca"-adjective-eo
"scienca"-adjective-eo "scholarly"-adjective-en
"erudicio"-noun-eo "scholarship"-noun-en
"scholarship"-noun-en "erudicio"-noun-eo
"scholarship"-noun-en "esplorado"-noun-eo
"scholarship"-noun-en "stipendio"-noun-eo
"esplorado"-noun-eo "scholarship"-noun-en
"esplorado"-noun-eo "exploration"-noun-en
"stipendio"-noun-eo "scholarship"-noun-en
"erudiciulo"-noun-eo "scholar"-noun-en
"erudiciulo"-noun-eo "guru"-noun-en
"scholar"-noun-en "erudiciulo"-noun-eo
"scholar"-noun-en "klerulo"-noun-eo
"scholar"-noun-en "scienculo"-noun-eo
"guru"-noun-en "erudiciulo"-noun-eo
"guru"-noun-en "guruo"-noun-eo
"klerulo"-noun-eo "scholar"-noun-en
"scienculo"-noun-eo "scholar"-noun-en
"guruo"-noun-eo "guru"-noun-en
"erupcii"-verb-eo "erupt"-verb-en
"erupt"-verb-en "erupcii"-verb-eo
"escepta"-adjective-eo "exceptional"-adjective-en
"exceptional"-adjective-en "escepta"-adjective-eo
"escepte"-adverb-eo "exceptionally"-adverb-en
"exceptionally"-adverb-en "escepte"-adverb-eo
"escepto"-noun-eo "derogation"-noun-en
"derogation"-noun-en "escepto"-noun-eo
"intrinsic"-adjective-en "esenca"-adjective-eo
"esence"-adverb-eo "essentially"-adverb-en
"essentially"-adverb-en "esence"-adverb-eo
"basically"-adverb-en "resume"-adverb-eo
"resume"-adverb-eo "basically"-adverb-en
"eseo"-noun-eo "essay"-noun-en
"essay"-noun-en "eseo"-noun-eo
"squadron"-noun-en "eskadro"-noun-eo
"squadron"-noun-en "skadro"-noun-eo
"skadro"-noun-eo "squadron"-noun-en
"eskalado"-noun-eo "growth"-noun-en
"growth"-noun-en "eskalado"-noun-eo
"growth"-noun-en "kresko"-noun-eo
"kresko"-noun-eo "growth"-noun-en
"kresko"-noun-eo "increase"-noun-en
"eskalo"-noun-eo "run"-noun-en
"run"-noun-en "eskalo"-noun-eo
"run"-noun-en "kuro"-noun-eo
"run"-noun-en "kurado"-noun-eo
"kuro"-noun-eo "run"-noun-en
"kurado"-noun-eo "run"-noun-en
"escape"-verb-en "eviti"-verb-eo
"eviti"-verb-eo "escape"-verb-en
"eviti"-verb-eo "avoid"-verb-en
"eviti"-verb-eo "evade"-verb-en
"eskapo"-noun-eo "escape"-noun-en
"escape"-noun-en "eskapo"-noun-eo
"esotera"-adjective-eo "secret"-adjective-en
"secret"-adjective-en "esotera"-adjective-eo
"secret"-adjective-en "kaŝa"-adjective-eo
"secret"-adjective-en "kaŝita"-adjective-eo
"secret"-adjective-en "sekreta"-adjective-eo
"kaŝa"-adjective-eo "secret"-adjective-en
"kaŝa"-adjective-eo "surreptitious"-adjective-en
"kaŝita"-adjective-eo "secret"-adjective-en
"sekreta"-adjective-eo "secret"-adjective-en
"sekreta"-adjective-eo "clandestine"-adjective-en
"sekreta"-adjective-eo "classified"-adjective-en
"sekreta"-adjective-eo "undisclosed"-adjective-en
"esoterismo"-noun-eo "esoterism"-noun-en
"esoterism"-noun-en "esoterismo"-noun-eo
"espereble"-adverb-eo "hopefully"-adverb-en
"hopefully"-adverb-en "espereble"-adverb-eo
"esperi"-verb-eo "hope"-verb-en
"hope"-verb-en "esperi"-verb-eo
"hope"-verb-en "sopiri"-verb-eo
"sopiri"-verb-eo "hope"-verb-en
"sopiri"-verb-eo "yearn"-verb-en
"espero"-noun-eo "hope"-noun-en
"hope"-noun-en "espero"-noun-eo
"exploration"-noun-en "esplorado"-noun-eo
"explorer"-noun-en "esploristo"-noun-eo
"researcher"-noun-en "esploristo"-noun-eo
"research"-noun-en "serĉado"-noun-eo
"serĉado"-noun-eo "research"-noun-en
"esprimo"-noun-eo "expression"-noun-en
"expression"-noun-en "esprimo"-noun-eo
"esprimplena"-adjective-eo "expressive"-adjective-en
"expressive"-adjective-en "esprimplena"-adjective-eo
"establo"-noun-eo "establishment"-noun-en
"establishment"-noun-en "establo"-noun-eo
"establishment"-noun-en "starigo"-noun-eo
"establishment"-noun-en "establado"-noun-eo
"starigo"-noun-eo "establishment"-noun-en
"establado"-noun-eo "establishment"-noun-en
"estado"-noun-eo "stay"-noun-en
"estado"-noun-eo "being"-noun-en
"stay"-noun-en "estado"-noun-eo
"stay"-noun-en "restado"-noun-eo
"being"-noun-en "estado"-noun-eo
"restado"-noun-eo "stay"-noun-en
"estetika"-adjective-eo "cosmetic"-adjective-en
"cosmetic"-adjective-en "estetika"-adjective-eo
"estetiko"-noun-eo "aesthetics"-noun-en
"aesthetics"-noun-en "estetiko"-noun-eo
"estiminda"-adjective-eo "respectable"-adjective-en
"respectable"-adjective-en "estiminda"-adjective-eo
"estimo"-noun-eo "estimation"-noun-en
"estimation"-noun-en "estimo"-noun-eo
"estingiĝo"-noun-eo "expiration"-noun-en
"expiration"-noun-en "estingiĝo"-noun-eo
"estinteco"-noun-eo "past"-noun-en
"past"-noun-en "estinteco"-noun-eo
"past"-noun-en "pasinteco"-noun-eo
"past"-noun-en "pasintaĵo"-noun-eo
"pasinteco"-noun-eo "past"-noun-en
"pasintaĵo"-noun-eo "past"-noun-en
"estona"-adjective-eo "Estonian"-adjective-en
"Estonian"-adjective-en "estona"-adjective-eo
"Estonio"-properNoun-eo "Estonia"-properNoun-en
"Estonia"-properNoun-en "Estonio"-properNoun-eo
"future"-adjective-en "futura"-adjective-eo
"futura"-adjective-eo "future"-adjective-en
"future"-noun-en "estonto"-noun-eo
"future"-noun-en "futuro"-noun-eo
"estonto"-noun-eo "future"-noun-en
"futuro"-noun-eo "future"-noun-en
"estrado"-noun-eo "platform"-noun-en
"platform"-noun-en "estrado"-noun-eo
"platform"-noun-en "platformo"-noun-eo
"platform"-noun-en "podio"-noun-eo
"platform"-noun-en "portilo"-noun-eo
"platform"-noun-en "tribuno"-noun-eo
"platformo"-noun-eo "platform"-noun-en
"podio"-noun-eo "platform"-noun-en
"podio"-noun-eo "podium"-noun-en
"portilo"-noun-eo "platform"-noun-en
"tribuno"-noun-eo "platform"-noun-en
"estreco"-noun-eo "leadership"-noun-en
"leadership"-noun-en "estreco"-noun-eo
"estro"-noun-eo "boss"-noun-en
"boss"-noun-en "estro"-noun-eo
"eta"-adjective-eo "tiny"-adjective-en
"eta"-adjective-eo "diminutive"-adjective-en
"tiny"-adjective-en "eta"-adjective-eo
"diminutive"-adjective-en "eta"-adjective-eo
"etaĝo"-noun-eo "floor"-noun-en
"floor"-noun-en "etaĝo"-noun-eo
"floor"-noun-en "kahelo"-noun-eo
"floor"-noun-en "planko"-noun-eo
"kahelo"-noun-eo "floor"-noun-en
"kahelo"-noun-eo "tile"-noun-en
"planko"-noun-eo "floor"-noun-en
"etapo"-noun-eo "stage"-noun-en
"stage"-noun-en "etapo"-noun-eo
"stage"-noun-en "stadio"-noun-eo
"stadio"-noun-eo "stage"-noun-en
"etato"-noun-eo "list"-noun-en
"etato"-noun-eo "payroll"-noun-en
"list"-noun-en "etato"-noun-eo
"list"-noun-en "listo"-noun-eo
"payroll"-noun-en "etato"-noun-eo
"listo"-noun-eo "list"-noun-en
"etendaĵo"-noun-eo "extension"-noun-en
"extension"-noun-en "etendaĵo"-noun-eo
"extension"-noun-en "plilongiĝo"-noun-eo
"plilongiĝo"-noun-eo "extension"-noun-en
"etendo"-noun-eo "extent"-noun-en
"extent"-noun-en "etendo"-noun-eo
"extent"-noun-en "vasto"-noun-eo
"vasto"-noun-eo "extent"-noun-en
"eterna"-adjective-eo "perpetual"-adjective-en
"eterna"-adjective-eo "everlasting"-adjective-en
"perpetual"-adjective-en "eterna"-adjective-eo
"everlasting"-adjective-en "eterna"-adjective-eo
"eterne"-adverb-eo "perpetually"-adverb-en
"perpetually"-adverb-en "eterne"-adverb-eo
"eterneco"-noun-eo "eternity"-noun-en
"eternity"-noun-en "eterneco"-noun-eo
"tag"-noun-en "etikedo"-noun-eo
"tag"-noun-en "grafitio"-noun-eo
"grafitio"-noun-eo "tag"-noun-en
"etiketo"-noun-eo "protocol"-noun-en
"protocol"-noun-en "etiketo"-noun-eo
"protocol"-noun-en "protokolo"-noun-eo
"protokolo"-noun-eo "protocol"-noun-en
"etimologia"-adjective-eo "etymological"-adjective-en
"etymological"-adjective-en "etimologia"-adjective-eo
"etimologio"-noun-eo "etymology"-noun-en
"etymology"-noun-en "etimologio"-noun-eo
"etiologio"-noun-eo "etiology"-noun-en
"etiology"-noun-en "etiologio"-noun-eo
"Etiopio"-properNoun-eo "Ethiopia"-properNoun-en
"Ethiopia"-properNoun-en "Etiopio"-properNoun-eo
"ethnic"-adjective-en "genta"-adjective-eo
"genta"-adjective-eo "ethnic"-adjective-en
"etneco"-noun-eo "ethnicity"-noun-en
"ethnicity"-noun-en "etneco"-noun-eo
"etno"-noun-eo "population"-noun-en
"population"-noun-en "etno"-noun-eo
"population"-noun-en "loĝantaro"-noun-eo
"population"-noun-en "popolo"-noun-eo
"loĝantaro"-noun-eo "population"-noun-en
"popolo"-noun-eo "population"-noun-en
"etnografia"-adjective-eo "ethnographic"-adjective-en
"ethnographic"-adjective-en "etnografia"-adjective-eo
"etnografio"-noun-eo "ethnography"-noun-en
"ethnography"-noun-en "etnografio"-noun-eo
"etnologia"-adjective-eo "ethnological"-adjective-en
"ethnological"-adjective-en "etnologia"-adjective-eo
"etnologio"-noun-eo "ethnology"-noun-en
"ethnology"-noun-en "etnologio"-noun-eo
"etskale"-adverb-eo "in a small way"-adverb-en
"in a small way"-adverb-en "etskale"-adverb-eo
"etudo"-noun-eo "study"-noun-en
"study"-noun-en "etudo"-noun-eo
"study"-noun-en "studo"-noun-eo
"study"-noun-en "studado"-noun-eo
"study"-noun-en "monografio"-noun-eo
"studo"-noun-eo "study"-noun-en
"studado"-noun-eo "study"-noun-en
"monografio"-noun-eo "study"-noun-en
"monografio"-noun-eo "monograph"-noun-en
"etulo"-noun-eo "kid"-noun-en
"kid"-noun-en "etulo"-noun-eo
"kid"-noun-en "infano"-noun-eo
"kid"-noun-en "kaprido"-noun-eo
"infano"-noun-eo "kid"-noun-en
"infano"-noun-eo "infant"-noun-en
"kaprido"-noun-eo "kid"-noun-en
"eŭfemisma"-adjective-eo "euphemistic"-adjective-en
"euphemistic"-adjective-en "eŭfemisma"-adjective-eo
"eŭfemismo"-noun-eo "euphemism"-noun-en
"euphemism"-noun-en "eŭfemismo"-noun-eo
"eŭforio"-noun-eo "euphoria"-noun-en
"euphoria"-noun-en "eŭforio"-noun-eo
"eŭro"-noun-eo "euro"-noun-en
"euro"-noun-en "eŭro"-noun-eo
"eŭropa"-adjective-eo "European"-adjective-en
"European"-adjective-en "eŭropa"-adjective-eo
"eŭropano"-noun-eo "European"-noun-en
"European"-noun-en "eŭropano"-noun-eo
"Eŭropo"-properNoun-eo "Europe"-properNoun-en
"Europe"-properNoun-en "Eŭropo"-properNoun-eo
"evakuado"-noun-eo "evacuation"-noun-en
"evacuation"-noun-en "evakuado"-noun-eo
"evacuation"-noun-en "evakuo"-noun-eo
"evakuo"-noun-eo "evacuation"-noun-en
"evangelia"-adjective-eo "evangelical"-adjective-en
"evangelical"-adjective-en "evangelia"-adjective-eo
"evangelical"-adjective-en "evangeliisma"-adjective-eo
"evangeliisma"-adjective-eo "evangelical"-adjective-en
"evangelio"-noun-eo "gospel"-noun-en
"gospel"-noun-en "evangelio"-noun-eo
"evento"-noun-eo "event"-noun-en
"event"-noun-en "evento"-noun-eo
"event"-noun-en "okazigo"-noun-eo
"okazigo"-noun-eo "event"-noun-en
"eventuala"-adjective-eo "prospective"-adjective-en
"prospective"-adjective-en "eventuala"-adjective-eo
"eventualaĵo"-noun-eo "prospect"-noun-en
"eventualaĵo"-noun-eo "contingency"-noun-en
"eventualaĵo"-noun-eo "eventuality"-noun-en
"prospect"-noun-en "eventualaĵo"-noun-eo
"prospect"-noun-en "eventualo"-noun-eo
"prospect"-noun-en "perspektivo"-noun-eo
"contingency"-noun-en "eventualaĵo"-noun-eo
"eventuality"-noun-en "eventualaĵo"-noun-eo
"eventualo"-noun-eo "prospect"-noun-en
"perspektivo"-noun-eo "prospect"-noun-en
"perspektivo"-noun-eo "perspective"-noun-en
"perspektivo"-noun-eo "outlook"-noun-en
"eventuale"-adverb-eo "potentially"-adverb-en
"potentially"-adverb-en "eventuale"-adverb-eo
"potentially"-adverb-en "potenciale"-adverb-eo
"potenciale"-adverb-eo "potentially"-adverb-en
"evidenta"-adjective-eo "evident"-adjective-en
"evidenta"-adjective-eo "apparent"-adjective-en
"evident"-adjective-en "evidenta"-adjective-eo
"apparent"-adjective-en "evidenta"-adjective-eo
"apparent"-adjective-en "ŝajna"-adjective-eo
"ŝajna"-adjective-eo "apparent"-adjective-en
"evidente"-adverb-eo "manifestly"-adverb-en
"manifestly"-adverb-en "evidente"-adverb-eo
"evikcii"-verb-eo "seize"-verb-en
"seize"-verb-en "evikcii"-verb-eo
"seize"-verb-en "sekvestri"-verb-eo
"seize"-verb-en "kapti"-verb-eo
"seize"-verb-en "eksproprietigi"-verb-eo
"sekvestri"-verb-eo "seize"-verb-en
"kapti"-verb-eo "seize"-verb-en
"kapti"-verb-eo "capture"-verb-en
"kapti"-verb-eo "pick up"-verb-en
"kapti"-verb-eo "reach for"-verb-en
"kapti"-verb-eo "catch"-verb-en
"kapti"-verb-eo "trap"-verb-en
"kapti"-verb-eo "field"-verb-en
"eksproprietigi"-verb-eo "seize"-verb-en
"evitebla"-adjective-eo "avoidable"-adjective-en
"evitebla"-adjective-eo "preventable"-adjective-en
"avoidable"-adjective-en "evitebla"-adjective-eo
"preventable"-adjective-en "evitebla"-adjective-eo
"evitema"-adjective-eo "cautious"-adjective-en
"cautious"-adjective-en "evitema"-adjective-eo
"cautious"-adjective-en "singarda"-adjective-eo
"singarda"-adjective-eo "cautious"-adjective-en
"singarda"-adjective-eo "careful"-adjective-en
"singarda"-adjective-eo "wary"-adjective-en
"eviteme"-adverb-eo "cautiously"-adverb-en
"cautiously"-adverb-en "eviteme"-adverb-eo
"cautiously"-adverb-en "singarde"-adverb-eo
"singarde"-adverb-eo "cautiously"-adverb-en
"singarde"-adverb-eo "carefully"-adverb-en
"singarde"-adverb-eo "warily"-adverb-en
"singarde"-adverb-eo "as a precaution"-adverb-en
"evolucii"-verb-eo "evolve"-verb-en
"evolve"-verb-en "evolucii"-verb-eo
"evolucio"-noun-eo "evolution"-noun-en
"evolution"-noun-en "evolucio"-noun-eo
"evolution"-noun-en "evoluo"-noun-eo
"evoluo"-noun-eo "evolution"-noun-en
"terrific"-adjective-en "grandega"-adjective-eo
"fabelo"-noun-eo "tale"-noun-en
"tale"-noun-en "fabelo"-noun-eo
"tale"-noun-en "fablo"-noun-eo
"tale"-noun-en "rakonto"-noun-eo
"fablo"-noun-eo "tale"-noun-en
"rakonto"-noun-eo "tale"-noun-en
"rakonto"-noun-eo "story"-noun-en
"rakonto"-noun-eo "narrative"-noun-en
"fabo"-noun-eo "bean"-noun-en
"bean"-noun-en "fabo"-noun-eo
"bean"-noun-en "sojfabo"-noun-eo
"sojfabo"-noun-eo "bean"-noun-en
"sojfabo"-noun-eo "soya"-noun-en
"sojfabo"-noun-eo "soybean"-noun-en
"fabrikado"-noun-eo "manufacture"-noun-en
"fabrikado"-noun-eo "production"-noun-en
"fabrikado"-noun-eo "manufacturing"-noun-en
"manufacture"-noun-en "fabrikado"-noun-eo
"manufacture"-noun-en "manufakturado"-noun-eo
"production"-noun-en "produktado"-noun-eo
"production"-noun-en "fabrikado"-noun-eo
"production"-noun-en "produktaĵo"-noun-eo
"manufacturing"-noun-en "fabrikado"-noun-eo
"manufakturado"-noun-eo "manufacture"-noun-en
"produktaĵo"-noun-eo "production"-noun-en
"fabrikanto"-noun-eo "maker"-noun-en
"maker"-noun-en "fabrikanto"-noun-eo
"maker"-noun-en "faristo"-noun-eo
"faristo"-noun-eo "maker"-noun-en
"fabriko"-noun-eo "factory"-noun-en
"factory"-noun-en "fabriko"-noun-eo
"facila"-adjective-eo "easy"-adjective-en
"easy"-adjective-en "facila"-adjective-eo
"easy"-adjective-en "flua"-adjective-eo
"flua"-adjective-eo "easy"-adjective-en
"flua"-adjective-eo "fluent"-adjective-en
"facilanima"-adjective-eo "casual"-adjective-en
"casual"-adjective-en "facilanima"-adjective-eo
"casual"-adjective-en "hazarda"-adjective-eo
"casual"-adjective-en "indiferenta"-adjective-eo
"casual"-adjective-en "okaza"-adjective-eo
"casual"-adjective-en "senceremonia"-adjective-eo
"casual"-adjective-en "senzorga"-adjective-eo
"hazarda"-adjective-eo "casual"-adjective-en
"hazarda"-adjective-eo "adventitious"-adjective-en
"hazarda"-adjective-eo "haphazard"-adjective-en
"hazarda"-adjective-eo "random"-adjective-en
"indiferenta"-adjective-eo "casual"-adjective-en
"indiferenta"-adjective-eo "indifferent"-adjective-en
"indiferenta"-adjective-eo "immaterial"-adjective-en
"okaza"-adjective-eo "casual"-adjective-en
"senceremonia"-adjective-eo "casual"-adjective-en
"senzorga"-adjective-eo "casual"-adjective-en
"easily"-adverb-en "flue"-adverb-eo
"flue"-adverb-eo "easily"-adverb-en
"flue"-adverb-eo "fluently"-adverb-en
"facileco"-noun-eo "ease"-noun-en
"ease"-noun-en "facileco"-noun-eo
"fadenmontra"-adjective-eo "shabby"-adjective-en
"shabby"-adjective-en "fadenmontra"-adjective-eo
"fadeno"-noun-eo "thread"-noun-en
"fadeno"-noun-eo "strand"-noun-en
"thread"-noun-en "fadeno"-noun-eo
"thread"-noun-en "ŝraŭbkanelo"-noun-eo
"strand"-noun-en "fadeno"-noun-eo
"ŝraŭbkanelo"-noun-eo "thread"-noun-en
