"cualquier"-determiner-es "neniu"-determiner-eo
"estante"-noun-es "bretaro"-noun-eo
"bretaro"-noun-eo "estante"-noun-es
"bordo"-noun-eo "borde"-noun-es
"bordo"-noun-eo "margen"-noun-es
"borde"-noun-es "bordo"-noun-eo
"margen"-noun-es "bordo"-noun-eo
"vera"-noun-es "rando"-noun-eo
"rando"-noun-eo "vera"-noun-es
"rando"-noun-eo "canto"-noun-es
"canto"-noun-es "rando"-noun-eo
"malhelpo"-noun-eo "obstáculo"-noun-es
"obstáculo"-noun-es "malhelpo"-noun-eo
"impedimento"-noun-es "obstaklo"-noun-eo
"obstaklo"-noun-eo "impedimento"-noun-es
"rastro"-noun-es "spuro"-noun-eo
"spuro"-noun-eo "rastro"-noun-es
"rango"-noun-eo "grado"-noun-es
"grado"-noun-es "rango"-noun-eo
"grado"-noun-es "ŝtupo"-noun-eo
"rango"-noun-es "vico"-noun-eo
"vico"-noun-eo "rango"-noun-es
"vico"-noun-eo "cola"-noun-es
"vico"-noun-eo "rabo"-noun-es
"vico"-noun-eo "sucesión"-noun-es
"vico"-noun-eo "vuelta"-noun-es
"vico"-noun-eo "turno"-noun-es
"ŝtupo"-noun-eo "grado"-noun-es
"cola"-noun-es "vico"-noun-eo
"rabo"-noun-es "vico"-noun-eo
"sucesión"-noun-es "vico"-noun-eo
"vuelta"-noun-es "vico"-noun-eo
"vuelta"-noun-es "volbo"-noun-eo
"turno"-noun-es "vico"-noun-eo
"turno"-noun-es "volbo"-noun-eo
"construcción"-noun-es "konstruaĵo"-noun-eo
"construcción"-noun-es "konstruado"-noun-eo
"konstruaĵo"-noun-eo "construcción"-noun-es
"konstruado"-noun-eo "construcción"-noun-es
"potenco"-noun-eo "dominio"-noun-es
"potenco"-noun-eo "poder"-noun-es
"dominio"-noun-es "potenco"-noun-eo
"poder"-noun-es "potenco"-noun-eo
"potencia"-noun-es "povo"-noun-eo
"povo"-noun-eo "potencia"-noun-es
"povo"-noun-eo "poderío"-noun-es
"poderío"-noun-es "povo"-noun-eo
"apero"-noun-eo "surgimiento"-noun-es
"surgimiento"-noun-es "apero"-noun-eo
"neglekto"-noun-eo "negligencia"-noun-es
"negligencia"-noun-es "neglekto"-noun-eo
"decepción"-noun-es "elreviĝo"-noun-eo
"elreviĝo"-noun-eo "decepción"-noun-es
"dirección"-noun-es "adreso"-noun-eo
"dirección"-noun-es "estraro"-noun-eo
"adreso"-noun-eo "dirección"-noun-es
"estraro"-noun-eo "dirección"-noun-es
"compañía"-noun-es "trupo"-noun-eo
"trupo"-noun-eo "compañía"-noun-es
"sekvo"-noun-eo "consecuencia"-noun-es
"consecuencia"-noun-es "sekvo"-noun-eo
"consecuencia"-noun-es "rezulto"-noun-eo
"rezulto"-noun-eo "consecuencia"-noun-es
"spektantaro"-noun-eo "audiencia"-noun-es
"audiencia"-noun-es "spektantaro"-noun-eo
"audiencia"-noun-es "aŭskultantaro"-noun-eo
"aŭskultantaro"-noun-eo "audiencia"-noun-es
"resolución"-noun-es "solvado"-noun-eo
"solvado"-noun-eo "resolución"-noun-es
"desenlace"-noun-es "solvo"-noun-eo
"solvo"-noun-eo "desenlace"-noun-es
"efiko"-noun-eo "efecto"-noun-es
"efecto"-noun-es "efiko"-noun-eo
"efekto"-noun-eo "impresión"-noun-es
"impresión"-noun-es "efekto"-noun-eo
"espectro"-noun-es "fantomo"-noun-eo
"fantomo"-noun-eo "espectro"-noun-es
"composición"-noun-es "komponaĵo"-noun-eo
"komponaĵo"-noun-eo "composición"-noun-es
"reunión"-noun-es "kunsido"-noun-eo
"reunión"-noun-es "rendevuo"-noun-eo
"kunsido"-noun-eo "reunión"-noun-es
"rendevuo"-noun-eo "reunión"-noun-es
"kunveno"-noun-eo "asamblea"-noun-es
"asamblea"-noun-es "kunveno"-noun-eo
"vilao"-noun-eo "villa"-noun-es
"villa"-noun-es "vilao"-noun-eo
"capital"-noun-es "kapitalo"-noun-eo
"kapitalo"-noun-eo "capital"-noun-es
"alto"-noun-eo "altura"-noun-es
"altura"-noun-es "alto"-noun-eo
"elevación"-noun-es "levo"-noun-eo
"levo"-noun-eo "elevación"-noun-es
"cubierta"-noun-es "kovrilo"-noun-eo
"kovrilo"-noun-eo "cubierta"-noun-es
"portada"-noun-es "ferdeko"-noun-eo
"ferdeko"-noun-eo "portada"-noun-es
"camino"-noun-es "pado"-noun-eo
"pado"-noun-eo "camino"-noun-es
"vía"-noun-es "fervojo"-noun-eo
"fervojo"-noun-eo "vía"-noun-es
"stadio"-noun-eo "etapa"-noun-es
"etapa"-noun-es "stadio"-noun-eo
"tapón"-noun-es "ĉapo"-noun-eo
"ĉapo"-noun-eo "tapón"-noun-es
"ĉapo"-noun-eo "gorra"-noun-es
"gorra"-noun-es "ĉapo"-noun-eo
"gorro"-noun-es "kaskedo"-noun-eo
"kaskedo"-noun-eo "gorro"-noun-es
"lumo"-noun-eo "lámpara"-noun-es
"lámpara"-noun-es "lumo"-noun-eo
"longitud"-noun-es "longo"-noun-eo
"longo"-noun-eo "longitud"-noun-es
"bendo"-noun-eo "banda"-noun-es
"banda"-noun-es "bendo"-noun-eo
"cumbre"-noun-es "supro"-noun-eo
"cumbre"-noun-es "kulmino"-noun-eo
"supro"-noun-eo "cumbre"-noun-es
"kulmino"-noun-eo "cumbre"-noun-es
"kulmino"-noun-eo "cima"-noun-es
"pinto"-noun-eo "encaje"-noun-es
"encaje"-noun-es "pinto"-noun-eo
"cima"-noun-es "kulmino"-noun-eo
"aumento"-noun-es "pliiĝo"-noun-eo
"aumento"-noun-es "pliigo"-noun-eo
"pliiĝo"-noun-eo "aumento"-noun-es
"pliigo"-noun-eo "aumento"-noun-es
"kresko"-noun-eo "incremento"-noun-es
"incremento"-noun-es "kresko"-noun-eo
"origen"-noun-es "fonto"-noun-eo
"origen"-noun-es "deveno"-noun-eo
"fonto"-noun-eo "origen"-noun-es
"deveno"-noun-eo "origen"-noun-es
"origino"-noun-eo "procedencia"-noun-es
"procedencia"-noun-es "origino"-noun-eo
"fuente"-noun-es "fontano"-noun-eo
"fontano"-noun-eo "fuente"-noun-es
"borso"-noun-eo "beca"-noun-es
"beca"-noun-es "borso"-noun-eo
"beca"-noun-es "sako"-noun-eo
"sako"-noun-eo "beca"-noun-es
"sako"-noun-eo "bolso"-noun-es
"bolso"-noun-es "sako"-noun-eo
"magazeno"-noun-eo "tienda"-noun-es
"tienda"-noun-es "magazeno"-noun-eo
"propiedad"-noun-es "bieno"-noun-eo
"bieno"-noun-eo "propiedad"-noun-es
"bieno"-noun-eo "granja"-noun-es
"granja"-noun-es "bieno"-noun-eo
"gento"-noun-eo "apellido"-noun-es
"apellido"-noun-es "gento"-noun-eo
"casa"-noun-es "hejmo"-noun-eo
"hejmo"-noun-eo "casa"-noun-es
"casta"-noun-es "raso"-noun-eo
"raso"-noun-eo "casta"-noun-es
"kasto"-noun-eo "raza"-noun-es
"raza"-noun-es "kasto"-noun-eo
"énfasis"-noun-es "akcento"-noun-eo
"akcento"-noun-eo "énfasis"-noun-es
"acento"-noun-es "supersigno"-noun-eo
"supersigno"-noun-eo "acento"-noun-es
"empresa"-noun-es "firmao"-noun-eo
"firmao"-noun-eo "empresa"-noun-es
"kavo"-noun-eo "hoyo"-noun-es
"hoyo"-noun-es "kavo"-noun-eo
"prueba"-noun-es "testo"-noun-eo
"testo"-noun-eo "prueba"-noun-es
"garantiaĵo"-noun-eo "prenda"-noun-es
"garantiaĵo"-noun-eo "garantía"-noun-es
"prenda"-noun-es "garantiaĵo"-noun-eo
"prenda"-noun-es "peco"-noun-eo
"garantía"-noun-es "garantiaĵo"-noun-eo
"peco"-noun-eo "prenda"-noun-es
"trozo"-noun-es "ekstrakto"-noun-eo
"trozo"-noun-es "fragmento"-noun-eo
"ekstrakto"-noun-eo "trozo"-noun-es
"fragmento"-noun-eo "trozo"-noun-es
"fragmento"-noun-eo "pedazo"-noun-es
"pedazo"-noun-es "fragmento"-noun-eo
"perito"-noun-es "eksperto"-noun-eo
"perito"-noun-es "spertulo"-noun-eo
"eksperto"-noun-eo "perito"-noun-es
"spertulo"-noun-eo "perito"-noun-es
"temporada"-noun-es "stacidomo"-noun-eo
"stacidomo"-noun-eo "temporada"-noun-es
"sezono"-noun-eo "estación"-noun-es
"estación"-noun-es "sezono"-noun-eo
"estación"-noun-es "haltejo"-noun-eo
"haltejo"-noun-eo "estación"-noun-es
"donativo"-noun-es "donaco"-noun-eo
"donaco"-noun-eo "donativo"-noun-es
"donaco"-noun-eo "don"-noun-es
"don"-noun-es "donaco"-noun-eo
"señor"-noun-es "damo"-noun-eo
"damo"-noun-eo "señor"-noun-es
"komerco"-noun-eo "negocio"-noun-es
"negocio"-noun-es "komerco"-noun-eo
"medio"-noun-eo "ambiente"-noun-es
"ambiente"-noun-es "medio"-noun-eo
"etoso"-noun-eo "atmósfera"-noun-es
"atmósfera"-noun-es "etoso"-noun-eo
"humor"-noun-es "humoro"-noun-eo
"humoro"-noun-eo "humor"-noun-es
"sociedad"-noun-es "societo"-noun-eo
"societo"-noun-eo "sociedad"-noun-es
"kunlaboro"-noun-eo "cooperación"-noun-es
"cooperación"-noun-es "kunlaboro"-noun-eo
"régimen"-noun-es "dieto"-noun-eo
"dieto"-noun-eo "régimen"-noun-es
"nutrado"-noun-eo "mantenimiento"-noun-es
"mantenimiento"-noun-es "nutrado"-noun-eo
"direktivo"-noun-eo "norma"-noun-es
"norma"-noun-es "direktivo"-noun-eo
"regulo"-noun-eo "normativa"-noun-es
"normativa"-noun-es "regulo"-noun-eo
"monte"-noun-es "montaro"-noun-eo
"montaro"-noun-eo "monte"-noun-es
"montaro"-noun-eo "montaña"-noun-es
"montaña"-noun-es "montaro"-noun-eo
"posedanto"-noun-eo "propietario"-noun-es
"propietario"-noun-es "posedanto"-noun-eo
"propietario"-noun-es "mastro"-noun-eo
"dueño"-noun-es "proprietulo"-noun-eo
"proprietulo"-noun-eo "dueño"-noun-es
"mastro"-noun-eo "propietario"-noun-es
"mastro"-noun-eo "patrono"-noun-es
"mastro"-noun-eo "maestro"-noun-es
"patrono"-noun-es "mastro"-noun-eo
"patrono"-noun-es "ŝablono"-noun-eo
"maestro"-noun-es "mastro"-noun-eo
"maestro"-noun-es "magistro"-noun-eo
"patrón"-noun-es "patrono"-noun-eo
"patrono"-noun-eo "patrón"-noun-es
"ŝablono"-noun-eo "patrono"-noun-es
"magistro"-noun-eo "maestro"-noun-es
"majstro"-noun-eo "amo"-noun-es
"amo"-noun-es "majstro"-noun-eo
"líder"-noun-es "gvidanto"-noun-eo
"gvidanto"-noun-eo "líder"-noun-es
"gusto"-noun-es "gustumado"-noun-eo
"gustumado"-noun-eo "gusto"-noun-es
"sensacio"-noun-eo "sensación"-noun-es
"sensación"-noun-es "sensacio"-noun-eo
"proceso"-noun-eo "pleito"-noun-es
"pleito"-noun-es "proceso"-noun-eo
"alimento"-noun-es "manĝaĵo"-noun-eo
"manĝaĵo"-noun-eo "alimento"-noun-es
"parto"-noun-eo "parto"-noun-es
"parto"-noun-es "parto"-noun-eo
"parte"-noun-es "akuŝo"-noun-eo
"akuŝo"-noun-eo "parte"-noun-es
"kreaĵo"-noun-eo "crío"-noun-es
"crío"-noun-es "kreaĵo"-noun-eo
"crío"-noun-es "infano"-noun-eo
"infano"-noun-eo "crío"-noun-es
"estancia"-noun-es "restado"-noun-eo
"restado"-noun-eo "estancia"-noun-es
"loĝejo"-noun-eo "alojamiento"-noun-es
"loĝejo"-noun-eo "habitación"-noun-es
"alojamiento"-noun-es "loĝejo"-noun-eo
"habitación"-noun-es "loĝejo"-noun-eo
"piso"-noun-es "apartamento"-noun-eo
"apartamento"-noun-eo "piso"-noun-es
"ĉambro"-noun-eo "sala"-noun-es
"sala"-noun-es "ĉambro"-noun-eo
"sala"-noun-es "halo"-noun-eo
"cabina"-noun-es "budo"-noun-eo
"budo"-noun-eo "cabina"-noun-es
"salón"-noun-es "halo"-noun-eo
"halo"-noun-eo "sala"-noun-es
"halo"-noun-eo "salón"-noun-es
"plazo"-noun-es "termino"-noun-eo
"termino"-noun-eo "plazo"-noun-es
"destino"-noun-es "sorto"-noun-eo
"sorto"-noun-eo "destino"-noun-es
"fortuno"-noun-eo "suerte"-noun-es
"suerte"-noun-es "fortuno"-noun-eo
"suerte"-noun-es "hazardo"-noun-eo
"hazardo"-noun-eo "suerte"-noun-es
"gajeco"-noun-eo "joya"-noun-es
"joya"-noun-es "gajeco"-noun-eo
"reklamo"-noun-eo "publicidad"-noun-es
"reklamo"-noun-eo "anuncio"-noun-es
"publicidad"-noun-es "reklamo"-noun-eo
"anuncio"-noun-es "reklamo"-noun-eo
"objetivo"-noun-es "golo"-noun-eo
"golo"-noun-eo "objetivo"-noun-es
"techo"-noun-es "tegmento"-noun-eo
"tegmento"-noun-eo "techo"-noun-es
"imaginación"-noun-es "fantazio"-noun-eo
"fantazio"-noun-eo "imaginación"-noun-es
"karcero"-noun-eo "prisión"-noun-es
"karcero"-noun-eo "cárcel"-noun-es
"prisión"-noun-es "karcero"-noun-eo
"prisión"-noun-es "prizono"-noun-eo
"cárcel"-noun-es "karcero"-noun-eo
"cárcel"-noun-es "prizono"-noun-eo
"prizono"-noun-eo "prisión"-noun-es
"prizono"-noun-eo "cárcel"-noun-es
"puno"-noun-eo "pena"-noun-es
"pena"-noun-es "puno"-noun-eo
"pena"-noun-es "domaĝo"-noun-eo
"domaĝo"-noun-eo "pena"-noun-es
"plano"-noun-eo "plano"-noun-es
"plano"-noun-es "plano"-noun-eo
"plan"-noun-es "ebeno"-noun-eo
"ebeno"-noun-eo "plan"-noun-es
"avión"-noun-es "aeroplano"-noun-eo
"aeroplano"-noun-eo "avión"-noun-es
"bola"-noun-es "globo"-noun-eo
"globo"-noun-eo "bola"-noun-es
"globo"-noun-eo "esfera"-noun-es
"esfera"-noun-es "globo"-noun-eo
"apertura"-noun-es "uverturo"-noun-eo
"apertura"-noun-es "faŭko"-noun-eo
"uverturo"-noun-eo "apertura"-noun-es
"faŭko"-noun-eo "apertura"-noun-es
"aperturo"-noun-eo "obertura"-noun-es
"obertura"-noun-es "aperturo"-noun-eo
"buŝo"-noun-eo "desembocadura"-noun-es
"desembocadura"-noun-es "buŝo"-noun-eo
"avenida"-noun-es "aleo"-noun-eo
"aleo"-noun-eo "avenida"-noun-es
"prudento"-noun-eo "prudencia"-noun-es
"prudencia"-noun-es "prudento"-noun-eo
"malfido"-noun-eo "desconfianza"-noun-es
"desconfianza"-noun-es "malfido"-noun-eo
"kondamno"-noun-eo "prohibición"-noun-es
"prohibición"-noun-es "kondamno"-noun-eo
"ero"-noun-eo "elemento"-noun-es
"ero"-noun-eo "componente"-noun-es
"elemento"-noun-es "ero"-noun-eo
"componente"-noun-es "ero"-noun-eo
"lado"-noun-es "kantono"-noun-eo
"kantono"-noun-eo "lado"-noun-es
"cuarto"-noun-es "kamero"-noun-eo
"kamero"-noun-eo "cuarto"-noun-es
"disdonado"-noun-eo "reparto"-noun-es
"personaro"-noun-eo "personal"-noun-es
"personal"-noun-es "personaro"-noun-eo
"equipo"-noun-es "taĉmento"-noun-eo
"taĉmento"-noun-eo "equipo"-noun-es
"pollo"-noun-es "koko"-noun-eo
"koko"-noun-eo "pollo"-noun-es
"korto"-noun-eo "corte"-noun-es
"corte"-noun-es "korto"-noun-eo
"testimonio"-noun-es "atestanto"-noun-eo
"atestanto"-noun-eo "testimonio"-noun-es
"tipo"-noun-es "speco"-noun-eo
"speco"-noun-eo "tipo"-noun-es
"clase"-noun-es "kategorio"-noun-eo
"clase"-noun-es "klasĉambro"-noun-eo
"kategorio"-noun-eo "clase"-noun-es
"klasĉambro"-noun-eo "clase"-noun-es
"volbo"-noun-eo "vuelta"-noun-es
"volbo"-noun-eo "turno"-noun-es
"lote"-noun-es "loto"-noun-eo
"loto"-noun-eo "lote"-noun-es
"ilo"-noun-eo "instrumento"-noun-es
"instrumento"-noun-es "ilo"-noun-eo
"emo"-noun-eo "tendencia"-noun-es
"tendencia"-noun-es "emo"-noun-eo
"serio"-noun-eo "racha"-noun-es
"racha"-noun-es "serio"-noun-eo
"knabo"-noun-eo "nene"-noun-es
"nene"-noun-es "knabo"-noun-eo
"konsilanto"-noun-eo "asesor"-noun-es
"konsilanto"-noun-eo "conseller"-noun-es
"asesor"-noun-es "konsilanto"-noun-eo
"conseller"-noun-es "konsilanto"-noun-eo
"likvido"-noun-eo "liquidación"-noun-es
"liquidación"-noun-es "likvido"-noun-eo
"murdinto"-noun-eo "asesino"-noun-es
"asesino"-noun-es "murdinto"-noun-eo
"kvitanco"-noun-eo "recibo"-noun-es
"recibo"-noun-es "kvitanco"-noun-eo
"recepción"-noun-es "akcepto"-noun-eo
"akcepto"-noun-eo "recepción"-noun-es
"apogo"-noun-eo "espaldarazo"-noun-es
"espaldarazo"-noun-es "apogo"-noun-eo
"licencia"-noun-es "licencio"-noun-eo
"licencio"-noun-eo "licencia"-noun-es
"cedo"-noun-eo "concesión"-noun-es
"concesión"-noun-es "cedo"-noun-eo
"escrito"-noun-es "skribo"-noun-eo
"skribo"-noun-eo "escrito"-noun-es
"preparación"-noun-es "preparo"-noun-eo
"preparo"-noun-eo "preparación"-noun-es
"kafejo"-noun-eo "café"-noun-es
"café"-noun-es "kafejo"-noun-eo
"tasca"-noun-es "taverno"-noun-eo
"taverno"-noun-eo "tasca"-noun-es
"indiko"-noun-eo "indicio"-noun-es
"indicio"-noun-es "indiko"-noun-eo
"pafo"-noun-eo "tiro"-noun-es
"tiro"-noun-es "pafo"-noun-eo
"korinklino"-noun-eo "estimación"-noun-es
"estimación"-noun-es "korinklino"-noun-eo
"bomba"-noun-es "pumpilo"-noun-eo
"pumpilo"-noun-eo "bomba"-noun-es
"color"-noun-es "farbo"-noun-eo
"farbo"-noun-eo "color"-noun-es
"signo"-noun-eo "señal"-noun-es
"señal"-noun-es "signo"-noun-eo
"signalo"-noun-eo "seña"-noun-es
"seña"-noun-es "signalo"-noun-eo
"verdad"-noun-es "vereco"-noun-eo
"vereco"-noun-eo "verdad"-noun-es
"sukceso"-noun-eo "acierto"-noun-es
"acierto"-noun-es "sukceso"-noun-eo
"baloto"-noun-eo "voto"-noun-es
"voto"-noun-es "baloto"-noun-eo
"viso"-noun-es "aspekto"-noun-eo
"aspekto"-noun-eo "viso"-noun-es
"aspekto"-noun-eo "apariencia"-noun-es
"apariencia"-noun-es "aspekto"-noun-eo
"aire"-noun-es "ario"-noun-eo
"ario"-noun-eo "aire"-noun-es
"menso"-noun-eo "espíritu"-noun-es
"espíritu"-noun-es "menso"-noun-eo
"mente"-noun-es "spirito"-noun-eo
"spirito"-noun-eo "mente"-noun-es
"spirito"-noun-eo "ánimo"-noun-es
"ánimo"-noun-es "spirito"-noun-eo
"pozicio"-noun-eo "postura"-noun-es
"postura"-noun-es "pozicio"-noun-eo
"punto"-noun-es "poento"-noun-eo
"poento"-noun-eo "punto"-noun-es
"gepatroj"-noun-eo "pariente"-noun-es
"pariente"-noun-es "gepatroj"-noun-eo
"viña"-noun-es "vito"-noun-eo
"vito"-noun-eo "viña"-noun-es
"barilo"-noun-eo "valla"-noun-es
"barilo"-noun-eo "seto"-noun-es
"barilo"-noun-eo "barrera"-noun-es
"valla"-noun-es "barilo"-noun-eo
"valla"-noun-es "heĝo"-noun-eo
"seto"-noun-es "barilo"-noun-eo
"seto"-noun-es "palisaro"-noun-eo
"barrera"-noun-es "barilo"-noun-eo
"heĝo"-noun-eo "valla"-noun-es
"palisaro"-noun-eo "seto"-noun-es
"gestión"-noun-es "administrado"-noun-eo
"administrado"-noun-eo "gestión"-noun-es
"administrado"-noun-eo "gerencia"-noun-es
"gerencia"-noun-es "administrado"-noun-eo
"klabo"-noun-eo "club"-noun-es
"club"-noun-es "klabo"-noun-eo
"cirklo"-noun-eo "círculo"-noun-es
"círculo"-noun-es "cirklo"-noun-eo
"kabano"-noun-eo "barraca"-noun-es
"barraca"-noun-es "kabano"-noun-eo
"choza"-noun-es "barako"-noun-eo
"barako"-noun-eo "choza"-noun-es
"barako"-noun-eo "chabola"-noun-es
"chabola"-noun-es "barako"-noun-eo
"ekspedicio"-noun-eo "incursión"-noun-es
"incursión"-noun-es "ekspedicio"-noun-eo
"cristal"-noun-es "glaso"-noun-eo
"cristal"-noun-es "vitro"-noun-eo
"glaso"-noun-eo "cristal"-noun-es
"glaso"-noun-eo "vidrio"-noun-es
"vitro"-noun-eo "cristal"-noun-es
"vitro"-noun-eo "vaso"-noun-es
"vidrio"-noun-es "glaso"-noun-eo
"vaso"-noun-es "vitro"-noun-eo
"copa"-noun-es "kaliko"-noun-eo
"kaliko"-noun-eo "copa"-noun-es
"gasto"-noun-es "elspezo"-noun-eo
"elspezo"-noun-eo "gasto"-noun-es
"septo"-noun-eo "separación"-noun-es
"separación"-noun-es "septo"-noun-eo
"embaraso"-noun-eo "desconcierto"-noun-es
"desconcierto"-noun-es "embaraso"-noun-eo
"nombre"-noun-es "antaŭnomo"-noun-eo
"antaŭnomo"-noun-eo "nombre"-noun-es
"interés"-noun-es "interezo"-noun-eo
"interezo"-noun-eo "interés"-noun-es
"peto"-noun-eo "requerimiento"-noun-es
"requerimiento"-noun-es "peto"-noun-eo
"funcionario"-noun-es "oficisto"-noun-eo
"oficisto"-noun-eo "funcionario"-noun-es
"malfacilaĵo"-noun-eo "problema"-noun-es
"problema"-noun-es "malfacilaĵo"-noun-eo
"baseno"-noun-eo "lavabo"-noun-es
"lavabo"-noun-es "baseno"-noun-eo
"folio"-noun-eo "cuchilla"-noun-es
"cuchilla"-noun-es "folio"-noun-eo
"hoja"-noun-es "klingo"-noun-eo
"klingo"-noun-eo "hoja"-noun-es
"trapo"-noun-es "viŝtuko"-noun-eo
"trapo"-noun-es "tuko"-noun-eo
"viŝtuko"-noun-eo "trapo"-noun-es
"tuko"-noun-eo "trapo"-noun-es
"tuko"-noun-eo "paño"-noun-es
"paño"-noun-es "tuko"-noun-eo
"chaqueta"-noun-es "ĵaketo"-noun-eo
"ĵaketo"-noun-eo "chaqueta"-noun-es
"insulto"-noun-eo "injuria"-noun-es
"injuria"-noun-es "insulto"-noun-eo
"tedio"-noun-es "enuo"-noun-eo
"enuo"-noun-eo "tedio"-noun-es
"posedaĵo"-noun-eo "posesión"-noun-es
"posesión"-noun-es "posedaĵo"-noun-eo
"interspaco"-noun-eo "intervalo"-noun-es
"intervalo"-noun-es "interspaco"-noun-eo
"antaŭĉambro"-noun-eo "vestíbulo"-noun-es
"vestíbulo"-noun-es "antaŭĉambro"-noun-eo
"realización"-noun-es "realiĝo"-noun-eo
"realiĝo"-noun-eo "realización"-noun-es
"kolonio"-noun-eo "asentamiento"-noun-es
"asentamiento"-noun-es "kolonio"-noun-eo
"municipo"-noun-eo "municipalidad"-noun-es
"municipalidad"-noun-es "municipo"-noun-eo
"homo"-noun-eo "varón"-noun-es
"varón"-noun-es "homo"-noun-eo
"pierna"-noun-es "gambo"-noun-eo
"gambo"-noun-eo "pierna"-noun-es
"stablo"-noun-eo "banco"-noun-es
"banco"-noun-es "stablo"-noun-eo
"asiento"-noun-es "seĝo"-noun-eo
"seĝo"-noun-eo "asiento"-noun-es
"seĝo"-noun-eo "escaño"-noun-es
"escaño"-noun-es "seĝo"-noun-eo
"silla"-noun-es "katedro"-noun-eo
"katedro"-noun-eo "silla"-noun-es
"anochecer"-noun-es "vespero"-noun-eo
"vespero"-noun-eo "anochecer"-noun-es
"scenejo"-noun-eo "escena"-noun-es
"escena"-noun-es "scenejo"-noun-eo
"cama"-noun-es "fluejo"-noun-eo
"fluejo"-noun-eo "cama"-noun-es
"artifiko"-noun-eo "truco"-noun-es
"truco"-noun-es "artifiko"-noun-eo
"jefe"-noun-es "ĉefo"-noun-eo
"ĉefo"-noun-eo "jefe"-noun-es
"cabo"-noun-es "kapo"-noun-eo
"kapo"-noun-eo "cabo"-noun-es
"tablo"-noun-eo "tabla"-noun-es
"tabla"-noun-es "tablo"-noun-eo
"tabla"-noun-es "tabulo"-noun-eo
"mesa"-noun-es "tabulo"-noun-eo
"tabulo"-noun-eo "tabla"-noun-es
"tabulo"-noun-eo "mesa"-noun-es
"prognozo"-noun-eo "previsión"-noun-es
"previsión"-noun-es "prognozo"-noun-eo
"kalkulo"-noun-eo "cuenta"-noun-es
"cuenta"-noun-es "kalkulo"-noun-eo
"muñeca"-noun-es "pupo"-noun-eo
"pupo"-noun-eo "muñeca"-noun-es
"grano"-noun-es "grajno"-noun-eo
"grajno"-noun-eo "grano"-noun-es
"hoko"-noun-eo "anzuelo"-noun-es
"anzuelo"-noun-es "hoko"-noun-eo
"balón"-noun-es "balono"-noun-eo
"balón"-noun-es "aerostato"-noun-eo
"balono"-noun-eo "balón"-noun-es
"aerostato"-noun-eo "balón"-noun-es
"diablo"-noun-es "satano"-noun-eo
"satano"-noun-eo "diablo"-noun-es
"rotativo"-noun-es "gazeto"-noun-eo
"gazeto"-noun-eo "rotativo"-noun-es
"gazeto"-noun-eo "periódico"-noun-es
"periódico"-noun-es "gazeto"-noun-eo
"cifra"-noun-es "ĉifro"-noun-eo
"ĉifro"-noun-eo "cifra"-noun-es
"ĉifro"-noun-eo "código"-noun-es
"código"-noun-es "ĉifro"-noun-eo
"suceso"-noun-es "evento"-noun-eo
"evento"-noun-eo "suceso"-noun-es
"evento"-noun-eo "acontecimiento"-noun-es
"acontecimiento"-noun-es "evento"-noun-eo
"muerte"-noun-es "mortinto"-noun-eo
"mortinto"-noun-eo "muerte"-noun-es
"retraso"-noun-es "subevoluo"-noun-eo
"subevoluo"-noun-eo "retraso"-noun-es
"animal"-noun-es "bruto"-noun-eo
"bruto"-noun-eo "animal"-noun-es
"madera"-noun-es "arbaro"-noun-eo
"arbaro"-noun-eo "madera"-noun-es
"arbaro"-noun-eo "selva"-noun-es
"bosque"-noun-es "ligno"-noun-eo
"ligno"-noun-eo "bosque"-noun-es
"selva"-noun-es "arbaro"-noun-eo
"selva"-noun-es "ĝangalo"-noun-eo
"ĝangalo"-noun-eo "selva"-noun-es
"aparato"-noun-eo "dispositivo"-noun-es
"dispositivo"-noun-es "aparato"-noun-eo
"semo"-noun-eo "pepita"-noun-es
"pepita"-noun-es "semo"-noun-eo
"substituo"-noun-eo "sustitución"-noun-es
"sustitución"-noun-es "substituo"-noun-eo
"sustitución"-noun-es "anstataŭigo"-noun-eo
"anstataŭigo"-noun-eo "sustitución"-noun-es
"cajetilla"-noun-es "pako"-noun-eo
"pako"-noun-eo "cajetilla"-noun-es
"aficionado"-noun-es "zeloto"-noun-eo
"zeloto"-noun-eo "aficionado"-noun-es
"espada"-noun-es "spado"-noun-eo
"spado"-noun-eo "espada"-noun-es
"llave"-noun-es "kleo"-noun-eo
"kleo"-noun-eo "llave"-noun-es
"kompilaĵo"-noun-eo "selección"-noun-es
"selección"-noun-es "kompilaĵo"-noun-eo
"revelación"-noun-es "malkaŝo"-noun-eo
"malkaŝo"-noun-eo "revelación"-noun-es
"materia"-noun-es "lernofako"-noun-eo
"lernofako"-noun-eo "materia"-noun-es
"mezuro"-noun-eo "medición"-noun-es
"medición"-noun-es "mezuro"-noun-eo
"medida"-noun-es "mezurado"-noun-eo
"mezurado"-noun-eo "medida"-noun-es
"indulgencia"-noun-es "indulgo"-noun-eo
"indulgo"-noun-eo "indulgencia"-noun-es
"exceso"-noun-es "eksceso"-noun-eo
"eksceso"-noun-eo "exceso"-noun-es
"desmán"-noun-es "troo"-noun-eo
"troo"-noun-eo "desmán"-noun-es
"hedor"-noun-es "pudoro"-noun-eo
"pudoro"-noun-eo "hedor"-noun-es
"barro"-noun-es "ŝlimo"-noun-eo
"ŝlimo"-noun-eo "barro"-noun-es
