"abrogar"-verb-es "abrogi"-verb-eo
"traidor"-noun-es "perfidinto"-noun-eo
"perfidanto"-noun-eo "traidor"-noun-es
"perfidinto"-noun-eo "traidor"-noun-es
"plantilla"-noun-es "personalo"-noun-eo
"personalo"-noun-eo "plantilla"-noun-es
"petrolero"-adjective-es "nafta"-adjective-eo
"nafta"-adjective-eo "petrolero"-adjective-es
"contundencia"-noun-es "kontuzanteco"-noun-eo
"kontuzanteco"-noun-eo "contundencia"-noun-es
"pellizco"-noun-es "pinĉaĵo"-noun-eo
"pinĉaĵo"-noun-eo "pellizco"-noun-es
"pinĉaĵo"-noun-eo "pizca"-noun-es
"interdisciplinario"-adjective-es "interdisciplina"-adjective-eo
"interdisciplina"-adjective-eo "interdisciplinario"-adjective-es
"multinacional"-noun-es "plurnacia entrepreno"-noun-eo
"plurnacia entrepreno"-noun-eo "multinacional"-noun-es
"prórroga"-noun-es "kromtempo"-noun-eo
"kromtempo"-noun-eo "prórroga"-noun-es
"portugués"-noun-es "portugala lingvo"-noun-eo
"portugala lingvo"-noun-eo "portugués"-noun-es
"superviviente"-noun-es "supervivanto"-noun-eo
"superviviente"-noun-es "transvivanto"-noun-eo
"supervivanto"-noun-eo "superviviente"-noun-es
"transvivanto"-noun-eo "superviviente"-noun-es
"pase"-noun-es "pas-permeso"-noun-eo
"pase"-noun-es "pas-movo"-noun-eo
"pase"-noun-es "pas-ŝoto"-noun-eo
"pas-permeso"-noun-eo "pase"-noun-es
"pas-movo"-noun-eo "pase"-noun-es
"pas-ŝoto"-noun-eo "pase"-noun-es
"aproximado"-adjective-es "preskaŭa"-adjective-eo
"preskaŭa"-adjective-eo "aproximado"-adjective-es
"abastecimiento"-noun-es "provizumado"-noun-eo
"provizumado"-noun-eo "abastecimiento"-noun-es
"de momento"-adverb-es "numtempe"-adverb-eo
"numtempe"-adverb-eo "de momento"-adverb-es
"numtempe"-adverb-eo "por el momento"-adverb-es
"por el momento"-adverb-es "numtempe"-adverb-eo
"lo"-pronoun-es "prpers"-reflexivePersonalPronoun-eo
"prpers"-reflexivePersonalPronoun-eo "lo"-pronoun-es
"prpers"-reflexivePersonalPronoun-eo "mí"-pronoun-es
"prpers"-reflexivePersonalPronoun-eo "prpers"-pronoun-es
"prpers"-reflexivePersonalPronoun-eo "prpers"-reflexivePersonalPronoun-es
"prpers"-reflexivePersonalPronoun-eo "se"-pronoun-es
"prpers"-reflexivePersonalPronoun-eo "se"-reflexivePersonalPronoun-es
"prpers"-reflexivePersonalPronoun-eo "ti"-pronoun-es
"mí"-pronoun-es "prpers"-reflexivePersonalPronoun-eo
"prpers"-pronoun-es "prpers"-reflexivePersonalPronoun-eo
"prpers"-reflexivePersonalPronoun-es "prpers"-reflexivePersonalPronoun-eo
"se"-pronoun-es "prpers"-reflexivePersonalPronoun-eo
"se"-reflexivePersonalPronoun-es "prpers"-reflexivePersonalPronoun-eo
"ti"-pronoun-es "prpers"-reflexivePersonalPronoun-eo
"miramiento"-noun-es "repekto"-noun-eo
"repekto"-noun-eo "miramiento"-noun-es
"demostrable"-adjective-es "montrebla"-adjective-eo
"montrebla"-adjective-eo "demostrable"-adjective-es
"Putin"-properNoun-es "Putin"-noun-eo
"Putin"-noun-eo "Putin"-properNoun-es
"Putin"-noun-eo "Putin"-noun-es
"Putin"-noun-es "Putin"-noun-eo
"rescate"-noun-es "rekapto"-noun-eo
"rekapto"-noun-eo "rescate"-noun-es
"reactivación"-noun-es "reaktiviĝo"-noun-eo
"reaktiviĝo"-noun-eo "reactivación"-noun-es
"regencia"-noun-es "regenteco"-noun-eo
"regenteco"-noun-eo "regencia"-noun-es
"realeza"-noun-es "reĝaro"-noun-eo
"reĝaro"-noun-eo "realeza"-noun-es
"facturación"-noun-es "vendo-sumo"-noun-eo
"vendo-sumo"-noun-eo "facturación"-noun-es
"retroceso"-noun-es "retroiro"-noun-eo
"retroiro"-noun-eo "retroceso"-noun-es
"normativa"-noun-es "normaro"-noun-eo
"normaro"-noun-eo "normativa"-noun-es
"rehabilitación"-noun-es "rekapabliĝo"-noun-eo
"rehabilitación"-noun-es "reenoficigo"-noun-eo
"rekapabliĝo"-noun-eo "rehabilitación"-noun-es
"reenoficigo"-noun-eo "rehabilitación"-noun-es
"reinterpretación"-noun-es "reinterpretado"-noun-eo
"reinterpretado"-noun-eo "reinterpretación"-noun-es
"relativista"-adjective-es "relativista"-adjective-eo
"relativista"-adjective-eo "relativista"-adjective-es
"relegación"-noun-es "formeto"-noun-eo
"relegación"-noun-es "formetado"-noun-eo
"formeto"-noun-eo "relegación"-noun-es
"formetado"-noun-eo "relegación"-noun-es
"remodelación"-noun-es "refasonado"-noun-eo
"refasonado"-noun-eo "remodelación"-noun-es
"internauta"-noun-es "interretano"-noun-eo
"interretano"-noun-eo "internauta"-noun-es
"retrógrado"-adjective-es "malavangarda"-adjective-eo
"malavangarda"-adjective-eo "retrógrado"-adjective-es
"retrospectivo"-adjective-es "retrospektiva"-adjective-eo
"retrospektiva"-adjective-eo "retrospectivo"-adjective-es
"resistencia"-noun-es "rezisteco"-noun-eo
"rezisteco"-noun-eo "resistencia"-noun-es
"insurgencia"-noun-es "ribelantaro"-noun-eo
"insurgencia"-noun-es "ribelularo"-noun-eo
"ribelantaro"-noun-eo "insurgencia"-noun-es
"ribelularo"-noun-eo "insurgencia"-noun-es
"rutenio"-noun-es "ruteno"-noun-eo
"ruteno"-noun-eo "rutenio"-noun-es
"carnero"-noun-es "ŝafaĵo"-noun-eo
"ŝafaĵo"-noun-eo "carnero"-noun-es
"sacro"-adjective-es "sakra"-adjective-eo
"sakra"-adjective-eo "sacro"-adjective-es
"tanto"-adverb-es "tiel multe"-adverb-eo
"tiel multe"-adverb-eo "tanto"-adverb-es
"cambiante"-adjective-es "ŝanĝa"-adjective-eo
"ŝanĝa"-adjective-eo "cambiante"-adjective-es
"semestral"-adjective-es "sesmonata"-adjective-eo
"sesmonata"-adjective-eo "semestral"-adjective-es
"semestralmente"-adverb-es "sesmonate"-adverb-eo
"sesmonate"-adverb-eo "semestralmente"-adverb-es
"desesperado"-adjective-es "despera"-adjective-eo
"despera"-adjective-eo "desesperado"-adjective-es
"desesperadamente"-adverb-es "despere"-adverb-eo
"despere"-adverb-eo "desesperadamente"-adverb-es
"decepción"-noun-es "desaponto"-noun-eo
"desaponto"-noun-eo "decepción"-noun-es
"desaponto"-noun-eo "chasco"-noun-es
"incondicionalmente"-adverb-es "senrezerve"-adverb-eo
"senrezerve"-adverb-eo "incondicionalmente"-adverb-es
"inmenso"-adjective-es "nemezurebla"-adjective-eo
"nemezurebla"-adjective-eo "inmenso"-adjective-es
"altruista"-adjective-es "altruista"-adjective-eo
"altruista"-adjective-eo "altruista"-adjective-es
"entrega"-noun-es "sindoneco"-noun-eo
"sindoneco"-noun-eo "entrega"-noun-es
"sincronización"-noun-es "sinkroinigo"-noun-eo
"sincronización"-noun-es "sinkroiniĝo"-noun-eo
"sinkroinigo"-noun-eo "sincronización"-noun-es
"sinkroiniĝo"-noun-eo "sincronización"-noun-es
"sociolingüístico"-adjective-es "sociolingva"-adjective-eo
"sociolingüístico"-adjective-es "sociolingvistika"-adjective-eo
"sociolingva"-adjective-eo "sociolingüístico"-adjective-es
"sociolingvistika"-adjective-eo "sociolingüístico"-adjective-es
"sociolingüística"-noun-es "sociolingvistiko"-noun-eo
"sociolingvistiko"-noun-eo "sociolingüística"-noun-es
"muestra"-noun-es "samplo"-noun-eo
"samplo"-noun-eo "muestra"-noun-es
"deportividad"-noun-es "deportivismo"-noun-eo
"deportivismo"-noun-eo "deportividad"-noun-es
"posicionamiento"-noun-es "partianiĝo"-noun-eo
"partianiĝo"-noun-eo "posicionamiento"-noun-es
"esterilización"-noun-es "steriliĝo"-noun-eo
"steriliĝo"-noun-eo "esterilización"-noun-es
"borrasca"-noun-es "burasko"-noun-eo
"burasko"-noun-eo "borrasca"-noun-es
"al aire libre"-adverb-es "sub libera ĉielo"-adverb-eo
"sub libera ĉielo"-adverb-eo "al aire libre"-adverb-es
"represivo"-adjective-es "subpremanta"-adjective-eo
"subpremanta"-adjective-eo "represivo"-adjective-es
"sufijo"-noun-es "postafikso"-noun-eo
"postafikso"-noun-eo "sufijo"-noun-es
"socorrista"-noun-es "sukuranto"-noun-eo
"sukuranto"-noun-eo "socorrista"-noun-es
"sol"-noun-es "sol"-noun-eo
"sol"-noun-eo "sol"-noun-es
"receloso"-adjective-es "malfida"-adjective-eo
"malfida"-adjective-eo "receloso"-adjective-es
"dotado"-adjective-es "dotita"-adjective-eo
"dotado"-adjective-es "naturdotita"-adjective-eo
"dotado"-adjective-es "talenthava"-adjective-eo
"dotado"-adjective-es "talentplena"-adjective-eo
"dotita"-adjective-eo "dotado"-adjective-es
"naturdotita"-adjective-eo "dotado"-adjective-es
"talenthava"-adjective-eo "dotado"-adjective-es
"talentplena"-adjective-eo "dotado"-adjective-es
"tenazas"-noun-es "pinĉtenajlo"-noun-eo
"pinĉtenajlo"-noun-eo "tenazas"-noun-es
"entonces"-adverb-es "tiutempe"-adverb-eo
"entonces"-adverb-es "tiuepoke"-adverb-eo
"tiutempe"-adverb-eo "entonces"-adverb-es
"tiuepoke"-adverb-eo "entonces"-adverb-es
"polilla"-noun-es "sfingo"-noun-eo
"sfingo"-noun-eo "polilla"-noun-es
"arquetipo"-noun-es "arketipo"-noun-eo
"arketipo"-noun-eo "arquetipo"-noun-es
"intoxicación"-noun-es "toksigo"-noun-eo
"toksigo"-noun-eo "intoxicación"-noun-es
"chafar"-verb-es "platpremi"-verb-eo
"platpremi"-verb-eo "chafar"-verb-es
"instantáneamente"-adverb-es "tuje"-adverb-eo
"tuje"-adverb-eo "instantáneamente"-adverb-es
"usurpación"-noun-es "uzurpado"-noun-eo
"uzurpado"-noun-eo "usurpación"-noun-es
"azote"-noun-es "vipbato"-noun-eo
"vipbato"-noun-eo "azote"-noun-es
"vidriera"-noun-es "vitrego"-noun-eo
"vitrego"-noun-eo "vidriera"-noun-es
"subsistencia"-noun-es "porvivaĵoj"-noun-eo
"porvivaĵoj"-noun-eo "subsistencia"-noun-es
"Alicante"-properNoun-es "Alikanto"-properNoun-eo
"Alikanto"-properNoun-eo "Alicante"-properNoun-es
"nacido"-adjective-es "naskiĝinta"-adjective-eo
"naskiĝinta"-adjective-eo "nacido"-adjective-es
"aspiración"-noun-es "aspirado"-noun-eo
"aspirado"-noun-eo "aspiración"-noun-es
"diputación"-noun-es "provinca deputitaro"-noun-eo
"provinca deputitaro"-noun-eo "diputación"-noun-es
"virulencia"-noun-es "virulenteco"-noun-eo
"virulenteco"-noun-eo "virulencia"-noun-es
"empeoramiento"-noun-es "malpliboniĝo"-noun-eo
"malpliboniĝo"-noun-eo "empeoramiento"-noun-es
"droguería"-noun-es "drogisto"-noun-eo
"drogisto"-noun-eo "droguería"-noun-es
"decorativo"-adjective-es "dekora"-adjective-eo
"dekora"-adjective-eo "decorativo"-adjective-es
"disparidad"-noun-es "malsameco"-noun-eo
"malsameco"-noun-eo "disparidad"-noun-es
"destacable"-adjective-es "elstarigebla"-adjective-eo
"destacable"-adjective-es "elstariginda"-adjective-eo
"elstarigebla"-adjective-eo "destacable"-adjective-es
"elstariginda"-adjective-eo "destacable"-adjective-es
"naranja"-adjective-es "oranĝ-kolora"-adjective-eo
"oranĝ-kolora"-adjective-eo "naranja"-adjective-es
"predominante"-adjective-es "superreganta"-adjective-eo
"superreganta"-adjective-eo "predominante"-adjective-es
"conspiración"-noun-es "konspirado"-noun-eo
"konspirado"-noun-eo "conspiración"-noun-es
"entroncamiento"-noun-es "boparenceco"-noun-eo
"boparenceco"-noun-eo "entroncamiento"-noun-es
"cineasta"-noun-es "kin-produktisto"-noun-eo
"kin-produktisto"-noun-eo "cineasta"-noun-es
"cultivable"-adjective-es "kulturebla"-adjective-eo
"kulturebla"-adjective-eo "cultivable"-adjective-es
"compresor"-noun-es "aerpumpilo"-noun-eo
"aerpumpilo"-noun-eo "compresor"-noun-es
"cuatrimestre"-noun-es "kvarmonato"-noun-eo
"kvarmonato"-noun-eo "cuatrimestre"-noun-es
"radiodifusión"-noun-es "radio-dissendo"-noun-eo
"radiodifusión"-noun-es "radio-elsendado"-noun-eo
"radiodifusión"-noun-es "radio-disaŭdigo"-noun-eo
"radio-dissendo"-noun-eo "radiodifusión"-noun-es
"radio-elsendado"-noun-eo "radiodifusión"-noun-es
"radio-disaŭdigo"-noun-eo "radiodifusión"-noun-es
"responder"-verb-es "responsi"-verb-eo
"responsi"-verb-eo "responder"-verb-es
"fusilamiento"-noun-es "mortpafigo"-noun-eo
"mortpafigo"-noun-eo "fusilamiento"-noun-es
"amenazante"-adjective-es "minacanta"-adjective-eo
"minacanta"-adjective-eo "amenazante"-adjective-es
"turbulencia"-noun-es "turbulento"-noun-eo
"turbulento"-noun-eo "turbulencia"-noun-es
"suficiencia"-noun-es "sufiĉo"-noun-eo
"sufiĉo"-noun-eo "suficiencia"-noun-es
"disuasión"-noun-es "dekonvinko"-noun-eo
"dekonvinko"-noun-eo "disuasión"-noun-es
"noviazgo"-noun-es "fianĉeco"-noun-eo
"noviazgo"-noun-es "gefianĉeco"-noun-eo
"fianĉeco"-noun-eo "noviazgo"-noun-es
"gefianĉeco"-noun-eo "noviazgo"-noun-es
"residente"-adjective-es "rezidanta"-adjective-eo
"rezidanta"-adjective-eo "residente"-adjective-es
"hundimiento"-noun-es "sinko"-noun-eo
"sinko"-noun-eo "hundimiento"-noun-es
"dejar de lado"-verb-es "flankmeti"-verb-eo
"dejar de lado"-verb-es "flankemeti"-verb-eo
"dejar de lado"-verb-es "flankenmeti"-verb-eo
"flankmeti"-verb-eo "dejar de lado"-verb-es
"flankemeti"-verb-eo "dejar de lado"-verb-es
"flankenmeti"-verb-eo "dejar de lado"-verb-es
"basurero"-noun-es "stratbalaisto"-noun-eo
"stratbalaisto"-noun-eo "basurero"-noun-es
"absorción"-noun-es "absorbado"-noun-eo
"absorbado"-noun-eo "absorción"-noun-es
"militancia"-noun-es "aktivularo"-noun-eo
"aktivularo"-noun-eo "militancia"-noun-es
"alineación"-noun-es "liniigo"-noun-eo
"alineación"-noun-es "posteniĝo"-noun-eo
"liniigo"-noun-eo "alineación"-noun-es
"liniigo"-noun-eo "alineamiento"-noun-es
"posteniĝo"-noun-eo "alineación"-noun-es
"alineamiento"-noun-es "liniigo"-noun-eo
"agricultor"-noun-es "agrokulturisto"-noun-eo
"agrokulturisto"-noun-eo "agricultor"-noun-es
"calvicie"-noun-es "senhareco"-noun-eo
"senhareco"-noun-eo "calvicie"-noun-es
"capitanía"-noun-es "kapitan-oficejo"-noun-eo
"kapitan-oficejo"-noun-eo "capitanía"-noun-es
"cítrico"-adjective-es "citrata"-adjective-eo
"citrata"-adjective-eo "cítrico"-adjective-es
"climatológico"-adjective-es "klimatologa"-adjective-eo
"klimatologa"-adjective-eo "climatológico"-adjective-es
"escalador"-noun-es "suprensprintisto"-noun-eo
"suprensprintisto"-noun-eo "escalador"-noun-es
"cristalización"-noun-es "kristaligo"-noun-eo
"kristaligo"-noun-eo "cristalización"-noun-es
"deformidad"-noun-es "deformiteco"-noun-eo
"deformidad"-noun-es "deformitaĵo"-noun-eo
"deformidad"-noun-es "misformeco"-noun-eo
"deformiteco"-noun-eo "deformidad"-noun-es
"deformitaĵo"-noun-eo "deformidad"-noun-es
"misformeco"-noun-eo "deformidad"-noun-es
"determinista"-adjective-es "determinista"-adjective-eo
"determinista"-adjective-eo "determinista"-adjective-es
"dicotomía"-noun-es "diĥotomio"-noun-eo
"diĥotomio"-noun-eo "dicotomía"-noun-es
"gasoil"-noun-es "dizel-oleo"-noun-eo
"dizel-oleo"-noun-eo "gasoil"-noun-es
"dizel-oleo"-noun-eo "diésel"-noun-es
"dizel-oleo"-noun-eo "gasóleo"-noun-es
"flexibilidad"-noun-es "malrigideco"-noun-eo
"flexibilidad"-noun-es "malrigido"-noun-eo
"flexibilidad"-noun-es "flekseblo"-noun-eo
"malrigideco"-noun-eo "flexibilidad"-noun-es
"malrigido"-noun-eo "flexibilidad"-noun-es
"flekseblo"-noun-eo "flexibilidad"-noun-es
"frustración"-noun-es "frustriĝo"-noun-eo
"frustriĝo"-noun-eo "frustración"-noun-es
"mundialmente"-adverb-es "terglobe"-adverb-eo
"mundialmente"-adverb-es "monde"-adverb-eo
"terglobe"-adverb-eo "mundialmente"-adverb-es
"monde"-adverb-eo "mundialmente"-adverb-es
"dorado"-adjective-es "orumita"-adjective-eo
"orumita"-adjective-eo "dorado"-adjective-es
"armonización"-noun-es "harmoniiĝo"-noun-eo
"harmoniiĝo"-noun-eo "armonización"-noun-es
"celeste"-adjective-es "helblua"-adjective-eo
"helblua"-adjective-eo "celeste"-adjective-es
"versatilidad"-noun-es "plur-talenteco"-noun-eo
"versatilidad"-noun-es "plur-uzebleco"-noun-eo
"plur-talenteco"-noun-eo "versatilidad"-noun-es
"plur-uzebleco"-noun-eo "versatilidad"-noun-es
"insolvencia"-noun-es "nesolvento"-noun-eo
"nesolvento"-noun-eo "insolvencia"-noun-es
"internet"-noun-es "interneto"-noun-eo
"interneto"-noun-eo "internet"-noun-es
"ionización"-noun-es "jonizo"-noun-eo
"ionización"-noun-es "jonigo"-noun-eo
"jonizo"-noun-eo "ionización"-noun-es
"jonigo"-noun-eo "ionización"-noun-es
"morosidad"-noun-es "prokrastemo"-noun-eo
"morosidad"-noun-es "maldilingenteco"-noun-eo
"prokrastemo"-noun-eo "morosidad"-noun-es
"maldilingenteco"-noun-eo "morosidad"-noun-es
"solvencia"-noun-es "solvento"-noun-eo
"solvento"-noun-eo "solvencia"-noun-es
"modernista"-adjective-es "modernista"-adjective-eo
"modernista"-adjective-eo "modernista"-adjective-es
"plurilingüismo"-noun-es "plurlingveco"-noun-eo
"plurlingveco"-noun-eo "plurilingüismo"-noun-es
"mutilación"-noun-es "mutilado"-noun-eo
"mutilado"-noun-eo "mutilación"-noun-es
"nasal"-adjective-es "nazala"-adjective-eo
"nazala"-adjective-eo "nasal"-adjective-es
"negociador"-noun-es "negocanto"-noun-eo
"negocanto"-noun-eo "negociador"-noun-es
"pederasta"-noun-es "pederasto"-noun-eo
"pederasto"-noun-eo "pederasta"-noun-es
"pederastia"-noun-es "pederastieco"-noun-eo
"pederastieco"-noun-eo "pederastia"-noun-es
"píxel"-noun-es "bildero"-noun-eo
"bildero"-noun-eo "píxel"-noun-es
"bildero"-noun-eo "pixel"-noun-es
"prefijo"-noun-es "antaŭafikso"-noun-eo
"antaŭafikso"-noun-eo "prefijo"-noun-es
"radial"-adjective-es "radiusa"-adjective-eo
"radiusa"-adjective-eo "radial"-adjective-es
"racionalización"-noun-es "raciiĝo"-noun-eo
"raciiĝo"-noun-eo "racionalización"-noun-es
"filtración"-noun-es "filtriĝo"-noun-eo
"filtriĝo"-noun-eo "filtración"-noun-es
"clandestinidad"-noun-es "kaŝeco"-noun-eo
"kaŝeco"-noun-eo "clandestinidad"-noun-es
"secularización"-noun-es "sekulariĝo"-noun-eo
"sekulariĝo"-noun-eo "secularización"-noun-es
"sekulariĝo"-noun-eo "laicización"-noun-es
"adelgazamiento"-noun-es "maldikigo"-noun-eo
"adelgazamiento"-noun-es "malplipeziĝo"-noun-eo
"maldikigo"-noun-eo "adelgazamiento"-noun-es
"malplipeziĝo"-noun-eo "adelgazamiento"-noun-es
"exitosamente"-adverb-es "prospere"-adverb-eo
"prospere"-adverb-eo "exitosamente"-adverb-es
"telegráfico"-adjective-es "telegrafia"-adjective-eo
"telegrafia"-adjective-eo "telegráfico"-adjective-es
"tortuoso"-adjective-es "kurboplena"-adjective-eo
"kurboplena"-adjective-eo "tortuoso"-adjective-es
"debilitamiento"-noun-es "malfortiĝo"-noun-eo
"malfortiĝo"-noun-eo "debilitamiento"-noun-es
"ensangrentado"-adjective-es "sangokovrita"-adjective-eo
"sangokovrita"-adjective-eo "ensangrentado"-adjective-es
"elocuencia"-noun-es "elokvento"-noun-eo
"elokvento"-noun-eo "elocuencia"-noun-es
"halago"-noun-es "kaĵolo"-noun-eo
"kaĵolo"-noun-eo "halago"-noun-es
"frontal"-adjective-es "frunta"-adjective-eo
"frunta"-adjective-eo "frontal"-adjective-es
"desgarrador"-adjective-es "ŝira"-adjective-eo
"desgarrador"-adjective-es "korprema"-adjective-eo
"desgarrador"-adjective-es "harstariga"-adjective-eo
"ŝira"-adjective-eo "desgarrador"-adjective-es
"korprema"-adjective-eo "desgarrador"-adjective-es
"harstariga"-adjective-eo "desgarrador"-adjective-es
"harstariga"-adjective-eo "espeluznante"-adjective-es
"ortodoxia"-noun-es "ortodoksismo"-noun-eo
"ortodoksismo"-noun-eo "ortodoxia"-noun-es
"transplante"-noun-es "transplantado"-noun-eo
"transplante"-noun-es "transplantaĵo"-noun-eo
"transplantado"-noun-eo "transplante"-noun-es
"transplantaĵo"-noun-eo "transplante"-noun-es
"infravaloración"-noun-es "subtaksado"-noun-eo
"subtaksado"-noun-eo "infravaloración"-noun-es
"insostenible"-adjective-es "nesubtenebla"-adjective-eo
"nesubtenebla"-adjective-eo "insostenible"-adjective-es
"voraz"-adjective-es "manĝ-avida"-adjective-eo
"manĝ-avida"-adjective-eo "voraz"-adjective-es
"sudadera"-noun-es "ŝvito-vesto"-noun-eo
"ŝvito-vesto"-noun-eo "sudadera"-noun-es
"ambiguamente"-adverb-es "dubasence"-adverb-eo
"dubasence"-adverb-eo "ambiguamente"-adverb-es
"asentamiento"-noun-es "setliĝo"-noun-eo
"setliĝo"-noun-eo "asentamiento"-noun-es
"biocombustible"-noun-es "biobrulaĵo"-noun-eo
"biobrulaĵo"-noun-eo "biocombustible"-noun-es
"criminalización"-noun-es "kriminaliĝo"-noun-eo
"kriminaliĝo"-noun-eo "criminalización"-noun-es
"descalificación"-noun-es "senkreditigo"-noun-eo
"descalificación"-noun-es "malkvalifo"-noun-eo
"senkreditigo"-noun-eo "descalificación"-noun-es
"malkvalifo"-noun-eo "descalificación"-noun-es
"dorsal"-adjective-es "langodorsa"-adjective-eo
"langodorsa"-adjective-eo "dorsal"-adjective-es
"dualidad"-noun-es "duopeco"-noun-eo
"duopeco"-noun-eo "dualidad"-noun-es
"duopeco"-noun-eo "dualismo"-noun-es
"dualismo"-noun-es "duopeco"-noun-eo
"castellanización"-noun-es "hispaniĝo"-noun-eo
"hispaniĝo"-noun-eo "castellanización"-noun-es
"estancamiento"-noun-es "stagnado"-noun-eo
"stagnado"-noun-eo "estancamiento"-noun-es
"Iberia"-properNoun-es "Iberia"-properNoun-eo
"Iberia"-properNoun-eo "Iberia"-properNoun-es
"fútbol sala"-noun-es "futsalo"-noun-eo
"futsalo"-noun-eo "fútbol sala"-noun-es
"geriátrico"-adjective-es "geriatra"-adjective-eo
"geriatra"-adjective-eo "geriátrico"-adjective-es
"Hong Kong"-properNoun-es "Honkongo"-properNoun-eo
"Honkongo"-properNoun-eo "Hong Kong"-properNoun-es
"inalterable"-adjective-es "nemodifebla"-adjective-eo
"nemodifebla"-adjective-eo "inalterable"-adjective-es
"latinización"-noun-es "latiniĝo"-noun-eo
"latiniĝo"-noun-eo "latinización"-noun-es
"malayo"-noun-es "malaja"-noun-eo
"malaja"-noun-eo "malayo"-noun-es
"ocupante"-noun-es "okupanto"-noun-eo
"okupanto"-noun-eo "ocupante"-noun-es
"precocidad"-noun-es "frumaturo"-noun-eo
"frumaturo"-noun-eo "precocidad"-noun-es
"descaro"-noun-es "senhonto"-noun-eo
"senhonto"-noun-eo "descaro"-noun-es
"reafirmación"-noun-es "refirmigo"-noun-eo
"reafirmación"-noun-es "refirmiĝo"-noun-eo
"refirmigo"-noun-eo "reafirmación"-noun-es
"refirmiĝo"-noun-eo "reafirmación"-noun-es
"indemnización"-noun-es "monkomprenso"-noun-eo
"indemnización"-noun-es "komprenso"-noun-eo
"monkomprenso"-noun-eo "indemnización"-noun-es
"komprenso"-noun-eo "indemnización"-noun-es
"romanización"-noun-es "romaniĝo"-noun-eo
"romanización"-noun-es "romanigo"-noun-eo
"romanización"-noun-es "romiiĝo"-noun-eo
"romaniĝo"-noun-eo "romanización"-noun-es
"romanigo"-noun-eo "romanización"-noun-es
"romiiĝo"-noun-eo "romanización"-noun-es
"sifón"-noun-es "sod-akvo"-noun-eo
"sod-akvo"-noun-eo "sifón"-noun-es
"el suyo"-pronoun-es "la sia"-pronoun-eo
"la sia"-pronoun-eo "el suyo"-pronoun-es
"Marx"-properNoun-es "Markso"-properNoun-eo
"Marx"-properNoun-es "Markso"-noun-eo
"Markso"-properNoun-eo "Marx"-properNoun-es
"Markso"-properNoun-eo "Marx"-noun-es
"Markso"-noun-eo "Marx"-properNoun-es
"Markso"-noun-eo "Marx"-noun-es
"Marx"-noun-es "Markso"-properNoun-eo
"Marx"-noun-es "Markso"-noun-eo
"Burgos"-properNoun-es "Burgoso"-properNoun-eo
"Burgoso"-properNoun-eo "Burgos"-properNoun-es
"Cantón"-properNoun-es "Kantono"-properNoun-eo
"Kantono"-properNoun-eo "Cantón"-properNoun-es
"Colón"-properNoun-es "Kolumbo"-properNoun-eo
"Kolumbo"-properNoun-eo "Colón"-properNoun-es
"Kolumbo"-properNoun-eo "Colón"-noun-es
"Colón"-noun-es "Kolumbo"-properNoun-eo
"Córdoba"-properNoun-es "Kordovo"-properNoun-eo
"Kordovo"-properNoun-eo "Córdoba"-properNoun-es
"Pisa"-properNoun-es "Pizo"-properNoun-eo
"Pizo"-properNoun-eo "Pisa"-properNoun-es
"Salamanca"-properNoun-es "Salamanko"-properNoun-eo
"Salamanko"-properNoun-eo "Salamanca"-properNoun-es
"Salamanko"-properNoun-eo "Salamanca"-noun-es
"Salamanca"-noun-es "Salamanko"-properNoun-eo
"Soria"-properNoun-es "Sorio"-properNoun-eo
"Sorio"-properNoun-eo "Soria"-properNoun-es
"Sorio"-properNoun-eo "Soria"-noun-es
"Soria"-noun-es "Sorio"-properNoun-eo
"Belén"-properNoun-es "Betlehemo"-properNoun-eo
"Betlehemo"-properNoun-eo "Belén"-properNoun-es
"Valladolid"-properNoun-es "Valadolido"-properNoun-eo
"Valadolido"-properNoun-eo "Valladolid"-properNoun-es
"Málaga"-properNoun-es "Malago"-properNoun-eo
"Malago"-properNoun-eo "Málaga"-properNoun-es
"tuj poste"-adverb-eo "a continuación"-adverb-es
"a continuación"-adverb-es "tuj poste"-adverb-eo
"palpe"-adverb-eo "a tientas"-adverb-es
"a tientas"-adverb-es "palpe"-adverb-eo
"malmultekostigo"-noun-eo "abaratamiento"-noun-es
"abaratamiento"-noun-es "malmultekostigo"-noun-eo
"abaratamiento"-noun-es "malplikostigo"-noun-eo
"malplikostigo"-noun-eo "abaratamiento"-noun-es
"korpremita"-adjective-eo "desanimado"-adjective-es
"desanimado"-adjective-es "korpremita"-adjective-eo
"abdukcio"-noun-eo "abducción"-noun-es
"abducción"-noun-es "abdukcio"-noun-eo
"abdukcia"-adjective-eo "abductor"-adjective-es
"abductor"-adjective-es "abdukcia"-adjective-eo
"abduktoro"-noun-eo "abductor"-noun-es
"abductor"-noun-es "abduktoro"-noun-eo
"Abĥazio"-properNoun-eo "Abjasia"-properNoun-es
"Abjasia"-properNoun-es "Abĥazio"-properNoun-eo
"traktebla"-adjective-eo "abordable"-adjective-es
"traktebla"-adjective-eo "tratable"-adjective-es
"abordable"-adjective-es "traktebla"-adjective-eo
"tratable"-adjective-es "traktebla"-adjective-eo
"abrazio"-noun-eo "abrasión"-noun-es
"abrasión"-noun-es "abrazio"-noun-eo
"skatolmalfermilo"-noun-eo "abrelatas"-noun-es
"abrelatas"-noun-es "skatolmalfermilo"-noun-eo
"abrelatas"-noun-es "elladigilo"-noun-eo
"elladigilo"-noun-eo "abrelatas"-noun-es
