"10a"-adjective-eo "X"-adjective-ca
"supositori"-noun-ca "supozitorio"-noun-eo
"malmergiĝi"-verb-eo "emergir"-verb-ca
"emergir"-verb-ca "malmergiĝi"-verb-eo
"surprizi"-verb-eo "enxampar"-verb-ca
"surprizi"-verb-eo "sorprendre"-verb-ca
"enxampar"-verb-ca "surprizi"-verb-eo
"sorprendre"-verb-ca "surprizi"-verb-eo
"perdurar"-verb-ca "postvivi"-verb-eo
"suspekti"-verb-eo "sospitar"-verb-ca
"sospitar"-verb-ca "suspekti"-verb-eo
"insulti"-verb-eo "injuriar"-verb-ca
"insulti"-verb-eo "insultar"-verb-ca
"insulti"-verb-eo "invectivar"-verb-ca
"injuriar"-verb-ca "insulti"-verb-eo
"insultar"-verb-ca "insulti"-verb-eo
"invectivar"-verb-ca "insulti"-verb-eo
"ŝviti"-verb-eo "suar"-verb-ca
"ŝviti"-verb-eo "traspuar"-verb-ca
"suar"-verb-ca "ŝviti"-verb-eo
"traspuar"-verb-ca "ŝviti"-verb-eo
"peli"-verb-eo "acuitar"-verb-ca
"peli"-verb-eo "arriar"-verb-ca
"peli"-verb-eo "empaitar"-verb-ca
"acuitar"-verb-ca "peli"-verb-eo
"arriar"-verb-ca "peli"-verb-eo
"empaitar"-verb-ca "peli"-verb-eo
"balai"-verb-eo "agranar"-verb-ca
"balai"-verb-eo "escombrar"-verb-ca
"agranar"-verb-ca "balai"-verb-eo
"escombrar"-verb-ca "balai"-verb-eo
"naĝi"-verb-eo "nedar"-verb-ca
"nedar"-verb-ca "naĝi"-verb-eo
"svingi"-verb-eo "agitar"-verb-ca
"svingi"-verb-eo "brandar"-verb-ca
"agitar"-verb-ca "svingi"-verb-eo
"brandar"-verb-ca "svingi"-verb-eo
"oscilo"-noun-eo "oscil·lació"-noun-ca
"oscil·lació"-noun-ca "oscilo"-noun-eo
"adormir"-verb-ca "luli"-verb-eo
"bressolar"-verb-ca "luli"-verb-eo
"engluti"-verb-eo "engolir"-verb-ca
"engolir"-verb-ca "engluti"-verb-eo
"preni"-verb-eo "agafar"-verb-ca
"preni"-verb-eo "prendre"-verb-ca
"agafar"-verb-ca "preni"-verb-eo
"prendre"-verb-ca "preni"-verb-eo
"malŝtopi"-verb-eo "desembussar"-verb-ca
"malŝtopi"-verb-eo "destapar"-verb-ca
"desembussar"-verb-ca "malŝtopi"-verb-eo
"destapar"-verb-ca "malŝtopi"-verb-eo
"gusti"-verb-eo "tenir gust"-verb-ca
"tenir gust"-verb-ca "gusti"-verb-eo
"gustumi"-verb-eo "assaborir"-verb-ca
"gustumi"-verb-eo "degustar"-verb-ca
"gustumi"-verb-eo "tastar"-verb-ca
"assaborir"-verb-ca "gustumi"-verb-eo
"degustar"-verb-ca "gustumi"-verb-eo
"tastar"-verb-ca "gustumi"-verb-eo
"hardi"-verb-eo "endurir"-verb-ca
"hardi"-verb-eo "trempar"-verb-ca
"endurir"-verb-ca "hardi"-verb-eo
"trempar"-verb-ca "hardi"-verb-eo
"tenti"-verb-eo "temptar"-verb-ca
"temptar"-verb-ca "tenti"-verb-eo
"dolĉeco"-noun-eo "dolçor"-noun-ca
"dolçor"-noun-ca "dolĉeco"-noun-eo
"tentaklo"-noun-eo "tentacle"-noun-ca
"tentacle"-noun-ca "tentaklo"-noun-eo
"malbonega"-adjective-eo "ínfim"-adjective-ca
"ínfim"-adjective-ca "malbonega"-adjective-eo
"danki"-verb-eo "agrair"-verb-ca
"agrair"-verb-ca "danki"-verb-eo
"ŝtelado"-noun-eo "robatori"-noun-ca
"robatori"-noun-ca "ŝtelado"-noun-eo
"pripensi"-verb-eo "meditar"-verb-ca
"pripensi"-verb-eo "reflexionar"-verb-ca
"meditar"-verb-ca "pripensi"-verb-eo
"meditar"-verb-ca "mediti"-verb-eo
"reflexionar"-verb-ca "pripensi"-verb-eo
"mediti"-verb-eo "meditar"-verb-ca
"pensi"-verb-eo "pensar"-verb-ca
"pensar"-verb-ca "pensi"-verb-eo
"ravi"-verb-eo "embadalir"-verb-ca
"ravi"-verb-eo "encantar"-verb-ca
"embadalir"-verb-ca "ravi"-verb-eo
"encantar"-verb-ca "ravi"-verb-eo
"tondri"-verb-eo "tronar"-verb-ca
"tronar"-verb-ca "tondri"-verb-eo
"titoli"-verb-eo "intitular"-verb-ca
"titoli"-verb-eo "titular"-verb-ca
"intitular"-verb-ca "titoli"-verb-eo
"titular"-verb-ca "titoli"-verb-eo
"toleri"-verb-eo "tolerar"-verb-ca
"tolerar"-verb-ca "toleri"-verb-eo
"noĉo"-noun-eo "osca"-noun-ca
"osca"-noun-ca "noĉo"-noun-eo
"dentpinglo"-noun-eo "escuradents"-noun-ca
"escuradents"-noun-ca "dentpinglo"-noun-eo
"baldufa"-noun-ca "turbo"-noun-eo
"kroni"-verb-eo "coronar"-verb-ca
"coronar"-verb-ca "kroni"-verb-eo
"turmenti"-verb-eo "mortificar"-verb-ca
"turmenti"-verb-eo "turmentar"-verb-ca
"mortificar"-verb-ca "turmenti"-verb-eo
"turmentar"-verb-ca "turmenti"-verb-eo
"exploració"-noun-ca "tuŝo"-noun-eo
"palpació"-noun-ca "tuŝo"-noun-eo
"palpi"-verb-eo "palpar"-verb-ca
"palpar"-verb-ca "palpi"-verb-eo
"tuŝi"-verb-eo "abordar"-verb-ca
"tuŝi"-verb-eo "tocar"-verb-ca
"abordar"-verb-ca "tuŝi"-verb-eo
"tocar"-verb-ca "tuŝi"-verb-eo
"komerci"-verb-eo "comerciar"-verb-ca
"comerciar"-verb-ca "komerci"-verb-eo
"negoci"-verb-eo "negociar"-verb-ca
"negociar"-verb-ca "negoci"-verb-eo
"kapabligi"-verb-eo "capacitar"-verb-ca
"capacitar"-verb-ca "kapabligi"-verb-eo
"dresi"-verb-eo "domar"-verb-ca
"dresi"-verb-eo "domesticar"-verb-ca
"dresi"-verb-eo "ensinistrar"-verb-ca
"domar"-verb-ca "dresi"-verb-eo
"domesticar"-verb-ca "dresi"-verb-eo
"ensinistrar"-verb-ca "dresi"-verb-eo
"trejniĝo"-noun-eo "entrenament"-noun-ca
"entrenament"-noun-ca "trejniĝo"-noun-eo
"kapabligo"-noun-eo "capacitació"-noun-ca
"capacitació"-noun-ca "kapabligo"-noun-eo
"translokiĝo"-noun-eo "locomoció"-noun-ca
"locomoció"-noun-ca "translokiĝo"-noun-eo
"traduki"-verb-eo "traduir"-verb-ca
"traduir"-verb-ca "traduki"-verb-eo
"transplanti"-verb-eo "trasplantar"-verb-ca
"trasplantar"-verb-ca "transplanti"-verb-eo
"transigi"-verb-eo "transmetre"-verb-ca
"transmetre"-verb-ca "transigi"-verb-eo
"vojaĝi"-verb-eo "viatjar"-verb-ca
"viatjar"-verb-ca "vojaĝi"-verb-eo
"espinós"-adjective-ca "tikla"-adjective-eo
"stumpigi"-verb-eo "amputar"-verb-ca
"stumpigi"-verb-eo "truncar"-verb-ca
"amputar"-verb-ca "stumpigi"-verb-eo
"truncar"-verb-ca "stumpigi"-verb-eo
"detranĉi"-verb-eo "entretallar"-verb-ca
"entretallar"-verb-ca "detranĉi"-verb-eo
"tombar"-verb-ca "turni"-verb-eo
"voltar"-verb-ca "turni"-verb-eo
"tordi"-verb-eo "torçar"-verb-ca
"tordi"-verb-eo "tòrcer"-verb-ca
"torçar"-verb-ca "tordi"-verb-eo
"tòrcer"-verb-ca "tordi"-verb-eo
"plekti"-verb-eo "trenar"-verb-ca
"trenar"-verb-ca "plekti"-verb-eo
"accentuar"-verb-ca "akcenti"-verb-eo
"substreki"-verb-eo "subratllar"-verb-ca
"subratllar"-verb-ca "substreki"-verb-eo
"kompreni"-verb-eo "comprendre"-verb-ca
"kompreni"-verb-eo "entendre"-verb-ca
"comprendre"-verb-ca "kompreni"-verb-eo
"entendre"-verb-ca "kompreni"-verb-eo
"entrepreni"-verb-eo "emprendre"-verb-ca
"emprendre"-verb-ca "entrepreni"-verb-eo
"unuigi"-verb-eo "unificar"-verb-ca
"unificar"-verb-ca "unuigi"-verb-eo
"pariĝo"-noun-eo "aparellament"-noun-ca
"aparellament"-noun-ca "pariĝo"-noun-eo
"nenatura"-adjective-eo "antinatural"-adjective-ca
"nenatura"-adjective-eo "artificiós"-adjective-ca
"antinatural"-adjective-ca "nenatura"-adjective-eo
"artificiós"-adjective-ca "nenatura"-adjective-eo
"malkvieteco"-noun-eo "inquietud"-noun-ca
"malkvieteco"-noun-eo "turbulència"-noun-ca
"inquietud"-noun-ca "malkvieteco"-noun-eo
"turbulència"-noun-ca "malkvieteco"-noun-eo
"ĝisdatigi"-verb-eo "actualitzar"-verb-ca
"actualitzar"-verb-ca "ĝisdatigi"-verb-eo
"insurekcio"-noun-eo "insurrecció"-noun-ca
"insurrecció"-noun-ca "insurekcio"-noun-eo
"ĉagreni"-verb-eo "contrariar"-verb-ca
"ĉagreni"-verb-eo "disgustar"-verb-ca
"ĉagreni"-verb-eo "enutjar"-verb-ca
"contrariar"-verb-ca "ĉagreni"-verb-eo
"disgustar"-verb-ca "ĉagreni"-verb-eo
"enutjar"-verb-ca "ĉagreni"-verb-eo
"kolerigi"-verb-eo "exasperar"-verb-ca
"exasperar"-verb-ca "kolerigi"-verb-eo
"perturbi"-verb-eo "pertorbar"-verb-ca
"pertorbar"-verb-ca "perturbi"-verb-eo
"urĝeco"-noun-eo "pressa"-noun-ca
"pressa"-noun-ca "urĝeco"-noun-eo
"uzi"-verb-eo "emprar"-verb-ca
"uzi"-verb-eo "fer servir"-verb-ca
"uzi"-verb-eo "usar"-verb-ca
"uzi"-verb-eo "utilitzar"-verb-ca
"emprar"-verb-ca "uzi"-verb-eo
"fer servir"-verb-ca "uzi"-verb-eo
"usar"-verb-ca "uzi"-verb-eo
"utilitzar"-verb-ca "uzi"-verb-eo
"validigi"-verb-eo "validar"-verb-ca
"validar"-verb-ca "validigi"-verb-eo
"furgono"-noun-eo "furgó"-noun-ca
"furgó"-noun-ca "furgono"-noun-eo
"avano"-noun-eo "avançada"-noun-ca
"avançada"-noun-ca "avano"-noun-eo
"inconstant"-adjective-ca "nekonstanta"-adjective-eo
"voluble"-adjective-ca "nekonstanta"-adjective-eo
"vesícula"-noun-ca "veziketo"-noun-eo
"viziti"-verb-eo "visitar"-verb-ca
"visitar"-verb-ca "viziti"-verb-eo
"voĉdoni"-verb-eo "votar"-verb-ca
"votar"-verb-ca "voĉdoni"-verb-eo
"marŝi"-verb-eo "caminar"-verb-ca
"marŝi"-verb-eo "marxar"-verb-ca
"caminar"-verb-ca "marŝi"-verb-eo
"marxar"-verb-ca "marŝi"-verb-eo
"vagi"-verb-eo "deambular"-verb-ca
"deambular"-verb-ca "vagi"-verb-eo
"nepravigebla"-adjective-eo "injustificable"-adjective-ca
"injustificable"-adjective-ca "nepravigebla"-adjective-eo
"voli"-verb-eo "voler"-verb-ca
"voler"-verb-ca "voli"-verb-eo
"avisar"-verb-ca "averti"-verb-eo
"lavi"-verb-eo "rentar"-verb-ca
"rentar"-verb-ca "lavi"-verb-eo
"vatto"-noun-eo "watt"-noun-ca
"watt"-noun-ca "vatto"-noun-eo
"flirti"-verb-eo "flirtar"-verb-ca
"flirti"-verb-eo "flirtejar"-verb-ca
"flirti"-verb-eo "voletejar"-verb-ca
"flirtar"-verb-ca "flirti"-verb-eo
"flirtejar"-verb-ca "flirti"-verb-eo
"voletejar"-verb-ca "flirti"-verb-eo
"plori"-verb-eo "plorar"-verb-ca
"plorar"-verb-ca "plori"-verb-eo
"pesi"-verb-eo "pesar"-verb-ca
"pesar"-verb-ca "pesi"-verb-eo
"sibli"-verb-eo "etzibar"-verb-ca
"etzibar"-verb-ca "sibli"-verb-eo
"larĝigi"-verb-eo "eixamplar"-verb-ca
"eixamplar"-verb-ca "larĝigi"-verb-eo
"kolera"-adjective-eo "colèric"-adjective-ca
"colèric"-adjective-ca "kolera"-adjective-eo
"gajninto"-noun-eo "guanyador"-noun-ca
"guanyador"-noun-ca "gajninto"-noun-eo
"sorĉistino"-noun-eo "bruixa"-noun-ca
"bruixa"-noun-ca "sorĉistino"-noun-eo
"skulpti"-verb-eo "esculpir"-verb-ca
"esculpir"-verb-ca "skulpti"-verb-eo
"labori"-verb-eo "treballar"-verb-ca
"treballar"-verb-ca "labori"-verb-eo
"skribi"-verb-eo "escriure"-verb-ca
"escriure"-verb-ca "skribi"-verb-eo
"femurosto"-noun-eo "fèmur"-noun-ca
"fèmur"-noun-ca "femurosto"-noun-eo
"kafeterio"-noun-eo "cafeteria"-noun-ca
"cafeteria"-noun-ca "kafeterio"-noun-eo
"karoserio"-noun-eo "carrosseria"-noun-ca
"carrosseria"-noun-ca "karoserio"-noun-eo
"korpusklo"-noun-eo "corpuscle"-noun-ca
"corpuscle"-noun-ca "korpusklo"-noun-eo
"loĝanta"-adjective-eo "resident"-adjective-ca
"resident"-adjective-ca "loĝanta"-adjective-eo
"loknomo"-noun-eo "topònim"-noun-ca
"topònim"-noun-ca "loknomo"-noun-eo
"claraboia"-noun-ca "luko"-noun-eo
"lluerna"-noun-ca "luko"-noun-eo
"mukozo"-noun-eo "mucosa"-noun-ca
"mucosa"-noun-ca "mukozo"-noun-eo
"patrino"-noun-eo "mare"-noun-ca
"mare"-noun-ca "patrino"-noun-eo
"siropo"-noun-eo "almívar"-noun-ca
"siropo"-noun-eo "xarop"-noun-ca
"almívar"-noun-ca "siropo"-noun-eo
"xarop"-noun-ca "siropo"-noun-eo
"skabio"-noun-eo "sarna"-noun-ca
"sarna"-noun-ca "skabio"-noun-eo
"skribotablo"-noun-eo "escriptori"-noun-ca
"escriptori"-noun-ca "skribotablo"-noun-eo
"transistoro"-noun-eo "transistor"-noun-ca
"transistor"-noun-ca "transistoro"-noun-eo
"parra"-noun-ca "vito"-noun-eo
"malkontinua"-adjective-eo "discontinu"-adjective-ca
"discontinu"-adjective-ca "malkontinua"-adjective-eo
"descarat"-adjective-ca "maltimida"-adjective-eo
"nedeca"-adjective-eo "incorrecte"-adjective-ca
"incorrecte"-adjective-ca "nedeca"-adjective-eo
"sekulara"-adjective-eo "mundà"-adjective-ca
"sekulara"-adjective-eo "secular"-adjective-ca
"mundà"-adjective-ca "sekulara"-adjective-eo
"secular"-adjective-ca "sekulara"-adjective-eo
"trobla"-adjective-eo "triple"-adjective-ca
"triple"-adjective-ca "trobla"-adjective-eo
"akvumi"-verb-eo "humitejar"-verb-ca
"akvumi"-verb-eo "mullar"-verb-ca
"akvumi"-verb-eo "regar"-verb-ca
"humitejar"-verb-ca "akvumi"-verb-eo
"mullar"-verb-ca "akvumi"-verb-eo
"regar"-verb-ca "akvumi"-verb-eo
"anigi"-verb-eo "afiliar"-verb-ca
"afiliar"-verb-ca "anigi"-verb-eo
"animi"-verb-eo "animar"-verb-ca
"animi"-verb-eo "avivar"-verb-ca
"animi"-verb-eo "vivificar"-verb-ca
"animar"-verb-ca "animi"-verb-eo
"avivar"-verb-ca "animi"-verb-eo
"vivificar"-verb-ca "animi"-verb-eo
"precedir"-verb-ca "antaŭi"-verb-eo
"arkigi"-verb-eo "arquejar"-verb-ca
"arquejar"-verb-ca "arkigi"-verb-eo
"ĉirkaŭi"-verb-eo "envoltar"-verb-ca
"envoltar"-verb-ca "ĉirkaŭi"-verb-eo
"deadmoni"-verb-eo "dissuadir"-verb-ca
"dissuadir"-verb-ca "deadmoni"-verb-eo
"deĉenigi"-verb-eo "desencadenar"-verb-ca
"deĉenigi"-verb-eo "deslligar"-verb-ca
"desencadenar"-verb-ca "deĉenigi"-verb-eo
"deslligar"-verb-ca "deĉenigi"-verb-eo
"diferenci"-verb-eo "diferir"-verb-ca
"diferenci"-verb-eo "discrepar"-verb-ca
"diferir"-verb-ca "diferenci"-verb-eo
"discrepar"-verb-ca "diferenci"-verb-eo
"disfaldi"-verb-eo "desplegar"-verb-ca
"desplegar"-verb-ca "disfaldi"-verb-eo
"disvenki"-verb-eo "derrotar"-verb-ca
"derrotar"-verb-ca "disvenki"-verb-eo
"dolorigi"-verb-eo "adolorar"-verb-ca
"adolorar"-verb-ca "dolorigi"-verb-eo
"eksalti"-verb-eo "botar"-verb-ca
"botar"-verb-ca "eksalti"-verb-eo
"elpurigi"-verb-eo "depurar"-verb-ca
"depurar"-verb-ca "elpurigi"-verb-eo
"elstreki"-verb-eo "suprimir"-verb-ca
"suprimir"-verb-ca "elstreki"-verb-eo
"enspezi"-verb-eo "cobrar"-verb-ca
"cobrar"-verb-ca "enspezi"-verb-eo
"entuziasmigi"-verb-eo "entusiasmar"-verb-ca
"entusiasmar"-verb-ca "entuziasmigi"-verb-eo
"fiŝi"-verb-eo "pescar"-verb-ca
"pescar"-verb-ca "fiŝi"-verb-eo
"fosi"-verb-eo "cavar"-verb-ca
"fosi"-verb-eo "excavar"-verb-ca
"cavar"-verb-ca "fosi"-verb-eo
"excavar"-verb-ca "fosi"-verb-eo
"frizi"-verb-eo "arrissar"-verb-ca
"arrissar"-verb-ca "frizi"-verb-eo
"gravuri"-verb-eo "gravar"-verb-ca
"gravar"-verb-ca "gravuri"-verb-eo
"hontigi"-verb-eo "avergonyir"-verb-ca
"avergonyir"-verb-ca "hontigi"-verb-eo
"internigi"-verb-eo "confinar"-verb-ca
"internigi"-verb-eo "inculcar"-verb-ca
"internigi"-verb-eo "internar"-verb-ca
"confinar"-verb-ca "internigi"-verb-eo
"inculcar"-verb-ca "internigi"-verb-eo
"internar"-verb-ca "internigi"-verb-eo
"kadukiĝi"-verb-eo "caducar"-verb-ca
"caducar"-verb-ca "kadukiĝi"-verb-eo
"kanaligi"-verb-eo "canalitzar"-verb-ca
"canalitzar"-verb-ca "kanaligi"-verb-eo
"kastri"-verb-eo "capar"-verb-ca
"kastri"-verb-eo "castrar"-verb-ca
"capar"-verb-ca "kastri"-verb-eo
"castrar"-verb-ca "kastri"-verb-eo
"komplezi"-verb-eo "complaure"-verb-ca
"complaure"-verb-ca "komplezi"-verb-eo
"komunigi"-verb-eo "generalitzar"-verb-ca
"generalitzar"-verb-ca "komunigi"-verb-eo
"konkretigi"-verb-eo "concretar"-verb-ca
"concretar"-verb-ca "konkretigi"-verb-eo
"korpigi"-verb-eo "encarnar"-verb-ca
"korpigi"-verb-eo "incorporar"-verb-ca
"encarnar"-verb-ca "korpigi"-verb-eo
"incorporar"-verb-ca "korpigi"-verb-eo
"kovi"-verb-eo "covar"-verb-ca
"covar"-verb-ca "kovi"-verb-eo
"legalizi"-verb-eo "legalitzar"-verb-ca
"legalitzar"-verb-ca "legalizi"-verb-eo
"makuli"-verb-eo "tacar"-verb-ca
"tacar"-verb-ca "makuli"-verb-eo
"malinfekti"-verb-eo "desinfectar"-verb-ca
"desinfectar"-verb-ca "malinfekti"-verb-eo
"mamnutri"-verb-eo "criar"-verb-ca
"criar"-verb-ca "mamnutri"-verb-eo
"matrikuli"-verb-eo "matricular"-verb-ca
"matricular"-verb-ca "matrikuli"-verb-eo
"mistrakti"-verb-eo "maltractar"-verb-ca
"maltractar"-verb-ca "mistrakti"-verb-eo
"murmuri"-verb-eo "murmurar"-verb-ca
"murmurar"-verb-ca "murmuri"-verb-eo
"neŭtrigi"-verb-eo "neutralitzar"-verb-ca
"neutralitzar"-verb-ca "neŭtrigi"-verb-eo
"numeri"-verb-eo "numerar"-verb-ca
"numeri"-verb-eo "paginar"-verb-ca
"numerar"-verb-ca "numeri"-verb-eo
"paginar"-verb-ca "numeri"-verb-eo
"pirati"-verb-eo "piratejar"-verb-ca
"piratejar"-verb-ca "pirati"-verb-eo
"premplatigi"-verb-eo "aixafar"-verb-ca
"premplatigi"-verb-eo "esclafar"-verb-ca
"aixafar"-verb-ca "premplatigi"-verb-eo
"esclafar"-verb-ca "premplatigi"-verb-eo
"prezidi"-verb-eo "presidir"-verb-ca
"presidir"-verb-ca "prezidi"-verb-eo
"prigardi"-verb-eo "vigilar"-verb-ca
"vigilar"-verb-ca "prigardi"-verb-eo
"privatigi"-verb-eo "privatitzar"-verb-ca
"privatitzar"-verb-ca "privatigi"-verb-eo
"procesi"-verb-eo "processar"-verb-ca
"processar"-verb-ca "procesi"-verb-eo
"proksimigi"-verb-eo "acostar"-verb-ca
"acostar"-verb-ca "proksimigi"-verb-eo
"prunti"-verb-eo "prestar"-verb-ca
"prestar"-verb-ca "prunti"-verb-eo
"reciti"-verb-eo "recitar"-verb-ca
"recitar"-verb-ca "reciti"-verb-eo
"revalidigi"-verb-eo "revalidar"-verb-ca
"revalidar"-verb-ca "revalidigi"-verb-eo
"revivi"-verb-eo "ressuscitar"-verb-ca
"revivi"-verb-eo "reviscolar"-verb-ca
"revivi"-verb-eo "reviure"-verb-ca
"ressuscitar"-verb-ca "revivi"-verb-eo
"reviscolar"-verb-ca "revivi"-verb-eo
"reviure"-verb-ca "revivi"-verb-eo
"revolucii"-verb-eo "revolucionar"-verb-ca
"revolucionar"-verb-ca "revolucii"-verb-eo
"rilatigi"-verb-eo "relacionar"-verb-ca
"relacionar"-verb-ca "rilatigi"-verb-eo
"solidigi"-verb-eo "consolidar"-verb-ca
"solidigi"-verb-eo "refermar"-verb-ca
"solidigi"-verb-eo "solidificar"-verb-ca
"consolidar"-verb-ca "solidigi"-verb-eo
"refermar"-verb-ca "solidigi"-verb-eo
"solidificar"-verb-ca "solidigi"-verb-eo
"stakigi"-verb-eo "amuntegar"-verb-ca
"stakigi"-verb-eo "apilar"-verb-ca
"amuntegar"-verb-ca "stakigi"-verb-eo
"apilar"-verb-ca "stakigi"-verb-eo
"sterki"-verb-eo "adobar"-verb-ca
"adobar"-verb-ca "sterki"-verb-eo
"subordigi"-verb-eo "subordinar"-verb-ca
"subordinar"-verb-ca "subordigi"-verb-eo
"subtaksi"-verb-eo "subestimar"-verb-ca
"subestimar"-verb-ca "subtaksi"-verb-eo
"superi"-verb-eo "excedir"-verb-ca
"superi"-verb-eo "prevaler"-verb-ca
"superi"-verb-eo "superar"-verb-ca
"excedir"-verb-ca "superi"-verb-eo
"prevaler"-verb-ca "superi"-verb-eo
"superar"-verb-ca "superi"-verb-eo
"ŝerci"-verb-eo "fer broma"-verb-ca
"fer broma"-verb-ca "ŝerci"-verb-eo
"ficar"-verb-ca "ŝovi"-verb-eo
"teksi"-verb-eo "teixir"-verb-ca
"teixir"-verb-ca "teksi"-verb-eo
"trempi"-verb-eo "calar"-verb-ca
"trempi"-verb-eo "impregnar"-verb-ca
"trempi"-verb-eo "remullar"-verb-ca
"trempi"-verb-eo "sucar"-verb-ca
"trempi"-verb-eo "xopar"-verb-ca
"calar"-verb-ca "trempi"-verb-eo
"impregnar"-verb-ca "trempi"-verb-eo
"remullar"-verb-ca "trempi"-verb-eo
"sucar"-verb-ca "trempi"-verb-eo
"xopar"-verb-ca "trempi"-verb-eo
"neniigi"-verb-eo "anihilar"-verb-ca
"neniigi"-verb-eo "aniquilar"-verb-ca
"anihilar"-verb-ca "neniigi"-verb-eo
"aniquilar"-verb-ca "neniigi"-verb-eo
"abstrakti"-verb-eo "abstreure"-verb-ca
"abstreure"-verb-ca "abstrakti"-verb-eo
"trouzi"-verb-eo "abusar"-verb-ca
"abusar"-verb-ca "trouzi"-verb-eo
"principe"-adverb-eo "en principi"-adverb-ca
"en principi"-adverb-ca "principe"-adverb-eo
"glosi"-verb-eo "glossar"-verb-ca
"glossar"-verb-ca "glosi"-verb-eo
"retolar"-verb-ca "etiketi"-verb-eo
"paki"-verb-eo "embalar"-verb-ca
"paki"-verb-eo "empaquetar"-verb-ca
"embalar"-verb-ca "paki"-verb-eo
"empaquetar"-verb-ca "paki"-verb-eo
"rimi"-verb-eo "rimar"-verb-ca
"rimar"-verb-ca "rimi"-verb-eo
"nenormale"-adverb-eo "anormalment"-adverb-ca
"anormalment"-adverb-ca "nenormale"-adverb-eo
"sorbo"-noun-eo "glop"-noun-ca
"glop"-noun-ca "sorbo"-noun-eo
"studema"-adjective-eo "estudiós"-adjective-ca
"estudiós"-adjective-ca "studema"-adjective-eo
"akcidenta"-adjective-eo "accidental"-adjective-ca
"accidental"-adjective-ca "akcidenta"-adjective-eo
"ekzakte"-adverb-eo "amb exactitud"-adverb-ca
"amb exactitud"-adverb-ca "ekzakte"-adverb-eo
"superulo"-noun-eo "superior"-noun-ca
"superior"-noun-ca "superulo"-noun-eo
"aktivismo"-noun-eo "activisme"-noun-ca
"activisme"-noun-ca "aktivismo"-noun-eo
"estetikisto"-noun-eo "esteticista"-noun-ca
"esteticista"-noun-ca "estetikisto"-noun-eo
"malproksime"-adverb-eo "al lluny"-adverb-ca
"malproksime"-adverb-eo "lluny"-adverb-ca
"al lluny"-adverb-ca "malproksime"-adverb-eo
"lluny"-adverb-ca "malproksime"-adverb-eo
"agregato"-noun-eo "agregat"-noun-ca
"agregat"-noun-ca "agregato"-noun-eo
"alkemiisto"-noun-eo "alquimista"-noun-ca
"alquimista"-noun-ca "alkemiisto"-noun-eo
"alquimista"-noun-ca "alĥemiisto"-noun-eo
"alĥemiisto"-noun-eo "alquimista"-noun-ca
"algoritma"-adjective-eo "algorísmic"-adjective-ca
"algoritma"-adjective-eo "algorítmic"-adjective-ca
"algorísmic"-adjective-ca "algoritma"-adjective-eo
"algorítmic"-adjective-ca "algoritma"-adjective-eo
"alieneco"-noun-eo "alienació"-noun-ca
"alienació"-noun-ca "alieneco"-noun-eo
"amikeca"-adjective-eo "amigable"-adjective-ca
"amigable"-adjective-ca "amikeca"-adjective-eo
"amputo"-noun-eo "amputació"-noun-ca
"amputació"-noun-ca "amputo"-noun-eo
"anakronisma"-adjective-eo "anacrònic"-adjective-ca
"anacrònic"-adjective-ca "anakronisma"-adjective-eo
"anestezisto"-noun-eo "anestesista"-noun-ca
"anestesista"-noun-ca "anestezisto"-noun-eo
"anomalia"-adjective-eo "anòmal"-adjective-ca
"anòmal"-adjective-ca "anomalia"-adjective-eo
"malsocietema"-adjective-eo "insociable"-adjective-ca
"insociable"-adjective-ca "malsocietema"-adjective-eo
"ĉiuokaze"-adverb-eo "de tota manera"-adverb-ca
"ĉiuokaze"-adverb-eo "de totes maneres"-adverb-ca
"de tota manera"-adverb-ca "ĉiuokaze"-adverb-eo
"de totes maneres"-adverb-ca "ĉiuokaze"-adverb-eo
"enoficiĝo"-noun-eo "presa de possessió"-noun-ca
"presa de possessió"-noun-ca "enoficiĝo"-noun-eo
"konveneco"-noun-eo "conveniència"-noun-ca
"conveniència"-noun-ca "konveneco"-noun-eo
"proprigo"-noun-eo "apropiació"-noun-ca
"apropiació"-noun-ca "proprigo"-noun-eo
"ĉefanĝelo"-noun-eo "arcàngel"-noun-ca
"arcàngel"-noun-ca "ĉefanĝelo"-noun-eo
"interpaco"-noun-eo "treva"-noun-ca
"treva"-noun-ca "interpaco"-noun-eo
"aroma"-adjective-eo "aromàtic"-adjective-ca
"aromàtic"-adjective-ca "aroma"-adjective-eo
"astronomia"-adjective-eo "astronòmic"-adjective-ca
"astronòmic"-adjective-ca "astronomia"-adjective-eo
"atrio"-noun-eo "atri"-noun-ca
"atri"-noun-ca "atrio"-noun-eo
"aŭtentikigi"-verb-eo "homologar"-verb-ca
"homologar"-verb-ca "aŭtentikigi"-verb-eo
"homologar"-verb-ca "aŭtentigi"-verb-eo
"aŭtentigi"-verb-eo "homologar"-verb-ca
"marĉandi"-verb-eo "regatejar"-verb-ca
"regatejar"-verb-ca "marĉandi"-verb-eo
"raqueta"-noun-ca "batilo"-noun-eo
"raqueta"-noun-ca "rakedo"-noun-eo
"rakedo"-noun-eo "raqueta"-noun-ca
"lagro"-noun-eo "semieix"-noun-ca
"semieix"-noun-ca "lagro"-noun-eo
"beligi"-verb-eo "embellir"-verb-ca
"embellir"-verb-ca "beligi"-verb-eo
"senkapigi"-verb-eo "decapitar"-verb-ca
"decapitar"-verb-ca "senkapigi"-verb-eo
