"10a"-adjective-eo "X"-adjective-ca
"aŭtodidakta"-adverb-eo "autodidàcticament"-adverb-ca
"memmastrumi"-verb-eo "autogestionar"-verb-ca
"memadministra"-adjective-eo "autogestionari"-adjective-ca
"memmastrumata"-adjective-eo "autogestionat"-adjective-ca
"memadministrado"-noun-eo "autogestió"-noun-ca
"aŭtomateco"-noun-eo "automatisme"-noun-ca
"aŭtonomismo"-noun-eo "autonomisme"-noun-ca
"aŭtonomisto"-noun-eo "autonomista"-noun-ca
"aŭtonomista"-adjective-eo "autonomista"-adjective-ca
"aŭtonomisma"-adjective-eo "autonomista"-adjective-ca
"aŭtoritateco"-noun-eo "autoritat"-noun-ca
"memservo"-noun-eo "autoservei"-noun-ca
"memsufiĉa"-adjective-eo "autosuficient"-adjective-ca
"vera"-adverb-eo "autènticament"-adverb-ca
"vera"-adverb-eo "verdader"-adverb-ca
"vera"-adverb-eo "vertader"-adverb-ca
"aŭtentika"-adverb-eo "autènticament"-adverb-ca
"malfalsa"-adverb-eo "autènticament"-adverb-ca
"aŭtonoma"-adverb-eo "autònom"-adverb-ca
"memstara"-adverb-eo "autònom"-adverb-ca
"avantgardo"-noun-eo "avantguarda"-noun-ca
"avantgardulo"-noun-eo "avantguardista"-noun-ca
"fruigi"-verb-eo "avançar"-verb-ca
"Anĝeluso"-noun-eo "avemaria"-noun-ca
"malgranda aviadilo"-noun-eo "avioneta"-noun-ca
"enui"-verb-eo "avorrir-se"-verb-ca
"birda"-adjective-eo "avícola"-adjective-ca
"akse"-adverb-eo "axialment"-adverb-ca
"Azoroj"-properNoun-eo "Açores"-properNoun-ca
"birdotimigilo"-noun-eo "babarota"-noun-ca
"birdotimigilo"-noun-eo "bubota"-noun-ca
"birdotimigilo"-noun-eo "espantall"-noun-ca
"birdotimigilo"-noun-eo "espantaocells"-noun-ca
"Bages"-properNoun-eo "Bages"-properNoun-ca
"Barejno"-properNoun-eo "Bahrain"-properNoun-ca
"lavĉifono"-noun-eo "baieta"-noun-ca
"Baix Camp"-properNoun-eo "Baix Camp"-properNoun-ca
"Baix Ebre"-properNoun-eo "Baix Ebre"-properNoun-ca
"Baix Empordà"-properNoun-eo "Baix Empordà"-properNoun-ca
"Baix Llobregat"-properNoun-eo "Baix Llobregat"-properNoun-ca
"Baix Maestrat"-properNoun-eo "Baix Maestrat"-properNoun-ca
"Baix Penedès"-properNoun-eo "Baix Penedès"-properNoun-ca
"Baix Segura"-properNoun-eo "Baix Segura"-properNoun-ca
"Baix Vinalopó"-properNoun-eo "Baix Vinalopó"-properNoun-ca
"malaltigo"-noun-eo "baixa"-noun-ca
"malaltega"-adjective-eo "baixíssim"-adjective-ca
"fiska bilanco"-noun-eo "balanç fiscal"-noun-ca
"fiska bilanco"-noun-eo "balança fiscal"-noun-ca
"balkanigo"-noun-eo "balcanització"-noun-ca
"balkanigi"-verb-eo "balcanitzar"-verb-ca
"Balkanio"-properNoun-eo "Balcans"-properNoun-ca
"Balkanio"-properNoun-eo "els Balcans"-properNoun-ca
"loza"-adjective-eo "balder"-adjective-ca
"loza"-adjective-eo "folgat"-adjective-ca
"loza"-adverb-eo "balder"-adverb-ca
"malstrikta"-adverb-eo "balder"-adverb-ca
"Baldwin"-properNoun-eo "Baldwin"-properNoun-ca
"Baldwin"-noun-eo "Baldwin"-properNoun-ca
"baleara"-adjective-eo "balear"-adjective-ca
"balearano"-noun-eo "balear"-noun-ca
"baletisto"-noun-eo "ballarí"-noun-ca
"bagatela"-adverb-eo "banal"-adverb-ca
"bagatela"-adverb-eo "insignificant"-adverb-ca
"bagatela"-adverb-eo "lleu"-adverb-ca
"banala"-adverb-eo "banal"-adverb-ca
"Banko"-noun-eo "Banc"-noun-ca
"Monda Banko"-noun-eo "Banc Mundial"-noun-ca
"Bangkoko"-properNoun-eo "Bangkok"-properNoun-ca
"Bango"-properNoun-eo "Bangui"-properNoun-ca
"Banĝulo"-properNoun-eo "Banjul"-properNoun-ca
"reklamrubando"-noun-eo "banner"-noun-ca
"kornopiki"-verb-eo "banyegar"-verb-ca
"baptejo"-noun-eo "baptisteri"-noun-ca
"intermuro"-noun-eo "barandat"-noun-ca
"intermuro"-noun-eo "envà"-noun-ca
"intermuro"-noun-eo "tempanell"-noun-ca
"Barbara"-properNoun-eo "Barbara"-properNoun-ca
"Barbara"-noun-eo "Barbara"-properNoun-ca
"Barcelonès"-properNoun-eo "Barcelonès"-properNoun-ca
"barcelona"-adjective-eo "barcelonès"-adjective-ca
"barcelona"-adjective-eo "barceloní"-adjective-ca
"barcelonano"-noun-eo "barcelonès"-noun-ca
"barcelonano"-noun-eo "barceloní"-noun-ca
"arktio"-noun-eo "bardana"-noun-ca
"arktio"-noun-eo "llapassa"-noun-ca
"arktio"-noun-eo "repalassa"-noun-ca
"arktio"-noun-eo "àrctia"-noun-ca
"Barnard"-properNoun-eo "Barnard"-properNoun-ca
"mikso"-noun-eo "barreja"-noun-ca
"mikso"-noun-eo "mescla"-noun-ca
"cerbumi"-verb-eo "barrinar"-verb-ca
"cerbumi"-verb-eo "borinar"-verb-ca
"cerbumi"-verb-eo "rumiar"-verb-ca
"umi"-verb-eo "barrufar"-verb-ca
"umi"-verb-eo "fúmer"-verb-ca
"Bartholomew"-properNoun-eo "Bartholomew"-properNoun-ca
"Bartomeu"-properNoun-eo "Bartomeu"-properNoun-ca
"Bartomeu"-noun-eo "Bartomeu"-properNoun-ca
"Barça"-properNoun-eo "Barça"-properNoun-ca
"eŭsklingva"-adjective-eo "bascoparlant"-adjective-ca
"eŭsklingva"-adjective-eo "bascòfon"-adjective-ca
"eŭsklingva"-adjective-eo "euskaldun"-adjective-ca
"eŭsklingvano"-noun-eo "bascoparlant"-noun-ca
"eŭsklingvano"-noun-eo "bascòfon"-noun-ca
"eŭsklingvano"-noun-eo "euskaldun"-noun-ca
"malfajna"-adjective-eo "bast"-adjective-ca
"sufiĉa"-determiner-eo "bastant"-determiner-ca
"sufiĉa"-determiner-eo "prou"-determiner-ca
"Baterich"-properNoun-eo "Baterich"-properNoun-ca
"Batholomew"-properNoun-eo "Batholomew"-properNoun-ca
"bavaro"-noun-eo "bavarès"-noun-ca
"bavara"-adjective-eo "bavarès"-adjective-ca
"bavi"-verb-eo "bavejar"-verb-ca
"bo"-noun-eo "be"-noun-ca
"beata"-adverb-eo "beat"-adverb-ca
"Beatrice"-properNoun-eo "Beatrice"-properNoun-ca
"Beatrix"-properNoun-eo "Beatrix"-properNoun-ca
"Bejruto"-properNoun-eo "Beirut"-properNoun-ca
"bazopilko"-noun-eo "beisbol"-noun-ca
"ŝafbleki"-verb-eo "belar"-verb-ca
"Belizo"-properNoun-eo "Belize"-properNoun-ca
"Benedict"-properNoun-eo "Benedict"-properNoun-ca
"Benedict"-noun-eo "Benedict"-properNoun-ca
"Benelukso"-properNoun-eo "Benelux"-properNoun-ca
"Benet"-properNoun-eo "Benet"-properNoun-ca
"Benet"-noun-eo "Benet"-properNoun-ca
"Bengalo"-properNoun-eo "Bengala"-properNoun-ca
"benigna"-adjective-eo "benigne"-adjective-ca
"Bennet"-properNoun-eo "Bennet"-properNoun-ca
"malsevera"-adverb-eo "benèvol"-adverb-ca
"malsevera"-adverb-eo "clement"-adverb-ca
"malsevera"-adverb-eo "indulgent"-adverb-ca
"malsevera"-adverb-eo "tolerant"-adverb-ca
"humana"-adverb-eo "benèvol"-adverb-ca
"Berenguer"-properNoun-eo "Berenguer"-properNoun-ca
"Berenguer"-noun-eo "Berenguer"-properNoun-ca
"Berguedà"-properNoun-eo "Berguedà"-properNoun-ca
"Bermudoj"-properNoun-eo "Bermudes"-properNoun-ca
"Bermudoj"-properNoun-eo "les Bermudes"-properNoun-ca
"Bernard"-properNoun-eo "Bernard"-properNoun-ca
"Bernard"-noun-eo "Bernard"-properNoun-ca
"Bernat"-properNoun-eo "Bernat"-properNoun-ca
"Bernat"-noun-eo "Bernat"-properNoun-ca
"Bernoulli"-properNoun-eo "Bernoulli"-properNoun-ca
"kiseto"-noun-eo "beset"-noun-ca
"kiseto"-noun-eo "petonet"-noun-ca
"besteca"-adjective-eo "bestial"-adjective-ca
"besteca"-adverb-eo "bestial"-adverb-ca
"bruteca"-adverb-eo "bestial"-adverb-ca
"trinkebla"-adverb-eo "bevible"-adverb-ca
"trinkebla"-adverb-eo "potable"-adverb-ca
"suĉbotelo"-noun-eo "biberó"-noun-ca
"prabiciklo"-noun-eo "bicicle"-noun-ca
"bicikla karavano"-noun-eo "bicicletada"-noun-ca
"dudimensia"-adjective-eo "bidimensional"-adjective-ca
"uj-frapado"-noun-eo "bidonada"-noun-ca
"Biel"-properNoun-eo "Biel"-properNoun-ca
"Biel"-noun-eo "Biel"-properNoun-ca
"liphararo"-noun-eo "bigoti"-noun-ca
"liphararo"-noun-eo "mostatxo"-noun-ca
"duflanka"-adverb-eo "bilateral"-adverb-ca
"dulingva"-adverb-eo "bilingüe"-adverb-ca
"biokarburaĵo"-noun-eo "biocombustible"-noun-ca
"biokemie"-adverb-eo "bioquímicament"-adverb-ca
"dupartio"-noun-eo "bipartit"-noun-ca
"bireto"-noun-eo "birret"-noun-ca
"bireto"-noun-eo "birreta"-noun-ca
"episkoplando"-noun-eo "bisbat"-noun-ca
"ambaŭseksa"-adverb-eo "bisexual"-adverb-ca
"bankbileto"-noun-eo "bitllet"-noun-ca
"celpunkto"-noun-eo "blanc"-noun-ca
"celpunkto"-noun-eo "diana"-noun-ca
"celpunkto"-noun-eo "punt de mira"-noun-ca
"Blanca"-properNoun-eo "Blanca"-properNoun-ca
"Blanca"-noun-eo "Blanca"-properNoun-ca
"Neĝblankulino"-properNoun-eo "Blancaneu"-properNoun-ca
"Blanche"-properNoun-eo "Blanche"-properNoun-ca
"monlavado"-noun-eo "blanqueig de diners"-noun-ca
"kontuzaĵo"-noun-eo "blau"-noun-ca
"kontuzaĵo"-noun-eo "morat"-noun-ca
"hispan-asimilisto"-noun-eo "blaver"-noun-ca
"hispan-asimilisma"-adjective-eo "blaver"-adjective-ca
"hispan-asimilista"-adjective-eo "blaver"-adjective-ca
"hispan-asimilismo"-noun-eo "blaverisme"-noun-ca
"meĉaĵo"-noun-eo "ble"-noun-ca
"meĉaĵo"-noun-eo "esca"-noun-ca
"zinkoblendo"-noun-eo "blenda"-noun-ca
"zinkoblendo"-noun-eo "esfalerita"-noun-ca
"Bofill"-properNoun-eo "Bofill"-properNoun-ca
"Bofill"-noun-eo "Bofill"-properNoun-ca
"bohemiano"-noun-eo "bohemi"-noun-ca
"bohemiulo"-noun-eo "bohemi"-noun-ca
"bohemia"-adjective-eo "bohemi"-adjective-ca
"brumo"-noun-eo "boira"-noun-ca
"brumo"-noun-eo "broma"-noun-ca
"bulĉapelo"-noun-eo "bolet"-noun-ca
"sapveziko"-noun-eo "bombolla"-noun-ca
"bela"-adverb-eo "bonicament"-adverb-ca
"Borja"-properNoun-eo "Borja"-properNoun-ca
"Borja"-noun-eo "Borja"-properNoun-ca
"ŝosi"-verb-eo "borronar"-verb-ca
"ŝosi"-verb-eo "brostar"-verb-ca
"bosna"-adjective-eo "bosnià"-adjective-ca
"surstrata trinkado"-noun-eo "botellón"-noun-ca
"protesta kunmanĝo"-noun-eo "botifarrada"-noun-ca
"butoni"-verb-eo "botonar"-verb-ca
"pantalonfendo"-noun-eo "bragueta"-noun-ca
"Braziljo"-properNoun-eo "Brasília"-properNoun-ca
"Brazavilo"-properNoun-eo "Brazzaville"-properNoun-ca
"kurta"-adjective-eo "breu"-adjective-ca
"kurta"-adjective-eo "curt"-adjective-ca
"Bridget"-properNoun-eo "Bridget"-properNoun-ca
"Briĝurbo"-properNoun-eo "Bridgetown"-properNoun-ca
"brigadisto"-noun-eo "brigada"-noun-ca
"sprita"-adverb-eo "brillant"-adverb-ca
"poluro"-noun-eo "brillantor"-noun-ca
"poluro"-noun-eo "llustre"-noun-ca
"arlekeni"-verb-eo "bromejar"-verb-ca
"bromido"-noun-eo "bromur"-noun-ca
"buŝaĵo"-noun-eo "broquet"-noun-ca
"buŝaĵo"-noun-eo "embocadura"-noun-ca
"kaluno"-noun-eo "bruguerola"-noun-ca
"Bryan"-properNoun-eo "Bryan"-properNoun-ca
"Bryan"-noun-eo "Bryan"-properNoun-ca
"buŝa"-adverb-eo "bucal"-adverb-ca
"buŝa"-adverb-eo "oral"-adverb-ca
"burleska"-adverb-eo "burlesc"-adverb-ca
"azena"-adjective-eo "burro"-adjective-ca
"apogseĝo"-noun-eo "butaca"-noun-ca
"balta"-adverb-eo "bàlticament"-adverb-ca
"Bàrbara"-properNoun-eo "Bàrbara"-properNoun-ca
"pesmaŝino"-noun-eo "bàscula"-noun-ca
"brikejo"-noun-eo "bòbila"-noun-ca
"brikejo"-noun-eo "bòvila"-noun-ca
"Bosnio kaj Hercegovino"-properNoun-eo "Bòsnia i Hercegovina"-properNoun-ca
"rulŝtono"-noun-eo "bòtil"-noun-ca
"rulŝtono"-noun-eo "còdol"-noun-ca
"rulŝtono"-noun-eo "palet"-noun-ca
"leterskatolo"-noun-eo "bústia"-noun-ca
"elflukvanto"-noun-eo "cabal"-noun-ca
"nacelo"-noun-eo "cabina"-noun-ca
"nacelo"-noun-eo "carlinga"-noun-ca
"kablizi"-verb-eo "cablejar"-verb-ca
"kakaarbo"-noun-eo "cacau"-noun-ca
"sorĉistin-ĉasado"-noun-eo "cacera de bruixes"-noun-ca
"kaciko"-noun-eo "cacic"-noun-ca
"ĉiun tagon de la jaro"-adverb-eo "cada dia de l'any"-adverb-ca
"ĉiun tagon de la semajno"-adverb-eo "cada dia de la setmana"-adverb-ca
"ĉiun tagon de la monato"-adverb-eo "cada dia del mes"-adverb-ca
"ĉiuĵaŭde"-adverb-eo "cada dijous"-adverb-ca
"ĉiulunde"-adverb-eo "cada dilluns"-adverb-ca
"ĉiumarde"-adverb-eo "cada dimarts"-adverb-ca
"ĉiumerkrede"-adverb-eo "cada dimecres"-adverb-ca
"ĉiusabate"-adverb-eo "cada dissabte"-adverb-ca
"ĉiudimanĉe"-adverb-eo "cada diumenge"-adverb-ca
"ĉiuvendrede"-adverb-eo "cada divendres"-adverb-ca
"ĉiun duan jaron"-adverb-eo "cada dos anys"-adverb-ca
"ĉiun duan tagon"-adverb-eo "cada dos dies"-adverb-ca
"ĉiun duan monaton"-adverb-eo "cada dos mesos"-adverb-ca
"ĉiun duan semajnon"-adverb-eo "cada dues setmanes"-adverb-ca
"ĉiun duan semajnon"-adverb-eo "cada quinze dies"-adverb-ca
"ĉiuduonmonate"-adverb-eo "cada quinzena"-adverb-ca
"ĉiusekunde"-adverb-eo "cada segon"-adverb-ca
"ĉiun trian jaron"-adverb-eo "cada tres anys"-adverb-ca
"ĉiun trian tagon"-adverb-eo "cada tres dies"-adverb-ca
"ĉiun trian monaton"-adverb-eo "cada tres mesos"-adverb-ca
"ĉiun trian semajnon"-adverb-eo "cada tres setmanes"-adverb-ca
"kaduka"-adverb-eo "caducament"-adverb-ca
"kafaparato"-noun-eo "cafetera"-noun-ca
"kajmano"-noun-eo "caiman"-noun-ca
"Kajmanoj"-properNoun-eo "Caiman"-properNoun-ca
"kaŝuba"-adjective-eo "caixubi"-adjective-ca
"kaŝubo"-noun-eo "caixubi"-noun-ca
"Kunordiga Komitato de Asocioj por la Kataluna Lingvo"-noun-eo "CAL"-noun-ca
"Kunordiga Komitato de Asocioj por la Kataluna Lingvo"-noun-eo "Coordinadora d'Associacions per la Llengua"-noun-ca
"kalfatri"-verb-eo "calafatar"-verb-ca
"nukofrapo"-noun-eo "calbot"-noun-ca
"nukofrapo"-noun-eo "clatellada"-noun-ca
"nukofrapo"-noun-eo "clatellot"-noun-ca
"kalka"-adjective-eo "calcari"-adjective-ca
"transbildo"-noun-eo "calcomania"-noun-ca
"Kalikato"-properNoun-eo "Calcuta"-properNoun-ca
"kaldronisto"-noun-eo "calderer"-noun-ca
"necesi"-verb-eo "caler"-verb-ca
"varma"-adverb-eo "calent"-adverb-ca
"varma"-adverb-eo "càlid"-adverb-ca
"geto"-noun-eo "call"-noun-ca
"geto"-noun-eo "gueto"-noun-ca
"silenti"-verb-eo "callar"-verb-ca
"kalokuracisto"-noun-eo "callista"-noun-ca
"kaleco"-noun-eo "callositat"-noun-ca
"varmeco"-noun-eo "calor"-noun-ca
"kaligrafarto"-noun-eo "cal·ligrafia"-noun-ca
"veturejo"-noun-eo "calçada"-noun-ca
"cigandialekto"-noun-eo "caló"-noun-ca
"stipo"-noun-eo "cama"-noun-ca
"mallongkrura"-adjective-eo "camacurt"-adjective-ca
"tervojeto"-noun-eo "caminal"-noun-ca
"kamionstiristo"-noun-eo "camioner"-noun-ca
"ĉemizbutiko"-noun-eo "camiseria"-noun-ca
"Camp de Morvedre"-properNoun-eo "Camp de Morvedre"-properNoun-ca
"Camp de Túria"-properNoun-eo "Camp de Túria"-properNoun-ca
"sonorilo-bato"-noun-eo "campanada"-noun-ca
"sonorileto"-noun-eo "campaneta"-noun-ca
"elektokampanjo"-noun-eo "campanya electoral"-noun-ca
"ŝarĝisto"-noun-eo "camàlic"-noun-ca
"ŝarĝisto"-noun-eo "descarregador"-noun-ca
"bureto"-noun-eo "canadella"-noun-ca
"Canal de Navarrés"-properNoun-eo "Canal de Navarrés"-properNoun-ca
"Kanbero"-properNoun-eo "Canberra"-properNoun-ca
"Candela"-properNoun-eo "Candela"-properNoun-ca
"Candela"-noun-eo "Candela"-properNoun-ca
"kandelfesto"-noun-eo "candelera"-noun-ca
"kandeleto"-noun-eo "candeleta"-noun-ca
"brulanta"-adjective-eo "candent"-adjective-ca
"kanelonio"-noun-eo "caneló"-noun-ca
"ĉashundaro"-noun-eo "canilla"-noun-ca
"kanonadi"-verb-eo "canonejar"-verb-ca
"lace"-adverb-eo "cansadament"-adverb-ca
"grasporkaĵo"-noun-eo "cansalada"-noun-ca
"porkavendejo"-noun-eo "cansaladeria"-noun-ca
"lacigi"-verb-eo "cansar"-verb-ca
"lacigi"-verb-eo "fatigar"-verb-ca
"kantverkisto"-noun-eo "cantautor"-noun-ca
"randumo"-noun-eo "cantell"-noun-ca
"sekretmeblo"-noun-eo "canterano"-noun-ca
"kantinisto"-noun-eo "cantiner"-noun-ca
"kantonismo"-noun-eo "cantonalisme"-noun-ca
"kantabra"-adverb-eo "cantàbricament"-adverb-ca
"putriĝejo"-noun-eo "canyet"-noun-ca
"kana plafono"-noun-eo "canyissada"-noun-ca
"kanejo"-noun-eo "canyissar"-noun-ca
"kanzonaro"-noun-eo "cançoner"-noun-ca
"varmega epoko"-noun-eo "canícula"-noun-ca
"kanona"-adverb-eo "canònicament"-adverb-ca
"je la tagmanĝhoro"-adverb-eo "cap a l'hora de dinar"-adverb-ca
"al super"-preposition-eo "cap amunt de"-preposition-ca
"Kabo-Verdo"-properNoun-eo "Cap Verd"-properNoun-ca
"kapfrapo"-noun-eo "caparrada"-noun-ca
"Capcir"-properNoun-eo "Capcir"-properNoun-ca
"kapelestro"-noun-eo "capellania"-noun-ca
"kapuĉoĉapelo"-noun-eo "capellina"-noun-ca
"ĉefgeneralejo"-noun-eo "capitania"-noun-ca
"ĉapitra"-adjective-eo "capitular"-adjective-ca
"kapitula"-adjective-eo "capitular"-adjective-ca
"tolŝirmilo"-noun-eo "capota"-noun-ca
"ekdeziro"-noun-eo "caprici"-noun-ca
"ekdeziro"-noun-eo "capritx"-noun-ca
"ĉarma"-adverb-eo "captivador"-adverb-ca
"ĉarma"-adverb-eo "encisador"-adverb-ca
"ĉarma"-adverb-eo "seductor"-adverb-ca
"leterfronto"-noun-eo "capçalera"-noun-ca
"kukurbujo"-noun-eo "carabassera"-noun-ca
"kukurbujo"-noun-eo "carbassera"-noun-ca
"kukurbeto"-noun-eo "carabassó"-noun-ca
"kukurbeto"-noun-eo "carbassó"-noun-ca
"karamelbombono"-noun-eo "caramel"-noun-ca
"pendglaciaĵo"-noun-eo "caramell"-noun-ca
"domveturilo"-noun-eo "caravana"-noun-ca
"domveturilo"-noun-eo "rulot"-noun-ca
"karba"-adjective-eo "carboner"-adjective-ca
"karbonata"-adjective-eo "carbònic"-adjective-ca
"karduo"-noun-eo "cardot"-noun-ca
"kareto"-noun-eo "carei"-noun-ca
"kariiĝi"-verb-eo "cariar-se"-verb-ca
"Kariba Maro"-properNoun-eo "Carib"-properNoun-ca
"karisma"-adverb-eo "carismàticament"-adverb-ca
"Carla"-properNoun-eo "Carla"-properNoun-ca
"Carles"-properNoun-eo "Carles"-properNoun-ca
"Carles"-noun-eo "Carles"-properNoun-ca
"karolismo"-noun-eo "carlisme"-noun-ca
"karola"-adjective-eo "carlista"-adjective-ca
"karola"-adjective-eo "carlí"-adjective-ca
"karolisma"-adjective-eo "carlista"-adjective-ca
"karolista"-adjective-eo "carlista"-adjective-ca
"karolisto"-noun-eo "carlista"-noun-ca
"karolisto"-noun-eo "carlí"-noun-ca
"Carlos"-properNoun-eo "Carlos"-properNoun-ca
"Carlos"-noun-eo "Carlos"-properNoun-ca
"Carlota"-properNoun-eo "Carlota"-properNoun-ca
"Carme"-properNoun-eo "Carme"-properNoun-ca
"karna"-adjective-eo "carnal"-adjective-ca
"karnlogaĵo"-noun-eo "carnassa"-noun-ca
"Carner"-properNoun-eo "Carner"-properNoun-ca
"Carner"-noun-eo "Carner"-properNoun-ca
"Carolina"-properNoun-eo "Carolina"-properNoun-ca
"spinpintaĵo"-noun-eo "carpó"-noun-ca
"karabenisto"-noun-eo "carrabiner"-noun-ca
"karako"-noun-eo "carraca"-noun-ca
"tartro"-noun-eo "carrall"-noun-ca
"puŝĉaro"-noun-eo "carret"-noun-ca
"plenĉaro"-noun-eo "carretada"-noun-ca
"ĉarfaristo"-noun-eo "carreter"-noun-ca
"biciklokoridoro"-noun-eo "carril bici"-noun-ca
"malgranda fervojo"-noun-eo "carrilet"-noun-ca
"ridindeco"-noun-eo "carrincloneria"-noun-ca
"ridindeco"-noun-eo "ridiculesa"-noun-ca
"kartuziejo"-noun-eo "cartoixa"-noun-ca
"kartoĉujo"-noun-eo "cartutxera"-noun-ca
"Blanka Domo"-properNoun-eo "Casa Blanca"-properNoun-ca
"okupita domo"-noun-eo "casa ocupada"-noun-ca
"Casal"-properNoun-eo "Casal"-properNoun-ca
"Casal"-noun-eo "Casal"-properNoun-ca
"antikva domego"-noun-eo "casalot"-noun-ca
"Casals"-properNoun-eo "Casals"-properNoun-ca
"Casals"-noun-eo "Casals"-properNoun-ca
"dometaro"-noun-eo "caseria"-noun-ca
"kaserolprotesto"-noun-eo "casserolada"-noun-ca
"kaŝtanbruna"-adjective-eo "castany"-adjective-ca
"bruna"-adverb-eo "castany"-adverb-ca
"kaŝtanbruna"-adverb-eo "castany"-adverb-ca
"hispanigi"-verb-eo "castellanitzar"-verb-ca
"hispanigi"-verb-eo "espanyolitzar"-verb-ca
"kastro"-noun-eo "castració"-noun-ca
"kazulo"-noun-eo "casulla"-noun-ca
"katalunisto"-noun-eo "catalanista"-noun-ca
"katalunisto"-noun-eo "catalanòfil"-noun-ca
"katalunisma"-adjective-eo "catalanista"-adjective-ca
"katalunista"-adjective-eo "catalanista"-adjective-ca
"kataluneco"-noun-eo "catalanitat"-noun-ca
"katalunigo"-noun-eo "catalanització"-noun-ca
"katalunigi"-verb-eo "catalanitzar"-verb-ca
"katalun-aragona"-adjective-eo "catalano-aragonès"-adjective-ca
"katalun-aragona"-adjective-eo "catalanoaragonès"-adjective-ca
"katalunofobio"-noun-eo "catalanofòbia"-noun-ca
"katalunlingva"-adjective-eo "catalanoparlant"-adjective-ca
"katalunlingva"-adjective-eo "catalanòfon"-adjective-ca
"katalunlingva"-adjective-eo "valencianoparlant"-adjective-ca
"katalunlingvano"-noun-eo "catalanoparlant"-noun-ca
"katalunlingvano"-noun-eo "catalanòfon"-noun-ca
"katalunlingvano"-noun-eo "valencianoparlant"-noun-ca
"katalunlingva"-adverb-eo "catalanoparlant"-adverb-ca
"katalunlingva"-adverb-eo "valencianoparlant"-adverb-ca
"katalunamika"-adjective-eo "catalanòfil"-adjective-ca
"katalunamiko"-noun-eo "catalanòfil"-noun-ca
"katalunofoba"-adjective-eo "catalanòfob"-adjective-ca
"katalunofobo"-noun-eo "catalanòfob"-noun-ca
"katalunmalamika"-adjective-eo "catalanòfob"-adjective-ca
"katalunmalamiko"-noun-eo "catalanòfob"-noun-ca
"Catalina"-properNoun-eo "Catalina"-properNoun-ca
"Nord-Katalunio"-properNoun-eo "Catalunya Nord"-properNoun-ca
"Nord-Katalunio"-properNoun-eo "Catalunya del Nord"-properNoun-ca
"Nord-Katalunio"-properNoun-eo "la Catalunya Nord"-properNoun-ca
"kaplasmo"-noun-eo "cataplasma"-noun-ca
"katara"-adjective-eo "catarral"-adjective-ca
"katara"-adjective-eo "càtar"-adjective-ca
"katedrestro"-noun-eo "catedràtic"-noun-ca
"Caterina"-properNoun-eo "Caterina"-properNoun-ca
"litaĉo"-noun-eo "catre"-noun-ca
"pufvango"-noun-eo "catxamona"-noun-ca
"kuniklido"-noun-eo "catxap"-noun-ca
"kuniklido"-noun-eo "llorigó"-noun-ca
"katetero"-noun-eo "catèter"-noun-ca
"vosta"-adjective-eo "caudal"-adjective-ca
"singarda"-adverb-eo "caut"-adverb-ca
"singarda"-adverb-eo "prudent"-adverb-ca
"kaŭtero"-noun-eo "cauteri"-noun-ca
"vinkelo"-noun-eo "cava"-noun-ca
"rajdbesto"-noun-eo "cavalcadura"-noun-ca
"negracia virino"-noun-eo "cavallot"-noun-ca
"kavernoloĝa"-adjective-eo "cavernícola"-adjective-ca
"kaosa"-adverb-eo "caòticament"-adverb-ca
"ĥaosa"-adverb-eo "caòticament"-adverb-ca
"CCOO"-noun-eo "CCOO"-noun-ca
"co"-noun-eo "ce"-noun-ca
"cepeto"-noun-eo "ceballot"-noun-ca
"neŝanĝiĝema"-adjective-eo "ceballut"-adjective-ca
"Cecil"-properNoun-eo "Cecil"-properNoun-ca
"Cecilia"-properNoun-eo "Cecilia"-properNoun-ca
"Cecilia"-noun-eo "Cecilia"-properNoun-ca
"Cecily"-properNoun-eo "Cecily"-properNoun-ca
"blindigi"-verb-eo "cegar"-verb-ca
"blindigi"-verb-eo "encegar"-verb-ca
"blindigi"-verb-eo "ofuscar"-verb-ca
"Cejlono"-properNoun-eo "Ceilan"-properNoun-ca
"ĉieleca"-adjective-eo "celestial"-adjective-ca
"vinejo"-noun-eo "celler"-noun-ca
"sunlumiga korto"-noun-eo "celobert"-noun-ca
"ĉemento"-noun-eo "cement"-noun-ca
"malaprobinda"-adverb-eo "censurable"-adverb-ca
"malaprobinda"-adverb-eo "condemnable"-adverb-ca
"malaprobinda"-adverb-eo "reprovable"-adverb-ca
"centezimala"-adverb-eo "centessimal"-adverb-ca
"centuma"-adverb-eo "centessimal"-adverb-ca
"centra"-adverb-eo "central"-adverb-ca
"centralizismo"-noun-eo "centralisme"-noun-ca
"centralizisto"-noun-eo "centralista"-noun-ca
"centralizisma"-adjective-eo "centralista"-adjective-ca
"centralizista"-adjective-eo "centralista"-adjective-ca
"centrigi"-verb-eo "centrar"-verb-ca
"centr-afrika"-adjective-eo "centre-africà"-adjective-ca
"centr-afrika"-adjective-eo "centreafricà"-adjective-ca
"centr-afrikano"-noun-eo "centre-africà"-noun-ca
"centr-afrikano"-noun-eo "centreafricà"-noun-ca
"internigejo"-noun-eo "centre d'internament"-noun-ca
"Fremdula Internigejo"-noun-eo "Centre d'Internament d'Estrangers"-noun-ca
"Fremdula Internigejo"-noun-eo "CIE"-noun-ca
"Okupita Socia Centro"-noun-eo "Centre Social Ocupat"-noun-ca
"Okupita Socia Centro"-noun-eo "CSO"-noun-ca
"Memmastrumata Okupita Socia Centro"-noun-eo "Centre Social Ocupat Autogestionat"-noun-ca
