"1a"-numeral-eo "1st"-numeral-en
"elpelo"-noun-eo "ouster"-noun-en
"ouster"-noun-en "elpelo"-noun-eo
"elprovita"-adjective-eo "proven"-adjective-en
"proven"-adjective-en "elprovita"-adjective-eo
"elspezo"-noun-eo "disbursement"-noun-en
"disbursement"-noun-en "elspezo"-noun-eo
"eluzita"-adjective-eo "spent"-adjective-en
"spent"-adjective-en "eluzita"-adjective-eo
"elvaporiĝo"-noun-eo "vaporization"-noun-en
"vaporization"-noun-en "elvaporiĝo"-noun-eo
"vaporization"-noun-en "vaporiĝo"-noun-eo
"vaporization"-noun-en "elvaporigo"-noun-eo
"vaporization"-noun-en "vaporigo"-noun-eo
"vaporiĝo"-noun-eo "vaporization"-noun-en
"elvaporigo"-noun-eo "vaporization"-noun-en
"vaporigo"-noun-eo "vaporization"-noun-en
"emajli"-verb-eo "enamel"-verb-en
"enamel"-verb-en "emajli"-verb-eo
"embarasa"-adjective-eo "perplexing"-adjective-en
"perplexing"-adjective-en "embarasa"-adjective-eo
"embarase"-adverb-eo "embarrassing"-adverb-en
"embarrassing"-adverb-en "embarase"-adverb-eo
"embaraso"-noun-eo "strait"-noun-en
"strait"-noun-en "embaraso"-noun-eo
"embargi"-verb-eo "embargo"-verb-en
"embargo"-verb-en "embargi"-verb-eo
"emerita"-adjective-eo "emeritus"-adjective-en
"emerita"-adjective-eo "retired"-adjective-en
"emeritus"-adjective-en "emerita"-adjective-eo
"retired"-adjective-en "emerita"-adjective-eo
"emerito"-noun-eo "retiree"-noun-en
"retiree"-noun-en "emerito"-noun-eo
"emfazi"-verb-eo "place an emphasis on"-verb-en
"emfazi"-verb-eo "underscore"-verb-en
"place an emphasis on"-verb-en "emfazi"-verb-eo
"underscore"-verb-en "emfazi"-verb-eo
"eminentulo"-noun-eo "dignitary"-noun-en
"dignitary"-noun-en "eminentulo"-noun-eo
"emocie"-adverb-eo "moving"-adverb-en
"moving"-adverb-en "emocie"-adverb-eo
"enfalilo"-noun-eo "pitfall"-noun-en
"pitfall"-noun-en "enfalilo"-noun-eo
"enfili"-verb-eo "rake"-verb-en
"enfili"-verb-eo "strafe"-verb-en
"rake"-verb-en "enfili"-verb-eo
"rake"-verb-en "rasti"-verb-eo
"strafe"-verb-en "enfili"-verb-eo
"rasti"-verb-eo "rake"-verb-en
"enigaĵo"-noun-eo "insert"-noun-en
"insert"-noun-en "enigaĵo"-noun-eo
"enigmo"-noun-eo "enigma"-noun-en
"enigmo"-noun-eo "conundrum"-noun-en
"enigma"-noun-en "enigmo"-noun-eo
"conundrum"-noun-en "enigmo"-noun-eo
"enmerkatigo"-noun-eo "merchandising"-noun-en
"merchandising"-noun-en "enmerkatigo"-noun-eo
"merchandising"-noun-en "surmerkatigo"-noun-eo
"surmerkatigo"-noun-eo "merchandising"-noun-en
"enorma"-adjective-eo "whopping"-adjective-en
"whopping"-adjective-en "enorma"-adjective-eo
"ensemblo"-noun-eo "ensemble"-noun-en
"ensemble"-noun-en "ensemblo"-noun-eo
"ensorĉi"-verb-eo "mesmerise"-verb-en
"mesmerise"-verb-en "ensorĉi"-verb-eo
"enspezo"-noun-eo "proceeds"-noun-en
"proceeds"-noun-en "enspezo"-noun-eo
"entomologo"-noun-eo "entomologist"-noun-en
"entomologist"-noun-en "entomologo"-noun-eo
"entreprenema"-adjective-eo "enterprising"-adjective-en
"entreprenema"-adjective-eo "entrepreneurial"-adjective-en
"enterprising"-adjective-en "entreprenema"-adjective-eo
"entrepreneurial"-adjective-en "entreprenema"-adjective-eo
"entreprenisto"-noun-eo "entrepreneur"-noun-en
"entrepreneur"-noun-en "entreprenisto"-noun-eo
"enua"-adjective-eo "bored"-adjective-en
"bored"-adjective-en "enua"-adjective-eo
"enuige"-adverb-eo "boring"-adverb-en
"boring"-adverb-en "enuige"-adverb-eo
"boring"-adverb-en "tede"-adverb-eo
"tede"-adverb-eo "boring"-adverb-en
"enviema"-adjective-eo "envious"-adjective-en
"envious"-adjective-en "enviema"-adjective-eo
"envious"-adjective-en "envia"-adjective-eo
"envia"-adjective-eo "envious"-adjective-en
"enviinda"-adjective-eo "enviable"-adjective-en
"enviable"-adjective-en "enviinda"-adjective-eo
"enviinde"-adverb-eo "enviably"-adverb-en
"enviably"-adverb-en "enviinde"-adverb-eo
"epidemiologo"-noun-eo "epidemiologist"-noun-en
"epidemiologist"-noun-en "epidemiologo"-noun-eo
"Epifanio"-properNoun-eo "Epiphany"-properNoun-en
"Epiphany"-properNoun-en "Epifanio"-properNoun-eo
"erara"-adjective-eo "off"-adjective-en
"off"-adjective-en "erara"-adjective-eo
"eraro"-noun-eo "inaccuracy"-noun-en
"inaccuracy"-noun-en "eraro"-noun-eo
"inaccuracy"-noun-en "neĝusteco"-noun-eo
"neĝusteco"-noun-eo "inaccuracy"-noun-en
"eŝafodo"-noun-eo "scaffold"-noun-en
"scaffold"-noun-en "eŝafodo"-noun-eo
"esenco"-noun-eo "gist"-noun-en
"gist"-noun-en "esenco"-noun-eo
"eskalado"-noun-eo "escalation"-noun-en
"escalation"-noun-en "eskalado"-noun-eo
"eskalo"-noun-eo "ladder"-noun-en
"ladder"-noun-en "eskalo"-noun-eo
"ladder"-noun-en "ŝtupetaro"-noun-eo
"ŝtupetaro"-noun-eo "ladder"-noun-en
"esperantista"-adjective-eo "esperantist"-adjective-en
"esperantist"-adjective-en "esperantista"-adjective-eo
"esperantisto"-noun-eo "esperantist"-noun-en
"esperantist"-noun-en "esperantisto"-noun-eo
"esperantist"-noun-en "samideano"-noun-eo
"samideano"-noun-eo "esperantist"-noun-en
"esperiga"-adjective-eo "encouraging"-adjective-en
"encouraging"-adjective-en "esperiga"-adjective-eo
"encouraging"-adjective-en "favoriga"-adjective-eo
"encouraging"-adjective-en "kuraĝiga"-adjective-eo
"favoriga"-adjective-eo "encouraging"-adjective-en
"kuraĝiga"-adjective-eo "encouraging"-adjective-en
"esti"-verb-eo "to be"-verb-en
"esti"-verb-eo "been"-verb-en
"to be"-verb-en "esti"-verb-eo
"been"-verb-en "esti"-verb-eo
"estono"-noun-eo "Estonian"-noun-en
"Estonian"-noun-en "estono"-noun-eo
"estreco"-noun-eo "governorship"-noun-en
"governorship"-noun-en "estreco"-noun-eo
"eta"-adjective-eo "miniature"-adjective-en
"eta"-adjective-eo "minute"-adjective-en
"eta"-adjective-eo "puny"-adjective-en
"miniature"-adjective-en "eta"-adjective-eo
"minute"-adjective-en "eta"-adjective-eo
"puny"-adjective-en "eta"-adjective-eo
"etaĝo"-noun-eo "stopover"-noun-en
"stopover"-noun-en "etaĝo"-noun-eo
"etato"-noun-eo "muster"-noun-en
"muster"-noun-en "etato"-noun-eo
"etiko"-noun-eo "ethic"-noun-en
"ethic"-noun-en "etiko"-noun-eo
"etileno"-noun-eo "ethylene"-noun-en
"ethylene"-noun-en "etileno"-noun-eo
"etnografo"-noun-eo "ethnographer"-noun-en
"ethnographer"-noun-en "etnografo"-noun-eo
"etnologo"-noun-eo "ethnologist"-noun-en
"ethnologist"-noun-en "etnologo"-noun-eo
"etoso"-noun-eo "ethos"-noun-en
"ethos"-noun-en "etoso"-noun-eo
"etulo"-noun-eo "munchkin"-noun-en
"etulo"-noun-eo "tyke"-noun-en
"munchkin"-noun-en "etulo"-noun-eo
"tyke"-noun-en "etulo"-noun-eo
"Eŭrazio"-properNoun-eo "Eurasia"-properNoun-en
"Eurasia"-properNoun-en "Eŭrazio"-properNoun-eo
"evakui"-verb-eo "void"-verb-en
"void"-verb-en "evakui"-verb-eo
"evangelizi"-verb-eo "evangelise"-verb-en
"evangelise"-verb-en "evangelizi"-verb-eo
"ezofago"-noun-eo "esophagus"-noun-en
"esophagus"-noun-en "ezofago"-noun-eo
"fabela"-adjective-eo "fabled"-adjective-en
"fabled"-adjective-en "fabela"-adjective-eo
"fabrikado"-noun-eo "fabrication"-noun-en
"fabrication"-noun-en "fabrikado"-noun-eo
"facile"-adverb-eo "easy"-adverb-en
"easy"-adverb-en "facile"-adverb-eo
"fadenaro"-noun-eo "hank"-noun-en
"hank"-noun-en "fadenaro"-noun-eo
"hank"-noun-en "fadenbulo"-noun-eo
"hank"-noun-en "harbulo"-noun-eo
"fadenbulo"-noun-eo "hank"-noun-en
"harbulo"-noun-eo "hank"-noun-en
"fadenero"-noun-eo "fiber"-noun-en
"fiber"-noun-en "fadenero"-noun-eo
"fiber"-noun-en "fibro"-noun-eo
"fibro"-noun-eo "fiber"-noun-en
"fago"-noun-eo "beech"-noun-en
"beech"-noun-en "fago"-noun-eo
"fajra"-adjective-eo "fiery"-adjective-en
"fiery"-adjective-en "fajra"-adjective-eo
"fajraĵo"-noun-eo "firework"-noun-en
"firework"-noun-en "fajraĵo"-noun-eo
"firework"-noun-en "pirotekniko"-noun-eo
"pirotekniko"-noun-eo "firework"-noun-en
"fakta"-adjective-eo "factual"-adjective-en
"factual"-adjective-en "fakta"-adjective-eo
"fakulo"-noun-eo "maven"-noun-en
"maven"-noun-en "fakulo"-noun-eo
"falo"-noun-eo "tumble"-noun-en
"tumble"-noun-en "falo"-noun-eo
"falsa"-adjective-eo "dummy"-adjective-en
"falsa"-adjective-eo "fake"-adjective-en
"falsa"-adjective-eo "phoney"-adjective-en
"dummy"-adjective-en "falsa"-adjective-eo
"fake"-adjective-en "falsa"-adjective-eo
"phoney"-adjective-en "falsa"-adjective-eo
"falsado"-noun-eo "forgery"-noun-en
"forgery"-noun-en "falsado"-noun-eo
"falsaĵo"-noun-eo "dummy"-noun-en
"dummy"-noun-en "falsaĵo"-noun-eo
"dummy"-noun-en "manekeno"-noun-eo
"manekeno"-noun-eo "dummy"-noun-en
"falso"-noun-eo "fudging"-noun-en
"fudging"-noun-en "falso"-noun-eo
"fama"-adjective-eo "best-known"-adjective-en
"fama"-adjective-eo "landmark"-adjective-en
"best-known"-adjective-en "fama"-adjective-eo
"landmark"-adjective-en "fama"-adjective-eo
"familia"-adjective-eo "household"-adjective-en
"household"-adjective-en "familia"-adjective-eo
"fanatikulo"-noun-eo "zealot"-noun-en
"fanatikulo"-noun-eo "fanatic"-noun-en
"zealot"-noun-en "fervorulo"-noun-eo
"zealot"-noun-en "fanatikulo"-noun-eo
"fanatic"-noun-en "fanatikulo"-noun-eo
"fandujo"-noun-eo "crucible"-noun-en
"crucible"-noun-en "fandujo"-noun-eo
"crucible"-noun-en "krisolo"-noun-eo
"krisolo"-noun-eo "crucible"-noun-en
"fanfaronado"-noun-eo "bragging"-noun-en
"bragging"-noun-en "fanfaronado"-noun-eo
"fanfaronaĵo"-noun-eo "boast"-noun-en
"boast"-noun-en "fanfaronaĵo"-noun-eo
"fanfaronulo"-noun-eo "boaster"-noun-en
"boaster"-noun-en "fanfaronulo"-noun-eo
"boaster"-noun-en "gaskono"-noun-eo
"gaskono"-noun-eo "boaster"-noun-en
"fantazia"-adjective-eo "farfetched"-adjective-en
"farfetched"-adjective-en "fantazia"-adjective-eo
"farado"-noun-eo "acting"-noun-en
"acting"-noun-en "farado"-noun-eo
"fareble"-adverb-eo "practicable"-adverb-en
"practicable"-adverb-en "fareble"-adverb-eo
"practicable"-adverb-en "efektivigeble"-adverb-eo
"efektivigeble"-adverb-eo "practicable"-adverb-en
"farmanto"-noun-eo "sharecropper"-noun-en
"sharecropper"-noun-en "farmanto"-noun-eo
"fascina"-adjective-eo "gripping"-adjective-en
"gripping"-adjective-en "fascina"-adjective-eo
"gripping"-adjective-en "interesega"-adjective-eo
"gripping"-adjective-en "absorba"-adjective-eo
"interesega"-adjective-eo "gripping"-adjective-en
"absorba"-adjective-eo "gripping"-adjective-en
"fascio"-noun-eo "fascia"-noun-en
"fascia"-noun-en "fascio"-noun-eo
"fatraso"-noun-eo "junk"-noun-en
"junk"-noun-en "fatraso"-noun-eo
"junk"-noun-en "forĵetaĵo"-noun-eo
"forĵetaĵo"-noun-eo "junk"-noun-en
"forĵetaĵo"-noun-eo "trash"-noun-en
"favorato"-noun-eo "protege"-noun-en
"protege"-noun-en "favorato"-noun-eo
"protege"-noun-en "protektato"-noun-eo
"protektato"-noun-eo "protege"-noun-en
"favorige"-adverb-eo "encouraging"-adverb-en
"encouraging"-adverb-en "favorige"-adverb-eo
"encouraging"-adverb-en "esperige"-adverb-eo
"esperige"-adverb-eo "encouraging"-adverb-en
"febra"-adjective-eo "hectic"-adjective-en
"hectic"-adjective-en "febra"-adjective-eo
"feĉo"-noun-eo "feces"-noun-en
"feĉo"-noun-eo "slop"-noun-en
"feces"-noun-en "feĉo"-noun-eo
"slop"-noun-en "feĉo"-noun-eo
"feki"-verb-eo "defecate"-verb-en
"defecate"-verb-en "feki"-verb-eo
"fendego"-noun-eo "crevasse"-noun-en
"crevasse"-noun-en "fendego"-noun-eo
"fendeto"-noun-eo "crevice"-noun-en
"crevice"-noun-en "fendeto"-noun-eo
"fendo"-noun-eo "rupture"-noun-en
"rupture"-noun-en "fendo"-noun-eo
"rupture"-noun-en "hernio"-noun-eo
"hernio"-noun-eo "rupture"-noun-en
"ferii"-verb-eo "vacation"-verb-en
"vacation"-verb-en "ferii"-verb-eo
"fervora"-adjective-eo "convinced"-adjective-en
"convinced"-adjective-en "fervora"-adjective-eo
"fervoro"-noun-eo "ardor"-noun-en
"fervoro"-noun-eo "fervor"-noun-en
"ardor"-noun-en "fervoro"-noun-eo
"fervor"-noun-en "fervoro"-noun-eo
"partisan"-noun-en "fervorulo"-noun-eo
"festo"-noun-eo "fest"-noun-en
"fest"-noun-en "festo"-noun-eo
"feto"-noun-eo "fetus"-noun-en
"fetus"-noun-en "feto"-noun-eo
"fia"-adjective-eo "sleazy"-adjective-en
"sleazy"-adjective-en "fia"-adjective-eo
"fiaski"-verb-eo "flop"-verb-en
"flop"-verb-en "fiaski"-verb-eo
"flop"-verb-en "malsukcesi"-verb-eo
"malsukcesi"-verb-eo "flop"-verb-en
"fiasko"-noun-eo "debacle"-noun-en
"debacle"-noun-en "fiasko"-noun-eo
"fidinda"-adjective-eo "trusted"-adjective-en
"trusted"-adjective-en "fidinda"-adjective-eo
"fie"-adverb-eo "shameful"-adverb-en
"shameful"-adverb-en "fie"-adverb-eo
"filantropie"-adverb-eo "philanthropic"-adverb-en
"philanthropic"-adverb-en "filantropie"-adverb-eo
"filio"-noun-eo "affiliate"-noun-en
"filio"-noun-eo "affiliates"-noun-en
"affiliate"-noun-en "filio"-noun-eo
"affiliates"-noun-en "filio"-noun-eo
"Filipinoj"-properNoun-eo "the Philippines"-properNoun-en
"the Philippines"-properNoun-en "Filipinoj"-properNoun-eo
"filistro"-noun-eo "philistine"-noun-en
"philistine"-noun-en "filistro"-noun-eo
"filmo"-noun-eo "flick"-noun-en
"flick"-noun-en "filmo"-noun-eo
"financisto"-noun-eo "financier"-noun-en
"financier"-noun-en "financisto"-noun-eo
"fine de"-preposition-eo "at the end of"-preposition-en
"at the end of"-preposition-en "fine de"-preposition-eo
"fingropremaĵo"-noun-eo "fingerprint"-noun-en
"fingerprint"-noun-en "fingropremaĵo"-noun-eo
"fingerprint"-noun-en "fingrospuro"-noun-eo
"fingrospuro"-noun-eo "fingerprint"-noun-en
"finita"-adjective-eo "over"-adjective-en
"over"-adjective-en "finita"-adjective-eo
"finno"-noun-eo "Finnish"-noun-en
"Finnish"-noun-en "finno"-noun-eo
"fiolo"-noun-eo "flask"-noun-en
"fiolo"-noun-eo "vial"-noun-en
"flask"-noun-en "fiolo"-noun-eo
"flask"-noun-en "flakono"-noun-eo
"vial"-noun-en "fiolo"-noun-eo
"flakono"-noun-eo "flask"-noun-en
"firma"-adjective-eo "steadfast"-adjective-en
"steadfast"-adjective-en "firma"-adjective-eo
"fisko"-noun-eo "treasury"-noun-en
"fisko"-noun-eo "exchequer"-noun-en
"treasury"-noun-en "fisko"-noun-eo
"treasury"-noun-en "kasejo"-noun-eo
"treasury"-noun-en "trezorejo"-noun-eo
"exchequer"-noun-en "fisko"-noun-eo
"kasejo"-noun-eo "treasury"-noun-en
"trezorejo"-noun-eo "treasury"-noun-en
"fiulo"-noun-eo "sod"-noun-en
"fiulo"-noun-eo "tosser"-noun-en
"sod"-noun-en "fiulo"-noun-eo
"tosser"-noun-en "fiulo"-noun-eo
"flagreti"-verb-eo "flicker"-verb-en
"flicker"-verb-en "flagreti"-verb-eo
"flicker"-verb-en "flagri"-verb-eo
"flagri"-verb-eo "flicker"-verb-en
"Flandrio"-properNoun-eo "Flanders"-properNoun-en
"Flanders"-properNoun-en "Flandrio"-properNoun-eo
"flandro"-noun-eo "Flemish"-noun-en
"flandro"-noun-eo "Fleming"-noun-en
"Flemish"-noun-en "flandro"-noun-eo
"Fleming"-noun-en "flandro"-noun-eo
"flanka"-adjective-eo "side"-adjective-en
"side"-adjective-en "flanka"-adjective-eo
"flatado"-noun-eo "flattery"-noun-en
"flattery"-noun-en "flatado"-noun-eo
"flattery"-noun-en "flato"-noun-eo
"flattery"-noun-en "flataĵo"-noun-eo
"flato"-noun-eo "flattery"-noun-en
"flataĵo"-noun-eo "flattery"-noun-en
"flegi"-verb-eo "take care of"-verb-en
"flegi"-verb-eo "nurse"-verb-en
"take care of"-verb-en "flegi"-verb-eo
"nurse"-verb-en "flegi"-verb-eo
"fleksebla"-adjective-eo "supple"-adjective-en
"supple"-adjective-en "fleksebla"-adjective-eo
"fleksia"-adjective-eo "inflected"-adjective-en
"inflected"-adjective-en "fleksia"-adjective-eo
"fleksiĝema"-adjective-eo "pliant"-adjective-en
"pliant"-adjective-en "fleksiĝema"-adjective-eo
"flekso"-noun-eo "bending"-noun-en
"bending"-noun-en "flekso"-noun-eo
"Florenco"-properNoun-eo "Florence"-properNoun-en
"Florence"-properNoun-en "Florenco"-properNoun-eo
"floro"-noun-eo "blossom"-noun-en
"blossom"-noun-en "floro"-noun-eo
"flua"-adjective-eo "running"-adjective-en
"running"-adjective-en "flua"-adjective-eo
"flugfolio"-noun-eo "handbill"-noun-en
"handbill"-noun-en "flugfolio"-noun-eo
"fluo"-noun-eo "flux"-noun-en
"flux"-noun-en "fluo"-noun-eo
"folklora"-adjective-eo "folk"-adjective-en
"folk"-adjective-en "folklora"-adjective-eo
"fono"-noun-eo "backdrop"-noun-en
"backdrop"-noun-en "fono"-noun-eo
"forcejo"-noun-eo "greenhouse"-noun-en
"greenhouse"-noun-en "forcejo"-noun-eo
"forgeso"-noun-eo "oblivion"-noun-en
"oblivion"-noun-en "forgeso"-noun-eo
"forigo"-noun-eo "deletion"-noun-en
"deletion"-noun-en "forigo"-noun-eo
"trash"-noun-en "forĵetaĵo"-noun-eo
"forno"-noun-eo "furnace"-noun-en
"furnace"-noun-en "forno"-noun-eo
"furnace"-noun-en "hejtoforno"-noun-eo
"hejtoforno"-noun-eo "furnace"-noun-en
"forpasinta"-adjective-eo "bygone"-adjective-en
"bygone"-adjective-en "forpasinta"-adjective-eo
"fortega"-adjective-eo "stalwart"-adjective-en
"stalwart"-adjective-en "fortega"-adjective-eo
"fortegulo"-noun-eo "heavyweight"-noun-en
"heavyweight"-noun-en "fortegulo"-noun-eo
"fortika"-adjective-eo "burly"-adjective-en
"fortika"-adjective-eo "resilient"-adjective-en
"fortika"-adjective-eo "sturdy"-adjective-en
"burly"-adjective-en "fortika"-adjective-eo
"resilient"-adjective-en "fortika"-adjective-eo
"sturdy"-adjective-en "fortika"-adjective-eo
"fortikaĵo"-noun-eo "fort"-noun-en
"fort"-noun-en "fortikaĵo"-noun-eo
"fort"-noun-en "fuorteto"-noun-eo
"fort"-noun-en "fuorto"-noun-eo
"fuorteto"-noun-eo "fort"-noun-en
"fuorto"-noun-eo "fort"-noun-en
"fosilia"-adjective-eo "fossil"-adjective-en
"fossil"-adjective-en "fosilia"-adjective-eo
"fragmenta"-adjective-eo "fragmented"-adjective-en
"fragmented"-adjective-en "fragmenta"-adjective-eo
"fragmento"-noun-eo "snatch"-noun-en
"snatch"-noun-en "fragmento"-noun-eo
"frajo"-noun-eo "fry"-noun-en
"fry"-noun-en "frajo"-noun-eo
"fry"-noun-en "fiŝido"-noun-eo
"fiŝido"-noun-eo "fry"-noun-en
"franclingva"-adjective-eo "French-language"-adjective-en
"franclingva"-adjective-eo "French-speaking"-adjective-en
"franclingva"-adjective-eo "French speaking"-adjective-en
"French-language"-adjective-en "franclingva"-adjective-eo
"French-speaking"-adjective-en "franclingva"-adjective-eo
"French speaking"-adjective-en "franclingva"-adjective-eo
"franko"-noun-eo "franc"-noun-en
"franc"-noun-en "franko"-noun-eo
"frapfrazo"-noun-eo "tagline"-noun-en
"tagline"-noun-en "frapfrazo"-noun-eo
"fraŭdi"-verb-eo "swindle"-verb-en
"swindle"-verb-en "fraŭdi"-verb-eo
"freneza"-adjective-eo "loony"-adjective-en
"loony"-adjective-en "freneza"-adjective-eo
"frenezulo"-noun-eo "lunatic"-noun-en
"frenezulo"-noun-eo "madman"-noun-en
"frenezulo"-noun-eo "loony"-noun-en
"lunatic"-noun-en "frenezulo"-noun-eo
"madman"-noun-en "frenezulo"-noun-eo
"loony"-noun-en "frenezulo"-noun-eo
"friponeto"-noun-eo "rascal"-noun-en
"rascal"-noun-en "friponeto"-noun-eo
"rascal"-noun-en "kanajlo"-noun-eo
"rascal"-noun-en "petolulo"-noun-eo
"kanajlo"-noun-eo "rascal"-noun-en
"kanajlo"-noun-eo "rogue"-noun-en
"petolulo"-noun-eo "rascal"-noun-en
"frivola"-adjective-eo "flippant"-adjective-en
"frivola"-adjective-eo "giddy"-adjective-en
"flippant"-adjective-en "frivola"-adjective-eo
"giddy"-adjective-en "frivola"-adjective-eo
"frosta"-adjective-eo "chilly"-adjective-en
"frosta"-adjective-eo "frozen"-adjective-en
"chilly"-adjective-en "frosta"-adjective-eo
"frozen"-adjective-en "frosta"-adjective-eo
"frunto"-noun-eo "brow"-noun-en
"brow"-noun-en "frunto"-noun-eo
"fulmotondro"-noun-eo "thunderstorm"-noun-en
"thunderstorm"-noun-en "fulmotondro"-noun-eo
"fulmrapida"-adjective-eo "whirlwind"-adjective-en
"whirlwind"-adjective-en "fulmrapida"-adjective-eo
"fundamento"-noun-eo "cornerstone"-noun-en
"fundamento"-noun-eo "groundwork"-noun-en
"cornerstone"-noun-en "fundamento"-noun-eo
"groundwork"-noun-en "fundamento"-noun-eo
"funebra"-adjective-eo "murky"-adjective-en
"murky"-adjective-en "funebra"-adjective-eo
"murky"-adjective-en "neklara"-adjective-eo
"neklara"-adjective-eo "murky"-adjective-en
"funkciado"-noun-eo "working"-noun-en
"funkciado"-noun-eo "operating"-noun-en
"working"-noun-en "funkciado"-noun-eo
"operating"-noun-en "funkciado"-noun-eo
"operating"-noun-en "regulado"-noun-eo
"regulado"-noun-eo "operating"-noun-en
"furaĝo"-noun-eo "feed"-noun-en
"feed"-noun-en "furaĝo"-noun-eo
"furioza"-adjective-eo "frenetic"-adjective-en
"furioza"-adjective-eo "frenzied"-adjective-en
"frenetic"-adjective-en "furioza"-adjective-eo
"frenzied"-adjective-en "furioza"-adjective-eo
"furzi"-verb-eo "fart"-verb-en
"fart"-verb-en "furzi"-verb-eo
"fuŝo"-noun-eo "blooper"-noun-en
"blooper"-noun-en "fuŝo"-noun-eo
"fuzi"-verb-eo "sputter"-verb-en
"sputter"-verb-en "fuzi"-verb-eo
"gaele"-adverb-eo "in Gaelic"-adverb-en
"in Gaelic"-adverb-en "gaele"-adverb-eo
"in Gaelic"-adverb-en "en la gaela lingvo"-adverb-eo
"in Gaelic"-adverb-en "en la gaela"-adverb-eo
"en la gaela lingvo"-adverb-eo "in Gaelic"-adverb-en
"en la gaela"-adverb-eo "in Gaelic"-adverb-en
"gaja"-adjective-eo "jovial"-adjective-en
"gaja"-adjective-eo "lighthearted"-adjective-en
"jovial"-adjective-en "gaja"-adjective-eo
"lighthearted"-adjective-en "gaja"-adjective-eo
"gajno"-noun-eo "win"-noun-en
"win"-noun-en "gajno"-noun-eo
"galo"-noun-eo "rancor"-noun-en
"rancor"-noun-en "galo"-noun-eo
"gamaŝo"-noun-eo "gaiter"-noun-en
"gaiter"-noun-en "gamaŝo"-noun-eo
"gambito"-noun-eo "gambit"-noun-en
"gambit"-noun-en "gambito"-noun-eo
"gamo"-noun-eo "gamut"-noun-en
"gamut"-noun-en "gamo"-noun-eo
"gapi"-verb-eo "gape"-verb-en
"gapi"-verb-eo "rubberneck"-verb-en
"gape"-verb-en "gapi"-verb-eo
"gape"-verb-en "faŭki"-verb-eo
"rubberneck"-verb-en "gapi"-verb-eo
"faŭki"-verb-eo "gape"-verb-en
"gardisto"-noun-eo "gaoler"-noun-en
"gardisto"-noun-eo "ranger"-noun-en
"gardisto"-noun-eo "watchman"-noun-en
"gaoler"-noun-en "gardisto"-noun-eo
"ranger"-noun-en "gardisto"-noun-eo
"watchman"-noun-en "gardisto"-noun-eo
"gardostaranto"-noun-eo "sentinel"-noun-en
"gardostaranto"-noun-eo "sentry"-noun-en
"sentinel"-noun-en "gardostaranto"-noun-eo
"sentinel"-noun-en "sentinelo"-noun-eo
"sentry"-noun-en "gardostaranto"-noun-eo
"sentinelo"-noun-eo "sentinel"-noun-en
"garni"-verb-eo "deck"-verb-en
"deck"-verb-en "garni"-verb-eo
"garnituro"-noun-eo "fitting"-noun-en
"fitting"-noun-en "garnituro"-noun-eo
"geja"-adjective-eo "gay"-adjective-en
"gay"-adjective-en "geja"-adjective-eo
"gelateno"-noun-eo "gelatin"-noun-en
"gelatin"-noun-en "gelateno"-noun-eo
"ĝemela"-adjective-eo "twin"-adjective-en
"twin"-adjective-en "ĝemela"-adjective-eo
"ĝenado"-noun-eo "harassment"-noun-en
"harassment"-noun-en "ĝenado"-noun-eo
"ĝenaĵo"-noun-eo "hassle"-noun-en
"hassle"-noun-en "ĝenaĵo"-noun-eo
"ĝendarmo"-noun-eo "paramilitary"-noun-en
"paramilitary"-noun-en "ĝendarmo"-noun-eo
"paramilitary"-noun-en "milicio"-noun-eo
"paramilitary"-noun-en "miliciano"-noun-eo
"milicio"-noun-eo "paramilitary"-noun-en
"miliciano"-noun-eo "paramilitary"-noun-en
"ĝene"-adverb-eo "troubling"-adverb-en
"ĝene"-adverb-eo "worrying"-adverb-en
"troubling"-adverb-en "ĝene"-adverb-eo
"worrying"-adverb-en "ĝene"-adverb-eo
"genealogo"-noun-eo "genealogist"-noun-en
"genealogist"-noun-en "genealogo"-noun-eo
"ĝenerala"-adjective-eo "prevalent"-adjective-en
"prevalent"-adjective-en "ĝenerala"-adjective-eo
"geografo"-noun-eo "geographer"-noun-en
"geographer"-noun-en "geografo"-noun-eo
"geostrategia"-adjective-eo "geostrategic"-adjective-en
"geostrategic"-adjective-en "geostrategia"-adjective-eo
"geostrategie"-adverb-eo "geostrategically"-adverb-en
"geostrategically"-adverb-en "geostrategie"-adverb-eo
"geostrategio"-noun-eo "geostrategy"-noun-en
"geostrategy"-noun-en "geostrategio"-noun-eo
"gepardo"-noun-eo "cheetah"-noun-en
"cheetah"-noun-en "gepardo"-noun-eo
"gerilo"-noun-eo "guerrilla war"-noun-en
"gerilo"-noun-eo "guerrilla warfare"-noun-en
"guerrilla war"-noun-en "gerilo"-noun-eo
"guerrilla warfare"-noun-en "gerilo"-noun-eo
"germanlingva"-adjective-eo "German-language"-adjective-en
"germanlingva"-adjective-eo "German-speaking"-adjective-en
"germanlingva"-adjective-eo "German speaking"-adjective-en
"German-language"-adjective-en "germanlingva"-adjective-eo
"German-speaking"-adjective-en "germanlingva"-adjective-eo
"German speaking"-adjective-en "germanlingva"-adjective-eo
"giganta"-adjective-eo "gargantuan"-adjective-en
"giganta"-adjective-eo "mega"-adjective-en
"gargantuan"-adjective-en "giganta"-adjective-eo
"mega"-adjective-en "giganta"-adjective-eo
"ĝino"-noun-eo "genie"-noun-en
"genie"-noun-en "ĝino"-noun-eo
