"a algún lugar"-adverb-es "to somewhere"-adverb-en
"luz cegadora"-noun-es "blinding light"-noun-en
"blinding headache"-noun-en "dolor de cabeza insoportable"-noun-es
"dolor de cabeza insoportable"-noun-es "blinding headache"-noun-en
"blinding"-noun-en "cegamiento"-noun-es
"cegamiento"-noun-es "blinding"-noun-en
"dress up"-verb-en "acicalarse"-pronoun-es
"dress up"-verb-en "acicalarse"-verb-es
"dress up"-verb-en "acicalar"-verb-es
"dress up"-verb-en "disfrazarse"-pronoun-es
"dress up"-verb-en "disfrazarse"-verb-es
"acicalarse"-pronoun-es "dress up"-verb-en
"acicalarse"-verb-es "dress up"-verb-en
"acicalar"-verb-es "dress up"-verb-en
"disfrazarse"-pronoun-es "dress up"-verb-en
"disfrazarse"-verb-es "dress up"-verb-en
"be intimidated"-verb-en "acobardarse"-pronoun-es
"be intimidated"-verb-en "acobardarse"-verb-es
"acobardarse"-pronoun-es "be intimidated"-verb-en
"acobardarse"-verb-es "be intimidated"-verb-en
"get a complex"-verb-en "acomplejarse"-pronoun-es
"get a complex"-verb-en "acomplejarse"-verb-es
"acomplejarse"-pronoun-es "get a complex"-verb-en
"acomplejarse"-verb-es "get a complex"-verb-en
"become distressed"-verb-en "acongojarse"-pronoun-es
"become distressed"-verb-en "acongojarse"-verb-es
"acongojarse"-pronoun-es "become distressed"-verb-en
"acongojarse"-verb-es "become distressed"-verb-en
"armour plate"-verb-en "acorazar"-verb-es
"acorazar"-verb-es "armour plate"-verb-en
"go to bed"-verb-en "acostarse"-pronoun-es
"go to bed"-verb-en "acostarse"-verb-es
"acostarse"-pronoun-es "go to bed"-verb-en
"acostarse"-verb-es "go to bed"-verb-en
"heatedly"-adverb-en "acaloradamente"-adverb-es
"acaloradamente"-adverb-es "heatedly"-adverb-en
"accentuatedly"-adverb-en "acentuadamente"-adverb-es
"acentuadamente"-adverb-es "accentuatedly"-adverb-en
"adaptedly"-adverb-en "adaptadamente"-adverb-es
"adaptadamente"-adverb-es "adaptedly"-adverb-en
"advancedly"-adverb-en "adelantadamente"-adverb-es
"adelantadamente"-adverb-es "advancedly"-adverb-en
"warningly"-adverb-en "advertidamente"-adverb-es
"advertidamente"-adverb-es "warningly"-adverb-en
"shavedly"-adverb-en "afeitadamente"-adverb-es
"afeitadamente"-adverb-es "shavedly"-adverb-en
"effeminately"-adverb-en "afeminadamente"-adverb-es
"afeminadamente"-adverb-es "effeminately"-adverb-en
"tuningly"-adverb-en "afinadamente"-adverb-es
"afinadamente"-adverb-es "tuningly"-adverb-en
"settledly"-adverb-en "afincadamente"-adverb-es
"afincadamente"-adverb-es "settledly"-adverb-en
"assertedly"-adverb-en "afirmadamente"-adverb-es
"afirmadamente"-adverb-es "assertedly"-adverb-en
"aggravatingly"-adverb-en "agravantemente"-adverb-es
"agravantemente"-adverb-es "aggravatingly"-adverb-en
"offencedly"-adverb-en "agraviadamente"-adverb-es
"agraviadamente"-adverb-es "offencedly"-adverb-en
"economisedly"-adverb-en "ahorradamente"-adverb-es
"ahorradamente"-adverb-es "economisedly"-adverb-en
"extendedly"-adverb-en "alargadamente"-adverb-es
"alargadamente"-adverb-es "extendedly"-adverb-en
"jubilantly"-adverb-en "alborozadamente"-adverb-es
"alborozadamente"-adverb-es "jubilantly"-adverb-en
"gobsmackedly"-adverb-en "alucinadamente"-adverb-es
"alucinadamente"-adverb-es "gobsmackedly"-adverb-en
"lovesickly"-adverb-en "amarteladamente"-adverb-es
"amarteladamente"-adverb-es "lovesickly"-adverb-en
"in heaps"-adverb-en "amontonadamente"-adverb-es
"amontonadamente"-adverb-es "in heaps"-adverb-en
"raggedly"-adverb-en "andrajosamente"-adverb-es
"andrajosamente"-adverb-es "raggedly"-adverb-en
"childlikely"-adverb-en "aniñadamente"-adverb-es
"aniñadamente"-adverb-es "childlikely"-adverb-en
"anticipatively"-adverb-en "anticipativamente"-adverb-es
"anticipativamente"-adverb-es "anticipatively"-adverb-en
"capriciously"-adverb-en "antojadizamente"-adverb-es
"antojadizamente"-adverb-es "capriciously"-adverb-en
"antonomastically"-adverb-en "antonomásticamente"-adverb-es
"antonomásticamente"-adverb-es "antonomastically"-adverb-en
"devotedly"-adverb-en "apegadamente"-adverb-es
"apegadamente"-adverb-es "devotedly"-adverb-en
"distressedly"-adverb-en "apesaradamente"-adverb-es
"apesaradamente"-adverb-es "distressedly"-adverb-en
"empowerly"-adverb-en "apoderadamente"-adverb-es
"apoderadamente"-adverb-es "empowerly"-adverb-en
"esteemedly"-adverb-en "apreciadamente"-adverb-es
"apreciadamente"-adverb-es "esteemedly"-adverb-en
"ardourously"-adverb-en "ardentísimamente"-adverb-es
"ardentísimamente"-adverb-es "ardourously"-adverb-en
"in an orderly fashion"-adverb-en "apostadamente"-adverb-es
"apostadamente"-adverb-es "in an orderly fashion"-adverb-en
"sink its teeth into"-verb-en "adentellar"-verb-es
"adentellar"-verb-es "sink its teeth into"-verb-en
"become sleepy"-verb-en "adormecerse"-pronoun-es
"become sleepy"-verb-en "adormecerse"-verb-es
"adormecerse"-pronoun-es "become sleepy"-verb-en
"adormecerse"-verb-es "become sleepy"-verb-en
"go French"-verb-en "afrancesarse"-pronoun-es
"go French"-verb-en "afrancesarse"-verb-es
"afrancesarse"-pronoun-es "go French"-verb-en
"afrancesarse"-verb-es "go French"-verb-en
"go African"-verb-en "africanizarse"-pronoun-es
"go African"-verb-en "africanizarse"-verb-es
"africanizarse"-pronoun-es "go African"-verb-en
"africanizarse"-verb-es "go African"-verb-en
"Afrikaner"-noun-en "afrikáner"-noun-es
"afrikáner"-noun-es "Afrikaner"-noun-en
"Afrikaner"-adjective-en "afrikáner"-adjective-es
"afrikáner"-adjective-es "Afrikaner"-adjective-en
"bend down"-verb-en "agacharse"-pronoun-es
"bend down"-verb-en "agacharse"-verb-es
"agacharse"-pronoun-es "bend down"-verb-en
"agacharse"-verb-es "bend down"-verb-en
"hold on"-verb-en "agarrarse"-pronoun-es
"hold on"-verb-en "agarrarse"-verb-es
"agarrarse"-pronoun-es "hold on"-verb-en
"agarrarse"-verb-es "hold on"-verb-en
"hold on to"-verb-en "agarrarse a"-pronoun-es
"hold on to"-verb-en "agarrarse a"-verb-es
"hold on to"-verb-en "agarrarse de"-pronoun-es
"hold on to"-verb-en "agarrarse de"-verb-es
"agarrarse a"-pronoun-es "hold on to"-verb-en
"agarrarse a"-verb-es "hold on to"-verb-en
"agarrarse de"-pronoun-es "hold on to"-verb-en
"agarrarse de"-verb-es "hold on to"-verb-en
"get much bigger"-verb-en "agigantarse"-pronoun-es
"get much bigger"-verb-en "agigantarse"-verb-es
"agigantarse"-pronoun-es "get much bigger"-verb-en
"agigantarse"-verb-es "get much bigger"-verb-en
"be offended"-verb-en "agraviarse"-pronoun-es
"be offended"-verb-en "agraviarse"-verb-es
"agraviarse"-pronoun-es "be offended"-verb-en
"agraviarse"-verb-es "be offended"-verb-en
"become embittered"-verb-en "agriar el carácter"-verb-es
"agriar el carácter"-verb-es "become embittered"-verb-en
"get flu"-verb-en "agriparse"-pronoun-es
"get flu"-verb-en "agriparse"-verb-es
"agriparse"-pronoun-es "get flu"-verb-en
"agriparse"-verb-es "get flu"-verb-en
"spoil fun to"-verb-en "aguar la fiesta a"-verb-es
"aguar la fiesta a"-verb-es "spoil fun to"-verb-en
"prick up its ears"-verb-en "aguzar el oído"-verb-es
"aguzar el oído"-verb-es "prick up its ears"-verb-en
"keep its eyes peeled"-verb-en "aguzar la vista"-verb-es
"aguzar la vista"-verb-es "keep its eyes peeled"-verb-en
"have flu"-verb-en "estar agripado"-verb-es
"have flu"-verb-en "estar agripada"-verb-es
"have flu"-verb-en "estar agripadas"-verb-es
"have flu"-verb-en "estar agripados"-verb-es
"estar agripado"-verb-es "have flu"-verb-en
"estar agripada"-verb-es "have flu"-verb-en
"estar agripadas"-verb-es "have flu"-verb-en
"estar agripados"-verb-es "have flu"-verb-en
"run away"-verb-en "ahuyentarse"-pronoun-es
"run away"-verb-en "ahuyentarse"-verb-es
"ahuyentarse"-pronoun-es "run away"-verb-en
"ahuyentarse"-verb-es "run away"-verb-en
"take the air"-verb-en "airearse"-pronoun-es
"take the air"-verb-en "airearse"-verb-es
"airearse"-pronoun-es "take the air"-verb-en
"airearse"-verb-es "take the air"-verb-en
"clear the air"-verb-en "airear la atmósfera"-verb-es
"airear la atmósfera"-verb-es "clear the air"-verb-en
"crumple"-verb-en "ajar"-verb-es
"ajar"-verb-es "crumple"-verb-en
"get wrinkled"-verb-en "ajarse"-pronoun-es
"get wrinkled"-verb-en "ajarse"-verb-es
"ajarse"-pronoun-es "get wrinkled"-verb-en
"ajarse"-verb-es "get wrinkled"-verb-en
"ladscape"-verb-en "ajardinar"-verb-es
"ajardinar"-verb-es "ladscape"-verb-en
"landscaped area"-noun-en "zona ajardinada"-noun-es
"zona ajardinada"-noun-es "landscaped area"-noun-en
"bustle about"-verb-en "ajetrearse"-pronoun-es
"bustle about"-verb-en "ajetrearse"-verb-es
"ajetrearse"-pronoun-es "bustle about"-verb-en
"ajetrearse"-verb-es "bustle about"-verb-en
"alcalinise"-verb-en "alcalinizar"-verb-es
"alcalinizar"-verb-es "alcalinise"-verb-en
"lay drains in"-verb-en "alcantarillar"-verb-es
"alcantarillar"-verb-es "lay drains in"-verb-en
"alcoholise"-verb-en "alcoholizar"-verb-es
"alcoholizar"-verb-es "alcoholise"-verb-en
"in an orderly way"-adverb-en "arregladamente"-adverb-es
"arregladamente"-adverb-es "in an orderly way"-adverb-en
"helter-skelter"-adverb-en "atropelladamente"-adverb-es
"atropelladamente"-adverb-es "helter-skelter"-adverb-en
"run helter-skelter"-verb-en "correr atropelladamente"-verb-es
"correr atropelladamente"-verb-es "run helter-skelter"-verb-en
"gabble"-verb-en "hablar atropelladamente"-verb-es
"hablar atropelladamente"-verb-es "gabble"-verb-en
"rush into a decision"-verb-en "decidir atropelladamente"-verb-es
"decidir atropelladamente"-verb-es "rush into a decision"-verb-en
"hazardously"-adverb-en "azarosamente"-adverb-es
"azarosamente"-adverb-es "hazardously"-adverb-en
"barbarically"-adverb-en "barbáricamente"-adverb-es
"barbáricamente"-adverb-es "barbarically"-adverb-en
"like a gentleman"-adverb-en "caballerosamente"-adverb-es
"caballerosamente"-adverb-es "like a gentleman"-adverb-en
"melodiously"-adverb-en "cadenciosamente"-adverb-es
"cadenciosamente"-adverb-es "melodiously"-adverb-en
"calamitously"-adverb-en "calamitosamente"-adverb-es
"calamitosamente"-adverb-es "calamitously"-adverb-en
"calculatedly"-adverb-en "calculadamente"-adverb-es
"calculadamente"-adverb-es "calculatedly"-adverb-en
"qualifiedly"-adverb-en "calificadamente"-adverb-es
"calificadamente"-adverb-es "qualifiedly"-adverb-en
"slanderously"-adverb-en "calumniosamente"-adverb-es
"calumniosamente"-adverb-es "slanderously"-adverb-en
"in a Castilian way"-adverb-en "castellanamente"-adverb-es
"castellanamente"-adverb-es "in a Castilian way"-adverb-en
"caustically"-adverb-en "cáusticamente"-adverb-es
"cáusticamente"-adverb-es "caustically"-adverb-en
"allegorize"-verb-en "alegorizar"-verb-es
"alegorizar"-verb-es "allegorize"-verb-en
"make drowsy"-verb-en "aletargar"-verb-es
"aletargar"-verb-es "make drowsy"-verb-en
"grow drowsy"-verb-en "aletargarse"-pronoun-es
"grow drowsy"-verb-en "aletargarse"-verb-es
"aletargarse"-pronoun-es "grow drowsy"-verb-en
"aletargarse"-verb-es "grow drowsy"-verb-en
"play it cool"-verb-en "alivianarse"-pronoun-es
"play it cool"-verb-en "alivianarse"-verb-es
"alivianarse"-pronoun-es "play it cool"-verb-en
"alivianarse"-verb-es "play it cool"-verb-en
"preserve in syrup"-verb-en "almibarar"-verb-es
"almibarar"-verb-es "preserve in syrup"-verb-en
"use honeyed words"-verb-en "almibarar las palabras"-verb-es
"almibarar las palabras"-verb-es "use honeyed words"-verb-en
"starch"-verb-en "almidonar"-verb-es
"almidonar"-verb-es "starch"-verb-en
"unstarched"-adjective-en "sin almidonar"-adjective-es
"sin almidonar"-adjective-es "unstarched"-adjective-en
"drive mad"-verb-en "alocar"-verb-es
"alocar"-verb-es "drive mad"-verb-en
"go crazy"-verb-en "alocarse"-pronoun-es
"go crazy"-verb-en "alocarse"-verb-es
"alocarse"-pronoun-es "go crazy"-verb-en
"alocarse"-verb-es "go crazy"-verb-en
"land on the moon"-verb-en "alunizar"-verb-es
"alunizar"-verb-es "land on the moon"-verb-en
"be godmother to"-verb-en "amadrinar"-verb-es
"amadrinar"-verb-es "be godmother to"-verb-en
"be skilful"-verb-en "amañarse"-pronoun-es
"be skilful"-verb-en "amañarse"-verb-es
"amañarse"-pronoun-es "be skilful"-verb-en
"amañarse"-verb-es "be skilful"-verb-en
"become affected"-verb-en "amanerarse"-pronoun-es
"become affected"-verb-en "amanerarse"-verb-es
"amanerarse"-pronoun-es "become affected"-verb-en
"amanerarse"-verb-es "become affected"-verb-en
"calm down"-verb-en "amansarse"-pronoun-es
"calm down"-verb-en "amansarse"-verb-es
"amansarse"-pronoun-es "calm down"-verb-en
"amansarse"-verb-es "calm down"-verb-en
"be yellowish"-verb-en "amarillear"-verb-es
"amarillear"-verb-es "be yellowish"-verb-en
"get tight"-verb-en "amarrarse"-pronoun-es
"get tight"-verb-en "amarrarse"-verb-es
"amarrarse"-pronoun-es "get tight"-verb-en
"amarrarse"-verb-es "get tight"-verb-en
"have an ambition to be"-verb-en "ambicionar ser"-verb-es
"ambicionar ser"-verb-es "have an ambition to be"-verb-en
"be scared"-verb-en "amedrentarse"-pronoun-es
"be scared"-verb-en "amedrentarse"-verb-es
"amedrentarse"-pronoun-es "be scared"-verb-en
"amedrentarse"-verb-es "be scared"-verb-en
"americanise"-verb-en "americanizar"-verb-es
"americanizar"-verb-es "americanise"-verb-en
"become Americanised"-verb-en "americanizarse"-pronoun-es
"become Americanised"-verb-en "americanizarse"-verb-es
"americanizarse"-pronoun-es "become Americanised"-verb-en
"americanizarse"-verb-es "become Americanised"-verb-en
"become friends"-verb-en "amigarse"-pronoun-es
"become friends"-verb-en "amigarse"-verb-es
"become friends"-verb-en "amistarse"-pronoun-es
"become friends"-verb-en "amistarse"-verb-es
"amigarse"-pronoun-es "become friends"-verb-en
"amigarse"-verb-es "become friends"-verb-en
"amistarse"-pronoun-es "become friends"-verb-en
"amistarse"-verb-es "become friends"-verb-en
"become friends with"-verb-en "amistarse con"-pronoun-es
"become friends with"-verb-en "amistarse con"-verb-es
"amistarse con"-pronoun-es "become friends with"-verb-en
"amistarse con"-verb-es "become friends with"-verb-en
"riot"-verb-en "amotinarse"-pronoun-es
"riot"-verb-en "amotinarse"-verb-es
"amotinarse"-pronoun-es "riot"-verb-en
"amotinarse"-verb-es "riot"-verb-en
"seek protection"-verb-en "ampararse"-pronoun-es
"seek protection"-verb-en "ampararse"-verb-es
"ampararse"-pronoun-es "seek protection"-verb-en
"ampararse"-verb-es "seek protection"-verb-en
"get bored"-verb-en "amuermarse"-pronoun-es
"get bored"-verb-en "amuermarse"-verb-es
"amuermarse"-pronoun-es "get bored"-verb-en
"amuermarse"-verb-es "get bored"-verb-en
"anathematise"-verb-en "anatematizar"-verb-es
"anathematise"-verb-en "anatemizar"-verb-es
"anatematizar"-verb-es "anathematise"-verb-en
"anatemizar"-verb-es "anathematise"-verb-en
"dissolve into tears"-verb-en "anegarse en llanto"-pronoun-es
"dissolve into tears"-verb-en "anegarse en llanto"-verb-es
"anegarse en llanto"-pronoun-es "dissolve into tears"-verb-en
"anegarse en llanto"-verb-es "dissolve into tears"-verb-en
"get anxious"-verb-en "angustiarse"-pronoun-es
"get anxious"-verb-en "angustiarse"-verb-es
"angustiarse"-pronoun-es "get anxious"-verb-en
"angustiarse"-verb-es "get anxious"-verb-en
"get anxious about"-verb-en "angustiarse por"-pronoun-es
"get anxious about"-verb-en "angustiarse por"-verb-es
"angustiarse por"-pronoun-es "get anxious about"-verb-en
"angustiarse por"-verb-es "get anxious about"-verb-en
"become brutalised"-verb-en "animalizarse"-pronoun-es
"become brutalised"-verb-en "animalizarse"-verb-es
"animalizarse"-pronoun-es "become brutalised"-verb-en
"animalizarse"-verb-es "become brutalised"-verb-en
"be overwhelmed"-verb-en "anonadarse"-pronoun-es
"be overwhelmed"-verb-en "anonadarse"-verb-es
"anonadarse"-pronoun-es "be overwhelmed"-verb-en
"anonadarse"-verb-es "be overwhelmed"-verb-en
"place in front of"-verb-en "anteponer a"-verb-es
"anteponer a"-verb-es "place in front of"-verb-en
"feel unfriendly"-verb-en "antipatizar"-verb-es
"antipatizar"-verb-es "feel unfriendly"-verb-en
"get into knots"-verb-en "anudarse"-pronoun-es
"get into knots"-verb-en "anudarse"-verb-es
"anudarse"-pronoun-es "get into knots"-verb-en
"anudarse"-verb-es "get into knots"-verb-en
"have a lump in the throat"-verb-en "anudarse la voz"-pronoun-es
"have a lump in the throat"-verb-en "anudarse la voz"-verb-es
"anudarse la voz"-pronoun-es "have a lump in the throat"-verb-en
"anudarse la voz"-verb-es "have a lump in the throat"-verb-en
"reducedly"-adverb-en "cercenadamente"-adverb-es
"cercenadamente"-adverb-es "reducedly"-adverb-en
"veneeredly"-adverb-en "chapadamente"-adverb-es
"chapadamente"-adverb-es "veneeredly"-adverb-en
"funnily"-adverb-en "chistosamente"-adverb-es
"funnily"-adverb-en "chuscamente"-adverb-es
"chistosamente"-adverb-es "funnily"-adverb-en
"chuscamente"-adverb-es "funnily"-adverb-en
"in code"-adverb-en "cifradamente"-adverb-es
"cifradamente"-adverb-es "in code"-adverb-en
"in circunference"-adverb-en "circunferencialmente"-adverb-es
"circunferencialmente"-adverb-es "in circunference"-adverb-en
"schismaticly"-adverb-en "cismáticamente"-adverb-es
"cismáticamente"-adverb-es "schismaticly"-adverb-en
"dirty"-adverb-en "cochinamente"-adverb-es
"cochinamente"-adverb-es "dirty"-adverb-en
"confirmedly"-adverb-en "confirmadamente"-adverb-es
"confirmadamente"-adverb-es "confirmedly"-adverb-en
"talk muddled"-verb-en "hablar confusamente"-verb-es
"hablar confusamente"-verb-es "talk muddled"-verb-en
"have a vague memory"-verb-en "recordar confusamente"-verb-es
"recordar confusamente"-verb-es "have a vague memory"-verb-en
"congruently"-adverb-en "congruamente"-adverb-es
"congruamente"-adverb-es "congruently"-adverb-en
"with continence"-adverb-en "continentemente"-adverb-es
"continentemente"-adverb-es "with continence"-adverb-en
"contingently"-adverb-en "contingentemente"-adverb-es
"contingentemente"-adverb-es "contingently"-adverb-en
"contrary to"-adverb-en "contrariamente a"-adverb-es
"contrariamente a"-adverb-es "contrary to"-adverb-en
"in community"-adverb-en "conventualmente"-adverb-es
"conventualmente"-adverb-es "in community"-adverb-en
"choreographically"-adverb-en "coreográficamente"-adverb-es
"coreográficamente"-adverb-es "choreographically"-adverb-en
"with reformatory"-adverb-en "correccionalmente"-adverb-es
"correccionalmente"-adverb-es "with reformatory"-adverb-en
"like a corsair"-adverb-en "corsariamente"-adverb-es
"corsariamente"-adverb-es "like a corsair"-adverb-en
"in a courtly manner"-adverb-en "cortesanamente"-adverb-es
"cortesanamente"-adverb-es "in a courtly manner"-adverb-en
"ignorantly"-adverb-en "crasamente"-adverb-es
"crasamente"-adverb-es "ignorantly"-adverb-en
"outstandingly"-adverb-en "crecidamente"-adverb-es
"crecidamente"-adverb-es "outstandingly"-adverb-en
"get excited"-verb-en "apasionarse"-pronoun-es
"get excited"-verb-en "apasionarse"-verb-es
"apasionarse"-pronoun-es "get excited"-verb-en
"apasionarse"-verb-es "get excited"-verb-en
"apearse"-pronoun-es "alight"-verb-en
"apearse"-verb-es "alight"-verb-en
"take on"-verb-en "apechugar con"-verb-es
"apechugar con"-verb-es "take on"-verb-en
"be damaged by hail"-verb-en "apedrearse"-pronoun-es
"be damaged by hail"-verb-en "apedrearse"-verb-es
"apedrearse"-pronoun-es "be damaged by hail"-verb-en
"apedrearse"-verb-es "be damaged by hail"-verb-en
"become attached to"-verb-en "apegarse a"-pronoun-es
"become attached to"-verb-en "apegarse a"-verb-es
"apegarse a"-pronoun-es "become attached to"-verb-en
"apegarse a"-verb-es "become attached to"-verb-en
"be called"-verb-en "apellidarse"-pronoun-es
"be called"-verb-en "apellidarse"-verb-es
"apellidarse"-pronoun-es "be called"-verb-en
"apellidarse"-verb-es "be called"-verb-en
"grieve about"-verb-en "apenarse de"-pronoun-es
"grieve about"-verb-en "apenarse de"-verb-es
"grieve about"-verb-en "apenarse por"-pronoun-es
"grieve about"-verb-en "apenarse por"-verb-es
"apenarse de"-pronoun-es "grieve about"-verb-en
"apenarse de"-verb-es "grieve about"-verb-en
"apenarse por"-pronoun-es "grieve about"-verb-en
"apenarse por"-verb-es "grieve about"-verb-en
"Lancelot du Lac"-properNoun-en "Lanzarote del Lago"-properNoun-es
"Lanzarote del Lago"-properNoun-es "Lancelot du Lac"-properNoun-en
"Lanzarote del Lago"-properNoun-es "Lancelot of the Lake"-properNoun-en
"Lancelot of the Lake"-properNoun-en "Lanzarote del Lago"-properNoun-es
"Democles"-properNoun-en "Demócles"-properNoun-es
"Demócles"-properNoun-es "Democles"-properNoun-en
"Francis Borgia"-properNoun-en "Francisco de Borja"-properNoun-es
"Francisco de Borja"-properNoun-es "Francis Borgia"-properNoun-en
"John of God"-properNoun-en "Juan de Dios"-properNoun-es
"Juan de Dios"-properNoun-es "John of God"-properNoun-en
"John of Matha"-properNoun-en "Juan de Mata"-properNoun-es
"Juan de Mata"-properNoun-es "John of Matha"-properNoun-en
"John the Baptist"-properNoun-en "Juan el Bautista"-properNoun-es
"Juan el Bautista"-properNoun-es "John the Baptist"-properNoun-en
"Ignatius of Antioch"-properNoun-en "Ignacio de Antioquía"-properNoun-es
"Ignacio de Antioquía"-properNoun-es "Ignatius of Antioch"-properNoun-en
"Agustín Díaz de Mera García Consuegra"-properNoun-en "Agustín Díaz de Mera García Consuegra"-properNoun-es
"Agustín Díaz de Mera García Consuegra"-properNoun-es "Agustín Díaz de Mera García Consuegra"-properNoun-en
"Arūnas"-properNoun-en "Arūnas"-properNoun-es
"Arūnas"-properNoun-es "Arūnas"-properNoun-en
"Jerzy"-properNoun-en "Jerzy"-properNoun-es
"Jerzy"-properNoun-es "Jerzy"-properNoun-en
"Ján"-properNoun-en "Ján"-properNoun-es
"Ján"-properNoun-es "Ján"-properNoun-en
"Bairbre"-properNoun-en "Bairbre"-properNoun-es
"Bairbre"-properNoun-es "Bairbre"-properNoun-en
"Mary Lou"-properNoun-en "Mary Lou"-properNoun-es
"Mary Lou"-properNoun-es "Mary Lou"-properNoun-en
"Eva-Britt"-properNoun-en "Eva-Britt"-properNoun-es
"Eva-Britt"-properNoun-es "Eva-Britt"-properNoun-en
"Alexander Lukashenko"-properNoun-en "Aleksandr Lukashenko"-properNoun-es
"Aleksandr Lukashenko"-properNoun-es "Alexander Lukashenko"-properNoun-en
"Alexander Grigoryevich Lukashenko"-properNoun-en "Aleksandr Grigórievich Lukashenko"-properNoun-es
"Aleksandr Grigórievich Lukashenko"-properNoun-es "Alexander Grigoryevich Lukashenko"-properNoun-en
"Ghost of Christmas Past"-properNoun-en "Espectro de la Navidad Pasada"-properNoun-es
"Espectro de la Navidad Pasada"-properNoun-es "Ghost of Christmas Past"-properNoun-en
"Ghost of Christmas Present"-properNoun-en "Espectro de la Navidad Presente"-properNoun-es
"Espectro de la Navidad Presente"-properNoun-es "Ghost of Christmas Present"-properNoun-en
"Ghost of Christmas Yet To Come"-properNoun-en "Espectro de la Navidad venidera"-properNoun-es
"Espectro de la Navidad venidera"-properNoun-es "Ghost of Christmas Yet To Come"-properNoun-en
"Miltiades"-properNoun-en "Milcíades"-properNoun-es
"Milcíades"-properNoun-es "Miltiades"-properNoun-en
"Polycarp"-properNoun-en "Policarpo"-properNoun-es
"Policarpo"-properNoun-es "Polycarp"-properNoun-en
"Polydorus"-properNoun-en "Polidoro"-properNoun-es
"Polidoro"-properNoun-es "Polydorus"-properNoun-en
"King Solomon"-properNoun-en "rey Salomón"-properNoun-es
"rey Salomón"-properNoun-es "King Solomon"-properNoun-en
"Telesphorus"-properNoun-en "Telésforo"-properNoun-es
"Telésforo"-properNoun-es "Telesphorus"-properNoun-en
"Rose of Lima"-properNoun-en "Rosa de Lima"-properNoun-es
"Rosa de Lima"-properNoun-es "Rose of Lima"-properNoun-en
"Bohai Sea"-properNoun-en "mar de Bohai"-properNoun-es
"mar de Bohai"-properNoun-es "Bohai Sea"-properNoun-en
"Dalian"-properNoun-en "Dalian"-properNoun-es
"Dalian"-properNoun-es "Dalian"-properNoun-en
"LanguageTool"-properNoun-en "LanguageTool"-properNoun-es
"LanguageTool"-properNoun-es "LanguageTool"-properNoun-en
"Dallas"-properNoun-en "Dallas"-properNoun-es
"Dallas"-properNoun-es "Dallas"-properNoun-en
"Vrchlabí"-properNoun-en "Vrchlabí"-properNoun-es
"Vrchlabí"-properNoun-es "Vrchlabí"-properNoun-en
"Brighton"-properNoun-en "Brighton"-properNoun-es
"Brighton"-properNoun-es "Brighton"-properNoun-en
"Jihomoravský kraj"-properNoun-en "Jihomoravský kraj"-properNoun-es
"Jihomoravský kraj"-properNoun-es "Jihomoravský kraj"-properNoun-en
"Hradec Králové"-properNoun-en "Hradec Králové"-properNoun-es
"Hradec Králové"-properNoun-es "Hradec Králové"-properNoun-en
"Brisbane"-properNoun-en "Brisbane"-properNoun-es
"Brisbane"-properNoun-es "Brisbane"-properNoun-en
"Rock of Gibraltar"-properNoun-en "Peñón de Gibraltar"-properNoun-es
"Peñón de Gibraltar"-properNoun-es "Rock of Gibraltar"-properNoun-en
"Eyjafjallajökull"-properNoun-en "Eyjafjallajökull"-properNoun-es
"Eyjafjallajökull"-properNoun-es "Eyjafjallajökull"-properNoun-en
"Ashton-Tate"-properNoun-en "Ashton-Tate"-properNoun-es
"Ashton-Tate"-properNoun-es "Ashton-Tate"-properNoun-en
"AZF"-properNoun-en "AZF"-properNoun-es
"AZF"-properNoun-es "AZF"-properNoun-en
"Victoria's Secret"-properNoun-en "Victoria's Secret"-properNoun-es
"Victoria's Secret"-properNoun-es "Victoria's Secret"-properNoun-en
"Monarch Gold"-properNoun-en "Monarch Gold"-properNoun-es
"Monarch Gold"-properNoun-es "Monarch Gold"-properNoun-en
"Queensland"-properNoun-en "Queensland"-properNoun-es
"Queensland"-properNoun-es "Queensland"-properNoun-en
"Donegal"-properNoun-en "Donegal"-properNoun-es
"Donegal"-properNoun-es "Donegal"-properNoun-en
"Dover"-properNoun-en "Dover"-properNoun-es
"Dover"-properNoun-es "Dover"-properNoun-en
"Japanese-American"-noun-en "americano de origen japonés"-noun-es
"americano de origen japonés"-noun-es "Japanese-American"-noun-en
"Hannukah"-noun-en "Janucá"-noun-es
"Janucá"-noun-es "Hannukah"-noun-en
"Chanukah"-noun-en "Jánuka"-noun-es
"Jánuka"-noun-es "Chanukah"-noun-en
"intuitivity"-noun-en "intuitividad"-noun-es
"intuitividad"-noun-es "intuitivity"-noun-en
"manoeuvrability"-noun-en "maniobrabilidad"-noun-es
"maniobrabilidad"-noun-es "manoeuvrability"-noun-en
"falsifiability"-noun-en "falsabilidad"-noun-es
"falsabilidad"-noun-es "falsifiability"-noun-en
"suaviloquence"-noun-en "suavilocuencia"-noun-es
"suavilocuencia"-noun-es "suaviloquence"-noun-en
"abstentionism"-noun-en "abstencionismo"-noun-es
"abstencionismo"-noun-es "abstentionism"-noun-en
"abstentionist"-noun-en "abstencionista"-noun-es
"abstencionista"-noun-es "abstentionist"-noun-en
"tripa"-noun-es "insides"-noun-en
"insides"-noun-en "tripa"-noun-es
"hospedaje"-noun-es "billet"-noun-en
"billet"-noun-en "hospedaje"-noun-es
"acp"-noun-en "acp"-noun-es
"acp"-noun-es "acp"-noun-en
