"refoje"-adverb-eo "otra vez"-adverb-es
"prigardi"-verb-eo "vigilar"-verb-es
"vigilar"-verb-es "prigardi"-verb-eo
"difini"-verb-eo "definir"-verb-es
"definir"-verb-es "difini"-verb-eo
"forzar"-verb-es "devigi"-verb-eo
"devigi"-verb-eo "forzar"-verb-es
"devigi"-verb-eo "obligar"-verb-es
"obligar"-verb-es "devigi"-verb-eo
"forlasi"-verb-eo "abandonar"-verb-es
"abandonar"-verb-es "forlasi"-verb-eo
"apartigi"-verb-eo "apartar"-verb-es
"apartar"-verb-es "apartigi"-verb-eo
"surteriĝi"-verb-eo "aterrizar"-verb-es
"aterrizar"-verb-es "surteriĝi"-verb-eo
"konveni"-verb-eo "convenir"-verb-es
"convenir"-verb-es "konveni"-verb-eo
"entrar"-verb-es "eniri"-verb-eo
"eniri"-verb-eo "entrar"-verb-es
"reconocer"-verb-es "rekoni"-verb-eo
"rekoni"-verb-eo "reconocer"-verb-es
"komenciĝi"-verb-eo "arrancar"-verb-es
"komenciĝi"-verb-eo "empezar"-verb-es
"arrancar"-verb-es "komenciĝi"-verb-eo
"arrancar"-verb-es "komenci"-verb-eo
"empezar"-verb-es "komenciĝi"-verb-eo
"empezar"-verb-es "komenci"-verb-eo
"komenci"-verb-eo "arrancar"-verb-es
"komenci"-verb-eo "empezar"-verb-es
"komenci"-verb-eo "comenzar"-verb-es
"comenzar"-verb-es "komenci"-verb-eo
"malfermi"-verb-eo "abrir"-verb-es
"abrir"-verb-es "malfermi"-verb-eo
"evoluigi"-verb-eo "desarrollar"-verb-es
"desarrollar"-verb-es "evoluigi"-verb-eo
"descentralizar"-verb-es "malcentralizi"-verb-eo
"malcentralizi"-verb-eo "descentralizar"-verb-es
"alargar"-verb-es "longigi"-verb-eo
"longigi"-verb-eo "alargar"-verb-es
"tondi"-verb-eo "cortar"-verb-es
"tondi"-verb-eo "tallar"-verb-es
"cortar"-verb-es "tondi"-verb-eo
"cortar"-verb-es "tajli"-verb-eo
"cortar"-verb-es "tranĉi"-verb-eo
"tallar"-verb-es "tondi"-verb-eo
"tallar"-verb-es "tranĉi"-verb-eo
"tajli"-verb-eo "cortar"-verb-es
"tranĉi"-verb-eo "cortar"-verb-es
"tranĉi"-verb-eo "tallar"-verb-es
"malakcepti"-verb-eo "rechazar"-verb-es
"rechazar"-verb-es "malakcepti"-verb-eo
"rechazar"-verb-es "rifuzi"-verb-eo
"rifuzi"-verb-eo "rechazar"-verb-es
"quedar"-verb-es "resti"-verb-eo
"resti"-verb-eo "quedar"-verb-es
"esperar"-verb-es "atendi"-verb-eo
"atendi"-verb-eo "esperar"-verb-es
"desear"-verb-es "deziri"-verb-eo
"deziri"-verb-eo "desear"-verb-es
"imagi"-verb-eo "imaginar"-verb-es
"imaginar"-verb-es "imagi"-verb-eo
"ĝui"-verb-eo "gozar"-verb-es
"gozar"-verb-es "ĝui"-verb-eo
"divertir"-verb-es "amuzi"-verb-eo
"amuzi"-verb-eo "divertir"-verb-es
"lui"-verb-eo "alquilar"-verb-es
"alquilar"-verb-es "lui"-verb-eo
"ludoni"-verb-eo "arrendar"-verb-es
"arrendar"-verb-es "ludoni"-verb-eo
"kreski"-verb-eo "crecer"-verb-es
"crecer"-verb-es "kreski"-verb-eo
"vidi"-verb-eo "ver"-verb-es
"ver"-verb-es "vidi"-verb-eo
"florecer"-verb-es "flori"-verb-eo
"flori"-verb-eo "florecer"-verb-es
"laŭdi"-verb-eo "alabar"-verb-es
"laŭdi"-verb-eo "loar"-verb-es
"alabar"-verb-es "laŭdi"-verb-eo
"loar"-verb-es "laŭdi"-verb-eo
"arrestar"-verb-es "aresti"-verb-eo
"aresti"-verb-eo "arrestar"-verb-es
"malimpliki"-verb-eo "desenmarañar"-verb-es
"malimpliki"-verb-eo "desenredar"-verb-es
"desenmarañar"-verb-es "malimpliki"-verb-eo
"desenredar"-verb-es "malimpliki"-verb-eo
"disvenki"-verb-eo "derrotar"-verb-es
"derrotar"-verb-es "disvenki"-verb-eo
"sekvi"-verb-eo "seguir"-verb-es
"seguir"-verb-es "sekvi"-verb-eo
"kvalifiki"-verb-eo "calificar"-verb-es
"kvalifiki"-verb-eo "cualificar"-verb-es
"calificar"-verb-es "kvalifiki"-verb-eo
"cualificar"-verb-es "kvalifiki"-verb-eo
"ordenar"-verb-es "ordigi"-verb-eo
"ordigi"-verb-eo "ordenar"-verb-es
"minaci"-verb-eo "amenazar"-verb-es
"amenazar"-verb-es "minaci"-verb-eo
"obei"-verb-eo "obedecer"-verb-es
"obedecer"-verb-es "obei"-verb-eo
"muerto"-adjective-es "malviva"-adjective-eo
"malviva"-adjective-eo "muerto"-adjective-es
"añadir"-verb-es "aldoni"-verb-eo
"aldoni"-verb-eo "añadir"-verb-es
"cerrar"-verb-es "fermi"-verb-eo
"fermi"-verb-eo "cerrar"-verb-es
"fermi"-verb-eo "candar"-verb-es
"fermi"-verb-eo "encerrar"-verb-es
"candar"-verb-es "fermi"-verb-eo
"encerrar"-verb-es "fermi"-verb-eo
"enhavi"-verb-eo "contener"-verb-es
"contener"-verb-es "enhavi"-verb-eo
"reprezenti"-verb-eo "representar"-verb-es
"representar"-verb-es "reprezenti"-verb-eo
"cometer"-verb-es "fari"-verb-eo
"kaŭzi"-verb-eo "causar"-verb-es
"causar"-verb-es "kaŭzi"-verb-eo
"gvidi"-verb-eo "encabezar"-verb-es
"gvidi"-verb-eo "guiar"-verb-es
"encabezar"-verb-es "gvidi"-verb-eo
"guiar"-verb-es "gvidi"-verb-eo
"titular"-verb-es "titoli"-verb-eo
"titoli"-verb-eo "titular"-verb-es
"denominar"-verb-es "nomi"-verb-eo
"nomi"-verb-eo "denominar"-verb-es
"nomi"-verb-eo "llamar"-verb-es
"nomi"-verb-eo "nombrar"-verb-es
"llamar"-verb-es "nomi"-verb-eo
"nombrar"-verb-es "nomi"-verb-eo
"nombrar"-verb-es "nomumi"-verb-eo
"nomumi"-verb-eo "nombrar"-verb-es
"nomumi"-verb-eo "nominar"-verb-es
"nominar"-verb-es "nomumi"-verb-eo
"sacudir"-verb-es "skui"-verb-eo
"skui"-verb-eo "sacudir"-verb-es
"suspektebla"-adjective-eo "sospechoso"-adjective-es
"sospechoso"-adjective-es "suspektebla"-adjective-eo
"sospechoso"-adjective-es "suspekta"-adjective-eo
"suspekta"-adjective-eo "sospechoso"-adjective-es
"limitar"-verb-es "randi"-verb-eo
"limitar"-verb-es "limigi"-verb-eo
"randi"-verb-eo "limitar"-verb-es
"limigi"-verb-eo "limitar"-verb-es
"limigi"-verb-eo "acotar"-verb-es
"acotar"-verb-es "limigi"-verb-eo
"ĉirkaŭi"-verb-eo "rodear"-verb-es
"rodear"-verb-es "ĉirkaŭi"-verb-eo
"elekti"-verb-eo "elegir"-verb-es
"elekti"-verb-eo "escoger"-verb-es
"elegir"-verb-es "elekti"-verb-eo
"escoger"-verb-es "elekti"-verb-eo
"kolekti"-verb-eo "recaudar"-verb-es
"kolekti"-verb-eo "recoger"-verb-es
"kolekti"-verb-eo "recabar"-verb-es
"kolekti"-verb-eo "coleccionar"-verb-es
"recaudar"-verb-es "kolekti"-verb-eo
"recoger"-verb-es "kolekti"-verb-eo
"recabar"-verb-es "kolekti"-verb-eo
"coleccionar"-verb-es "kolekti"-verb-eo
"perdi"-verb-eo "perder"-verb-es
"perder"-verb-es "perdi"-verb-eo
"amar"-verb-es "ami"-verb-eo
"ami"-verb-eo "amar"-verb-es
"ŝati"-verb-eo "agradar"-verb-es
"ŝati"-verb-eo "gustar"-verb-es
"ŝati"-verb-eo "apreciar"-verb-es
"agradar"-verb-es "ŝati"-verb-eo
"gustar"-verb-es "ŝati"-verb-eo
"apreciar"-verb-es "ŝati"-verb-eo
"manchar"-verb-es "makuli"-verb-eo
"makuli"-verb-eo "manchar"-verb-es
"herir"-verb-es "vundi"-verb-eo
"vundi"-verb-eo "herir"-verb-es
"doler"-verb-es "dolori"-verb-eo
"dolori"-verb-eo "doler"-verb-es
"venki"-verb-eo "vencer"-verb-es
"vencer"-verb-es "venki"-verb-eo
"devolver"-verb-es "reveni"-verb-eo
"reveni"-verb-eo "devolver"-verb-es
"reveni"-verb-eo "volver"-verb-es
"reveni"-verb-eo "regresar"-verb-es
"volver"-verb-es "reveni"-verb-eo
"regresar"-verb-es "reveni"-verb-eo
"aflikti"-verb-eo "afligir"-verb-es
"aflikti"-verb-eo "angustiar"-verb-es
"aflikti"-verb-eo "aquejar"-verb-es
"afligir"-verb-es "aflikti"-verb-eo
"angustiar"-verb-es "aflikti"-verb-eo
"aquejar"-verb-es "aflikti"-verb-eo
"plori"-verb-eo "llorar"-verb-es
"llorar"-verb-es "plori"-verb-eo
"doni"-verb-eo "dar"-verb-es
"doni"-verb-eo "impartir"-verb-es
"dar"-verb-es "doni"-verb-eo
"impartir"-verb-es "doni"-verb-eo
"cargar"-verb-es "ŝarĝi"-verb-eo
"ŝarĝi"-verb-eo "cargar"-verb-es
"investir"-verb-es "investi"-verb-eo
"investi"-verb-eo "investir"-verb-es
"investi"-verb-eo "invertir"-verb-es
"invertir"-verb-es "investi"-verb-eo
"invertir"-verb-es "inversigi"-verb-eo
"inversigi"-verb-eo "invertir"-verb-es
"nuligi"-verb-eo "anular"-verb-es
"nuligi"-verb-eo "cancelar"-verb-es
"anular"-verb-es "nuligi"-verb-eo
"cancelar"-verb-es "nuligi"-verb-eo
"poner"-verb-es "meti"-verb-eo
"poner"-verb-es "demeti"-verb-eo
"meti"-verb-eo "poner"-verb-es
"meti"-verb-eo "meter"-verb-es
"demeti"-verb-eo "poner"-verb-es
"meter"-verb-es "meti"-verb-eo
"ripozi"-verb-eo "descansar"-verb-es
"descansar"-verb-es "ripozi"-verb-eo
"atravesar"-verb-es "trapasi"-verb-eo
"trapasi"-verb-eo "atravesar"-verb-es
"komuniki"-verb-eo "comunicar"-verb-es
"comunicar"-verb-es "komuniki"-verb-eo
"ŝanĝi"-verb-eo "cambiar"-verb-es
"ŝanĝi"-verb-eo "canjear"-verb-es
"ŝanĝi"-verb-eo "trocar"-verb-es
"ŝanĝi"-verb-eo "alterar"-verb-es
"cambiar"-verb-es "ŝanĝi"-verb-eo
"canjear"-verb-es "ŝanĝi"-verb-eo
"trocar"-verb-es "ŝanĝi"-verb-eo
"alterar"-verb-es "ŝanĝi"-verb-eo
"ĝustigi"-verb-eo "rectificar"-verb-es
"rectificar"-verb-es "ĝustigi"-verb-eo
"bloki"-verb-eo "bloquear"-verb-es
"bloquear"-verb-es "bloki"-verb-eo
"kunvoki"-verb-eo "convocar"-verb-es
"convocar"-verb-es "kunvoki"-verb-eo
"maldungi"-verb-eo "despedir"-verb-es
"despedir"-verb-es "maldungi"-verb-eo
"enviar"-verb-es "sendi"-verb-eo
"sendi"-verb-eo "enviar"-verb-es
"enŝipiĝi"-verb-eo "embarcar"-verb-es
"embarcar"-verb-es "enŝipiĝi"-verb-eo
"pafi"-verb-eo "disparar"-verb-es
"disparar"-verb-es "pafi"-verb-eo
"verter"-verb-es "verŝi"-verb-eo
"verŝi"-verb-eo "verter"-verb-es
"verŝi"-verb-eo "derramar"-verb-es
"verŝi"-verb-eo "escanciar"-verb-es
"derramar"-verb-es "verŝi"-verb-eo
"escanciar"-verb-es "verŝi"-verb-eo
"calentar"-verb-es "varmigi"-verb-eo
"varmigi"-verb-eo "calentar"-verb-es
"animi"-verb-eo "animar"-verb-es
"animar"-verb-es "animi"-verb-eo
"animar"-verb-es "kuraĝigi"-verb-eo
"kuraĝigi"-verb-eo "animar"-verb-es
"aktivigi"-verb-eo "activar"-verb-es
"activar"-verb-es "aktivigi"-verb-eo
"superi"-verb-eo "superar"-verb-es
"superar"-verb-es "superi"-verb-eo
"produkti"-verb-eo "producir"-verb-es
"producir"-verb-es "produkti"-verb-eo
"emisii"-verb-eo "emitir"-verb-es
"emitir"-verb-es "emisii"-verb-eo
"malŝarĝi"-verb-eo "descargar"-verb-es
"descargar"-verb-es "malŝarĝi"-verb-eo
"descargar"-verb-es "elŝuti"-verb-eo
"descargar"-verb-es "eligi"-verb-eo
"elŝuti"-verb-eo "descargar"-verb-es
"eligi"-verb-eo "descargar"-verb-es
"destacar"-verb-es "reliefigi"-verb-eo
"reliefigi"-verb-eo "destacar"-verb-es
"reliefigi"-verb-eo "resaltar"-verb-es
"resaltar"-verb-es "reliefigi"-verb-eo
"rompi"-verb-eo "romper"-verb-es
"rompi"-verb-eo "quebrar"-verb-es
"romper"-verb-es "rompi"-verb-eo
"quebrar"-verb-es "rompi"-verb-eo
"quebrar"-verb-es "bankroti"-verb-eo
"bankroti"-verb-eo "quebrar"-verb-es
"iniciati"-verb-eo "iniciar"-verb-es
"iniciar"-verb-es "iniciati"-verb-eo
"iniciar"-verb-es "inici"-verb-eo
"inici"-verb-eo "iniciar"-verb-es
"enkonduki"-verb-eo "introducir"-verb-es
"introducir"-verb-es "enkonduki"-verb-eo
"introducir"-verb-es "enigi"-verb-eo
"enigi"-verb-eo "introducir"-verb-es
"golpear"-verb-es "frapi"-verb-eo
"frapi"-verb-eo "golpear"-verb-es
"frapi"-verb-eo "pegar"-verb-es
"pegar"-verb-es "frapi"-verb-eo
"bati"-verb-eo "batir"-verb-es
"batir"-verb-es "bati"-verb-eo
"batir"-verb-es "kirli"-verb-eo
"kirli"-verb-eo "batir"-verb-es
"ĝojigi"-verb-eo "alegrar"-verb-es
"alegrar"-verb-es "ĝojigi"-verb-eo
"saluti"-verb-eo "saludar"-verb-es
"saludar"-verb-es "saluti"-verb-eo
"llenar"-verb-es "plenigi"-verb-eo
"llenar"-verb-es "farĉi"-verb-eo
"plenigi"-verb-eo "llenar"-verb-es
"farĉi"-verb-eo "llenar"-verb-es
"gratuli"-verb-eo "felicitar"-verb-es
"felicitar"-verb-es "gratuli"-verb-eo
"ligar"-verb-es "ligi"-verb-eo
"ligi"-verb-eo "ligar"-verb-es
"ligi"-verb-eo "atar"-verb-es
"ligi"-verb-eo "vincular"-verb-es
"atar"-verb-es "ligi"-verb-eo
"vincular"-verb-es "ligi"-verb-eo
"malhelpi"-verb-eo "impedir"-verb-es
"malhelpi"-verb-eo "dificultar"-verb-es
"impedir"-verb-es "malhelpi"-verb-eo
"dificultar"-verb-es "malhelpi"-verb-eo
"premi"-verb-eo "pulsar"-verb-es
"pulsar"-verb-es "premi"-verb-eo
"reventar"-verb-es "krevi"-verb-eo
"krevi"-verb-eo "reventar"-verb-es
"eksplodi"-verb-eo "explotar"-verb-es
"eksplodi"-verb-eo "estallar"-verb-es
"explotar"-verb-es "eksplodi"-verb-eo
"explotar"-verb-es "ekspluati"-verb-eo
"estallar"-verb-es "eksplodi"-verb-eo
"ekspluati"-verb-eo "explotar"-verb-es
"hablar"-verb-es "paroli"-verb-eo
"paroli"-verb-eo "hablar"-verb-es
"ludi"-verb-eo "jugar"-verb-es
"jugar"-verb-es "ludi"-verb-eo
"confiar"-verb-es "fidi"-verb-eo
"fidi"-verb-eo "confiar"-verb-es
"regir"-verb-es "regi"-verb-eo
"regi"-verb-eo "regir"-verb-es
"regi"-verb-eo "gobernar"-verb-es
"gobernar"-verb-es "regi"-verb-eo
"veki"-verb-eo "despertar"-verb-es
"despertar"-verb-es "veki"-verb-eo
"despertar"-verb-es "vekiĝi"-verb-eo
"vekiĝi"-verb-eo "despertar"-verb-es
"encontrar"-verb-es "trovi"-verb-eo
"trovi"-verb-eo "encontrar"-verb-es
"trovi"-verb-eo "hallar"-verb-es
"hallar"-verb-es "trovi"-verb-eo
"iri"-verb-eo "ir"-verb-es
"ir"-verb-es "iri"-verb-eo
"procedi"-verb-eo "proceder"-verb-es
"proceder"-verb-es "procedi"-verb-eo
"daŭrigi"-verb-eo "continuar"-verb-es
"continuar"-verb-es "daŭrigi"-verb-eo
"continuar"-verb-es "kontinui"-verb-eo
"kontinui"-verb-eo "continuar"-verb-es
"plilongigi"-verb-eo "prolongar"-verb-es
"prolongar"-verb-es "plilongigi"-verb-eo
"prokrasti"-verb-eo "aplazar"-verb-es
"prokrasti"-verb-eo "retrasar"-verb-es
"prokrasti"-verb-eo "postponer"-verb-es
"aplazar"-verb-es "prokrasti"-verb-eo
"retrasar"-verb-es "prokrasti"-verb-eo
"postponer"-verb-es "prokrasti"-verb-eo
"engañar"-verb-es "trompi"-verb-eo
"trompi"-verb-eo "engañar"-verb-es
"trouzi"-verb-eo "abusar"-verb-es
"abusar"-verb-es "trouzi"-verb-eo
"mistrakti"-verb-eo "maltratar"-verb-es
"maltratar"-verb-es "mistrakti"-verb-eo
"antaŭvidi"-verb-eo "prever"-verb-es
"prever"-verb-es "antaŭvidi"-verb-eo
"diveni"-verb-eo "adivinar"-verb-es
"adivinar"-verb-es "diveni"-verb-eo
"aplastar"-verb-es "premplatigi"-verb-eo
"premplatigi"-verb-eo "aplastar"-verb-es
"molestar"-verb-es "ĝeni"-verb-eo
"ĝeni"-verb-eo "molestar"-verb-es
"reprimir"-verb-es "subpremi"-verb-eo
"subpremi"-verb-eo "reprimir"-verb-es
"konfuzi"-verb-eo "confundir"-verb-es
"confundir"-verb-es "konfuzi"-verb-eo
"agiti"-verb-eo "agitar"-verb-es
"agitar"-verb-es "agiti"-verb-eo
"deturni"-verb-eo "desviar"-verb-es
"desviar"-verb-es "deturni"-verb-eo
"parar"-verb-es "halti"-verb-eo
"halti"-verb-eo "parar"-verb-es
"halti"-verb-eo "detener"-verb-es
"detener"-verb-es "halti"-verb-eo
"provizi"-verb-eo "pertrechar"-verb-es
"pertrechar"-verb-es "provizi"-verb-eo
"alimentar"-verb-es "nutri"-verb-eo
"nutri"-verb-eo "alimentar"-verb-es
"nutri"-verb-eo "nutrir"-verb-es
"nutrir"-verb-es "nutri"-verb-eo
"eviti"-verb-eo "evitar"-verb-es
"evitar"-verb-es "eviti"-verb-eo
"elmontri"-verb-eo "exhibir"-verb-es
"exhibir"-verb-es "elmontri"-verb-eo
"presentar"-verb-es "prezenti"-verb-eo
"prezenti"-verb-eo "presentar"-verb-es
"senkreditigi"-verb-eo "desacreditar"-verb-es
"desacreditar"-verb-es "senkreditigi"-verb-eo
"detrui"-verb-eo "destruir"-verb-es
"destruir"-verb-es "detrui"-verb-eo
"caer"-verb-es "fali"-verb-eo
"fali"-verb-eo "caer"-verb-es
"torcer"-verb-es "tordi"-verb-eo
"tordi"-verb-eo "torcer"-verb-es
"falsi"-verb-eo "falsificar"-verb-es
"falsificar"-verb-es "falsi"-verb-eo
"celi"-verb-eo "apuntar"-verb-es
"apuntar"-verb-es "celi"-verb-eo
"priskribi"-verb-eo "describir"-verb-es
"describir"-verb-es "priskribi"-verb-eo
"kompari"-verb-eo "comparar"-verb-es
"comparar"-verb-es "kompari"-verb-eo
"najli"-verb-eo "clavar"-verb-es
"najli"-verb-eo "hincar"-verb-es
"clavar"-verb-es "najli"-verb-eo
"hincar"-verb-es "najli"-verb-eo
"deslizar"-verb-es "gliti"-verb-eo
"gliti"-verb-eo "deslizar"-verb-es
"gliti"-verb-eo "resbalar"-verb-es
"resbalar"-verb-es "gliti"-verb-eo
"lokumi"-verb-eo "colocar"-verb-es
"colocar"-verb-es "lokumi"-verb-eo
"colocar"-verb-es "loki"-verb-eo
"loki"-verb-eo "colocar"-verb-es
"situi"-verb-eo "ubicar"-verb-es
"situi"-verb-eo "situar"-verb-es
"ubicar"-verb-es "situi"-verb-eo
"situar"-verb-es "situi"-verb-eo
"distingi"-verb-eo "distinguir"-verb-es
"distinguir"-verb-es "distingi"-verb-eo
"dispecigi"-verb-eo "destrozar"-verb-es
"destrozar"-verb-es "dispecigi"-verb-eo
"emparejar"-verb-es "parigi"-verb-eo
"parigi"-verb-eo "emparejar"-verb-es
"aparecer"-verb-es "aperi"-verb-eo
"aperi"-verb-eo "aparecer"-verb-es
"abomeni"-verb-eo "aborrecer"-verb-es
"aborrecer"-verb-es "abomeni"-verb-eo
"fortigi"-verb-eo "fortalecer"-verb-es
"fortalecer"-verb-es "fortigi"-verb-eo
"konfirmi"-verb-eo "confirmar"-verb-es
"konfirmi"-verb-eo "refrendar"-verb-es
"confirmar"-verb-es "konfirmi"-verb-eo
"refrendar"-verb-es "konfirmi"-verb-eo
"trairi"-verb-eo "recorrer"-verb-es
"recorrer"-verb-es "trairi"-verb-eo
"plenumi"-verb-eo "cumplir"-verb-es
"cumplir"-verb-es "plenumi"-verb-eo
"blandir"-verb-es "svingi"-verb-eo
"svingi"-verb-eo "blandir"-verb-es
"disfaldi"-verb-eo "desplegar"-verb-es
"desplegar"-verb-es "disfaldi"-verb-eo
"okupi"-verb-eo "ocupar"-verb-es
"ocupar"-verb-es "okupi"-verb-eo
"usar"-verb-es "uzi"-verb-eo
"uzi"-verb-eo "usar"-verb-es
"uzi"-verb-eo "utilizar"-verb-es
"utilizar"-verb-es "uzi"-verb-eo
"ŝiri"-verb-eo "desgarrar"-verb-es
"desgarrar"-verb-es "ŝiri"-verb-eo
"praktiki"-verb-eo "practicar"-verb-es
"practicar"-verb-es "praktiki"-verb-eo
"purigi"-verb-eo "limpiar"-verb-es
"limpiar"-verb-es "purigi"-verb-eo
"akceli"-verb-eo "acelerar"-verb-es
"acelerar"-verb-es "akceli"-verb-eo
"ĵeti"-verb-eo "echar"-verb-es
"ĵeti"-verb-eo "tirar"-verb-es
"echar"-verb-es "ĵeti"-verb-eo
"tirar"-verb-es "ĵeti"-verb-eo
"alfronti"-verb-eo "afrontar"-verb-es
"alfronti"-verb-eo "enfrentar"-verb-es
"alfronti"-verb-eo "afrentar"-verb-es
"afrontar"-verb-es "alfronti"-verb-eo
"enfrentar"-verb-es "alfronti"-verb-eo
"afrentar"-verb-es "alfronti"-verb-eo
"estropear"-verb-es "difekti"-verb-eo
"difekti"-verb-eo "estropear"-verb-es
"gastar"-verb-es "elspezi"-verb-eo
"elspezi"-verb-eo "gastar"-verb-es
"solidigi"-verb-eo "consolidar"-verb-es
"consolidar"-verb-es "solidigi"-verb-eo
"validigi"-verb-eo "validar"-verb-es
"validar"-verb-es "validigi"-verb-eo
"remarcar"-verb-es "rimarki"-verb-eo
"rimarki"-verb-eo "remarcar"-verb-es
"rimarki"-verb-eo "notar"-verb-es
"notar"-verb-es "rimarki"-verb-eo
"noti"-verb-eo "anotar"-verb-es
"anotar"-verb-es "noti"-verb-eo
"diri"-verb-eo "decir"-verb-es
"decir"-verb-es "diri"-verb-eo
"rilatigi"-verb-eo "relacionar"-verb-es
"relacionar"-verb-es "rilatigi"-verb-eo
"trudi"-verb-eo "imponer"-verb-es
"imponer"-verb-es "trudi"-verb-eo
"spekti"-verb-eo "presenciar"-verb-es
"presenciar"-verb-es "spekti"-verb-eo
"registri"-verb-eo "grabar"-verb-es
"registri"-verb-eo "registrar"-verb-es
"grabar"-verb-es "registri"-verb-eo
"registrar"-verb-es "registri"-verb-eo
"ricevi"-verb-eo "recibir"-verb-es
"recibir"-verb-es "ricevi"-verb-eo
"valori"-verb-eo "valer"-verb-es
"valer"-verb-es "valori"-verb-eo
"robar"-verb-es "ŝteli"-verb-eo
"ŝteli"-verb-eo "robar"-verb-es
"ocultar"-verb-es "kaŝi"-verb-eo
"kaŝi"-verb-eo "ocultar"-verb-es
"kaŝi"-verb-eo "esconder"-verb-es
"esconder"-verb-es "kaŝi"-verb-eo
"mallumiĝi"-verb-eo "oscurecer"-verb-es
"oscurecer"-verb-es "mallumiĝi"-verb-eo
"averti"-verb-eo "prevenir"-verb-es
"averti"-verb-eo "advertir"-verb-es
"averti"-verb-eo "avisar"-verb-es
"prevenir"-verb-es "averti"-verb-eo
"advertir"-verb-es "averti"-verb-eo
"avisar"-verb-es "averti"-verb-eo
"disminuir"-verb-es "malkreski"-verb-eo
"malkreski"-verb-eo "disminuir"-verb-es
"acortar"-verb-es "mallongigi"-verb-eo
"mallongigi"-verb-eo "acortar"-verb-es
"mallongigi"-verb-eo "abreviar"-verb-es
"abreviar"-verb-es "mallongigi"-verb-eo
"deklinacii"-verb-eo "declinar"-verb-es
"declinar"-verb-es "deklinacii"-verb-eo
"rodar"-verb-es "ruliĝi"-verb-eo
"ruliĝi"-verb-eo "rodar"-verb-es
"volvi"-verb-eo "envolver"-verb-es
"envolver"-verb-es "volvi"-verb-eo
"malkaŝi"-verb-eo "revelar"-verb-es
"revelar"-verb-es "malkaŝi"-verb-eo
"kulpigi"-verb-eo "culpar"-verb-es
"culpar"-verb-es "kulpigi"-verb-eo
"ataki"-verb-eo "atacar"-verb-es
"atacar"-verb-es "ataki"-verb-eo
"enspezi"-verb-eo "cobrar"-verb-es
"cobrar"-verb-es "enspezi"-verb-eo
"gajni"-verb-eo "ganar"-verb-es
"ganar"-verb-es "gajni"-verb-eo
"tuŝi"-verb-eo "tocar"-verb-es
"tocar"-verb-es "tuŝi"-verb-eo
"savi"-verb-eo "salvar"-verb-es
"salvar"-verb-es "savi"-verb-eo
"reprodukti"-verb-eo "reproducir"-verb-es
"reproducir"-verb-es "reprodukti"-verb-eo
"havi"-verb-eo "tener"-verb-es
"havi"-verb-eo "haber"-verb-es
"tener"-verb-es "havi"-verb-eo
"haber"-verb-es "havi"-verb-eo
"participar"-verb-es "partopreni"-verb-eo
"partopreni"-verb-eo "participar"-verb-es
"interveni"-verb-eo "intervenir"-verb-es
"intervenir"-verb-es "interveni"-verb-eo
"faciligi"-verb-eo "facilitar"-verb-es
"facilitar"-verb-es "faciligi"-verb-eo
"argumenti"-verb-eo "argumentar"-verb-es
"argumentar"-verb-es "argumenti"-verb-eo
"malkonfirmi"-verb-eo "desmentir"-verb-es
"desmentir"-verb-es "malkonfirmi"-verb-eo
"sofocar"-verb-es "sufoki"-verb-eo
"sufoki"-verb-eo "sofocar"-verb-es
"nei"-verb-eo "negar"-verb-es
"negar"-verb-es "nei"-verb-eo
"prohibir"-verb-es "malpermesi"-verb-eo
"malpermesi"-verb-eo "prohibir"-verb-es
"aliri"-verb-eo "acceder"-verb-es
"acceder"-verb-es "aliri"-verb-eo
"adherir"-verb-es "adheri"-verb-eo
"adheri"-verb-eo "adherir"-verb-es
"fabriki"-verb-eo "fabricar"-verb-es
"fabricar"-verb-es "fabriki"-verb-eo
"formi"-verb-eo "formar"-verb-es
"formar"-verb-es "formi"-verb-eo
"deĉenigi"-verb-eo "desencadenar"-verb-es
"desencadenar"-verb-es "deĉenigi"-verb-eo
"fini"-verb-eo "acabar"-verb-es
"acabar"-verb-es "fini"-verb-eo
"acabar"-verb-es "finiĝi"-verb-eo
"finiĝi"-verb-eo "acabar"-verb-es
"kompletigi"-verb-eo "completar"-verb-es
"completar"-verb-es "kompletigi"-verb-eo
"ellabori"-verb-eo "elaborar"-verb-es
"elaborar"-verb-es "ellabori"-verb-eo
"konkludi"-verb-eo "concluir"-verb-es
"concluir"-verb-es "konkludi"-verb-eo
"kuri"-verb-eo "correr"-verb-es
"correr"-verb-es "kuri"-verb-eo
"pagi"-verb-eo "pagar"-verb-es
"pagi"-verb-eo "costear"-verb-es
"pagar"-verb-es "pagi"-verb-eo
"costear"-verb-es "pagi"-verb-eo
"aĉeti"-verb-eo "comprar"-verb-es
"comprar"-verb-es "aĉeti"-verb-eo
"pensi"-verb-eo "pensar"-verb-es
"pensar"-verb-es "pensi"-verb-eo
"opinii"-verb-eo "considerar"-verb-es
"considerar"-verb-es "opinii"-verb-eo
"considerar"-verb-es "konsideri"-verb-eo
"konsideri"-verb-eo "considerar"-verb-es
"absorber"-verb-es "absorbi"-verb-eo
"absorbi"-verb-eo "absorber"-verb-es
"enmiksi"-verb-eo "involucrar"-verb-es
"involucrar"-verb-es "enmiksi"-verb-eo
"adiestrar"-verb-es "dresi"-verb-eo
"dresi"-verb-eo "adiestrar"-verb-es
"korekti"-verb-eo "corregir"-verb-es
"corregir"-verb-es "korekti"-verb-eo
