"10a"-adjective-eo "X"-adjective-es
"expansionista"-adjective-es "ekspansiisma"-adjective-eo
"expansionista"-adjective-es "ekspansiista"-adjective-eo
"ekspansiista"-adjective-eo "expansionista"-adjective-es
"ekspansiismo"-noun-eo "expansionismo"-noun-es
"expansionismo"-noun-es "ekspansiismo"-noun-eo
"ekspedinto"-noun-eo "remitente"-noun-es
"remitente"-noun-es "ekspedinto"-noun-eo
"remitente"-noun-es "sendinto"-noun-eo
"sendinto"-noun-eo "remitente"-noun-es
"eksperimenti"-verb-eo "experimentar"-verb-es
"experimentar"-verb-es "eksperimenti"-verb-eo
"eksplodigilo"-noun-eo "explosivo"-noun-es
"explosivo"-noun-es "eksplodigilo"-noun-eo
"eksplodo"-noun-eo "boom"-noun-es
"eksplodo"-noun-eo "detonación"-noun-es
"eksplodo"-noun-eo "estallido"-noun-es
"boom"-noun-es "eksplodo"-noun-eo
"detonación"-noun-es "eksplodo"-noun-eo
"detonación"-noun-es "eksplodigo"-noun-eo
"estallido"-noun-es "eksplodo"-noun-eo
"eksplodigo"-noun-eo "detonación"-noun-es
"eksponento"-noun-eo "exponente"-noun-es
"exponente"-noun-es "eksponento"-noun-eo
"eksponi"-verb-eo "exponer"-verb-es
"exponer"-verb-es "eksponi"-verb-eo
"ekspresionisma"-adjective-eo "expresionista"-adjective-es
"expresionista"-adjective-es "ekspresionisma"-adjective-eo
"expresionista"-adjective-es "ekspresionista"-adjective-eo
"ekspresionista"-adjective-eo "expresionista"-adjective-es
"ekspresionisto"-noun-eo "expresionista"-noun-es
"expresionista"-noun-es "ekspresionisto"-noun-eo
"ekspreso"-noun-eo "emisario"-noun-es
"emisario"-noun-es "ekspreso"-noun-eo
"emisario"-noun-es "mesaĝisto"-noun-eo
"mesaĝisto"-noun-eo "emisario"-noun-es
"ekstere"-adverb-eo "a cielo abierto"-adverb-es
"ekstere"-adverb-eo "externamente"-adverb-es
"a cielo abierto"-adverb-es "ekstere"-adverb-eo
"externamente"-adverb-es "ekstere"-adverb-eo
"eksterigo"-noun-eo "exteriorización"-noun-es
"exteriorización"-noun-es "eksterigo"-noun-eo
"exteriorización"-noun-es "eksteriĝo"-noun-eo
"eksteriĝo"-noun-eo "exteriorización"-noun-es
"extranjero"-adjective-es "alilanda"-adjective-eo
"alilanda"-adjective-eo "extranjero"-adjective-es
"extranjero"-noun-es "eksterlando"-noun-eo
"extranjero"-noun-es "alilandano"-noun-eo
"eksterlando"-noun-eo "extranjero"-noun-es
"alilandano"-noun-eo "extranjero"-noun-es
"eksterordinare"-adverb-eo "extraordinariamente"-adverb-es
"extraordinariamente"-adverb-es "eksterordinare"-adverb-eo
"eksterpoli"-verb-eo "extrapolar"-verb-es
"extrapolar"-verb-es "eksterpoli"-verb-eo
"extrapolar"-verb-es "ekstrapoli"-verb-eo
"ekstrapoli"-verb-eo "extrapolar"-verb-es
"ekstertera"-adjective-eo "extraterrestre"-adjective-es
"extraterrestre"-adjective-es "ekstertera"-adjective-eo
"ekstra"-adjective-eo "extra"-adjective-es
"extra"-adjective-es "ekstra"-adjective-eo
"ekstradicii"-verb-eo "extraditar"-verb-es
"extraditar"-verb-es "ekstradicii"-verb-eo
"ekstrakto"-noun-eo "extracto"-noun-es
"extracto"-noun-es "ekstrakto"-noun-eo
"extracto"-noun-es "infuzaĵo"-noun-eo
"infuzaĵo"-noun-eo "extracto"-noun-es
"infuzaĵo"-noun-eo "infusión"-noun-es
"ekstravaganca"-adjective-eo "extravagante"-adjective-es
"extravagante"-adjective-es "ekstravaganca"-adjective-eo
"ekstravaganco"-noun-eo "extravagancia"-noun-es
"extravagancia"-noun-es "ekstravaganco"-noun-eo
"Ekstremaduro"-properNoun-eo "Extremadura"-properNoun-es
"Extremadura"-properNoun-es "Ekstremaduro"-properNoun-eo
"ekstremaĵo"-noun-eo "extremidad"-noun-es
"extremidad"-noun-es "ekstremaĵo"-noun-eo
"ekstreme"-adverb-eo "a más no poder"-adverb-es
"a más no poder"-adverb-es "ekstreme"-adverb-eo
"extremista"-adjective-es "ekstremista"-adjective-eo
"ekstremista"-adjective-eo "extremista"-adjective-es
"ekstremisto"-noun-eo "extremista"-noun-es
"extremista"-noun-es "ekstremisto"-noun-eo
"ekstremo"-noun-eo "extremo"-noun-es
"extremo"-noun-es "ekstremo"-noun-eo
"ekvatora"-adjective-eo "ecuatorial"-adjective-es
"ecuatorial"-adjective-es "ekvatora"-adjective-eo
"Ekvatora Gvineo"-properNoun-eo "Guinea Ecuatorial"-properNoun-es
"Guinea Ecuatorial"-properNoun-es "Ekvatora Gvineo"-properNoun-eo
"ekvilibristo"-noun-eo "equilibrista"-noun-es
"equilibrista"-noun-es "ekvilibristo"-noun-eo
"ekvinokso"-noun-eo "equinoccio"-noun-es
"equinoccio"-noun-es "ekvinokso"-noun-eo
"ekzakteco"-noun-eo "exactitud"-noun-es
"exactitud"-noun-es "ekzakteco"-noun-eo
"ekzalti"-verb-eo "exaltar"-verb-es
"exaltar"-verb-es "ekzalti"-verb-eo
"ekzegezo"-noun-eo "exégesis"-noun-es
"exégesis"-noun-es "ekzegezo"-noun-eo
"ekzekutivo"-noun-eo "ejecutivo"-noun-es
"ejecutivo"-noun-es "ekzekutivo"-noun-eo
"ekzemo"-noun-eo "eccema"-noun-es
"ekzemo"-noun-eo "eczema"-noun-es
"eccema"-noun-es "ekzemo"-noun-eo
"eczema"-noun-es "ekzemo"-noun-eo
"ekzemple"-adverb-eo "por ejemplo"-adverb-es
"por ejemplo"-adverb-es "ekzemple"-adverb-eo
"experto"-adjective-es "lerta"-adjective-eo
"lerta"-adjective-eo "experto"-adjective-es
"lerta"-adjective-eo "diestro"-adjective-es
"lerta"-adjective-eo "ágil"-adjective-es
"ekzilo"-noun-eo "destierro"-noun-es
"destierro"-noun-es "ekzilo"-noun-eo
"destierro"-noun-es "proskribo"-noun-eo
"proskribo"-noun-eo "destierro"-noun-es
"ekzistadismo"-noun-eo "existencialismo"-noun-es
"existencialismo"-noun-es "ekzistadismo"-noun-eo
"existencialismo"-noun-es "ekzistismo"-noun-eo
"ekzistismo"-noun-eo "existencialismo"-noun-es
"ekzisti"-verb-eo "existir"-verb-es
"existir"-verb-es "ekzisti"-verb-eo
"ekzota"-adjective-eo "exótico"-adjective-es
"exótico"-adjective-es "ekzota"-adjective-eo
"el"-preposition-eo "proveniente de"-preposition-es
"proveniente de"-preposition-es "el"-preposition-eo
"elasta"-adjective-eo "elástico"-adjective-es
"elástico"-adjective-es "elasta"-adjective-eo
"eldevigo"-noun-eo "exacción"-noun-es
"eldevigo"-noun-eo "extorsión"-noun-es
"exacción"-noun-es "eldevigo"-noun-eo
"extorsión"-noun-es "eldevigo"-noun-eo
"eldonado"-noun-eo "publicación"-noun-es
"publicación"-noun-es "eldonado"-noun-eo
"publicación"-noun-es "publikigaĵo"-noun-eo
"publikigaĵo"-noun-eo "publicación"-noun-es
"eldonkvanto"-noun-eo "tirada"-noun-es
"tirada"-noun-es "eldonkvanto"-noun-eo
"elekta"-adjective-eo "elector"-adjective-es
"elector"-adjective-es "elekta"-adjective-eo
"elector"-adjective-es "voĉdona"-adjective-eo
"voĉdona"-adjective-eo "elector"-adjective-es
"voĉdona"-adjective-eo "electoral"-adjective-es
"elektanto"-noun-eo "elector"-noun-es
"elector"-noun-es "elektanto"-noun-eo
"elector"-noun-es "voĉdonanto"-noun-eo
"voĉdonanto"-noun-eo "elector"-noun-es
"elektita"-adjective-eo "electo"-adjective-es
"electo"-adjective-es "elektita"-adjective-eo
"elektra hejmilo"-noun-eo "electrodoméstico"-noun-es
"electrodoméstico"-noun-es "elektra hejmilo"-noun-eo
"elektre"-adverb-eo "eléctricamente"-adverb-es
"eléctricamente"-adverb-es "elektre"-adverb-eo
"elektristo"-noun-eo "electricista"-noun-es
"electricista"-noun-es "elektristo"-noun-eo
"elektrodo"-noun-eo "electrodo"-noun-es
"electrodo"-noun-es "elektrodo"-noun-eo
"elektroĥemia"-adjective-eo "electroquímico"-adjective-es
"electroquímico"-adjective-es "elektroĥemia"-adjective-eo
"electroquímico"-adjective-es "elektrokemia"-adjective-eo
"elektrokemia"-adjective-eo "electroquímico"-adjective-es
"elektromagnetismo"-noun-eo "electromagnetismo"-noun-es
"electromagnetismo"-noun-es "elektromagnetismo"-noun-eo
"elektromagneto"-noun-eo "electroimán"-noun-es
"electroimán"-noun-es "elektromagneto"-noun-eo
"elektrometro"-noun-eo "electrómetro"-noun-es
"electrómetro"-noun-es "elektrometro"-noun-eo
"elektronike"-adverb-eo "electrónicamente"-adverb-es
"electrónicamente"-adverb-es "elektronike"-adverb-eo
"elektroskopo"-noun-eo "electroscopio"-noun-es
"electroscopio"-noun-es "elektroskopo"-noun-eo
"elektrostatika"-adjective-eo "electrostático"-adjective-es
"electrostático"-adjective-es "elektrostatika"-adjective-eo
"Eleonora"-properNoun-eo "Leonor"-properNoun-es
"Leonor"-properNoun-es "Eleonora"-properNoun-eo
"Leonor"-properNoun-es "Leonor"-properNoun-eo
"Leonor"-properNoun-eo "Leonor"-properNoun-es
"elevatoro"-noun-eo "elevador"-noun-es
"elevador"-noun-es "elevatoro"-noun-eo
"elevador"-noun-es "lifto"-noun-eo
"lifto"-noun-eo "elevador"-noun-es
"elfo"-noun-eo "elfo"-noun-es
"elfo"-noun-es "elfo"-noun-eo
"eliksiro"-noun-eo "elixir"-noun-es
"elixir"-noun-es "eliksiro"-noun-eo
"elimina"-adjective-eo "eliminatorio"-adjective-es
"eliminatorio"-adjective-es "elimina"-adjective-eo
"eliminación"-noun-es "forigo"-noun-eo
"elipsoido"-noun-eo "elipsoide"-noun-es
"elipsoide"-noun-es "elipsoido"-noun-eo
"elitismo"-noun-eo "elitismo"-noun-es
"elitismo"-noun-es "elitismo"-noun-eo
"elitro"-noun-eo "élitro"-noun-es
"élitro"-noun-es "elitro"-noun-eo
"Eliza"-properNoun-eo "Elisa"-properNoun-es
"Elisa"-properNoun-es "Eliza"-properNoun-eo
"Elisa"-properNoun-es "Elisa"-properNoun-eo
"Elisa"-properNoun-eo "Elisa"-properNoun-es
"Elizeo"-properNoun-eo "Elíseo"-properNoun-es
"Elíseo"-properNoun-es "Elizeo"-properNoun-eo
"emigración"-noun-es "elmigrintaro"-noun-eo
"emigración"-noun-es "migrado"-noun-eo
"elmigrintaro"-noun-eo "emigración"-noun-es
"migrado"-noun-eo "emigración"-noun-es
"elmigrinta"-adjective-eo "emigrante"-adjective-es
"emigrante"-adjective-es "elmigrinta"-adjective-eo
"elmigrinto"-noun-eo "emigrante"-noun-es
"emigrante"-noun-es "elmigrinto"-noun-eo
"elmontro"-noun-eo "alarde"-noun-es
"alarde"-noun-es "elmontro"-noun-eo
"elokventa"-adjective-eo "elocuente"-adjective-es
"elocuente"-adjective-es "elokventa"-adjective-eo
"elpagi"-verb-eo "amortizar"-verb-es
"amortizar"-verb-es "elpagi"-verb-eo
"elpatrujigo"-noun-eo "expatriación"-noun-es
"expatriación"-noun-es "elpatrujigo"-noun-eo
"elpreno"-noun-eo "extracción"-noun-es
"extracción"-noun-es "elpreno"-noun-eo
"extracción"-noun-es "eltiro"-noun-eo
"eltiro"-noun-eo "extracción"-noun-es
"eltiro"-noun-eo "sustracción"-noun-es
"elreviĝo"-noun-eo "desencanto"-noun-es
"elreviĝo"-noun-eo "desengaño"-noun-es
"desencanto"-noun-es "elreviĝo"-noun-eo
"desengaño"-noun-es "elreviĝo"-noun-eo
"apagar"-verb-es "malŝalti"-verb-eo
"malŝalti"-verb-eo "apagar"-verb-es
"malŝalti"-verb-eo "desenchufar"-verb-es
"elsendo"-noun-eo "retransmisión"-noun-es
"retransmisión"-noun-es "elsendo"-noun-eo
"emisión"-noun-es "emisio"-noun-eo
"emisio"-noun-eo "emisión"-noun-es
"elŝipiĝo"-noun-eo "desembarco"-noun-es
"desembarco"-noun-es "elŝipiĝo"-noun-eo
"desembarco"-noun-es "surteriĝo"-noun-eo
"surteriĝo"-noun-eo "desembarco"-noun-es
"surteriĝo"-noun-eo "aterrizaje"-noun-es
"elstara"-adjective-eo "prominente"-adjective-es
"elstara"-adjective-eo "sobresaliente"-adjective-es
"prominente"-adjective-es "elstara"-adjective-eo
"sobresaliente"-adjective-es "elstara"-adjective-eo
"eltenebla"-adjective-eo "soportable"-adjective-es
"soportable"-adjective-es "eltenebla"-adjective-eo
"sustracción"-noun-es "eltiro"-noun-eo
"eltondado"-noun-eo "recorte"-noun-es
"recorte"-noun-es "eltondado"-noun-eo
"recorte"-noun-es "redukto"-noun-eo
"recorte"-noun-es "eltondaĵo"-noun-eo
"redukto"-noun-eo "recorte"-noun-es
"eltondaĵo"-noun-eo "recorte"-noun-es
"eluzita"-adjective-eo "gastado"-adjective-es
"gastado"-adjective-es "eluzita"-adjective-eo
"elvoka"-adjective-eo "evocador"-adjective-es
"evocador"-adjective-es "elvoka"-adjective-eo
"emajlo"-noun-eo "esmalte"-noun-es
"esmalte"-noun-es "emajlo"-noun-eo
"emanado"-noun-eo "emanación"-noun-es
"emanación"-noun-es "emanado"-noun-eo
"emanación"-noun-es "emanaĵo"-noun-eo
"emanación"-noun-es "emano"-noun-eo
"emanaĵo"-noun-eo "emanación"-noun-es
"emano"-noun-eo "emanación"-noun-es
"emancipo"-noun-eo "emancipación"-noun-es
"emancipación"-noun-es "emancipo"-noun-eo
"emancipación"-noun-es "emancipiĝo"-noun-eo
"emancipación"-noun-es "emancipado"-noun-eo
"emancipiĝo"-noun-eo "emancipación"-noun-es
"emancipado"-noun-eo "emancipación"-noun-es
"emani"-verb-eo "emanar"-verb-es
"emanar"-verb-es "emani"-verb-eo
"embarasa"-adjective-eo "embarazoso"-adjective-es
"embarazoso"-adjective-es "embarasa"-adjective-eo
"embaraso"-noun-eo "confusión"-noun-es
"confusión"-noun-es "embaraso"-noun-eo
"emblemo"-noun-eo "distintivo"-noun-es
"emblemo"-noun-eo "emblema"-noun-es
"distintivo"-noun-es "emblemo"-noun-eo
"emblema"-noun-es "emblemo"-noun-eo
"embrazuro"-noun-eo "tronera"-noun-es
"tronera"-noun-es "embrazuro"-noun-eo
"embriologio"-noun-eo "embriología"-noun-es
"embriología"-noun-es "embriologio"-noun-eo
"embusko"-noun-eo "emboscada"-noun-es
"emboscada"-noun-es "embusko"-noun-eo
"emerita"-adjective-eo "jubilado"-adjective-es
"jubilado"-adjective-es "emerita"-adjective-eo
"jubilado"-adjective-es "pensiita"-adjective-eo
"pensiita"-adjective-eo "jubilado"-adjective-es
"emerituro"-noun-eo "pensión de jubilación"-noun-es
"pensión de jubilación"-noun-es "emerituro"-noun-eo
"emfazi"-verb-eo "enfatizar"-verb-es
"enfatizar"-verb-es "emfazi"-verb-eo
"emfizemo"-noun-eo "enfisema"-noun-es
"enfisema"-noun-es "emfizemo"-noun-eo
"Emilio"-properNoun-eo "Emilio"-properNoun-es
"Emilio"-properNoun-es "Emilio"-properNoun-eo
"eminenco"-noun-eo "eminencia"-noun-es
"eminencia"-noun-es "eminenco"-noun-eo
"eminencia"-noun-es "eminentulo"-noun-eo
"eminentulo"-noun-eo "eminencia"-noun-es
"eminenta"-adjective-eo "eminente"-adjective-es
"eminenta"-adjective-eo "ilustre"-adjective-es
"eminente"-adjective-es "eminenta"-adjective-eo
"ilustre"-adjective-es "eminenta"-adjective-eo
"emirejo"-noun-eo "emirato"-noun-es
"emirato"-noun-es "emirejo"-noun-eo
"emirato"-noun-es "emirlando"-noun-eo
"emirlando"-noun-eo "emirato"-noun-es
"emo"-noun-eo "debilidad"-noun-es
"debilidad"-noun-es "emo"-noun-eo
"debilidad"-noun-es "malforto"-noun-eo
"debilidad"-noun-es "malforteco"-noun-eo
"malforto"-noun-eo "debilidad"-noun-es
"malforteco"-noun-eo "debilidad"-noun-es
"emocia"-adjective-eo "emocional"-adjective-es
"emocia"-adjective-eo "emotivo"-adjective-es
"emocional"-adjective-es "emocia"-adjective-eo
"emotivo"-adjective-es "emocia"-adjective-eo
"emocii"-verb-eo "emocionar"-verb-es
"emocionar"-verb-es "emocii"-verb-eo
"empiria"-adjective-eo "empírico"-adjective-es
"empírico"-adjective-es "empiria"-adjective-eo
"empirie"-adverb-eo "empíricamente"-adverb-es
"empíricamente"-adverb-es "empirie"-adverb-eo
"empiriismo"-noun-eo "empirismo"-noun-es
"empirismo"-noun-es "empiriismo"-noun-eo
"emulsio"-noun-eo "emulsión"-noun-es
"emulsión"-noun-es "emulsio"-noun-eo
"dentro de"-preposition-es "ene de"-preposition-eo
"dentro de"-preposition-es "interne de"-preposition-eo
"ene de"-preposition-eo "dentro de"-preposition-es
"interne de"-preposition-eo "dentro de"-preposition-es
"en ansera vico"-adverb-eo "en fila india"-adverb-es
"en fila india"-adverb-es "en ansera vico"-adverb-eo
"en konsento kun"-preposition-eo "conforme a"-preposition-es
"en konsento kun"-preposition-eo "de acuerdo con"-preposition-es
"conforme a"-preposition-es "en konsento kun"-preposition-eo
"conforme a"-preposition-es "konforme al"-preposition-eo
"de acuerdo con"-preposition-es "en konsento kun"-preposition-eo
"de acuerdo con"-preposition-es "konforme al"-preposition-eo
"konforme al"-preposition-eo "conforme a"-preposition-es
"konforme al"-preposition-eo "de acuerdo con"-preposition-es
"konforme al"-preposition-eo "a tenor de"-preposition-es
"konforme al"-preposition-eo "de conformidad con"-preposition-es
"en la malnova tempo"-adverb-eo "antiguamente"-adverb-es
"antiguamente"-adverb-es "en la malnova tempo"-adverb-eo
"en la mezo de"-preposition-eo "en medio de"-preposition-es
"en medio de"-preposition-es "en la mezo de"-preposition-eo
"en la pasintaj tempoj"-adverb-eo "antaño"-adverb-es
"antaño"-adverb-es "en la pasintaj tempoj"-adverb-eo
"en malfacila situacio"-adverb-eo "en dificultades"-adverb-es
"en dificultades"-adverb-es "en malfacila situacio"-adverb-eo
"en vico"-adverb-eo "en hilera"-adverb-es
"en hilera"-adverb-es "en vico"-adverb-eo
"encefalo"-noun-eo "encéfalo"-noun-es
"encéfalo"-noun-es "encefalo"-noun-eo
"encefalopatio"-noun-eo "encefalopatía"-noun-es
"encefalopatía"-noun-es "encefalopatio"-noun-eo
"endivio"-noun-eo "endibia"-noun-es
"endivio"-noun-eo "escarola"-noun-es
"endibia"-noun-es "endivio"-noun-eo
"escarola"-noun-es "endivio"-noun-eo
"endokarpo"-noun-eo "endocarpio"-noun-es
"endocarpio"-noun-es "endokarpo"-noun-eo
"endoskopio"-noun-eo "endoscopia"-noun-es
"endoscopia"-noun-es "endoskopio"-noun-eo
"endoterma"-adjective-eo "endotérmico"-adjective-es
"endotérmico"-adjective-es "endoterma"-adjective-eo
"Enel"-properNoun-eo "Enel"-properNoun-es
"Enel"-properNoun-es "Enel"-properNoun-eo
"enen"-adverb-eo "hacia adentro"-adverb-es
"hacia adentro"-adverb-es "enen"-adverb-eo
"Eneo"-properNoun-eo "Eneas"-properNoun-es
"Eneas"-properNoun-es "Eneo"-properNoun-eo
"energia"-adjective-eo "enérgico"-adjective-es
"enérgico"-adjective-es "energia"-adjective-eo
"energie"-adverb-eo "enérgicamente"-adverb-es
"enérgicamente"-adverb-es "energie"-adverb-eo
"enfermiĝo"-noun-eo "encierro"-noun-es
"encierro"-noun-es "enfermiĝo"-noun-eo
"enfokusigo"-noun-eo "enfoque"-noun-es
"enfoque"-noun-es "enfokusigo"-noun-eo
"enfoque"-noun-es "kadrado"-noun-eo
"kadrado"-noun-eo "enfoque"-noun-es
"hospitalización"-noun-es "enhospitaliĝo"-noun-eo
"enhospitaliĝo"-noun-eo "hospitalización"-noun-es
"enigmo"-noun-eo "enigma"-noun-es
"enigma"-noun-es "enigmo"-noun-eo
"enkarcerigo"-noun-eo "encarcelamiento"-noun-es
"encarcelamiento"-noun-es "enkarcerigo"-noun-eo
"enketo"-noun-eo "pesquisa"-noun-es
"enketo"-noun-eo "sumario"-noun-es
"pesquisa"-noun-es "enketo"-noun-eo
"sumario"-noun-es "enketo"-noun-eo
"enklavo"-noun-eo "enclave"-noun-es
"enclave"-noun-es "enklavo"-noun-eo
"preludio"-noun-es "enkonduko"-noun-eo
"enmemorigo"-noun-eo "memorización"-noun-es
"memorización"-noun-es "enmemorigo"-noun-eo
"memorización"-noun-es "parkerigo"-noun-eo
"parkerigo"-noun-eo "memorización"-noun-es
"comercialización"-noun-es "surmerkatigo"-noun-eo
"comercialización"-noun-es "surmerkatiĝo"-noun-eo
"surmerkatigo"-noun-eo "comercialización"-noun-es
"surmerkatiĝo"-noun-eo "comercialización"-noun-es
"enmeto"-noun-eo "inserción"-noun-es
"inserción"-noun-es "enmeto"-noun-eo
"inserción"-noun-es "enmetaĵo"-noun-eo
"enmetaĵo"-noun-eo "inserción"-noun-es
"enmiksiĝo"-noun-eo "injerencia"-noun-es
"injerencia"-noun-es "enmiksiĝo"-noun-eo
"eno"-noun-eo "yen"-noun-es
"yen"-noun-es "eno"-noun-eo
"enoficigo"-noun-eo "nombramiento"-noun-es
"nombramiento"-noun-es "enoficigo"-noun-eo
"nombramiento"-noun-es "nomumo"-noun-eo
"nomumo"-noun-eo "nombramiento"-noun-es
"enspezo"-noun-eo "gasto"-noun-es
"gasto"-noun-es "enspezo"-noun-eo
"gasto"-noun-es "konsumado"-noun-eo
"konsumado"-noun-eo "gasto"-noun-es
"entjero"-noun-eo "entero"-noun-es
"entero"-noun-es "entjero"-noun-eo
"entidad"-noun-es "societo"-noun-eo
"societo"-noun-eo "entidad"-noun-es
"entierro"-noun-es "enterigo"-noun-eo
"enterigo"-noun-eo "entierro"-noun-es
"entomologio"-noun-eo "entomología"-noun-es
"entomología"-noun-es "entomologio"-noun-eo
"entreprenisto"-noun-eo "contratista"-noun-es
"entreprenisto"-noun-eo "empresario"-noun-es
"contratista"-noun-es "entreprenisto"-noun-eo
"empresario"-noun-es "entreprenisto"-noun-eo
"entrepreno"-noun-eo "establecimiento"-noun-es
"establecimiento"-noun-es "entrepreno"-noun-eo
"establecimiento"-noun-es "firmao"-noun-eo
"establecimiento"-noun-es "firmo"-noun-eo
"establecimiento"-noun-es "fondo"-noun-eo
"establecimiento"-noun-es "instalaĵo"-noun-eo
"firmao"-noun-eo "establecimiento"-noun-es
"firmo"-noun-eo "establecimiento"-noun-es
"fondo"-noun-eo "establecimiento"-noun-es
"instalaĵo"-noun-eo "establecimiento"-noun-es
"entuziasmulo"-noun-eo "entusiasta"-noun-es
"entusiasta"-noun-es "entuziasmulo"-noun-eo
"enuiga"-adjective-eo "aburrido"-adjective-es
"aburrido"-adjective-es "enuiga"-adjective-eo
"aburrido"-adjective-es "teda"-adjective-eo
"teda"-adjective-eo "aburrido"-adjective-es
"teda"-adjective-eo "tedioso"-adjective-es
"enuige"-adverb-eo "aburridamente"-adverb-es
"aburridamente"-adverb-es "enuige"-adverb-eo
"enviinda"-adjective-eo "envidiable"-adjective-es
"envidiable"-adjective-es "enviinda"-adjective-eo
"envolvaĵo"-noun-eo "envoltura"-noun-es
"envoltura"-noun-es "envolvaĵo"-noun-eo
"enzimo"-noun-eo "enzima"-noun-es
"enzima"-noun-es "enzimo"-noun-eo
"eozino"-noun-eo "eosina"-noun-es
"eosina"-noun-es "eozino"-noun-eo
"epidemiologio"-noun-eo "epidemiología"-noun-es
"epidemiología"-noun-es "epidemiologio"-noun-eo
"epigloto"-noun-eo "epiglotis"-noun-es
"epiglotis"-noun-es "epigloto"-noun-eo
"epigrafo"-noun-eo "epígrafe"-noun-es
"epígrafe"-noun-es "epigrafo"-noun-eo
"epigramo"-noun-eo "epigrama"-noun-es
"epigrama"-noun-es "epigramo"-noun-eo
"epilepsio"-noun-eo "epilepsia"-noun-es
"epilepsia"-noun-es "epilepsio"-noun-eo
"episkoparo"-noun-eo "episcopado"-noun-es
"episcopado"-noun-es "episkoparo"-noun-eo
"obispado"-noun-es "episkoplando"-noun-eo
"episkoplando"-noun-eo "obispado"-noun-es
"epistolo"-noun-eo "epístola"-noun-es
"epístola"-noun-es "epistolo"-noun-eo
"epitafo"-noun-eo "epitafio"-noun-es
"epitafio"-noun-es "epitafo"-noun-eo
"epitelio"-noun-eo "epitelio"-noun-es
"epitelio"-noun-es "epitelio"-noun-eo
"epiteto"-noun-eo "epíteto"-noun-es
"epíteto"-noun-es "epiteto"-noun-eo
"galón"-noun-es "epoleto"-noun-eo
"galón"-noun-es "galono"-noun-eo
"galono"-noun-eo "galón"-noun-es
"epopea"-adjective-eo "épico"-adjective-es
"épico"-adjective-es "epopea"-adjective-eo
"epopeo"-noun-eo "epopeya"-noun-es
"epopeya"-noun-es "epopeo"-noun-eo
"era"-noun-es "ero"-noun-eo
"ero"-noun-eo "era"-noun-es
"ero"-noun-eo "partícula"-noun-es
"erara"-adjective-eo "equivocado"-adjective-es
"erara"-adjective-eo "erróneo"-adjective-es
"equivocado"-adjective-es "erara"-adjective-eo
"equivocado"-adjective-es "malkorekta"-adjective-eo
"erróneo"-adjective-es "erara"-adjective-eo
"malkorekta"-adjective-eo "equivocado"-adjective-es
"erare"-adverb-eo "erróneamente"-adverb-es
"erróneamente"-adverb-es "erare"-adverb-eo
"eraro"-noun-eo "equivocación"-noun-es
"equivocación"-noun-es "eraro"-noun-eo
"erbio"-noun-eo "erbio"-noun-es
"erbio"-noun-es "erbio"-noun-eo
"ergonomia"-adjective-eo "ergonómico"-adjective-es
"ergonómico"-adjective-es "ergonomia"-adjective-eo
"ergonomio"-noun-eo "ergonomía"-noun-es
"ergonomía"-noun-es "ergonomio"-noun-eo
"Ericsson"-properNoun-eo "Ericsson"-properNoun-es
"Ericsson"-properNoun-es "Ericsson"-properNoun-eo
"eriko"-noun-eo "brezo"-noun-es
"brezo"-noun-es "eriko"-noun-eo
"erinaco"-noun-eo "erizo"-noun-es
"erizo"-noun-es "erinaco"-noun-eo
"ermeno"-noun-eo "armiño"-noun-es
"armiño"-noun-es "ermeno"-noun-eo
"ermitejo"-noun-eo "ermita"-noun-es
"ermita"-noun-es "ermitejo"-noun-eo
"Ernesto"-properNoun-eo "Ernesto"-properNoun-es
"Ernesto"-properNoun-es "Ernesto"-properNoun-eo
"partícula"-noun-es "ero"-noun-eo
"partícula"-noun-es "partiklo"-noun-eo
"partícula"-noun-es "partikulo"-noun-eo
"partiklo"-noun-eo "partícula"-noun-es
"partikulo"-noun-eo "partícula"-noun-es
"erodi"-verb-eo "desgastar"-verb-es
"erodi"-verb-eo "erosionar"-verb-es
"desgastar"-verb-es "erodi"-verb-eo
"erosionar"-verb-es "erodi"-verb-eo
"erotika"-adjective-eo "amoroso"-adjective-es
"erotika"-adjective-eo "erótico"-adjective-es
"amoroso"-adjective-es "erotika"-adjective-eo
"erótico"-adjective-es "erotika"-adjective-eo
"erotike"-adverb-eo "amorosamente"-adverb-es
"amorosamente"-adverb-es "erotike"-adverb-eo
"erozio"-noun-eo "erosión"-noun-es
"erosión"-noun-es "erozio"-noun-eo
"erudicio"-noun-eo "erudición"-noun-es
"erudición"-noun-es "erudicio"-noun-eo
"erudiciulo"-noun-eo "erudito"-noun-es
"erudito"-noun-es "erudiciulo"-noun-eo
"erupcii"-verb-eo "hacer erupción"-verb-es
"hacer erupción"-verb-es "erupcii"-verb-eo
"escepte"-adverb-eo "excepcionalmente"-adverb-es
"excepcionalmente"-adverb-es "escepte"-adverb-eo
"escepte de"-preposition-eo "a consecuencia de"-preposition-es
"a consecuencia de"-preposition-es "escepte de"-preposition-eo
"esenca"-adjective-eo "esencial"-adjective-es
"esenca"-adjective-eo "primordial"-adjective-es
"esenca"-adjective-eo "vital"-adjective-es
"esencial"-adjective-es "esenca"-adjective-eo
"primordial"-adjective-es "esenca"-adjective-eo
"vital"-adjective-es "esenca"-adjective-eo
"vital"-adjective-es "vivograva"-adjective-eo
"vivograva"-adjective-eo "vital"-adjective-es
