"absceso"-noun-es "abceso"-noun-eo
"koncentre"-adverb-eo "concéntricamente"-adverb-es
"concéntricamente"-adverb-es "koncentre"-adverb-eo
"konduktiva"-adjective-eo "conductivo"-adjective-es
"conductivo"-adjective-es "konduktiva"-adjective-eo
"konfederisto"-noun-eo "confederalista"-noun-es
"confederalista"-noun-es "konfederisto"-noun-eo
"konfederismo"-noun-eo "confederalismo"-noun-es
"confederalismo"-noun-es "konfederismo"-noun-eo
"konfederista"-adjective-eo "confederalista"-adjective-es
"confederalista"-adjective-es "konfederista"-adjective-eo
"confederalista"-adjective-es "konfederisma"-adjective-eo
"konfederisma"-adjective-eo "confederalista"-adjective-es
"konfederale"-adverb-eo "confederalmente"-adverb-es
"confederalmente"-adverb-es "konfederale"-adverb-eo
"agordeble"-adverb-eo "configurablemente"-adverb-es
"configurablemente"-adverb-es "agordeble"-adverb-eo
"sukeraĵisto"-noun-eo "confitero"-noun-es
"confitero"-noun-es "sukeraĵisto"-noun-eo
"confitero"-noun-es "konfitisto"-noun-eo
"konfitisto"-noun-eo "confitero"-noun-es
"konfuceismo"-noun-eo "confucianismo"-noun-es
"confucianismo"-noun-es "konfuceismo"-noun-eo
"kongrecia"-adjective-eo "congregacional"-adjective-es
"congregacional"-adjective-es "kongrecia"-adjective-eo
"kortuŝita"-adjective-eo "conmovido"-adjective-es
"conmovido"-adjective-es "kortuŝita"-adjective-eo
"conmovido"-adjective-es "emociita"-adjective-eo
"emociita"-adjective-eo "conmovido"-adjective-es
"Konuso Suda"-properNoun-eo "Cono Sur"-properNoun-es
"Cono Sur"-properNoun-es "Konuso Suda"-properNoun-eo
"konate"-adverb-eo "sabidamente"-adverb-es
"sabidamente"-adverb-es "konate"-adverb-eo
"entreprena afergvidanto"-noun-eo "consejero delegado"-noun-es
"consejero delegado"-noun-es "entreprena afergvidanto"-noun-eo
"konservebla"-adjective-eo "conservable"-adjective-es
"conservable"-adjective-es "konservebla"-adjective-eo
"conservable"-adjective-es "tenebla"-adjective-eo
"tenebla"-adjective-eo "conservable"-adjective-es
"konserveble"-adverb-eo "conservablemente"-adverb-es
"conservablemente"-adverb-es "konserveble"-adverb-eo
"konsistanta en"-preposition-eo "consistente en"-preposition-es
"consistente en"-preposition-es "konsistanta en"-preposition-eo
"consistente en"-preposition-es "konsistanta el"-preposition-eo
"konsistanta el"-preposition-eo "consistente en"-preposition-es
"nekohero"-adverb-eo "consistentemente"-adverb-es
"consistentemente"-adverb-es "nekohero"-adverb-eo
"konstituciista"-adjective-eo "constitucionalista"-adjective-es
"constitucionalista"-adjective-es "konstituciista"-adjective-eo
"constitucionalista"-adjective-es "konstituciisma"-adjective-eo
"constitucionalista"-adjective-es "porkonstitucia"-adjective-eo
"konstituciisma"-adjective-eo "constitucionalista"-adjective-es
"porkonstitucia"-adjective-eo "constitucionalista"-adjective-es
"konsistige"-adverb-eo "constituyentemente"-adverb-es
"constituyentemente"-adverb-es "konsistige"-adverb-eo
"konsumema"-adjective-eo "consumidor"-adjective-es
"consumidor"-adjective-es "konsumema"-adjective-eo
"konsumisto"-noun-eo "consumista"-noun-es
"consumista"-noun-es "konsumisto"-noun-eo
"konsumista"-adjective-eo "consumista"-adjective-es
"consumista"-adjective-es "konsumista"-adjective-eo
"consumista"-adjective-es "konsumisma"-adjective-eo
"konsumisma"-adjective-eo "consumista"-adjective-es
"kalkula"-adjective-eo "contador"-adjective-es
"contador"-adjective-es "kalkula"-adjective-eo
"infektita"-adjective-eo "contagiado"-adjective-es
"contagiado"-adjective-es "infektita"-adjective-eo
"telefonrespondilo"-noun-eo "contestador"-noun-es
"contestador"-noun-es "telefonrespondilo"-noun-eo
"kontinuego"-noun-eo "continuidad uniforme"-noun-es
"continuidad uniforme"-noun-es "kontinuego"-noun-eo
"remburse"-adverb-eo "contra reembolso"-adverb-es
"contra reembolso"-adverb-es "remburse"-adverb-eo
"subadmiralo"-noun-eo "contraalmirante"-noun-es
"contraalmirante"-noun-es "subadmiralo"-noun-eo
"kontrakte"-adverb-eo "contractualmente"-adverb-es
"contractualmente"-adverb-es "kontrakte"-adverb-eo
"kontraŭdire"-adverb-eo "contradictoriamente"-adverb-es
"contradictoriamente"-adverb-es "kontraŭdire"-adverb-eo
"kontrafagoto"-noun-eo "contrafagot"-noun-es
"kontrafagoto"-noun-eo "contrafagote"-noun-es
"contrafagot"-noun-es "kontrafagoto"-noun-eo
"contrafagote"-noun-es "kontrafagoto"-noun-eo
"kontrafagotisto"-noun-eo "contrafagotista"-noun-es
"contrafagotista"-noun-es "kontrafagotisto"-noun-eo
"kontraŭmino"-noun-eo "contramina"-noun-es
"contramina"-noun-es "kontraŭmino"-noun-eo
"kontraŭcela"-adjective-eo "contraproducente"-adjective-es
"contraproducente"-adjective-es "kontraŭcela"-adjective-eo
"kontraŭcele"-adverb-eo "contraproducentemente"-adverb-es
"contraproducentemente"-adverb-es "kontraŭcele"-adverb-eo
"kontraŭreformo"-noun-eo "contrarreforma"-noun-es
"contrarreforma"-noun-es "kontraŭreformo"-noun-eo
"kontraŭrevolucio"-noun-eo "contrarrevolución"-noun-es
"contrarrevolución"-noun-es "kontraŭrevolucio"-noun-eo
"frape"-adverb-eo "contundentemente"-adverb-es
"contundentemente"-adverb-es "frape"-adverb-eo
"contundentemente"-adverb-es "kontuzante"-adverb-eo
"kontuzante"-adverb-eo "contundentemente"-adverb-es
"konverĝe"-adverb-eo "convergentemente"-adverb-es
"convergentemente"-adverb-es "konverĝe"-adverb-eo
"konvekse"-adverb-eo "convexamente"-adverb-es
"convexamente"-adverb-es "konvekse"-adverb-eo
"konviktite"-adverb-eo "convictamente"-adverb-es
"convictamente"-adverb-es "konviktite"-adverb-eo
"konviktita"-adjective-eo "convicto"-adjective-es
"convicto"-adjective-es "konviktita"-adjective-eo
"geedze"-adverb-eo "conyugalmente"-adverb-es
"geedze"-adverb-eo "matrimonialmente"-adverb-es
"conyugalmente"-adverb-es "geedze"-adverb-eo
"matrimonialmente"-adverb-es "geedze"-adverb-eo
"matrimonialmente"-adverb-es "geedzece"-adverb-eo
"geedzece"-adverb-eo "matrimonialmente"-adverb-es
"kunprodukti"-verb-eo "coproducir"-verb-es
"coproducir"-verb-es "kunprodukti"-verb-eo
"kokete"-adverb-eo "coquetamente"-adverb-es
"coquetamente"-adverb-es "kokete"-adverb-eo
"coquetamente"-adverb-es "plaĉivole"-adverb-eo
"plaĉivole"-adverb-eo "coquetamente"-adverb-es
"koketulo"-noun-eo "coqueto"-noun-es
"coqueto"-noun-es "koketulo"-noun-eo
"kordovano"-noun-eo "cordobés"-noun-es
"cordobés"-noun-es "kordovano"-noun-eo
"kordova"-adjective-eo "cordobés"-adjective-es
"cordobés"-adjective-es "kordova"-adjective-eo
"korintika"-adjective-eo "corintio"-adjective-es
"corintio"-adjective-es "korintika"-adjective-eo
"corintio"-adjective-es "korinta"-adjective-eo
"korinta"-adjective-eo "corintio"-adjective-es
"korintano"-noun-eo "corintio"-noun-es
"corintio"-noun-es "korintano"-noun-eo
"kornuso"-noun-eo "cornejo"-noun-es
"cornejo"-noun-es "kornuso"-noun-eo
"Aŭstrala Krono"-properNoun-eo "Corona Austral"-properNoun-es
"Corona Austral"-properNoun-es "Aŭstrala Krono"-properNoun-eo
"Boreala Krono"-properNoun-eo "Corona Boreal"-properNoun-es
"Corona Boreal"-properNoun-es "Boreala Krono"-properNoun-eo
"korporaciema"-adjective-eo "corporativista"-adjective-es
"corporativista"-adjective-es "korporaciema"-adjective-eo
"korpulente"-adverb-eo "corpulentamente"-adverb-es
"corpulentamente"-adverb-es "korpulente"-adverb-eo
"kura"-adjective-eo "corredor"-adjective-es
"corredor"-adjective-es "kura"-adjective-eo
"samreligia"-adjective-eo "correligionario"-adjective-es
"correligionario"-adjective-es "samreligia"-adjective-eo
"taŭrbatalo"-noun-eo "corrida de toros"-noun-es
"corrida de toros"-noun-es "taŭrbatalo"-noun-eo
"Corrientes"-properNoun-eo "Corrientes"-properNoun-es
"Corrientes"-properNoun-es "Corrientes"-properNoun-eo
"korode"-adverb-eo "corrosivamente"-adverb-es
"corrosivamente"-adverb-es "korode"-adverb-eo
"korupteble"-adverb-eo "corruptiblemente"-adverb-es
"corruptiblemente"-adverb-es "korupteble"-adverb-eo
"koruptito"-noun-eo "corrupto"-noun-es
"corrupto"-noun-es "koruptito"-noun-eo
"korsiko"-noun-eo "corso"-noun-es
"corso"-noun-es "korsiko"-noun-eo
"fajr-rompilo"-noun-eo "cortafuegos"-noun-es
"cortafuegos"-noun-es "fajr-rompilo"-noun-eo
"kortega"-adjective-eo "cortesano"-adjective-es
"cortesano"-adjective-es "kortega"-adjective-eo
"kombajno"-noun-eo "cosechadora"-noun-es
"cosechadora"-noun-es "kombajno"-noun-eo
"kosmografio"-noun-eo "cosmografía"-noun-es
"cosmografía"-noun-es "kosmografio"-noun-eo
"kosmonaŭtika"-adjective-eo "cosmonáutico"-adjective-es
"cosmonáutico"-adjective-es "kosmonaŭtika"-adjective-eo
"cosmonáutico"-adjective-es "kosmonaŭta"-adjective-eo
"kosmonaŭta"-adjective-eo "cosmonáutico"-adjective-es
"kostarikano"-noun-eo "costarricense"-noun-es
"costarricense"-noun-es "kostarikano"-noun-eo
"kontreo"-noun-eo "country"-noun-es
"country"-noun-es "kontreo"-noun-eo
"hufobato"-noun-eo "coz"-noun-es
"coz"-noun-es "hufobato"-noun-eo
"CPU"-noun-eo "CPU"-noun-es
"CPU"-noun-es "CPU"-noun-eo
"kreozoto"-noun-eo "creosota"-noun-es
"creosota"-noun-es "kreozoto"-noun-eo
"kreteneco"-noun-eo "cretinez"-noun-es
"cretinez"-noun-es "kreteneco"-noun-eo
"kretenismo"-noun-eo "cretinismo"-noun-es
"cretinismo"-noun-es "kretenismo"-noun-eo
"krimologe"-adverb-eo "criminológicamente"-adverb-es
"criminológicamente"-adverb-es "krimologe"-adverb-eo
"criminológicamente"-adverb-es "krimologie"-adverb-eo
"krimologie"-adverb-eo "criminológicamente"-adverb-es
"krimologa"-adjective-eo "criminológico"-adjective-es
"criminológico"-adjective-es "krimologa"-adjective-eo
"criminológico"-adjective-es "krimologia"-adjective-eo
"krimologia"-adjective-eo "criminológico"-adjective-es
"krinaro"-noun-eo "crin"-noun-es
"crin"-noun-es "krinaro"-noun-eo
"kristane"-adverb-eo "cristianamente"-adverb-es
"cristianamente"-adverb-es "kristane"-adverb-eo
"ortodoksa kristanismo"-noun-eo "cristianismo ortodoxo"-noun-es
"cristianismo ortodoxo"-noun-es "ortodoksa kristanismo"-noun-eo
"krizalido"-noun-eo "crisálida"-noun-es
"crisálida"-noun-es "krizalido"-noun-eo
"kroatobosnia"-adjective-eo "croatobosnio"-adjective-es
"croatobosnio"-adjective-es "kroatobosnia"-adjective-eo
"sange"-adverb-eo "cruentamente"-adverb-es
"sange"-adverb-eo "encarnizadamente"-adverb-es
"sange"-adverb-eo "sanguíneamente"-adverb-es
"cruentamente"-adverb-es "sange"-adverb-eo
"encarnizadamente"-adverb-es "sange"-adverb-eo
"sanguíneamente"-adverb-es "sange"-adverb-eo
"ferkruco"-noun-eo "cruz de hierro"-noun-es
"cruz de hierro"-noun-es "ferkruco"-noun-eo
"krotalo"-noun-eo "crótalo"-noun-es
"crótalo"-noun-es "krotalo"-noun-eo
"kvardejara"-adjective-eo "cuadragenario"-adjective-es
"cuadragenario"-adjective-es "kvardejara"-adjective-eo
"kvardejarulo"-noun-eo "cuadragenario"-noun-es
"cuadragenario"-noun-es "kvardejarulo"-noun-eo
"kvadratite"-adverb-eo "cuadriculadamente"-adverb-es
"cuadriculadamente"-adverb-es "kvadratite"-adverb-eo
"jarkvaro"-noun-eo "cuadrienio"-noun-es
"cuadrienio"-noun-es "jarkvaro"-noun-eo
"kvarobligo"-noun-eo "cuadriplicación"-noun-es
"kvarobligo"-noun-eo "cuadruplicación"-noun-es
"cuadriplicación"-noun-es "kvarobligo"-noun-eo
"cuadruplicación"-noun-es "kvarobligo"-noun-eo
"kvalifikite"-adverb-eo "cualificadamente"-adverb-es
"cualificadamente"-adverb-es "kvalifikite"-adverb-eo
"kvaronfinalisto"-noun-eo "cuartofinalista"-noun-es
"cuartofinalista"-noun-es "kvaronfinalisto"-noun-eo
"kvarjara"-adjective-eo "cuatrianual"-adjective-es
"cuatrianual"-adjective-es "kvarjara"-adjective-eo
"kvarkolora"-adjective-eo "cuatricolor"-adjective-es
"cuatricolor"-adjective-es "kvarkolora"-adjective-eo
"kvardimensie"-adverb-eo "cuatridimensionalmente"-adverb-es
"cuatridimensionalmente"-adverb-es "kvardimensie"-adverb-eo
"kvarmonata"-adjective-eo "cuatrimestral"-adjective-es
"cuatrimestral"-adjective-es "kvarmonata"-adjective-eo
"cuatrimestral"-adjective-es "trionjara"-adjective-eo
"trionjara"-adjective-eo "cuatrimestral"-adjective-es
"kvarmonate"-adverb-eo "cuatrimestralmente"-adverb-es
"cuatrimestralmente"-adverb-es "kvarmonate"-adverb-eo
"kovrite"-adverb-eo "cubiertamente"-adverb-es
"cubiertamente"-adverb-es "kovrite"-adverb-eo
"kovrita"-adjective-eo "cubierto"-adjective-es
"cubierto"-adjective-es "nubkovrita"-adjective-eo
"cubierto"-adjective-es "nuboplena"-adjective-eo
"cubierto"-adjective-es "kovrita"-adjective-eo
"ĉenujo"-noun-eo "cubrecadena"-noun-es
"cubrecadena"-noun-es "ĉenujo"-noun-eo
"mense sane"-adverb-eo "cuerdamente"-adverb-es
"cuerdamente"-adverb-es "mense sane"-adverb-eo
"mense sana"-adjective-eo "cuerdo"-adjective-es
"cuerdo"-adjective-es "mense sana"-adjective-eo
"kulinare"-adverb-eo "culinariamente"-adverb-es
"culinariamente"-adverb-es "kulinare"-adverb-eo
"kulpe"-adverb-eo "culpablemente"-adverb-es
"culpablemente"-adverb-es "kulpe"-adverb-eo
"klere"-adverb-eo "cultamente"-adverb-es
"klere"-adverb-eo "ilustradamente"-adverb-es
"cultamente"-adverb-es "klere"-adverb-eo
"ilustradamente"-adverb-es "klere"-adverb-eo
"kuraro"-noun-eo "curare"-noun-es
"curare"-noun-es "kuraro"-noun-eo
"kvaroblo"-noun-eo "cuádruple"-noun-es
"cuádruple"-noun-es "kvaroblo"-noun-eo
"gaskamero"-noun-eo "cámara de gas"-noun-es
"cámara de gas"-noun-es "gaskamero"-noun-eo
"kantabro"-noun-eo "cántabro"-noun-es
"cántabro"-noun-es "kantabro"-noun-eo
"cántabro"-noun-es "kantabriano"-noun-eo
"kantabriano"-noun-eo "cántabro"-noun-es
"vianda"-adjective-eo "cárnico"-adjective-es
"cárnico"-adjective-es "vianda"-adjective-eo
"olekuvo"-noun-eo "cárter"-noun-es
"cárter"-noun-es "olekuvo"-noun-eo
"civitane"-adverb-eo "cívicamente"-adverb-es
"cívicamente"-adverb-es "civitane"-adverb-eo
"konkave"-adverb-eo "cóncavamente"-adverb-es
"cóncavamente"-adverb-es "konkave"-adverb-eo
"agnoskante"-preposition-eo "dada cuenta de"-preposition-es
"dada cuenta de"-preposition-es "agnoskante"-preposition-eo
"dalmata"-adjective-eo "dalmático"-adjective-es
"dalmata"-adjective-eo "dálmata"-adjective-es
"dalmático"-adjective-es "dalmata"-adjective-eo
"dálmata"-adjective-es "dalmata"-adjective-eo
"daltona"-adjective-eo "daltónico"-adjective-es
"daltónico"-adjective-es "daltona"-adjective-eo
"damoj"-noun-eo "damas"-noun-es
"damas"-noun-es "damoj"-noun-eo
"danteska"-adjective-eo "dantesco"-adjective-es
"dantesco"-adjective-es "danteska"-adjective-eo
"danuba"-adjective-eo "danubiano"-adjective-es
"danubiano"-adjective-es "danuba"-adjective-eo
"darvinisto"-noun-eo "darvinista"-noun-es
"darvinista"-noun-es "darvinisto"-noun-eo
"Darvino"-properNoun-eo "Darwin"-noun-es
"Darwin"-noun-es "Darvino"-properNoun-eo
"Darwin"-noun-es "Darvino"-noun-eo
"Darwin"-noun-es "Darwin"-properNoun-eo
"Darwin"-noun-es "Darwin"-noun-eo
"Darvino"-noun-eo "Darwin"-noun-es
"Darwin"-properNoun-eo "Darwin"-noun-es
"Darwin"-noun-eo "Darwin"-noun-es
"morta damaĝo"-noun-eo "daño mortal"-noun-es
"daño mortal"-noun-es "morta damaĝo"-noun-eo
"da"-adjective-eo "de"-adjective-es
"de"-adjective-es "da"-adjective-eo
"de Falla"-properNoun-eo "de Falla"-properNoun-es
"de Falla"-properNoun-eo "de Falla"-noun-es
"de Falla"-properNoun-es "de Falla"-properNoun-eo
"de Falla"-properNoun-es "de Falla"-noun-eo
"de Falla"-noun-es "de Falla"-properNoun-eo
"de Falla"-noun-es "de Falla"-noun-eo
"de Falla"-noun-eo "de Falla"-properNoun-es
"de Falla"-noun-eo "de Falla"-noun-es
"de la Barca"-properNoun-eo "de la Barca"-properNoun-es
"de la Barca"-properNoun-eo "de la Barca"-noun-es
"de la Barca"-properNoun-es "de la Barca"-properNoun-eo
"de la Barca"-properNoun-es "de la Barca"-noun-eo
"de la Barca"-noun-es "de la Barca"-properNoun-eo
"de la Barca"-noun-es "de la Barca"-noun-eo
"de la Barca"-noun-eo "de la Barca"-properNoun-es
"de la Barca"-noun-eo "de la Barca"-noun-es
"de la Huerta"-properNoun-eo "de la Huerta"-properNoun-es
"de la Huerta"-properNoun-eo "de la Huerta"-noun-es
"de la Huerta"-properNoun-es "de la Huerta"-properNoun-eo
"de la Huerta"-properNoun-es "de la Huerta"-noun-eo
"de la Huerta"-noun-es "de la Huerta"-properNoun-eo
"de la Huerta"-noun-es "de la Huerta"-noun-eo
"de la Huerta"-noun-eo "de la Huerta"-properNoun-es
"de la Huerta"-noun-eo "de la Huerta"-noun-es
"de la Rúa"-properNoun-eo "de la Rúa"-properNoun-es
"de la Rúa"-properNoun-eo "de la Rúa"-noun-es
"de la Rúa"-properNoun-es "de la Rúa"-properNoun-eo
"de la Rúa"-properNoun-es "de la Rúa"-noun-eo
"de la Rúa"-noun-es "de la Rúa"-properNoun-eo
"de la Rúa"-noun-es "de la Rúa"-noun-eo
"de la Rúa"-noun-eo "de la Rúa"-properNoun-es
"de la Rúa"-noun-eo "de la Rúa"-noun-es
"centope"-adverb-eo "de cien en cien"-adverb-es
"de cien en cien"-adverb-es "centope"-adverb-eo
"kvinope"-adverb-eo "de cinco en cinco"-adverb-es
"de cinco en cinco"-adverb-es "kvinope"-adverb-eo
"kupra"-adjective-eo "de cobre"-adjective-es
"de cobre"-adjective-es "kupra"-adjective-eo
"kvarope"-adverb-eo "de cuatro en cuatro"-adverb-es
"de cuatro en cuatro"-adverb-es "kvarope"-adverb-eo
"dekope"-adverb-eo "de diez en diez"-adverb-es
"de diez en diez"-adverb-es "dekope"-adverb-eo
"duope"-adverb-eo "dualmente"-adverb-es
"dualmente"-adverb-es "duope"-adverb-eo
"dualmente"-adverb-es "duale"-adverb-eo
"duale"-adverb-eo "dualmente"-adverb-es
"dorse al"-preposition-eo "de espaldas a"-preposition-es
"de espaldas a"-preposition-es "dorse al"-preposition-eo
"parada"-adjective-eo "de gala"-adjective-es
"de gala"-adjective-es "parada"-adjective-eo
"de ĉirkaŭ la mezo de"-preposition-eo "de mediados de"-preposition-es
"de mediados de"-preposition-es "de ĉirkaŭ la mezo de"-preposition-eo
"miela"-adjective-eo "de miel"-adjective-es
"de miel"-adjective-es "miela"-adjective-eo
"milope"-adverb-eo "de mil en mil"-adverb-es
"de mil en mil"-adverb-es "milope"-adverb-eo
"nenies"-adjective-eo "de nadie"-adjective-es
"de nadie"-adjective-es "nenies"-adjective-eo
"naŭope"-adverb-eo "de nueve en nueve"-adverb-es
"de nueve en nueve"-adverb-es "naŭope"-adverb-eo
"okope"-adverb-eo "de ocho en ocho"-adverb-es
"de ocho en ocho"-adverb-es "okope"-adverb-eo
"sesope"-adverb-eo "de seis en seis"-adverb-es
"de seis en seis"-adverb-es "sesope"-adverb-eo
"sepope"-adverb-eo "de siete en siete"-adverb-es
"de siete en siete"-adverb-es "sepope"-adverb-eo
"iam kaj tiam"-adverb-eo "muy de tarde en tarde"-adverb-es
"muy de tarde en tarde"-adverb-es "iam kaj tiam"-adverb-eo
"triope"-adverb-eo "de tres en tres"-adverb-es
"de tres en tres"-adverb-es "triope"-adverb-eo
"per unu fojo"-adverb-eo "de una vez"-adverb-es
"de una vez"-adverb-es "per unu fojo"-adverb-eo
"dudekope"-adverb-eo "de veinte en veinte"-adverb-es
"de veinte en veinte"-adverb-es "dudekope"-adverb-eo
"debutanta"-adjective-eo "debutante"-adjective-es
"debutante"-adjective-es "debutanta"-adjective-eo
"deprimite"-adverb-eo "decaídamente"-adverb-es
"decaídamente"-adverb-es "deprimite"-adverb-eo
"deprimita"-adjective-eo "decaído"-adjective-es
"decaído"-adjective-es "deprimita"-adjective-eo
"decimale"-adverb-eo "decimalmente"-adverb-es
"decimalmente"-adverb-es "decimale"-adverb-eo
"impostdeklaro"-noun-eo "declaración de impuestos"-noun-es
"declaración de impuestos"-noun-es "impostdeklaro"-noun-eo
"orname"-adverb-eo "decorativamente"-adverb-es
"orname"-adverb-eo "ornamentalmente"-adverb-es
"decorativamente"-adverb-es "orname"-adverb-eo
"ornamentalmente"-adverb-es "orname"-adverb-eo
"dekrementi"-verb-eo "decrementar"-verb-es
"decrementar"-verb-es "dekrementi"-verb-eo
"defendebla"-adjective-eo "defendible"-adjective-es
"defendible"-adjective-es "defendebla"-adjective-eo
"defendeble"-adverb-eo "defendiblemente"-adverb-es
"defendiblemente"-adverb-es "defendeble"-adverb-eo
"defende"-adverb-eo "defensivamente"-adverb-es
"defensivamente"-adverb-es "defende"-adverb-eo
"manke"-adverb-eo "deficientemente"-adverb-es
"deficientemente"-adverb-es "manke"-adverb-eo
"difina"-adjective-eo "definitorio"-adjective-es
"definitorio"-adjective-es "difina"-adjective-eo
"deforma"-adjective-eo "deforme"-adjective-es
"deforme"-adjective-es "deforma"-adjective-eo
"deforme"-adjective-es "misforma"-adjective-eo
"misforma"-adjective-eo "deforme"-adjective-es
"prononcmaniero"-noun-eo "dejo"-noun-es
"dejo"-noun-es "prononcmaniero"-noun-eo
"maldike"-adverb-eo "delgadamente"-adverb-es
"delgadamente"-adverb-es "maldike"-adverb-eo
"teknika desegnisto"-noun-eo "delineante"-noun-es
"delineante"-noun-es "teknika desegnisto"-noun-eo
"Deloso"-properNoun-eo "Delos"-properNoun-es
"Delos"-properNoun-es "Deloso"-properNoun-eo
"tro malmulte"-adverb-eo "demasiado poco"-adverb-es
"demasiado poco"-adverb-es "tro malmulte"-adverb-eo
"tro malmulta"-adjective-eo "demasiado poco"-adjective-es
"demasiado poco"-adjective-es "tro malmulta"-adjective-eo
"Demetrio"-properNoun-eo "Demetrio"-properNoun-es
"Demetrio"-properNoun-es "Demetrio"-properNoun-eo
"demone"-adverb-eo "demoniacamente"-adverb-es
"demoniacamente"-adverb-es "demone"-adverb-eo
"elmontre"-adverb-eo "demostrativamente"-adverb-es
"demostrativamente"-adverb-es "elmontre"-adverb-eo
"dengosamente"-adverb-es "prude"-adverb-eo
"melindrosamente"-adverb-es "prude"-adverb-eo
"origin-indika nomo"-noun-eo "denominación de origen"-noun-es
"denominación de origen"-noun-es "origin-indika nomo"-noun-eo
"por momento"-adverb-eo "dento de un momento"-adverb-es
"dento de un momento"-adverb-es "por momento"-adverb-eo
"veinde"-adverb-eo "deplorablemente"-adverb-es
"deplorablemente"-adverb-es "veinde"-adverb-eo
"dekstrismo"-noun-eo "derechismo"-noun-es
"derechismo"-noun-es "dekstrismo"-noun-eo
"civila kodo"-noun-eo "derecho civil"-noun-es
"derecho civil"-noun-es "civila kodo"-noun-eo
"derecho civil"-noun-es "civilaj rajtoj"-noun-eo
"civilaj rajtoj"-noun-eo "derecho civil"-noun-es
"kriminala kodo"-noun-eo "derecho penal"-noun-es
"derecho penal"-noun-es "kriminala kodo"-noun-eo
"politika juro"-noun-eo "derecho político"-noun-es
"derecho político"-noun-es "politika juro"-noun-eo
"derecho político"-noun-es "politikaj rajtoj"-noun-eo
"politikaj rajtoj"-noun-eo "derecho político"-noun-es
"dermatologia"-adjective-eo "dermatológico"-adjective-es
"dermatológico"-adjective-es "dermatologia"-adjective-eo
"dermatológico"-adjective-es "dermatologa"-adjective-eo
"dermatologa"-adjective-eo "dermatológico"-adjective-es
"abolebla"-adjective-eo "derogable"-adjective-es
"derogable"-adjective-es "abolebla"-adjective-eo
"derogable"-adjective-es "nuligebla"-adjective-eo
"nuligebla"-adjective-eo "derogable"-adjective-es
"defie"-adverb-eo "desafiantemente"-adverb-es
"desafiantemente"-adverb-es "defie"-adverb-eo
"misagordite"-adverb-eo "desafinadamente"-adverb-es
"desafinadamente"-adverb-es "misagordite"-adverb-eo
"misagordita"-adjective-eo "desafinado"-adjective-es
"desafinado"-adjective-es "misagordita"-adjective-eo
"nedankeme"-adverb-eo "desagradecidamente"-adverb-es
"nedankeme"-adverb-eo "ingratamente"-adverb-es
"desagradecidamente"-adverb-es "nedankeme"-adverb-eo
"ingratamente"-adverb-es "nedankeme"-adverb-eo
"nedankema"-adjective-eo "desagradecido"-adjective-es
"desagradecido"-adjective-es "nedankema"-adjective-eo
"malaneksi"-verb-eo "desanexar"-verb-es
"malaneksi"-verb-eo "desanexionar"-verb-es
"desanexar"-verb-es "malaneksi"-verb-eo
"desanexionar"-verb-es "malaneksi"-verb-eo
"malaneksado"-noun-eo "desanexión"-noun-es
"desanexión"-noun-es "malaneksado"-noun-eo
"malaperinto"-noun-eo "desaparecido"-noun-es
"desaparecido"-noun-es "malaperinto"-noun-eo
"senskrupule"-adverb-eo "desaprensivamente"-adverb-es
"desaprensivamente"-adverb-es "senskrupule"-adverb-eo
"evoluinte"-adverb-eo "desarrolladamente"-adverb-es
"desarrolladamente"-adverb-es "evoluinte"-adverb-eo
"evoluinta"-adjective-eo "desarrollado"-adjective-es
"desarrollado"-adjective-es "evoluinta"-adjective-eo
"senkafeine"-adverb-eo "descafeinadamente"-adverb-es
"descafeinadamente"-adverb-es "senkafeine"-adverb-eo
"senŝue"-adverb-eo "descalzamente"-adverb-es
"descalzamente"-adverb-es "senŝue"-adverb-eo
"senhontulo"-noun-eo "descarado"-noun-es
"descarado"-noun-es "senhontulo"-noun-eo
"malkolonianto"-noun-eo "descolonizador"-noun-es
"descolonizador"-noun-es "malkolonianto"-noun-eo
"malkolonia"-adjective-eo "descolonizador"-adjective-es
"descolonizador"-adjective-es "malkolonia"-adjective-eo
"senkoloriĝinte"-adverb-eo "descoloridamente"-adverb-es
"descoloridamente"-adverb-es "senkoloriĝinte"-adverb-eo
"sentakte"-adverb-eo "descompasadamente"-adverb-es
"descompasadamente"-adverb-es "sentakte"-adverb-eo
"nekonate"-adverb-eo "desconocidamente"-adverb-es
"desconocidamente"-adverb-es "nekonate"-adverb-eo
"malkontente"-adverb-eo "descontentamente"-adverb-es
"malkontente"-adverb-eo "insatisfechamente"-adverb-es
"descontentamente"-adverb-es "malkontente"-adverb-eo
"insatisfechamente"-adverb-es "malkontente"-adverb-eo
"senkremigite"-adverb-eo "descremadamente"-adverb-es
"senkremigite"-adverb-eo "desnatadamente"-adverb-es
"descremadamente"-adverb-es "senkremigite"-adverb-eo
"desnatadamente"-adverb-es "senkremigite"-adverb-eo
"senkremigita"-adjective-eo "descremado"-adjective-es
"senkremigita"-adjective-eo "desnatado"-adjective-es
"descremado"-adjective-es "senkremigita"-adjective-eo
"desnatado"-adjective-es "senkremigita"-adjective-eo
"sendente"-adverb-eo "desdentadamente"-adverb-es
"desdentadamente"-adverb-es "sendente"-adverb-eo
"senŝanculo"-noun-eo "desdichado"-noun-es
"desdichado"-noun-es "senŝanculo"-noun-eo
"distordite"-adverb-eo "desencajadamente"-adverb-es
