"Hermes"-properNoun-fr "Hermes"-properNoun-es
"Elorrio"-properNoun-es "Elorrio"-properNoun-fr
"drapeau du Pays basque"-noun-fr "ikurriña"-noun-es
"ikurriña"-noun-es "drapeau du Pays basque"-noun-fr
"Artea"-properNoun-fr "Artea"-properNoun-es
"Artea"-properNoun-es "Artea"-properNoun-fr
"República Checa"-properNoun-es "Chequia"-properNoun-fr
"Chequia"-properNoun-fr "República Checa"-properNoun-es
"altocumulus"-noun-fr "altocúmulo"-noun-es
"altocúmulo"-noun-es "altocumulus"-noun-fr
"argentin"-noun-fr "argentino"-noun-es
"argentino"-noun-es "argentin"-noun-fr
"Carloman"-properNoun-fr "Carlomagno"-properNoun-es
"Carlomagno"-properNoun-es "Carloman"-properNoun-fr
"tourisme rural"-noun-fr "agroturismo"-noun-es
"agroturismo"-noun-es "tourisme rural"-noun-fr
"à dehors"-adverb-fr "fuera"-adverb-es
"fuera"-adverb-es "à dehors"-adverb-fr
"nigérien"-noun-fr "nigeriano"-noun-es
"nigeriano"-noun-es "nigérien"-noun-fr
"Sa Majesté la Reine"-noun-fr "Su Majestad la Reina"-noun-es
"Su Majestad la Reina"-noun-es "Sa Majesté la Reine"-noun-fr
"Athletic Club Bilbao"-properNoun-fr "Athletic Club Bilbao"-properNoun-es
"Athletic Club Bilbao"-properNoun-es "Athletic Club Bilbao"-properNoun-fr
"Benicasim"-properNoun-fr "Benicasim"-properNoun-es
"Benicasim"-properNoun-es "Benicasim"-properNoun-fr
"caractère privé"-noun-fr "privacidad"-noun-es
"privacidad"-noun-es "caractère privé"-noun-fr
"de toute façon"-adverb-fr "de todos modos"-adverb-es
"de todos modos"-adverb-es "de toute façon"-adverb-fr
"de droite"-adjective-fr "derechista"-adjective-es
"derechista"-adjective-es "de droite"-adjective-fr
"en externe"-adverb-fr "externamente"-adverb-es
"externamente"-adverb-es "en externe"-adverb-fr
"minuit"-adverb-fr "media noche"-adverb-es
"media noche"-adverb-es "minuit"-adverb-fr
"Tostartean"-properNoun-fr "Tostartean"-properNoun-es
"Tostartean"-properNoun-es "Tostartean"-properNoun-fr
"adaptación"-noun-es "remaniement"-noun-fr
"remaniement"-noun-fr "adaptación"-noun-es
"sèche-linge"-noun-fr "secadora"-noun-es
"secadora"-noun-es "sèche-linge"-noun-fr
"Supercopa"-properNoun-fr "Supercopa"-properNoun-es
"Supercopa"-properNoun-es "Supercopa"-properNoun-fr
"Sopelana"-properNoun-fr "Sopelana"-properNoun-es
"Sopelana"-properNoun-es "Sopelana"-properNoun-fr
"Euskal Herria"-properNoun-fr "Euskal Herria"-properNoun-es
"Euskal Herria"-properNoun-es "Euskal Herria"-properNoun-fr
"arme nucléaire"-noun-fr "arma nuclear"-noun-es
"arma nuclear"-noun-es "arme nucléaire"-noun-fr
"OPA"-noun-fr "OPA"-noun-es
"OPA"-noun-es "OPA"-noun-fr
"Andosilla"-properNoun-fr "Andosilla"-properNoun-es
"Andosilla"-properNoun-es "Andosilla"-properNoun-fr
"Lezama"-properNoun-fr "Lezama"-properNoun-es
"Lezama"-properNoun-es "Lezama"-properNoun-fr
"Arlanzón"-properNoun-fr "Arlanzón"-properNoun-es
"Arlanzón"-properNoun-es "Arlanzón"-properNoun-fr
"Jucar"-properNoun-fr "Júcar"-properNoun-es
"Júcar"-properNoun-es "Jucar"-properNoun-fr
"au lendemain"-adverb-fr "al día siguiente"-adverb-es
"al día siguiente"-adverb-es "au lendemain"-adverb-fr
"Etxarri-Aranatz"-properNoun-fr "Etxarri-Aranatz"-properNoun-es
"Etxarri-Aranatz"-properNoun-es "Etxarri-Aranatz"-properNoun-fr
"environnementalement"-adverb-fr "ambientalmente"-adverb-es
"ambientalmente"-adverb-es "environnementalement"-adverb-fr
"ortodoxe"-adjective-fr "ortodoxo"-adjective-es
"ortodoxo"-adjective-es "ortodoxe"-adjective-fr
"Andoain"-properNoun-fr "Andoain"-properNoun-es
"Andoain"-properNoun-es "Andoain"-properNoun-fr
"Alsasua"-properNoun-fr "Alsasua"-properNoun-es
"Alsasua"-properNoun-es "Alsasua"-properNoun-fr
"Vesuve"-properNoun-fr "Vesubio"-properNoun-es
"Vesubio"-properNoun-es "Vesuve"-properNoun-fr
"Sardinero"-properNoun-fr "Sardinero"-properNoun-es
"Sardinero"-properNoun-es "Sardinero"-properNoun-fr
"de son coté"-adverb-fr "por su parte"-adverb-es
"por su parte"-adverb-es "de son coté"-adverb-fr
"Alconchel"-properNoun-fr "Alconchel"-properNoun-es
"Alconchel"-properNoun-es "Alconchel"-properNoun-fr
"Mutriku"-properNoun-fr "Mutriku"-properNoun-es
"Mutriku"-properNoun-es "Mutriku"-properNoun-fr
"Hérode"-properNoun-fr "Herodes"-properNoun-es
"Herodes"-properNoun-es "Hérode"-properNoun-fr
"photo-dénonciation"-noun-fr "fotodenuncia"-noun-es
"fotodenuncia"-noun-es "photo-dénonciation"-noun-fr
"Douro"-properNoun-fr "Duero"-properNoun-es
"Duero"-properNoun-es "Douro"-properNoun-fr
"telefónico"-adjective-es "théléphonique"-adjective-fr
"théléphonique"-adjective-fr "telefónico"-adjective-es
"San Sebastián de la Gomera"-properNoun-fr "San Sebastián de la Gomera"-properNoun-es
"San Sebastián de la Gomera"-properNoun-es "San Sebastián de la Gomera"-properNoun-fr
"n'importe quoi"-pronoun-fr "cualquier cosa"-pronoun-es
"cualquier cosa"-pronoun-es "n'importe quoi"-pronoun-fr
"Adel"-properNoun-fr "Adel"-properNoun-es
"Adel"-properNoun-es "Adel"-properNoun-fr
"israélien"-noun-fr "israelí"-noun-es
"israelí"-noun-es "israélien"-noun-fr
"Îles du Vent"-properNoun-fr "Islas de Barlovento"-properNoun-es
"Islas de Barlovento"-properNoun-es "Îles du Vent"-properNoun-fr
"d'assistance"-adjective-fr "asistencial"-adjective-es
"asistencial"-adjective-es "d'assistance"-adjective-fr
"antisportif"-adjective-fr "antideportivo"-adjective-es
"antideportivo"-adjective-es "antisportif"-adjective-fr
"argumentaire"-noun-fr "argumentación"-noun-es
"argumentación"-noun-es "argumentaire"-noun-fr
"tau d'accidents"-noun-fr "siniestralidad"-noun-es
"siniestralidad"-noun-es "tau d'accidents"-noun-fr
"impôt sur le revenu"-noun-fr "impuesto sobre la renta"-noun-es
"impuesto sobre la renta"-noun-es "impôt sur le revenu"-noun-fr
"mener à terme"-verb-fr "llevar a cabo"-verb-es
"llevar a cabo"-verb-es "mener à terme"-verb-fr
"Basora"-properNoun-es "Bassora"-properNoun-fr
"Bassora"-properNoun-fr "Basora"-properNoun-es
"Alegia"-properNoun-fr "Alegia"-properNoun-es
"Alegia"-properNoun-es "Alegia"-properNoun-fr
"caisse de prévoyance"-noun-fr "fondo de previsión"-noun-es
"fondo de previsión"-noun-es "caisse de prévoyance"-noun-fr
"Euskal Telebista"-properNoun-fr "Euskal Telebista"-properNoun-es
"Euskal Telebista"-properNoun-es "Euskal Telebista"-properNoun-fr
"serieux"-adjective-fr "serio"-adjective-es
"serio"-adjective-es "serieux"-adjective-fr
"trasmission"-noun-fr "trasmisión"-noun-es
"trasmisión"-noun-es "trasmission"-noun-fr
"Lakuntza"-properNoun-fr "Lakuntza"-properNoun-es
"Lakuntza"-properNoun-es "Lakuntza"-properNoun-fr
"Aranguren"-properNoun-fr "Aranguren"-properNoun-es
"Aranguren"-properNoun-es "Aranguren"-properNoun-fr
"Vilnious"-properNoun-fr "Vilna"-properNoun-es
"Vilna"-properNoun-es "Vilnious"-properNoun-fr
"Vilna"-properNoun-es "Vilnius"-properNoun-fr
"Vilnius"-properNoun-fr "Vilna"-properNoun-es
"dans une certaine mesure"-adverb-fr "hasta cierto punto"-adverb-es
"dans une certaine mesure"-adverb-fr "en cierta medida"-adverb-es
"hasta cierto punto"-adverb-es "dans une certaine mesure"-adverb-fr
"en cierta medida"-adverb-es "dans une certaine mesure"-adverb-fr
"de façon inattendu"-adverb-fr "inesperadamente"-adverb-es
"inesperadamente"-adverb-es "de façon inattendu"-adverb-fr
"du procès"-adjective-fr "procesal"-adjective-es
"procesal"-adjective-es "du procès"-adjective-fr
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord"-properNoun-fr "Reino Unido de Gran Bretaña e Irlanda del Norte"-properNoun-es
"Reino Unido de Gran Bretaña e Irlanda del Norte"-properNoun-es "Royaume-Uni de Grande-Bretagne et d'Irlande du Nord"-properNoun-fr
"Île aux Ours"-properNoun-fr "Isla de los Osos"-properNoun-es
"Isla de los Osos"-properNoun-es "Île aux Ours"-properNoun-fr
"kidnappeur"-noun-fr "secuestrador"-noun-es
"secuestrador"-noun-es "kidnappeur"-noun-fr
"Azpeitia"-properNoun-fr "Azpeitia"-properNoun-es
"Azpeitia"-properNoun-es "Azpeitia"-properNoun-fr
"escombro"-noun-es "gravats"-noun-fr
"gravats"-noun-fr "escombro"-noun-es
"Zumaia"-properNoun-fr "Zumaia"-properNoun-es
"Zumaia"-properNoun-es "Zumaia"-properNoun-fr
"Legutiano"-properNoun-fr "Legutiano"-properNoun-es
"Legutiano"-properNoun-es "Legutiano"-properNoun-fr
"cookie"-noun-fr "cookie"-noun-es
"cookie"-noun-es "cookie"-noun-fr
"de gré à gré"-adverb-fr "de mutuo acuerdo"-adverb-es
"de mutuo acuerdo"-adverb-es "de gré à gré"-adverb-fr
"de mutuo acuerdo"-adverb-es "d'un commun accord"-adverb-fr
"d'un commun accord"-adverb-fr "de mutuo acuerdo"-adverb-es
"Cancun"-properNoun-fr "Cancún"-properNoun-es
"Cancún"-properNoun-es "Cancun"-properNoun-fr
"Donibane"-properNoun-fr "Donibane"-properNoun-es
"Donibane"-properNoun-es "Donibane"-properNoun-fr
"philippin"-noun-fr "filipino"-noun-es
"filipino"-noun-es "philippin"-noun-fr
"Boiro"-properNoun-fr "Boiro"-properNoun-es
"Boiro"-properNoun-es "Boiro"-properNoun-fr
"conteneur à ordures"-noun-fr "contenedor de basura"-noun-es
"contenedor de basura"-noun-es "conteneur à ordures"-noun-fr
"caractère obligatoire"-noun-fr "obligatoriedad"-noun-es
"obligatoriedad"-noun-es "caractère obligatoire"-noun-fr
"Îles Malouines"-properNoun-fr "Islas Malvinas"-properNoun-es
"Islas Malvinas"-properNoun-es "Îles Malouines"-properNoun-fr
"arme chimique"-noun-fr "arma química"-noun-es
"arma química"-noun-es "arme chimique"-noun-fr
"Nouvelle-Sibérie"-properNoun-fr "Islas de Nueva Siberia"-properNoun-es
"Islas de Nueva Siberia"-properNoun-es "Nouvelle-Sibérie"-properNoun-fr
"Umpro"-properNoun-fr "Umpro"-properNoun-es
"Umpro"-properNoun-es "Umpro"-properNoun-fr
"déclaration d'inhabilité"-noun-fr "inhabilitación"-noun-es
"inhabilitación"-noun-es "déclaration d'inhabilité"-noun-fr
"Eibar"-properNoun-fr "Eibar"-properNoun-es
"Eibar"-properNoun-es "Eibar"-properNoun-fr
"Vilagarcía de Arousa"-properNoun-fr "Vilagarcía de Arousa"-properNoun-es
"Vilagarcía de Arousa"-properNoun-es "Vilagarcía de Arousa"-properNoun-fr
"police d'assurance"-noun-fr "póliza de seguros"-noun-es
"póliza de seguros"-noun-es "police d'assurance"-noun-fr
"Almuñécar"-properNoun-fr "Almuñécar"-properNoun-es
"Almuñécar"-properNoun-es "Almuñécar"-properNoun-fr
"perce"-noun-fr "taladro"-noun-es
"taladro"-noun-es "perce"-noun-fr
"mois courant"-noun-fr "corriente"-noun-es
"corriente"-noun-es "mois courant"-noun-fr
"Aralar"-properNoun-fr "Aralar"-properNoun-es
"Aralar"-properNoun-es "Aralar"-properNoun-fr
"marocain"-noun-fr "marroquí"-noun-es
"marroquí"-noun-es "marocain"-noun-fr
"faire de la publicité"-verb-fr "publicitar"-verb-es
"publicitar"-verb-es "faire de la publicité"-verb-fr
"cooperación"-noun-es "cooperation"-noun-fr
"cooperation"-noun-fr "cooperación"-noun-es
"Santurtzi"-properNoun-fr "Santurtzi"-properNoun-es
"Santurtzi"-properNoun-es "Santurtzi"-properNoun-fr
"Îles Mariannes du Nord"-properNoun-fr "Islas Marianas del Norte"-properNoun-es
"Islas Marianas del Norte"-properNoun-es "Îles Mariannes du Nord"-properNoun-fr
"boîte postale"-noun-fr "apartado de correos"-noun-es
"apartado de correos"-noun-es "boîte postale"-noun-fr
"Îles Britanniques"-properNoun-fr "Islas Británicas"-properNoun-es
"Islas Británicas"-properNoun-es "Îles Britanniques"-properNoun-fr
"Île du Sud"-properNoun-fr "Isla Sur"-properNoun-es
"Isla Sur"-properNoun-es "Île du Sud"-properNoun-fr
"Jean Cabot"-properNoun-fr "Juan Caboto"-properNoun-es
"Juan Caboto"-properNoun-es "Jean Cabot"-properNoun-fr
"joignable"-adjective-fr "disponible"-adjective-es
"disponible"-adjective-es "joignable"-adjective-fr
"Bakio"-properNoun-fr "Bakio"-properNoun-es
"Bakio"-properNoun-es "Bakio"-properNoun-fr
"en tout état de cause"-adverb-fr "de todas formas"-adverb-es
"de todas formas"-adverb-es "en tout état de cause"-adverb-fr
"de todas formas"-adverb-es "de toute manière"-adverb-fr
"de toute manière"-adverb-fr "de todas formas"-adverb-es
"Ondarroa"-properNoun-fr "Ondarroa"-properNoun-es
"Ondarroa"-properNoun-es "Ondarroa"-properNoun-fr
"Anoeta"-properNoun-fr "Anoeta"-properNoun-es
"Anoeta"-properNoun-es "Anoeta"-properNoun-fr
"Gouvernement Basque"-properNoun-fr "Eusko Jaurlaritza"-properNoun-es
"Eusko Jaurlaritza"-properNoun-es "Gouvernement Basque"-properNoun-fr
"Pléyades"-properNoun-fr "Pléyades"-properNoun-es
"Pléyades"-properNoun-es "Pléyades"-properNoun-fr
"à domicile"-adjective-fr "domiciliario"-adjective-es
"domiciliario"-adjective-es "à domicile"-adjective-fr
"Mondariz"-properNoun-fr "Mondariz"-properNoun-es
"Mondariz"-properNoun-es "Mondariz"-properNoun-fr
"Parana"-properNoun-fr "Paraná"-properNoun-es
"Paraná"-properNoun-es "Parana"-properNoun-fr
"Ibérie"-properNoun-fr "Iberia"-properNoun-es
"Iberia"-properNoun-es "Ibérie"-properNoun-fr
"Areso"-properNoun-fr "Areso"-properNoun-es
"Areso"-properNoun-es "Areso"-properNoun-fr
"condition d'utilisation"-noun-fr "condición de uso"-noun-es
"condición de uso"-noun-es "condition d'utilisation"-noun-fr
"Durango"-properNoun-fr "Durango"-properNoun-es
"Durango"-properNoun-es "Durango"-properNoun-fr
"refuser de"-verb-fr "negar a"-verb-es
"negar a"-verb-es "refuser de"-verb-fr
"foncer sur"-verb-fr "arremeter contra"-verb-es
"arremeter contra"-verb-es "foncer sur"-verb-fr
"Numancia"-properNoun-fr "Numancia"-properNoun-es
"Numancia"-properNoun-es "Numancia"-properNoun-fr
"Numancia"-properNoun-es "Numance"-properNoun-fr
"Numance"-properNoun-fr "Numancia"-properNoun-es
"Guinée-Équatorale"-properNoun-fr "Guinea Ecuatorial"-properNoun-es
"Guinea Ecuatorial"-properNoun-es "Guinée-Équatorale"-properNoun-fr
"Ortuella"-properNoun-fr "Ortuella"-properNoun-es
"Ortuella"-properNoun-es "Ortuella"-properNoun-fr
"sur la défensive"-adverb-fr "a la defensiva"-adverb-es
"a la defensiva"-adverb-es "sur la défensive"-adverb-fr
"témoin oculaire"-noun-fr "testigo presencial"-noun-es
"testigo presencial"-noun-es "témoin oculaire"-noun-fr
"de ténériffe"-adjective-fr "tinerfeño"-adjective-es
"tinerfeño"-adjective-es "de ténériffe"-adjective-fr
"décryptage"-noun-fr "descodificación"-noun-es
"descodificación"-noun-es "décryptage"-noun-fr
"chèque sans provision"-noun-fr "cheque sin fondos"-noun-es
"cheque sin fondos"-noun-es "chèque sans provision"-noun-fr
"Lezo"-properNoun-fr "Lezo"-properNoun-es
"Lezo"-properNoun-es "Lezo"-properNoun-fr
"coté"-noun-fr "lado"-noun-es
"lado"-noun-es "coté"-noun-fr
"Benoît XVI"-properNoun-fr "Benedicto XVI"-properNoun-es
"Benedicto XVI"-properNoun-es "Benoît XVI"-properNoun-fr
"Basauri"-properNoun-fr "Basauri"-properNoun-es
"Basauri"-properNoun-es "Basauri"-properNoun-fr
"aggloméré"-noun-fr "aglomerado"-noun-es
"aglomerado"-noun-es "aggloméré"-noun-fr
"Euskolabel"-properNoun-fr "Euskolabel"-properNoun-es
"Euskolabel"-properNoun-es "Euskolabel"-properNoun-fr
"pakistanais"-noun-fr "paquistaní"-noun-es
"paquistaní"-noun-es "pakistanais"-noun-fr
"Amezketa"-properNoun-fr "Amezketa"-properNoun-es
"Amezketa"-properNoun-es "Amezketa"-properNoun-fr
"Îles Moluques"-properNoun-fr "Islas Molucas"-properNoun-es
"Islas Molucas"-properNoun-es "Îles Moluques"-properNoun-fr
"Urnieta"-properNoun-fr "Urnieta"-properNoun-es
"Urnieta"-properNoun-es "Urnieta"-properNoun-fr
"Mungia"-properNoun-fr "Mungia"-properNoun-es
"Mungia"-properNoun-es "Mungia"-properNoun-fr
"Sao Tomé"-properNoun-fr "Santo Tomé"-properNoun-es
"Santo Tomé"-properNoun-es "Sao Tomé"-properNoun-fr
"Nabuchodonosor"-properNoun-fr "Nabucodonosor"-properNoun-es
"Nabucodonosor"-properNoun-es "Nabuchodonosor"-properNoun-fr
"Euskotren"-properNoun-fr "Euskotren"-properNoun-es
"Euskotren"-properNoun-es "Euskotren"-properNoun-fr
"Basagoiti"-properNoun-fr "Basagoiti"-properNoun-es
"Basagoiti"-properNoun-es "Basagoiti"-properNoun-fr
"palestinien"-noun-fr "palestino"-noun-es
"palestino"-noun-es "palestinien"-noun-fr
"Algorri"-properNoun-fr "Algorri"-properNoun-es
"Algorri"-properNoun-es "Algorri"-properNoun-fr
"Leitza"-properNoun-fr "Leitza"-properNoun-es
"Leitza"-properNoun-es "Leitza"-properNoun-fr
"milliers"-noun-fr "miles"-noun-es
"miles"-noun-es "milliers"-noun-fr
"Pyongyang"-properNoun-fr "Pyongyang"-properNoun-es
"Pyongyang"-properNoun-es "Pyongyang"-properNoun-fr
"top"-adjective-fr "top"-adjective-es
"top"-adjective-es "top"-adjective-fr
"Abárzuza"-properNoun-fr "Abárzuza"-properNoun-es
"Abárzuza"-properNoun-es "Abárzuza"-properNoun-fr
"aiglon"-noun-fr "aguilucho"-noun-es
"aguilucho"-noun-es "aiglon"-noun-fr
"Usabiaga"-properNoun-fr "Usabiaga"-properNoun-es
"Usabiaga"-properNoun-es "Usabiaga"-properNoun-fr
"CCOO"-noun-fr "CCOO"-noun-es
"CCOO"-noun-es "CCOO"-noun-fr
"Guarnizo"-properNoun-fr "Guarnizo"-properNoun-es
"Guarnizo"-properNoun-es "Guarnizo"-properNoun-fr
"Parti nationaliste basque"-noun-fr "PNV"-noun-es
"PNV"-noun-es "Parti nationaliste basque"-noun-fr
"garde civile"-noun-fr "guardia civil"-noun-es
"guardia civil"-noun-es "garde civile"-noun-fr
"llanto"-noun-es "pleurs"-noun-fr
"pleurs"-noun-fr "llanto"-noun-es
"Ereaga"-properNoun-fr "Ereaga"-properNoun-es
"Ereaga"-properNoun-es "Ereaga"-properNoun-fr
"Estella"-properNoun-fr "Estella"-properNoun-es
"Estella"-properNoun-es "Estella"-properNoun-fr
"arme biologique"-noun-fr "arma biológica"-noun-es
"arma biológica"-noun-es "arme biologique"-noun-fr
"Rousillon"-properNoun-fr "Rosellón"-properNoun-es
"Rosellón"-properNoun-es "Rousillon"-properNoun-fr
"retratar"-verb-es "portraiturer"-verb-fr
"portraiturer"-verb-fr "retratar"-verb-es
"virevoltant"-adjective-fr "revoltoso"-adjective-es
"revoltoso"-adjective-es "virevoltant"-adjective-fr
"Hondarribia"-properNoun-fr "Hondarribia"-properNoun-es
"Hondarribia"-properNoun-es "Hondarribia"-properNoun-fr
"auteur-compositeur-interprète"-noun-fr "cantautor"-noun-es
"cantautor"-noun-es "auteur-compositeur-interprète"-noun-fr
"Mutiloa"-properNoun-fr "Mutiloa"-properNoun-es
"Mutiloa"-properNoun-es "Mutiloa"-properNoun-fr
"Zeberio"-properNoun-fr "Zeberio"-properNoun-es
"Zeberio"-properNoun-es "Zeberio"-properNoun-fr
"indien"-noun-fr "indio"-noun-es
"indio"-noun-es "indien"-noun-fr
"Îles Baléares"-properNoun-fr "Islas Baleares"-properNoun-es
"Islas Baleares"-properNoun-es "Îles Baléares"-properNoun-fr
"banc de données"-noun-fr "banco de datos"-noun-es
"banco de datos"-noun-es "banc de données"-noun-fr
"Asmara"-properNoun-fr "Asmara"-properNoun-es
"Asmara"-properNoun-es "Asmara"-properNoun-fr
"Grafilur"-properNoun-fr "Grafilur"-properNoun-es
"Grafilur"-properNoun-es "Grafilur"-properNoun-fr
"antiradar"-adjective-fr "antirradar"-adjective-es
"antirradar"-adjective-es "antiradar"-adjective-fr
"Plentzia"-properNoun-fr "Plentzia"-properNoun-es
"Plentzia"-properNoun-es "Plentzia"-properNoun-fr
"Larraun"-properNoun-fr "Larraun"-properNoun-es
"Larraun"-properNoun-es "Larraun"-properNoun-fr
"Ogrove"-properNoun-fr "Ogrove"-properNoun-es
"Ogrove"-properNoun-es "Ogrove"-properNoun-fr
"produit intérieur brut"-noun-fr "producto interior bruto"-noun-es
"producto interior bruto"-noun-es "produit intérieur brut"-noun-fr
"Luesma"-properNoun-fr "Luesma"-properNoun-es
"Luesma"-properNoun-es "Luesma"-properNoun-fr
"Amoroto"-properNoun-fr "Amoroto"-properNoun-es
"Amoroto"-properNoun-es "Amoroto"-properNoun-fr
"Maccabi"-properNoun-fr "Maccabi"-properNoun-es
"Maccabi"-properNoun-es "Maccabi"-properNoun-fr
"n"-noun-fr "n"-noun-es
"n"-noun-es "n"-noun-fr
"Abaltzisketa"-properNoun-fr "Abaltzisketa"-properNoun-es
"Abaltzisketa"-properNoun-es "Abaltzisketa"-properNoun-fr
"détroit de Gibraltar"-properNoun-fr "estrecho de Gibraltar"-properNoun-es
"estrecho de Gibraltar"-properNoun-es "détroit de Gibraltar"-properNoun-fr
"Kursaal"-properNoun-fr "Kursaal"-properNoun-es
"Kursaal"-properNoun-es "Kursaal"-properNoun-fr
"Alonsotegi"-properNoun-fr "Alonsotegi"-properNoun-es
"Alonsotegi"-properNoun-es "Alonsotegi"-properNoun-fr
"Saint-Pierre et Miquelon"-properNoun-fr "San Pedro y Miquelón"-properNoun-es
"San Pedro y Miquelón"-properNoun-es "Saint-Pierre et Miquelon"-properNoun-fr
"Fuenlabrada"-properNoun-fr "Fuenlabrada"-properNoun-es
"Fuenlabrada"-properNoun-es "Fuenlabrada"-properNoun-fr
"embarcadère"-noun-fr "embarcadero"-noun-es
"embarcadero"-noun-es "embarcadère"-noun-fr
"ministère public"-noun-fr "fiscalía"-noun-es
"fiscalía"-noun-es "ministère public"-noun-fr
"Lazkao"-properNoun-fr "Lazkao"-properNoun-es
"Lazkao"-properNoun-es "Lazkao"-properNoun-fr
"Antioquia"-properNoun-fr "Antioquia"-properNoun-es
"Antioquia"-properNoun-fr "Antioquía"-properNoun-es
"Antioquia"-properNoun-es "Antioquia"-properNoun-fr
"Antioquía"-properNoun-es "Antioquia"-properNoun-fr
"prier de"-verb-fr "rogar"-verb-es
"rogar"-verb-es "prier de"-verb-fr
"Barbanza"-properNoun-fr "Barbanza"-properNoun-es
"Barbanza"-properNoun-es "Barbanza"-properNoun-fr
"marché des valeurs"-noun-fr "mercado de valores"-noun-es
"mercado de valores"-noun-es "marché des valeurs"-noun-fr
"remontants à"-preposition-fr "provenientes de"-preposition-es
"provenientes de"-preposition-es "remontants à"-preposition-fr
"Pedreña"-properNoun-fr "Pedreña"-properNoun-es
"Pedreña"-properNoun-es "Pedreña"-properNoun-fr
"Kuwait"-properNoun-fr "Kuwait"-properNoun-es
"Kuwait"-properNoun-es "Kuwait"-properNoun-fr
"califonien"-adjective-fr "californiano"-adjective-es
"californiano"-adjective-es "califonien"-adjective-fr
"SPIUK"-noun-fr "SPIUK"-noun-es
"SPIUK"-noun-es "SPIUK"-noun-fr
"de conseil"-adjective-fr "asesor"-adjective-es
"asesor"-adjective-es "de conseil"-adjective-fr
"Cabo da Cruz"-properNoun-fr "Cabo da Cruz"-properNoun-es
"Cabo da Cruz"-properNoun-es "Cabo da Cruz"-properNoun-fr
"Électre"-properNoun-fr "Electra"-properNoun-es
"Electra"-properNoun-es "Électre"-properNoun-fr
"achat au comptant"-noun-fr "compra al contado"-noun-es
"compra al contado"-noun-es "achat au comptant"-noun-fr
"maison de disques"-noun-fr "discográfica"-noun-es
"discográfica"-noun-es "maison de disques"-noun-fr
"une bonne fois pour toutes"-adverb-fr "de una vez por todas"-adverb-es
"de una vez por todas"-adverb-es "une bonne fois pour toutes"-adverb-fr
"mettre en boule"-verb-fr "apelotonar"-verb-es
"apelotonar"-verb-es "mettre en boule"-verb-fr
"élégamment"-adverb-fr "airosamente"-adverb-es
"airosamente"-adverb-es "élégamment"-adverb-fr
"Tosar"-properNoun-fr "Tosar"-properNoun-es
"Tosar"-properNoun-es "Tosar"-properNoun-fr
"Aenor"-properNoun-fr "Aenor"-properNoun-es
"Aenor"-properNoun-es "Aenor"-properNoun-fr
"Beasain"-properNoun-fr "Beasain"-properNoun-es
"Beasain"-properNoun-es "Beasain"-properNoun-fr
"Îles Mariannes"-properNoun-fr "Islas Marianas"-properNoun-es
"Islas Marianas"-properNoun-es "Îles Mariannes"-properNoun-fr
"Gernika"-properNoun-fr "Gernika"-properNoun-es
"Gernika"-properNoun-es "Gernika"-properNoun-fr
"encriptación"-noun-es "cryptage"-noun-fr
"cryptage"-noun-fr "encriptación"-noun-es
"f"-noun-fr "f"-noun-es
"f"-noun-es "f"-noun-fr
"Arakil"-properNoun-fr "Arakil"-properNoun-es
"Arakil"-properNoun-es "Arakil"-properNoun-fr
"Orio"-properNoun-fr "Orio"-properNoun-es
"Orio"-properNoun-es "Orio"-properNoun-fr
"accord de principe"-noun-fr "preacuerdo"-noun-es
"preacuerdo"-noun-es "accord de principe"-noun-fr
"y avoir"-verb-fr "hay"-verb-es
"hay"-verb-es "y avoir"-verb-fr
"République Centrafricaine"-properNoun-fr "República Centroafricana"-properNoun-es
"República Centroafricana"-properNoun-es "République Centrafricaine"-properNoun-fr
"payer en espèces"-verb-fr "pagar en metálico"-verb-es
"pagar en metálico"-verb-es "payer en espèces"-verb-fr
"pagar en metálico"-verb-es "payer en liquide"-verb-fr
"payer en liquide"-verb-fr "pagar en metálico"-verb-es
"Guadalquivir"-properNoun-fr "Guadalquivir"-properNoun-es
"Guadalquivir"-properNoun-es "Guadalquivir"-properNoun-fr
"Urdiales"-properNoun-fr "Urdiales"-properNoun-es
"Urdiales"-properNoun-es "Urdiales"-properNoun-fr
"alunissage"-noun-fr "alunizaje"-noun-es
"alunizaje"-noun-es "alunissage"-noun-fr
"Pasaia"-properNoun-fr "Pasaia"-properNoun-es
"Pasaia"-properNoun-es "Pasaia"-properNoun-fr
"Traité établissant une Constitution pour l'Europe"-properNoun-fr "Tratado por el que se establece una constitución para Europa"-properNoun-es
"Tratado por el que se establece una constitución para Europa"-properNoun-es "Traité établissant une Constitution pour l'Europe"-properNoun-fr
"Alcalá de Henares"-properNoun-fr "Alcalá de Henares"-properNoun-es
"Alcalá de Henares"-properNoun-es "Alcalá de Henares"-properNoun-fr
"Minho"-properNoun-fr "Miño"-properNoun-es
"Miño"-properNoun-es "Minho"-properNoun-fr
"et caetera"-noun-fr "etcétera"-noun-es
"etcétera"-noun-es "et caetera"-noun-fr
"etcétera"-noun-es "et cetera"-noun-fr
"et cetera"-noun-fr "etcétera"-noun-es
"baisse du prix"-noun-fr "abaratamiento"-noun-es
"abaratamiento"-noun-es "baisse du prix"-noun-fr
"Îles Galapagos"-properNoun-fr "Galápagos"-properNoun-es
"Galápagos"-properNoun-es "Îles Galapagos"-properNoun-fr
