"avoir l'habitude de"-verb-fr "soler"-verb-es
"Aimar"-properNoun-es "Aimar"-properNoun-fr
"force"-noun-fr "contundencia"-noun-es
"contundencia"-noun-es "force"-noun-fr
"soja"-noun-fr "soja"-noun-es
"soja"-noun-es "soja"-noun-fr
"pour le moment"-adverb-fr "de momento"-adverb-es
"pour le moment"-adverb-fr "por el momento"-adverb-es
"de momento"-adverb-es "pour le moment"-adverb-fr
"de momento"-adverb-es "pour l'instant"-adverb-fr
"por el momento"-adverb-es "pour le moment"-adverb-fr
"pour l'instant"-adverb-fr "de momento"-adverb-es
"pour l'instant"-adverb-fr "por ahora"-adverb-es
"rancho"-noun-fr "rancho"-noun-es
"rancho"-noun-es "rancho"-noun-fr
"thaïlandais"-adjective-fr "tailandés"-adjective-es
"tailandés"-adjective-es "thaïlandais"-adjective-fr
"opter"-verb-fr "optar"-verb-es
"optar"-verb-es "opter"-verb-fr
"suspicion"-noun-fr "sospecha"-noun-es
"sospecha"-noun-es "suspicion"-noun-fr
"sospecha"-noun-es "soupçon"-noun-fr
"soupçon"-noun-fr "sospecha"-noun-es
"s"-noun-fr "s"-noun-es
"s"-noun-es "s"-noun-fr
"Kevin"-properNoun-fr "Kevin"-properNoun-es
"Kevin"-properNoun-es "Kevin"-properNoun-fr
"verticalité"-noun-fr "verticalidad"-noun-es
"verticalidad"-noun-es "verticalité"-noun-fr
"farse"-noun-fr "farsa"-noun-es
"farsa"-noun-es "farse"-noun-fr
"Proust"-properNoun-fr "Proust"-properNoun-es
"Proust"-properNoun-es "Proust"-properNoun-fr
"indexation"-noun-fr "indexación"-noun-es
"indexación"-noun-es "indexation"-noun-fr
"raisonnable"-adjective-fr "razonable"-adjective-es
"raisonnable"-adjective-fr "racional"-adjective-es
"razonable"-adjective-es "raisonnable"-adjective-fr
"racional"-adjective-es "raisonnable"-adjective-fr
"creuset"-noun-fr "crisol"-noun-es
"crisol"-noun-es "creuset"-noun-fr
"déterminant"-adjective-fr "determinante"-adjective-es
"determinante"-adjective-es "déterminant"-adjective-fr
"détestable"-adjective-fr "detestable"-adjective-es
"detestable"-adjective-es "détestable"-adjective-fr
"participatif"-adjective-fr "participativo"-adjective-es
"participativo"-adjective-es "participatif"-adjective-fr
"luxueux"-adjective-fr "lujoso"-adjective-es
"lujoso"-adjective-es "luxueux"-adjective-fr
"oubli"-noun-fr "descuido"-noun-es
"descuido"-noun-es "oubli"-noun-fr
"Meuse"-properNoun-fr "Mosa"-properNoun-es
"Mosa"-properNoun-es "Meuse"-properNoun-fr
"remplir de joie"-verb-fr "ilusionar"-verb-es
"ilusionar"-verb-es "remplir de joie"-verb-fr
"deuil"-noun-fr "duelo"-noun-es
"duelo"-noun-es "deuil"-noun-fr
"Milena"-properNoun-fr "Milena"-properNoun-es
"Milena"-properNoun-es "Milena"-properNoun-fr
"Djakarta"-properNoun-fr "Yakarta"-properNoun-es
"Yakarta"-properNoun-es "Djakarta"-properNoun-fr
"Yakarta"-properNoun-es "Jakarta"-properNoun-fr
"Jakarta"-properNoun-fr "Yakarta"-properNoun-es
"Antigua"-properNoun-fr "Antigua"-properNoun-es
"Antigua"-properNoun-es "Antigua"-properNoun-fr
"déclasser"-verb-fr "descatalogar"-verb-es
"descatalogar"-verb-es "déclasser"-verb-fr
"expirer"-verb-fr "expirar"-verb-es
"expirar"-verb-es "expirer"-verb-fr
"ozone"-noun-fr "ozono"-noun-es
"ozono"-noun-es "ozone"-noun-fr
"secte"-noun-fr "secta"-noun-es
"secta"-noun-es "secte"-noun-fr
"noter"-verb-fr "anotar"-verb-es
"anotar"-verb-es "noter"-verb-fr
"salive"-noun-fr "saliva"-noun-es
"saliva"-noun-es "salive"-noun-fr
"leur"-pronoun-fr "le"-pronoun-es
"le"-pronoun-es "lui"-pronoun-fr
"le"-pronoun-es "leur"-pronoun-fr
"Eugenio"-properNoun-fr "Eugenio"-properNoun-es
"Eugenio"-properNoun-es "Eugenio"-properNoun-fr
"sensibiliser"-verb-fr "sensibilizar"-verb-es
"sensibilizar"-verb-es "sensibiliser"-verb-fr
"tout à fait"-adverb-fr "sin duda"-adverb-es
"sin duda"-adverb-es "tout à fait"-adverb-fr
"domestiquer"-verb-fr "domesticar"-verb-es
"domesticar"-verb-es "domestiquer"-verb-fr
"luminosité"-noun-fr "luminosidad"-noun-es
"luminosidad"-noun-es "luminosité"-noun-fr
"indigène"-noun-fr "indígena"-noun-es
"indígena"-noun-es "indigène"-noun-fr
"retomber"-verb-fr "recaer"-verb-es
"recaer"-verb-es "retomber"-verb-fr
"périple"-noun-fr "periplo"-noun-es
"periplo"-noun-es "périple"-noun-fr
"improviser"-verb-fr "improvisar"-verb-es
"improvisar"-verb-es "improviser"-verb-fr
"Royaume-Uni"-properNoun-fr "Reino Unido"-properNoun-es
"Reino Unido"-properNoun-es "Royaume-Uni"-properNoun-fr
"éloignement"-noun-fr "alejamiento"-noun-es
"alejamiento"-noun-es "éloignement"-noun-fr
"standard"-noun-fr "centralita"-noun-es
"centralita"-noun-es "standard"-noun-fr
"aun así"-adverb-es "quand même"-adverb-fr
"quand même"-adverb-fr "aun así"-adverb-es
"embuer"-verb-fr "empañar"-verb-es
"empañar"-verb-es "embuer"-verb-fr
"Rolling"-properNoun-fr "Rolling"-properNoun-es
"Rolling"-properNoun-es "Rolling"-properNoun-fr
"assiéger"-verb-fr "asediar"-verb-es
"asediar"-verb-es "assiéger"-verb-fr
"harmonieux"-adjective-fr "armónico"-adjective-es
"armónico"-adjective-es "harmonieux"-adjective-fr
"valorisation"-noun-fr "valorización"-noun-es
"valorización"-noun-es "valorisation"-noun-fr
"Estados Unidos"-properNoun-es "les États-Unis"-properNoun-fr
"les États-Unis"-properNoun-fr "Estados Unidos"-properNoun-es
"américanisation"-noun-fr "americanización"-noun-es
"americanización"-noun-es "américanisation"-noun-fr
"Ferraz"-properNoun-fr "Ferraz"-properNoun-es
"Ferraz"-properNoun-es "Ferraz"-properNoun-fr
"ensemble"-adverb-fr "juntos"-adverb-es
"ensemble"-adverb-fr "juntas"-adverb-es
"juntos"-adverb-es "ensemble"-adverb-fr
"juntas"-adverb-es "ensemble"-adverb-fr
"formalisation"-noun-fr "formalización"-noun-es
"formalización"-noun-es "formalisation"-noun-fr
"Vivendi"-properNoun-fr "Vivendi"-properNoun-es
"Vivendi"-properNoun-es "Vivendi"-properNoun-fr
"Oriol"-properNoun-fr "Oriol"-properNoun-es
"Oriol"-properNoun-es "Oriol"-properNoun-fr
"recueil"-noun-fr "selección"-noun-es
"selección"-noun-es "recueil"-noun-fr
"naturalisation"-noun-fr "naturalización"-noun-es
"naturalización"-noun-es "naturalisation"-noun-fr
"à cause de"-preposition-fr "a causa de"-preposition-es
"a causa de"-preposition-es "à cause de"-preposition-fr
"a causa de"-preposition-es "du fait de"-preposition-fr
"du fait de"-preposition-fr "a causa de"-preposition-es
"luisant"-adjective-fr "brillante"-adjective-es
"brillante"-adjective-es "luisant"-adjective-fr
"brillante"-adjective-es "éclatant"-adjective-fr
"éclatant"-adjective-fr "brillante"-adjective-es
"Aude"-properNoun-fr "Aude"-properNoun-es
"Aude"-properNoun-es "Aude"-properNoun-fr
"Bertelsmann"-properNoun-fr "Bertelsmann"-properNoun-es
"Bertelsmann"-properNoun-es "Bertelsmann"-properNoun-fr
"adolescent"-noun-fr "adolescente"-noun-es
"adolescente"-noun-es "adolescent"-noun-fr
"biceps"-noun-fr "bíceps"-noun-es
"bíceps"-noun-es "biceps"-noun-fr
"régionalisation"-noun-fr "regionalización"-noun-es
"regionalización"-noun-es "régionalisation"-noun-fr
"inépuisable"-adjective-fr "inagotable"-adjective-es
"inagotable"-adjective-es "inépuisable"-adjective-fr
"alquiler"-noun-es "location"-noun-fr
"location"-noun-fr "alquiler"-noun-es
"location"-noun-fr "arrendamiento"-noun-es
"devoir"-verb-fr "deber"-verb-es
"deber"-verb-es "devoir"-verb-fr
"revanche"-noun-fr "desquite"-noun-es
"desquite"-noun-es "revanche"-noun-fr
"chambre"-noun-fr "aposento"-noun-es
"chambre"-noun-fr "dormitorio"-noun-es
"aposento"-noun-es "chambre"-noun-fr
"dormitorio"-noun-es "chambre"-noun-fr
"cuarto"-noun-es "quart"-noun-fr
"quart"-noun-fr "cuarto"-noun-es
"autonómico"-adjective-es "autonome"-adjective-fr
"autonome"-adjective-fr "autonómico"-adjective-es
"toiletter"-verb-fr "limpiar"-verb-es
"limpiar"-verb-es "toiletter"-verb-fr
"limpiar"-verb-es "torcher"-verb-fr
"limpiar"-verb-es "nettoyer"-verb-fr
"torcher"-verb-fr "limpiar"-verb-es
"nettoyer"-verb-fr "limpiar"-verb-es
"mettre"-verb-fr "meter"-verb-es
"meter"-verb-es "mettre"-verb-fr
"poner"-verb-es "remettre"-verb-fr
"remettre"-verb-fr "poner"-verb-es
"sapin"-noun-fr "abeto"-noun-es
"abeto"-noun-es "sapin"-noun-fr
"court"-noun-fr "cancha"-noun-es
"cancha"-noun-es "court"-noun-fr
"http"-noun-fr "http"-noun-es
"http"-noun-es "http"-noun-fr
"rafistoler"-verb-fr "apañar"-verb-es
"apañar"-verb-es "rafistoler"-verb-fr
"additif"-adjective-fr "aditivo"-adjective-es
"aditivo"-adjective-es "additif"-adjective-fr
"cellulaire"-adjective-fr "celular"-adjective-es
"celular"-adjective-es "cellulaire"-adjective-fr
"aviser"-verb-fr "pensar"-verb-es
"pensar"-verb-es "aviser"-verb-fr
"pensar"-verb-es "penser"-verb-fr
"penser"-verb-fr "pensar"-verb-es
"penser"-verb-fr "opinar"-verb-es
"Tere"-properNoun-fr "Tere"-properNoun-es
"Tere"-properNoun-es "Tere"-properNoun-fr
"concurrentiel"-adjective-fr "competitivo"-adjective-es
"competitivo"-adjective-es "concurrentiel"-adjective-fr
"competitivo"-adjective-es "compétitif"-adjective-fr
"compétitif"-adjective-fr "competitivo"-adjective-es
"magistral"-adjective-fr "magistral"-adjective-es
"magistral"-adjective-es "magistral"-adjective-fr
"recyclage"-noun-fr "reciclaje"-noun-es
"reciclaje"-noun-es "recyclage"-noun-fr
"coréen"-adjective-fr "coreano"-adjective-es
"coreano"-adjective-es "coréen"-adjective-fr
"Antunes"-properNoun-fr "Antunes"-properNoun-es
"Antunes"-properNoun-es "Antunes"-properNoun-fr
"procréation"-noun-fr "procreación"-noun-es
"procreación"-noun-es "procréation"-noun-fr
"sécularisation"-noun-fr "secularización"-noun-es
"secularización"-noun-es "sécularisation"-noun-fr
"Brian"-properNoun-fr "Brian"-properNoun-es
"Brian"-properNoun-es "Brian"-properNoun-fr
"Antofagasta"-properNoun-fr "Antofagasta"-properNoun-es
"Antofagasta"-properNoun-es "Antofagasta"-properNoun-fr
"Castejón"-properNoun-fr "Castejón"-properNoun-es
"Castejón"-properNoun-es "Castejón"-properNoun-fr
"Constantinople"-properNoun-fr "Constantinopla"-properNoun-es
"Constantinopla"-properNoun-es "Constantinople"-properNoun-fr
"vingtième"-adjective-fr "vigésimo"-adjective-es
"vigésimo"-adjective-es "vingtième"-adjective-fr
"supporter"-noun-fr "hincha"-noun-es
"supporter"-noun-fr "aficionado"-noun-es
"hincha"-noun-es "supporter"-noun-fr
"aficionado"-noun-es "supporter"-noun-fr
"aficionado"-noun-es "passionné"-noun-fr
"passionné"-noun-fr "aficionado"-noun-es
"Sesma"-properNoun-fr "Sesma"-properNoun-es
"Sesma"-properNoun-es "Sesma"-properNoun-fr
"étatique"-adjective-fr "estatal"-adjective-es
"estatal"-adjective-es "étatique"-adjective-fr
"estatal"-adjective-es "de l'état"-adjective-fr
"de l'état"-adjective-fr "estatal"-adjective-es
"preocupación"-noun-es "souci"-noun-fr
"souci"-noun-fr "preocupación"-noun-es
"Camus"-properNoun-fr "Camus"-properNoun-es
"Camus"-properNoun-es "Camus"-properNoun-fr
"fatigue"-noun-fr "cansancio"-noun-es
"fatigue"-noun-fr "fatiga"-noun-es
"cansancio"-noun-es "fatigue"-noun-fr
"fatiga"-noun-es "fatigue"-noun-fr
"insinuation"-noun-fr "insinuación"-noun-es
"insinuación"-noun-es "insinuation"-noun-fr
"valencianiste"-adjective-fr "valencianista"-adjective-es
"valencianista"-adjective-es "valencianiste"-adjective-fr
"con"-noun-fr "gilipollas"-noun-es
"gilipollas"-noun-es "con"-noun-fr
"indu"-adjective-fr "indebido"-adjective-es
"indebido"-adjective-es "indu"-adjective-fr
"individualisation"-noun-fr "individualización"-noun-es
"individualización"-noun-es "individualisation"-noun-fr
"respirer"-verb-fr "respirar"-verb-es
"respirar"-verb-es "respirer"-verb-fr
"chercheur"-noun-fr "investigador"-noun-es
"investigador"-noun-es "chercheur"-noun-fr
"investigador"-noun-es "enquêteur"-noun-fr
"enquêteur"-noun-fr "investigador"-noun-es
"jardinage"-noun-fr "jardinería"-noun-es
"jardinería"-noun-es "jardinage"-noun-fr
"Agassi"-properNoun-fr "Agassi"-properNoun-es
"Agassi"-properNoun-es "Agassi"-properNoun-fr
"contentieux"-adjective-fr "contencioso"-adjective-es
"contencioso"-adjective-es "contentieux"-adjective-fr
"poupée"-noun-fr "muñeco"-noun-es
"muñeco"-noun-es "poupée"-noun-fr
"relaxation"-noun-fr "relajación"-noun-es
"relajación"-noun-es "relaxation"-noun-fr
"indubitablement"-adverb-fr "indudablemente"-adverb-es
"indudablemente"-adverb-es "indubitablement"-adverb-fr
"Camilo"-properNoun-fr "Camilo"-properNoun-es
"Camilo"-properNoun-es "Camilo"-properNoun-fr
"complaire"-verb-fr "complacer"-verb-es
"complacer"-verb-es "complaire"-verb-fr
"court-circuit"-noun-fr "cortocircuito"-noun-es
"cortocircuito"-noun-es "court-circuit"-noun-fr
"maquette"-noun-fr "maqueta"-noun-es
"maqueta"-noun-es "maquette"-noun-fr
"cruce"-noun-es "croisée"-noun-fr
"croisée"-noun-fr "cruce"-noun-es
"responsabilité"-noun-fr "autoría"-noun-es
"autoría"-noun-es "responsabilité"-noun-fr
"synergie"-noun-fr "sinergia"-noun-es
"sinergia"-noun-es "synergie"-noun-fr
"gouvernail"-noun-fr "timón"-noun-es
"timón"-noun-es "gouvernail"-noun-fr
"avoir envie de"-verb-fr "querer"-verb-es
"querer"-verb-es "avoir envie de"-verb-fr
"querer"-verb-es "vouloir"-verb-fr
"vouloir"-verb-fr "querer"-verb-es
"marché aux puces"-noun-fr "rastro"-noun-es
"rastro"-noun-es "marché aux puces"-noun-fr
"Oslo"-properNoun-fr "Oslo"-properNoun-es
"Oslo"-properNoun-es "Oslo"-properNoun-fr
"Amadou"-properNoun-fr "Amadou"-properNoun-es
"Amadou"-properNoun-es "Amadou"-properNoun-fr
"exclamation"-noun-fr "exclamación"-noun-es
"exclamación"-noun-es "exclamation"-noun-fr
"xénophobie"-noun-fr "xenofobia"-noun-es
"xenofobia"-noun-es "xénophobie"-noun-fr
"carte"-noun-fr "cartulina"-noun-es
"carte"-noun-fr "naipe"-noun-es
"cartulina"-noun-es "carte"-noun-fr
"naipe"-noun-es "carte"-noun-fr
"soixante-trois"-numeral-fr "sesenta y tres"-numeral-es
"sesenta y tres"-numeral-es "soixante-trois"-numeral-fr
"Sandra"-properNoun-fr "Sandra"-properNoun-es
"Sandra"-properNoun-es "Sandra"-properNoun-fr
"baignade"-noun-fr "baño"-noun-es
"baño"-noun-es "baignade"-noun-fr
"baño"-noun-es "toilette"-noun-fr
"toilette"-noun-fr "baño"-noun-es
"dépôt"-noun-fr "imposición"-noun-es
"dépôt"-noun-fr "ingreso"-noun-es
"imposición"-noun-es "dépôt"-noun-fr
"ingreso"-noun-es "dépôt"-noun-fr
"cyclone"-noun-fr "ciclón"-noun-es
"ciclón"-noun-es "cyclone"-noun-fr
"costaricien"-adjective-fr "costarricense"-adjective-es
"costarricense"-adjective-es "costaricien"-adjective-fr
"Patrice"-properNoun-fr "Patrice"-properNoun-es
"Patrice"-properNoun-es "Patrice"-properNoun-fr
"mannequin"-noun-fr "maniquí"-noun-es
"maniquí"-noun-es "mannequin"-noun-fr
"cesser"-verb-fr "cesar"-verb-es
"cesar"-verb-es "cesser"-verb-fr
"voeu"-noun-fr "voto"-noun-es
"voto"-noun-es "voeu"-noun-fr
"départ"-noun-fr "partida"-noun-es
"partida"-noun-es "départ"-noun-fr
"attestation"-noun-fr "testimonio"-noun-es
"testimonio"-noun-es "attestation"-noun-fr
"testimonio"-noun-es "témoignage"-noun-fr
"témoignage"-noun-fr "testimonio"-noun-es
"grêle"-noun-fr "granizo"-noun-es
"granizo"-noun-es "grêle"-noun-fr
"Gautier"-properNoun-fr "Gautier"-properNoun-es
"Gautier"-properNoun-es "Gautier"-properNoun-fr
"Heidi"-properNoun-fr "Heidi"-properNoun-es
"Heidi"-properNoun-es "Heidi"-properNoun-fr
"Maza"-properNoun-fr "Maza"-properNoun-es
"Maza"-properNoun-es "Maza"-properNoun-fr
"boulangerie"-noun-fr "panadería"-noun-es
"panadería"-noun-es "boulangerie"-noun-fr
"cependant"-adverb-fr "sin embargo"-adverb-es
"sin embargo"-adverb-es "cependant"-adverb-fr
"sin embargo"-adverb-es "pourtant"-adverb-fr
"sin embargo"-adverb-es "toutefois"-adverb-fr
"pourtant"-adverb-fr "sin embargo"-adverb-es
"toutefois"-adverb-fr "sin embargo"-adverb-es
"gaulois"-noun-fr "galo"-noun-es
"galo"-noun-es "gaulois"-noun-fr
"galo"-noun-es "français"-noun-fr
"français"-noun-fr "galo"-noun-es
"parisien"-adjective-fr "parisiense"-adjective-es
"parisien"-adjective-fr "parisino"-adjective-es
"parisiense"-adjective-es "parisien"-adjective-fr
"parisino"-adjective-es "parisien"-adjective-fr
"Badajoz"-properNoun-fr "Badajoz"-properNoun-es
"Badajoz"-properNoun-es "Badajoz"-properNoun-fr
"virement"-noun-fr "giro"-noun-es
"virement"-noun-fr "trasferencia"-noun-es
"giro"-noun-es "virement"-noun-fr
"trasferencia"-noun-es "virement"-noun-fr
"transferencia"-noun-es "transfert"-noun-fr
"transfert"-noun-fr "transferencia"-noun-es
"soutenable"-adjective-fr "sostenible"-adjective-es
"sostenible"-adjective-es "soutenable"-adjective-fr
"sostenible"-adjective-es "durable"-adjective-fr
"durable"-adjective-fr "sostenible"-adjective-es
"durable"-adjective-fr "duradero"-adjective-es
"aller"-noun-fr "ida"-noun-es
"ida"-noun-es "aller"-noun-fr
"narrer"-verb-fr "narrar"-verb-es
"narrar"-verb-es "narrer"-verb-fr
"Violeta"-properNoun-fr "Violeta"-properNoun-es
"Violeta"-properNoun-es "Violeta"-properNoun-fr
"éditorial"-adjective-fr "editorial"-adjective-es
"editorial"-adjective-es "éditorial"-adjective-fr
"scanner"-verb-fr "escanear"-verb-es
"escanear"-verb-es "scanner"-verb-fr
"encombrer"-verb-fr "cargar"-verb-es
"cargar"-verb-es "encombrer"-verb-fr
"cargar"-verb-es "charger"-verb-fr
"charger"-verb-fr "cargar"-verb-es
"charger"-verb-fr "embestir"-verb-es
"modérer"-verb-fr "moderar"-verb-es
"moderar"-verb-es "modérer"-verb-fr
"Boris"-properNoun-fr "Boris"-properNoun-es
"Boris"-properNoun-es "Boris"-properNoun-fr
"angolais"-adjective-fr "angoleño"-adjective-es
"angoleño"-adjective-es "angolais"-adjective-fr
"siège"-noun-fr "seo"-noun-es
"seo"-noun-es "siège"-noun-fr
"structurer"-verb-fr "vertebrar"-verb-es
"vertebrar"-verb-es "structurer"-verb-fr
"Mitchell"-properNoun-fr "Mitchell"-properNoun-es
"Mitchell"-properNoun-es "Mitchell"-properNoun-fr
"Ruth"-properNoun-fr "Ruth"-properNoun-es
"Ruth"-properNoun-es "Ruth"-properNoun-fr
"Michelle"-properNoun-fr "Michelle"-properNoun-es
"Michelle"-properNoun-es "Michelle"-properNoun-fr
"halte"-noun-fr "apeadero"-noun-es
"apeadero"-noun-es "halte"-noun-fr
"d'avance"-adverb-fr "de antemano"-adverb-es
"de antemano"-adverb-es "d'avance"-adverb-fr
"mécanicien"-adjective-fr "mecánico"-adjective-es
"mecánico"-adjective-es "mécanicien"-adjective-fr
"Louvre"-properNoun-fr "Louvre"-properNoun-es
"Louvre"-properNoun-es "Louvre"-properNoun-fr
"résoudre"-verb-fr "solventar"-verb-es
"résoudre"-verb-fr "solucionar"-verb-es
"solventar"-verb-es "résoudre"-verb-fr
"solucionar"-verb-es "résoudre"-verb-fr
"bifteck"-noun-fr "bistec"-noun-es
"bistec"-noun-es "bifteck"-noun-fr
"supplice"-noun-fr "suplicio"-noun-es
"suplicio"-noun-es "supplice"-noun-fr
"ecclésiastique"-noun-fr "eclesiástico"-noun-es
"eclesiástico"-noun-es "ecclésiastique"-noun-fr
"neutralisation"-noun-fr "neutralización"-noun-es
"neutralización"-noun-es "neutralisation"-noun-fr
"néolibéral"-adjective-fr "neoliberal"-adjective-es
"neoliberal"-adjective-es "néolibéral"-adjective-fr
"avortement"-noun-fr "aborto"-noun-es
"aborto"-noun-es "avortement"-noun-fr
"hippocampe"-noun-fr "hipocampo"-noun-es
"hipocampo"-noun-es "hippocampe"-noun-fr
"Wall Street"-properNoun-fr "Wall Street"-properNoun-es
"Wall Street"-properNoun-es "Wall Street"-properNoun-fr
"Firefox"-properNoun-fr "Firefox"-properNoun-es
"Firefox"-properNoun-es "Firefox"-properNoun-fr
"Axel"-properNoun-fr "Axel"-properNoun-es
"Axel"-properNoun-es "Axel"-properNoun-fr
"susciter"-verb-fr "suscitar"-verb-es
"suscitar"-verb-es "susciter"-verb-fr
"mendicité"-noun-fr "mendicidad"-noun-es
"mendicidad"-noun-es "mendicité"-noun-fr
"Ryan"-properNoun-fr "Ryan"-properNoun-es
"Ryan"-properNoun-es "Ryan"-properNoun-fr
"patient"-noun-fr "paciente"-noun-es
"paciente"-noun-es "patient"-noun-fr
"Lizartza"-properNoun-fr "Lizartza"-properNoun-es
"Lizartza"-properNoun-es "Lizartza"-properNoun-fr
"beaucoup"-adverb-fr "muchísimo"-adverb-es
"muchísimo"-adverb-es "beaucoup"-adverb-fr
"Jimmy"-properNoun-fr "Jimmy"-properNoun-es
"Jimmy"-properNoun-es "Jimmy"-properNoun-fr
"gravitation"-noun-fr "gravitación"-noun-es
"gravitación"-noun-es "gravitation"-noun-fr
"anal"-adjective-fr "anal"-adjective-es
"anal"-adjective-es "anal"-adjective-fr
"minimisation"-noun-fr "minimización"-noun-es
"minimización"-noun-es "minimisation"-noun-fr
"maladresse"-noun-fr "torpeza"-noun-es
"torpeza"-noun-es "maladresse"-noun-fr
"Mendiola"-properNoun-fr "Mendiola"-properNoun-es
"Mendiola"-properNoun-es "Mendiola"-properNoun-fr
"gardien de but"-noun-fr "cancerbero"-noun-es
"cancerbero"-noun-es "gardien de but"-noun-fr
"sujet"-adjective-fr "sujeto"-adjective-es
"sujeto"-adjective-es "sujet"-adjective-fr
"sonorité"-noun-fr "sonoridad"-noun-es
"sonoridad"-noun-es "sonorité"-noun-fr
"malicieux"-adjective-fr "malicioso"-adjective-es
"malicioso"-adjective-es "malicieux"-adjective-fr
"décéder"-verb-fr "fallecer"-verb-es
"fallecer"-verb-es "décéder"-verb-fr
"fallecer"-verb-es "mourir"-verb-fr
"mourir"-verb-fr "fallecer"-verb-es
"mourir"-verb-fr "morir"-verb-es
"espagnol"-adjective-fr "español"-adjective-es
"español"-adjective-es "espagnol"-adjective-fr
"coureur"-noun-fr "corredor"-noun-es
"corredor"-noun-es "coureur"-noun-fr
"corredor"-noun-es "courtier"-noun-fr
"courtier"-noun-fr "corredor"-noun-es
"imprimé"-adjective-fr "impreso"-adjective-es
"impreso"-adjective-es "imprimé"-adjective-fr
"tel"-adjective-fr "tal"-adjective-es
"tal"-adjective-es "tel"-adjective-fr
"tomber amoureux"-verb-fr "enamorar"-verb-es
"enamorar"-verb-es "tomber amoureux"-verb-fr
"conter"-verb-fr "contar"-verb-es
"contar"-verb-es "conter"-verb-fr
"pagination"-noun-fr "paginación"-noun-es
"paginación"-noun-es "pagination"-noun-fr
"portion"-noun-fr "porción"-noun-es
"porción"-noun-es "portion"-noun-fr
"exactitude"-noun-fr "exactitud"-noun-es
"exactitud"-noun-es "exactitude"-noun-fr
"exactitud"-noun-es "justesse"-noun-fr
"justesse"-noun-fr "exactitud"-noun-es
"physicien"-noun-fr "físico"-noun-es
"físico"-noun-es "physicien"-noun-fr
"granite"-noun-fr "granito"-noun-es
"granito"-noun-es "granite"-noun-fr
"imprimeur"-noun-fr "impresor"-noun-es
"impresor"-noun-es "imprimeur"-noun-fr
"au milieu de"-preposition-fr "en medio de"-preposition-es
"en medio de"-preposition-es "au milieu de"-preposition-fr
"rustine"-noun-fr "parche"-noun-es
"parche"-noun-es "rustine"-noun-fr
"contraction"-noun-fr "contracción"-noun-es
"contracción"-noun-es "contraction"-noun-fr
"congruent"-adjective-fr "congruente"-adjective-es
"congruente"-adjective-es "congruent"-adjective-fr
"Valladolid"-properNoun-fr "Valladolid"-properNoun-es
"Valladolid"-properNoun-es "Valladolid"-properNoun-fr
"égorger"-verb-fr "degollar"-verb-es
"degollar"-verb-es "égorger"-verb-fr
"volcan"-noun-fr "volcán"-noun-es
"volcán"-noun-es "volcan"-noun-fr
"Ourense"-properNoun-fr "Ourense"-properNoun-es
"Ourense"-properNoun-fr "Orense"-properNoun-es
"Ourense"-properNoun-es "Ourense"-properNoun-fr
"Ourense"-properNoun-es "Orense"-properNoun-fr
"Orense"-properNoun-es "Ourense"-properNoun-fr
"Orense"-properNoun-fr "Ourense"-properNoun-es
"éclabousser"-verb-fr "salpicar"-verb-es
"salpicar"-verb-es "éclabousser"-verb-fr
"Skoda"-properNoun-fr "Skoda"-properNoun-es
"Skoda"-properNoun-es "Skoda"-properNoun-fr
"passionnant"-adjective-fr "apasionante"-adjective-es
"apasionante"-adjective-es "passionnant"-adjective-fr
"Transjordanie"-properNoun-fr "Transjordania"-properNoun-es
"Transjordania"-properNoun-es "Transjordanie"-properNoun-fr
"arrondir"-verb-fr "redondear"-verb-es
"redondear"-verb-es "arrondir"-verb-fr
"alchimiste"-noun-fr "alquimista"-noun-es
"alquimista"-noun-es "alchimiste"-noun-fr
"appuyer"-verb-fr "apoyar"-verb-es
"apoyar"-verb-es "appuyer"-verb-fr
"apoyar"-verb-es "soutenir"-verb-fr
"soutenir"-verb-fr "apoyar"-verb-es
"universellement"-adverb-fr "universalmente"-adverb-es
"universalmente"-adverb-es "universellement"-adverb-fr
"valider"-verb-fr "validar"-verb-es
"validar"-verb-es "valider"-verb-fr
"devoción"-noun-es "dévouement"-noun-fr
"dévouement"-noun-fr "devoción"-noun-es
"dévouement"-noun-fr "dedicación"-noun-es
"Anjou"-properNoun-fr "Anjou"-properNoun-es
"Anjou"-properNoun-es "Anjou"-properNoun-fr
"html"-properNoun-fr "html"-properNoun-es
"html"-properNoun-es "html"-properNoun-fr
"prolifique"-adjective-fr "prolífico"-adjective-es
"prolífico"-adjective-es "prolifique"-adjective-fr
"éventuel"-adjective-fr "eventual"-adjective-es
"eventual"-adjective-es "éventuel"-adjective-fr
"Cameron"-properNoun-fr "Cameron"-properNoun-es
"Cameron"-properNoun-es "Cameron"-properNoun-fr
"Garcilaso"-properNoun-fr "Garcilaso"-properNoun-es
"Garcilaso"-properNoun-es "Garcilaso"-properNoun-fr
"douer"-verb-fr "dotar"-verb-es
"dotar"-verb-es "douer"-verb-fr
"dotar"-verb-es "doter"-verb-fr
"doter"-verb-fr "dotar"-verb-es
"ridiculiser"-verb-fr "ridiculizar"-verb-es
"ridiculizar"-verb-es "ridiculiser"-verb-fr
"crucial"-adjective-fr "crucial"-adjective-es
"crucial"-adjective-es "crucial"-adjective-fr
"remettre en question"-verb-fr "cuestionar"-verb-es
"cuestionar"-verb-es "remettre en question"-verb-fr
"durante"-preposition-es "au cours de"-preposition-fr
"au cours de"-preposition-fr "durante"-preposition-es
