"quelque"-determiner-fr "unos cuantos"-determiner-es
"extra"-adjective-es "additionnel"-adjective-fr
"précis"-adjective-fr "certero"-adjective-es
"certero"-adjective-es "précis"-adjective-fr
"vago"-adjective-es "paresseux"-adjective-fr
"paresseux"-adjective-fr "vago"-adjective-es
"paresseux"-adjective-fr "holgazán"-adjective-es
"holgazán"-adjective-es "paresseux"-adjective-fr
"gras"-adjective-fr "graso"-adjective-es
"graso"-adjective-es "gras"-adjective-fr
"menesteroso"-adjective-es "misérable"-adjective-fr
"misérable"-adjective-fr "menesteroso"-adjective-es
"misérable"-adjective-fr "necesitado"-adjective-es
"necesitado"-adjective-es "misérable"-adjective-fr
"triste"-adjective-fr "afligido"-adjective-es
"afligido"-adjective-es "triste"-adjective-fr
"molesto"-adjective-es "gênant"-adjective-fr
"gênant"-adjective-fr "molesto"-adjective-es
"insípido"-adjective-es "vulgaire"-adjective-fr
"vulgaire"-adjective-fr "insípido"-adjective-es
"soberbio"-adjective-es "superbe"-adjective-fr
"superbe"-adjective-fr "soberbio"-adjective-es
"adroit"-adjective-fr "diestro"-adjective-es
"diestro"-adjective-es "adroit"-adjective-fr
"droit"-adjective-fr "recto"-adjective-es
"recto"-adjective-es "droit"-adjective-fr
"évident"-adjective-fr "obvio"-adjective-es
"obvio"-adjective-es "évident"-adjective-fr
"indeciso"-adjective-es "hésitant"-adjective-fr
"hésitant"-adjective-fr "indeciso"-adjective-es
"insolite"-adjective-fr "inusual"-adjective-es
"inusual"-adjective-es "insolite"-adjective-fr
"inusual"-adjective-es "inaccoutumé"-adjective-fr
"inaccoutumé"-adjective-fr "inusual"-adjective-es
"rapprocher"-verb-fr "arrimar"-verb-es
"arrimar"-verb-es "rapprocher"-verb-fr
"annuler"-verb-fr "abolir"-verb-es
"abolir"-verb-es "annuler"-verb-fr
"aspirer"-verb-fr "inhalar"-verb-es
"inhalar"-verb-es "aspirer"-verb-fr
"enquêter"-verb-fr "encuestar"-verb-es
"encuestar"-verb-es "enquêter"-verb-fr
"golear"-verb-es "marquer"-verb-fr
"marquer"-verb-fr "golear"-verb-es
"humide"-adjective-fr "mojado"-adjective-es
"mojado"-adjective-es "humide"-adjective-fr
"doblar"-verb-es "doubler"-verb-fr
"doubler"-verb-fr "doblar"-verb-es
"evadir"-verb-es "éluder"-verb-fr
"éluder"-verb-fr "evadir"-verb-es
"qualifier"-verb-fr "cualificar"-verb-es
"cualificar"-verb-es "qualifier"-verb-fr
"piloter"-verb-fr "pilotar"-verb-es
"pilotar"-verb-es "piloter"-verb-fr
"contester"-verb-fr "impugnar"-verb-es
"impugnar"-verb-es "contester"-verb-fr
"concourir"-verb-fr "competer"-verb-es
"competer"-verb-es "concourir"-verb-fr
"audacieux"-adjective-fr "osado"-adjective-es
"osado"-adjective-es "audacieux"-adjective-fr
"rehusar"-verb-es "refuser"-verb-fr
"rehusar"-verb-es "rejeter"-verb-fr
"rehusar"-verb-es "repousser"-verb-fr
"refuser"-verb-fr "rehusar"-verb-es
"refuser"-verb-fr "desechar"-verb-es
"rejeter"-verb-fr "rehusar"-verb-es
"rejeter"-verb-fr "desechar"-verb-es
"repousser"-verb-fr "rehusar"-verb-es
"repousser"-verb-fr "desechar"-verb-es
"desechar"-verb-es "refuser"-verb-fr
"desechar"-verb-es "rejeter"-verb-fr
"desechar"-verb-es "repousser"-verb-fr
"arrebatar"-verb-es "arracher"-verb-fr
"arracher"-verb-fr "arrebatar"-verb-es
"ou"-coordinatingConjunction-fr "o bien"-coordinatingConjunction-es
"o bien"-coordinatingConjunction-es "ou"-coordinatingConjunction-fr
"cette année"-adverb-fr "este año"-adverb-es
"este año"-adverb-es "cette année"-adverb-fr
"por todas partes"-adverb-es "partout"-adverb-fr
"partout"-adverb-fr "por todas partes"-adverb-es
"chien"-noun-fr "can"-noun-es
"chien"-noun-fr "ka"-noun-es
"can"-noun-es "chien"-noun-fr
"ka"-noun-es "chien"-noun-fr
"décennie"-noun-fr "decenio"-noun-es
"decenio"-noun-es "décennie"-noun-fr
"diagnostic"-noun-fr "diagnosis"-noun-es
"diagnosis"-noun-es "diagnostic"-noun-fr
"explication"-noun-fr "dilucidación"-noun-es
"dilucidación"-noun-es "explication"-noun-fr
"pseudónimo"-noun-es "pseudonyme"-noun-fr
"pseudonyme"-noun-fr "pseudónimo"-noun-es
"modem"-noun-fr "modem"-noun-es
"modem"-noun-es "modem"-noun-fr
"rugby"-noun-fr "rugbi"-noun-es
"rugbi"-noun-es "rugby"-noun-fr
"adversaire"-noun-fr "oponente"-noun-es
"oponente"-noun-es "adversaire"-noun-fr
"carnero"-noun-es "mouton"-noun-fr
"mouton"-noun-fr "carnero"-noun-es
"reputado"-adjective-es "prestigieux"-adjective-fr
"prestigieux"-adjective-fr "reputado"-adjective-es
"demás"-determiner-es "un autre"-determiner-fr
"un autre"-determiner-fr "demás"-determiner-es
"féminin"-adjective-fr "hembra"-adjective-es
"hembra"-adjective-es "féminin"-adjective-fr
"basique"-adjective-fr "base"-adjective-es
"base"-adjective-es "basique"-adjective-fr
"législatif"-adjective-fr "legislador"-adjective-es
"legislador"-adjective-es "législatif"-adjective-fr
"étranger"-adjective-fr "forastero"-adjective-es
"forastero"-adjective-es "étranger"-adjective-fr
"paulatino"-adjective-es "graduel"-adjective-fr
"graduel"-adjective-fr "paulatino"-adjective-es
"saint"-adjective-fr "sacro"-adjective-es
"sacro"-adjective-es "saint"-adjective-fr
"Adam"-properNoun-fr "Adán"-noun-es
"Adán"-noun-es "Adam"-properNoun-fr
"David"-properNoun-fr "David"-noun-es
"David"-noun-es "David"-properNoun-fr
"Jesús"-noun-es "Jesús"-properNoun-fr
"Jesús"-properNoun-fr "Jesús"-noun-es
"Barcelone"-properNoun-fr "Barcelona"-noun-es
"Barcelona"-noun-es "Barcelone"-properNoun-fr
"Grenade"-properNoun-fr "Granada"-noun-es
"Granada"-noun-es "Grenade"-properNoun-fr
"Madrid"-properNoun-fr "Madrid"-noun-es
"Madrid"-noun-es "Madrid"-properNoun-fr
"Navarre"-properNoun-fr "Navarra"-noun-es
"Navarra"-noun-es "Navarre"-properNoun-fr
"Rome"-properNoun-fr "Roma"-noun-es
"Roma"-noun-es "Rome"-properNoun-fr
"Zimbabwe"-properNoun-fr "Zimbabwe"-properNoun-es
"Zimbabwe"-properNoun-es "Zimbabwe"-properNoun-fr
"Guayana"-properNoun-es "Guyana"-properNoun-fr
"Guyana"-properNoun-fr "Guayana"-properNoun-es
"gasoil"-noun-fr "gasoil"-noun-es
"gasoil"-noun-es "gasoil"-noun-fr
"malheureusement"-adverb-fr "por desgracia"-adverb-es
"por desgracia"-adverb-es "malheureusement"-adverb-fr
"au moins"-adverb-fr "cuando menos"-adverb-es
"cuando menos"-adverb-es "au moins"-adverb-fr
"inevitablemente"-adverb-es "inévitablement"-adverb-fr
"inévitablement"-adverb-fr "inevitablemente"-adverb-es
"Lima"-properNoun-fr "Lima"-noun-es
"Lima"-noun-es "Lima"-properNoun-fr
"Paris"-properNoun-fr "París"-noun-es
"París"-noun-es "Paris"-properNoun-fr
"cereza"-noun-es "cerise"-noun-fr
"cerise"-noun-fr "cereza"-noun-es
"dispensario"-noun-es "dispensaire"-noun-fr
"dispensaire"-noun-fr "dispensario"-noun-es
"pêche"-noun-fr "melocotón"-noun-es
"melocotón"-noun-es "pêche"-noun-fr
"leopardo"-noun-es "panthère"-noun-fr
"panthère"-noun-fr "leopardo"-noun-es
"radiactividad"-noun-es "radioactivité"-noun-fr
"radioactivité"-noun-fr "radiactividad"-noun-es
"toast"-noun-fr "brindis"-noun-es
"brindis"-noun-es "toast"-noun-fr
"austriaco"-adjective-es "autrichien"-adjective-fr
"autrichien"-adjective-fr "austriaco"-adjective-es
"islamiste"-adjective-fr "islamista"-adjective-es
"islamista"-adjective-es "islamiste"-adjective-fr
"chiita"-adjective-es "chiite"-adjective-fr
"chiite"-adjective-fr "chiita"-adjective-es
"constitutivo"-adjective-es "constitutif"-adjective-fr
"constitutif"-adjective-fr "constitutivo"-adjective-es
"Séville"-properNoun-fr "Sevilla"-noun-es
"Sevilla"-noun-es "Séville"-properNoun-fr
"indicatif"-adjective-fr "indicativo"-adjective-es
"indicativo"-adjective-es "indicatif"-adjective-fr
"aquarium"-noun-fr "acuario"-noun-es
"acuario"-noun-es "aquarium"-noun-fr
"fumeur"-noun-fr "fumadero"-noun-es
"fumadero"-noun-es "fumeur"-noun-fr
"Borges"-properNoun-es "Bourges"-properNoun-fr
"Bourges"-properNoun-fr "Borges"-properNoun-es
"subtilité"-noun-fr "sutileza"-noun-es
"sutileza"-noun-es "subtilité"-noun-fr
"paquistaní"-adjective-es "pakistanais"-adjective-fr
"pakistanais"-adjective-fr "paquistaní"-adjective-es
"con frialdad"-adverb-es "froidement"-adverb-fr
"froidement"-adverb-fr "con frialdad"-adverb-es
"Bouvet"-properNoun-fr "Isla Bouvet"-properNoun-es
"Isla Bouvet"-properNoun-es "Bouvet"-properNoun-fr
"Quimper"-noun-es "Quimper"-properNoun-fr
"Quimper"-properNoun-fr "Quimper"-noun-es
"amandier"-noun-fr "almendrero"-noun-es
"almendrero"-noun-es "amandier"-noun-fr
"Warner"-properNoun-fr "Warner"-noun-es
"Warner"-noun-es "Warner"-properNoun-fr
"Terrassa"-properNoun-fr "Tarrasa"-properNoun-es
"Tarrasa"-properNoun-es "Terrassa"-properNoun-fr
"Angers"-properNoun-fr "Angers"-noun-es
"Angers"-noun-es "Angers"-properNoun-fr
"Polinesia"-properNoun-es "Polynésie"-properNoun-fr
"Polynésie"-properNoun-fr "Polinesia"-properNoun-es
