"algun"-determiner-ca "certain"-determiner-fr
"question"-noun-fr "afer"-noun-ca
"afer"-noun-ca "question"-noun-fr
"assumpte"-noun-ca "affaire"-noun-fr
"affaire"-noun-fr "assumpte"-noun-ca
"sillon"-noun-fr "arruga"-noun-ca
"arruga"-noun-ca "sillon"-noun-fr
"trouble"-noun-fr "desordre"-noun-ca
"desordre"-noun-ca "trouble"-noun-fr
"vacarme"-noun-fr "xivarri"-noun-ca
"xivarri"-noun-ca "vacarme"-noun-fr
"bruit"-noun-fr "rumor"-noun-ca
"rumor"-noun-ca "bruit"-noun-fr
"test"-noun-fr "prova"-noun-ca
"prova"-noun-ca "test"-noun-fr
"mostra"-noun-ca "spécimen"-noun-fr
"spécimen"-noun-fr "mostra"-noun-ca
"goût"-noun-fr "sabor"-noun-ca
"sabor"-noun-ca "goût"-noun-fr
"aparició"-noun-ca "phénomène"-noun-fr
"aparició"-noun-ca "occurrence"-noun-fr
"phénomène"-noun-fr "aparició"-noun-ca
"occurrence"-noun-fr "aparició"-noun-ca
"issue"-noun-fr "eixida"-noun-ca
"eixida"-noun-ca "issue"-noun-fr
"cruïlla"-noun-ca "croisement"-noun-fr
"croisement"-noun-fr "cruïlla"-noun-ca
"classe"-noun-ca "catégorie"-noun-fr
"catégorie"-noun-fr "classe"-noun-ca
"rengle"-noun-ca "rang"-noun-fr
"rang"-noun-fr "rengle"-noun-ca
"broma"-noun-ca "blague"-noun-fr
"blague"-noun-fr "broma"-noun-ca
"lit"-noun-fr "cau"-noun-ca
"cau"-noun-ca "lit"-noun-fr
"lieu"-noun-fr "indret"-noun-ca
"indret"-noun-ca "lieu"-noun-fr
"indret"-noun-ca "endroit"-noun-fr
"endroit"-noun-fr "indret"-noun-ca
"graella"-noun-ca "grille"-noun-fr
"grille"-noun-fr "graella"-noun-ca
"salle"-noun-fr "saló"-noun-ca
"saló"-noun-ca "salle"-noun-fr
"ouvrage"-noun-fr "obra"-noun-ca
"obra"-noun-ca "ouvrage"-noun-fr
"aptitud"-noun-ca "faculté"-noun-fr
"faculté"-noun-fr "aptitud"-noun-ca
"direcció"-noun-ca "adresse"-noun-fr
"adresse"-noun-fr "direcció"-noun-ca
"habitatge"-noun-ca "logement"-noun-fr
"logement"-noun-fr "habitatge"-noun-ca
"caméra"-noun-fr "cambra"-noun-ca
"cambra"-noun-ca "caméra"-noun-fr
"faute"-noun-fr "culpa"-noun-ca
"faute"-noun-fr "mancança"-noun-ca
"culpa"-noun-ca "faute"-noun-fr
"mancança"-noun-ca "faute"-noun-fr
"mancança"-noun-ca "manque"-noun-fr
"manque"-noun-fr "mancança"-noun-ca
"ponent"-noun-ca "ouest"-noun-fr
"ouest"-noun-fr "ponent"-noun-ca
"augmentation"-noun-fr "increment"-noun-ca
"increment"-noun-ca "augmentation"-noun-fr
"accroissement"-noun-fr "creixement"-noun-ca
"creixement"-noun-ca "accroissement"-noun-fr
"chute"-noun-fr "cascada"-noun-ca
"cascada"-noun-ca "chute"-noun-fr
"estimation"-noun-fr "valoració"-noun-ca
"estimation"-noun-fr "avaluació"-noun-ca
"valoració"-noun-ca "estimation"-noun-fr
"valoració"-noun-ca "évaluation"-noun-fr
"avaluació"-noun-ca "estimation"-noun-fr
"avaluació"-noun-ca "expertise"-noun-fr
"évaluation"-noun-fr "valoració"-noun-ca
"expertise"-noun-fr "avaluació"-noun-ca
"inclinació"-noun-ca "tendance"-noun-fr
"tendance"-noun-fr "inclinació"-noun-ca
"racó"-noun-ca "canton"-noun-fr
"canton"-noun-fr "racó"-noun-ca
"cantó"-noun-ca "côté"-noun-fr
"côté"-noun-fr "cantó"-noun-ca
"cara"-noun-ca "gueule"-noun-fr
"gueule"-noun-fr "cara"-noun-ca
"gueule"-noun-fr "rostre"-noun-ca
"face"-noun-fr "rostre"-noun-ca
"rostre"-noun-ca "gueule"-noun-fr
"rostre"-noun-ca "face"-noun-fr
"grau"-noun-ca "échelon"-noun-fr
"échelon"-noun-fr "grau"-noun-ca
"obstruction"-noun-fr "barrera"-noun-ca
"barrera"-noun-ca "obstruction"-noun-fr
"bagul"-noun-ca "coffre"-noun-fr
"coffre"-noun-fr "bagul"-noun-ca
"intranquil·litat"-noun-ca "inquiétude"-noun-fr
"inquiétude"-noun-fr "intranquil·litat"-noun-ca
"refus"-noun-fr "denegació"-noun-ca
"denegació"-noun-ca "refus"-noun-fr
"ofensa"-noun-ca "injure"-noun-fr
"injure"-noun-fr "ofensa"-noun-ca
"ràbia"-noun-ca "colère"-noun-fr
"colère"-noun-fr "ràbia"-noun-ca
"habileté"-noun-fr "habilitat"-noun-ca
"habilitat"-noun-ca "habileté"-noun-fr
"partida"-noun-ca "match"-noun-fr
"partida"-noun-ca "parti"-noun-fr
"match"-noun-fr "partida"-noun-ca
"match"-noun-fr "bàndol"-noun-ca
"parti"-noun-fr "partida"-noun-ca
"parti"-noun-fr "bàndol"-noun-ca
"bàndol"-noun-ca "match"-noun-fr
"bàndol"-noun-ca "parti"-noun-fr
"menjar"-noun-ca "nourriture"-noun-fr
"nourriture"-noun-fr "menjar"-noun-ca
"provision"-noun-fr "estoc"-noun-ca
"estoc"-noun-ca "provision"-noun-fr
"support"-noun-fr "recolzament"-noun-ca
"recolzament"-noun-ca "support"-noun-fr
"suport"-noun-ca "appui"-noun-fr
"appui"-noun-fr "suport"-noun-ca
"maldonne"-noun-fr "equivocació"-noun-ca
"equivocació"-noun-ca "maldonne"-noun-fr
"manière"-noun-fr "mode"-noun-ca
"mode"-noun-ca "manière"-noun-fr
"mode"-noun-ca "façon"-noun-fr
"façon"-noun-fr "mode"-noun-ca
"pioche"-noun-fr "bec"-noun-ca
"bec"-noun-ca "pioche"-noun-fr
"outil"-noun-fr "instrument"-noun-ca
"instrument"-noun-ca "outil"-noun-fr
"eina"-noun-ca "instrument"-noun-fr
"instrument"-noun-fr "eina"-noun-ca
"atuell"-noun-ca "récipient"-noun-fr
"récipient"-noun-fr "atuell"-noun-ca
"grandeur"-noun-fr "grandària"-noun-ca
"grandària"-noun-ca "grandeur"-noun-fr
"réglementation"-noun-fr "normativa"-noun-ca
"normativa"-noun-ca "réglementation"-noun-fr
"patron"-noun-fr "plantilla"-noun-ca
"plantilla"-noun-ca "patron"-noun-fr
"longueur"-noun-fr "llargària"-noun-ca
"llargària"-noun-ca "longueur"-noun-fr
"passadís"-noun-ca "corridor"-noun-fr
"corridor"-noun-fr "passadís"-noun-ca
"couloir"-noun-fr "corredor"-noun-ca
"corredor"-noun-ca "couloir"-noun-fr
"col·lapse"-noun-ca "effondrement"-noun-fr
"effondrement"-noun-fr "col·lapse"-noun-ca
"suma"-noun-ca "addition"-noun-fr
"addition"-noun-fr "suma"-noun-ca
"somme"-noun-fr "addició"-noun-ca
"addició"-noun-ca "somme"-noun-fr
"estació"-noun-ca "station"-noun-fr
"station"-noun-fr "estació"-noun-ca
"lycée"-noun-fr "institut"-noun-ca
"institut"-noun-ca "lycée"-noun-fr
"empreinte"-noun-fr "empremta"-noun-ca
"empremta"-noun-ca "empreinte"-noun-fr
"trace"-noun-fr "vestigi"-noun-ca
"vestigi"-noun-ca "trace"-noun-fr
"traça"-noun-ca "vestige"-noun-fr
"vestige"-noun-fr "traça"-noun-ca
"essai"-noun-fr "intent"-noun-ca
"intent"-noun-ca "essai"-noun-fr
"assaig"-noun-ca "tentative"-noun-fr
"tentative"-noun-fr "assaig"-noun-ca
"banca"-noun-ca "banc"-noun-fr
"banc"-noun-fr "banca"-noun-ca
"exèrcit"-noun-ca "armada"-noun-fr
"armada"-noun-fr "exèrcit"-noun-ca
"cognom"-noun-ca "lignée"-noun-fr
"lignée"-noun-fr "cognom"-noun-ca
"atzar"-noun-ca "hasard"-noun-fr
"hasard"-noun-fr "atzar"-noun-ca
"escletxa"-noun-ca "crevasse"-noun-fr
"crevasse"-noun-fr "escletxa"-noun-ca
"servidor"-noun-ca "serviteur"-noun-fr
"serviteur"-noun-fr "servidor"-noun-ca
"considération"-noun-fr "consideració"-noun-ca
"consideració"-noun-ca "considération"-noun-fr
"mesure"-noun-fr "mida"-noun-ca
"mida"-noun-ca "mesure"-noun-fr
"esdevenir"-verb-ca "venir"-verb-fr
"venir"-verb-fr "esdevenir"-verb-ca
"devenir"-verb-fr "venir"-verb-ca
"venir"-verb-ca "devenir"-verb-fr
"pareil"-adjective-fr "igual"-adjective-ca
"igual"-adjective-ca "pareil"-adjective-fr
"extern"-adjective-ca "extérieur"-adjective-fr
"extérieur"-adjective-fr "extern"-adjective-ca
"quotidià"-adjective-ca "journalier"-adjective-fr
"journalier"-adjective-fr "quotidià"-adjective-ca
"permanent"-adjective-fr "persistent"-adjective-ca
"persistent"-adjective-ca "permanent"-adjective-fr
"corder"-verb-fr "tòrcer"-verb-ca
"tòrcer"-verb-ca "corder"-verb-fr
"tòrcer"-verb-ca "fausser"-verb-fr
"fausser"-verb-fr "tòrcer"-verb-ca
"bagarrer"-verb-fr "lluitar"-verb-ca
"lluitar"-verb-ca "bagarrer"-verb-fr
"còmode"-adjective-ca "confortable"-adjective-fr
"confortable"-adjective-fr "còmode"-adjective-ca
"accueillant"-adjective-fr "hospitalari"-adjective-ca
"hospitalari"-adjective-ca "accueillant"-adjective-fr
"ouvrier"-adjective-fr "obrerista"-adjective-ca
"obrerista"-adjective-ca "ouvrier"-adjective-fr
"obrer"-adjective-ca "travailliste"-adjective-fr
"travailliste"-adjective-fr "obrer"-adjective-ca
"chambrer"-verb-fr "isolar"-verb-ca
"isolar"-verb-ca "chambrer"-verb-fr
"treballar"-verb-ca "bosser"-verb-fr
"bosser"-verb-fr "treballar"-verb-ca
"previ"-adjective-ca "antérieur"-adjective-fr
"antérieur"-adjective-fr "previ"-adjective-ca
"anterior"-adjective-ca "précédent"-adjective-fr
"précédent"-adjective-fr "anterior"-adjective-ca
"nommer"-verb-fr "denominar"-verb-ca
"nommer"-verb-fr "nominar"-verb-ca
"denominar"-verb-ca "nommer"-verb-fr
"nominar"-verb-ca "nommer"-verb-fr
"admettre"-verb-fr "concedir"-verb-ca
"concedir"-verb-ca "admettre"-verb-fr
"carregar"-verb-ca "encombrer"-verb-fr
"encombrer"-verb-fr "carregar"-verb-ca
"augmenter"-verb-fr "incrementar"-verb-ca
"incrementar"-verb-ca "augmenter"-verb-fr
"animat"-adjective-ca "vif"-adjective-fr
"vif"-adjective-fr "animat"-adjective-ca
"affliger"-verb-fr "angoixar"-verb-ca
"angoixar"-verb-ca "affliger"-verb-fr
"munir"-verb-fr "abastir"-verb-ca
"munir"-verb-fr "subministrar"-verb-ca
"abastir"-verb-ca "munir"-verb-fr
"abastir"-verb-ca "pourvoir"-verb-fr
"subministrar"-verb-ca "munir"-verb-fr
"subministrar"-verb-ca "pourvoir"-verb-fr
"pourvoir"-verb-fr "abastir"-verb-ca
"pourvoir"-verb-fr "subministrar"-verb-ca
"aconseguir"-verb-ca "atteindre"-verb-fr
"atteindre"-verb-fr "aconseguir"-verb-ca
"jeter"-verb-fr "llançar"-verb-ca
"llançar"-verb-ca "jeter"-verb-fr
"tirar"-verb-ca "verser"-verb-fr
"verser"-verb-fr "tirar"-verb-ca
"saisir"-verb-fr "copsar"-verb-ca
"copsar"-verb-ca "saisir"-verb-fr
"copsar"-verb-ca "rejoindre"-verb-fr
"agafar"-verb-ca "rejoindre"-verb-fr
"rejoindre"-verb-fr "copsar"-verb-ca
"rejoindre"-verb-fr "agafar"-verb-ca
"recruter"-verb-fr "contractar"-verb-ca
"contractar"-verb-ca "recruter"-verb-fr
"achever"-verb-fr "rematar"-verb-ca
"rematar"-verb-ca "achever"-verb-fr
"rematar"-verb-ca "finir"-verb-fr
"finir"-verb-fr "rematar"-verb-ca
"changer"-verb-fr "alterar"-verb-ca
"alterar"-verb-ca "changer"-verb-fr
"dur"-verb-ca "amener"-verb-fr
"dur"-verb-ca "mener"-verb-fr
"dur"-verb-ca "emporter"-verb-fr
"amener"-verb-fr "dur"-verb-ca
"mener"-verb-fr "dur"-verb-ca
"emporter"-verb-fr "dur"-verb-ca
"diriger"-verb-fr "enfocar"-verb-ca
"enfocar"-verb-ca "diriger"-verb-fr
"compacte"-adjective-ca "massif"-adjective-fr
"massif"-adjective-fr "compacte"-adjective-ca
"gruixut"-adjective-ca "gros"-adjective-fr
"gros"-adjective-fr "gruixut"-adjective-ca
"addicionar"-verb-ca "ajouter"-verb-fr
"ajouter"-verb-fr "addicionar"-verb-ca
"ajouter"-verb-fr "sumar"-verb-ca
"sumar"-verb-ca "ajouter"-verb-fr
"mirar"-verb-ca "garder"-verb-fr
"garder"-verb-fr "mirar"-verb-ca
"bon"-adjective-fr "apte"-adjective-ca
"apte"-adjective-ca "bon"-adjective-fr
"courant"-adjective-fr "comú"-adjective-ca
"comú"-adjective-ca "courant"-adjective-fr
"comú"-adjective-ca "ordinaire"-adjective-fr
"ordinaire"-adjective-fr "comú"-adjective-ca
"lleu"-adjective-ca "insignifiant"-adjective-fr
"insignifiant"-adjective-fr "lleu"-adjective-ca
"remarquer"-verb-fr "recalcar"-verb-ca
"recalcar"-verb-ca "remarquer"-verb-fr
"souligner"-verb-fr "ressaltar"-verb-ca
"ressaltar"-verb-ca "souligner"-verb-fr
"ressaltar"-verb-ca "exceller"-verb-fr
"exceller"-verb-fr "ressaltar"-verb-ca
"valorar"-verb-ca "estimer"-verb-fr
"estimer"-verb-fr "valorar"-verb-ca
"estimer"-verb-fr "avaluar"-verb-ca
"avaluar"-verb-ca "estimer"-verb-fr
"avaluar"-verb-ca "supputer"-verb-fr
"supputer"-verb-fr "avaluar"-verb-ca
"golejar"-verb-ca "marquer"-verb-fr
"marquer"-verb-fr "golejar"-verb-ca
"xiuxiuejar"-verb-ca "murmurer"-verb-fr
"murmurer"-verb-fr "xiuxiuejar"-verb-ca
"aparentar"-verb-ca "ressembler"-verb-fr
"ressembler"-verb-fr "aparentar"-verb-ca
"broncher"-verb-fr "titubejar"-verb-ca
"titubejar"-verb-ca "broncher"-verb-fr
"titubejar"-verb-ca "hésiter"-verb-fr
"hésiter"-verb-fr "titubejar"-verb-ca
"plaider"-verb-fr "defensar"-verb-ca
"plaider"-verb-fr "propugnar"-verb-ca
"defensar"-verb-ca "plaider"-verb-fr
"propugnar"-verb-ca "plaider"-verb-fr
"propugnar"-verb-ca "défendre"-verb-fr
"défendre"-verb-fr "propugnar"-verb-ca
"reforçar"-verb-ca "conforter"-verb-fr
"conforter"-verb-fr "reforçar"-verb-ca
"baser"-verb-fr "fonamentar"-verb-ca
"fonamentar"-verb-ca "baser"-verb-fr
"trencar"-verb-ca "faire faillite"-verb-fr
"faire faillite"-verb-fr "trencar"-verb-ca
"marxar"-verb-ca "repartir"-verb-fr
"repartir"-verb-fr "marxar"-verb-ca
"épouvanter"-verb-fr "espaordir"-verb-ca
"espaordir"-verb-ca "épouvanter"-verb-fr
"prévenir"-verb-fr "advertir"-verb-ca
"advertir"-verb-ca "prévenir"-verb-fr
"avisar"-verb-ca "avertir"-verb-fr
"avertir"-verb-fr "avisar"-verb-ca
"crever"-verb-fr "explotar"-verb-ca
"explotar"-verb-ca "crever"-verb-fr
"explotar"-verb-ca "exploser"-verb-fr
"exploser"-verb-fr "explotar"-verb-ca
"acomiadar"-verb-ca "renvoyer"-verb-fr
"renvoyer"-verb-fr "acomiadar"-verb-ca
"favorable"-adjective-fr "propici"-adjective-ca
"propici"-adjective-ca "favorable"-adjective-fr
"mettre"-verb-fr "pondre"-verb-ca
"pondre"-verb-ca "mettre"-verb-fr
"pondre"-verb-ca "brancher"-verb-fr
"brancher"-verb-fr "pondre"-verb-ca
"romandre"-verb-ca "rester"-verb-fr
"rester"-verb-fr "romandre"-verb-ca
"soutenir"-verb-fr "aguantar"-verb-ca
"aguantar"-verb-ca "soutenir"-verb-fr
"contrari"-adjective-ca "opposé"-adjective-fr
"opposé"-adjective-fr "contrari"-adjective-ca
"vaste"-adjective-fr "extens"-adjective-ca
"extens"-adjective-ca "vaste"-adjective-fr
"plat"-adjective-fr "llis"-adjective-ca
"llis"-adjective-ca "plat"-adjective-fr
"superficiel"-adjective-fr "frívol"-adjective-ca
"frívol"-adjective-ca "superficiel"-adjective-fr
"sauver"-verb-fr "guardar"-verb-ca
"guardar"-verb-ca "sauver"-verb-fr
"baisser"-verb-fr "davallar"-verb-ca
"davallar"-verb-ca "baisser"-verb-fr
"davallar"-verb-ca "abaisser"-verb-fr
"abaisser"-verb-fr "davallar"-verb-ca
"abaisser"-verb-fr "ajupir"-verb-ca
"descendre"-verb-fr "ajupir"-verb-ca
"ajupir"-verb-ca "abaisser"-verb-fr
"ajupir"-verb-ca "descendre"-verb-fr
"atent"-adjective-ca "prudent"-adjective-fr
"prudent"-adjective-fr "atent"-adjective-ca
"prudent"-adjective-fr "prudencial"-adjective-ca
"prudencial"-adjective-ca "prudent"-adjective-fr
"sage"-adjective-fr "savi"-adjective-ca
"savi"-adjective-ca "sage"-adjective-fr
"legal"-adjective-ca "licite"-adjective-fr
"licite"-adjective-fr "legal"-adjective-ca
"únic"-adjective-ca "incomparable"-adjective-fr
"incomparable"-adjective-fr "únic"-adjective-ca
"unique"-adjective-fr "sol"-adjective-ca
"sol"-adjective-ca "unique"-adjective-fr
"affreux"-adjective-fr "horrible"-adjective-ca
"horrible"-adjective-ca "affreux"-adjective-fr
"bell"-adjective-ca "bel"-adjective-fr
"bell"-adjective-ca "joli"-adjective-fr
"bel"-adjective-fr "bell"-adjective-ca
"joli"-adjective-fr "bell"-adjective-ca
"joli"-adjective-fr "bufó"-adjective-ca
"bufó"-adjective-ca "joli"-adjective-fr
"coûteux"-adjective-fr "car"-adjective-ca
"car"-adjective-ca "coûteux"-adjective-fr
"viable"-adjective-ca "réalisable"-adjective-fr
"réalisable"-adjective-fr "viable"-adjective-ca
"complet"-adjective-ca "total"-adjective-fr
"complet"-adjective-ca "plein"-adjective-fr
"complet"-adjective-ca "entier"-adjective-fr
"total"-adjective-fr "complet"-adjective-ca
"plein"-adjective-fr "complet"-adjective-ca
"entier"-adjective-fr "complet"-adjective-ca
"rassembler"-verb-fr "aplegar"-verb-ca
"aplegar"-verb-ca "rassembler"-verb-fr
"aplegar"-verb-ca "rallier"-verb-fr
"rallier"-verb-fr "aplegar"-verb-ca
"embolcallar"-verb-ca "entortiller"-verb-fr
"entortiller"-verb-fr "embolcallar"-verb-ca
"distint"-adjective-ca "différent"-adjective-fr
"différent"-adjective-fr "distint"-adjective-ca
"instable"-adjective-fr "precari"-adjective-ca
"precari"-adjective-ca "instable"-adjective-fr
"brave"-adjective-fr "valent"-adjective-ca
"valent"-adjective-ca "brave"-adjective-fr
"vulgaire"-adjective-fr "insípid"-adjective-ca
"insípid"-adjective-ca "vulgaire"-adjective-fr
"présent"-adjective-fr "actual"-adjective-ca
"actual"-adjective-ca "présent"-adjective-fr
"excessif"-adjective-fr "abusiu"-adjective-ca
"abusiu"-adjective-ca "excessif"-adjective-fr
"discutible"-adjective-ca "contestable"-adjective-fr
"contestable"-adjective-fr "discutible"-adjective-ca
"dubtós"-adjective-ca "incertain"-adjective-fr
"dubtós"-adjective-ca "indécis"-adjective-fr
"incertain"-adjective-fr "dubtós"-adjective-ca
"indécis"-adjective-fr "dubtós"-adjective-ca
"lâche"-adjective-fr "covard"-adjective-ca
"covard"-adjective-ca "lâche"-adjective-fr
"rare"-adjective-fr "insòlit"-adjective-ca
"insòlit"-adjective-ca "rare"-adjective-fr
"insòlit"-adjective-ca "bizarre"-adjective-fr
"bizarre"-adjective-fr "insòlit"-adjective-ca
"addicional"-adjective-ca "supplémentaire"-adjective-fr
"supplémentaire"-adjective-fr "addicional"-adjective-ca
"ancià"-adjective-ca "vieux"-adjective-fr
"vieux"-adjective-fr "ancià"-adjective-ca
"veritable"-adjective-ca "vrai"-adjective-fr
"vrai"-adjective-fr "veritable"-adjective-ca
"véritable"-adjective-fr "vertader"-adjective-ca
"vertader"-adjective-ca "véritable"-adjective-fr
"cacher"-verb-fr "ocultar"-verb-ca
"ocultar"-verb-ca "cacher"-verb-fr
"construire"-verb-fr "bastir"-verb-ca
"bastir"-verb-ca "construire"-verb-fr
"essayer"-verb-fr "tastar"-verb-ca
"tastar"-verb-ca "essayer"-verb-fr
"tastar"-verb-ca "prouver"-verb-fr
"prouver"-verb-fr "tastar"-verb-ca
"fugir"-verb-ca "enfuir"-verb-fr
"enfuir"-verb-fr "fugir"-verb-ca
"col·locar"-verb-ca "placer"-verb-fr
"placer"-verb-fr "col·locar"-verb-ca
"placer"-verb-fr "situar"-verb-ca
"placer"-verb-fr "posicionar"-verb-ca
"situar"-verb-ca "placer"-verb-fr
"posicionar"-verb-ca "placer"-verb-fr
"posicionar"-verb-ca "caser"-verb-fr
"caser"-verb-fr "posicionar"-verb-ca
"joindre"-verb-fr "unir"-verb-ca
"unir"-verb-ca "joindre"-verb-fr
"escollir"-verb-ca "élire"-verb-fr
"élire"-verb-fr "escollir"-verb-ca
"élire"-verb-fr "triar"-verb-ca
"triar"-verb-ca "élire"-verb-fr
"recueillir"-verb-fr "recopilar"-verb-ca
"recopilar"-verb-ca "recueillir"-verb-fr
"descobrir"-verb-ca "déceler"-verb-fr
"déceler"-verb-fr "descobrir"-verb-ca
"concerner"-verb-fr "implicar"-verb-ca
"implicar"-verb-ca "concerner"-verb-fr
"llevar"-verb-ca "enlever"-verb-fr
"enlever"-verb-fr "llevar"-verb-ca
"obrir"-verb-ca "épanouir"-verb-fr
"épanouir"-verb-fr "obrir"-verb-ca
"aspirer"-verb-fr "inhalar"-verb-ca
"inhalar"-verb-ca "aspirer"-verb-fr
"renunciar"-verb-ca "départir"-verb-fr
"départir"-verb-fr "renunciar"-verb-ca
"ultime"-adjective-fr "últim"-adjective-ca
"ultime"-adjective-fr "darrer"-adjective-ca
"últim"-adjective-ca "ultime"-adjective-fr
"darrer"-adjective-ca "ultime"-adjective-fr
"inévitable"-adjective-fr "ineludible"-adjective-ca
"ineludible"-adjective-ca "inévitable"-adjective-fr
"col·loquial"-adjective-ca "familier"-adjective-fr
"familier"-adjective-fr "col·loquial"-adjective-ca
"accessori"-adjective-ca "secondaire"-adjective-fr
"secondaire"-adjective-fr "accessori"-adjective-ca
"llunyà"-adjective-ca "éloigné"-adjective-fr
"éloigné"-adjective-fr "llunyà"-adjective-ca
"joyeux"-adjective-fr "alegre"-adjective-ca
"alegre"-adjective-ca "joyeux"-adjective-fr
"inútil"-adjective-ca "vain"-adjective-fr
"vain"-adjective-fr "inútil"-adjective-ca
"soumettre"-verb-fr "plantejar"-verb-ca
"plantejar"-verb-ca "soumettre"-verb-fr
"performant"-adjective-fr "eficaç"-adjective-ca
"eficaç"-adjective-ca "performant"-adjective-fr
"lluent"-adjective-ca "luisant"-adjective-fr
"luisant"-adjective-fr "lluent"-adjective-ca
"ensorrar"-verb-ca "affaisser"-verb-fr
"ensorrar"-verb-ca "effondrer"-verb-fr
"affaisser"-verb-fr "ensorrar"-verb-ca
"effondrer"-verb-fr "ensorrar"-verb-ca
"abattre"-verb-fr "derrotar"-verb-ca
"derrotar"-verb-ca "abattre"-verb-fr
"discutir"-verb-ca "disputer"-verb-fr
"disputer"-verb-fr "discutir"-verb-ca
"enraonar"-verb-ca "discuter"-verb-fr
"discuter"-verb-fr "enraonar"-verb-ca
"occuper"-verb-fr "envair"-verb-ca
"envair"-verb-ca "occuper"-verb-fr
"destrossar"-verb-ca "ravager"-verb-fr
"ravager"-verb-fr "destrossar"-verb-ca
"remettre"-verb-fr "remetre"-verb-ca
"remetre"-verb-ca "remettre"-verb-fr
"reviser"-verb-fr "revisar"-verb-ca
"revisar"-verb-ca "reviser"-verb-fr
"régler"-verb-fr "abonar"-verb-ca
"abonar"-verb-ca "régler"-verb-fr
"trametre"-verb-ca "envoyer"-verb-fr
"envoyer"-verb-fr "trametre"-verb-ca
"senyalar"-verb-ca "flécher"-verb-fr
"flécher"-verb-fr "senyalar"-verb-ca
"fins a"-preposition-ca "jusque"-preposition-fr
"jusque"-preposition-fr "fins a"-preposition-ca
"jusqu'à"-preposition-fr "fins"-preposition-ca
"fins"-preposition-ca "jusqu'à"-preposition-fr
"malgrat"-preposition-ca "en dépit de"-preposition-fr
"en dépit de"-preposition-fr "malgrat"-preposition-ca
"àdhuc"-adverb-ca "même"-adverb-fr
"même"-adverb-fr "àdhuc"-adverb-ca
"ne"-adverb-fr "no pas"-adverb-ca
"ne"-adverb-fr "pas"-adverb-ca
"no pas"-adverb-ca "ne"-adverb-fr
"no pas"-adverb-ca "non"-adverb-fr
"pas"-adverb-ca "ne"-adverb-fr
"pas"-adverb-ca "non"-adverb-fr
"non"-adverb-fr "no pas"-adverb-ca
"non"-adverb-fr "pas"-adverb-ca
"a dalt"-adverb-ca "en haut"-adverb-fr
"en haut"-adverb-fr "a dalt"-adverb-ca
"en haut"-adverb-fr "dalt"-adverb-ca
"dalt"-adverb-ca "en haut"-adverb-fr
"dalt"-adverb-ca "en dessus"-adverb-fr
"en dessus"-adverb-fr "dalt"-adverb-ca
"en dessus"-adverb-fr "amunt"-adverb-ca
"amunt"-adverb-ca "en dessus"-adverb-fr
"ahir a la nit"-adverb-ca "hier soir"-adverb-fr
"hier soir"-adverb-fr "ahir a la nit"-adverb-ca
"lors"-adverb-fr "aleshores"-adverb-ca
"aleshores"-adverb-ca "lors"-adverb-fr
"son"-noun-ca "rêve"-noun-fr
"rêve"-noun-fr "son"-noun-ca
"télé"-noun-fr "televisió"-noun-ca
"televisió"-noun-ca "télé"-noun-fr
"abreviació"-noun-ca "abréviation"-noun-fr
"abréviation"-noun-fr "abreviació"-noun-ca
"santé"-noun-fr "sanitat"-noun-ca
"sanitat"-noun-ca "santé"-noun-fr
"música"-noun-ca "musicien"-noun-fr
"musicien"-noun-fr "música"-noun-ca
"orient"-noun-fr "llevant"-noun-ca
"llevant"-noun-ca "orient"-noun-fr
"frère"-noun-fr "frare"-noun-ca
"frare"-noun-ca "frère"-noun-fr
"docteur"-noun-fr "metge"-noun-ca
"metge"-noun-ca "docteur"-noun-fr
"anyell"-noun-ca "mouton"-noun-fr
"mouton"-noun-fr "anyell"-noun-ca
"femelle"-adjective-fr "femení"-adjective-ca
"femení"-adjective-ca "femelle"-adjective-fr
"assequible"-adjective-ca "accessible"-adjective-fr
"accessible"-adjective-fr "assequible"-adjective-ca
"vendre aux enchères"-verb-fr "subhastar"-verb-ca
"subhastar"-verb-ca "vendre aux enchères"-verb-fr
"structurer"-verb-fr "estructurar"-verb-ca
"estructurar"-verb-ca "structurer"-verb-fr
"Jordà"-properNoun-ca "Jordana"-properNoun-fr
"Jordà"-properNoun-ca "Jordana"-noun-fr
"Jordana"-properNoun-fr "Jordà"-properNoun-ca
"Jordana"-noun-fr "Jordà"-properNoun-ca
"Maria"-properNoun-ca "María"-properNoun-fr
"María"-properNoun-fr "Maria"-properNoun-ca
"Romo"-properNoun-ca "Rome"-properNoun-fr
"Rome"-properNoun-fr "Romo"-properNoun-ca
"Guaiana"-properNoun-ca "Guyana"-properNoun-fr
"Guyana"-properNoun-fr "Guaiana"-properNoun-ca
"États-Unis"-properNoun-fr "EUA"-properNoun-ca
"EUA"-properNoun-ca "États-Unis"-properNoun-fr
"teu"-adjective-ca "à vous"-adjective-fr
"à vous"-adjective-fr "teu"-adjective-ca
"malauradament"-adverb-ca "malencontreusement"-adverb-fr
"malencontreusement"-adverb-fr "malauradament"-adverb-ca
"com a mínim"-adverb-ca "au moins"-adverb-fr
"au moins"-adverb-fr "com a mínim"-adverb-ca
"à peine"-adverb-fr "tot just"-adverb-ca
"tot just"-adverb-ca "à peine"-adverb-fr
"primerament"-adverb-ca "d'abord"-adverb-fr
"primerament"-adverb-ca "premièrement"-adverb-fr
