"Guida"-properNoun-fr "Guida"-properNoun-ca
"augustin"-noun-fr "agustí"-noun-ca
"agustí"-noun-ca "augustin"-noun-fr
"hippurique"-adjective-fr "hipúric"-adjective-ca
"hipúric"-adjective-ca "hippurique"-adjective-fr
"Kinney"-noun-fr "Kinney"-noun-ca
"Kinney"-noun-fr "Kinney"-properNoun-ca
"Kinney"-noun-ca "Kinney"-noun-fr
"Kinney"-noun-ca "Kinney"-properNoun-fr
"Kinney"-properNoun-ca "Kinney"-noun-fr
"Kinney"-properNoun-ca "Kinney"-properNoun-fr
"Kinney"-properNoun-fr "Kinney"-noun-ca
"Kinney"-properNoun-fr "Kinney"-properNoun-ca
"marginaliste"-adjective-fr "marginalista"-adjective-ca
"marginalista"-adjective-ca "marginaliste"-adjective-fr
"protéagineux"-adjective-fr "proteaginós"-adjective-ca
"proteaginós"-adjective-ca "protéagineux"-adjective-fr
"Bening"-noun-fr "Bening"-noun-ca
"Bening"-noun-fr "Bening"-properNoun-ca
"Bening"-noun-ca "Bening"-noun-fr
"Bening"-noun-ca "Bening"-properNoun-fr
"Bening"-properNoun-ca "Bening"-noun-fr
"Bening"-properNoun-ca "Bening"-properNoun-fr
"Bening"-properNoun-fr "Bening"-noun-ca
"Bening"-properNoun-fr "Bening"-properNoun-ca
"despotiquement"-adverb-fr "despòticament"-adverb-ca
"despòticament"-adverb-ca "despotiquement"-adverb-fr
"Caligula"-properNoun-fr "Calígula"-properNoun-ca
"Calígula"-properNoun-ca "Caligula"-properNoun-fr
"léproserie"-noun-fr "leproseria"-noun-ca
"leproseria"-noun-ca "léproserie"-noun-fr
"fulminatoire"-adjective-fr "fulminatori"-adjective-ca
"fulminatori"-adjective-ca "fulminatoire"-adjective-fr
"Greca"-noun-fr "Greca"-noun-ca
"Greca"-noun-fr "Greca"-properNoun-ca
"Greca"-noun-ca "Greca"-noun-fr
"Greca"-noun-ca "Greca"-properNoun-fr
"Greca"-properNoun-ca "Greca"-noun-fr
"Greca"-properNoun-ca "Greca"-properNoun-fr
"Greca"-properNoun-fr "Greca"-noun-ca
"Greca"-properNoun-fr "Greca"-properNoun-ca
"post-production"-noun-fr "postproducció"-noun-ca
"postproducció"-noun-ca "post-production"-noun-fr
"postproducció"-noun-ca "postproduction"-noun-fr
"postproduction"-noun-fr "postproducció"-noun-ca
"amazic"-adjective-ca "amazighe"-adjective-fr
"amazighe"-adjective-fr "amazic"-adjective-ca
"physionomique"-adjective-fr "fisionòmic"-adjective-ca
"fisionòmic"-adjective-ca "physionomique"-adjective-fr
"Targetti"-noun-fr "Targetti"-noun-ca
"Targetti"-noun-fr "Targetti"-properNoun-ca
"Targetti"-noun-ca "Targetti"-noun-fr
"Targetti"-noun-ca "Targetti"-properNoun-fr
"Targetti"-properNoun-ca "Targetti"-noun-fr
"Targetti"-properNoun-ca "Targetti"-properNoun-fr
"Targetti"-properNoun-fr "Targetti"-noun-ca
"Targetti"-properNoun-fr "Targetti"-properNoun-ca
"Andronescu"-noun-fr "Andronescu"-noun-ca
"Andronescu"-noun-fr "Andronescu"-properNoun-ca
"Andronescu"-noun-ca "Andronescu"-noun-fr
"Andronescu"-noun-ca "Andronescu"-properNoun-fr
"Andronescu"-properNoun-ca "Andronescu"-noun-fr
"Andronescu"-properNoun-ca "Andronescu"-properNoun-fr
"Andronescu"-properNoun-fr "Andronescu"-noun-ca
"Andronescu"-properNoun-fr "Andronescu"-properNoun-ca
"Eda"-properNoun-fr "Eda"-properNoun-ca
"Eda"-properNoun-ca "Eda"-properNoun-fr
"Artnodes"-properNoun-fr "Artnodes"-properNoun-ca
"Artnodes"-properNoun-ca "Artnodes"-properNoun-fr
"Alfradique"-noun-fr "Alfradique"-noun-ca
"Alfradique"-noun-fr "Alfradique"-properNoun-ca
"Alfradique"-noun-ca "Alfradique"-noun-fr
"Alfradique"-noun-ca "Alfradique"-properNoun-fr
"Alfradique"-properNoun-ca "Alfradique"-noun-fr
"Alfradique"-properNoun-ca "Alfradique"-properNoun-fr
"Alfradique"-properNoun-fr "Alfradique"-noun-ca
"Alfradique"-properNoun-fr "Alfradique"-properNoun-ca
"dénotation"-noun-fr "denotació"-noun-ca
"denotació"-noun-ca "dénotation"-noun-fr
"Properzj"-noun-fr "Properzj"-noun-ca
"Properzj"-noun-fr "Properzj"-properNoun-ca
"Properzj"-noun-ca "Properzj"-noun-fr
"Properzj"-noun-ca "Properzj"-properNoun-fr
"Properzj"-properNoun-ca "Properzj"-noun-fr
"Properzj"-properNoun-ca "Properzj"-properNoun-fr
"Properzj"-properNoun-fr "Properzj"-noun-ca
"Properzj"-properNoun-fr "Properzj"-properNoun-ca
"Contestabile"-noun-fr "Contestabile"-noun-ca
"Contestabile"-noun-fr "Contestabile"-properNoun-ca
"Contestabile"-noun-ca "Contestabile"-noun-fr
"Contestabile"-noun-ca "Contestabile"-properNoun-fr
"Contestabile"-properNoun-ca "Contestabile"-noun-fr
"Contestabile"-properNoun-ca "Contestabile"-properNoun-fr
"Contestabile"-properNoun-fr "Contestabile"-noun-ca
"Contestabile"-properNoun-fr "Contestabile"-properNoun-ca
"Uzcai"-noun-fr "Uzcai"-noun-ca
"Uzcai"-noun-fr "Uzcai"-properNoun-ca
"Uzcai"-noun-ca "Uzcai"-noun-fr
"Uzcai"-noun-ca "Uzcai"-properNoun-fr
"Uzcai"-properNoun-ca "Uzcai"-noun-fr
"Uzcai"-properNoun-ca "Uzcai"-properNoun-fr
"Uzcai"-properNoun-fr "Uzcai"-noun-ca
"Uzcai"-properNoun-fr "Uzcai"-properNoun-ca
"adjurer"-verb-fr "adjurar"-verb-ca
"adjurar"-verb-ca "adjurer"-verb-fr
"passionniste"-noun-fr "passionista"-noun-ca
"passionista"-noun-ca "passionniste"-noun-fr
"passionista"-noun-ca "passioniste"-noun-fr
"passioniste"-noun-fr "passionista"-noun-ca
"béguin"-noun-fr "beguí"-noun-ca
"beguí"-noun-ca "béguin"-noun-fr
"sirupeux"-adjective-fr "aixaropat"-adjective-ca
"aixaropat"-adjective-ca "sirupeux"-adjective-fr
"Zulima"-properNoun-fr "Zulima"-properNoun-ca
"Zulima"-properNoun-ca "Zulima"-properNoun-fr
"Gaffori"-noun-fr "Gaffori"-noun-ca
"Gaffori"-noun-fr "Gaffori"-properNoun-ca
"Gaffori"-noun-ca "Gaffori"-noun-fr
"Gaffori"-noun-ca "Gaffori"-properNoun-fr
"Gaffori"-properNoun-ca "Gaffori"-noun-fr
"Gaffori"-properNoun-ca "Gaffori"-properNoun-fr
"Gaffori"-properNoun-fr "Gaffori"-noun-ca
"Gaffori"-properNoun-fr "Gaffori"-properNoun-ca
"Onyar"-properNoun-fr "Onyar"-properNoun-ca
"Onyar"-properNoun-ca "Onyar"-properNoun-fr
"Ilena"-properNoun-fr "Ilena"-properNoun-ca
"Ilena"-properNoun-ca "Ilena"-properNoun-fr
"galant"-noun-fr "galant"-noun-ca
"galant"-noun-ca "galant"-noun-fr
"photo-élasticimétrie"-noun-fr "fotoelasticimetria"-noun-ca
"fotoelasticimetria"-noun-ca "photo-élasticimétrie"-noun-fr
"fotoelasticimetria"-noun-ca "photoélasticimétrie"-noun-fr
"photoélasticimétrie"-noun-fr "fotoelasticimetria"-noun-ca
"uranisme"-noun-fr "uranisme"-noun-ca
"uranisme"-noun-ca "uranisme"-noun-fr
"Hollie"-properNoun-fr "Hollie"-properNoun-ca
"Hollie"-properNoun-ca "Hollie"-properNoun-fr
"préadamite"-noun-fr "preadamita"-noun-ca
"preadamita"-noun-ca "préadamite"-noun-fr
"un peu trop peu de"-preposition-fr "una mica massa poc de"-preposition-ca
"una mica massa poc de"-preposition-ca "un peu trop peu de"-preposition-fr
"Ynez"-properNoun-fr "Ynez"-properNoun-ca
"Ynez"-properNoun-ca "Ynez"-properNoun-fr
"Misser Mascó"-noun-fr "Misser Mascó"-noun-ca
"Misser Mascó"-noun-fr "Misser Mascó"-properNoun-ca
"Misser Mascó"-noun-ca "Misser Mascó"-noun-fr
"Misser Mascó"-noun-ca "Misser Mascó"-properNoun-fr
"Misser Mascó"-properNoun-ca "Misser Mascó"-noun-fr
"Misser Mascó"-properNoun-ca "Misser Mascó"-properNoun-fr
"Misser Mascó"-properNoun-fr "Misser Mascó"-noun-ca
"Misser Mascó"-properNoun-fr "Misser Mascó"-properNoun-ca
"Floridia"-noun-fr "Floridia"-noun-ca
"Floridia"-noun-fr "Floridia"-properNoun-ca
"Floridia"-noun-ca "Floridia"-noun-fr
"Floridia"-noun-ca "Floridia"-properNoun-fr
"Floridia"-properNoun-ca "Floridia"-noun-fr
"Floridia"-properNoun-ca "Floridia"-properNoun-fr
"Floridia"-properNoun-fr "Floridia"-noun-ca
"Floridia"-properNoun-fr "Floridia"-properNoun-ca
"annexite"-noun-fr "annexitis"-noun-ca
"annexitis"-noun-ca "annexite"-noun-fr
"mythographe"-noun-fr "mitògraf"-noun-ca
"mitògraf"-noun-ca "mythographe"-noun-fr
"quassine"-noun-fr "quassina"-noun-ca
"quassina"-noun-ca "quassine"-noun-fr
"chrétieneté"-noun-fr "cristianitat"-noun-ca
"cristianitat"-noun-ca "chrétieneté"-noun-fr
"Ion"-noun-fr "Ion"-noun-ca
"Ion"-noun-ca "Ion"-noun-fr
"Iyana"-properNoun-fr "Iyana"-properNoun-ca
"Iyana"-properNoun-ca "Iyana"-properNoun-fr
"exquisité"-noun-fr "exquisitat"-noun-ca
"exquisitat"-noun-ca "exquisité"-noun-fr
"Zakarian"-noun-fr "Zakarian"-noun-ca
"Zakarian"-noun-fr "Zakarian"-properNoun-ca
"Zakarian"-noun-ca "Zakarian"-noun-fr
"Zakarian"-noun-ca "Zakarian"-properNoun-fr
"Zakarian"-properNoun-ca "Zakarian"-noun-fr
"Zakarian"-properNoun-ca "Zakarian"-properNoun-fr
"Zakarian"-properNoun-fr "Zakarian"-noun-ca
"Zakarian"-properNoun-fr "Zakarian"-properNoun-ca
"Michelet"-noun-fr "Michelet"-noun-ca
"Michelet"-noun-fr "Michelet"-properNoun-ca
"Michelet"-noun-ca "Michelet"-noun-fr
"Michelet"-noun-ca "Michelet"-properNoun-fr
"Michelet"-properNoun-ca "Michelet"-noun-fr
"Michelet"-properNoun-ca "Michelet"-properNoun-fr
"Michelet"-properNoun-fr "Michelet"-noun-ca
"Michelet"-properNoun-fr "Michelet"-properNoun-ca
"guanosine"-noun-fr "guanosina"-noun-ca
"guanosina"-noun-ca "guanosine"-noun-fr
"putrescible"-adjective-fr "putrescible"-adjective-ca
"putrescible"-adjective-ca "putrescible"-adjective-fr
"néothomisme"-noun-fr "neotomisme"-noun-ca
"neotomisme"-noun-ca "néothomisme"-noun-fr
"neotomisme"-noun-ca "néo-thomisme"-noun-fr
"néo-thomisme"-noun-fr "neotomisme"-noun-ca
"Jocasta"-properNoun-fr "Jocasta"-properNoun-ca
"Jocasta"-properNoun-ca "Jocasta"-properNoun-fr
"Coletti"-noun-fr "Coletti"-noun-ca
"Coletti"-noun-fr "Coletti"-properNoun-ca
"Coletti"-noun-ca "Coletti"-noun-fr
"Coletti"-noun-ca "Coletti"-properNoun-fr
"Coletti"-properNoun-ca "Coletti"-noun-fr
"Coletti"-properNoun-ca "Coletti"-properNoun-fr
"Coletti"-properNoun-fr "Coletti"-noun-ca
"Coletti"-properNoun-fr "Coletti"-properNoun-ca
"Forleo"-noun-fr "Forleo"-noun-ca
"Forleo"-noun-fr "Forleo"-properNoun-ca
"Forleo"-noun-ca "Forleo"-noun-fr
"Forleo"-noun-ca "Forleo"-properNoun-fr
"Forleo"-properNoun-ca "Forleo"-noun-fr
"Forleo"-properNoun-ca "Forleo"-properNoun-fr
"Forleo"-properNoun-fr "Forleo"-noun-ca
"Forleo"-properNoun-fr "Forleo"-properNoun-ca
"Prestes"-noun-fr "Prestes"-noun-ca
"Prestes"-noun-fr "Prestes"-properNoun-ca
"Prestes"-noun-ca "Prestes"-noun-fr
"Prestes"-noun-ca "Prestes"-properNoun-fr
"Prestes"-properNoun-ca "Prestes"-noun-fr
"Prestes"-properNoun-ca "Prestes"-properNoun-fr
"Prestes"-properNoun-fr "Prestes"-noun-ca
"Prestes"-properNoun-fr "Prestes"-properNoun-ca
"Lomelo"-noun-fr "Lomelo"-noun-ca
"Lomelo"-noun-fr "Lomelo"-properNoun-ca
"Lomelo"-noun-ca "Lomelo"-noun-fr
"Lomelo"-noun-ca "Lomelo"-properNoun-fr
"Lomelo"-properNoun-ca "Lomelo"-noun-fr
"Lomelo"-properNoun-ca "Lomelo"-properNoun-fr
"Lomelo"-properNoun-fr "Lomelo"-noun-ca
"Lomelo"-properNoun-fr "Lomelo"-properNoun-ca
"mandat de recherche"-noun-fr "ordre de recerca"-noun-ca
"mandat de recherche"-noun-fr "ordre de crida i cerca"-noun-ca
"ordre de recerca"-noun-ca "mandat de recherche"-noun-fr
"ordre de recerca"-noun-ca "avis de recherche"-noun-fr
"ordre de crida i cerca"-noun-ca "mandat de recherche"-noun-fr
"avis de recherche"-noun-fr "ordre de recerca"-noun-ca
"Nunziatina"-properNoun-fr "Nunziatina"-properNoun-ca
"Nunziatina"-properNoun-ca "Nunziatina"-properNoun-fr
"pantagruélique"-adjective-fr "pantagruèlic"-adjective-ca
"pantagruèlic"-adjective-ca "pantagruélique"-adjective-fr
"Vedovato"-noun-fr "Vedovato"-noun-ca
"Vedovato"-noun-fr "Vedovato"-properNoun-ca
"Vedovato"-noun-ca "Vedovato"-noun-fr
"Vedovato"-noun-ca "Vedovato"-properNoun-fr
"Vedovato"-properNoun-ca "Vedovato"-noun-fr
"Vedovato"-properNoun-ca "Vedovato"-properNoun-fr
"Vedovato"-properNoun-fr "Vedovato"-noun-ca
"Vedovato"-properNoun-fr "Vedovato"-properNoun-ca
"Ivanna"-properNoun-fr "Ivanna"-properNoun-ca
"Ivanna"-properNoun-ca "Ivanna"-properNoun-fr
"Clinger"-noun-fr "Clinger"-noun-ca
"Clinger"-noun-fr "Clinger"-properNoun-ca
"Clinger"-noun-ca "Clinger"-noun-fr
"Clinger"-noun-ca "Clinger"-properNoun-fr
"Clinger"-properNoun-ca "Clinger"-noun-fr
"Clinger"-properNoun-ca "Clinger"-properNoun-fr
"Clinger"-properNoun-fr "Clinger"-noun-ca
"Clinger"-properNoun-fr "Clinger"-properNoun-ca
"Petroselli"-noun-fr "Petroselli"-noun-ca
"Petroselli"-noun-fr "Petroselli"-properNoun-ca
"Petroselli"-noun-ca "Petroselli"-noun-fr
"Petroselli"-noun-ca "Petroselli"-properNoun-fr
"Petroselli"-properNoun-ca "Petroselli"-noun-fr
"Petroselli"-properNoun-ca "Petroselli"-properNoun-fr
"Petroselli"-properNoun-fr "Petroselli"-noun-ca
"Petroselli"-properNoun-fr "Petroselli"-properNoun-ca
"Martirio"-properNoun-fr "Martirio"-properNoun-ca
"Martirio"-properNoun-ca "Martirio"-properNoun-fr
"Anghelescu"-noun-fr "Anghelescu"-noun-ca
"Anghelescu"-noun-fr "Anghelescu"-properNoun-ca
"Anghelescu"-noun-ca "Anghelescu"-noun-fr
"Anghelescu"-noun-ca "Anghelescu"-properNoun-fr
"Anghelescu"-properNoun-ca "Anghelescu"-noun-fr
"Anghelescu"-properNoun-ca "Anghelescu"-properNoun-fr
"Anghelescu"-properNoun-fr "Anghelescu"-noun-ca
"Anghelescu"-properNoun-fr "Anghelescu"-properNoun-ca
"Shaira"-properNoun-fr "Shaira"-properNoun-ca
"Shaira"-properNoun-ca "Shaira"-properNoun-fr
"Ruocco"-noun-fr "Ruocco"-noun-ca
"Ruocco"-noun-fr "Ruocco"-properNoun-ca
"Ruocco"-noun-ca "Ruocco"-noun-fr
"Ruocco"-noun-ca "Ruocco"-properNoun-fr
"Ruocco"-properNoun-ca "Ruocco"-noun-fr
"Ruocco"-properNoun-ca "Ruocco"-properNoun-fr
"Ruocco"-properNoun-fr "Ruocco"-noun-ca
"Ruocco"-properNoun-fr "Ruocco"-properNoun-ca
"Cioni"-noun-fr "Cioni"-noun-ca
"Cioni"-noun-fr "Cioni"-properNoun-ca
"Cioni"-noun-ca "Cioni"-noun-fr
"Cioni"-properNoun-ca "Cioni"-noun-fr
"biotine"-noun-fr "biotina"-noun-ca
"biotina"-noun-ca "biotine"-noun-fr
"artériectomie"-noun-fr "arteriectomia"-noun-ca
"arteriectomia"-noun-ca "artériectomie"-noun-fr
"interindividuel"-adjective-fr "interindividual"-adjective-ca
"interindividual"-adjective-ca "interindividuel"-adjective-fr
"dendrogramme"-noun-fr "dendrograma"-noun-ca
"dendrograma"-noun-ca "dendrogramme"-noun-fr
"phytogéographie"-noun-fr "fitogeografia"-noun-ca
"fitogeografia"-noun-ca "phytogéographie"-noun-fr
"Roger de Flor"-properNoun-fr "Roger de Flor"-properNoun-ca
"Roger de Flor"-properNoun-ca "Roger de Flor"-properNoun-fr
"yankee"-noun-fr "ianqui"-noun-ca
"ianqui"-noun-ca "yankee"-noun-fr
"périzonium"-noun-fr "perizoni"-noun-ca
"perizoni"-noun-ca "périzonium"-noun-fr
"Roda de Berà"-properNoun-fr "Roda de Berà"-properNoun-ca
"Roda de Berà"-properNoun-ca "Roda de Berà"-properNoun-fr
"Petrea"-noun-fr "Petrea"-noun-ca
"Petrea"-noun-fr "Petrea"-properNoun-ca
"Petrea"-noun-ca "Petrea"-noun-fr
"Petrea"-noun-ca "Petrea"-properNoun-fr
"Petrea"-properNoun-ca "Petrea"-noun-fr
"Petrea"-properNoun-ca "Petrea"-properNoun-fr
"Petrea"-properNoun-fr "Petrea"-noun-ca
"Petrea"-properNoun-fr "Petrea"-properNoun-ca
"primitivité"-noun-fr "primitivitat"-noun-ca
"primitivitat"-noun-ca "primitivité"-noun-fr
"primitivitat"-noun-ca "primitivisme"-noun-fr
"primitivisme"-noun-fr "primitivitat"-noun-ca
"primitivisme"-noun-fr "primitivisme"-noun-ca
"Buzzanca"-noun-fr "Buzzanca"-noun-ca
"Buzzanca"-noun-fr "Buzzanca"-properNoun-ca
"Buzzanca"-noun-ca "Buzzanca"-noun-fr
"Buzzanca"-noun-ca "Buzzanca"-properNoun-fr
"Buzzanca"-properNoun-ca "Buzzanca"-noun-fr
"Buzzanca"-properNoun-ca "Buzzanca"-properNoun-fr
"Buzzanca"-properNoun-fr "Buzzanca"-noun-ca
"Buzzanca"-properNoun-fr "Buzzanca"-properNoun-ca
"Dominicis"-noun-fr "Dominicis"-noun-ca
"Dominicis"-noun-fr "Dominicis"-properNoun-ca
"Dominicis"-noun-ca "Dominicis"-noun-fr
"Dominicis"-noun-ca "Dominicis"-properNoun-fr
"Dominicis"-properNoun-ca "Dominicis"-noun-fr
"Dominicis"-properNoun-ca "Dominicis"-properNoun-fr
"Dominicis"-properNoun-fr "Dominicis"-noun-ca
"Dominicis"-properNoun-fr "Dominicis"-properNoun-ca
"Sanguineti"-noun-fr "Sanguineti"-noun-ca
"Sanguineti"-noun-fr "Sanguineti"-properNoun-ca
"Sanguineti"-noun-ca "Sanguineti"-noun-fr
"Sanguineti"-noun-ca "Sanguineti"-properNoun-fr
"Sanguineti"-properNoun-ca "Sanguineti"-noun-fr
"Sanguineti"-properNoun-ca "Sanguineti"-properNoun-fr
"Sanguineti"-properNoun-fr "Sanguineti"-noun-ca
"Sanguineti"-properNoun-fr "Sanguineti"-properNoun-ca
"défaillance"-noun-fr "defallença"-noun-ca
"defallença"-noun-ca "défaillance"-noun-fr
"neurohormone"-noun-fr "neurohormona"-noun-ca
"neurohormona"-noun-ca "neurohormone"-noun-fr
"colbertiste"-adjective-fr "colbertista"-adjective-ca
"colbertista"-adjective-ca "colbertiste"-adjective-fr
"Attaguile"-noun-fr "Attaguile"-noun-ca
"Attaguile"-noun-fr "Attaguile"-properNoun-ca
"Attaguile"-noun-ca "Attaguile"-noun-fr
"Attaguile"-noun-ca "Attaguile"-properNoun-fr
"Attaguile"-properNoun-ca "Attaguile"-noun-fr
"Attaguile"-properNoun-ca "Attaguile"-properNoun-fr
"Attaguile"-properNoun-fr "Attaguile"-noun-ca
"Attaguile"-properNoun-fr "Attaguile"-properNoun-ca
"paleoantropòleg"-noun-ca "paléo-anthropologue"-noun-fr
"paléo-anthropologue"-noun-fr "paleoantropòleg"-noun-ca
"petite chambre"-noun-fr "recambró"-noun-ca
"recambró"-noun-ca "petite chambre"-noun-fr
"recambró"-noun-ca "arrière-cuisine"-noun-fr
"arrière-cuisine"-noun-fr "recambró"-noun-ca
"Lauretta"-properNoun-fr "Lauretta"-properNoun-ca
"Lauretta"-properNoun-ca "Lauretta"-properNoun-fr
"sulfuration"-noun-fr "sulfuració"-noun-ca
"sulfuració"-noun-ca "sulfuration"-noun-fr
"en auto"-adverb-fr "en cotxe"-adverb-ca
"en auto"-adverb-fr "amb cotxe"-adverb-ca
"en cotxe"-adverb-ca "en auto"-adverb-fr
"en cotxe"-adverb-ca "en voiture"-adverb-fr
"amb cotxe"-adverb-ca "en auto"-adverb-fr
"amb cotxe"-adverb-ca "en voiture"-adverb-fr
"en voiture"-adverb-fr "en cotxe"-adverb-ca
"en voiture"-adverb-fr "amb cotxe"-adverb-ca
"morphophonologique"-adjective-fr "morfofonològic"-adjective-ca
"morfofonològic"-adjective-ca "morphophonologique"-adjective-fr
"Jayla"-properNoun-fr "Jayla"-properNoun-ca
"Jayla"-properNoun-ca "Jayla"-properNoun-fr
"hitlérisme"-noun-fr "hitlerisme"-noun-ca
"hitlerisme"-noun-ca "hitlérisme"-noun-fr
"Héloïse"-properNoun-fr "Héloïse"-properNoun-ca
"Héloïse"-properNoun-ca "Héloïse"-properNoun-fr
"Flick"-noun-fr "Flick"-noun-ca
"Flick"-noun-fr "Flick"-properNoun-ca
"Flick"-noun-ca "Flick"-noun-fr
"Flick"-noun-ca "Flick"-properNoun-fr
"Flick"-properNoun-ca "Flick"-noun-fr
"Flick"-properNoun-ca "Flick"-properNoun-fr
"Flick"-properNoun-fr "Flick"-noun-ca
"Flick"-properNoun-fr "Flick"-properNoun-ca
"modérable"-adjective-fr "moderable"-adjective-ca
"moderable"-adjective-ca "modérable"-adjective-fr
"Raiti"-noun-fr "Raiti"-noun-ca
"Raiti"-noun-fr "Raiti"-properNoun-ca
"Raiti"-noun-ca "Raiti"-noun-fr
"Raiti"-noun-ca "Raiti"-properNoun-fr
"Raiti"-properNoun-ca "Raiti"-noun-fr
"Raiti"-properNoun-ca "Raiti"-properNoun-fr
"Raiti"-properNoun-fr "Raiti"-noun-ca
"Raiti"-properNoun-fr "Raiti"-properNoun-ca
"révulsif"-adjective-fr "revulsiu"-adjective-ca
"revulsiu"-adjective-ca "révulsif"-adjective-fr
"inaliénabilité"-noun-fr "inalienabilitat"-noun-ca
"inalienabilitat"-noun-ca "inaliénabilité"-noun-fr
"amphiprotique"-adjective-fr "amfipròtic"-adjective-ca
"amfipròtic"-adjective-ca "amphiprotique"-adjective-fr
"Emygdia"-properNoun-fr "Emygdia"-properNoun-ca
"Emygdia"-properNoun-ca "Emygdia"-properNoun-fr
"carolingien"-noun-fr "carolingi"-noun-ca
"carolingi"-noun-ca "carolingien"-noun-fr
"nomologie"-noun-fr "nomologia"-noun-ca
"nomologia"-noun-ca "nomologie"-noun-fr
"anticholinergique"-adjective-fr "anticolinèrgic"-adjective-ca
"anticolinèrgic"-adjective-ca "anticholinergique"-adjective-fr
"nitrification"-noun-fr "nitrificació"-noun-ca
"nitrificació"-noun-ca "nitrification"-noun-fr
"Albright"-noun-fr "Albright"-noun-ca
"Albright"-noun-fr "Albright"-properNoun-ca
"Albright"-noun-ca "Albright"-noun-fr
"Albright"-noun-ca "Albright"-properNoun-fr
"Albright"-properNoun-ca "Albright"-noun-fr
"Albright"-properNoun-ca "Albright"-properNoun-fr
"Albright"-properNoun-fr "Albright"-noun-ca
"Albright"-properNoun-fr "Albright"-properNoun-ca
"Posselt"-noun-fr "Posselt"-noun-ca
"Posselt"-noun-fr "Posselt"-properNoun-ca
"Posselt"-noun-ca "Posselt"-noun-fr
"Posselt"-noun-ca "Posselt"-properNoun-fr
"Posselt"-properNoun-ca "Posselt"-noun-fr
"Posselt"-properNoun-ca "Posselt"-properNoun-fr
"Posselt"-properNoun-fr "Posselt"-noun-ca
"Posselt"-properNoun-fr "Posselt"-properNoun-ca
"Zingaretti"-noun-fr "Zingaretti"-noun-ca
"Zingaretti"-noun-fr "Zingaretti"-properNoun-ca
"Zingaretti"-noun-ca "Zingaretti"-noun-fr
"Zingaretti"-noun-ca "Zingaretti"-properNoun-fr
"Zingaretti"-properNoun-ca "Zingaretti"-noun-fr
"Zingaretti"-properNoun-ca "Zingaretti"-properNoun-fr
"Zingaretti"-properNoun-fr "Zingaretti"-noun-ca
"Zingaretti"-properNoun-fr "Zingaretti"-properNoun-ca
"Onslow"-noun-fr "Onslow"-noun-ca
"Onslow"-noun-fr "Onslow"-properNoun-ca
"Onslow"-noun-ca "Onslow"-noun-fr
"Onslow"-noun-ca "Onslow"-properNoun-fr
"Onslow"-properNoun-ca "Onslow"-noun-fr
"Onslow"-properNoun-ca "Onslow"-properNoun-fr
"Onslow"-properNoun-fr "Onslow"-noun-ca
"Onslow"-properNoun-fr "Onslow"-properNoun-ca
"foliation"-noun-fr "foliació"-noun-ca
"foliació"-noun-ca "foliation"-noun-fr
"pétalisme"-noun-fr "petalisme"-noun-ca
"petalisme"-noun-ca "pétalisme"-noun-fr
"Speroni"-noun-fr "Speroni"-noun-ca
"Speroni"-noun-fr "Speroni"-properNoun-ca
"Speroni"-noun-ca "Speroni"-noun-fr
"Speroni"-noun-ca "Speroni"-properNoun-fr
"Speroni"-properNoun-ca "Speroni"-noun-fr
"Speroni"-properNoun-ca "Speroni"-properNoun-fr
"Speroni"-properNoun-fr "Speroni"-noun-ca
"Speroni"-properNoun-fr "Speroni"-properNoun-ca
"Perilli"-noun-fr "Perilli"-noun-ca
"Perilli"-noun-fr "Perilli"-properNoun-ca
"Perilli"-noun-ca "Perilli"-noun-fr
"Perilli"-noun-ca "Perilli"-properNoun-fr
"Perilli"-properNoun-ca "Perilli"-noun-fr
"Perilli"-properNoun-ca "Perilli"-properNoun-fr
"Perilli"-properNoun-fr "Perilli"-noun-ca
"Perilli"-properNoun-fr "Perilli"-properNoun-ca
"sismothérapie"-noun-fr "sismoteràpia"-noun-ca
"sismoteràpia"-noun-ca "sismothérapie"-noun-fr
"déclore"-verb-fr "descloure"-verb-ca
"descloure"-verb-ca "déclore"-verb-fr
"malaire"-adjective-fr "malar"-adjective-ca
"malar"-adjective-ca "malaire"-adjective-fr
"séquenceur"-noun-fr "seqüenciador"-noun-ca
"seqüenciador"-noun-ca "séquenceur"-noun-fr
"arrhes"-noun-fr "arres"-noun-ca
"arres"-noun-ca "arrhes"-noun-fr
"Compagnone"-noun-fr "Compagnone"-noun-ca
"Compagnone"-noun-fr "Compagnone"-properNoun-ca
"Compagnone"-noun-ca "Compagnone"-noun-fr
"Compagnone"-noun-ca "Compagnone"-properNoun-fr
"Compagnone"-properNoun-ca "Compagnone"-noun-fr
"Compagnone"-properNoun-ca "Compagnone"-properNoun-fr
"Compagnone"-properNoun-fr "Compagnone"-noun-ca
"Compagnone"-properNoun-fr "Compagnone"-properNoun-ca
"transcontinental"-adjective-fr "transcontinental"-adjective-ca
"transcontinental"-adjective-ca "transcontinental"-adjective-fr
"Oliveri"-noun-fr "Oliveri"-noun-ca
"Oliveri"-noun-fr "Oliveri"-properNoun-ca
"Oliveri"-noun-ca "Oliveri"-noun-fr
"Oliveri"-noun-ca "Oliveri"-properNoun-fr
"Oliveri"-properNoun-ca "Oliveri"-noun-fr
"Oliveri"-properNoun-ca "Oliveri"-properNoun-fr
"Oliveri"-properNoun-fr "Oliveri"-noun-ca
"Oliveri"-properNoun-fr "Oliveri"-properNoun-ca
