"France"-noun-fr "França"-properNoun-ca
"cuire à l'étuvée"-verb-fr "estofar"-verb-ca
"estofar"-verb-ca "cuire à l'étuvée"-verb-fr
"estofar"-verb-ca "cuire à l'étouffée"-verb-fr
"estofar"-verb-ca "étuver"-verb-fr
"cuire à l'étouffée"-verb-fr "estofar"-verb-ca
"étuver"-verb-fr "estofar"-verb-ca
"continuisme"-noun-fr "continuisme"-noun-ca
"continuisme"-noun-ca "continuisme"-noun-fr
"Sant Pol de Mar"-properNoun-fr "Sant Pol de Mar"-properNoun-ca
"Sant Pol de Mar"-properNoun-ca "Sant Pol de Mar"-properNoun-fr
"Riner"-properNoun-fr "Riner"-properNoun-ca
"Riner"-properNoun-ca "Riner"-properNoun-fr
"desconnectar"-verb-ca "déconnécter"-verb-fr
"déconnécter"-verb-fr "desconnectar"-verb-ca
"Olèrdola"-properNoun-fr "Olèrdola"-properNoun-ca
"Olèrdola"-properNoun-ca "Olèrdola"-properNoun-fr
"Canovelles"-properNoun-fr "Canovelles"-properNoun-ca
"Canovelles"-properNoun-ca "Canovelles"-properNoun-fr
"fragància"-noun-ca "fragrance"-noun-fr
"fragrance"-noun-fr "fragància"-noun-ca
"Sabela"-properNoun-fr "Sabela"-properNoun-ca
"Sabela"-properNoun-ca "Sabela"-properNoun-fr
"Melània"-properNoun-fr "Melània"-properNoun-ca
"Melània"-properNoun-ca "Melània"-properNoun-fr
"Parlavà"-properNoun-fr "Parlavà"-properNoun-ca
"Parlavà"-properNoun-ca "Parlavà"-properNoun-fr
"Debian Etch"-properNoun-fr "Debian Etch"-properNoun-ca
"Debian Etch"-properNoun-ca "Debian Etch"-properNoun-fr
"augustinien"-adjective-fr "augustinià"-adjective-ca
"augustinià"-adjective-ca "augustinien"-adjective-fr
"atacar"-verb-ca "porter atteinte à"-verb-fr
"porter atteinte à"-verb-fr "atacar"-verb-ca
"divérsifier"-verb-fr "diversificar"-verb-ca
"diversificar"-verb-ca "divérsifier"-verb-fr
"grignoter"-verb-fr "rosegar"-verb-ca
"rosegar"-verb-ca "grignoter"-verb-fr
"morphogénétique"-adjective-fr "morfogenètic"-adjective-ca
"morfogenètic"-adjective-ca "morphogénétique"-adjective-fr
"Xe"-adjective-fr "X"-adjective-ca
"X"-adjective-ca "Xe"-adjective-fr
"mésophile"-adjective-fr "mesòfil"-adjective-ca
"mesòfil"-adjective-ca "mésophile"-adjective-fr
"Canton"-noun-fr "Canton"-properNoun-ca
"Canton"-properNoun-ca "Canton"-noun-fr
"griottier"-noun-fr "guinder"-noun-ca
"guinder"-noun-ca "griottier"-noun-fr
"guinder"-noun-ca "laurier-cerise"-noun-fr
"guinder"-noun-ca "cerisier aigre"-noun-fr
"guinder"-noun-ca "cerisier acide"-noun-fr
"laurier-cerise"-noun-fr "guinder"-noun-ca
"cerisier aigre"-noun-fr "guinder"-noun-ca
"cerisier acide"-noun-fr "guinder"-noun-ca
"avoir l'air"-verb-fr "semblar"-verb-ca
"semblar"-verb-ca "avoir l'air"-verb-fr
"semblar"-verb-ca "avoir l'air de"-verb-fr
"avoir l'air de"-verb-fr "semblar"-verb-ca
"anaconda"-noun-fr "anaconda"-noun-ca
"anaconda"-noun-ca "anaconda"-noun-fr
"Alexander"-noun-fr "Alexander"-properNoun-ca
"Alexander"-properNoun-ca "Alexander"-noun-fr
"Ossama"-properNoun-fr "Ossama"-properNoun-ca
"Ossama"-properNoun-ca "Ossama"-properNoun-fr
"Enola"-properNoun-fr "Enola"-properNoun-ca
"Enola"-properNoun-ca "Enola"-properNoun-fr
"mimer"-verb-fr "mimar"-verb-ca
"mimar"-verb-ca "mimer"-verb-fr
"Marina Baixa"-properNoun-fr "Marina Baixa"-properNoun-ca
"Marina Baixa"-properNoun-ca "Marina Baixa"-properNoun-fr
"résolutif"-adjective-fr "resolutiu"-adjective-ca
"resolutiu"-adjective-ca "résolutif"-adjective-fr
"correu"-noun-ca "la poste"-noun-fr
"la poste"-noun-fr "correu"-noun-ca
"abrutir"-verb-fr "embrutir"-verb-ca
"embrutir"-verb-ca "abrutir"-verb-fr
"embrutir"-verb-ca "hébéter"-verb-fr
"embrutir"-verb-ca "abêtir"-verb-fr
"hébéter"-verb-fr "embrutir"-verb-ca
"abêtir"-verb-fr "embrutir"-verb-ca
"radiologue"-noun-fr "radiòleg"-noun-ca
"radiòleg"-noun-ca "radiologue"-noun-fr
"autolyse"-noun-fr "autòlisi"-noun-ca
"autòlisi"-noun-ca "autolyse"-noun-fr
"concaténation"-noun-fr "concatenació"-noun-ca
"concatenació"-noun-ca "concaténation"-noun-fr
"Lliçà d'Amunt"-properNoun-fr "Lliçà d'Amunt"-properNoun-ca
"Lliçà d'Amunt"-properNoun-ca "Lliçà d'Amunt"-properNoun-fr
"ullera"-noun-ca "cerne"-noun-fr
"cerne"-noun-fr "ullera"-noun-ca
"méconium"-noun-fr "meconi"-noun-ca
"meconi"-noun-ca "méconium"-noun-fr
"cantant"-noun-ca "chansonnier"-noun-fr
"cantant"-noun-ca "cantatrice"-noun-fr
"chansonnier"-noun-fr "cantant"-noun-ca
"chansonnier"-noun-fr "cançoner"-noun-ca
"cantatrice"-noun-fr "cantant"-noun-ca
"Fornells de la Selva"-properNoun-fr "Fornells de la Selva"-properNoun-ca
"Fornells de la Selva"-properNoun-ca "Fornells de la Selva"-properNoun-fr
"XXIe"-adjective-fr "XXI"-adjective-ca
"XXI"-adjective-ca "XXIe"-adjective-fr
"Vallfogona de Balaguer"-properNoun-fr "Vallfogona de Balaguer"-properNoun-ca
"Vallfogona de Balaguer"-properNoun-ca "Vallfogona de Balaguer"-properNoun-fr
"Espinelves"-properNoun-fr "Espinelves"-properNoun-ca
"Espinelves"-properNoun-ca "Espinelves"-properNoun-fr
"décocher"-verb-fr "desmarcar"-verb-ca
"desmarcar"-verb-ca "décocher"-verb-fr
"Riudoms"-properNoun-fr "Riudoms"-properNoun-ca
"Riudoms"-properNoun-ca "Riudoms"-properNoun-fr
"Chulilla"-properNoun-fr "Chulilla"-properNoun-ca
"Chulilla"-properNoun-ca "Chulilla"-properNoun-fr
"Sant Mori"-properNoun-fr "Sant Mori"-properNoun-ca
"Sant Mori"-properNoun-ca "Sant Mori"-properNoun-fr
"amanyagar"-verb-ca "choyer"-verb-fr
"amanyagar"-verb-ca "amadouer"-verb-fr
"choyer"-verb-fr "amanyagar"-verb-ca
"amadouer"-verb-fr "amanyagar"-verb-ca
"digestible"-adjective-fr "digestible"-adjective-ca
"digestible"-adjective-ca "digestible"-adjective-fr
"pope"-noun-fr "popa"-noun-ca
"popa"-noun-ca "pope"-noun-fr
"radiant"-adjective-fr "radiant"-adjective-ca
"radiant"-adjective-ca "radiant"-adjective-fr
"séculier"-adjective-fr "secular"-adjective-ca
"secular"-adjective-ca "séculier"-adjective-fr
"axialement"-adverb-fr "axialment"-adverb-ca
"axialment"-adverb-ca "axialement"-adverb-fr
"muséum"-noun-fr "museu"-noun-ca
"museu"-noun-ca "muséum"-noun-fr
"contrecarrer"-verb-fr "contrarestar"-verb-ca
"contrarestar"-verb-ca "contrecarrer"-verb-fr
"Massanes"-properNoun-fr "Massanes"-properNoun-ca
"Massanes"-properNoun-ca "Massanes"-properNoun-fr
"Franz Ferdinand"-properNoun-fr "Franz Ferdinand"-properNoun-ca
"Franz Ferdinand"-properNoun-ca "Franz Ferdinand"-properNoun-fr
"Massalfassar"-properNoun-fr "Massalfassar"-properNoun-ca
"Massalfassar"-properNoun-ca "Massalfassar"-properNoun-fr
"discrépance"-noun-fr "discrepància"-noun-ca
"discrepància"-noun-ca "discrépance"-noun-fr
"Orénoque"-properNoun-fr "Orinoco"-properNoun-ca
"Orinoco"-properNoun-ca "Orénoque"-properNoun-fr
"indéfectiblement"-adverb-fr "indefectiblement"-adverb-ca
"indefectiblement"-adverb-ca "indéfectiblement"-adverb-fr
"Sant Guim de Freixenet"-properNoun-fr "Sant Guim de Freixenet"-properNoun-ca
"Sant Guim de Freixenet"-properNoun-ca "Sant Guim de Freixenet"-properNoun-fr
"Guinea Equatorial"-properNoun-ca "Guinée-Équatoriale"-properNoun-fr
"Guinée-Équatoriale"-properNoun-fr "Guinea Equatorial"-properNoun-ca
"voltant"-noun-ca "alentour"-noun-fr
"zoophile"-adjective-fr "zoòfil"-adjective-ca
"zoòfil"-adjective-ca "zoophile"-adjective-fr
"Pondicherry"-properNoun-ca "Pondichéry"-properNoun-fr
"Pondichéry"-properNoun-fr "Pondicherry"-properNoun-ca
"magrébin"-adjective-fr "magribí"-adjective-ca
"magrébin"-adjective-fr "magrebí"-adjective-ca
"magribí"-adjective-ca "magrébin"-adjective-fr
"magrebí"-adjective-ca "magrébin"-adjective-fr
"Sant Feliu de Codines"-properNoun-fr "Sant Feliu de Codines"-properNoun-ca
"Sant Feliu de Codines"-properNoun-ca "Sant Feliu de Codines"-properNoun-fr
"polyol"-noun-fr "poliol"-noun-ca
"poliol"-noun-ca "polyol"-noun-fr
"poliol"-noun-ca "pouliot"-noun-fr
"pouliot"-noun-fr "poliol"-noun-ca
"XII"-adjective-ca "XIIe"-adjective-fr
"XIIe"-adjective-fr "XII"-adjective-ca
"Campdevànol"-properNoun-fr "Campdevànol"-properNoun-ca
"Campdevànol"-properNoun-ca "Campdevànol"-properNoun-fr
"Amàlia"-properNoun-fr "Amàlia"-properNoun-ca
"Amàlia"-properNoun-ca "Amàlia"-properNoun-fr
"resultar"-verb-ca "avérer"-verb-fr
"avérer"-verb-fr "resultar"-verb-ca
"teixir"-verb-ca "tramer"-verb-fr
"Alàs i Cerc"-properNoun-fr "Alàs i Cerc"-properNoun-ca
"Alàs i Cerc"-properNoun-ca "Alàs i Cerc"-properNoun-fr
"liquéfier"-verb-fr "liquar"-verb-ca
"liquar"-verb-ca "liquéfier"-verb-fr
"Indara"-properNoun-fr "Indara"-properNoun-ca
"Indara"-properNoun-ca "Indara"-properNoun-fr
"Segona Guerra Mundial"-properNoun-ca "Deuxième Guerre mondiale"-properNoun-fr
"Deuxième Guerre mondiale"-properNoun-fr "Segona Guerra Mundial"-properNoun-ca
"Sant Feliu Sasserra"-properNoun-fr "Sant Feliu Sasserra"-properNoun-ca
"Sant Feliu Sasserra"-properNoun-ca "Sant Feliu Sasserra"-properNoun-fr
"bouquin"-noun-fr "llibre"-noun-ca
"llibre"-noun-ca "bouquin"-noun-fr
"Sant Jaume d'Enveja"-properNoun-fr "Sant Jaume d'Enveja"-properNoun-ca
"Sant Jaume d'Enveja"-properNoun-ca "Sant Jaume d'Enveja"-properNoun-fr
"entériner"-verb-fr "ratificar"-verb-ca
"ratificar"-verb-ca "entériner"-verb-fr
"îles Canaries"-properNoun-fr "illes Canàries"-properNoun-ca
"illes Canàries"-properNoun-ca "îles Canaries"-properNoun-fr
"bâiller"-verb-fr "badallar"-verb-ca
"badallar"-verb-ca "bâiller"-verb-fr
"Paul"-properNoun-ca "Paul"-noun-fr
"Vila-sana"-properNoun-fr "Vila-sana"-properNoun-ca
"Vila-sana"-properNoun-ca "Vila-sana"-properNoun-fr
"surplomber"-verb-fr "dominar"-verb-ca
"dominar"-verb-ca "surplomber"-verb-fr
"Peter"-noun-fr "Peter"-properNoun-ca
"Peter"-properNoun-ca "Peter"-noun-fr
"socioeconòmic"-adjective-ca "socioéconomique"-adjective-fr
"socioéconomique"-adjective-fr "socioeconòmic"-adjective-ca
"frambroise"-noun-fr "gerd"-noun-ca
"gerd"-noun-ca "frambroise"-noun-fr
"créancier"-noun-fr "creditor"-noun-ca
"creditor"-noun-ca "créancier"-noun-fr
"rodalia"-noun-ca "alentour"-noun-fr
"cabana"-noun-ca "chaumière"-noun-fr
"chaumière"-noun-fr "cabana"-noun-ca
"Bellvei"-properNoun-fr "Bellvei"-properNoun-ca
"Bellvei"-properNoun-ca "Bellvei"-properNoun-fr
"gran"-adjective-ca "ainé"-adjective-fr
"ainé"-adjective-fr "gran"-adjective-ca
"Fogars de la Selva"-properNoun-fr "Fogars de la Selva"-properNoun-ca
"Fogars de la Selva"-properNoun-ca "Fogars de la Selva"-properNoun-fr
"risée"-noun-fr "riallada"-noun-ca
"risée"-noun-fr "riota"-noun-ca
"riallada"-noun-ca "risée"-noun-fr
"riota"-noun-ca "risée"-noun-fr
"annonciateur"-noun-fr "anunciador"-noun-ca
"anunciador"-noun-ca "annonciateur"-noun-fr
"Douae"-properNoun-fr "Douae"-properNoun-ca
"Douae"-properNoun-ca "Douae"-properNoun-fr
"Rellinars"-properNoun-fr "Rellinars"-properNoun-ca
"Rellinars"-properNoun-ca "Rellinars"-properNoun-fr
"bolígraf"-noun-ca "stylo à bille"-noun-fr
"stylo à bille"-noun-fr "bolígraf"-noun-ca
"acra"-noun-fr "bunyol"-noun-ca
"bunyol"-noun-ca "acra"-noun-fr
"ésser"-noun-ca "êtres"-noun-fr
"êtres"-noun-fr "ésser"-noun-ca
"monadique"-adjective-fr "monàdic"-adjective-ca
"monàdic"-adjective-ca "monadique"-adjective-fr
"coulissant"-adjective-fr "corredís"-adjective-ca
"corredís"-adjective-ca "coulissant"-adjective-fr
"Santa Perpètua de Mogoda"-properNoun-fr "Santa Perpètua de Mogoda"-properNoun-ca
"Santa Perpètua de Mogoda"-properNoun-ca "Santa Perpètua de Mogoda"-properNoun-fr
"Alfauir"-properNoun-fr "Alfauir"-properNoun-ca
"Alfauir"-properNoun-ca "Alfauir"-properNoun-fr
"Santa Coloma de Farners"-properNoun-fr "Santa Coloma de Farners"-properNoun-ca
"Santa Coloma de Farners"-properNoun-ca "Santa Coloma de Farners"-properNoun-fr
"Castellar de n'Hug"-properNoun-fr "Castellar de n'Hug"-properNoun-ca
"Castellar de n'Hug"-properNoun-ca "Castellar de n'Hug"-properNoun-fr
"Aminata"-properNoun-fr "Aminata"-properNoun-ca
"Aminata"-properNoun-ca "Aminata"-properNoun-fr
"Oliana"-properNoun-fr "Oliana"-properNoun-ca
"Oliana"-properNoun-ca "Oliana"-properNoun-fr
"Queralbs"-properNoun-fr "Queralbs"-properNoun-ca
"Queralbs"-properNoun-ca "Queralbs"-properNoun-fr
"periòdic"-adjective-ca "periodique"-adjective-fr
"periodique"-adjective-fr "periòdic"-adjective-ca
"cligner les paupières"-verb-fr "parpellejar"-verb-ca
"parpellejar"-verb-ca "cligner les paupières"-verb-fr
"parpellejar"-verb-ca "clignoter"-verb-fr
"parpellejar"-verb-ca "cligner"-verb-fr
"parpellejar"-verb-ca "cligner des paupières"-verb-fr
"clignoter"-verb-fr "parpellejar"-verb-ca
"cligner"-verb-fr "parpellejar"-verb-ca
"cligner des paupières"-verb-fr "parpellejar"-verb-ca
"Aroha"-properNoun-fr "Aroha"-properNoun-ca
"Aroha"-properNoun-ca "Aroha"-properNoun-fr
"Prats i Sansor"-properNoun-fr "Prats i Sansor"-properNoun-ca
"Prats i Sansor"-properNoun-ca "Prats i Sansor"-properNoun-fr
"momifier"-verb-fr "momificar"-verb-ca
"momificar"-verb-ca "momifier"-verb-fr
"Corçà"-properNoun-fr "Corçà"-properNoun-ca
"Corçà"-properNoun-ca "Corçà"-properNoun-fr
"agréablemment"-adverb-fr "agradablement"-adverb-ca
"agradablement"-adverb-ca "agréablemment"-adverb-fr
"Sant Celoni"-properNoun-fr "Sant Celoni"-properNoun-ca
"Sant Celoni"-properNoun-ca "Sant Celoni"-properNoun-fr
"mycologie"-noun-fr "micologia"-noun-ca
"micologia"-noun-ca "mycologie"-noun-fr
"Soumaya"-properNoun-fr "Soumaya"-properNoun-ca
"Soumaya"-properNoun-ca "Soumaya"-properNoun-fr
"emballer"-verb-fr "embalar"-verb-ca
"embalar"-verb-ca "emballer"-verb-fr
"Wissal"-properNoun-fr "Wissal"-properNoun-ca
"Wissal"-properNoun-ca "Wissal"-properNoun-fr
"bolchévique"-adjective-fr "bolxevic"-adjective-ca
"bolxevic"-adjective-ca "bolchévique"-adjective-fr
"bolxevic"-adjective-ca "bolchéviste"-adjective-fr
"bolchéviste"-adjective-fr "bolxevic"-adjective-ca
"en faveur de"-preposition-fr "a favor de"-preposition-ca
"a favor de"-preposition-ca "en faveur de"-preposition-fr
"Sant Llorenç Savall"-properNoun-fr "Sant Llorenç Savall"-properNoun-ca
"Sant Llorenç Savall"-properNoun-ca "Sant Llorenç Savall"-properNoun-fr
"plus grand"-adjective-fr "major"-adjective-ca
"major"-adjective-ca "plus grand"-adjective-fr
"Ullastrell"-properNoun-fr "Ullastrell"-properNoun-ca
"Ullastrell"-properNoun-ca "Ullastrell"-properNoun-fr
"brusa"-noun-ca "chemisier"-noun-fr
"chemisier"-noun-fr "brusa"-noun-ca
"Anglesola"-properNoun-fr "Anglesola"-properNoun-ca
"Anglesola"-properNoun-ca "Anglesola"-properNoun-fr
"miserable"-adjective-ca "miteux"-adjective-fr
"miteux"-adjective-fr "miserable"-adjective-ca
"Bellmunt del Priorat"-properNoun-fr "Bellmunt del Priorat"-properNoun-ca
"Bellmunt del Priorat"-properNoun-ca "Bellmunt del Priorat"-properNoun-fr
"Debian Wheezy"-properNoun-fr "Debian Wheezy"-properNoun-ca
"Debian Wheezy"-properNoun-ca "Debian Wheezy"-properNoun-fr
"comtal"-adjective-fr "comtal"-adjective-ca
"comtal"-adjective-ca "comtal"-adjective-fr
"bénitier"-noun-fr "pica"-noun-ca
"pica"-noun-ca "bénitier"-noun-fr
"éveil"-noun-fr "desvetllament"-noun-ca
"desvetllament"-noun-ca "éveil"-noun-fr
"rapsodique"-adjective-fr "rapsòdic"-adjective-ca
"rapsòdic"-adjective-ca "rapsodique"-adjective-fr
"Castellar del Vallès"-properNoun-fr "Castellar del Vallès"-properNoun-ca
"Castellar del Vallès"-properNoun-ca "Castellar del Vallès"-properNoun-fr
"mammaire"-adjective-fr "mamari"-adjective-ca
"mamari"-adjective-ca "mammaire"-adjective-fr
"idéalement"-adverb-fr "idealment"-adverb-ca
"idealment"-adverb-ca "idéalement"-adverb-fr
"pronominal"-adjective-fr "pronominal"-adjective-ca
"pronominal"-adjective-ca "pronominal"-adjective-fr
"énormement"-adverb-fr "enormement"-adverb-ca
"enormement"-adverb-ca "énormement"-adverb-fr
"neutrophile"-adjective-fr "neutròfil"-adjective-ca
"neutròfil"-adjective-ca "neutrophile"-adjective-fr
"triclinique"-adjective-fr "triclínic"-adjective-ca
"triclínic"-adjective-ca "triclinique"-adjective-fr
"rocailleux"-adjective-fr "rocallós"-adjective-ca
"rocallós"-adjective-ca "rocailleux"-adjective-fr
"vicier"-verb-fr "aviciar"-verb-ca
"aviciar"-verb-ca "vicier"-verb-fr
"Iziar"-properNoun-fr "Iziar"-properNoun-ca
"Iziar"-properNoun-ca "Iziar"-properNoun-fr
"Debian Slink"-properNoun-fr "Debian Slink"-properNoun-ca
"Debian Slink"-properNoun-ca "Debian Slink"-properNoun-fr
"Gombrèn"-properNoun-fr "Gombrèn"-properNoun-ca
"Gombrèn"-properNoun-ca "Gombrèn"-properNoun-fr
"téléologique"-adjective-fr "teleològic"-adjective-ca
"teleològic"-adjective-ca "téléologique"-adjective-fr
"XIe"-adjective-fr "XI"-adjective-ca
"XI"-adjective-ca "XIe"-adjective-fr
"roux"-noun-fr "pèl-roig"-noun-ca
"pèl-roig"-noun-ca "roux"-noun-fr
"transocéanique"-adjective-fr "transoceànic"-adjective-ca
"transoceànic"-adjective-ca "transocéanique"-adjective-fr
"picot"-noun-ca "pivert"-noun-fr
"pivert"-noun-fr "picot"-noun-ca
"Pardines"-properNoun-fr "Pardines"-properNoun-ca
"Pardines"-properNoun-ca "Pardines"-properNoun-fr
"PlayStation Vita"-properNoun-fr "PlayStation Vita"-properNoun-ca
"PlayStation Vita"-properNoun-ca "PlayStation Vita"-properNoun-fr
"Oumaïma"-properNoun-fr "Oumaïma"-properNoun-ca
"Oumaïma"-properNoun-ca "Oumaïma"-properNoun-fr
"Maurétanie"-properNoun-fr "Mauritània"-properNoun-ca
"Mauritània"-properNoun-ca "Maurétanie"-properNoun-fr
"aplasique"-adjective-fr "aplàstic"-adjective-ca
"aplàstic"-adjective-ca "aplasique"-adjective-fr
"insoutenable"-adjective-fr "insostenible"-adjective-ca
"insostenible"-adjective-ca "insoutenable"-adjective-fr
"Tibidabo"-properNoun-fr "Tibidabo"-properNoun-ca
"Tibidabo"-properNoun-ca "Tibidabo"-properNoun-fr
"Avinyonet del Penedès"-properNoun-fr "Avinyonet del Penedès"-properNoun-ca
"Avinyonet del Penedès"-properNoun-ca "Avinyonet del Penedès"-properNoun-fr
"galet"-noun-fr "còdol"-noun-ca
"còdol"-noun-ca "galet"-noun-fr
"joueur de viole"-noun-fr "violista"-noun-ca
"violista"-noun-ca "joueur de viole"-noun-fr
"violista"-noun-ca "violiste"-noun-fr
"violiste"-noun-fr "violista"-noun-ca
"carbonitruration"-noun-fr "carbonitruració"-noun-ca
"carbonitruració"-noun-ca "carbonitruration"-noun-fr
"Guifré"-properNoun-fr "Guifré"-properNoun-ca
"Guifré"-properNoun-ca "Guifré"-properNoun-fr
"Guifré"-properNoun-ca "Guifred"-properNoun-fr
"Guifred"-properNoun-fr "Guifré"-properNoun-ca
"rabbinique"-adjective-fr "rabínic"-adjective-ca
"rabínic"-adjective-ca "rabbinique"-adjective-fr
"numeral"-noun-ca "numéral"-noun-fr
"numéral"-noun-fr "numeral"-noun-ca
"baroud"-noun-fr "batussa"-noun-ca
"baroud"-noun-fr "baralla"-noun-ca
"batussa"-noun-ca "baroud"-noun-fr
"baralla"-noun-ca "baroud"-noun-fr
"baralla"-noun-ca "rixe"-noun-fr
"rixe"-noun-fr "baralla"-noun-ca
"racler"-verb-fr "gratar"-verb-ca
"gratar"-verb-ca "racler"-verb-fr
"alçar"-verb-ca "surélever"-verb-fr
"surélever"-verb-fr "alçar"-verb-ca
"ciller"-verb-fr "pestanyejar"-verb-ca
"pestanyejar"-verb-ca "ciller"-verb-fr
"pestanyejar"-verb-ca "cligner des yeux"-verb-fr
"pestanyejar"-verb-ca "cligner les yeux"-verb-fr
"cligner des yeux"-verb-fr "pestanyejar"-verb-ca
"cligner les yeux"-verb-fr "pestanyejar"-verb-ca
"Esplugues de Llobregat"-properNoun-fr "Esplugues de Llobregat"-properNoun-ca
"Esplugues de Llobregat"-properNoun-ca "Esplugues de Llobregat"-properNoun-fr
"estacional"-adjective-ca "stationnal"-adjective-fr
"stationnal"-adjective-fr "estacional"-adjective-ca
"Xixona"-properNoun-ca "Xixona"-properNoun-fr
"Xixona"-properNoun-fr "Xixona"-properNoun-ca
"mettre enceinte"-verb-fr "embarassar"-verb-ca
"embarassar"-verb-ca "mettre enceinte"-verb-fr
"orthogonalité"-noun-fr "ortogonalitat"-noun-ca
"ortogonalitat"-noun-ca "orthogonalité"-noun-fr
"Onil"-properNoun-fr "Onil"-properNoun-ca
"Onil"-properNoun-ca "Onil"-properNoun-fr
"triatomique"-adjective-fr "triatòmic"-adjective-ca
"triatòmic"-adjective-ca "triatomique"-adjective-fr
"Torrelavit"-properNoun-fr "Torrelavit"-properNoun-ca
"Torrelavit"-properNoun-ca "Torrelavit"-properNoun-fr
"Òdena"-properNoun-fr "Òdena"-properNoun-ca
"Òdena"-properNoun-ca "Òdena"-properNoun-fr
"graphométrie"-noun-fr "grafometria"-noun-ca
"grafometria"-noun-ca "graphométrie"-noun-fr
"Àurea"-properNoun-fr "Àurea"-properNoun-ca
"Àurea"-properNoun-ca "Àurea"-properNoun-fr
"Xert"-properNoun-fr "Xert"-properNoun-ca
"Xert"-properNoun-ca "Xert"-properNoun-fr
"endocrin"-adjective-fr "endocrí"-adjective-ca
"endocrí"-adjective-ca "endocrin"-adjective-fr
"cléricalement"-adverb-fr "clericalment"-adverb-ca
"clericalment"-adverb-ca "cléricalement"-adverb-fr
"xutar"-verb-ca "shooter"-verb-fr
"shooter"-verb-fr "xutar"-verb-ca
"quart"-noun-ca "quart-temps"-noun-fr
"quart-temps"-noun-fr "quart"-noun-ca
"Loriguilla"-properNoun-fr "Loriguilla"-properNoun-ca
"Loriguilla"-properNoun-ca "Loriguilla"-properNoun-fr
"déversement"-noun-fr "vessament"-noun-ca
"vessament"-noun-ca "déversement"-noun-fr
"vessament"-noun-ca "épanchement"-noun-fr
"épanchement"-noun-fr "vessament"-noun-ca
"politècnic"-adjective-ca "polytechnicien"-adjective-fr
"polytechnicien"-adjective-fr "politècnic"-adjective-ca
"déréguler"-verb-fr "desregular"-verb-ca
"desregular"-verb-ca "déréguler"-verb-fr
"desregular"-verb-ca "déréglementer"-verb-fr
"desregular"-verb-ca "dérèglementer"-verb-fr
"déréglementer"-verb-fr "desregular"-verb-ca
"déréglementer"-verb-fr "desregularitzar"-verb-ca
"dérèglementer"-verb-fr "desregular"-verb-ca
"souchet"-noun-fr "xufa"-noun-ca
"xufa"-noun-ca "souchet"-noun-fr
"xufa"-noun-ca "xufa"-noun-fr
"xufa"-noun-fr "xufa"-noun-ca
"Catí"-properNoun-fr "Catí"-properNoun-ca
"Catí"-properNoun-ca "Catí"-properNoun-fr
"solidairement"-adverb-fr "solidàriament"-adverb-ca
"solidàriament"-adverb-ca "solidairement"-adverb-fr
"Llíria"-properNoun-ca "Llíria"-properNoun-fr
"Llíria"-properNoun-fr "Llíria"-properNoun-ca
"richissime"-adjective-fr "ric"-adjective-ca
"ric"-adjective-ca "richissime"-adjective-fr
"maleït"-adjective-ca "honni"-adjective-fr
"honni"-adjective-fr "maleït"-adjective-ca
"antiracisme"-noun-fr "antiracisme"-noun-ca
"antiracisme"-noun-ca "antiracisme"-noun-fr
"mécanographe"-noun-fr "mecanògraf"-noun-ca
"mecanògraf"-noun-ca "mécanographe"-noun-fr
"llinatge"-noun-ca "lignage"-noun-fr
"lignage"-noun-fr "llinatge"-noun-ca
"untar"-verb-ca "tartiner"-verb-fr
"tartiner"-verb-fr "untar"-verb-ca
"Wassima"-properNoun-fr "Wassima"-properNoun-ca
"Wassima"-properNoun-ca "Wassima"-properNoun-fr
"opulent"-adjective-fr "opulent"-adjective-ca
"opulent"-adjective-ca "opulent"-adjective-fr
"terminal"-noun-ca "terminus"-noun-fr
"terminus"-noun-fr "terminal"-noun-ca
"de cap manera"-adverb-ca "aucunement"-adverb-fr
"aucunement"-adverb-fr "de cap manera"-adverb-ca
"Grisel"-properNoun-fr "Grisel"-properNoun-ca
"Grisel"-properNoun-ca "Grisel"-properNoun-fr
"parlar"-verb-ca "être entretenus"-verb-fr
"parlar"-verb-ca "être entretenu"-verb-fr
"parlar"-verb-ca "être entretenue"-verb-fr
"parlar"-verb-ca "être entretenues"-verb-fr
"être entretenus"-verb-fr "parlar"-verb-ca
"être entretenus"-verb-fr "mantenir"-verb-ca
"être entretenu"-verb-fr "parlar"-verb-ca
"être entretenu"-verb-fr "mantenir"-verb-ca
"être entretenue"-verb-fr "parlar"-verb-ca
"être entretenue"-verb-fr "mantenir"-verb-ca
"être entretenues"-verb-fr "parlar"-verb-ca
"être entretenues"-verb-fr "mantenir"-verb-ca
"mouflon"-noun-fr "mufló"-noun-ca
"mufló"-noun-ca "mouflon"-noun-fr
"encadré"-noun-fr "requadre"-noun-ca
"requadre"-noun-ca "encadré"-noun-fr
"pet"-noun-fr "pet"-noun-ca
"pet"-noun-ca "pet"-noun-fr
"Sedaví"-properNoun-fr "Sedaví"-properNoun-ca
"Sedaví"-properNoun-ca "Sedaví"-properNoun-fr
"maçonner"-verb-fr "construir"-verb-ca
"construir"-verb-ca "maçonner"-verb-fr
"Microsoft OneNote"-properNoun-fr "Microsoft OneNote"-properNoun-ca
"Microsoft OneNote"-properNoun-ca "Microsoft OneNote"-properNoun-fr
"Omar"-noun-fr "Omar"-properNoun-ca
"Omar"-properNoun-ca "Omar"-noun-fr
"à toute épreuve"-adverb-fr "a prova de bombes"-adverb-ca
