"the"-determiner-en "lo"-determiner-es
"valid"-adjective-en "vigente"-adjective-es
"vigente"-adjective-es "valid"-adjective-en
"civic"-adjective-en "cívico"-adjective-es
"cívico"-adjective-es "civic"-adjective-en
"destructive"-adjective-en "destructivo"-adjective-es
"destructivo"-adjective-es "destructive"-adjective-en
"lazy"-adjective-en "perezoso"-adjective-es
"perezoso"-adjective-es "lazy"-adjective-en
"concreto"-adjective-es "specific"-adjective-en
"specific"-adjective-en "concreto"-adjective-es
"bright"-adjective-en "brillante"-adjective-es
"brillante"-adjective-es "bright"-adjective-en
"brillante"-adjective-es "brilliant"-adjective-en
"brilliant"-adjective-en "brillante"-adjective-es
"useless"-adjective-en "inútil"-adjective-es
"inútil"-adjective-es "useless"-adjective-en
"wireless"-adjective-en "inalámbrico"-adjective-es
"inalámbrico"-adjective-es "wireless"-adjective-en
"industrial"-adjective-en "industrial"-adjective-es
"industrial"-adjective-es "industrial"-adjective-en
"cultural"-adjective-en "cultural"-adjective-es
"cultural"-adjective-es "cultural"-adjective-en
"deep"-adjective-en "hondo"-adjective-es
"deep"-adjective-en "profundo"-adjective-es
"hondo"-adjective-es "deep"-adjective-en
"profundo"-adjective-es "deep"-adjective-en
"expensive"-adjective-en "caro"-adjective-es
"caro"-adjective-es "expensive"-adjective-en
"double"-adjective-en "doble"-adjective-es
"doble"-adjective-es "double"-adjective-en
"doble"-adjective-es "twofold"-adjective-en
"twofold"-adjective-en "doble"-adjective-es
"bilingual"-adjective-en "bilingüe"-adjective-es
"bilingüe"-adjective-es "bilingual"-adjective-en
"oriental"-adjective-en "oriental"-adjective-es
"oriental"-adjective-es "oriental"-adjective-en
"oriental"-adjective-es "eastern"-adjective-en
"eastern"-adjective-en "oriental"-adjective-es
"atrocious"-adjective-en "atroz"-adjective-es
"atroz"-adjective-es "atrocious"-adjective-en
"atroz"-adjective-es "agonizing"-adjective-en
"atroz"-adjective-es "appalling"-adjective-en
"agonizing"-adjective-en "atroz"-adjective-es
"appalling"-adjective-en "atroz"-adjective-es
"ingenious"-adjective-en "ingenioso"-adjective-es
"ingenioso"-adjective-es "ingenious"-adjective-en
"ingenioso"-adjective-es "inventive"-adjective-en
"inventive"-adjective-en "ingenioso"-adjective-es
"agreeable"-adjective-en "agradable"-adjective-es
"agradable"-adjective-es "agreeable"-adjective-en
"dinámico"-adjective-es "dynamical"-adjective-en
"dynamical"-adjective-en "dinámico"-adjective-es
"económico"-adjective-es "inexpensive"-adjective-en
"inexpensive"-adjective-en "económico"-adjective-es
"effective"-adjective-en "efectivo"-adjective-es
"efectivo"-adjective-es "effective"-adjective-en
"efficient"-adjective-en "eficiente"-adjective-es
"eficiente"-adjective-es "efficient"-adjective-en
"awake"-adjective-en "despierto"-adjective-es
"despierto"-adjective-es "awake"-adjective-en
"alternating"-adjective-en "alterno"-adjective-es
"alterno"-adjective-es "alternating"-adjective-en
"definitivo"-adjective-es "definite"-adjective-en
"definite"-adjective-en "definitivo"-adjective-es
"extremist"-adjective-en "extremista"-adjective-es
"extremista"-adjective-es "extremist"-adjective-en
"exceptional"-adjective-en "excepcional"-adjective-es
"excepcional"-adjective-es "exceptional"-adjective-en
"excepcional"-adjective-es "outstanding"-adjective-en
"outstanding"-adjective-en "excepcional"-adjective-es
"elementary"-adjective-en "elemental"-adjective-es
"elemental"-adjective-es "elementary"-adjective-en
"elitist"-adjective-en "elitista"-adjective-es
"elitista"-adjective-es "elitist"-adjective-en
"charitable"-adjective-en "benéfico"-adjective-es
"charitable"-adjective-en "caritativo"-adjective-es
"benéfico"-adjective-es "charitable"-adjective-en
"caritativo"-adjective-es "charitable"-adjective-en
"emotional"-adjective-en "emocional"-adjective-es
"emocional"-adjective-es "emotional"-adjective-en
"illustrative"-adjective-en "ilustrativo"-adjective-es
"ilustrativo"-adjective-es "illustrative"-adjective-en
"nominal"-adjective-en "nominal"-adjective-es
"nominal"-adjective-es "nominal"-adjective-en
"explanatory"-adjective-en "explicativo"-adjective-es
"explicativo"-adjective-es "explanatory"-adjective-en
"exponential"-adjective-en "exponencial"-adjective-es
"exponencial"-adjective-es "exponential"-adjective-en
"ascendente"-adjective-es "upward"-adjective-en
"upward"-adjective-en "ascendente"-adjective-es
"upward"-adjective-en "alcista"-adjective-es
"smooth"-adjective-en "liso"-adjective-es
"liso"-adjective-es "smooth"-adjective-en
"electoral"-adjective-en "electoral"-adjective-es
"electoral"-adjective-es "electoral"-adjective-en
"hereditary"-adjective-en "hereditario"-adjective-es
"hereditario"-adjective-es "hereditary"-adjective-en
"guilty"-adjective-en "culpable"-adjective-es
"culpable"-adjective-es "guilty"-adjective-en
"vertical"-adjective-en "vertical"-adjective-es
"vertical"-adjective-es "vertical"-adjective-en
"favourable"-adjective-en "favorable"-adjective-es
"favorable"-adjective-es "favourable"-adjective-en
"pharmaceutical"-adjective-en "farmacéutico"-adjective-es
"farmacéutico"-adjective-es "pharmaceutical"-adjective-en
"fortunate"-adjective-en "afortunado"-adjective-es
"afortunado"-adjective-es "fortunate"-adjective-en
"afortunado"-adjective-es "lucky"-adjective-en
"lucky"-adjective-en "afortunado"-adjective-es
"affordable"-adjective-en "asequible"-adjective-es
"asequible"-adjective-es "affordable"-adjective-en
"asequible"-adjective-es "obtainable"-adjective-en
"obtainable"-adjective-en "asequible"-adjective-es
"false"-adjective-en "falaz"-adjective-es
"falaz"-adjective-es "false"-adjective-en
"falaz"-adjective-es "fallacious"-adjective-en
"falso"-adjective-es "dud"-adjective-en
"dud"-adjective-en "falso"-adjective-es
"fallacious"-adjective-en "falaz"-adjective-es
"formative"-adjective-en "formativo"-adjective-es
"formativo"-adjective-es "formative"-adjective-en
"formal"-adjective-en "formal"-adjective-es
"formal"-adjective-es "formal"-adjective-en
"faithful"-adjective-en "fiel"-adjective-es
"fiel"-adjective-es "faithful"-adjective-en
"prosperous"-adjective-en "próspero"-adjective-es
"próspero"-adjective-es "prosperous"-adjective-en
"próspero"-adjective-es "thriving"-adjective-en
"thriving"-adjective-en "próspero"-adjective-es
"fierce"-adjective-en "feroz"-adjective-es
"feroz"-adjective-es "fierce"-adjective-en
"able"-adjective-en "capaz"-adjective-es
"capaz"-adjective-es "able"-adjective-en
"generic"-adjective-en "genérico"-adjective-es
"genérico"-adjective-es "generic"-adjective-en
"clean"-adjective-en "limpio"-adjective-es
"limpio"-adjective-es "clean"-adjective-en
"spatial"-adjective-en "espacial"-adjective-es
"espacial"-adjective-es "spatial"-adjective-en
"espacial"-adjective-es "space"-adjective-en
"space"-adjective-en "espacial"-adjective-es
"northern"-adjective-en "septentrional"-adjective-es
"septentrional"-adjective-es "northern"-adjective-en
"victorious"-adjective-en "vencedor"-adjective-es
"victorious"-adjective-en "victorioso"-adjective-es
"vencedor"-adjective-es "victorious"-adjective-en
"victorioso"-adjective-es "victorious"-adjective-en
"obligatorio"-adjective-es "binding"-adjective-en
"binding"-adjective-en "obligatorio"-adjective-es
"western"-adjective-en "occidental"-adjective-es
"occidental"-adjective-es "western"-adjective-en
"occidental"-adjective-es "occidental"-adjective-en
"occidental"-adjective-en "occidental"-adjective-es
"eminent"-adjective-en "eminente"-adjective-es
"eminente"-adjective-es "eminent"-adjective-en
"humble"-adjective-en "humilde"-adjective-es
"humilde"-adjective-es "humble"-adjective-en
"gradual"-adjective-en "gradual"-adjective-es
"gradual"-adjective-es "gradual"-adjective-en
"graphic"-adjective-en "gráfico"-adjective-es
"gráfico"-adjective-es "graphic"-adjective-en
"gross"-adjective-en "bruto"-adjective-es
"bruto"-adjective-es "gross"-adjective-en
"mighty"-adjective-en "poderoso"-adjective-es
"poderoso"-adjective-es "mighty"-adjective-en
"underlying"-adjective-en "subyacente"-adjective-es
"subyacente"-adjective-es "underlying"-adjective-en
"distinct"-adjective-en "distinto"-adjective-es
"distinto"-adjective-es "distinct"-adjective-en
"diferente"-adjective-es "unlike"-adjective-en
"unlike"-adjective-en "diferente"-adjective-es
"mad"-adjective-en "loco"-adjective-es
"loco"-adjective-es "mad"-adjective-en
"loco"-adjective-es "crazy"-adjective-en
"crazy"-adjective-en "loco"-adjective-es
"bad"-adjective-en "peor"-adjective-es
"peor"-adjective-es "bad"-adjective-en
"weak"-adjective-en "débil"-adjective-es
"débil"-adjective-es "weak"-adjective-en
"débil"-adjective-es "feeble"-adjective-en
"feeble"-adjective-en "débil"-adjective-es
"flat"-adjective-en "llano"-adjective-es
"llano"-adjective-es "flat"-adjective-en
"widowed"-adjective-en "viudo"-adjective-es
"viudo"-adjective-es "widowed"-adjective-en
"visible"-adjective-en "visible"-adjective-es
"visible"-adjective-es "visible"-adjective-en
"visual"-adjective-en "visual"-adjective-es
"visual"-adjective-es "visual"-adjective-en
"white"-adjective-en "blanco"-adjective-es
"blanco"-adjective-es "white"-adjective-en
"green"-adjective-en "verde"-adjective-es
"verde"-adjective-es "green"-adjective-en
"verde"-adjective-es "unripe"-adjective-en
"unripe"-adjective-en "verde"-adjective-es
"valuable"-adjective-en "valioso"-adjective-es
"valioso"-adjective-es "valuable"-adjective-en
"true"-adjective-en "cierto"-adjective-es
"true"-adjective-en "verdadero"-adjective-es
"cierto"-adjective-es "true"-adjective-en
"verdadero"-adjective-es "true"-adjective-en
"voluntary"-adjective-en "voluntario"-adjective-es
"voluntario"-adjective-es "voluntary"-adjective-en
"rural"-adjective-en "rural"-adjective-es
"rural"-adjective-es "rural"-adjective-en
"wet"-adjective-en "mojado"-adjective-es
"mojado"-adjective-es "wet"-adjective-en
"original"-adjective-en "original"-adjective-es
"original"-adjective-en "primigenio"-adjective-es
"original"-adjective-es "original"-adjective-en
"primigenio"-adjective-es "original"-adjective-en
"warm"-adjective-en "cálido"-adjective-es
"warm"-adjective-en "tibio"-adjective-es
"cálido"-adjective-es "warm"-adjective-en
"tibio"-adjective-es "warm"-adjective-en
"submissive"-adjective-en "sumiso"-adjective-es
"sumiso"-adjective-es "submissive"-adjective-en
"antisocial"-adjective-en "antisocial"-adjective-es
"antisocial"-adjective-es "antisocial"-adjective-en
"male"-adjective-en "macho"-adjective-es
"macho"-adjective-es "male"-adjective-en
"cognitive"-adjective-en "cognitivo"-adjective-es
"cognitivo"-adjective-es "cognitive"-adjective-en
"known"-adjective-en "sabido"-adjective-es
"sabido"-adjective-es "known"-adjective-en
"wild"-adjective-en "salvaje"-adjective-es
"salvaje"-adjective-es "wild"-adjective-en
"generoso"-adjective-es "big-hearted"-adjective-en
"big-hearted"-adjective-en "generoso"-adjective-es
"equilateral"-adjective-en "equilátero"-adjective-es
"equilátero"-adjective-es "equilateral"-adjective-en
"salty"-adjective-en "salado"-adjective-es
"salty"-adjective-en "salobre"-adjective-es
"salado"-adjective-es "salty"-adjective-en
"salobre"-adjective-es "salty"-adjective-en
"salobre"-adjective-es "brackish"-adjective-en
"brackish"-adjective-en "salobre"-adjective-es
"essential"-adjective-en "esencial"-adjective-es
"esencial"-adjective-es "essential"-adjective-en
"semi-automatic"-adjective-en "semiautomático"-adjective-es
"semiautomático"-adjective-es "semi-automatic"-adjective-en
"happy"-adjective-en "feliz"-adjective-es
"happy"-adjective-en "contento"-adjective-es
"feliz"-adjective-es "happy"-adjective-en
"feliz"-adjective-es "glad"-adjective-en
"contento"-adjective-es "happy"-adjective-en
"glad"-adjective-en "feliz"-adjective-es
"harmonic"-adjective-en "armónico"-adjective-es
"armónico"-adjective-es "harmonic"-adjective-en
"easy"-adjective-en "fácil"-adjective-es
"fácil"-adjective-es "easy"-adjective-en
"hexadecimal"-adjective-en "hexadecimal"-adjective-es
"hexadecimal"-adjective-es "hexadecimal"-adjective-en
"infectious"-adjective-en "contagioso"-adjective-es
"contagioso"-adjective-es "infectious"-adjective-en
"contagioso"-adjective-es "contagious"-adjective-en
"contagious"-adjective-en "contagioso"-adjective-es
"old-fashioned"-adjective-en "anticuado"-adjective-es
"anticuado"-adjective-es "old-fashioned"-adjective-en
"anticuado"-adjective-es "antiquated"-adjective-en
"antiquated"-adjective-en "anticuado"-adjective-es
"challenging"-adjective-en "desafiante"-adjective-es
"desafiante"-adjective-es "challenging"-adjective-en
"desafiante"-adjective-es "defiant"-adjective-en
"defiant"-adjective-en "desafiante"-adjective-es
"hierarchical"-adjective-en "jerárquico"-adjective-es
"jerárquico"-adjective-es "hierarchical"-adjective-en
"racial"-adjective-en "racial"-adjective-es
"racial"-adjective-es "racial"-adjective-en
"mágico"-adjective-es "magical"-adjective-en
"magical"-adjective-en "mágico"-adjective-es
"bold"-adjective-en "intrépido"-adjective-es
"intrépido"-adjective-es "bold"-adjective-en
"intrépido"-adjective-es "intrepid"-adjective-en
"intrepid"-adjective-en "intrépido"-adjective-es
"flexible"-adjective-es "floppy"-adjective-en
"floppy"-adjective-en "flexible"-adjective-es
"confident"-adjective-en "desenfadado"-adjective-es
"desenfadado"-adjective-es "confident"-adjective-en
"delightful"-adjective-en "delicioso"-adjective-es
"delicioso"-adjective-es "delightful"-adjective-en
"delicioso"-adjective-es "delicious"-adjective-en
"delicious"-adjective-en "delicioso"-adjective-es
"viable"-adjective-en "viable"-adjective-es
"viable"-adjective-es "viable"-adjective-en
"ugly"-adjective-en "feo"-adjective-es
"feo"-adjective-es "ugly"-adjective-en
"ancient"-adjective-en "antiguo"-adjective-es
"antiguo"-adjective-es "ancient"-adjective-en
"antiguo"-adjective-es "antique"-adjective-en
"antique"-adjective-en "antiguo"-adjective-es
"remarkable"-adjective-en "notable"-adjective-es
"remarkable"-adjective-en "destacable"-adjective-es
"notable"-adjective-es "remarkable"-adjective-en
"notable"-adjective-es "notable"-adjective-en
"destacable"-adjective-es "remarkable"-adjective-en
"destacable"-adjective-es "noteworthy"-adjective-en
"notable"-adjective-en "notable"-adjective-es
"notable"-adjective-en "relevante"-adjective-es
"noteworthy"-adjective-en "destacable"-adjective-es
"hyperbolic"-adjective-en "hiperbólico"-adjective-es
"hiperbólico"-adjective-es "hyperbolic"-adjective-en
"young"-adjective-en "joven"-adjective-es
"joven"-adjective-es "young"-adjective-en
"imperial"-adjective-en "imperial"-adjective-es
"imperial"-adjective-es "imperial"-adjective-en
"infrared"-adjective-en "infrarrojo"-adjective-es
"infrarrojo"-adjective-es "infrared"-adjective-en
"isometric"-adjective-en "isométrico"-adjective-es
"isométrico"-adjective-es "isometric"-adjective-en
"damp"-adjective-en "húmedo"-adjective-es
"húmedo"-adjective-es "damp"-adjective-en
"merry"-adjective-en "alegre"-adjective-es
"alegre"-adjective-es "merry"-adjective-en
"alegre"-adjective-es "cheerful"-adjective-en
"alegre"-adjective-es "light-hearted"-adjective-en
"cheerful"-adjective-en "alegre"-adjective-es
"light-hearted"-adjective-en "alegre"-adjective-es
"surgical"-adjective-en "quirúrgico"-adjective-es
"quirúrgico"-adjective-es "surgical"-adjective-en
"afilado"-adjective-es "sharp"-adjective-en
"cortante"-adjective-es "sharp"-adjective-en
"local"-adjective-en "comarcal"-adjective-es
"local"-adjective-en "local"-adjective-es
"comarcal"-adjective-es "local"-adjective-en
"local"-adjective-es "local"-adjective-en
"lunar"-adjective-en "lunar"-adjective-es
"lunar"-adjective-es "lunar"-adjective-en
"linear"-adjective-en "lineal"-adjective-es
"lineal"-adjective-es "linear"-adjective-en
"still"-adjective-en "quieto"-adjective-es
"quieto"-adjective-es "still"-adjective-en
"horizontal"-adjective-en "horizontal"-adjective-es
"horizontal"-adjective-es "horizontal"-adjective-en
"plural"-adjective-en "plural"-adjective-es
"plural"-adjective-es "plural"-adjective-en
"multiple"-adjective-en "múltiple"-adjective-es
"múltiple"-adjective-es "multiple"-adjective-en
"corrupt"-adjective-en "corrupto"-adjective-es
"corrupto"-adjective-es "corrupt"-adjective-en
"bibliographic"-adjective-en "bibliográfico"-adjective-es
"bibliográfico"-adjective-es "bibliographic"-adjective-en
"literal"-adjective-en "literal"-adjective-es
"literal"-adjective-es "literal"-adjective-en
"logarithmic"-adjective-en "logarítmico"-adjective-es
"logarítmico"-adjective-es "logarithmic"-adjective-en
"nutritious"-adjective-en "nutritivo"-adjective-es
"nutritivo"-adjective-es "nutritious"-adjective-en
"nutritivo"-adjective-es "nutritional"-adjective-en
"nutritional"-adjective-en "nutritivo"-adjective-es
"nutritional"-adjective-en "nutricional"-adjective-es
"commercial"-adjective-en "comercial"-adjective-es
"comercial"-adjective-es "commercial"-adjective-en
"dead"-adjective-en "muerto"-adjective-es
"muerto"-adjective-es "dead"-adjective-en
"material"-adjective-en "material"-adjective-es
"material"-adjective-es "material"-adjective-en
"great"-adjective-en "grande"-adjective-es
"great"-adjective-en "mayor"-adjective-es
"grande"-adjective-es "great"-adjective-en
"grande"-adjective-es "big"-adjective-en
"grande"-adjective-es "elder"-adjective-en
"grande"-adjective-es "large"-adjective-en
"mayor"-adjective-es "main"-adjective-en
"mayor"-adjective-es "great"-adjective-en
"big"-adjective-en "grande"-adjective-es
"big"-adjective-en "gran"-adjective-es
"elder"-adjective-en "grande"-adjective-es
"large"-adjective-en "grande"-adjective-es
"blando"-adjective-es "soft"-adjective-en
"blando"-adjective-es "mushy"-adjective-en
"mushy"-adjective-en "blando"-adjective-es
"possessive"-adjective-en "posesivo"-adjective-es
"posesivo"-adjective-es "possessive"-adjective-en
"mental"-adjective-en "mental"-adjective-es
"mental"-adjective-es "mental"-adjective-en
"yellow"-adjective-en "amarillo"-adjective-es
"amarillo"-adjective-es "yellow"-adjective-en
"sweet"-adjective-en "dulce"-adjective-es
"dulce"-adjective-es "sweet"-adjective-en
"dulce"-adjective-es "mellow"-adjective-en
"mellow"-adjective-en "dulce"-adjective-es
"measurable"-adjective-en "medible"-adjective-es
"medible"-adjective-es "measurable"-adjective-en
"military"-adjective-en "militar"-adjective-es
"militar"-adjective-es "military"-adjective-en
"monthly"-adjective-en "mensual"-adjective-es
"mensual"-adjective-es "monthly"-adjective-en
"moral"-adjective-en "moral"-adjective-es
"moral"-adjective-es "moral"-adjective-en
"dumb"-adjective-en "mudo"-adjective-es
"mudo"-adjective-es "dumb"-adjective-en
"mudo"-adjective-es "speechless"-adjective-en
"mudo"-adjective-es "mute"-adjective-en
"speechless"-adjective-en "mudo"-adjective-es
"mute"-adjective-en "mudo"-adjective-es
"frequent"-adjective-en "frecuente"-adjective-es
"frecuente"-adjective-es "frequent"-adjective-en
"natural"-adjective-en "natural"-adjective-es
"natural"-adjective-es "natural"-adjective-en
"particular"-adjective-en "particular"-adjective-es
"particular"-adjective-es "particular"-adjective-en
"simpático"-adjective-es "nice"-adjective-en
"numerous"-adjective-en "numeroso"-adjective-es
"numeroso"-adjective-es "numerous"-adjective-en
"fuzzy"-adjective-en "borroso"-adjective-es
"borroso"-adjective-es "fuzzy"-adjective-en
"borroso"-adjective-es "blurred"-adjective-en
"blurred"-adjective-en "borroso"-adjective-es
"distinctive"-adjective-en "distintivo"-adjective-es
"distintivo"-adjective-es "distinctive"-adjective-en
"characteristic"-adjective-en "característico"-adjective-es
"característico"-adjective-es "characteristic"-adjective-en
"normal"-adjective-en "normal"-adjective-es
"normal"-adjective-es "normal"-adjective-en
"normal"-adjective-es "ordinary"-adjective-en
"ordinary"-adjective-en "normal"-adjective-es
"odd"-adjective-en "extraño"-adjective-es
"odd"-adjective-en "impar"-adjective-es
"extraño"-adjective-es "odd"-adjective-en
"extraño"-adjective-es "strange"-adjective-en
"extraño"-adjective-es "bizarre"-adjective-en
"impar"-adjective-es "odd"-adjective-en
"strange"-adjective-en "extraño"-adjective-es
"bizarre"-adjective-en "extraño"-adjective-es
"terrible"-adjective-en "terrible"-adjective-es
"terrible"-adjective-es "terrible"-adjective-en
"terrible"-adjective-es "awful"-adjective-en
"terrible"-adjective-es "dreadful"-adjective-en
"awful"-adjective-en "terrible"-adjective-es
"dreadful"-adjective-en "terrible"-adjective-es
"rear"-adjective-en "trasero"-adjective-es
"trasero"-adjective-es "rear"-adjective-en
"persistent"-adjective-en "persistente"-adjective-es
"persistente"-adjective-es "persistent"-adjective-en
"perpetual"-adjective-en "perpetuo"-adjective-es
"perpetuo"-adjective-es "perpetual"-adjective-en
"preparado"-adjective-es "ready"-adjective-en
"polar"-adjective-en "polar"-adjective-es
"polar"-adjective-es "polar"-adjective-en
"proprietary"-adjective-en "propietario"-adjective-es
"propietario"-adjective-es "proprietary"-adjective-en
"perpendicular"-adjective-en "perpendicular"-adjective-es
"perpendicular"-adjective-es "perpendicular"-adjective-en
"personal"-adjective-en "personal"-adjective-es
"personal"-adjective-es "personal"-adjective-en
"relevant"-adjective-en "pertinente"-adjective-es
"pertinente"-adjective-es "relevant"-adjective-en
"pertinente"-adjective-es "pertinent"-adjective-en
"pertinent"-adjective-en "pertinente"-adjective-es
"pertinent"-adjective-en "procedente"-adjective-es
"pessimistic"-adjective-en "pesimista"-adjective-es
"pesimista"-adjective-es "pessimistic"-adjective-en
"rectangular"-adjective-en "rectangular"-adjective-es
"rectangular"-adjective-es "rectangular"-adjective-en
"pink"-adjective-en "rosa"-adjective-es
"pink"-adjective-en "rosado"-adjective-es
"rosa"-adjective-es "pink"-adjective-en
"rosado"-adjective-es "pink"-adjective-en
"tiny"-adjective-en "minúsculo"-adjective-es
"minúsculo"-adjective-es "tiny"-adjective-en
"plain"-adjective-en "sencillo"-adjective-es
"sencillo"-adjective-es "plain"-adjective-en
"popular"-adjective-en "popular"-adjective-es
"popular"-adjective-es "popular"-adjective-en
"polynomial"-adjective-en "polinómico"-adjective-es
"polinómico"-adjective-es "polynomial"-adjective-en
"possible"-adjective-en "posible"-adjective-es
"posible"-adjective-es "possible"-adjective-en
"cardinal"-adjective-en "cardinal"-adjective-es
"cardinal"-adjective-es "cardinal"-adjective-en
"escaso"-adjective-es "sparse"-adjective-en
"sparse"-adjective-en "escaso"-adjective-es
"married"-adjective-en "casado"-adjective-es
"casado"-adjective-es "married"-adjective-en
"matrimonial"-adjective-en "matrimonial"-adjective-es
"matrimonial"-adjective-es "matrimonial"-adjective-en
"professional"-adjective-en "profesional"-adjective-es
"profesional"-adjective-es "professional"-adjective-en
"profitable"-adjective-en "provechoso"-adjective-es
"profitable"-adjective-en "rentable"-adjective-es
"provechoso"-adjective-es "profitable"-adjective-en
"rentable"-adjective-es "profitable"-adjective-en
"beautiful"-adjective-en "lindo"-adjective-es
"lindo"-adjective-es "beautiful"-adjective-en
"busy"-adjective-en "ocupado"-adjective-es
"ocupado"-adjective-es "busy"-adjective-en
"pure"-adjective-en "puro"-adjective-es
"puro"-adjective-es "pure"-adjective-en
"rotten"-adjective-en "podrido"-adjective-es
"podrido"-adjective-es "rotten"-adjective-en
"ardent"-adjective-en "ardiente"-adjective-es
"ardiente"-adjective-es "ardent"-adjective-en
"ardiente"-adjective-es "passionate"-adjective-en
"passionate"-adjective-en "ardiente"-adjective-es
"passionate"-adjective-en "apasionado"-adjective-es
"fifteen"-numeral-en "quince"-numeral-es
"quince"-numeral-es "fifteen"-numeral-en
"realistic"-adjective-en "realista"-adjective-es
"realista"-adjective-es "realistic"-adjective-en
"partial"-adjective-en "parcial"-adjective-es
"parcial"-adjective-es "partial"-adjective-en
"regular"-adjective-en "regular"-adjective-es
"regular"-adjective-es "regular"-adjective-en
"reasonable"-adjective-en "razonable"-adjective-es
"razonable"-adjective-es "reasonable"-adjective-en
"numerical"-adjective-en "numérico"-adjective-es
"numérico"-adjective-es "numerical"-adjective-en
"numérico"-adjective-es "numeric"-adjective-en
"numeric"-adjective-en "numérico"-adjective-es
"arithmetical"-adjective-en "aritmético"-adjective-es
"aritmético"-adjective-es "arithmetical"-adjective-en
"virtual"-adjective-en "virtual"-adjective-es
"virtual"-adjective-es "virtual"-adjective-en
"free"-adjective-en "gratuito"-adjective-es
"free"-adjective-en "libre"-adjective-es
"gratuito"-adjective-es "free"-adjective-en
"libre"-adjective-es "free"-adjective-en
"liberal"-adjective-en "liberal"-adjective-es
"liberal"-adjective-es "liberal"-adjective-en
"interactive"-adjective-en "interactivo"-adjective-es
"interactivo"-adjective-es "interactive"-adjective-en
"international"-adjective-en "internacional"-adjective-es
"internacional"-adjective-es "international"-adjective-en
"sexual"-adjective-en "sexual"-adjective-es
"sexual"-adjective-es "sexual"-adjective-en
"standard"-adjective-en "estándar"-adjective-es
"estándar"-adjective-es "standard"-adjective-en
"ill"-adjective-en "enfermo"-adjective-es
"enfermo"-adjective-es "ill"-adjective-en
"enfermo"-adjective-es "sick"-adjective-en
"enfermo"-adjective-es "ailing"-adjective-en
"sick"-adjective-en "enfermo"-adjective-es
"ailing"-adjective-en "enfermo"-adjective-es
"holy"-adjective-en "sagrado"-adjective-es
"holy"-adjective-en "santo"-adjective-es
"sagrado"-adjective-es "holy"-adjective-en
"santo"-adjective-es "holy"-adjective-en
"institutional"-adjective-en "institucional"-adjective-es
"institucional"-adjective-es "institutional"-adjective-en
"psychiatric"-adjective-en "psiquiátrico"-adjective-es
"psiquiátrico"-adjective-es "psychiatric"-adjective-en
"vocal"-adjective-en "vocal"-adjective-es
"vocal"-adjective-es "vocal"-adjective-en
"phonological"-adjective-en "fonológico"-adjective-es
"fonológico"-adjective-es "phonological"-adjective-en
"single"-adjective-en "solo"-adjective-es
"solo"-adjective-es "single"-adjective-en
"steep"-adjective-en "empinado"-adjective-es
"empinado"-adjective-es "steep"-adjective-en
"civil"-adjective-en "civil"-adjective-es
"civil"-adjective-es "civil"-adjective-en
"sophisticated"-adjective-en "sofisticado"-adjective-es
"sofisticado"-adjective-es "sophisticated"-adjective-en
"solid"-adjective-en "sólido"-adjective-es
"sólido"-adjective-es "solid"-adjective-en
"static"-adjective-en "estático"-adjective-es
"estático"-adjective-es "static"-adjective-en
"statutory"-adjective-en "estatutario"-adjective-es
"statutory"-adjective-en "reglamentario"-adjective-es
"estatutario"-adjective-es "statutory"-adjective-en
"reglamentario"-adjective-es "statutory"-adjective-en
"structural"-adjective-en "estructural"-adjective-es
"estructural"-adjective-es "structural"-adjective-en
"functional"-adjective-en "funcional"-adjective-es
"funcional"-adjective-es "functional"-adjective-en
"official"-adjective-en "oficial"-adjective-es
"oficial"-adjective-es "official"-adjective-en
"dry"-adjective-en "seco"-adjective-es
"seco"-adjective-es "dry"-adjective-en
"repentino"-adjective-es "abrupt"-adjective-en
"abrupt"-adjective-en "repentino"-adjective-es
"stunning"-adjective-en "pasmoso"-adjective-es
"stunning"-adjective-en "impresionante"-adjective-es
"pasmoso"-adjective-es "stunning"-adjective-en
"pasmoso"-adjective-es "astounding"-adjective-en
"impresionante"-adjective-es "stunning"-adjective-en
"impresionante"-adjective-es "shocking"-adjective-en
"astounding"-adjective-en "pasmoso"-adjective-es
"shocking"-adjective-en "impresionante"-adjective-es
"fundamental"-adjective-en "fundamental"-adjective-es
"fundamental"-adjective-es "fundamental"-adjective-en
"substantial"-adjective-en "jugoso"-adjective-es
"substantial"-adjective-en "sustancial"-adjective-es
"substantial"-adjective-en "substancial"-adjective-es
"jugoso"-adjective-es "substantial"-adjective-en
"sustancial"-adjective-es "substantial"-adjective-en
"substancial"-adjective-es "substantial"-adjective-en
"moving"-adjective-en "emotivo"-adjective-es
"emotivo"-adjective-es "moving"-adjective-en
"amazed"-adjective-en "asombrado"-adjective-es
"asombrado"-adjective-es "amazed"-adjective-en
"straight"-adjective-en "recto"-adjective-es
"recto"-adjective-es "straight"-adjective-en
"tactical"-adjective-en "táctico"-adjective-es
"táctico"-adjective-es "tactical"-adjective-en
"urgent"-adjective-en "urgente"-adjective-es
"urgente"-adjective-es "urgent"-adjective-en
"tranquilo"-adjective-es "calm"-adjective-en
"calm"-adjective-en "tranquilo"-adjective-es
"likely"-adjective-en "probable"-adjective-es
"probable"-adjective-es "likely"-adjective-en
"probable"-adjective-es "probable"-adjective-en
"probable"-adjective-es "prospective"-adjective-en
"probable"-adjective-en "probable"-adjective-es
"prospective"-adjective-en "probable"-adjective-es
