"l"-noun-oc "l"-noun-fr
"cafè"-noun-oc "café"-noun-fr
"caireforc"-noun-oc "croisement"-noun-fr
"croisement"-noun-fr "caireforc"-noun-oc
"croisement"-noun-fr "crosada"-noun-oc
"crosada"-noun-oc "croisement"-noun-fr
"crosada"-noun-oc "croisée"-noun-fr
"crosada"-noun-oc "croisade"-noun-fr
"calendari"-noun-oc "calendrier"-noun-fr
"calendrier"-noun-fr "calendari"-noun-oc
"calfatge"-noun-oc "chauffage"-noun-fr
"chauffage"-noun-fr "calfatge"-noun-oc
"chauffage"-noun-fr "caufatge"-noun-oc
"caufatge"-noun-oc "chauffage"-noun-fr
"calhau"-noun-oc "caillou"-noun-fr
"caillou"-noun-fr "calhau"-noun-oc
"changement"-noun-fr "canvi"-noun-oc
"canvi"-noun-oc "changement"-noun-fr
"cambi"-noun-oc "change"-noun-fr
"cambi"-noun-oc "échange"-noun-fr
"change"-noun-fr "cambi"-noun-oc
"échange"-noun-fr "cambi"-noun-oc
"camoflatge"-noun-oc "camouflage"-noun-fr
"camouflage"-noun-fr "camoflatge"-noun-oc
"camp"-noun-oc "camp"-noun-fr
"camp"-noun-oc "champ"-noun-fr
"camp"-noun-fr "camp"-noun-oc
"champ"-noun-fr "camp"-noun-oc
"campanal"-noun-oc "clocher"-noun-fr
"clocher"-noun-fr "campanal"-noun-oc
"campionat"-noun-oc "championnat"-noun-fr
"championnat"-noun-fr "campionat"-noun-oc
"côté"-noun-fr "canton"-noun-oc
"côté"-noun-fr "costat"-noun-oc
"canton"-noun-fr "canton"-noun-oc
"coin"-noun-fr "canton"-noun-oc
"coin"-noun-fr "caire"-noun-oc
"costat"-noun-oc "côté"-noun-fr
"cap"-noun-oc "tête"-noun-fr
"cap"-noun-oc "chef"-noun-fr
"cap"-noun-oc "vers"-noun-fr
"cap"-noun-oc "cap"-noun-fr
"tête"-noun-fr "cap"-noun-oc
"tête"-noun-fr "tèsta"-noun-oc
"chef"-noun-fr "cap"-noun-oc
"vers"-noun-fr "cap"-noun-oc
"cap"-noun-fr "cap"-noun-oc
"tèsta"-noun-oc "tête"-noun-fr
"cap"-pronoun-oc "aucun"-pronoun-fr
"aucun"-pronoun-fr "cap"-pronoun-oc
"caractèr"-noun-oc "nature"-noun-fr
"nature"-noun-fr "caractèr"-noun-oc
"carnet"-noun-oc "carnet"-noun-fr
"carnet"-noun-fr "carnet"-noun-oc
"casting"-noun-oc "casting"-noun-fr
"casting"-noun-fr "casting"-noun-oc
"cendre"-noun-oc "cendre"-noun-fr
"cendre"-noun-fr "cendre"-noun-oc
"cendrièr"-noun-oc "centenaire"-noun-fr
"centenaire"-noun-fr "cendrièr"-noun-oc
"centenaire"-noun-fr "centenari"-noun-oc
"centenari"-noun-oc "centenaire"-noun-fr
"centenari"-noun-oc "sodium"-noun-fr
"sodium"-noun-fr "centenari"-noun-oc
"centre"-noun-oc "centre"-noun-fr
"centre"-noun-fr "centre"-noun-oc
"cèrvi"-noun-oc "cerf"-noun-fr
"cerf"-noun-fr "cèrvi"-noun-oc
"chèc"-noun-oc "tchèque"-noun-fr
"tchèque"-noun-fr "chèc"-noun-oc
"cicle"-noun-oc "cycle"-noun-fr
"cycle"-noun-fr "cicle"-noun-oc
"ciment"-noun-oc "ciment"-noun-fr
"ciment"-noun-fr "ciment"-noun-oc
"cine"-noun-oc "cinéma"-noun-fr
"cinéma"-noun-fr "cine"-noun-oc
"circ"-noun-oc "cirque"-noun-fr
"cirque"-noun-fr "circ"-noun-oc
"constat"-noun-fr "clauson"-noun-oc
"clauson"-noun-oc "constat"-noun-fr
"clòt"-noun-oc "fondrière"-noun-fr
"clòt"-noun-oc "creux"-noun-fr
"fondrière"-noun-fr "clòt"-noun-oc
"creux"-noun-fr "clòt"-noun-oc
"club"-noun-oc "club"-noun-fr
"club"-noun-fr "club"-noun-oc
"couple"-noun-fr "parelh"-noun-oc
"parelh"-noun-oc "couple"-noun-fr
"code"-noun-fr "còde"-noun-oc
"còde"-noun-oc "code"-noun-fr
"col"-noun-fr "pòrt"-noun-oc
"col"-noun-fr "pas"-noun-oc
"pòrt"-noun-oc "col"-noun-fr
"pas"-noun-oc "col"-noun-fr
"pas"-noun-oc "seuil"-noun-fr
"pas"-noun-oc "passage"-noun-fr
"pas"-noun-oc "pas"-noun-fr
"collectiu"-noun-oc "collectif"-noun-fr
"collectif"-noun-fr "collectiu"-noun-oc
"comandament"-noun-oc "commandement"-noun-fr
"commandement"-noun-fr "comandament"-noun-oc
"comando"-noun-oc "commando"-noun-fr
"commando"-noun-fr "comando"-noun-oc
"combustible"-noun-oc "combustible"-noun-fr
"combustible"-noun-fr "combustible"-noun-oc
"començament"-noun-oc "début"-noun-fr
"començament"-noun-oc "commencement"-noun-fr
"début"-noun-fr "començament"-noun-oc
"début"-noun-fr "debut"-noun-oc
"début"-noun-fr "inici"-noun-oc
"commencement"-noun-fr "començament"-noun-oc
"debut"-noun-oc "début"-noun-fr
"inici"-noun-oc "début"-noun-fr
"comentari"-noun-oc "commentaire"-noun-fr
"commentaire"-noun-fr "comentari"-noun-oc
"comici"-noun-oc "comice"-noun-fr
"comice"-noun-fr "comici"-noun-oc
"comité"-noun-fr "comitè"-noun-oc
"comitè"-noun-oc "comité"-noun-fr
"complement"-noun-oc "complément"-noun-fr
"complément"-noun-fr "complement"-noun-oc
"compliment"-noun-oc "compliment"-noun-fr
"compliment"-noun-oc "accomplissement"-noun-fr
"compliment"-noun-fr "compliment"-noun-oc
"accomplissement"-noun-fr "compliment"-noun-oc
"comtat"-noun-oc "comté"-noun-fr
"comté"-noun-fr "comtat"-noun-oc
"confinh"-noun-oc "plafonnement"-noun-fr
"plafonnement"-noun-fr "confinh"-noun-oc
"confluent"-noun-fr "confluéncia"-noun-oc
"confluéncia"-noun-oc "confluent"-noun-fr
"confluéncia"-noun-oc "confluence"-noun-fr
"contacte"-noun-oc "contact"-noun-fr
"contact"-noun-fr "contacte"-noun-oc
"continent"-noun-oc "continent"-noun-fr
"continent"-noun-fr "continent"-noun-oc
"contorn"-noun-oc "contour"-noun-fr
"contour"-noun-fr "contorn"-noun-oc
"contracte"-noun-oc "contrat"-noun-fr
"contrat"-noun-fr "contracte"-noun-oc
"contrafòrt"-noun-oc "contrefort"-noun-fr
"contrefort"-noun-fr "contrafòrt"-noun-oc
"convent"-noun-oc "couvent"-noun-fr
"couvent"-noun-fr "convent"-noun-oc
"convòi"-noun-oc "convoi"-noun-fr
"convoi"-noun-fr "convòi"-noun-oc
"copyright"-noun-oc "copyright"-noun-fr
"copyright"-noun-fr "copyright"-noun-oc
"courage"-noun-fr "encoratjament"-noun-oc
"encoratjament"-noun-oc "courage"-noun-fr
"encoratjament"-noun-oc "encouragement"-noun-fr
"còr"-noun-oc "chœur"-noun-fr
"chœur"-noun-fr "còr"-noun-oc
"lacet"-noun-fr "laç"-noun-oc
"laç"-noun-oc "lacet"-noun-fr
"laç"-noun-oc "collet"-noun-fr
"cornèr"-noun-oc "corner"-noun-fr
"corner"-noun-fr "cornèr"-noun-oc
"corrent"-noun-oc "courant"-noun-fr
"courant"-noun-fr "corrent"-noun-oc
"nuque"-noun-fr "cogòt"-noun-oc
"cogòt"-noun-oc "nuque"-noun-fr
"coton"-noun-oc "coton"-noun-fr
"coton"-noun-fr "coton"-noun-oc
"crédit"-noun-fr "crèdit"-noun-oc
"crèdit"-noun-oc "crédit"-noun-fr
"crubament"-noun-oc "encaissement"-noun-fr
"encaissement"-noun-fr "crubament"-noun-oc
"culhièr"-noun-oc "cuillère"-noun-fr
"cuillère"-noun-fr "culhièr"-noun-oc
"debat"-noun-oc "débat"-noun-fr
"débat"-noun-fr "debat"-noun-oc
"decret"-noun-oc "arrêté"-noun-fr
"decret"-noun-oc "décret"-noun-fr
"arrêté"-noun-fr "decret"-noun-oc
"décret"-noun-fr "decret"-noun-oc
"delicte"-noun-oc "délit"-noun-fr
"délit"-noun-fr "delicte"-noun-oc
"departament"-noun-oc "département"-noun-fr
"département"-noun-fr "departament"-noun-oc
"desequilibri"-noun-oc "déséquilibre"-noun-fr
"déséquilibre"-noun-fr "desequilibri"-noun-oc
"desir"-noun-oc "souhait"-noun-fr
"souhait"-noun-fr "desir"-noun-oc
"souhait"-noun-fr "vòt"-noun-oc
"vòt"-noun-oc "souhait"-noun-fr
"vòt"-noun-oc "vœu"-noun-fr
"deslotjament"-noun-oc "délogement"-noun-fr
"délogement"-noun-fr "deslotjament"-noun-oc
"desplaçament"-noun-oc "déplacement"-noun-fr
"déplacement"-noun-fr "desplaçament"-noun-oc
"déplacement"-noun-fr "traslat"-noun-oc
"traslat"-noun-oc "déplacement"-noun-fr
"desplegament"-noun-oc "déploiement"-noun-fr
"déploiement"-noun-fr "desplegament"-noun-oc
"deteriorament"-noun-oc "dégât"-noun-fr
"dégât"-noun-fr "deteriorament"-noun-oc
"diari"-noun-oc "quotidien"-noun-fr
"quotidien"-noun-fr "diari"-noun-oc
"quotidien"-noun-fr "quotidian"-noun-oc
"quotidian"-noun-oc "quotidien"-noun-fr
"diccionari"-noun-oc "dictionnaire"-noun-fr
"dictionnaire"-noun-fr "diccionari"-noun-oc
"diftong"-noun-oc "diphtongue"-noun-fr
"diphtongue"-noun-fr "diftong"-noun-oc
"dissabte"-noun-oc "samedi"-noun-fr
"samedi"-noun-fr "dissabte"-noun-oc
"divertiment"-noun-oc "divertissement"-noun-fr
"divertiment"-noun-oc "distraction"-noun-fr
"divertissement"-noun-fr "divertiment"-noun-oc
"distraction"-noun-fr "divertiment"-noun-oc
"document"-noun-oc "document"-noun-fr
"document"-noun-fr "document"-noun-oc
"domeni"-noun-oc "domaine"-noun-fr
"domaine"-noun-fr "domeni"-noun-oc
"domicili"-noun-oc "domicile"-noun-fr
"domicile"-noun-fr "domicili"-noun-oc
"dopatge"-noun-oc "dopage"-noun-fr
"dopatge"-noun-oc "doping"-noun-fr
"dopage"-noun-fr "dopatge"-noun-oc
"doping"-noun-fr "dopatge"-noun-oc
"dossier"-noun-fr "expedient"-noun-oc
"expedient"-noun-oc "dossier"-noun-fr
"drac"-noun-oc "diable"-noun-fr
"diable"-noun-fr "drac"-noun-oc
"dròlle"-noun-oc "enfant"-noun-fr
"enfant"-noun-fr "dròlle"-noun-oc
"fille"-noun-fr "filh"-noun-oc
"fille"-noun-fr "hilh"-noun-oc
"filh"-noun-oc "fille"-noun-fr
"hilh"-noun-oc "fille"-noun-fr
"edicte"-noun-oc "édit"-noun-fr
"édit"-noun-fr "edicte"-noun-oc
"edifici"-noun-oc "édifice"-noun-fr
"edifici"-noun-oc "bâtiment"-noun-fr
"édifice"-noun-fr "edifici"-noun-oc
"bâtiment"-noun-fr "edifici"-noun-oc
"bâtiment"-noun-fr "bastenda"-noun-oc
"bâtiment"-noun-fr "bastiment"-noun-oc
"bastenda"-noun-oc "bâtiment"-noun-fr
"bastiment"-noun-oc "bâtiment"-noun-fr
"element"-noun-oc "élément"-noun-fr
"élément"-noun-fr "element"-noun-oc
"châssis"-noun-fr "encastre"-noun-oc
"encouragement"-noun-fr "encoratjament"-noun-oc
"endrech"-noun-oc "endroit"-noun-fr
"endroit"-noun-fr "endrech"-noun-oc
"endroit"-noun-fr "endreit"-noun-oc
"endroit"-noun-fr "endret"-noun-oc
"endreit"-noun-oc "endroit"-noun-fr
"endret"-noun-oc "endroit"-noun-fr
"endurziment"-noun-oc "durcissement"-noun-fr
"durcissement"-noun-fr "endurziment"-noun-oc
"enriquiment"-noun-oc "enrichissement"-noun-fr
"enrichissement"-noun-fr "enriquiment"-noun-oc
"ensenhador"-noun-oc "table des matières"-noun-fr
"table des matières"-noun-fr "ensenhador"-noun-oc
"entendement"-noun-oc "entendement"-noun-fr
"entendement"-noun-fr "entendement"-noun-oc
"enfouissement"-noun-fr "enterrament"-noun-oc
"entourage"-noun-fr "entorn"-noun-oc
"entraïnament"-noun-oc "entraînement"-noun-fr
"entraînement"-noun-fr "entraïnament"-noun-oc
"entraînement"-noun-fr "entrainament"-noun-oc
"entrainament"-noun-oc "entraînement"-noun-fr
"epilòg"-noun-oc "épilogue"-noun-fr
"épilogue"-noun-fr "epilòg"-noun-oc
"epicentre"-noun-oc "épicentre"-noun-fr
"épicentre"-noun-fr "epicentre"-noun-oc
"equilibri"-noun-oc "équilibre"-noun-fr
"équilibre"-noun-fr "equilibri"-noun-oc
"equipament"-noun-oc "équipement"-noun-fr
"équipement"-noun-fr "equipament"-noun-oc
"esbaussament"-noun-oc "effondrement"-noun-fr
"effondrement"-noun-fr "esbaussament"-noun-oc
"effondrement"-noun-fr "escrancament"-noun-oc
"effondrement"-noun-fr "colapse"-noun-oc
"escrancament"-noun-oc "effondrement"-noun-fr
"colapse"-noun-oc "effondrement"-noun-fr
"escalfament"-noun-oc "échauffement"-noun-fr
"échauffement"-noun-fr "escalfament"-noun-oc
"escenari"-noun-oc "plateau"-noun-fr
"plateau"-noun-fr "escenari"-noun-oc
"esclariment"-noun-oc "éclaircissement"-noun-fr
"éclaircissement"-noun-fr "esclariment"-noun-oc
"esclat"-noun-oc "éclat"-noun-fr
"éclat"-noun-fr "esclat"-noun-oc
"servitude"-noun-fr "servitud"-noun-oc
"servitud"-noun-oc "servitude"-noun-fr
"esclòp"-noun-oc "sabot"-noun-fr
"sabot"-noun-fr "esclòp"-noun-oc
"sabot"-noun-fr "bata"-noun-oc
"bata"-noun-oc "sabot"-noun-fr
"escrit"-noun-oc "écrit"-noun-fr
"écrit"-noun-fr "escrit"-noun-oc
"escut"-noun-oc "bouclier"-noun-fr
"bouclier"-noun-fr "escut"-noun-oc
"spectre"-noun-fr "trèva"-noun-oc
"trèva"-noun-oc "spectre"-noun-fr
"trèva"-noun-oc "trêve"-noun-fr
"trèva"-noun-oc "fantôme"-noun-fr
"esprit"-noun-fr "ànim"-noun-oc
"ànim"-noun-oc "esprit"-noun-fr
"outil"-noun-fr "utís"-noun-oc
"utís"-noun-oc "outil"-noun-fr
"esquí"-noun-oc "ski"-noun-fr
"ski"-noun-fr "esquí"-noun-oc
"sud"-noun-oc "sud"-noun-fr
"sud"-noun-fr "sud"-noun-oc
"establiment"-noun-oc "établissement"-noun-fr
"établissement"-noun-fr "establiment"-noun-oc
"épargne"-noun-fr "economia"-noun-oc
"economia"-noun-oc "épargne"-noun-fr
"economia"-noun-oc "économie"-noun-fr
"estanh"-noun-oc "étang"-noun-fr
"étang"-noun-fr "estanh"-noun-oc
"estat"-noun-oc "état"-noun-fr
"état"-noun-fr "estat"-noun-oc
"estatut"-noun-oc "statut"-noun-fr
"statut"-noun-fr "estatut"-noun-oc
"estil"-noun-oc "style"-noun-fr
"style"-noun-fr "estil"-noun-oc
"estudi"-noun-oc "étude"-noun-fr
"étude"-noun-fr "estudi"-noun-oc
"estriuet"-noun-oc "refrain"-noun-fr
"refrain"-noun-fr "estriuet"-noun-oc
"refrain"-noun-fr "repic"-noun-oc
"repic"-noun-oc "refrain"-noun-fr
"instrument"-noun-fr "instrument"-noun-oc
"instrument"-noun-oc "instrument"-noun-fr
"euro"-noun-fr "euro"-noun-oc
"euro"-noun-oc "euro"-noun-fr
"exemplar"-noun-oc "exemplaire"-noun-fr
"exemplaire"-noun-fr "exemplar"-noun-oc
"exemple"-noun-oc "exemple"-noun-fr
"exemple"-noun-fr "exemple"-noun-oc
"exercici"-noun-oc "exercice"-noun-fr
"exercice"-noun-fr "exercici"-noun-oc
"fèl"-noun-oc "fiel"-noun-fr
"fèl"-noun-oc "bile"-noun-fr
"fiel"-noun-fr "fèl"-noun-oc
"bile"-noun-fr "fèl"-noun-oc
"fibrociment"-noun-oc "fibrociment"-noun-fr
"fibrociment"-noun-fr "fibrociment"-noun-oc
"physique"-noun-fr "fisica"-noun-oc
"fisica"-noun-oc "physique"-noun-fr
"forfait"-noun-fr "forfait"-noun-oc
"forfait"-noun-oc "forfait"-noun-fr
"formulari"-noun-oc "formulaire"-noun-fr
"formulaire"-noun-fr "formulari"-noun-oc
"fragment"-noun-oc "fragment"-noun-fr
"fragment"-noun-fr "fragment"-noun-oc
"fragment"-noun-fr "bocin"-noun-oc
"fragment"-noun-fr "tròç"-noun-oc
"bocin"-noun-oc "fragment"-noun-fr
"tròç"-noun-oc "fragment"-noun-fr
"futur"-noun-oc "futur"-noun-fr
"futur"-noun-fr "futur"-noun-oc
"gach"-noun-oc "déjeuner"-noun-fr
"gach"-noun-oc "guet"-noun-fr
"déjeuner"-noun-fr "gach"-noun-oc
"guet"-noun-fr "gach"-noun-oc
"guet"-noun-fr "agach"-noun-oc
"agach"-noun-oc "guet"-noun-fr
"gai"-noun-oc "geai"-noun-fr
"geai"-noun-fr "gai"-noun-oc
"gas"-noun-oc "gaz"-noun-fr
"gaz"-noun-fr "gas"-noun-oc
"gaudiment"-noun-oc "plaisir"-noun-fr
"plaisir"-noun-fr "gaudiment"-noun-oc
"genòma"-noun-oc "génome"-noun-fr
"génome"-noun-fr "genòma"-noun-oc
"genre"-noun-oc "sorte"-noun-fr
"sorte"-noun-fr "genre"-noun-oc
"glaç"-noun-oc "glace"-noun-fr
"glace"-noun-fr "glaç"-noun-oc
"glace"-noun-fr "glaça"-noun-oc
"glaça"-noun-oc "glace"-noun-fr
"mandat"-noun-fr "mandat"-noun-oc
"mandat"-noun-oc "mandat"-noun-fr
"gramme"-noun-fr "gram"-noun-oc
"gram"-noun-oc "gramme"-noun-fr
"gram"-noun-oc "chiendent"-noun-fr
"grèuge"-noun-oc "grief"-noun-fr
"grief"-noun-fr "grèuge"-noun-oc
"groupe"-noun-fr "plantolièr"-noun-oc
"plantolièr"-noun-oc "groupe"-noun-fr
"scénario"-noun-fr "libret"-noun-oc
"scénario"-noun-fr "scenari"-noun-oc
"libret"-noun-oc "scénario"-noun-fr
"libret"-noun-oc "livret"-noun-fr
"scenari"-noun-oc "scénario"-noun-fr
"scenari"-noun-oc "scène"-noun-fr
"impacte"-noun-oc "impact"-noun-fr
"impact"-noun-fr "impacte"-noun-oc
"incendi"-noun-oc "incendie"-noun-fr
"incendie"-noun-fr "incendi"-noun-oc
"incentiu"-noun-oc "stimulant"-noun-fr
"stimulant"-noun-fr "incentiu"-noun-oc
"incompliment"-noun-oc "inaccomplissement"-noun-fr
"inaccomplissement"-noun-fr "incompliment"-noun-oc
"indici"-noun-oc "indice"-noun-fr
"indice"-noun-fr "indici"-noun-oc
"institut"-noun-oc "institut"-noun-fr
"institut"-noun-fr "institut"-noun-oc
"inventari"-noun-oc "inventaire"-noun-fr
"inventaire"-noun-fr "inventari"-noun-oc
"itinerari"-noun-oc "itinéraire"-noun-fr
"itinéraire"-noun-fr "itinerari"-noun-oc
"judici"-noun-oc "jugement"-noun-fr
"jugement"-noun-fr "judici"-noun-oc
"léser"-noun-oc "loisir"-noun-fr
"loisir"-noun-fr "léser"-noun-oc
"livret"-noun-fr "libret"-noun-oc
"limace"-noun-fr "limac"-noun-oc
"limac"-noun-oc "limace"-noun-fr
"nom"-noun-fr "linhatge"-noun-oc
"linhatge"-noun-oc "nom"-noun-fr
"litigi"-noun-oc "litige"-noun-fr
"litige"-noun-fr "litigi"-noun-oc
"auvent"-noun-fr "retaule"-noun-oc
"auvent"-noun-fr "tendau"-noun-oc
"retaule"-noun-oc "auvent"-noun-fr
"retaule"-noun-oc "retable"-noun-fr
"tendau"-noun-oc "auvent"-noun-fr
"magasin"-noun-fr "botiga"-noun-oc
"magasin"-noun-fr "magazin"-noun-oc
"botiga"-noun-oc "magasin"-noun-fr
"botiga"-noun-oc "boutique"-noun-fr
"magazin"-noun-oc "magasin"-noun-fr
"e-mail"-noun-oc "e-mail"-noun-fr
"e-mail"-noun-oc "mèl"-noun-fr
"e-mail"-noun-oc "courriel"-noun-fr
"e-mail"-noun-fr "e-mail"-noun-oc
"mèl"-noun-fr "e-mail"-noun-oc
"courriel"-noun-fr "e-mail"-noun-oc
"courriel"-noun-fr "mèl"-noun-oc
"courriel"-noun-fr "mail"-noun-oc
"mèl"-noun-oc "courriel"-noun-fr
"mail"-noun-oc "courriel"-noun-fr
"malbarat"-noun-oc "gaspillage"-noun-fr
"gaspillage"-noun-fr "malbarat"-noun-oc
"manuscrit"-noun-oc "manuscrit"-noun-fr
"manuscrit"-noun-fr "manuscrit"-noun-oc
"marc"-noun-fr "marc"-noun-oc
"marit"-noun-oc "homme"-noun-fr
"homme"-noun-fr "marit"-noun-oc
"homme"-noun-fr "mascle"-noun-oc
"mascle"-noun-oc "homme"-noun-fr
"mascle"-noun-oc "mâle"-noun-fr
"mâle"-noun-fr "mascle"-noun-oc
"màster"-noun-oc "master"-noun-fr
"master"-noun-fr "màster"-noun-oc
"master"-noun-fr "mastèr"-noun-oc
"mastèr"-noun-oc "master"-noun-fr
"melon"-noun-oc "melon"-noun-fr
"melon"-noun-fr "melon"-noun-oc
"mercat"-noun-oc "marché"-noun-fr
"marché"-noun-fr "mercat"-noun-oc
"métier"-noun-fr "ofici"-noun-oc
"millimètre"-noun-oc "millimètre"-noun-fr
"millimètre"-noun-fr "millimètre"-noun-oc
"ministèri"-noun-oc "ministère des finances"-noun-fr
"ministère des finances"-noun-fr "ministèri"-noun-oc
"miracle"-noun-oc "miracle"-noun-fr
"miracle"-noun-fr "miracle"-noun-oc
"mistèri"-noun-oc "cachette"-noun-fr
"cachette"-noun-fr "mistèri"-noun-oc
"mobiliari"-noun-oc "ameublement"-noun-fr
"mobiliari"-noun-oc "mobilier"-noun-fr
"ameublement"-noun-fr "mobiliari"-noun-oc
"mobilier"-noun-fr "mobiliari"-noun-oc
"monde"-noun-fr "món"-noun-oc
"món"-noun-oc "monde"-noun-fr
"mossen"-noun-oc "père"-noun-fr
"père"-noun-fr "mossen"-noun-oc
"père"-noun-fr "mossèn"-noun-oc
"mossèn"-noun-oc "père"-noun-fr
"motiu"-noun-oc "motif"-noun-fr
"motiu"-noun-oc "raison"-noun-fr
"motif"-noun-fr "motiu"-noun-oc
"raison"-noun-fr "motiu"-noun-oc
"raison"-noun-fr "causa"-noun-oc
"causa"-noun-oc "raison"-noun-fr
"causa"-noun-oc "cause"-noun-fr
"mot"-noun-oc "mot"-noun-fr
"mot"-noun-fr "mot"-noun-oc
"moton"-noun-oc "mouton"-noun-fr
"mouton"-noun-fr "moton"-noun-oc
"motor"-noun-oc "moteur"-noun-fr
"moteur"-noun-fr "motor"-noun-oc
"mur"-noun-fr "paret"-noun-oc
"paret"-noun-oc "mur"-noun-fr
"paret"-noun-oc "paroi"-noun-fr
"nadal"-noun-oc "noël"-noun-fr
"noël"-noun-fr "nadal"-noun-oc
"neutron"-noun-oc "neutron"-noun-fr
"neutron"-noun-fr "neutron"-noun-oc
"nombre"-noun-oc "nombre"-noun-fr
"nombre"-noun-fr "nombre"-noun-oc
"nœud"-noun-fr "nud"-noun-oc
"nud"-noun-oc "nœud"-noun-fr
"noyau"-noun-fr "clòsc"-noun-oc
"clòsc"-noun-oc "noyau"-noun-fr
"objectiu"-noun-oc "but"-noun-fr
"objectiu"-noun-oc "objectif"-noun-fr
"but"-noun-fr "objectiu"-noun-oc
"but"-noun-fr "tet"-noun-oc
"objectif"-noun-fr "objectiu"-noun-oc
"tet"-noun-oc "but"-noun-fr
"omicidi"-noun-oc "homicide"-noun-fr
"homicide"-noun-fr "omicidi"-noun-oc
"oncle"-noun-oc "oncle"-noun-fr
"oncle"-noun-fr "oncle"-noun-oc
"ordinateur"-noun-fr "ordinador"-noun-oc
"ordinador"-noun-oc "ordinateur"-noun-fr
"òrdi"-noun-oc "orge"-noun-fr
"orge"-noun-fr "òrdi"-noun-oc
"organe"-noun-fr "òrgan"-noun-oc
"òrgan"-noun-oc "organe"-noun-fr
"òrt"-noun-oc "potager"-noun-fr
"potager"-noun-fr "òrt"-noun-oc
"pacte"-noun-oc "pacte"-noun-fr
"pacte"-noun-fr "pacte"-noun-oc
"paratge"-noun-oc "parage"-noun-fr
"parage"-noun-fr "paratge"-noun-oc
"parcatge"-noun-oc "parking"-noun-fr
"parking"-noun-fr "parcatge"-noun-oc
"parking"-noun-fr "pargue"-noun-oc
"pargue"-noun-oc "parking"-noun-fr
"pavé"-noun-fr "calada"-noun-oc
"calada"-noun-oc "pavé"-noun-fr
"passat"-noun-oc "passé"-noun-fr
"passat"-noun-oc "précédent"-noun-fr
"passé"-noun-fr "passat"-noun-oc
"précédent"-noun-fr "passat"-noun-oc
"patronat"-noun-oc "patronat"-noun-fr
"patronat"-noun-fr "patronat"-noun-oc
"patronyme"-noun-fr "nom de familha"-noun-oc
"nom de familha"-noun-oc "patronyme"-noun-fr
"paviment"-noun-oc "dallage"-noun-fr
"dallage"-noun-fr "paviment"-noun-oc
"perfil"-noun-oc "profil"-noun-fr
"profil"-noun-fr "perfil"-noun-oc
"pergamin"-noun-oc "parchemin"-noun-fr
"parchemin"-noun-fr "pergamin"-noun-oc
"periple"-noun-oc "périple"-noun-fr
"périple"-noun-fr "periple"-noun-oc
"perjudici"-noun-oc "préjudice"-noun-fr
"préjudice"-noun-fr "perjudici"-noun-oc
"pic"-noun-oc "pic"-noun-fr
"pic"-noun-fr "pic"-noun-oc
"pic"-noun-fr "pica"-noun-oc
"pica"-noun-oc "pic"-noun-fr
"pica"-noun-oc "pique"-noun-fr
"piquet"-noun-oc "piquet"-noun-fr
"piquet"-noun-fr "piquet"-noun-oc
"plafon"-noun-oc "plafond"-noun-fr
"plafond"-noun-fr "plafon"-noun-oc
"planejament"-noun-oc "exposé"-noun-fr
"exposé"-noun-fr "planejament"-noun-oc
"exposé"-noun-fr "plantejament"-noun-oc
"exposé"-noun-fr "ponéncia"-noun-oc
"plantejament"-noun-oc "exposé"-noun-fr
"ponéncia"-noun-oc "exposé"-noun-fr
"planh"-noun-oc "pleur"-noun-fr
"pleur"-noun-fr "planh"-noun-oc
"pleur"-noun-fr "plor"-noun-oc
"plor"-noun-oc "pleur"-noun-fr
"plainte"-noun-fr "denóncia"-noun-oc
"plainte"-noun-fr "planta"-noun-oc
"denóncia"-noun-oc "plainte"-noun-fr
"planta"-noun-oc "plainte"-noun-fr
"planta"-noun-oc "plante"-noun-fr
"pòdium"-noun-oc "podium"-noun-fr
"podium"-noun-fr "pòdium"-noun-oc
"pofre"-noun-oc "poulpe"-noun-fr
"poulpe"-noun-fr "pofre"-noun-oc
"poton"-noun-oc "bise"-noun-fr
"bise"-noun-fr "poton"-noun-oc
"bise"-noun-fr "punet"-noun-oc
"punet"-noun-oc "bise"-noun-fr
"prat"-noun-oc "pré"-noun-fr
"pré"-noun-fr "prat"-noun-oc
"prejudici"-noun-oc "préjugé"-noun-fr
"préjugé"-noun-fr "prejudici"-noun-oc
"prêt"-noun-fr "prestatge"-noun-oc
"prestatge"-noun-oc "prêt"-noun-fr
"prestatge"-noun-oc "rayonnage"-noun-fr
"rayonnage"-noun-fr "prestatge"-noun-oc
"prestigi"-noun-oc "prestige"-noun-fr
"prestige"-noun-fr "prestigi"-noun-oc
"principi"-noun-oc "principe"-noun-fr
"principe"-noun-fr "principi"-noun-oc
"produit"-noun-fr "producte"-noun-oc
"producte"-noun-oc "produit"-noun-fr
"tableau"-noun-fr "quadre"-noun-oc
"tableau"-noun-fr "tablèu"-noun-oc
"tableau"-noun-fr "taulèu"-noun-oc
"tablèu"-noun-oc "tableau"-noun-fr
"taulèu"-noun-oc "tableau"-noun-fr
"raconte"-noun-oc "récit"-noun-fr
"récit"-noun-fr "raconte"-noun-oc
"récit"-noun-fr "relacion"-noun-oc
"relacion"-noun-oc "récit"-noun-fr
"réflexe"-noun-fr "reflèxe"-noun-oc
"reflèxe"-noun-oc "réflexe"-noun-fr
"reforçament"-noun-oc "renforcement"-noun-fr
"renforcement"-noun-fr "reforçament"-noun-oc
"renforcement"-noun-fr "refortiment"-noun-oc
