"alguno"-determiner-es "certain"-determiner-fr
"culpa"-noun-es "faute"-noun-fr
"rock"-noun-es "roche"-noun-fr
"roche"-noun-fr "rock"-noun-es
"appui"-noun-fr "apoyo"-noun-es
"appui"-noun-fr "soporte"-noun-es
"apoyo"-noun-es "appui"-noun-fr
"soporte"-noun-es "appui"-noun-fr
"soporte"-noun-es "soutien"-noun-fr
"soutien"-noun-fr "soporte"-noun-es
"resto"-noun-es "résidu"-noun-fr
"resto"-noun-es "déchet"-noun-fr
"résidu"-noun-fr "resto"-noun-es
"déchet"-noun-fr "resto"-noun-es
"départ"-noun-fr "partido"-noun-es
"départ"-noun-fr "principio"-noun-es
"partido"-noun-es "départ"-noun-fr
"partido"-noun-es "ban"-noun-fr
"principio"-noun-es "départ"-noun-fr
"principio"-noun-es "entrée"-noun-fr
"principio"-noun-es "début"-noun-fr
"principio"-noun-es "commencement"-noun-fr
"principio"-noun-es "ouverture"-noun-fr
"ban"-noun-fr "partido"-noun-es
"entrée"-noun-fr "principio"-noun-es
"entrée"-noun-fr "ingreso"-noun-es
"début"-noun-fr "principio"-noun-es
"commencement"-noun-fr "principio"-noun-es
"commencement"-noun-fr "comienzo"-noun-es
"ouverture"-noun-fr "principio"-noun-es
"match"-noun-fr "bando"-noun-es
"bando"-noun-es "match"-noun-fr
"ingreso"-noun-es "entrée"-noun-fr
"comienzo"-noun-es "commencement"-noun-fr
"objetivo"-noun-es "cible"-noun-fr
"cible"-noun-fr "objetivo"-noun-es
"but"-noun-fr "propósito"-noun-es
"propósito"-noun-es "but"-noun-fr
"propósito"-noun-es "intention"-noun-fr
"intention"-noun-fr "propósito"-noun-es
"propos"-noun-fr "intención"-noun-es
"intención"-noun-es "propos"-noun-fr
"intención"-noun-es "dessein"-noun-fr
"dessein"-noun-fr "intención"-noun-es
"compagnie"-noun-fr "tropa"-noun-es
"tropa"-noun-es "compagnie"-noun-fr
"orilla"-noun-es "rive"-noun-fr
"rive"-noun-fr "orilla"-noun-es
"rive"-noun-fr "borde"-noun-es
"borde"-noun-es "rive"-noun-fr
"borde"-noun-es "berge"-noun-fr
"borde"-noun-es "marge"-noun-fr
"ribera"-noun-es "rivière"-noun-fr
"rivière"-noun-fr "ribera"-noun-es
"berge"-noun-fr "borde"-noun-es
"marge"-noun-fr "borde"-noun-es
"marge"-noun-fr "canto"-noun-es
"margen"-noun-es "bord"-noun-fr
"bord"-noun-fr "margen"-noun-es
"canto"-noun-es "marge"-noun-fr
"genio"-noun-es "génie"-noun-fr
"génie"-noun-fr "genio"-noun-es
"trama"-noun-es "intrigue"-noun-fr
"intrigue"-noun-fr "trama"-noun-es
"intrigue"-noun-fr "complot"-noun-es
"complot"-noun-es "intrigue"-noun-fr
"travailleur"-noun-fr "obrero"-noun-es
"obrero"-noun-es "travailleur"-noun-fr
"plantilla"-noun-es "patron"-noun-fr
"patron"-noun-fr "plantilla"-noun-es
"patrón"-noun-es "maître"-noun-fr
"maître"-noun-fr "patrón"-noun-es
"homme"-noun-fr "macho"-noun-es
"macho"-noun-es "homme"-noun-fr
"hombre"-noun-es "femme"-noun-fr
"femme"-noun-fr "hombre"-noun-es
"mujer"-noun-es "époux"-noun-fr
"époux"-noun-fr "mujer"-noun-es
"volume"-noun-fr "tomo"-noun-es
"tomo"-noun-es "volume"-noun-fr
"journal"-noun-fr "diario"-noun-es
"diario"-noun-es "journal"-noun-fr
"paquet"-noun-fr "cajetilla"-noun-es
"cajetilla"-noun-es "paquet"-noun-fr
"paquete"-noun-es "colis"-noun-fr
"colis"-noun-fr "paquete"-noun-es
"cartel"-noun-es "placard"-noun-fr
"placard"-noun-fr "cartel"-noun-es
"palo"-noun-es "poteau"-noun-fr
"poteau"-noun-fr "palo"-noun-es
"canne"-noun-fr "caña"-noun-es
"caña"-noun-es "canne"-noun-fr
"tour"-noun-fr "giro"-noun-es
"giro"-noun-es "tour"-noun-fr
"comble"-noun-fr "desván"-noun-es
"desván"-noun-es "comble"-noun-fr
"deseo"-noun-es "souhait"-noun-fr
"souhait"-noun-fr "deseo"-noun-es
"mode"-noun-fr "manera"-noun-es
"manera"-noun-es "mode"-noun-fr
"modo"-noun-es "manière"-noun-fr
"manière"-noun-fr "modo"-noun-es
"hueco"-noun-es "vide"-noun-fr
"vide"-noun-fr "hueco"-noun-es
"rayon"-noun-fr "radio"-noun-es
"radio"-noun-es "rayon"-noun-fr
"vacaciones"-noun-es "congé"-noun-fr
"congé"-noun-fr "vacaciones"-noun-es
"voiture"-noun-fr "automóvil"-noun-es
"automóvil"-noun-es "voiture"-noun-fr
"coche"-noun-es "automobile"-noun-fr
"automobile"-noun-fr "coche"-noun-es
"obstrucción"-noun-es "barrière"-noun-fr
"barrière"-noun-fr "obstrucción"-noun-es
"peine"-noun-fr "lástima"-noun-es
"lástima"-noun-es "peine"-noun-fr
"vestíbulo"-noun-es "porche"-noun-fr
"porche"-noun-fr "vestíbulo"-noun-es
"sein"-noun-fr "mama"-noun-es
"sein"-noun-fr "pecho"-noun-es
"mama"-noun-es "sein"-noun-fr
"mama"-noun-es "maman"-noun-fr
"pecho"-noun-es "sein"-noun-fr
"pecho"-noun-es "mamelle"-noun-fr
"maman"-noun-fr "mama"-noun-es
"mamelle"-noun-fr "pecho"-noun-es
"columna"-noun-es "file"-noun-fr
"file"-noun-fr "columna"-noun-es
"série"-noun-fr "racha"-noun-es
"racha"-noun-es "série"-noun-fr
"pedazo"-noun-es "tronçon"-noun-fr
"tronçon"-noun-fr "pedazo"-noun-es
"créature"-noun-fr "creación"-noun-es
"creación"-noun-es "créature"-noun-fr
"sentimiento"-noun-es "sensation"-noun-fr
"sensation"-noun-fr "sentimiento"-noun-es
"direction"-noun-fr "rumbo"-noun-es
"rumbo"-noun-es "direction"-noun-fr
"relación"-noun-es "rapport"-noun-fr
"résumé"-noun-fr "resumen"-noun-es
"resumen"-noun-es "résumé"-noun-fr
"désordre"-noun-fr "trastorno"-noun-es
"trastorno"-noun-es "désordre"-noun-fr
"desorden"-noun-es "trouble"-noun-fr
"trouble"-noun-fr "desorden"-noun-es
"aumento"-noun-es "croissance"-noun-fr
"croissance"-noun-fr "aumento"-noun-es
"augmentation"-noun-fr "incremento"-noun-es
"incremento"-noun-es "augmentation"-noun-fr
"crecimiento"-noun-es "accroissement"-noun-fr
"accroissement"-noun-fr "crecimiento"-noun-es
"instruction"-noun-fr "comando"-noun-es
"comando"-noun-es "instruction"-noun-fr
"suma"-noun-es "addition"-noun-fr
"addition"-noun-fr "suma"-noun-es
"anochecer"-noun-es "crépuscule"-noun-fr
"anochecer"-noun-es "soirée"-noun-fr
"crépuscule"-noun-fr "anochecer"-noun-es
"soirée"-noun-fr "anochecer"-noun-es
"soirée"-noun-fr "tarde"-noun-es
"tarde"-noun-es "soirée"-noun-fr
"escala"-noun-es "escalier"-noun-fr
"escalier"-noun-fr "escala"-noun-es
"aparición"-noun-es "occurrence"-noun-fr
"aparición"-noun-es "phénomène"-noun-fr
"occurrence"-noun-fr "aparición"-noun-es
"phénomène"-noun-fr "aparición"-noun-es
"broma"-noun-es "blague"-noun-fr
"blague"-noun-fr "broma"-noun-es
"yacimiento"-noun-es "couche"-noun-fr
"couche"-noun-fr "yacimiento"-noun-es
"experto"-noun-es "spécialiste"-noun-fr
"experto"-noun-es "connaisseur"-noun-fr
"spécialiste"-noun-fr "experto"-noun-es
"spécialiste"-noun-fr "perito"-noun-es
"connaisseur"-noun-fr "experto"-noun-es
"perito"-noun-es "spécialiste"-noun-fr
"règle"-noun-fr "normativa"-noun-es
"normativa"-noun-es "règle"-noun-fr
"tipo"-noun-es "mec"-noun-fr
"mec"-noun-fr "tipo"-noun-es
"banca"-noun-es "banc"-noun-fr
"banc"-noun-fr "banca"-noun-es
"ayuntamiento"-noun-es "hôtel de ville"-noun-fr
"hôtel de ville"-noun-fr "ayuntamiento"-noun-es
"municipio"-noun-es "municipalité"-noun-fr
"municipalité"-noun-fr "municipio"-noun-es
"ministère"-noun-fr "consejería"-noun-es
"consejería"-noun-es "ministère"-noun-fr
"commande"-noun-fr "recado"-noun-es
"recado"-noun-es "commande"-noun-fr
"conseiller"-noun-fr "concejal"-noun-es
"concejal"-noun-es "conseiller"-noun-fr
"sujet"-noun-fr "tema"-noun-es
"tema"-noun-es "sujet"-noun-fr
"affaire"-noun-fr "cuestión"-noun-es
"cuestión"-noun-es "affaire"-noun-fr
"bestia"-noun-es "animal"-noun-fr
"animal"-noun-fr "bestia"-noun-es
"obstacle"-noun-fr "impedimento"-noun-es
"impedimento"-noun-es "obstacle"-noun-fr
"obstáculo"-noun-es "empêchement"-noun-fr
"empêchement"-noun-fr "obstáculo"-noun-es
"preuve"-noun-fr "demostración"-noun-es
"demostración"-noun-es "preuve"-noun-fr
"demostración"-noun-es "manifestation"-noun-fr
"manifestation"-noun-fr "demostración"-noun-es
"cesta"-noun-es "panier"-noun-fr
"panier"-noun-fr "cesta"-noun-es
"rond"-noun-fr "círculo"-noun-es
"círculo"-noun-es "rond"-noun-fr
"bouchon"-noun-fr "gorro"-noun-es
"gorro"-noun-es "bouchon"-noun-fr
"bruit"-noun-fr "rumor"-noun-es
"rumor"-noun-es "bruit"-noun-fr
"renom"-noun-fr "fama"-noun-es
"fama"-noun-es "renom"-noun-fr
"sierra"-noun-es "montagne"-noun-fr
"montagne"-noun-fr "sierra"-noun-es
"procedencia"-noun-es "origine"-noun-fr
"origine"-noun-fr "procedencia"-noun-es
"carril"-noun-es "rail"-noun-fr
"rail"-noun-fr "carril"-noun-es
"corredor"-noun-es "couloir"-noun-fr
"couloir"-noun-fr "corredor"-noun-es
"corridor"-noun-fr "pasillo"-noun-es
"pasillo"-noun-es "corridor"-noun-fr
"pasillo"-noun-es "courtier"-noun-fr
"courtier"-noun-fr "pasillo"-noun-es
"onde"-noun-fr "ola"-noun-es
"ola"-noun-es "onde"-noun-fr
"onda"-noun-es "vague"-noun-fr
"vague"-noun-fr "onda"-noun-es
"loge"-noun-fr "palco"-noun-es
"palco"-noun-es "loge"-noun-fr
"vue"-noun-fr "visión"-noun-es
"visión"-noun-es "vue"-noun-fr
"show"-noun-es "spectacle"-noun-fr
"spectacle"-noun-fr "show"-noun-es
"show"-noun-fr "espectáculo"-noun-es
"espectáculo"-noun-es "show"-noun-fr
"escenario"-noun-es "scène"-noun-fr
"scène"-noun-fr "escenario"-noun-es
"plateau"-noun-fr "bandeja"-noun-es
"bandeja"-noun-es "plateau"-noun-fr
"union"-noun-fr "unificación"-noun-es
"unificación"-noun-es "union"-noun-fr
"unión"-noun-es "unification"-noun-fr
"unification"-noun-fr "unión"-noun-es
"vêtement"-noun-fr "tela"-noun-es
"vêtement"-noun-fr "vestimenta"-noun-es
"tela"-noun-es "vêtement"-noun-fr
"vestimenta"-noun-es "vêtement"-noun-fr
"habitude"-noun-fr "hábito"-noun-es
"hábito"-noun-es "habitude"-noun-fr
"couverture"-noun-fr "tapadera"-noun-es
"tapadera"-noun-es "couverture"-noun-fr
"par"-noun-es "couple"-noun-fr
"couple"-noun-fr "par"-noun-es
"compañero"-noun-es "compagne"-noun-fr
"compagne"-noun-fr "compañero"-noun-es
"serviteur"-noun-fr "criado"-noun-es
"criado"-noun-es "serviteur"-noun-fr
"écrit"-noun-fr "escritura"-noun-es
"escritura"-noun-es "écrit"-noun-fr
"pincho"-noun-es "pointe"-noun-fr
"pointe"-noun-fr "pincho"-noun-es
"substitut"-noun-fr "sustituto"-noun-es
"sustituto"-noun-es "substitut"-noun-fr
"vase"-noun-fr "jarro"-noun-es
"vase"-noun-fr "búcaro"-noun-es
"jarro"-noun-es "vase"-noun-fr
"búcaro"-noun-es "vase"-noun-fr
"barro"-noun-es "boue"-noun-fr
"boue"-noun-fr "barro"-noun-es
"herramienta"-noun-es "instrument"-noun-fr
"instrument"-noun-fr "herramienta"-noun-es
"navire"-noun-fr "barco"-noun-es
"barco"-noun-es "navire"-noun-fr
"navío"-noun-es "bateau"-noun-fr
"bateau"-noun-fr "navío"-noun-es
"verre"-noun-fr "cristal"-noun-es
"cristal"-noun-es "verre"-noun-fr
"vaso"-noun-es "vitre"-noun-fr
"vitre"-noun-fr "vaso"-noun-es
"corteza"-noun-es "peau"-noun-fr
"peau"-noun-fr "corteza"-noun-es
"pellejo"-noun-es "fourrure"-noun-fr
"fourrure"-noun-fr "pellejo"-noun-es
"cabellera"-noun-es "cheveu"-noun-fr
"cheveu"-noun-fr "cabellera"-noun-es
"cheveu"-noun-fr "pelo"-noun-es
"pelo"-noun-es "cheveu"-noun-fr
"cabello"-noun-es "poil"-noun-fr
"poil"-noun-fr "cabello"-noun-es
"transmission"-noun-fr "trasmisión"-noun-es
"trasmisión"-noun-es "transmission"-noun-fr
"marche"-noun-fr "grada"-noun-es
"grada"-noun-es "marche"-noun-fr
"valentía"-noun-es "courage"-noun-fr
"courage"-noun-fr "valentía"-noun-es
"don"-noun-fr "donación"-noun-es
"don"-noun-fr "don"-noun-es
"donación"-noun-es "don"-noun-fr
"don"-noun-es "don"-noun-fr
"cadeau"-noun-fr "presente"-noun-es
"presente"-noun-es "cadeau"-noun-fr
"regalo"-noun-es "présent"-noun-fr
"présent"-noun-fr "regalo"-noun-es
"rostro"-noun-es "face"-noun-fr
"face"-noun-fr "rostro"-noun-es
"éxito"-noun-es "réussite"-noun-fr
"réussite"-noun-fr "éxito"-noun-es
"obra"-noun-es "ouvrage"-noun-fr
"ouvrage"-noun-fr "obra"-noun-es
"ruisseau"-noun-fr "río"-noun-es
"río"-noun-es "ruisseau"-noun-fr
"testimonio"-noun-es "témoin"-noun-fr
"témoin"-noun-fr "testimonio"-noun-es
"movimiento"-noun-es "déplacement"-noun-fr
"déplacement"-noun-fr "movimiento"-noun-es
"parrilla"-noun-es "grille"-noun-fr
"grille"-noun-fr "parrilla"-noun-es
"titular"-noun-es "détenteur"-noun-fr
"détenteur"-noun-fr "titular"-noun-es
"joya"-noun-es "joie"-noun-fr
"joie"-noun-fr "joya"-noun-es
"allégresse"-noun-fr "alegría"-noun-es
"alegría"-noun-es "allégresse"-noun-fr
"alegría"-noun-es "gaieté"-noun-fr
"gaieté"-noun-fr "alegría"-noun-es
"distrito"-noun-es "arrondissement"-noun-fr
"arrondissement"-noun-fr "distrito"-noun-es
"techo"-noun-es "toit"-noun-fr
"toit"-noun-fr "techo"-noun-es
"opinion"-noun-fr "parecer"-noun-es
"parecer"-noun-es "opinion"-noun-fr
"ancêtre"-noun-fr "antecesor"-noun-es
"antecesor"-noun-es "ancêtre"-noun-fr
"oración"-noun-es "prière"-noun-fr
"prière"-noun-fr "oración"-noun-es
"gancho"-noun-es "hameçon"-noun-fr
"hameçon"-noun-fr "gancho"-noun-es
"helar"-verb-es "geler"-verb-fr
"geler"-verb-fr "helar"-verb-es
"presagiar"-verb-es "augurer"-verb-fr
"augurer"-verb-fr "presagiar"-verb-es
"externe"-adjective-fr "exterior"-adjective-es
"exterior"-adjective-es "externe"-adjective-fr
"cotidiano"-adjective-es "journalier"-adjective-fr
"journalier"-adjective-fr "cotidiano"-adjective-es
"prier"-verb-fr "rogar"-verb-es
"rogar"-verb-es "prier"-verb-fr
"saludable"-adjective-es "sain"-adjective-fr
"sain"-adjective-fr "saludable"-adjective-es
"laborista"-adjective-es "ouvrier"-adjective-fr
"ouvrier"-adjective-fr "laborista"-adjective-es
"terminar"-verb-es "achever"-verb-fr
"terminar"-verb-es "finir"-verb-fr
"achever"-verb-fr "terminar"-verb-es
"finir"-verb-fr "terminar"-verb-es
"surprendre"-verb-fr "asombrar"-verb-es
"asombrar"-verb-es "surprendre"-verb-fr
"amoureux"-adjective-fr "amoroso"-adjective-es
"amoroso"-adjective-es "amoureux"-adjective-fr
"idéal"-adjective-fr "idóneo"-adjective-es
"idóneo"-adjective-es "idéal"-adjective-fr
"préalable"-adjective-fr "anterior"-adjective-es
"anterior"-adjective-es "préalable"-adjective-fr
"anterior"-adjective-es "précédent"-adjective-fr
"précédent"-adjective-fr "anterior"-adjective-es
"courant"-adjective-fr "común"-adjective-es
"común"-adjective-es "courant"-adjective-fr
"arrêter"-verb-fr "apagar"-verb-es
"apagar"-verb-es "arrêter"-verb-fr
"apagar"-verb-es "ouvrir"-verb-fr
"ouvrir"-verb-fr "apagar"-verb-es
"éloigné"-adjective-fr "lejano"-adjective-es
"éloigné"-adjective-fr "distante"-adjective-es
"lejano"-adjective-es "éloigné"-adjective-fr
"distante"-adjective-es "éloigné"-adjective-fr
"distante"-adjective-es "lointain"-adjective-fr
"lointain"-adjective-fr "distante"-adjective-es
"dejar"-verb-es "quitter"-verb-fr
"quitter"-verb-fr "dejar"-verb-es
"abocar"-verb-es "dumper"-verb-fr
"abocar"-verb-es "verser"-verb-fr
"dumper"-verb-fr "abocar"-verb-es
"verser"-verb-fr "abocar"-verb-es
"effrayer"-verb-fr "espantar"-verb-es
"espantar"-verb-es "effrayer"-verb-fr
"contracter"-verb-fr "contratar"-verb-es
"contratar"-verb-es "contracter"-verb-fr
"soutenir"-verb-fr "aguantar"-verb-es
"aguantar"-verb-es "soutenir"-verb-fr
"sostener"-verb-es "tenir"-verb-fr
"tenir"-verb-fr "sostener"-verb-es
"afable"-adjective-es "aimable"-adjective-fr
"aimable"-adjective-fr "afable"-adjective-es
"bonito"-adjective-es "beau"-adjective-fr
"bonito"-adjective-es "bel"-adjective-fr
"beau"-adjective-fr "bonito"-adjective-es
"beau"-adjective-fr "lindo"-adjective-es
"beau"-adjective-fr "precioso"-adjective-es
"beau"-adjective-fr "guapo"-adjective-es
"bel"-adjective-fr "bonito"-adjective-es
"bel"-adjective-fr "lindo"-adjective-es
"bel"-adjective-fr "bello"-adjective-es
"bel"-adjective-fr "hermoso"-adjective-es
"lindo"-adjective-es "beau"-adjective-fr
"lindo"-adjective-es "bel"-adjective-fr
"lindo"-adjective-es "joli"-adjective-fr
"precioso"-adjective-es "beau"-adjective-fr
"guapo"-adjective-es "beau"-adjective-fr
"guapo"-adjective-es "joli"-adjective-fr
"joli"-adjective-fr "lindo"-adjective-es
"joli"-adjective-fr "guapo"-adjective-es
"joli"-adjective-fr "bello"-adjective-es
"joli"-adjective-fr "hermoso"-adjective-es
"bello"-adjective-es "bel"-adjective-fr
"bello"-adjective-es "joli"-adjective-fr
"hermoso"-adjective-es "bel"-adjective-fr
"hermoso"-adjective-es "joli"-adjective-fr
"atractivo"-adjective-es "attrayant"-adjective-fr
"attrayant"-adjective-fr "atractivo"-adjective-es
"único"-adjective-es "seul"-adjective-fr
"seul"-adjective-fr "único"-adjective-es
"unique"-adjective-fr "solo"-adjective-es
"solo"-adjective-es "unique"-adjective-fr
"gigantesco"-adjective-es "géant"-adjective-fr
"géant"-adjective-fr "gigantesco"-adjective-es
"affreux"-adjective-fr "horrible"-adjective-es
"horrible"-adjective-es "affreux"-adjective-fr
"épais"-adjective-fr "grueso"-adjective-es
"grueso"-adjective-es "épais"-adjective-fr
"alegre"-adjective-es "joyeux"-adjective-fr
"joyeux"-adjective-fr "alegre"-adjective-es
"heureux"-adjective-fr "afortunado"-adjective-es
"afortunado"-adjective-es "heureux"-adjective-fr
"favorable"-adjective-es "propice"-adjective-fr
"propice"-adjective-fr "favorable"-adjective-es
"caliente"-adjective-es "chaleureux"-adjective-fr
"chaleureux"-adjective-fr "caliente"-adjective-es
"contraire"-adjective-fr "opuesto"-adjective-es
"opuesto"-adjective-es "contraire"-adjective-fr
"sage"-adjective-fr "sabio"-adjective-es
"sabio"-adjective-es "sage"-adjective-fr
"devenir"-verb-fr "venir"-verb-es
"venir"-verb-es "devenir"-verb-fr
"acontecer"-verb-es "venir"-verb-fr
"venir"-verb-fr "acontecer"-verb-es
"venir"-verb-fr "devenir"-verb-es
"venir"-verb-fr "acaecer"-verb-es
"devenir"-verb-es "venir"-verb-fr
"acaecer"-verb-es "venir"-verb-fr
"aumentar"-verb-es "accroître"-verb-fr
"accroître"-verb-fr "aumentar"-verb-es
"expliquer"-verb-fr "contar"-verb-es
"contar"-verb-es "expliquer"-verb-fr
"conceder"-verb-es "admettre"-verb-fr
"admettre"-verb-fr "conceder"-verb-es
"légal"-adjective-fr "legítimo"-adjective-es
"legítimo"-adjective-es "légal"-adjective-fr
"efficace"-adjective-fr "eficiente"-adjective-es
"eficiente"-adjective-es "efficace"-adjective-fr
"viable"-adjective-fr "factible"-adjective-es
"factible"-adjective-es "viable"-adjective-fr
"répartir"-verb-fr "distribuir"-verb-es
"distribuir"-verb-es "répartir"-verb-fr
"chocar"-verb-es "heurter"-verb-fr
"heurter"-verb-fr "chocar"-verb-es
"enfrentar"-verb-es "affronter"-verb-fr
"affronter"-verb-fr "enfrentar"-verb-es
"cercano"-adjective-es "prochain"-adjective-fr
"prochain"-adjective-fr "cercano"-adjective-es
"proche"-adjective-fr "próximo"-adjective-es
"próximo"-adjective-es "proche"-adjective-fr
"propre"-adjective-fr "neto"-adjective-es
"propre"-adjective-fr "limpio"-adjective-es
"neto"-adjective-es "propre"-adjective-fr
"limpio"-adjective-es "propre"-adjective-fr
"soumettre"-verb-fr "plantear"-verb-es
"plantear"-verb-es "soumettre"-verb-fr
"remettre"-verb-fr "remitir"-verb-es
"remitir"-verb-es "remettre"-verb-fr
"remarquer"-verb-fr "recalcar"-verb-es
"recalcar"-verb-es "remarquer"-verb-fr
"estrechar"-verb-es "enserrer"-verb-fr
"enserrer"-verb-fr "estrechar"-verb-es
"étreindre"-verb-fr "apretar"-verb-es
"apretar"-verb-es "étreindre"-verb-fr
"protéger"-verb-fr "resguardar"-verb-es
"resguardar"-verb-es "protéger"-verb-fr
"occuper"-verb-fr "invadir"-verb-es
"invadir"-verb-es "occuper"-verb-fr
"impliquer"-verb-fr "acarrear"-verb-es
"acarrear"-verb-es "impliquer"-verb-fr
"lever"-verb-fr "quitar"-verb-es
"quitar"-verb-es "lever"-verb-fr
"mirar"-verb-es "garder"-verb-fr
"garder"-verb-fr "mirar"-verb-es
"joindre"-verb-fr "unir"-verb-es
"unir"-verb-es "joindre"-verb-fr
"entregar"-verb-es "délivrer"-verb-fr
"délivrer"-verb-fr "entregar"-verb-es
"délivrer"-verb-fr "liberar"-verb-es
"liberar"-verb-es "délivrer"-verb-fr
"tallar"-verb-es "tailler"-verb-fr
"tallar"-verb-es "sabrer"-verb-fr
"tallar"-verb-es "inciser"-verb-fr
"tallar"-verb-es "trancher"-verb-fr
"tailler"-verb-fr "tallar"-verb-es
"sabrer"-verb-fr "tallar"-verb-es
"inciser"-verb-fr "tallar"-verb-es
"trancher"-verb-fr "tallar"-verb-es
"poner"-verb-es "poser"-verb-fr
"poser"-verb-fr "poner"-verb-es
"brancher"-verb-fr "conectar"-verb-es
"conectar"-verb-es "brancher"-verb-fr
"lier"-verb-fr "atar"-verb-es
"atar"-verb-es "lier"-verb-fr
"pegar"-verb-es "frapper"-verb-fr
"frapper"-verb-fr "pegar"-verb-es
"instaurar"-verb-es "établir"-verb-fr
"établir"-verb-fr "instaurar"-verb-es
"huir"-verb-es "enfuir"-verb-fr
"enfuir"-verb-fr "huir"-verb-es
"final"-adjective-es "ultime"-adjective-fr
"ultime"-adjective-fr "final"-adjective-es
"cortante"-adjective-es "âpre"-adjective-fr
"âpre"-adjective-fr "cortante"-adjective-es
"âpre"-adjective-fr "afilado"-adjective-es
"âpre"-adjective-fr "agudo"-adjective-es
"afilado"-adjective-es "âpre"-adjective-fr
"agudo"-adjective-es "âpre"-adjective-fr
"vital"-adjective-es "essentiel"-adjective-fr
"essentiel"-adjective-fr "vital"-adjective-es
"alto"-adjective-es "haut"-adjective-fr
"haut"-adjective-fr "alto"-adjective-es
"excessif"-adjective-fr "desmesurado"-adjective-es
"desmesurado"-adjective-es "excessif"-adjective-fr
"vaste"-adjective-fr "extenso"-adjective-es
"extenso"-adjective-es "vaste"-adjective-fr
"ample"-adjective-fr "ancho"-adjective-es
"ancho"-adjective-es "ample"-adjective-fr
"generoso"-adjective-es "dévoué"-adjective-fr
"dévoué"-adjective-fr "generoso"-adjective-es
"bon"-adjective-fr "apto"-adjective-es
"apto"-adjective-es "bon"-adjective-fr
"agréable"-adjective-fr "placentero"-adjective-es
"placentero"-adjective-es "agréable"-adjective-fr
"évident"-adjective-fr "patente"-adjective-es
"patente"-adjective-es "évident"-adjective-fr
"controvertido"-adjective-es "polémique"-adjective-fr
"polémique"-adjective-fr "controvertido"-adjective-es
"dudoso"-adjective-es "incertain"-adjective-fr
"incertain"-adjective-fr "dudoso"-adjective-es
"menor"-adjective-es "mineur"-adjective-fr
"mineur"-adjective-fr "menor"-adjective-es
"rallier"-verb-fr "allegar"-verb-es
"allegar"-verb-es "rallier"-verb-fr
"allegar"-verb-es "rassembler"-verb-fr
"rassembler"-verb-fr "allegar"-verb-es
"amener"-verb-fr "llevar"-verb-es
"llevar"-verb-es "amener"-verb-fr
"porter"-verb-fr "traer"-verb-es
"traer"-verb-es "porter"-verb-fr
"percevoir"-verb-fr "recabar"-verb-es
"recabar"-verb-es "percevoir"-verb-fr
"recabar"-verb-es "collecter"-verb-fr
"collecter"-verb-fr "recabar"-verb-es
"oír"-verb-es "entendre"-verb-fr
"entendre"-verb-fr "oír"-verb-es
"lamentar"-verb-es "plaindre"-verb-fr
"plaindre"-verb-fr "lamentar"-verb-es
"quebrar"-verb-es "rompre"-verb-fr
"quebrar"-verb-es "casser"-verb-fr
"rompre"-verb-fr "quebrar"-verb-es
"casser"-verb-fr "quebrar"-verb-es
"fundamentar"-verb-es "baser"-verb-fr
"baser"-verb-fr "fundamentar"-verb-es
"sugerir"-verb-es "inspirer"-verb-fr
"inspirer"-verb-fr "sugerir"-verb-es
"reviser"-verb-fr "revisar"-verb-es
"revisar"-verb-es "reviser"-verb-fr
"réviser"-verb-fr "repasar"-verb-es
"repasar"-verb-es "réviser"-verb-fr
"sauver"-verb-fr "guardar"-verb-es
"guardar"-verb-es "sauver"-verb-fr
"reflejar"-verb-es "réfléchir"-verb-fr
"réfléchir"-verb-fr "reflejar"-verb-es
"prévenir"-verb-fr "advertir"-verb-es
"advertir"-verb-es "prévenir"-verb-fr
"denominar"-verb-es "appeler"-verb-fr
"denominar"-verb-es "nommer"-verb-fr
"appeler"-verb-fr "denominar"-verb-es
"nommer"-verb-fr "denominar"-verb-es
"nommer"-verb-fr "nominar"-verb-es
"nominar"-verb-es "nommer"-verb-fr
"lograr"-verb-es "atteindre"-verb-fr
"atteindre"-verb-fr "lograr"-verb-es
"sucio"-adjective-es "brut"-adjective-fr
"brut"-adjective-fr "sucio"-adjective-es
"discutir"-verb-es "discuter"-verb-fr
"discuter"-verb-fr "discutir"-verb-es
"sustituir"-verb-es "remplacer"-verb-fr
"remplacer"-verb-fr "sustituir"-verb-es
"renoncer"-verb-fr "desistir"-verb-es
"desistir"-verb-es "renoncer"-verb-fr
"ajouter"-verb-fr "adicionar"-verb-es
"adicionar"-verb-es "ajouter"-verb-fr
"cerrar"-verb-es "enfermer"-verb-fr
"enfermer"-verb-fr "cerrar"-verb-es
"fermer"-verb-fr "encerrar"-verb-es
"fermer"-verb-fr "candar"-verb-es
"encerrar"-verb-es "fermer"-verb-fr
"candar"-verb-es "fermer"-verb-fr
"manier"-verb-fr "manipular"-verb-es
"manipular"-verb-es "manier"-verb-fr
"pourvoir"-verb-fr "pertrechar"-verb-es
"pertrechar"-verb-es "pourvoir"-verb-fr
"apabullar"-verb-es "accabler"-verb-fr
"accabler"-verb-fr "apabullar"-verb-es
"ressortir"-verb-fr "destacar"-verb-es
"destacar"-verb-es "ressortir"-verb-fr
"troquer"-verb-fr "trocar"-verb-es
"troquer"-verb-fr "canjear"-verb-es
"trocar"-verb-es "troquer"-verb-fr
"canjear"-verb-es "troquer"-verb-fr
"repentino"-adjective-es "subit"-adjective-fr
