"intimement"-adverb-fr "íntimamente"-adverb-es
"aproximado"-adjective-es "approximatif"-adjective-fr
"abolir"-verb-es "abolir"-verb-fr
"abolir"-verb-es "abroger"-verb-fr
"abolir"-verb-fr "abolir"-verb-es
"abolir"-verb-fr "abrogar"-verb-es
"abroger"-verb-fr "abolir"-verb-es
"abrogar"-verb-es "abolir"-verb-fr
"inhalar"-verb-es "inhaler"-verb-fr
"inhaler"-verb-fr "inhalar"-verb-es
"ambitionner"-verb-fr "ambicionar"-verb-es
"ambicionar"-verb-es "ambitionner"-verb-fr
"foutre"-verb-fr "joder"-verb-es
"joder"-verb-es "foutre"-verb-fr
"plegar"-verb-es "plier"-verb-fr
"plier"-verb-fr "plegar"-verb-es
"objetar"-verb-es "objecter"-verb-fr
"objecter"-verb-fr "objetar"-verb-es
"descentralizar"-verb-es "décentraliser"-verb-fr
"décentraliser"-verb-fr "descentralizar"-verb-es
"garnir"-verb-fr "guarnecer"-verb-es
"guarnecer"-verb-es "garnir"-verb-fr
"cuadrado"-adjective-es "carré"-adjective-fr
"carré"-adjective-fr "cuadrado"-adjective-es
"désespéré"-adjective-fr "desesperado"-adjective-es
"desesperado"-adjective-es "désespéré"-adjective-fr
"creux"-adjective-fr "hueco"-adjective-es
"hueco"-adjective-es "creux"-adjective-fr
"negligir"-verb-es "négliger"-verb-fr
"négliger"-verb-fr "negligir"-verb-es
"négliger"-verb-fr "descuidar"-verb-es
"descuidar"-verb-es "négliger"-verb-fr
"pronosticar"-verb-es "pronostiquer"-verb-fr
"pronostiquer"-verb-fr "pronosticar"-verb-es
"espinoso"-adjective-es "épineux"-adjective-fr
"épineux"-adjective-fr "espinoso"-adjective-es
"defraudar"-verb-es "frauder"-verb-fr
"frauder"-verb-fr "defraudar"-verb-es
"disperser"-verb-fr "dispersar"-verb-es
"dispersar"-verb-es "disperser"-verb-fr
"cómico"-adjective-es "amusant"-adjective-fr
"cómico"-adjective-es "comique"-adjective-fr
"amusant"-adjective-fr "cómico"-adjective-es
"amusant"-adjective-fr "divertido"-adjective-es
"comique"-adjective-fr "cómico"-adjective-es
"divertido"-adjective-es "amusant"-adjective-fr
"sourd"-adjective-fr "sordo"-adjective-es
"sordo"-adjective-es "sourd"-adjective-fr
"au début de"-preposition-fr "a principios de"-preposition-es
"a principios de"-preposition-es "au début de"-preposition-fr
"por qué"-adverb-es "pourquoi"-adverb-fr
"pourquoi"-adverb-fr "por qué"-adverb-es
"rosée"-noun-fr "rocío"-noun-es
"rocío"-noun-es "rosée"-noun-fr
"cendre"-noun-fr "ceniza"-noun-es
"ceniza"-noun-es "cendre"-noun-fr
"chimie"-noun-fr "química"-noun-es
"química"-noun-es "chimie"-noun-fr
"archéologie"-noun-fr "arqueología"-noun-es
"arqueología"-noun-es "archéologie"-noun-fr
"aristocratie"-noun-fr "aristocracia"-noun-es
"aristocracia"-noun-es "aristocratie"-noun-fr
"morphologie"-noun-fr "morfología"-noun-es
"morfología"-noun-es "morphologie"-noun-fr
"zoología"-noun-es "zoologie"-noun-fr
"zoologie"-noun-fr "zoología"-noun-es
"astronomie"-noun-fr "astronomía"-noun-es
"astronomía"-noun-es "astronomie"-noun-fr
"fonética"-noun-es "phonétique"-noun-fr
"phonétique"-noun-fr "fonética"-noun-es
"microbiologie"-noun-fr "microbiología"-noun-es
"microbiología"-noun-es "microbiologie"-noun-fr
"fascisme"-noun-fr "fascismo"-noun-es
"fascismo"-noun-es "fascisme"-noun-fr
"fundamentalismo"-noun-es "intégrisme"-noun-fr
"intégrisme"-noun-fr "fundamentalismo"-noun-es
"pluralisme"-noun-fr "pluralismo"-noun-es
"pluralismo"-noun-es "pluralisme"-noun-fr
"athéisme"-noun-fr "ateísmo"-noun-es
"ateísmo"-noun-es "athéisme"-noun-fr
"dilemme"-noun-fr "dilema"-noun-es
"dilema"-noun-es "dilemme"-noun-fr
"uniformité"-noun-fr "uniformidad"-noun-es
"uniformidad"-noun-es "uniformité"-noun-fr
"ode"-noun-fr "oda"-noun-es
"oda"-noun-es "ode"-noun-fr
"niche"-noun-fr "nicho"-noun-es
"nicho"-noun-es "niche"-noun-fr
"sincronización"-noun-es "synchronisation"-noun-fr
"synchronisation"-noun-fr "sincronización"-noun-es
"évêché"-noun-fr "obispado"-noun-es
"obispado"-noun-es "évêché"-noun-fr
"pseudónimo"-noun-es "alias"-noun-fr
"alias"-noun-fr "pseudónimo"-noun-es
"cuchara"-noun-es "cuillère"-noun-fr
"cuillère"-noun-fr "cuchara"-noun-es
"bibliografía"-noun-es "bibliographie"-noun-fr
"bibliographie"-noun-fr "bibliografía"-noun-es
"pentágono"-noun-es "pentagone"-noun-fr
"pentagone"-noun-fr "pentágono"-noun-es
"rectángulo"-noun-es "rectangle"-noun-fr
"rectangle"-noun-fr "rectángulo"-noun-es
"espiral"-noun-es "spirale"-noun-fr
"spirale"-noun-fr "espiral"-noun-es
"syllabe"-noun-fr "sílaba"-noun-es
"sílaba"-noun-es "syllabe"-noun-fr
"técnica"-noun-es "technique"-noun-fr
"technique"-noun-fr "técnica"-noun-es
"linguistique"-noun-fr "lingüística"-noun-es
"lingüística"-noun-es "linguistique"-noun-fr
"informática"-noun-es "informatique"-noun-fr
"informatique"-noun-fr "informática"-noun-es
"sociologie"-noun-fr "sociología"-noun-es
"sociología"-noun-es "sociologie"-noun-fr
"mercure"-noun-fr "mercurio"-noun-es
"mercurio"-noun-es "mercure"-noun-fr
"judaïsme"-noun-fr "judaísmo"-noun-es
"judaísmo"-noun-es "judaïsme"-noun-fr
"maths"-noun-fr "matemática"-noun-es
"matemática"-noun-es "maths"-noun-fr
"mantequilla"-noun-es "beurre"-noun-fr
"beurre"-noun-fr "mantequilla"-noun-es
"individualisme"-noun-fr "individualismo"-noun-es
"individualismo"-noun-es "individualisme"-noun-fr
"estadística"-noun-es "statistique"-noun-fr
"statistique"-noun-fr "estadística"-noun-es
"mecánica"-noun-es "mécanique"-noun-fr
"mécanique"-noun-fr "mecánica"-noun-es
"réfugié"-noun-fr "refugiado"-noun-es
"refugiado"-noun-es "réfugié"-noun-fr
"foin"-noun-fr "heno"-noun-es
"heno"-noun-es "foin"-noun-fr
"corresponsal"-noun-es "correspondant"-noun-fr
"correspondant"-noun-fr "corresponsal"-noun-es
"préfixe"-noun-fr "prefijo"-noun-es
"prefijo"-noun-es "préfixe"-noun-fr
"programmeur"-noun-fr "programador"-noun-es
"programador"-noun-es "programmeur"-noun-fr
"crâne"-noun-fr "calavera"-noun-es
"crâne"-noun-fr "cráneo"-noun-es
"calavera"-noun-es "crâne"-noun-fr
"cráneo"-noun-es "crâne"-noun-fr
"nuque"-noun-fr "nuca"-noun-es
"nuca"-noun-es "nuque"-noun-fr
"consonne"-noun-fr "consonante"-noun-es
"consonante"-noun-es "consonne"-noun-fr
"pédagogique"-adjective-fr "pedagógico"-adjective-es
"pedagógico"-adjective-es "pédagogique"-adjective-fr
"didáctico"-adjective-es "didactique"-adjective-fr
"didactique"-adjective-fr "didáctico"-adjective-es
"irracional"-adjective-es "irrationnel"-adjective-fr
"irrationnel"-adjective-fr "irracional"-adjective-es
"intraitable"-adjective-fr "intratable"-adjective-es
"intratable"-adjective-es "intraitable"-adjective-fr
"corporel"-adjective-fr "corporal"-adjective-es
"corporal"-adjective-es "corporel"-adjective-fr
"sinónimo"-adjective-es "synonyme"-adjective-fr
"synonyme"-adjective-fr "sinónimo"-adjective-es
"legislador"-adjective-es "législateur"-adjective-fr
"législateur"-adjective-fr "legislador"-adjective-es
"élitiste"-adjective-fr "elitista"-adjective-es
"elitista"-adjective-es "élitiste"-adjective-fr
"héréditaire"-adjective-fr "hereditario"-adjective-es
"hereditario"-adjective-es "héréditaire"-adjective-fr
"pharmaceutique"-adjective-fr "farmacéutico"-adjective-es
"farmacéutico"-adjective-es "pharmaceutique"-adjective-fr
"septentrional"-adjective-fr "septentrional"-adjective-es
"septentrional"-adjective-es "septentrional"-adjective-fr
"contagioso"-adjective-es "contagieux"-adjective-fr
"contagieux"-adjective-fr "contagioso"-adjective-es
"impérial"-adjective-fr "imperial"-adjective-es
"imperial"-adjective-es "impérial"-adjective-fr
"infrarouge"-adjective-fr "infrarrojo"-adjective-es
"infrarrojo"-adjective-es "infrarouge"-adjective-fr
"enceinte"-adjective-fr "embarazado"-adjective-es
"embarazado"-adjective-es "enceinte"-adjective-fr
"logarithmique"-adjective-fr "logarítmico"-adjective-es
"logarítmico"-adjective-es "logarithmique"-adjective-fr
"posesivo"-adjective-es "possessif"-adjective-fr
"possessif"-adjective-fr "posesivo"-adjective-es
"arithmétique"-adjective-fr "aritmético"-adjective-es
"aritmético"-adjective-es "arithmétique"-adjective-fr
"phonologique"-adjective-fr "fonológico"-adjective-es
"fonológico"-adjective-es "phonologique"-adjective-fr
"itinérant"-adjective-fr "itinerante"-adjective-es
"itinerante"-adjective-es "itinérant"-adjective-fr
"triangulaire"-adjective-fr "triangular"-adjective-es
"triangular"-adjective-es "triangulaire"-adjective-fr
"dogmático"-adjective-es "dogmatique"-adjective-fr
"dogmatique"-adjective-fr "dogmático"-adjective-es
"exportar"-verb-es "exporter"-verb-fr
"exporter"-verb-fr "exportar"-verb-es
"bêler"-verb-fr "balar"-verb-es
"balar"-verb-es "bêler"-verb-fr
"enchaîner"-verb-fr "encadenar"-verb-es
"encadenar"-verb-es "enchaîner"-verb-fr
"galoper"-verb-fr "galopar"-verb-es
"galopar"-verb-es "galoper"-verb-fr
"duchar"-verb-es "doucher"-verb-fr
"doucher"-verb-fr "duchar"-verb-es
"juxtaposer"-verb-fr "yuxtaponer"-verb-es
"yuxtaponer"-verb-es "juxtaposer"-verb-fr
"freír"-verb-es "frire"-verb-fr
"frire"-verb-fr "freír"-verb-es
"mear"-verb-es "pisser"-verb-fr
"pisser"-verb-fr "mear"-verb-es
"injertar"-verb-es "greffer"-verb-fr
"greffer"-verb-fr "injertar"-verb-es
"Marcos"-properNoun-es "Marcos"-noun-fr
"Marcos"-properNoun-es "Marcos"-properNoun-fr
"Marcos"-noun-fr "Marcos"-properNoun-es
"Marcos"-properNoun-fr "Marcos"-properNoun-es
"Murray"-properNoun-es "Murray"-noun-fr
"Murray"-properNoun-es "Murray"-properNoun-fr
"Murray"-noun-fr "Murray"-properNoun-es
"Murray"-properNoun-fr "Murray"-properNoun-es
"Benet"-noun-fr "Benet"-properNoun-es
"Benet"-properNoun-es "Benet"-noun-fr
"Benet"-properNoun-es "Benet"-properNoun-fr
"Benet"-properNoun-fr "Benet"-properNoun-es
"Jésus"-properNoun-fr "Jesús"-noun-es
"Jesús"-noun-es "Jésus"-properNoun-fr
"Moore"-properNoun-es "Moore"-noun-fr
"Moore"-properNoun-es "Moore"-properNoun-fr
"Moore"-noun-fr "Moore"-properNoun-es
"Moore"-properNoun-fr "Moore"-properNoun-es
"Shaw"-properNoun-es "Shaw"-noun-fr
"Shaw"-properNoun-es "Shaw"-properNoun-fr
"Shaw"-noun-fr "Shaw"-properNoun-es
"Shaw"-properNoun-fr "Shaw"-properNoun-es
"Watson"-properNoun-es "Watson"-noun-fr
"Watson"-properNoun-es "Watson"-properNoun-fr
"Watson"-noun-fr "Watson"-properNoun-es
"Watson"-properNoun-fr "Watson"-properNoun-es
"Balkans"-properNoun-fr "Balcanes"-properNoun-es
"Balcanes"-properNoun-es "Balkans"-properNoun-fr
"Barcelona"-properNoun-fr "Barcelona"-noun-es
"Barcelona"-noun-es "Barcelona"-properNoun-fr
"Munich"-properNoun-fr "Múnich"-properNoun-es
"Múnich"-properNoun-es "Munich"-properNoun-fr
"Arabie saoudite"-properNoun-fr "Arabia Saudí"-properNoun-es
"Arabia Saudí"-properNoun-es "Arabie saoudite"-properNoun-fr
"Texas"-properNoun-fr "Texas"-properNoun-es
"Texas"-properNoun-es "Texas"-properNoun-fr
"amnesia"-noun-es "amnésie"-noun-fr
"amnésie"-noun-fr "amnesia"-noun-es
"entomologie"-noun-fr "entomología"-noun-es
"entomología"-noun-es "entomologie"-noun-fr
"orthopédie"-noun-fr "ortopedia"-noun-es
"ortopedia"-noun-es "orthopédie"-noun-fr
"ciseau"-noun-fr "tijeras"-noun-es
"ciseau"-noun-fr "tijera"-noun-es
"tijeras"-noun-es "ciseau"-noun-fr
"tijera"-noun-es "ciseau"-noun-fr
"sociolingüística"-noun-es "sociolinguistique"-noun-fr
"sociolinguistique"-noun-fr "sociolingüística"-noun-es
"absurdement"-adverb-fr "absurdamente"-adverb-es
"absurdamente"-adverb-es "absurdement"-adverb-fr
"administrativamente"-adverb-es "administrativement"-adverb-fr
"administrativement"-adverb-fr "administrativamente"-adverb-es
"moderadamente"-adverb-es "modérément"-adverb-fr
"modérément"-adverb-fr "moderadamente"-adverb-es
"químicamente"-adverb-es "chimiquement"-adverb-fr
"chimiquement"-adverb-fr "químicamente"-adverb-es
"conditionnellement"-adverb-fr "condicionalmente"-adverb-es
"condicionalmente"-adverb-es "conditionnellement"-adverb-fr
"culturellement"-adverb-fr "culturalmente"-adverb-es
"culturalmente"-adverb-es "culturellement"-adverb-fr
"décisivement"-adverb-fr "decisivamente"-adverb-es
"decisivamente"-adverb-es "décisivement"-adverb-fr
"écologiquement"-adverb-fr "ecológicamente"-adverb-es
"ecológicamente"-adverb-es "écologiquement"-adverb-fr
"électroniquement"-adverb-fr "electrónicamente"-adverb-es
"electrónicamente"-adverb-es "électroniquement"-adverb-fr
"éthiquement"-adverb-fr "éticamente"-adverb-es
"éticamente"-adverb-es "éthiquement"-adverb-fr
"ethniquement"-adverb-fr "étnicamente"-adverb-es
"étnicamente"-adverb-es "ethniquement"-adverb-fr
"fanatiquement"-adverb-fr "fanáticamente"-adverb-es
"fanáticamente"-adverb-es "fanatiquement"-adverb-fr
"fébrilement"-adverb-fr "febrilmente"-adverb-es
"febrilmente"-adverb-es "fébrilement"-adverb-fr
"financièrement"-adverb-fr "financieramente"-adverb-es
"financieramente"-adverb-es "financièrement"-adverb-fr
"generosamente"-adverb-es "généreusement"-adverb-fr
"généreusement"-adverb-fr "generosamente"-adverb-es
"géographiquement"-adverb-fr "geográficamente"-adverb-es
"geográficamente"-adverb-es "géographiquement"-adverb-fr
"géologiquement"-adverb-fr "geológicamente"-adverb-es
"geológicamente"-adverb-es "géologiquement"-adverb-fr
"glorieusement"-adverb-fr "gloriosamente"-adverb-es
"gloriosamente"-adverb-es "glorieusement"-adverb-fr
"horizontalement"-adverb-fr "horizontalmente"-adverb-es
"horizontalmente"-adverb-es "horizontalement"-adverb-fr
"modestement"-adverb-fr "modestamente"-adverb-es
"modestamente"-adverb-es "modestement"-adverb-fr
"ironiquement"-adverb-fr "irónicamente"-adverb-es
"irónicamente"-adverb-es "ironiquement"-adverb-fr
"majestueusement"-adverb-fr "majestuosamente"-adverb-es
"majestuosamente"-adverb-es "majestueusement"-adverb-fr
"miraculeusement"-adverb-fr "milagrosamente"-adverb-es
"milagrosamente"-adverb-es "miraculeusement"-adverb-fr
"monotonement"-adverb-fr "monótonamente"-adverb-es
"monótonamente"-adverb-es "monotonement"-adverb-fr
"morphologiquement"-adverb-fr "morfológicamente"-adverb-es
"morfológicamente"-adverb-es "morphologiquement"-adverb-fr
"mystérieusement"-adverb-fr "misteriosamente"-adverb-es
"misteriosamente"-adverb-es "mystérieusement"-adverb-fr
"productivement"-adverb-fr "productivamente"-adverb-es
"productivamente"-adverb-es "productivement"-adverb-fr
"extrañamente"-adverb-es "étrangement"-adverb-fr
"étrangement"-adverb-fr "extrañamente"-adverb-es
"stratégiquement"-adverb-fr "estratégicamente"-adverb-es
"estratégicamente"-adverb-es "stratégiquement"-adverb-fr
"tragiquement"-adverb-fr "trágicamente"-adverb-es
"trágicamente"-adverb-es "tragiquement"-adverb-fr
"unanimement"-adverb-fr "unánimemente"-adverb-es
"unánimemente"-adverb-es "unanimement"-adverb-fr
"unánimemente"-adverb-es "à l'unanimité"-adverb-fr
"à l'unanimité"-adverb-fr "unánimemente"-adverb-es
"gracias"-interjection-es "merci"-interjection-fr
"merci"-interjection-fr "gracias"-interjection-es
"el mío"-pronoun-es "le mien"-pronoun-fr
"le mien"-pronoun-fr "el mío"-pronoun-es
"syndicaliste"-noun-fr "sindicalista"-noun-es
"sindicalista"-noun-es "syndicaliste"-noun-fr
"Corbacho"-properNoun-es "Corbacho"-noun-fr
"Corbacho"-properNoun-es "Corbacho"-properNoun-fr
"Corbacho"-noun-fr "Corbacho"-properNoun-es
"Corbacho"-properNoun-fr "Corbacho"-properNoun-es
"Moreno"-properNoun-es "Moreno"-noun-fr
"Moreno"-properNoun-es "Moreno"-properNoun-fr
"Moreno"-noun-fr "Moreno"-properNoun-es
"Moreno"-properNoun-fr "Moreno"-properNoun-es
"Mourinho"-properNoun-fr "Mourinho"-properNoun-es
"Mourinho"-properNoun-es "Mourinho"-properNoun-fr
"Mourinho"-properNoun-es "Mourinho"-noun-fr
"Mourinho"-noun-fr "Mourinho"-properNoun-es
"Pitt"-properNoun-es "Pitt"-noun-fr
"Pitt"-properNoun-es "Pitt"-properNoun-fr
"Pitt"-noun-fr "Pitt"-properNoun-es
"Pitt"-properNoun-fr "Pitt"-properNoun-es
"estadounidense"-noun-es "Américain"-noun-fr
"Américain"-noun-fr "estadounidense"-noun-es
"bouddhiste"-noun-fr "budista"-noun-es
"budista"-noun-es "bouddhiste"-noun-fr
"cristiandad"-noun-es "chrétienté"-noun-fr
"chrétienté"-noun-fr "cristiandad"-noun-es
"activisme"-noun-fr "activismo"-noun-es
"activismo"-noun-es "activisme"-noun-fr
"extraterrestre"-noun-fr "extraterrestre"-noun-es
"extraterrestre"-noun-es "extraterrestre"-noun-fr
"antibiotique"-noun-fr "antibiótico"-noun-es
"antibiótico"-noun-es "antibiotique"-noun-fr
"armement"-noun-fr "armamento"-noun-es
"armamento"-noun-es "armement"-noun-fr
"détenu"-noun-fr "detenido"-noun-es
"detenido"-noun-es "détenu"-noun-fr
"passager"-noun-fr "pasajero"-noun-es
"pasajero"-noun-es "passager"-noun-fr
"auréole"-noun-fr "aureola"-noun-es
"aureola"-noun-es "auréole"-noun-fr
"autobiografía"-noun-es "autobiographie"-noun-fr
"autobiographie"-noun-fr "autobiografía"-noun-es
"bactérie"-noun-fr "bacteria"-noun-es
"bacteria"-noun-es "bactérie"-noun-fr
"ballet"-noun-fr "ballet"-noun-es
"ballet"-noun-es "ballet"-noun-fr
"bataillon"-noun-fr "batallón"-noun-es
"batallón"-noun-es "bataillon"-noun-fr
"menton"-noun-fr "mentón"-noun-es
"mentón"-noun-es "menton"-noun-fr
"bible"-noun-fr "biblia"-noun-es
"biblia"-noun-es "bible"-noun-fr
"jumelles"-noun-fr "prismáticos"-noun-es
"prismáticos"-noun-es "jumelles"-noun-fr
"boycott"-noun-fr "boicot"-noun-es
"boicot"-noun-es "boycott"-noun-fr
"boicot"-noun-es "boycottage"-noun-fr
"boycottage"-noun-fr "boicot"-noun-es
"caravane"-noun-fr "caravana"-noun-es
"caravana"-noun-es "caravane"-noun-fr
"cartographie"-noun-fr "cartografía"-noun-es
"cartografía"-noun-es "cartographie"-noun-fr
"catéchisme"-noun-fr "catecismo"-noun-es
"catecismo"-noun-es "catéchisme"-noun-fr
"charisme"-noun-fr "carisma"-noun-es
"carisma"-noun-es "charisme"-noun-fr
"castaño"-noun-es "châtaignier"-noun-fr
"châtaignier"-noun-fr "castaño"-noun-es
"chroniqueur"-noun-fr "cronista"-noun-es
"cronista"-noun-es "chroniqueur"-noun-fr
"citadelle"-noun-fr "ciudadela"-noun-es
"ciudadela"-noun-es "citadelle"-noun-fr
"conservatoire"-noun-fr "conservatorio"-noun-es
"conservatorio"-noun-es "conservatoire"-noun-fr
"convalescence"-noun-fr "convalecencia"-noun-es
"convalecencia"-noun-es "convalescence"-noun-fr
"convergence"-noun-fr "convergencia"-noun-es
"convergencia"-noun-es "convergence"-noun-fr
"cooperativa"-noun-es "coopérative"-noun-fr
"coopérative"-noun-fr "cooperativa"-noun-es
"cosmético"-noun-es "cosmétique"-noun-fr
"cosmétique"-noun-fr "cosmético"-noun-es
"coton"-noun-fr "algodón"-noun-es
"algodón"-noun-es "coton"-noun-fr
"cuna"-noun-es "berceau"-noun-fr
"berceau"-noun-fr "cuna"-noun-es
"cruauté"-noun-fr "crueldad"-noun-es
"crueldad"-noun-es "cruauté"-noun-fr
"melon"-noun-fr "melón"-noun-es
"melón"-noun-es "melon"-noun-fr
"concombre"-noun-fr "pepino"-noun-es
"pepino"-noun-es "concombre"-noun-fr
"mestizo"-noun-es "métis"-noun-fr
"métis"-noun-fr "mestizo"-noun-es
"cynisme"-noun-fr "cinismo"-noun-es
"cinismo"-noun-es "cynisme"-noun-fr
"delta"-noun-fr "delta"-noun-es
"delta"-noun-es "delta"-noun-fr
"démagogie"-noun-fr "demagogia"-noun-es
"demagogia"-noun-es "démagogie"-noun-fr
"dialectique"-noun-fr "dialéctica"-noun-es
"dialéctica"-noun-es "dialectique"-noun-fr
"digitalización"-noun-es "numérisation"-noun-fr
"numérisation"-noun-fr "digitalización"-noun-es
"diocèse"-noun-fr "diócesis"-noun-es
"diócesis"-noun-es "diocèse"-noun-fr
"doctorat"-noun-fr "doctorado"-noun-es
"doctorado"-noun-es "doctorat"-noun-fr
"dune"-noun-fr "duna"-noun-es
"duna"-noun-es "dune"-noun-fr
"dynastie"-noun-fr "dinastía"-noun-es
"dinastía"-noun-es "dynastie"-noun-fr
"extase"-noun-fr "éxtasis"-noun-es
"éxtasis"-noun-es "extase"-noun-fr
"émirat"-noun-fr "emirato"-noun-es
"emirato"-noun-es "émirat"-noun-fr
"epopeya"-noun-es "épopée"-noun-fr
"épopée"-noun-fr "epopeya"-noun-es
"épicentre"-noun-fr "epicentro"-noun-es
"epicentro"-noun-es "épicentre"-noun-fr
"épilogue"-noun-fr "epílogo"-noun-es
"epílogo"-noun-es "épilogue"-noun-fr
"exteriorización"-noun-es "extériorisation"-noun-fr
"extériorisation"-noun-fr "exteriorización"-noun-es
"figue"-noun-fr "higo"-noun-es
"higo"-noun-es "figue"-noun-fr
"glacière"-noun-fr "hielera"-noun-es
"hielera"-noun-es "glacière"-noun-fr
"génome"-noun-fr "genoma"-noun-es
"genoma"-noun-es "génome"-noun-fr
"humaniste"-noun-fr "humanista"-noun-es
"humanista"-noun-es "humaniste"-noun-fr
"incubateur"-noun-fr "incubadora"-noun-es
"incubadora"-noun-es "incubateur"-noun-fr
"incubadora"-noun-es "couveuse"-noun-fr
"couveuse"-noun-fr "incubadora"-noun-es
"scarabée"-noun-fr "escarabajo"-noun-es
"escarabajo"-noun-es "scarabée"-noun-fr
"juriste"-noun-fr "jurista"-noun-es
"jurista"-noun-es "juriste"-noun-fr
"tonnerre"-noun-fr "trueno"-noun-es
"trueno"-noun-es "tonnerre"-noun-fr
"relámpago"-noun-es "éclair"-noun-fr
"éclair"-noun-fr "relámpago"-noun-es
"paludisme"-noun-fr "malaria"-noun-es
"malaria"-noun-es "paludisme"-noun-fr
"malaria"-noun-es "malaria"-noun-fr
"malaria"-noun-fr "malaria"-noun-es
"mercenario"-noun-es "mercenaire"-noun-fr
"mercenaire"-noun-fr "mercenario"-noun-es
"neutron"-noun-fr "neutrón"-noun-es
"neutrón"-noun-es "neutron"-noun-fr
"oasis"-noun-fr "oasis"-noun-es
"oasis"-noun-es "oasis"-noun-fr
"léopard"-noun-fr "leopardo"-noun-es
"leopardo"-noun-es "léopard"-noun-fr
"pétalo"-noun-es "pétale"-noun-fr
"pétale"-noun-fr "pétalo"-noun-es
"pharaon"-noun-fr "faraón"-noun-es
"faraón"-noun-es "pharaon"-noun-fr
"philologue"-noun-fr "filólogo"-noun-es
"filólogo"-noun-es "philologue"-noun-fr
"filología"-noun-es "philologie"-noun-fr
"philologie"-noun-fr "filología"-noun-es
"philosophe"-noun-fr "filósofo"-noun-es
"filósofo"-noun-es "philosophe"-noun-fr
"pontife"-noun-fr "pontífice"-noun-es
"pontífice"-noun-es "pontife"-noun-fr
"populisme"-noun-fr "populismo"-noun-es
"populismo"-noun-es "populisme"-noun-fr
"prose"-noun-fr "prosa"-noun-es
"prosa"-noun-es "prose"-noun-fr
"réformiste"-noun-fr "reformista"-noun-es
"reformista"-noun-es "réformiste"-noun-fr
"sarcophage"-noun-fr "sarcófago"-noun-es
"sarcófago"-noun-es "sarcophage"-noun-fr
"satin"-noun-fr "satén"-noun-es
"satén"-noun-es "satin"-noun-fr
"suero"-noun-es "sérum"-noun-fr
"sérum"-noun-fr "suero"-noun-es
"skieur"-noun-fr "esquiador"-noun-es
"esquiador"-noun-es "skieur"-noun-fr
"sportif"-noun-fr "deportista"-noun-es
"deportista"-noun-es "sportif"-noun-fr
"padrastro"-noun-es "beau-père"-noun-fr
"beau-père"-noun-fr "padrastro"-noun-es
"beau-père"-noun-fr "suegro"-noun-es
"beau-père"-noun-fr "madrastra"-noun-es
"suegro"-noun-es "beau-père"-noun-fr
"suegro"-noun-es "beaux-parents"-noun-fr
"suegro"-noun-es "beau-parents"-noun-fr
"madrastra"-noun-es "beau-père"-noun-fr
"beaux-parents"-noun-fr "suegro"-noun-es
"beau-parents"-noun-fr "suegro"-noun-es
"tailleur"-noun-fr "sastre"-noun-es
"sastre"-noun-es "tailleur"-noun-fr
"symphonie"-noun-fr "sinfonía"-noun-es
"sinfonía"-noun-es "symphonie"-noun-fr
"tentacule"-noun-fr "tentáculo"-noun-es
"tentáculo"-noun-es "tentacule"-noun-fr
"testicule"-noun-fr "testículo"-noun-es
"testículo"-noun-es "testicule"-noun-fr
"toponyme"-noun-fr "topónimo"-noun-es
"topónimo"-noun-es "toponyme"-noun-fr
"totalitarisme"-noun-fr "totalitarismo"-noun-es
"totalitarismo"-noun-es "totalitarisme"-noun-fr
"tuberculose"-noun-fr "tuberculosis"-noun-es
"tuberculosis"-noun-es "tuberculose"-noun-fr
"tyran"-noun-fr "tirano"-noun-es
"tirano"-noun-es "tyran"-noun-fr
"violoniste"-noun-fr "violinista"-noun-es
"violinista"-noun-es "violoniste"-noun-fr
"canin"-adjective-fr "canino"-adjective-es
"canino"-adjective-es "canin"-adjective-fr
"balkanique"-adjective-fr "balcánico"-adjective-es
"balcánico"-adjective-es "balkanique"-adjective-fr
"hébreu"-adjective-fr "hebreo"-adjective-es
"hebreo"-adjective-es "hébreu"-adjective-fr
"analytique"-adjective-fr "analítico"-adjective-es
"analítico"-adjective-es "analytique"-adjective-fr
"architectonique"-adjective-fr "arquitectónico"-adjective-es
"arquitectónico"-adjective-es "architectonique"-adjective-fr
"arquitectónico"-adjective-es "architectural"-adjective-fr
"architectural"-adjective-fr "arquitectónico"-adjective-es
"atlético"-adjective-es "athlétique"-adjective-fr
"athlétique"-adjective-fr "atlético"-adjective-es
"atmosphérique"-adjective-fr "atmosférico"-adjective-es
"atmosférico"-adjective-es "atmosphérique"-adjective-fr
"autobiográfico"-adjective-es "autobiographique"-adjective-fr
"autobiographique"-adjective-fr "autobiográfico"-adjective-es
"capitaliste"-adjective-fr "capitalista"-adjective-es
"capitalista"-adjective-es "capitaliste"-adjective-fr
"capitalista"-adjective-es "colonialiste"-adjective-fr
"colonialiste"-adjective-fr "capitalista"-adjective-es
"colonialiste"-adjective-fr "colonialista"-adjective-es
"colonialista"-adjective-es "colonialiste"-adjective-fr
"consular"-adjective-es "consulaire"-adjective-fr
"consulaire"-adjective-fr "consular"-adjective-es
"convergent"-adjective-fr "convergente"-adjective-es
"convergente"-adjective-es "convergent"-adjective-fr
"cosmique"-adjective-fr "cósmico"-adjective-es
"cósmico"-adjective-es "cosmique"-adjective-fr
"decreciente"-adjective-es "décroissant"-adjective-fr
"décroissant"-adjective-fr "decreciente"-adjective-es
"dialectique"-adjective-fr "dialéctico"-adjective-es
