"quand"-relativePronoun-oc "en cuanto"-relativePronoun-es
"Cranach"-properNoun-oc "Cranach"-properNoun-es
"Cranach"-properNoun-es "Cranach"-properNoun-oc
"Cranach"-properNoun-es "Cranach"-noun-oc
"Cranach"-noun-oc "Cranach"-properNoun-es
"Crespí"-properNoun-oc "Crespí"-properNoun-es
"Crespí"-properNoun-es "Crespí"-properNoun-oc
"Crespí"-properNoun-es "Crespí"-noun-oc
"Crespí"-noun-oc "Crespí"-properNoun-es
"Cruyff"-properNoun-oc "Cruyff"-properNoun-es
"Cruyff"-properNoun-es "Cruyff"-properNoun-oc
"Cruyff"-properNoun-es "Cruyff"-noun-oc
"Cruyff"-noun-oc "Cruyff"-properNoun-es
"Delaurens"-properNoun-oc "Delaurens"-properNoun-es
"Delaurens"-properNoun-es "Delaurens"-properNoun-oc
"Delaurens"-properNoun-es "Delaurens"-noun-oc
"Delaurens"-noun-oc "Delaurens"-properNoun-es
"Espadaler"-properNoun-oc "Espadaler"-properNoun-es
"Espadaler"-properNoun-es "Espadaler"-properNoun-oc
"Espadaler"-properNoun-es "Espadaler"-noun-oc
"Espadaler"-noun-oc "Espadaler"-properNoun-es
"Espriu"-properNoun-oc "Espriu"-properNoun-es
"Espriu"-properNoun-es "Espriu"-properNoun-oc
"Espriu"-properNoun-es "Espriu"-noun-oc
"Espriu"-noun-oc "Espriu"-properNoun-es
"Estellés"-properNoun-oc "Estellés"-properNoun-es
"Estellés"-properNoun-es "Estellés"-properNoun-oc
"Estellés"-properNoun-es "Estellés"-noun-oc
"Estellés"-noun-oc "Estellés"-properNoun-es
"Esteves"-properNoun-oc "Esteves"-properNoun-es
"Esteves"-properNoun-es "Esteves"-properNoun-oc
"Esteves"-properNoun-es "Esteves"-noun-oc
"Esteves"-noun-oc "Esteves"-properNoun-es
"Eto'o"-properNoun-oc "Eto'o"-properNoun-es
"Eto'o"-properNoun-es "Eto'o"-properNoun-oc
"Eto'o"-properNoun-es "Eto'o"-noun-oc
"Eto'o"-noun-oc "Eto'o"-properNoun-es
"Etoo"-properNoun-oc "Etoo"-properNoun-es
"Etoo"-properNoun-es "Etoo"-properNoun-oc
"Etoo"-properNoun-es "Etoo"-noun-oc
"Etoo"-noun-oc "Etoo"-properNoun-es
"Garriga"-properNoun-oc "Chaparral"-properNoun-es
"Chaparral"-properNoun-es "Garriga"-properNoun-oc
"Chaparral"-properNoun-es "Garriga"-noun-oc
"Garriga"-noun-oc "Chaparral"-properNoun-es
"Garrigosa"-properNoun-oc "Garrigosa"-properNoun-es
"Garrigosa"-properNoun-es "Garrigosa"-properNoun-oc
"Garrigosa"-properNoun-es "Garrigosa"-noun-oc
"Garrigosa"-noun-oc "Garrigosa"-properNoun-es
"Gavaldà"-properNoun-oc "Gavaldà"-properNoun-es
"Gavaldà"-properNoun-es "Gavaldà"-properNoun-oc
"Gavaldà"-properNoun-es "Gavaldà"-noun-oc
"Gavaldà"-noun-oc "Gavaldà"-properNoun-es
"Giró"-properNoun-oc "Giró"-properNoun-es
"Giró"-properNoun-es "Giró"-properNoun-oc
"Giró"-properNoun-es "Giró"-noun-oc
"Giró"-noun-oc "Giró"-properNoun-es
"Grimaldi"-properNoun-oc "Grimaldi"-properNoun-es
"Grimaldi"-properNoun-es "Grimaldi"-properNoun-oc
"Grimaldi"-properNoun-es "Grimaldi"-noun-oc
"Grimaldi"-noun-oc "Grimaldi"-properNoun-es
"Guarner"-properNoun-oc "Guarner"-properNoun-es
"Guarner"-properNoun-es "Guarner"-properNoun-oc
"Guarner"-properNoun-es "Guarner"-noun-oc
"Guarner"-noun-oc "Guarner"-properNoun-es
"Göring"-properNoun-oc "Göring"-properNoun-es
"Göring"-properNoun-es "Göring"-properNoun-oc
"Göring"-properNoun-es "Göring"-noun-oc
"Göring"-noun-oc "Göring"-properNoun-es
"Hanks"-properNoun-oc "Hanks"-properNoun-es
"Hanks"-properNoun-es "Hanks"-properNoun-oc
"Hanks"-properNoun-es "Hanks"-noun-oc
"Hanks"-noun-oc "Hanks"-properNoun-es
"Harrison"-properNoun-oc "Harrison"-properNoun-es
"Harrison"-properNoun-es "Harrison"-properNoun-oc
"Harrison"-properNoun-es "Harrison"-noun-oc
"Harrison"-noun-oc "Harrison"-properNoun-es
"Hausmann"-properNoun-oc "Hausmann"-properNoun-es
"Hausmann"-properNoun-es "Hausmann"-properNoun-oc
"Hausmann"-properNoun-es "Hausmann"-noun-oc
"Hausmann"-noun-oc "Hausmann"-properNoun-es
"Holm"-properNoun-oc "Holm"-properNoun-es
"Holm"-properNoun-es "Holm"-properNoun-oc
"Holm"-properNoun-es "Holm"-noun-oc
"Holm"-noun-oc "Holm"-properNoun-es
"Iceta"-properNoun-oc "Iceta"-properNoun-es
"Iceta"-properNoun-es "Iceta"-properNoun-oc
"Iceta"-properNoun-es "Iceta"-noun-oc
"Iceta"-noun-oc "Iceta"-properNoun-es
"Joanchiquet"-properNoun-oc "Joanchiquet"-properNoun-es
"Joanchiquet"-properNoun-es "Joanchiquet"-properNoun-oc
"Joanchiquet"-properNoun-es "Joanchiquet"-noun-oc
"Joanchiquet"-noun-oc "Joanchiquet"-properNoun-es
"Kameni"-properNoun-oc "Kameni"-properNoun-es
"Kameni"-properNoun-es "Kameni"-properNoun-oc
"Kameni"-properNoun-es "Kameni"-noun-oc
"Kameni"-noun-oc "Kameni"-properNoun-es
"Keeling"-properNoun-oc "Keeling"-properNoun-es
"Keeling"-properNoun-es "Keeling"-properNoun-oc
"Keeling"-properNoun-es "Keeling"-noun-oc
"Keeling"-noun-oc "Keeling"-properNoun-es
"Kerry"-properNoun-oc "Kerry"-properNoun-es
"Kerry"-properNoun-es "Kerry"-properNoun-oc
"Kerry"-properNoun-es "Kerry"-noun-oc
"Kerry"-noun-oc "Kerry"-properNoun-es
"Larreula"-properNoun-oc "Larreula"-properNoun-es
"Larreula"-properNoun-es "Larreula"-properNoun-oc
"Larreula"-properNoun-es "Larreula"-noun-oc
"Larreula"-noun-oc "Larreula"-properNoun-es
"Lindo"-properNoun-oc "Lindo"-properNoun-es
"Lindo"-properNoun-es "Lindo"-properNoun-oc
"Lindo"-properNoun-es "Lindo"-noun-oc
"Lindo"-noun-oc "Lindo"-properNoun-es
"Liszt"-properNoun-oc "Liszt"-properNoun-es
"Liszt"-properNoun-es "Liszt"-properNoun-oc
"Liszt"-properNoun-es "Liszt"-noun-oc
"Liszt"-noun-oc "Liszt"-properNoun-es
"Llúria"-properNoun-oc "Llúria"-properNoun-es
"Llúria"-properNoun-es "Llúria"-properNoun-oc
"Llúria"-properNoun-es "Llúria"-noun-oc
"Llúria"-noun-oc "Llúria"-properNoun-es
"Losantos"-properNoun-oc "Losantos"-properNoun-es
"Losantos"-properNoun-es "Losantos"-properNoun-oc
"Losantos"-properNoun-es "Losantos"-noun-oc
"Losantos"-noun-oc "Losantos"-properNoun-es
"Lotina"-properNoun-oc "Lotina"-properNoun-es
"Lotina"-properNoun-es "Lotina"-properNoun-oc
"Lotina"-properNoun-es "Lotina"-noun-oc
"Lotina"-noun-oc "Lotina"-properNoun-es
"Mahfuz"-properNoun-oc "Mahfuz"-properNoun-es
"Mahfuz"-properNoun-es "Mahfuz"-properNoun-oc
"Mahfuz"-properNoun-es "Mahfuz"-noun-oc
"Mahfuz"-noun-oc "Mahfuz"-properNoun-es
"Mandri"-properNoun-oc "Mandri"-properNoun-es
"Mandri"-properNoun-es "Mandri"-properNoun-oc
"Mandri"-properNoun-es "Mandri"-noun-oc
"Mandri"-noun-oc "Mandri"-properNoun-es
"Martinhon"-properNoun-oc "Martinhon"-properNoun-es
"Martinhon"-properNoun-es "Martinhon"-properNoun-oc
"Martinhon"-properNoun-es "Martinhon"-noun-oc
"Martinhon"-noun-oc "Martinhon"-properNoun-es
"Massip"-properNoun-oc "Massip"-properNoun-es
"Massip"-properNoun-es "Massip"-properNoun-oc
"Massip"-properNoun-es "Massip"-noun-oc
"Massip"-noun-oc "Massip"-properNoun-es
"Medan"-properNoun-oc "Medan"-properNoun-es
"Medan"-properNoun-es "Medan"-properNoun-oc
"Medan"-properNoun-es "Medan"-noun-oc
"Medan"-noun-oc "Medan"-properNoun-es
"Mieras"-properNoun-oc "Mieras"-properNoun-es
"Mieras"-properNoun-es "Mieras"-properNoun-oc
"Mieras"-properNoun-es "Mieras"-noun-oc
"Mieras"-noun-oc "Mieras"-properNoun-es
"Minoves"-properNoun-oc "Minoves"-properNoun-es
"Minoves"-properNoun-es "Minoves"-properNoun-oc
"Minoves"-properNoun-es "Minoves"-noun-oc
"Minoves"-noun-oc "Minoves"-properNoun-es
"Monturiol"-properNoun-oc "Monturiol"-properNoun-es
"Monturiol"-properNoun-es "Monturiol"-properNoun-oc
"Monturiol"-properNoun-es "Monturiol"-noun-oc
"Monturiol"-noun-oc "Monturiol"-properNoun-es
"Moyà"-properNoun-oc "Moyà"-properNoun-es
"Moyà"-properNoun-es "Moyà"-properNoun-oc
"Moyà"-properNoun-es "Moyà"-noun-oc
"Moyà"-noun-oc "Moyà"-properNoun-es
"Mumbrú"-properNoun-oc "Mumbrú"-properNoun-es
"Mumbrú"-properNoun-es "Mumbrú"-properNoun-oc
"Mumbrú"-properNoun-es "Mumbrú"-noun-oc
"Mumbrú"-noun-oc "Mumbrú"-properNoun-es
"Museveni"-properNoun-oc "Museveni"-properNoun-es
"Museveni"-properNoun-es "Museveni"-properNoun-oc
"Museveni"-properNoun-es "Museveni"-noun-oc
"Museveni"-noun-oc "Museveni"-properNoun-es
"Màrquez"-properNoun-oc "Màrquez"-properNoun-es
"Màrquez"-properNoun-es "Màrquez"-properNoun-oc
"Màrquez"-properNoun-es "Màrquez"-noun-oc
"Màrquez"-noun-oc "Màrquez"-properNoun-es
"Múgica"-properNoun-oc "Múgica"-properNoun-es
"Múgica"-properNoun-es "Múgica"-properNoun-oc
"Múgica"-properNoun-es "Múgica"-noun-oc
"Múgica"-noun-oc "Múgica"-properNoun-es
"Ovidi"-properNoun-oc "Ovidi"-properNoun-es
"Ovidi"-properNoun-es "Ovidi"-properNoun-oc
"Ovidi"-properNoun-es "Ovidi"-noun-oc
"Ovidi"-noun-oc "Ovidi"-properNoun-es
"Partal"-properNoun-oc "Partal"-properNoun-es
"Partal"-properNoun-es "Partal"-properNoun-oc
"Partal"-properNoun-es "Partal"-noun-oc
"Partal"-noun-oc "Partal"-properNoun-es
"Perdices"-properNoun-oc "Perdices"-properNoun-es
"Perdices"-properNoun-es "Perdices"-properNoun-oc
"Perdices"-properNoun-es "Perdices"-noun-oc
"Perdices"-noun-oc "Perdices"-properNoun-es
"Pidal"-properNoun-oc "Pidal"-properNoun-es
"Pidal"-properNoun-es "Pidal"-properNoun-oc
"Pidal"-properNoun-es "Pidal"-noun-oc
"Pidal"-noun-oc "Pidal"-properNoun-es
"Pierce"-properNoun-oc "Pierce"-properNoun-es
"Pierce"-properNoun-es "Pierce"-properNoun-oc
"Pierce"-properNoun-es "Pierce"-noun-oc
"Pierce"-noun-oc "Pierce"-properNoun-es
"Puigcercós"-properNoun-oc "Puigcercós"-properNoun-es
"Puigcercós"-properNoun-es "Puigcercós"-properNoun-oc
"Puigcercós"-properNoun-es "Puigcercós"-noun-oc
"Puigcercós"-noun-oc "Puigcercós"-properNoun-es
"Recha"-properNoun-oc "Recha"-properNoun-es
"Recha"-properNoun-es "Recha"-properNoun-oc
"Recha"-properNoun-es "Recha"-noun-oc
"Recha"-noun-oc "Recha"-properNoun-es
"Ridley"-properNoun-oc "Ridley"-properNoun-es
"Ridley"-properNoun-es "Ridley"-properNoun-oc
"Ridley"-properNoun-es "Ridley"-noun-oc
"Ridley"-noun-oc "Ridley"-properNoun-es
"Rijkaard"-properNoun-oc "Rijkaard"-properNoun-es
"Rijkaard"-properNoun-es "Rijkaard"-properNoun-oc
"Rijkaard"-properNoun-es "Rijkaard"-noun-oc
"Rijkaard"-noun-oc "Rijkaard"-properNoun-es
"Riquer"-properNoun-oc "Riquer"-properNoun-es
"Riquer"-properNoun-es "Riquer"-properNoun-oc
"Riquer"-properNoun-es "Riquer"-noun-oc
"Riquer"-noun-oc "Riquer"-properNoun-es
"Robbins"-properNoun-oc "Robbins"-properNoun-es
"Robbins"-properNoun-es "Robbins"-properNoun-oc
"Robbins"-properNoun-es "Robbins"-noun-oc
"Robbins"-noun-oc "Robbins"-properNoun-es
"Robredo"-properNoun-oc "Robredo"-properNoun-es
"Robredo"-properNoun-es "Robredo"-properNoun-oc
"Robredo"-properNoun-es "Robredo"-noun-oc
"Robredo"-noun-oc "Robredo"-properNoun-es
"Roderic"-properNoun-oc "Roderic"-properNoun-es
"Roderic"-properNoun-es "Roderic"-properNoun-oc
"Roderic"-properNoun-es "Roderic"-noun-oc
"Roderic"-noun-oc "Roderic"-properNoun-es
"Roldan"-properNoun-oc "Roldan"-properNoun-es
"Roldan"-properNoun-es "Roldan"-properNoun-oc
"Roldan"-properNoun-es "Roldan"-noun-oc
"Roldan"-noun-oc "Roldan"-properNoun-es
"Rubianes"-properNoun-oc "Rubianes"-properNoun-es
"Rubianes"-properNoun-es "Rubianes"-properNoun-oc
"Rubianes"-properNoun-es "Rubianes"-noun-oc
"Rubianes"-noun-oc "Rubianes"-properNoun-es
"Salvadó"-properNoun-oc "Salvadó"-properNoun-es
"Salvadó"-properNoun-es "Salvadó"-properNoun-oc
"Salvadó"-properNoun-es "Salvadó"-noun-oc
"Salvadó"-noun-oc "Salvadó"-properNoun-es
"Samaranch"-properNoun-oc "Samaranch"-properNoun-es
"Samaranch"-properNoun-es "Samaranch"-properNoun-oc
"Samaranch"-properNoun-es "Samaranch"-noun-oc
"Samaranch"-noun-oc "Samaranch"-properNoun-es
"Sambeat"-properNoun-oc "Sambeat"-properNoun-es
"Sambeat"-properNoun-es "Sambeat"-properNoun-oc
"Sambeat"-properNoun-es "Sambeat"-noun-oc
"Sambeat"-noun-oc "Sambeat"-properNoun-es
"Sanger"-properNoun-oc "Sanger"-properNoun-es
"Sanger"-properNoun-es "Sanger"-properNoun-oc
"Sanger"-properNoun-es "Sanger"-noun-oc
"Sanger"-noun-oc "Sanger"-properNoun-es
"Sanllehy"-properNoun-oc "Sanllehy"-properNoun-es
"Sanllehy"-properNoun-es "Sanllehy"-properNoun-oc
"Sanllehy"-properNoun-es "Sanllehy"-noun-oc
"Sanllehy"-noun-oc "Sanllehy"-properNoun-es
"Sarsanedas"-properNoun-oc "Sarsanedas"-properNoun-es
"Sarsanedas"-properNoun-es "Sarsanedas"-properNoun-oc
"Sarsanedas"-properNoun-es "Sarsanedas"-noun-oc
"Sarsanedas"-noun-oc "Sarsanedas"-properNoun-es
"Saviola"-properNoun-oc "Saviola"-properNoun-es
"Saviola"-properNoun-es "Saviola"-properNoun-oc
"Saviola"-properNoun-es "Saviola"-noun-oc
"Saviola"-noun-oc "Saviola"-properNoun-es
"Schönberg"-properNoun-oc "Schönberg"-properNoun-es
"Schönberg"-properNoun-es "Schönberg"-properNoun-oc
"Schönberg"-properNoun-es "Schönberg"-noun-oc
"Schönberg"-noun-oc "Schönberg"-properNoun-es
"Siegbahn"-properNoun-oc "Siegbahn"-properNoun-es
"Siegbahn"-properNoun-es "Siegbahn"-properNoun-oc
"Siegbahn"-properNoun-es "Siegbahn"-noun-oc
"Siegbahn"-noun-oc "Siegbahn"-properNoun-es
"Socasau"-properNoun-oc "Socasau"-properNoun-es
"Socasau"-properNoun-es "Socasau"-properNoun-oc
"Socasau"-properNoun-es "Socasau"-noun-oc
"Socasau"-noun-oc "Socasau"-properNoun-es
"Stamford"-properNoun-oc "Stamford"-properNoun-es
"Stamford"-properNoun-es "Stamford"-properNoun-oc
"Stamford"-properNoun-es "Stamford"-noun-oc
"Stamford"-noun-oc "Stamford"-properNoun-es
"Subirada"-properNoun-oc "Subirada"-properNoun-es
"Subirada"-properNoun-es "Subirada"-properNoun-oc
"Subirada"-properNoun-es "Subirada"-noun-oc
"Subirada"-noun-oc "Subirada"-properNoun-es
"Such"-properNoun-oc "Such"-properNoun-es
"Such"-properNoun-es "Such"-properNoun-oc
"Such"-properNoun-es "Such"-noun-oc
"Such"-noun-oc "Such"-properNoun-es
"Sugranyes"-properNoun-oc "Sugranyes"-properNoun-es
"Sugranyes"-properNoun-es "Sugranyes"-properNoun-oc
"Sugranyes"-properNoun-es "Sugranyes"-noun-oc
"Sugranyes"-noun-oc "Sugranyes"-properNoun-es
"Sunyol"-properNoun-oc "Sunyol"-properNoun-es
"Sunyol"-properNoun-es "Sunyol"-properNoun-oc
"Sunyol"-properNoun-es "Sunyol"-noun-oc
"Sunyol"-noun-oc "Sunyol"-properNoun-es
"Tarrado"-properNoun-oc "Tarrado"-properNoun-es
"Tarrado"-properNoun-es "Tarrado"-properNoun-oc
"Tarrado"-properNoun-es "Tarrado"-noun-oc
"Tarrado"-noun-oc "Tarrado"-properNoun-es
"Taupiac"-properNoun-oc "Taupiac"-properNoun-es
"Taupiac"-properNoun-es "Taupiac"-properNoun-oc
"Taupiac"-properNoun-es "Taupiac"-noun-oc
"Taupiac"-noun-oc "Taupiac"-properNoun-es
"Terrassa"-properNoun-oc "Tarrasa"-properNoun-es
"Tarrasa"-properNoun-es "Terrassa"-properNoun-oc
"Tarrasa"-properNoun-es "Terrassa"-noun-oc
"Terrassa"-noun-oc "Tarrasa"-properNoun-es
"Terribas"-properNoun-oc "Terribas"-properNoun-es
"Terribas"-properNoun-es "Terribas"-properNoun-oc
"Terribas"-properNoun-es "Terribas"-noun-oc
"Terribas"-noun-oc "Terribas"-properNoun-es
"Thorpe"-properNoun-oc "Thorpe"-properNoun-es
"Thorpe"-properNoun-es "Thorpe"-properNoun-oc
"Thorpe"-properNoun-es "Thorpe"-noun-oc
"Thorpe"-noun-oc "Thorpe"-properNoun-es
"Thurman"-properNoun-oc "Thurman"-properNoun-es
"Thurman"-properNoun-es "Thurman"-properNoun-oc
"Thurman"-properNoun-es "Thurman"-noun-oc
"Thurman"-noun-oc "Thurman"-properNoun-es
"Trizin"-properNoun-oc "Trizin"-properNoun-es
"Trizin"-properNoun-es "Trizin"-properNoun-oc
"Trizin"-properNoun-es "Trizin"-noun-oc
"Trizin"-noun-oc "Trizin"-properNoun-es
"Verdi"-properNoun-oc "Verdi"-properNoun-es
"Verdi"-properNoun-es "Verdi"-properNoun-oc
"Verdi"-properNoun-es "Verdi"-noun-oc
"Verdi"-noun-oc "Verdi"-properNoun-es
"Vicenç"-properNoun-oc "Vicenç"-properNoun-es
"Vicenç"-properNoun-es "Vicenç"-properNoun-oc
"Vicenç"-properNoun-es "Vicenç"-noun-oc
"Vicenç"-noun-oc "Vicenç"-properNoun-es
"Vince"-properNoun-oc "Vince"-properNoun-es
"Vince"-properNoun-es "Vince"-properNoun-oc
"Vince"-properNoun-es "Vince"-noun-oc
"Vince"-noun-oc "Vince"-properNoun-es
"Waals"-properNoun-oc "Waals"-properNoun-es
"Waals"-properNoun-es "Waals"-properNoun-oc
"Waals"-properNoun-es "Waals"-noun-oc
"Waals"-noun-oc "Waals"-properNoun-es
"Wojtyla"-properNoun-oc "Wojtyla"-properNoun-es
"Wojtyla"-properNoun-es "Wojtyla"-properNoun-oc
"Wojtyla"-properNoun-es "Wojtyla"-noun-oc
"Wojtyla"-noun-oc "Wojtyla"-properNoun-es
"Xicoy"-properNoun-oc "Xicoy"-properNoun-es
"Xicoy"-properNoun-es "Xicoy"-properNoun-oc
"Xicoy"-properNoun-es "Xicoy"-noun-oc
"Xicoy"-noun-oc "Xicoy"-properNoun-es
"Yunus"-properNoun-oc "Yunus"-properNoun-es
"Yunus"-properNoun-es "Yunus"-properNoun-oc
"Yunus"-properNoun-es "Yunus"-noun-oc
"Yunus"-noun-oc "Yunus"-properNoun-es
"Zarranz"-properNoun-oc "Zarranz"-properNoun-es
"Zarranz"-properNoun-es "Zarranz"-properNoun-oc
"Zarranz"-properNoun-es "Zarranz"-noun-oc
"Zarranz"-noun-oc "Zarranz"-properNoun-es
"Edmilson"-properNoun-oc "Edmilson"-properNoun-es
"Edmilson"-properNoun-es "Edmilson"-properNoun-oc
"Edmilson"-properNoun-es "Edmilson"-noun-oc
"Edmilson"-noun-oc "Edmilson"-properNoun-es
"Freche"-properNoun-oc "Freche"-properNoun-es
"Freche"-properNoun-es "Freche"-properNoun-oc
"Freche"-properNoun-es "Freche"-noun-oc
"Freche"-noun-oc "Freche"-properNoun-es
"Magràs"-properNoun-oc "Carnestoltes"-properNoun-es
"Carnestoltes"-properNoun-es "Magràs"-properNoun-oc
"Carnestoltes"-properNoun-es "Magràs"-noun-oc
"Magràs"-noun-oc "Carnestoltes"-properNoun-es
"per part de"-preposition-oc "de parte de"-preposition-es
"de parte de"-preposition-es "per part de"-preposition-oc
"de parte de"-preposition-es "de la part de"-preposition-oc
"de la part de"-preposition-oc "de parte de"-preposition-es
"Ròse"-properNoun-oc "Ròse"-properNoun-es
"Ròse"-properNoun-es "Ròse"-properNoun-oc
"Sèina"-properNoun-oc "Sèina"-properNoun-es
"Sèina"-properNoun-es "Sèina"-properNoun-oc
"Mosèla"-properNoun-oc "Mosel·la"-properNoun-es
"Mosel·la"-properNoun-es "Mosèla"-properNoun-oc
"Marna"-properNoun-oc "Marna"-properNoun-es
"Marna"-properNoun-es "Marna"-properNoun-oc
"Zuric"-properNoun-oc "Zúrich"-properNoun-es
"Zúrich"-properNoun-es "Zuric"-properNoun-oc
"Albèrta"-properNoun-oc "Alberta"-properNoun-es
"Alberta"-properNoun-es "Albèrta"-properNoun-oc
"Òlt"-properNoun-oc "Olt"-properNoun-es
"Olt"-properNoun-es "Òlt"-properNoun-oc
"Anatolia"-properNoun-oc "Anatólia"-properNoun-es
"Anatólia"-properNoun-es "Anatolia"-properNoun-oc
"Lombardia"-properNoun-oc "Lombardia"-properNoun-es
"Lombardia"-properNoun-es "Lombardia"-properNoun-oc
"Arràs"-properNoun-oc "Arrás"-properNoun-es
"Arrás"-properNoun-es "Arràs"-properNoun-oc
"Vauclusa"-properNoun-oc "Valclusa"-properNoun-es
"Valclusa"-properNoun-es "Vauclusa"-properNoun-oc
"Monica"-properNoun-oc "Monica"-properNoun-es
"Monica"-properNoun-es "Monica"-properNoun-oc
"Renée"-properNoun-oc "Renée"-properNoun-es
"Renée"-properNoun-es "Renée"-properNoun-oc
"Diane"-properNoun-oc "Diane"-properNoun-es
"Diane"-properNoun-es "Diane"-properNoun-oc
"Rachel"-properNoun-oc "Rachel"-properNoun-es
"Rachel"-properNoun-es "Rachel"-properNoun-oc
"Ivona"-properNoun-oc "Ivona"-properNoun-es
"Ivona"-properNoun-es "Ivona"-properNoun-oc
"Lois"-properNoun-oc "Lois"-properNoun-es
"Lois"-properNoun-es "Lois"-properNoun-oc
"Hilary"-properNoun-oc "Hilary"-properNoun-es
"Hilary"-properNoun-es "Hilary"-properNoun-oc
"Natalie"-properNoun-oc "Natalie"-properNoun-es
"Natalie"-properNoun-es "Natalie"-properNoun-oc
"Lauren"-properNoun-oc "Lauren"-properNoun-es
"Lauren"-properNoun-es "Lauren"-properNoun-oc
"Loís"-properNoun-oc "Loís"-properNoun-es
"Loís"-properNoun-es "Loís"-properNoun-oc
"Antòni"-properNoun-oc "Antòni"-properNoun-es
"Antòni"-properNoun-es "Antòni"-properNoun-oc
"Quentin"-properNoun-oc "Quentin"-properNoun-es
"Quentin"-properNoun-es "Quentin"-properNoun-oc
"Luigi"-properNoun-oc "Luigi"-properNoun-es
"Luigi"-properNoun-es "Luigi"-properNoun-oc
"Harold"-properNoun-oc "Harold"-properNoun-es
"Harold"-properNoun-es "Harold"-properNoun-oc
"Sean"-properNoun-oc "Sean"-properNoun-es
"Sean"-properNoun-es "Sean"-properNoun-oc
"Rudy"-properNoun-oc "Rudy"-properNoun-es
"Rudy"-properNoun-es "Rudy"-properNoun-oc
"Eddy"-properNoun-oc "Eddy"-properNoun-es
"Eddy"-properNoun-es "Eddy"-properNoun-oc
"Sherlock"-properNoun-oc "Sherlock"-properNoun-es
"Sherlock"-properNoun-es "Sherlock"-properNoun-oc
"conhat"-noun-oc "cunyado"-noun-es
"cunyado"-noun-es "conhat"-noun-oc
"curd"-adjective-oc "curdo"-adjective-es
"curdo"-adjective-es "curd"-adjective-oc
"sapaire"-noun-oc "zapador"-noun-es
"zapador"-noun-es "sapaire"-noun-oc
"bròssa"-noun-oc "broza"-noun-es
"broza"-noun-es "bròssa"-noun-oc
"broza"-noun-es "espolseta"-noun-oc
"espolseta"-noun-oc "broza"-noun-es
"sardana"-noun-oc "sardana"-noun-es
"sardana"-noun-es "sardana"-noun-oc
"fredament"-adverb-oc "con frialdad"-adverb-es
"con frialdad"-adverb-es "fredament"-adverb-oc
"con frialdad"-adverb-es "heiredaments"-adverb-oc
"heiredaments"-adverb-oc "con frialdad"-adverb-es
"Inter"-properNoun-oc "Inter"-properNoun-es
"Inter"-properNoun-es "Inter"-properNoun-oc
"Champions"-properNoun-oc "Champions"-properNoun-es
"Champions"-properNoun-es "Champions"-properNoun-oc
"Juventus"-properNoun-oc "Juventus"-properNoun-es
"Juventus"-properNoun-es "Juventus"-properNoun-oc
"Moritz"-properNoun-oc "Moritz"-properNoun-es
"Moritz"-properNoun-es "Moritz"-properNoun-oc
"Word"-properNoun-oc "Word"-properNoun-es
"Word"-properNoun-es "Word"-properNoun-oc
"Isèra"-properNoun-oc "Isèra"-properNoun-es
"Isèra"-properNoun-es "Isèra"-properNoun-oc
"Puèi Domat"-properNoun-oc "Puèi Domat"-properNoun-es
"Puèi Domat"-properNoun-es "Puèi Domat"-properNoun-oc
"Vinhana"-properNoun-oc "Vinhana"-properNoun-es
"Vinhana"-properNoun-es "Vinhana"-properNoun-oc
"Hugh"-properNoun-oc "Hugh"-properNoun-es
"Hugh"-properNoun-es "Hugh"-properNoun-oc
"Ròc"-properNoun-oc "Ròc"-properNoun-es
"Ròc"-properNoun-es "Ròc"-properNoun-oc
"Joshua"-properNoun-oc "Joshua"-properNoun-es
"Joshua"-properNoun-es "Joshua"-properNoun-oc
"Dexter"-properNoun-oc "Dexter"-properNoun-es
"Dexter"-properNoun-es "Dexter"-properNoun-oc
"Dustin"-properNoun-oc "Dustin"-properNoun-es
"Dustin"-properNoun-es "Dustin"-properNoun-oc
"Ronaldinho"-properNoun-oc "Ronaldinho"-properNoun-es
"Ronaldinho"-properNoun-es "Ronaldinho"-properNoun-oc
"Christina"-properNoun-oc "Christina"-properNoun-es
"Christina"-properNoun-es "Christina"-properNoun-oc
"Bridget"-properNoun-oc "Bridget"-properNoun-es
"Bridget"-properNoun-es "Bridget"-properNoun-oc
"Soledad"-properNoun-oc "Soledad"-properNoun-es
"Soledad"-properNoun-es "Soledad"-properNoun-oc
"Jacinta"-properNoun-oc "Jacinta"-properNoun-es
"Jacinta"-properNoun-es "Jacinta"-properNoun-oc
"Peitau"-properNoun-oc "Peitau"-properNoun-es
"Peitau"-properNoun-es "Peitau"-properNoun-oc
"Guiana"-properNoun-oc "Guyena"-properNoun-es
"Guyena"-properNoun-es "Guiana"-properNoun-oc
"Bearn"-properNoun-oc "Bearn"-properNoun-es
"Bearn"-properNoun-es "Bearn"-properNoun-oc
"Baden-Württemberg"-properNoun-oc "Baden-Wurttemberg"-properNoun-es
"Baden-Wurttemberg"-properNoun-es "Baden-Württemberg"-properNoun-oc
"Polítkovskaia"-properNoun-oc "Polítkovskaia"-properNoun-es
"Polítkovskaia"-properNoun-es "Polítkovskaia"-properNoun-oc
"Polítkovskaia"-properNoun-es "Polítkovskaia"-noun-oc
"Polítkovskaia"-noun-oc "Polítkovskaia"-properNoun-es
"requalificacion"-noun-oc "recalificación"-noun-es
"recalificación"-noun-es "requalificacion"-noun-oc
"UB"-noun-oc "UB"-noun-es
