"Irène"-properNoun-fr "Irène"-properNoun-ca
"grognon"-noun-fr "rondinaire"-noun-ca
"rouspéteur"-noun-fr "rondinaire"-noun-ca
"râleur"-noun-fr "rondinaire"-noun-ca
"Castilloux"-noun-fr "Castilloux"-noun-ca
"Castilloux"-noun-ca "Castilloux"-noun-fr
"Castilloux"-noun-ca "Castilloux"-properNoun-fr
"Castilloux"-properNoun-fr "Castilloux"-noun-ca
"minéraliser"-verb-fr "mineralitzar"-verb-ca
"mineralitzar"-verb-ca "minéraliser"-verb-fr
"Jomphe"-noun-fr "Jomphe"-noun-ca
"Jomphe"-noun-ca "Jomphe"-noun-fr
"Jomphe"-noun-ca "Jomphe"-properNoun-fr
"Jomphe"-properNoun-fr "Jomphe"-noun-ca
"Cousineau"-noun-fr "Cousineau"-noun-ca
"Cousineau"-noun-ca "Cousineau"-noun-fr
"Cousineau"-noun-ca "Cousineau"-properNoun-fr
"Cousineau"-properNoun-fr "Cousineau"-noun-ca
"xénon"-noun-fr "xenó"-noun-ca
"xenó"-noun-ca "xénon"-noun-fr
"Bacon"-noun-fr "Bacon"-noun-ca
"Bacon"-noun-ca "Bacon"-noun-fr
"Bacon"-noun-ca "Bacon"-properNoun-fr
"Bacon"-properNoun-fr "Bacon"-noun-ca
"Thiffault"-noun-fr "Thiffault"-noun-ca
"Thiffault"-noun-ca "Thiffault"-noun-fr
"Thiffault"-noun-ca "Thiffault"-properNoun-fr
"Thiffault"-properNoun-fr "Thiffault"-noun-ca
"Castañón"-noun-fr "Castañón"-noun-ca
"Castañón"-noun-fr "Castañón"-properNoun-ca
"Castañón"-noun-ca "Castañón"-noun-fr
"Castañón"-noun-ca "Castañón"-properNoun-fr
"Castañón"-properNoun-ca "Castañón"-noun-fr
"Castañón"-properNoun-ca "Castañón"-properNoun-fr
"Castañón"-properNoun-fr "Castañón"-noun-ca
"Castañón"-properNoun-fr "Castañón"-properNoun-ca
"Montmany"-noun-fr "Montmany"-noun-ca
"Montmany"-noun-ca "Montmany"-noun-fr
"Montmany"-noun-ca "Montmany"-properNoun-fr
"Montmany"-properNoun-fr "Montmany"-noun-ca
"fornication"-noun-fr "fornicació"-noun-ca
"fornicació"-noun-ca "fornication"-noun-fr
"Iztueta"-noun-fr "Iztueta"-noun-ca
"Iztueta"-noun-fr "Iztueta"-properNoun-ca
"Iztueta"-noun-ca "Iztueta"-noun-fr
"Iztueta"-noun-ca "Iztueta"-properNoun-fr
"Iztueta"-properNoun-ca "Iztueta"-noun-fr
"Iztueta"-properNoun-ca "Iztueta"-properNoun-fr
"Iztueta"-properNoun-fr "Iztueta"-noun-ca
"Iztueta"-properNoun-fr "Iztueta"-properNoun-ca
"Voiselle"-noun-fr "Voiselle"-noun-ca
"Voiselle"-noun-ca "Voiselle"-noun-fr
"Voiselle"-noun-ca "Voiselle"-properNoun-fr
"Voiselle"-properNoun-fr "Voiselle"-noun-ca
"bipartition"-noun-fr "bipartició"-noun-ca
"bipartició"-noun-ca "bipartition"-noun-fr
"pull"-noun-fr "pul·lòver"-noun-ca
"pul·lòver"-noun-ca "pull"-noun-fr
"Donofrio"-noun-fr "Donofrio"-noun-ca
"Donofrio"-noun-ca "Donofrio"-noun-fr
"Donofrio"-noun-ca "Donofrio"-properNoun-fr
"Donofrio"-properNoun-fr "Donofrio"-noun-ca
"baroudeur"-noun-fr "cercabregues"-noun-ca
"baroudeur"-noun-fr "buscabregues"-noun-ca
"cercabregues"-noun-ca "baroudeur"-noun-fr
"buscabregues"-noun-ca "baroudeur"-noun-fr
"Apollon"-noun-fr "Apol·lo"-properNoun-ca
"Apollon"-noun-fr "Apollon"-noun-ca
"Apol·lo"-properNoun-ca "Apollon"-noun-fr
"Apol·lo"-properNoun-ca "Apollon"-properNoun-fr
"Apol·lo"-properNoun-ca "Apolo"-properNoun-fr
"Apollon"-noun-ca "Apollon"-noun-fr
"Apollon"-noun-ca "Apollon"-properNoun-fr
"Apollon"-properNoun-fr "Apol·lo"-properNoun-ca
"Apollon"-properNoun-fr "Apollon"-noun-ca
"Apolo"-properNoun-fr "Apol·lo"-properNoun-ca
"consubstantiellement"-adverb-fr "consubstancialment"-adverb-ca
"consubstancialment"-adverb-ca "consubstantiellement"-adverb-fr
"Còrdas"-noun-fr "Còrdas"-noun-ca
"Còrdas"-noun-fr "Còrdas"-properNoun-ca
"Còrdas"-noun-ca "Còrdas"-noun-fr
"Còrdas"-noun-ca "Còrdas"-properNoun-fr
"Còrdas"-properNoun-ca "Còrdas"-noun-fr
"Còrdas"-properNoun-ca "Còrdas"-properNoun-fr
"Còrdas"-properNoun-fr "Còrdas"-noun-ca
"Còrdas"-properNoun-fr "Còrdas"-properNoun-ca
"anatidé"-noun-fr "anàtid"-noun-ca
"anàtid"-noun-ca "anatidé"-noun-fr
"Gorbachov"-noun-fr "Gorbatxov"-noun-ca
"Gorbachov"-noun-fr "Gorbatxov"-properNoun-ca
"Gorbatxov"-noun-ca "Gorbachov"-noun-fr
"Gorbatxov"-noun-ca "Gorbachov"-properNoun-fr
"Gorbatxov"-noun-ca "Gorbatchev"-noun-fr
"Gorbatxov"-noun-ca "Gorbatchev"-properNoun-fr
"Gorbatxov"-properNoun-ca "Gorbachov"-noun-fr
"Gorbatxov"-properNoun-ca "Gorbachov"-properNoun-fr
"Gorbatxov"-properNoun-ca "Gorbatchev"-noun-fr
"Gorbatxov"-properNoun-ca "Gorbatchev"-properNoun-fr
"Gorbachov"-properNoun-fr "Gorbatxov"-noun-ca
"Gorbachov"-properNoun-fr "Gorbatxov"-properNoun-ca
"Gorbatchev"-noun-fr "Gorbatxov"-noun-ca
"Gorbatchev"-noun-fr "Gorbatxov"-properNoun-ca
"Gorbatchev"-noun-fr "Gorbachov"-noun-ca
"Gorbatchev"-noun-fr "Gorbachov"-properNoun-ca
"Gorbatchev"-properNoun-fr "Gorbatxov"-noun-ca
"Gorbatchev"-properNoun-fr "Gorbatxov"-properNoun-ca
"Gorbatchev"-properNoun-fr "Gorbachov"-noun-ca
"Gorbatchev"-properNoun-fr "Gorbachov"-properNoun-ca
"Power"-noun-fr "Power"-noun-ca
"Power"-noun-ca "Power"-noun-fr
"Power"-noun-ca "Power"-properNoun-fr
"Power"-properNoun-fr "Power"-noun-ca
"Petit"-noun-fr "Petit"-noun-ca
"Petit"-noun-ca "Petit"-noun-fr
"Petit"-noun-ca "Petit"-properNoun-fr
"Petit"-properNoun-fr "Petit"-noun-ca
"Hérard"-noun-fr "Hérard"-noun-ca
"Hérard"-noun-ca "Hérard"-noun-fr
"Hérard"-noun-ca "Hérard"-properNoun-fr
"Hérard"-properNoun-fr "Hérard"-noun-ca
"exemplaire"-adjective-fr "exemplar"-adjective-ca
"exemplar"-adjective-ca "exemplaire"-adjective-fr
"Hariri"-noun-fr "Hariri"-noun-ca
"Hariri"-noun-fr "Hariri"-properNoun-ca
"Hariri"-noun-ca "Hariri"-noun-fr
"Hariri"-noun-ca "Hariri"-properNoun-fr
"Hariri"-properNoun-ca "Hariri"-noun-fr
"Hariri"-properNoun-ca "Hariri"-properNoun-fr
"Hariri"-properNoun-fr "Hariri"-noun-ca
"Hariri"-properNoun-fr "Hariri"-properNoun-ca
"Adorno"-noun-fr "Adorno"-noun-ca
"Adorno"-noun-fr "Adorno"-properNoun-ca
"Adorno"-noun-ca "Adorno"-noun-fr
"Adorno"-noun-ca "Adorno"-properNoun-fr
"Adorno"-properNoun-ca "Adorno"-noun-fr
"Adorno"-properNoun-ca "Adorno"-properNoun-fr
"Adorno"-properNoun-fr "Adorno"-noun-ca
"Adorno"-properNoun-fr "Adorno"-properNoun-ca
"Amada"-properNoun-fr "Amada"-properNoun-ca
"Amada"-properNoun-ca "Amada"-properNoun-fr
"Lomas"-noun-fr "Lomas"-noun-ca
"Lomas"-noun-ca "Lomas"-noun-fr
"Lomas"-noun-ca "Lomas"-properNoun-fr
"Lomas"-properNoun-fr "Lomas"-noun-ca
"envers"-noun-fr "inrevés"-noun-ca
"inrevés"-noun-ca "envers"-noun-fr
"fusée"-noun-fr "bengala"-noun-ca
"bengala"-noun-ca "fusée"-noun-fr
"scinder"-verb-fr "escindir"-verb-ca
"escindir"-verb-ca "scinder"-verb-fr
"Juquin"-noun-fr "Juquin"-noun-ca
"Juquin"-noun-fr "Juquin"-properNoun-ca
"Juquin"-noun-ca "Juquin"-noun-fr
"Juquin"-noun-ca "Juquin"-properNoun-fr
"Juquin"-properNoun-ca "Juquin"-noun-fr
"Juquin"-properNoun-ca "Juquin"-properNoun-fr
"Juquin"-properNoun-fr "Juquin"-noun-ca
"Juquin"-properNoun-fr "Juquin"-properNoun-ca
"Repullés"-noun-fr "Repullés"-noun-ca
"Repullés"-noun-fr "Repullés"-properNoun-ca
"Repullés"-noun-ca "Repullés"-noun-fr
"Repullés"-noun-ca "Repullés"-properNoun-fr
"Repullés"-properNoun-ca "Repullés"-noun-fr
"Repullés"-properNoun-ca "Repullés"-properNoun-fr
"Repullés"-properNoun-fr "Repullés"-noun-ca
"Repullés"-properNoun-fr "Repullés"-properNoun-ca
"sectarisme"-noun-fr "sectarisme"-noun-ca
"sectarisme"-noun-ca "sectarisme"-noun-fr
"Barba"-noun-fr "Barba"-noun-ca
"Barba"-noun-ca "Barba"-noun-fr
"Barba"-noun-ca "Barba"-properNoun-fr
"Barba"-properNoun-fr "Barba"-noun-ca
"de Unamuno"-noun-fr "de Unamuno"-noun-ca
"de Unamuno"-noun-fr "de Unamuno"-properNoun-ca
"de Unamuno"-noun-ca "de Unamuno"-noun-fr
"de Unamuno"-noun-ca "de Unamuno"-properNoun-fr
"de Unamuno"-properNoun-ca "de Unamuno"-noun-fr
"de Unamuno"-properNoun-ca "de Unamuno"-properNoun-fr
"de Unamuno"-properNoun-fr "de Unamuno"-noun-ca
"de Unamuno"-properNoun-fr "de Unamuno"-properNoun-ca
"Fontseré"-noun-fr "Fontseré"-noun-ca
"Fontseré"-noun-ca "Fontseré"-noun-fr
"Fontseré"-noun-ca "Fontseré"-properNoun-fr
"Fontseré"-properNoun-fr "Fontseré"-noun-ca
"phylogénie"-noun-fr "filogènia"-noun-ca
"filogènia"-noun-ca "phylogénie"-noun-fr
"Lleixa"-noun-fr "Lleixa"-noun-ca
"Lleixa"-noun-ca "Lleixa"-noun-fr
"Lleixa"-noun-ca "Lleixa"-properNoun-fr
"Lleixa"-properNoun-fr "Lleixa"-noun-ca
"zombi"-noun-fr "zombi"-noun-ca
"zombi"-noun-ca "zombi"-noun-fr
"zombi"-noun-ca "zombie"-noun-fr
"zombie"-noun-fr "zombi"-noun-ca
"Faba"-noun-fr "Faba"-noun-ca
"Faba"-noun-ca "Faba"-noun-fr
"Faba"-noun-ca "Faba"-properNoun-fr
"Faba"-properNoun-fr "Faba"-noun-ca
"Wong"-noun-fr "Wong"-noun-ca
"Wong"-noun-ca "Wong"-noun-fr
"Wong"-noun-ca "Wong"-properNoun-fr
"Wong"-properNoun-fr "Wong"-noun-ca
"Chatelois"-noun-fr "Chatelois"-noun-ca
"Chatelois"-noun-ca "Chatelois"-noun-fr
"Chatelois"-noun-ca "Chatelois"-properNoun-fr
"Chatelois"-properNoun-fr "Chatelois"-noun-ca
"Vignes"-noun-fr "Vignes"-noun-ca
"Vignes"-noun-fr "Vignes"-properNoun-ca
"Vignes"-noun-ca "Vignes"-noun-fr
"Vignes"-noun-ca "Vignes"-properNoun-fr
"Vignes"-properNoun-ca "Vignes"-noun-fr
"Vignes"-properNoun-ca "Vignes"-properNoun-fr
"Vignes"-properNoun-fr "Vignes"-noun-ca
"Vignes"-properNoun-fr "Vignes"-properNoun-ca
"àlgid"-adjective-ca "culminant"-adjective-fr
"culminant"-adjective-fr "àlgid"-adjective-ca
"Laguiller"-noun-fr "Laguiller"-noun-ca
"Laguiller"-noun-fr "Laguiller"-properNoun-ca
"Laguiller"-noun-ca "Laguiller"-noun-fr
"Laguiller"-noun-ca "Laguiller"-properNoun-fr
"Laguiller"-properNoun-ca "Laguiller"-noun-fr
"Laguiller"-properNoun-ca "Laguiller"-properNoun-fr
"Laguiller"-properNoun-fr "Laguiller"-noun-ca
"Laguiller"-properNoun-fr "Laguiller"-properNoun-ca
"centésimal"-adjective-fr "centesimal"-adjective-ca
"centesimal"-adjective-ca "centésimal"-adjective-fr
"Acebes"-noun-fr "Acebes"-noun-ca
"Acebes"-noun-fr "Acebes"-properNoun-ca
"Acebes"-noun-ca "Acebes"-noun-fr
"Acebes"-noun-ca "Acebes"-properNoun-fr
"Acebes"-properNoun-ca "Acebes"-noun-fr
"Acebes"-properNoun-ca "Acebes"-properNoun-fr
"Acebes"-properNoun-fr "Acebes"-noun-ca
"Acebes"-properNoun-fr "Acebes"-properNoun-ca
"Albéniz"-noun-fr "Albéniz"-noun-ca
"Albéniz"-noun-fr "Albéniz"-properNoun-ca
"Albéniz"-noun-ca "Albéniz"-noun-fr
"Albéniz"-noun-ca "Albéniz"-properNoun-fr
"Albéniz"-properNoun-ca "Albéniz"-noun-fr
"Albéniz"-properNoun-ca "Albéniz"-properNoun-fr
"Albéniz"-properNoun-fr "Albéniz"-noun-ca
"Albéniz"-properNoun-fr "Albéniz"-properNoun-ca
"commensurable"-adjective-fr "commensurable"-adjective-ca
"commensurable"-adjective-ca "commensurable"-adjective-fr
"Muntal"-noun-fr "Muntal"-noun-ca
"Muntal"-noun-ca "Muntal"-noun-fr
"Muntal"-noun-ca "Muntal"-properNoun-fr
"Muntal"-properNoun-fr "Muntal"-noun-ca
"parterre"-noun-fr "parterre"-noun-ca
"parterre"-noun-fr "platea"-noun-ca
"parterre"-noun-ca "parterre"-noun-fr
"platea"-noun-ca "parterre"-noun-fr
"Julien"-noun-fr "Julien"-noun-ca
"Julien"-noun-ca "Julien"-noun-fr
"Julien"-noun-ca "Julien"-properNoun-fr
"Julien"-properNoun-fr "Julien"-noun-ca
"Yeste"-noun-fr "Yeste"-noun-ca
"Yeste"-noun-ca "Yeste"-noun-fr
"Yeste"-noun-ca "Yeste"-properNoun-fr
"Yeste"-properNoun-fr "Yeste"-noun-ca
"Goneau"-noun-fr "Goneau"-noun-ca
"Goneau"-noun-ca "Goneau"-noun-fr
"Goneau"-noun-ca "Goneau"-properNoun-fr
"Goneau"-properNoun-fr "Goneau"-noun-ca
"Castañer"-noun-fr "Castañer"-noun-ca
"Castañer"-noun-ca "Castañer"-noun-fr
"Castañer"-noun-ca "Castañer"-properNoun-fr
"Castañer"-properNoun-fr "Castañer"-noun-ca
"grosseur"-noun-fr "grossor"-noun-ca
"grossor"-noun-ca "grosseur"-noun-fr
"grossor"-noun-ca "épaisseur"-noun-fr
"épaisseur"-noun-fr "grossor"-noun-ca
"Frappier"-noun-fr "Frappier"-noun-ca
"Frappier"-noun-ca "Frappier"-noun-fr
"Frappier"-noun-ca "Frappier"-properNoun-fr
"Frappier"-properNoun-fr "Frappier"-noun-ca
"Goldman"-noun-fr "Goldman"-noun-ca
"Goldman"-noun-ca "Goldman"-noun-fr
"Goldman"-noun-ca "Goldman"-properNoun-fr
"Goldman"-properNoun-fr "Goldman"-noun-ca
"Bragança"-noun-ca "Bragance"-properNoun-fr
"Bragance"-properNoun-fr "Bragança"-noun-ca
"Bragance"-properNoun-fr "Bragança"-properNoun-ca
"Bragança"-properNoun-ca "Bragance"-properNoun-fr
"Ávalos"-noun-fr "Ávalos"-noun-ca
"Ávalos"-noun-ca "Ávalos"-noun-fr
"Ávalos"-noun-ca "Ávalos"-properNoun-fr
"Ávalos"-properNoun-fr "Ávalos"-noun-ca
"Viveiros"-noun-fr "Viveiros"-noun-ca
"Viveiros"-noun-ca "Viveiros"-noun-fr
"Viveiros"-noun-ca "Viveiros"-properNoun-fr
"Viveiros"-properNoun-fr "Viveiros"-noun-ca
"Lemercier"-noun-fr "Lemercier"-noun-ca
"Lemercier"-noun-fr "Lemercier"-properNoun-ca
"Lemercier"-noun-ca "Lemercier"-noun-fr
"Lemercier"-noun-ca "Lemercier"-properNoun-fr
"Lemercier"-properNoun-ca "Lemercier"-noun-fr
"Lemercier"-properNoun-ca "Lemercier"-properNoun-fr
"Lemercier"-properNoun-fr "Lemercier"-noun-ca
"Lemercier"-properNoun-fr "Lemercier"-properNoun-ca
"Lahey"-noun-fr "Lahey"-noun-ca
"Lahey"-noun-ca "Lahey"-noun-fr
"Lahey"-noun-ca "Lahey"-properNoun-fr
"Lahey"-properNoun-fr "Lahey"-noun-ca
"Klarsfeld"-noun-fr "Klarsfeld"-noun-ca
"Klarsfeld"-noun-fr "Klarsfeld"-properNoun-ca
"Klarsfeld"-noun-ca "Klarsfeld"-noun-fr
"Klarsfeld"-noun-ca "Klarsfeld"-properNoun-fr
"Klarsfeld"-properNoun-ca "Klarsfeld"-noun-fr
"Klarsfeld"-properNoun-ca "Klarsfeld"-properNoun-fr
"Klarsfeld"-properNoun-fr "Klarsfeld"-noun-ca
"Klarsfeld"-properNoun-fr "Klarsfeld"-properNoun-ca
"Destroismaisons"-noun-fr "Destroismaisons"-noun-ca
"Destroismaisons"-noun-ca "Destroismaisons"-noun-fr
"Destroismaisons"-noun-ca "Destroismaisons"-properNoun-fr
"Destroismaisons"-properNoun-fr "Destroismaisons"-noun-ca
"Royea"-noun-fr "Royea"-noun-ca
"Royea"-noun-ca "Royea"-noun-fr
"Royea"-noun-ca "Royea"-properNoun-fr
"Royea"-properNoun-fr "Royea"-noun-ca
"Washington"-noun-fr "Washington"-noun-ca
"Washington"-noun-ca "Washington"-noun-fr
"Washington"-noun-ca "Washington"-properNoun-fr
"Washington"-properNoun-fr "Washington"-noun-ca
"Privé"-noun-fr "Privé"-noun-ca
"Privé"-noun-ca "Privé"-noun-fr
"Privé"-noun-ca "Privé"-properNoun-fr
"Privé"-properNoun-fr "Privé"-noun-ca
"sans-abri"-noun-fr "sensesostre"-noun-ca
"sensesostre"-noun-ca "sans-abri"-noun-fr
"sensesostre"-noun-ca "SDF"-noun-fr
"sensesostre"-noun-ca "sans-logis"-noun-fr
"SDF"-noun-fr "sensesostre"-noun-ca
"sans-logis"-noun-fr "sensesostre"-noun-ca
"séropositif"-adjective-fr "seropositiu"-adjective-ca
"seropositiu"-adjective-ca "séropositif"-adjective-fr
"Mallen"-noun-fr "Mallen"-noun-ca
"Mallen"-noun-ca "Mallen"-noun-fr
"Mallen"-noun-ca "Mallen"-properNoun-fr
"Mallen"-properNoun-fr "Mallen"-noun-ca
"débarquement"-noun-fr "desembarcament"-noun-ca
"desembarcament"-noun-ca "débarquement"-noun-fr
"obligatoirement"-adverb-fr "obligatòriament"-adverb-ca
"obligatòriament"-adverb-ca "obligatoirement"-adverb-fr
"obligatòriament"-adverb-ca "forcément"-adverb-fr
"forcément"-adverb-fr "obligatòriament"-adverb-ca
"Evelyne"-properNoun-fr "Evelyne"-properNoun-ca
"Evelyne"-properNoun-ca "Evelyne"-properNoun-fr
"Lemos"-noun-fr "Lemos"-noun-ca
"Lemos"-noun-ca "Lemos"-noun-fr
"Lemos"-noun-ca "Lemos"-properNoun-fr
"Lemos"-properNoun-fr "Lemos"-noun-ca
"foral"-adjective-fr "foral"-adjective-ca
"foral"-adjective-ca "foral"-adjective-fr
"Shoemaker"-noun-fr "Shoemaker"-noun-ca
"Shoemaker"-noun-fr "Shoemaker"-properNoun-ca
"Shoemaker"-noun-ca "Shoemaker"-noun-fr
"Shoemaker"-noun-ca "Shoemaker"-properNoun-fr
"Shoemaker"-properNoun-ca "Shoemaker"-noun-fr
"Shoemaker"-properNoun-ca "Shoemaker"-properNoun-fr
"Shoemaker"-properNoun-fr "Shoemaker"-noun-ca
"Shoemaker"-properNoun-fr "Shoemaker"-properNoun-ca
"logo"-noun-fr "logo"-noun-ca
"logo"-noun-ca "logo"-noun-fr
"Coronas"-noun-fr "Coronas"-noun-ca
"Coronas"-noun-ca "Coronas"-noun-fr
"Coronas"-noun-ca "Coronas"-properNoun-fr
"Coronas"-properNoun-fr "Coronas"-noun-ca
"Gariépy"-noun-fr "Gariépy"-noun-ca
"Gariépy"-noun-ca "Gariépy"-noun-fr
"Gariépy"-noun-ca "Gariépy"-properNoun-fr
"Gariépy"-properNoun-fr "Gariépy"-noun-ca
"Battisti"-noun-fr "Battisti"-noun-ca
"Battisti"-noun-ca "Battisti"-noun-fr
"Battisti"-noun-ca "Battisti"-properNoun-fr
"Battisti"-properNoun-fr "Battisti"-noun-ca
"Laferte"-noun-fr "Laferte"-noun-ca
"Laferte"-noun-ca "Laferte"-noun-fr
"Laferte"-noun-ca "Laferte"-properNoun-fr
"Laferte"-properNoun-fr "Laferte"-noun-ca
"Michon"-noun-fr "Michon"-noun-ca
"Michon"-noun-ca "Michon"-noun-fr
"Michon"-noun-ca "Michon"-properNoun-fr
"Michon"-properNoun-fr "Michon"-noun-ca
"Algaba"-noun-fr "Algaba"-noun-ca
"Algaba"-noun-ca "Algaba"-noun-fr
"Algaba"-noun-ca "Algaba"-properNoun-fr
"Algaba"-properNoun-fr "Algaba"-noun-ca
"Rebecca"-properNoun-fr "Rebecca"-properNoun-ca
"Rebecca"-properNoun-ca "Rebecca"-properNoun-fr
"despotisme"-noun-fr "despotisme"-noun-ca
"despotisme"-noun-ca "despotisme"-noun-fr
"Bastien"-noun-fr "Bastien"-noun-ca
"Bastien"-noun-ca "Bastien"-noun-fr
"Bastien"-noun-ca "Bastien"-properNoun-fr
"Bastien"-properNoun-fr "Bastien"-noun-ca
"Trulls"-noun-fr "Trulls"-noun-ca
"Trulls"-noun-ca "Trulls"-noun-fr
"Trulls"-noun-ca "Trulls"-properNoun-fr
"Trulls"-properNoun-fr "Trulls"-noun-ca
"von Lobdeburg"-noun-fr "von Lobdeburg"-noun-ca
"von Lobdeburg"-noun-fr "von Lobdeburg"-properNoun-ca
"von Lobdeburg"-noun-ca "von Lobdeburg"-noun-fr
"von Lobdeburg"-noun-ca "von Lobdeburg"-properNoun-fr
"von Lobdeburg"-properNoun-ca "von Lobdeburg"-noun-fr
"von Lobdeburg"-properNoun-ca "von Lobdeburg"-properNoun-fr
"von Lobdeburg"-properNoun-fr "von Lobdeburg"-noun-ca
"von Lobdeburg"-properNoun-fr "von Lobdeburg"-properNoun-ca
"universaliste"-noun-fr "universalista"-noun-ca
"universalista"-noun-ca "universaliste"-noun-fr
"lustration"-noun-fr "lustració"-noun-ca
"lustració"-noun-ca "lustration"-noun-fr
"Bonachera"-noun-fr "Bonachera"-noun-ca
"Bonachera"-noun-ca "Bonachera"-noun-fr
"Bonachera"-noun-ca "Bonachera"-properNoun-fr
"Bonachera"-properNoun-fr "Bonachera"-noun-ca
"Pinós"-noun-fr "Pinós"-noun-ca
"Pinós"-noun-ca "Pinós"-noun-fr
"Pinós"-noun-ca "Pinós"-properNoun-fr
"Pinós"-properNoun-fr "Pinós"-noun-ca
"Halley"-noun-fr "Halley"-noun-ca
"Halley"-noun-fr "Halley"-properNoun-ca
"Halley"-noun-ca "Halley"-noun-fr
"Halley"-noun-ca "Halley"-properNoun-fr
"Halley"-properNoun-ca "Halley"-noun-fr
"Halley"-properNoun-ca "Halley"-properNoun-fr
"Halley"-properNoun-fr "Halley"-noun-ca
"Halley"-properNoun-fr "Halley"-properNoun-ca
"Calvet"-noun-fr "Calvet"-noun-ca
"Calvet"-noun-ca "Calvet"-noun-fr
"Calvet"-noun-ca "Calvet"-properNoun-fr
"Calvet"-properNoun-fr "Calvet"-noun-ca
"artésien"-adjective-fr "artesià"-adjective-ca
"artesià"-adjective-ca "artésien"-adjective-fr
"conjuration"-noun-fr "conjuració"-noun-ca
"conjuració"-noun-ca "conjuration"-noun-fr
"Balde"-noun-fr "Balde"-noun-ca
"Balde"-noun-ca "Balde"-noun-fr
"Balde"-noun-ca "Balde"-properNoun-fr
"Balde"-properNoun-fr "Balde"-noun-ca
"polluant"-adjective-fr "contaminant"-adjective-ca
"contaminant"-adjective-ca "polluant"-adjective-fr
"Gallegos"-noun-fr "Gallegos"-noun-ca
"Gallegos"-noun-ca "Gallegos"-noun-fr
"Gallegos"-noun-ca "Gallegos"-properNoun-fr
"Gallegos"-properNoun-fr "Gallegos"-noun-ca
"del Barco"-noun-fr "del Barco"-noun-ca
"del Barco"-noun-ca "del Barco"-noun-fr
"del Barco"-noun-ca "del Barco"-properNoun-fr
"del Barco"-properNoun-fr "del Barco"-noun-ca
"Ruf"-noun-fr "Ruf"-noun-ca
"Ruf"-noun-ca "Ruf"-noun-fr
"Ruf"-noun-ca "Ruf"-properNoun-fr
"Ruf"-properNoun-fr "Ruf"-noun-ca
"Vaillancourt"-noun-fr "Vaillancourt"-noun-ca
"Vaillancourt"-noun-ca "Vaillancourt"-noun-fr
"Vaillancourt"-noun-ca "Vaillancourt"-properNoun-fr
"Vaillancourt"-properNoun-fr "Vaillancourt"-noun-ca
"Postiguet"-properNoun-fr "Postiguet"-properNoun-ca
"Postiguet"-properNoun-ca "Postiguet"-properNoun-fr
"submersible"-adjective-fr "submergible"-adjective-ca
"submergible"-adjective-ca "submersible"-adjective-fr
"appellatif"-noun-fr "apel·latiu"-noun-ca
"apel·latiu"-noun-ca "appellatif"-noun-fr
"Pozuelo"-noun-fr "Pozuelo"-noun-ca
"Pozuelo"-noun-ca "Pozuelo"-noun-fr
"Pozuelo"-noun-ca "Pozuelo"-properNoun-fr
"Pozuelo"-properNoun-fr "Pozuelo"-noun-ca
"Hevey"-noun-fr "Hevey"-noun-ca
"Hevey"-noun-ca "Hevey"-noun-fr
"Hevey"-noun-ca "Hevey"-properNoun-fr
"Hevey"-properNoun-fr "Hevey"-noun-ca
"Zárate"-noun-fr "Zárate"-noun-ca
"Zárate"-noun-ca "Zárate"-noun-fr
"Zárate"-noun-ca "Zárate"-properNoun-fr
"Zárate"-properNoun-fr "Zárate"-noun-ca
"vermicelle"-noun-fr "fideu"-noun-ca
"fideu"-noun-ca "vermicelle"-noun-fr
"ostéoporose"-noun-fr "osteoporosi"-noun-ca
"osteoporosi"-noun-ca "ostéoporose"-noun-fr
"Blais"-noun-fr "Blais"-noun-ca
"Blais"-noun-ca "Blais"-noun-fr
"Blais"-noun-ca "Blais"-properNoun-fr
"Blais"-properNoun-fr "Blais"-noun-ca
"Lillian"-properNoun-fr "Lillian"-properNoun-ca
"Lillian"-properNoun-ca "Lillian"-properNoun-fr
"Durette"-noun-fr "Durette"-noun-ca
"Durette"-noun-ca "Durette"-noun-fr
"Durette"-noun-ca "Durette"-properNoun-fr
"Durette"-properNoun-fr "Durette"-noun-ca
"record"-adjective-fr "rècord"-adjective-ca
"rècord"-adjective-ca "record"-adjective-fr
"Lafortune"-noun-fr "Lafortune"-noun-ca
"Lafortune"-noun-ca "Lafortune"-noun-fr
"Lafortune"-noun-ca "Lafortune"-properNoun-fr
"Lafortune"-properNoun-fr "Lafortune"-noun-ca
"sorneguer"-adjective-ca "sournois"-adjective-fr
"sournois"-adjective-fr "sorneguer"-adjective-ca
"Larreina"-noun-fr "Larreina"-noun-ca
"Larreina"-noun-fr "Larreina"-properNoun-ca
"Larreina"-noun-ca "Larreina"-noun-fr
"Larreina"-noun-ca "Larreina"-properNoun-fr
"Larreina"-properNoun-ca "Larreina"-noun-fr
"Larreina"-properNoun-ca "Larreina"-properNoun-fr
"Larreina"-properNoun-fr "Larreina"-noun-ca
"Larreina"-properNoun-fr "Larreina"-properNoun-ca
"poursuite"-noun-fr "rastreig"-noun-ca
"poursuite"-noun-fr "enjudiciament"-noun-ca
"rastreig"-noun-ca "poursuite"-noun-fr
"rastreig"-noun-ca "exploration"-noun-fr
"enjudiciament"-noun-ca "poursuite"-noun-fr
"exploration"-noun-fr "rastreig"-noun-ca
"démolir"-verb-fr "derruir"-verb-ca
"derruir"-verb-ca "démolir"-verb-fr
"licteur"-noun-fr "lictor"-noun-ca
