"França"-properNoun-ca "France"-properNoun-fr
"Amores"-properNoun-ca "Amores"-properNoun-fr
"Amores"-properNoun-fr "Amores"-properNoun-ca
"Villepin"-noun-fr "Villepin"-properNoun-ca
"Villepin"-properNoun-ca "Villepin"-noun-fr
"Fornell"-noun-fr "Fornell"-properNoun-ca
"Fornell"-properNoun-ca "Fornell"-noun-fr
"Fornell"-properNoun-ca "Fornell"-properNoun-fr
"Fornell"-properNoun-fr "Fornell"-properNoun-ca
"équivalence"-noun-fr "equivalència"-noun-ca
"equivalència"-noun-ca "équivalence"-noun-fr
"Oslo"-properNoun-fr "Oslo"-properNoun-ca
"Oslo"-properNoun-ca "Oslo"-properNoun-fr
"Delice"-noun-fr "Delice"-properNoun-ca
"Delice"-properNoun-ca "Delice"-noun-fr
"Delice"-properNoun-ca "Delice"-properNoun-fr
"Delice"-properNoun-fr "Delice"-properNoun-ca
"Amadou"-properNoun-fr "Amadou"-properNoun-ca
"Amadou"-properNoun-ca "Amadou"-properNoun-fr
"exclamation"-noun-fr "exclamació"-noun-ca
"exclamació"-noun-ca "exclamation"-noun-fr
"prestige"-noun-fr "prestigi"-noun-ca
"prestigi"-noun-ca "prestige"-noun-fr
"Champeau"-noun-fr "Champeau"-properNoun-ca
"Champeau"-properNoun-ca "Champeau"-noun-fr
"Champeau"-properNoun-ca "Champeau"-properNoun-fr
"Champeau"-properNoun-fr "Champeau"-properNoun-ca
"policier"-noun-fr "mosso d'esquadra"-noun-ca
"mosso d'esquadra"-noun-ca "policier"-noun-fr
"Carné"-noun-fr "Carné"-properNoun-ca
"Carné"-properNoun-ca "Carné"-noun-fr
"Carné"-properNoun-ca "Carné"-properNoun-fr
"Carné"-properNoun-fr "Carné"-properNoun-ca
"xénophobie"-noun-fr "xenofòbia"-noun-ca
"xenofòbia"-noun-ca "xénophobie"-noun-fr
"au-dessus"-adverb-fr "a sobre"-adverb-ca
"au-dessus"-adverb-fr "al damunt"-adverb-ca
"au-dessus"-adverb-fr "més amunt"-adverb-ca
"au-dessus"-adverb-fr "damunt"-adverb-ca
"a sobre"-adverb-ca "au-dessus"-adverb-fr
"al damunt"-adverb-ca "au-dessus"-adverb-fr
"més amunt"-adverb-ca "au-dessus"-adverb-fr
"més amunt"-adverb-ca "plus haut"-adverb-fr
"més amunt"-adverb-ca "ci-dessus"-adverb-fr
"damunt"-adverb-ca "au-dessus"-adverb-fr
"damunt"-adverb-ca "dessus"-adverb-fr
"plus haut"-adverb-fr "més amunt"-adverb-ca
"ci-dessus"-adverb-fr "més amunt"-adverb-ca
"dessus"-adverb-fr "damunt"-adverb-ca
"dessus"-adverb-fr "dalt"-adverb-ca
"dessus"-adverb-fr "sobre"-adverb-ca
"tranchée"-noun-fr "trinxera"-noun-ca
"tranchée"-noun-fr "rasa"-noun-ca
"trinxera"-noun-ca "tranchée"-noun-fr
"rasa"-noun-ca "tranchée"-noun-fr
"cantate"-noun-fr "cantata"-noun-ca
"cantata"-noun-ca "cantate"-noun-fr
"Chloe"-properNoun-fr "Chloe"-properNoun-ca
"Chloe"-properNoun-ca "Chloe"-properNoun-fr
"arreglar"-verb-ca "refaire"-verb-fr
"arreglar"-verb-ca "remédier"-verb-fr
"refaire"-verb-fr "arreglar"-verb-ca
"remédier"-verb-fr "arreglar"-verb-ca
"remédier"-verb-fr "remeiar"-verb-ca
"carte"-noun-fr "cartolina"-noun-ca
"cartolina"-noun-ca "carte"-noun-fr
"Sandra"-properNoun-fr "Sandra"-properNoun-ca
"Sandra"-properNoun-ca "Sandra"-properNoun-fr
"Tristan"-properNoun-fr "Tristany"-properNoun-ca
"Tristany"-properNoun-ca "Tristan"-properNoun-fr
"Tristany"-properNoun-ca "Tristany"-noun-fr
"Tristany"-properNoun-ca "Tristany"-properNoun-fr
"Tristany"-noun-fr "Tristany"-properNoun-ca
"Tristany"-properNoun-fr "Tristany"-properNoun-ca
"rime"-noun-fr "rima"-noun-ca
"rima"-noun-ca "rime"-noun-fr
"occultisme"-noun-fr "ocultisme"-noun-ca
"ocultisme"-noun-ca "occultisme"-noun-fr
"dipòsit"-noun-ca "réservoir"-noun-fr
"réservoir"-noun-fr "dipòsit"-noun-ca
"Lavado"-noun-fr "Lavado"-properNoun-ca
"Lavado"-properNoun-ca "Lavado"-noun-fr
"Lavado"-properNoun-ca "Lavado"-properNoun-fr
"Lavado"-properNoun-fr "Lavado"-properNoun-ca
"Cappelli"-noun-fr "Cappelli"-properNoun-ca
"Cappelli"-properNoun-ca "Cappelli"-noun-fr
"Cappelli"-properNoun-ca "Cappelli"-properNoun-fr
"Cappelli"-properNoun-fr "Cappelli"-properNoun-ca
"cyclone"-noun-fr "cicló"-noun-ca
"cicló"-noun-ca "cyclone"-noun-fr
"Jerôme"-noun-fr "Jerôme"-properNoun-ca
"Jerôme"-properNoun-ca "Jerôme"-noun-fr
"Jerôme"-properNoun-ca "Jerôme"-properNoun-fr
"Jerôme"-properNoun-fr "Jerôme"-properNoun-ca
"nombre"-noun-fr "nombre"-noun-ca
"nombre"-noun-ca "nombre"-noun-fr
"Orriols"-noun-fr "Orriols"-properNoun-ca
"Orriols"-properNoun-ca "Orriols"-noun-fr
"Orriols"-properNoun-ca "Orriols"-properNoun-fr
"Orriols"-properNoun-fr "Orriols"-properNoun-ca
"naturalité"-noun-fr "naturalitat"-noun-ca
"naturalitat"-noun-ca "naturalité"-noun-fr
"maligne"-adjective-fr "maligne"-adjective-ca
"maligne"-adjective-ca "maligne"-adjective-fr
"maligne"-adjective-ca "malfaisant"-adjective-fr
"malfaisant"-adjective-fr "maligne"-adjective-ca
"Vigneux"-noun-fr "Vigneux"-properNoun-ca
"Vigneux"-properNoun-ca "Vigneux"-noun-fr
"Vigneux"-properNoun-ca "Vigneux"-properNoun-fr
"Vigneux"-properNoun-fr "Vigneux"-properNoun-ca
"républicain"-noun-fr "republicà"-noun-ca
"republicà"-noun-ca "républicain"-noun-fr
"Colorado"-noun-fr "Colorado"-properNoun-ca
"Colorado"-properNoun-ca "Colorado"-noun-fr
"Colorado"-properNoun-ca "Colorado"-properNoun-fr
"Colorado"-properNoun-fr "Colorado"-properNoun-ca
"Louisjeune"-noun-fr "Louisjeune"-properNoun-ca
"Louisjeune"-properNoun-ca "Louisjeune"-noun-fr
"Louisjeune"-properNoun-ca "Louisjeune"-properNoun-fr
"Louisjeune"-properNoun-fr "Louisjeune"-properNoun-ca
"toujours"-adverb-fr "tothora"-adverb-ca
"tothora"-adverb-ca "toujours"-adverb-fr
"chanceux"-adjective-fr "afortunat"-adjective-ca
"afortunat"-adjective-ca "chanceux"-adjective-fr
"afortunat"-adjective-ca "fortuné"-adjective-fr
"fortuné"-adjective-fr "afortunat"-adjective-ca
"fascisme"-noun-fr "feixisme"-noun-ca
"feixisme"-noun-ca "fascisme"-noun-fr
"a més a més"-adverb-ca "d'ailleurs"-adverb-fr
"satyriquement"-adverb-fr "satíricament"-adverb-ca
"satíricament"-adverb-ca "satyriquement"-adverb-fr
"éffondrement"-noun-fr "col·lapse"-noun-ca
"col·lapse"-noun-ca "éffondrement"-noun-fr
"sot"-adjective-fr "ximple"-adjective-ca
"sot"-adjective-fr "poca-solta"-adjective-ca
"sot"-adjective-fr "babau"-adjective-ca
"ximple"-adjective-ca "sot"-adjective-fr
"ximple"-adjective-ca "bête"-adjective-fr
"poca-solta"-adjective-ca "sot"-adjective-fr
"babau"-adjective-ca "sot"-adjective-fr
"bête"-adjective-fr "ximple"-adjective-ca
"Bouvet"-noun-fr "Bouvet"-properNoun-ca
"Bouvet"-properNoun-ca "Bouvet"-noun-fr
"Bouvet"-properNoun-ca "Bouvet"-properNoun-fr
"Bouvet"-properNoun-fr "Bouvet"-properNoun-ca
"Schulz"-noun-fr "Schulz"-properNoun-ca
"Schulz"-properNoun-ca "Schulz"-noun-fr
"Schulz"-properNoun-ca "Schulz"-properNoun-fr
"Schulz"-properNoun-fr "Schulz"-properNoun-ca
"toiture"-noun-fr "coberta"-noun-ca
"coberta"-noun-ca "toiture"-noun-fr
"Patrice"-noun-fr "Patrice"-properNoun-ca
"Patrice"-properNoun-ca "Patrice"-noun-fr
"Patrice"-properNoun-ca "Patrice"-properNoun-fr
"Patrice"-properNoun-fr "Patrice"-properNoun-ca
"mannequin"-noun-fr "maniquí"-noun-ca
"maniquí"-noun-ca "mannequin"-noun-fr
"cesser"-verb-fr "parar"-verb-ca
"cesser"-verb-fr "cessar"-verb-ca
"parar"-verb-ca "cesser"-verb-fr
"cessar"-verb-ca "cesser"-verb-fr
"El Mansouri"-noun-fr "El Mansouri"-properNoun-ca
"El Mansouri"-properNoun-ca "El Mansouri"-noun-fr
"El Mansouri"-properNoun-ca "El Mansouri"-properNoun-fr
"El Mansouri"-properNoun-fr "El Mansouri"-properNoun-ca
"Peruga"-noun-fr "Peruga"-properNoun-ca
"Peruga"-properNoun-ca "Peruga"-noun-fr
"Peruga"-properNoun-ca "Peruga"-properNoun-fr
"Peruga"-properNoun-fr "Peruga"-properNoun-ca
"Gouge"-noun-fr "Gouge"-properNoun-ca
"Gouge"-properNoun-ca "Gouge"-noun-fr
"Gouge"-properNoun-ca "Gouge"-properNoun-fr
"Gouge"-properNoun-fr "Gouge"-properNoun-ca
"Escriva"-noun-fr "Escriva"-properNoun-ca
"Escriva"-properNoun-ca "Escriva"-noun-fr
"Escriva"-properNoun-ca "Escriva"-properNoun-fr
"Escriva"-properNoun-fr "Escriva"-properNoun-ca
"départ"-noun-fr "sortida"-noun-ca
"départ"-noun-fr "partida"-noun-ca
"sortida"-noun-ca "départ"-noun-fr
"partida"-noun-ca "départ"-noun-fr
"Ciurans"-noun-fr "Ciurans"-properNoun-ca
"Ciurans"-properNoun-ca "Ciurans"-noun-fr
"Ciurans"-properNoun-ca "Ciurans"-properNoun-fr
"Ciurans"-properNoun-fr "Ciurans"-properNoun-ca
"Rodrigue"-noun-fr "Rodrigue"-properNoun-ca
"Rodrigue"-properNoun-ca "Rodrigue"-noun-fr
"Rodrigue"-properNoun-ca "Rodrigue"-properNoun-fr
"Rodrigue"-properNoun-fr "Rodrigue"-properNoun-ca
"attestation"-noun-fr "testimoniatge"-noun-ca
"testimoniatge"-noun-ca "attestation"-noun-fr
"testimoniatge"-noun-ca "témoignage"-noun-fr
"témoignage"-noun-fr "testimoniatge"-noun-ca
"boa"-noun-fr "boa"-noun-ca
"boa"-noun-ca "boa"-noun-fr
"badminton"-noun-fr "bàdminton"-noun-ca
"bàdminton"-noun-ca "badminton"-noun-fr
"grêle"-noun-fr "calamarsa"-noun-ca
"grêle"-noun-fr "pedra"-noun-ca
"calamarsa"-noun-ca "grêle"-noun-fr
"pedra"-noun-ca "grêle"-noun-fr
"pedra"-noun-ca "roc"-noun-fr
"pedra"-noun-ca "caillou"-noun-fr
"roc"-noun-fr "pedra"-noun-ca
"caillou"-noun-fr "pedra"-noun-ca
"caillou"-noun-fr "còdol"-noun-ca
"Thessalie"-properNoun-fr "Tessàlia"-properNoun-ca
"Tessàlia"-properNoun-ca "Thessalie"-properNoun-fr
"Maza"-noun-fr "Maza"-properNoun-ca
"Maza"-properNoun-ca "Maza"-noun-fr
"Maza"-properNoun-ca "Maza"-properNoun-fr
"Maza"-properNoun-fr "Maza"-properNoun-ca
"Abellán"-noun-fr "Abellán"-properNoun-ca
"Abellán"-properNoun-ca "Abellán"-noun-fr
"Abellán"-properNoun-ca "Abellán"-properNoun-fr
"Abellán"-properNoun-fr "Abellán"-properNoun-ca
"boulangerie"-noun-fr "fleca"-noun-ca
"fleca"-noun-ca "boulangerie"-noun-fr
"inséparable"-adjective-fr "inseparable"-adjective-ca
"inseparable"-adjective-ca "inséparable"-adjective-fr
"Amara"-properNoun-fr "Amara"-properNoun-ca
"Amara"-properNoun-ca "Amara"-properNoun-fr
"Ditullio"-noun-fr "Ditullio"-properNoun-ca
"Ditullio"-properNoun-ca "Ditullio"-noun-fr
"Ditullio"-properNoun-ca "Ditullio"-properNoun-fr
"Ditullio"-properNoun-fr "Ditullio"-properNoun-ca
"McNeil"-noun-fr "McNeil"-properNoun-ca
"McNeil"-properNoun-ca "McNeil"-noun-fr
"McNeil"-properNoun-ca "McNeil"-properNoun-fr
"McNeil"-properNoun-fr "McNeil"-properNoun-ca
"diglossie"-noun-fr "diglòssia"-noun-ca
"diglòssia"-noun-ca "diglossie"-noun-fr
"Chiquette"-noun-fr "Chiquette"-properNoun-ca
"Chiquette"-properNoun-ca "Chiquette"-noun-fr
"Chiquette"-properNoun-ca "Chiquette"-properNoun-fr
"Chiquette"-properNoun-fr "Chiquette"-properNoun-ca
"Portas"-noun-fr "Portas"-properNoun-ca
"Portas"-properNoun-ca "Portas"-noun-fr
"Portas"-properNoun-ca "Portas"-properNoun-fr
"Portas"-properNoun-fr "Portas"-properNoun-ca
"Zarco"-noun-fr "Zarco"-properNoun-ca
"Zarco"-properNoun-ca "Zarco"-noun-fr
"Zarco"-properNoun-ca "Zarco"-properNoun-fr
"Zarco"-properNoun-fr "Zarco"-properNoun-ca
"Héon"-noun-fr "Héon"-properNoun-ca
"Héon"-properNoun-ca "Héon"-noun-fr
"Héon"-properNoun-ca "Héon"-properNoun-fr
"Héon"-properNoun-fr "Héon"-properNoun-ca
"tanmateix"-adverb-ca "néanmoins"-adverb-fr
"tanmateix"-adverb-ca "tout de même"-adverb-fr
"néanmoins"-adverb-fr "tanmateix"-adverb-ca
"néanmoins"-adverb-fr "nogensmenys"-adverb-ca
"tout de même"-adverb-fr "tanmateix"-adverb-ca
"gaulois"-noun-fr "gal"-noun-ca
"gal"-noun-ca "gaulois"-noun-fr
"titola"-noun-ca "bite"-noun-fr
"parisien"-adjective-fr "parisenc"-adjective-ca
"parisenc"-adjective-ca "parisien"-adjective-fr
"Egea"-noun-fr "Egea"-properNoun-ca
"Egea"-properNoun-ca "Egea"-noun-fr
"Egea"-properNoun-ca "Egea"-properNoun-fr
"Egea"-properNoun-ca "mer Égée"-properNoun-fr
"Egea"-properNoun-fr "Egea"-properNoun-ca
"mer Égée"-properNoun-fr "Egea"-properNoun-ca
"mer Égée"-properNoun-fr "Egeu"-properNoun-ca
"Robineau"-noun-fr "Robineau"-properNoun-ca
"Robineau"-properNoun-ca "Robineau"-noun-fr
"Robineau"-properNoun-ca "Robineau"-properNoun-fr
"Robineau"-properNoun-fr "Robineau"-properNoun-ca
"Bardem"-noun-fr "Bardem"-properNoun-ca
"Bardem"-properNoun-ca "Bardem"-noun-fr
"hivernal"-adjective-fr "hivernal"-adjective-ca
"hivernal"-adjective-ca "hivernal"-adjective-fr
"pitoyablement"-adverb-fr "lamentablement"-adverb-ca
"lamentablement"-adverb-ca "pitoyablement"-adverb-fr
"lamentablement"-adverb-ca "malheureusement"-adverb-fr
"malheureusement"-adverb-fr "lamentablement"-adverb-ca
"malheureusement"-adverb-fr "desafortunadament"-adverb-ca
"Osete"-noun-fr "Osete"-properNoun-ca
"Osete"-properNoun-ca "Osete"-noun-fr
"Osete"-properNoun-ca "Osete"-properNoun-fr
"Osete"-properNoun-fr "Osete"-properNoun-ca
"Vosgien"-noun-fr "Vosgien"-properNoun-ca
"Vosgien"-properNoun-ca "Vosgien"-noun-fr
"Vosgien"-properNoun-ca "Vosgien"-properNoun-fr
"Vosgien"-properNoun-fr "Vosgien"-properNoun-ca
"Alzheimer"-noun-fr "Alzheimer"-properNoun-ca
"Alzheimer"-properNoun-ca "Alzheimer"-noun-fr
"posterior"-adjective-ca "arrière"-adjective-fr
"arrière"-adjective-fr "posterior"-adjective-ca
"vigilant"-adjective-fr "vigilant"-adjective-ca
"vigilant"-adjective-ca "vigilant"-adjective-fr
"Boland"-noun-fr "Boland"-properNoun-ca
"Boland"-properNoun-ca "Boland"-noun-fr
"Boland"-properNoun-ca "Boland"-properNoun-fr
"Boland"-properNoun-fr "Boland"-properNoun-ca
"Badajoz"-properNoun-fr "Badajoz"-properNoun-ca
"Badajoz"-properNoun-ca "Badajoz"-properNoun-fr
"virement"-noun-fr "transferència"-noun-ca
"virement"-noun-fr "gir"-noun-ca
"transferència"-noun-ca "virement"-noun-fr
"gir"-noun-ca "virement"-noun-fr
"etiquetar"-verb-ca "étiqueter"-verb-fr
"étiqueter"-verb-fr "etiquetar"-verb-ca
"copieusement"-adverb-fr "copiosament"-adverb-ca
"copiosament"-adverb-ca "copieusement"-adverb-fr
"paramilitaire"-adjective-fr "paramilitar"-adjective-ca
"paramilitar"-adjective-ca "paramilitaire"-adjective-fr
"Molíns"-noun-fr "Molíns"-properNoun-ca
"Molíns"-properNoun-ca "Molíns"-noun-fr
"Molíns"-properNoun-ca "Molíns"-properNoun-fr
"Molíns"-properNoun-fr "Molíns"-properNoun-ca
"pré"-noun-fr "prat"-noun-ca
"prat"-noun-ca "pré"-noun-fr
"récréatif"-adjective-fr "recreatiu"-adjective-ca
"recreatiu"-adjective-ca "récréatif"-adjective-fr
"soutenable"-adjective-fr "sostenible"-adjective-ca
"sostenible"-adjective-ca "soutenable"-adjective-fr
"Lauzé"-noun-fr "Lauzé"-properNoun-ca
"Lauzé"-properNoun-ca "Lauzé"-noun-fr
"Lauzé"-properNoun-ca "Lauzé"-properNoun-fr
"Lauzé"-properNoun-fr "Lauzé"-properNoun-ca
"Balcazar"-noun-fr "Balcazar"-properNoun-ca
"Balcazar"-properNoun-ca "Balcazar"-noun-fr
"Balcazar"-properNoun-ca "Balcazar"-properNoun-fr
"Balcazar"-properNoun-fr "Balcazar"-properNoun-ca
"Thibodeau"-noun-fr "Thibodeau"-properNoun-ca
"Thibodeau"-properNoun-ca "Thibodeau"-noun-fr
"Thibodeau"-properNoun-ca "Thibodeau"-properNoun-fr
"Thibodeau"-properNoun-fr "Thibodeau"-properNoun-ca
"Libyen"-noun-fr "libi"-noun-ca
"libi"-noun-ca "Libyen"-noun-fr
"Torrens"-noun-fr "Torrens"-properNoun-ca
"Torrens"-properNoun-ca "Torrens"-noun-fr
"Torrens"-properNoun-ca "Torrens"-properNoun-fr
"Torrens"-properNoun-fr "Torrens"-properNoun-ca
"narrer"-verb-fr "narrar"-verb-ca
"narrar"-verb-ca "narrer"-verb-fr
"titanique"-adjective-fr "titànic"-adjective-ca
"titànic"-adjective-ca "titanique"-adjective-fr
"titànic"-adjective-ca "titanesque"-adjective-fr
"titanesque"-adjective-fr "titànic"-adjective-ca
"Violeta"-properNoun-fr "Violeta"-properNoun-ca
"Violeta"-properNoun-ca "Violeta"-properNoun-fr
"Belém"-properNoun-fr "Belém"-properNoun-ca
"Belém"-properNoun-ca "Belém"-properNoun-fr
"Fors"-noun-fr "Fors"-properNoun-ca
"Fors"-properNoun-ca "Fors"-noun-fr
"Fors"-properNoun-ca "Fors"-properNoun-fr
"Fors"-properNoun-fr "Fors"-properNoun-ca
"Faus"-noun-fr "Faus"-properNoun-ca
"Faus"-properNoun-ca "Faus"-noun-fr
"Faus"-properNoun-ca "Faus"-properNoun-fr
"Faus"-properNoun-fr "Faus"-properNoun-ca
"éditorial"-adjective-fr "editorial"-adjective-ca
"editorial"-adjective-ca "éditorial"-adjective-fr
"Mazo"-noun-fr "Mazo"-properNoun-ca
"Mazo"-properNoun-ca "Mazo"-noun-fr
"Mazo"-properNoun-ca "Mazo"-properNoun-fr
"Mazo"-properNoun-fr "Mazo"-properNoun-ca
"Ventosa"-noun-fr "Ventosa"-properNoun-ca
"Ventosa"-properNoun-ca "Ventosa"-noun-fr
"Ventosa"-properNoun-ca "Ventosa"-properNoun-fr
"Ventosa"-properNoun-fr "Ventosa"-properNoun-ca
"Camarero"-noun-fr "Camarero"-properNoun-ca
"Camarero"-properNoun-ca "Camarero"-noun-fr
"Camarero"-properNoun-ca "Camarero"-properNoun-fr
"Camarero"-properNoun-fr "Camarero"-properNoun-ca
"Henríquez"-noun-fr "Henríquez"-properNoun-ca
"Henríquez"-properNoun-ca "Henríquez"-noun-fr
"Henríquez"-properNoun-ca "Henríquez"-properNoun-fr
"Henríquez"-properNoun-fr "Henríquez"-properNoun-ca
"Saviola"-noun-fr "Saviola"-properNoun-ca
"Saviola"-properNoun-ca "Saviola"-noun-fr
"Saviola"-properNoun-ca "Saviola"-properNoun-fr
"Saviola"-properNoun-fr "Saviola"-properNoun-ca
"caché"-adjective-fr "ocult"-adjective-ca
"caché"-adjective-fr "amagat"-adjective-ca
"ocult"-adjective-ca "caché"-adjective-fr
"ocult"-adjective-ca "occulte"-adjective-fr
"amagat"-adjective-ca "caché"-adjective-fr
"occulte"-adjective-fr "ocult"-adjective-ca
"rôder"-verb-fr "rondar"-verb-ca
"rondar"-verb-ca "rôder"-verb-fr
"scanner"-verb-fr "escanejar"-verb-ca
"escanejar"-verb-ca "scanner"-verb-fr
"Armijos"-noun-fr "Armijos"-properNoun-ca
"Armijos"-properNoun-ca "Armijos"-noun-fr
"Armijos"-properNoun-ca "Armijos"-properNoun-fr
"Armijos"-properNoun-fr "Armijos"-properNoun-ca
"St-James"-noun-fr "St-James"-properNoun-ca
"St-James"-properNoun-ca "St-James"-noun-fr
"St-James"-properNoun-ca "St-James"-properNoun-fr
"St-James"-properNoun-fr "St-James"-properNoun-ca
"incompréhensiblement"-adverb-fr "incomprensiblement"-adverb-ca
"incomprensiblement"-adverb-ca "incompréhensiblement"-adverb-fr
"Bracero"-noun-fr "Bracero"-properNoun-ca
"Bracero"-properNoun-ca "Bracero"-noun-fr
"Bracero"-properNoun-ca "Bracero"-properNoun-fr
"Bracero"-properNoun-fr "Bracero"-properNoun-ca
"encombrer"-verb-fr "fer nosa"-verb-ca
"fer nosa"-verb-ca "encombrer"-verb-fr
"rénovateur"-adjective-fr "renovador"-adjective-ca
"renovador"-adjective-ca "rénovateur"-adjective-fr
"Pernia"-noun-fr "Pernia"-properNoun-ca
"Pernia"-properNoun-ca "Pernia"-noun-fr
"Pernia"-properNoun-ca "Pernia"-properNoun-fr
"Pernia"-properNoun-fr "Pernia"-properNoun-ca
"Waringhien"-noun-fr "Waringhien"-properNoun-ca
"Waringhien"-properNoun-ca "Waringhien"-noun-fr
"Waringhien"-properNoun-ca "Waringhien"-properNoun-fr
"Waringhien"-properNoun-fr "Waringhien"-properNoun-ca
"gériatrique"-adjective-fr "geriàtric"-adjective-ca
"geriàtric"-adjective-ca "gériatrique"-adjective-fr
"modérer"-verb-fr "moderar"-verb-ca
"moderar"-verb-ca "modérer"-verb-fr
"Boris"-properNoun-fr "Boris"-properNoun-ca
"Boris"-properNoun-ca "Boris"-properNoun-fr
"niveau"-noun-fr "cota"-noun-ca
"cota"-noun-ca "niveau"-noun-fr
"cota"-noun-ca "cotte"-noun-fr
"cotte"-noun-fr "cota"-noun-ca
"Sugranyes"-noun-fr "Sugranyes"-properNoun-ca
"Sugranyes"-properNoun-ca "Sugranyes"-noun-fr
"Sugranyes"-properNoun-ca "Sugranyes"-properNoun-fr
"Sugranyes"-properNoun-fr "Sugranyes"-properNoun-ca
"aliment"-noun-fr "aliment"-noun-ca
"aliment"-noun-ca "aliment"-noun-fr
"aliment"-noun-ca "pâture"-noun-fr
"pâture"-noun-fr "aliment"-noun-ca
"angolais"-adjective-fr "angolès"-adjective-ca
"angolès"-adjective-ca "angolais"-adjective-fr
"siège"-noun-fr "escó"-noun-ca
"escó"-noun-ca "siège"-noun-fr
"structurer"-verb-fr "vertebrar"-verb-ca
"vertebrar"-verb-ca "structurer"-verb-fr
"astronomie"-noun-fr "astronomia"-noun-ca
"astronomia"-noun-ca "astronomie"-noun-fr
"Borduas"-noun-fr "Borduas"-properNoun-ca
"Borduas"-properNoun-ca "Borduas"-noun-fr
"Borduas"-properNoun-ca "Borduas"-properNoun-fr
"Borduas"-properNoun-fr "Borduas"-properNoun-ca
"sauna"-noun-fr "sauna"-noun-ca
"sauna"-noun-ca "sauna"-noun-fr
"Mitchell"-noun-fr "Mitchell"-properNoun-ca
"Mitchell"-properNoun-ca "Mitchell"-noun-fr
"Mitchell"-properNoun-ca "Mitchell"-properNoun-fr
"Mitchell"-properNoun-fr "Mitchell"-properNoun-ca
"mastologie"-noun-fr "mastologia"-noun-ca
"mastologia"-noun-ca "mastologie"-noun-fr
"Ruth"-properNoun-fr "Ruth"-properNoun-ca
"Ruth"-properNoun-ca "Ruth"-properNoun-fr
"Michelle"-properNoun-fr "Michelle"-properNoun-ca
"Michelle"-properNoun-ca "Michelle"-properNoun-fr
"halte"-noun-fr "alto"-noun-ca
"halte"-noun-fr "parada"-noun-ca
"alto"-noun-ca "halte"-noun-fr
"parada"-noun-ca "halte"-noun-fr
"parada"-noun-ca "station"-noun-fr
"parada"-noun-ca "arrêt"-noun-fr
"station"-noun-fr "parada"-noun-ca
"arrêt"-noun-fr "parada"-noun-ca
"arrêt"-noun-fr "auto"-noun-ca
"arrêt"-noun-fr "aturat"-noun-ca
"arrêt"-noun-fr "sentència"-noun-ca
"arrêt"-noun-fr "aturada"-noun-ca
"rapporteur"-noun-fr "transportador"-noun-ca
"transportador"-noun-ca "rapporteur"-noun-fr
"transportador"-noun-ca "transporteur"-noun-fr
"transporteur"-noun-fr "transportador"-noun-ca
"transporteur"-noun-fr "transportista"-noun-ca
"d'avance"-adverb-fr "per endavant"-adverb-ca
"per endavant"-adverb-ca "d'avance"-adverb-fr
"conversa"-noun-ca "entretien"-noun-fr
"entretien"-noun-fr "conversa"-noun-ca
"Hijazi"-noun-fr "Hijazi"-properNoun-ca
"Hijazi"-properNoun-ca "Hijazi"-noun-fr
"Hijazi"-properNoun-ca "Hijazi"-properNoun-fr
"Hijazi"-properNoun-fr "Hijazi"-properNoun-ca
"caractéristiquement"-adverb-fr "característicament"-adverb-ca
"característicament"-adverb-ca "caractéristiquement"-adverb-fr
"coup d'État"-noun-fr "cop d'estat"-noun-ca
"cop d'estat"-noun-ca "coup d'État"-noun-fr
"magnanimement"-adverb-fr "magnànimament"-adverb-ca
"magnànimament"-adverb-ca "magnanimement"-adverb-fr
"Parramon"-noun-fr "Parramon"-properNoun-ca
"Parramon"-properNoun-ca "Parramon"-noun-fr
"Parramon"-properNoun-ca "Parramon"-properNoun-fr
"Parramon"-properNoun-fr "Parramon"-properNoun-ca
"Lucena"-noun-fr "Lucena"-properNoun-ca
"Lucena"-properNoun-ca "Lucena"-noun-fr
"Lucena"-properNoun-ca "Lucena"-properNoun-fr
"Lucena"-properNoun-fr "Lucena"-properNoun-ca
"résoudre"-verb-fr "solucionar"-verb-ca
"résoudre"-verb-fr "dissoldre"-verb-ca
"solucionar"-verb-ca "résoudre"-verb-fr
"solucionar"-verb-ca "solutionner"-verb-fr
"dissoldre"-verb-ca "résoudre"-verb-fr
"solutionner"-verb-fr "solucionar"-verb-ca
"puberté"-noun-fr "pubertat"-noun-ca
"pubertat"-noun-ca "puberté"-noun-fr
"Beas"-noun-fr "Beas"-properNoun-ca
"Beas"-properNoun-ca "Beas"-noun-fr
"Beas"-properNoun-ca "Beas"-properNoun-fr
"Beas"-properNoun-fr "Beas"-properNoun-ca
"sémiotique"-noun-fr "semiòtica"-noun-ca
"semiòtica"-noun-ca "sémiotique"-noun-fr
"Penalva"-noun-fr "Penalva"-properNoun-ca
"Penalva"-properNoun-ca "Penalva"-noun-fr
"Penalva"-properNoun-ca "Penalva"-properNoun-fr
"Penalva"-properNoun-fr "Penalva"-properNoun-ca
"libérer"-verb-fr "llibertar"-verb-ca
"llibertar"-verb-ca "libérer"-verb-fr
"alliberar"-verb-ca "dégager"-verb-fr
"dégager"-verb-fr "alliberar"-verb-ca
"dégager"-verb-fr "desprendre"-verb-ca
"dégager"-verb-fr "despendre"-verb-ca
"bifteck"-noun-fr "bistec"-noun-ca
"bistec"-noun-ca "bifteck"-noun-fr
"Baño"-noun-fr "Baño"-properNoun-ca
"Baño"-properNoun-ca "Baño"-noun-fr
