"10a"-adjective-eo "Xème"-adjective-fr
"amazono"-noun-eo "amazone"-noun-fr
"Amazono"-properNoun-eo "Amazone"-properNoun-fr
"ambasadejo"-noun-eo "ambassade"-noun-fr
"ambasado"-noun-eo "ambassade"-noun-fr
"ambasado"-noun-eo "mission diplomatique"-noun-fr
"ambasadorejo"-noun-eo "ambassade"-noun-fr
"ambasadoro"-noun-eo "ambassadeur"-noun-fr
"ambaŭ"-adverb-eo "l'un et l'autre"-adverb-fr
"ambaŭ"-adverb-eo "tous deux"-adverb-fr
"ambaŭ"-determiner-eo "les deux"-determiner-fr
"ambaŭ"-pronoun-eo "tous les deux"-pronoun-fr
"ambaŭdekstra"-adjective-eo "ambidextre"-adjective-fr
"ambaŭdekstrulo"-noun-eo "ambidextre"-noun-fr
"ambaŭdirekta implikacio"-noun-eo "équivalence"-noun-fr
"ambaŭseksa"-adjective-eo "bisexué"-adjective-fr
"ambaŭseksa"-adjective-eo "des deux sexes"-adjective-fr
"ambaŭseksa"-adjective-eo "androgyne"-adjective-fr
"ambaŭseksa"-adjective-eo "hermaphrodite"-adjective-fr
"ambaŭseksa"-adjective-eo "mixte"-adjective-fr
"ambaŭseksema"-adjective-eo "bisexuel"-adjective-fr
"ambaŭseksemeco"-noun-eo "bisexualité"-noun-fr
"ambaŭseksemulo"-noun-eo "bisexuel"-noun-fr
"ambaŭseksulo"-noun-eo "androgyne"-noun-fr
"ambaŭseksulo"-noun-eo "hermaphrodite"-noun-fr
"ambicia"-adjective-eo "ambitieux"-adjective-fr
"ambicie"-adverb-eo "ambitieusement"-adverb-fr
"ambicii"-verb-eo "ambitionner"-verb-fr
"ambicii"-verb-eo "avoir l'ambition"-verb-fr
"ambicii"-verb-eo "aspirer"-verb-fr
"ambicio"-noun-eo "ambition"-noun-fr
"ambigua"-adjective-eo "ambigu"-adjective-fr
"ambigueco"-noun-eo "ambiguïté"-noun-fr
"ambiguo"-noun-eo "ambiguïté"-noun-fr
"ambivalenca"-adjective-eo "ambivalent"-adjective-fr
"ambivalenco"-noun-eo "ambivalence"-noun-fr
"amblo"-noun-eo "amble"-noun-fr
"ambono"-noun-eo "ambon"-noun-fr
"ambono"-noun-eo "minbar"-noun-fr
"ambono"-noun-eo "chaire"-noun-fr
"amboso"-noun-eo "enclume"-noun-fr
"ambro"-noun-eo "ambre"-noun-fr
"ambrozio"-noun-eo "ambroisie"-noun-fr
"Ambrozio"-properNoun-eo "Ambroise"-properNoun-fr
"ambulanco"-noun-eo "ambulance"-noun-fr
"ambulanco"-noun-eo "hôpital de campagne"-noun-fr
"ambulatorio"-noun-eo "déambulatoire"-noun-fr
"ambulatorio"-noun-eo "dispensaire"-noun-fr
"amdeklaro"-noun-eo "déclaration"-noun-fr
"amebo"-noun-eo "amibe"-noun-fr
"amelo"-noun-eo "amidon"-noun-fr
"amema"-adjective-eo "aimant"-adjective-fr
"amema"-adjective-eo "affectueux"-adjective-fr
"amen"-interjection-eo "amen"-interjection-fr
"amendi"-verb-eo "amender"-verb-fr
"amendo"-noun-eo "amendement"-noun-fr
"América Móvil"-properNoun-eo "América Móvil"-properNoun-fr
"American Express"-properNoun-eo "American Express"-properNoun-fr
"American International Group"-properNoun-eo "American International Group"-properNoun-fr
"americio"-noun-eo "americium"-noun-fr
"amerika"-adjective-eo "américain"-adjective-fr
"amerikano"-noun-eo "Américain"-noun-fr
"Ameriko"-properNoun-eo "Amérique"-properNoun-fr
"Amerikoj"-properNoun-eo "Amériques"-properNoun-fr
"Amerisource"-properNoun-eo "Amerisource"-properNoun-fr
"AmerisourceBergen"-properNoun-eo "AmerisourceBergen"-properNoun-fr
"ametisto"-noun-eo "améthyste"-noun-fr
"amfibio"-noun-eo "amphibien"-noun-fr
"amfibraĥo"-noun-eo "amphibraque"-noun-fr
"amfibrako"-noun-eo "amphibraque"-noun-fr
"amfiteatro"-noun-eo "amphithéâtre"-noun-fr
"amforo"-noun-eo "amphore"-noun-fr
"Amiens"-properNoun-eo "Amiens"-properNoun-fr
"amika"-adjective-eo "amical"-adjective-fr
"amika"-adjective-eo "ami"-adjective-fr
"amikaĵo"-noun-eo "amitié"-noun-fr
"amike"-adverb-eo "amicalement"-adverb-fr
"amikeco"-noun-eo "amitié"-noun-fr
"amiko"-noun-eo "ami"-noun-fr
"aminda"-adjective-eo "affable"-adjective-fr
"aminda"-adjective-eo "aimable"-adjective-fr
"aminda"-adjective-eo "charmant"-adjective-fr
"aminde"-adverb-eo "affablement"-adverb-fr
"amintrigo"-noun-eo "intrigue"-noun-fr
"amnestio"-noun-eo "amnistie"-noun-fr
"Amnestio Internacia"-properNoun-eo "Amnesty International"-properNoun-fr
"amnezio"-noun-eo "amnésie"-noun-fr
"amo"-noun-eo "amour"-noun-fr
"amoniaka"-adjective-eo "ammoniac"-adjective-fr
"amoniako"-noun-eo "ammoniac"-noun-fr
"amoniako"-noun-eo "ammoniaque"-noun-fr
"amonito"-noun-eo "ammonite"-noun-fr
"amoranto"-noun-eo "amant"-noun-fr
"amoranto"-noun-eo "maître"-noun-fr
"amorfa"-adjective-eo "amorphe"-adjective-fr
"amorfe"-adverb-eo "amorphement"-adverb-fr
"amori"-verb-eo "faire l'amour"-verb-fr
"amori"-verb-eo "accoupler"-verb-fr
"amori"-verb-eo "baiser"-verb-fr
"amori"-verb-eo "coïter"-verb-fr
"amori"-verb-eo "coucher"-verb-fr
"amoristino"-noun-eo "tapineuse"-noun-fr
"amoristino"-noun-eo "fille publique"-noun-fr
"amoristino"-noun-eo "putain"-noun-fr
"amoristino"-noun-eo "fille de joie"-noun-fr
"amoristino"-noun-eo "péripatéticienne"-noun-fr
"amoristo"-noun-eo "gigolo"-noun-fr
"amoristo"-noun-eo "tapin"-noun-fr
"amoro"-noun-eo "coït"-noun-fr
"amoro"-noun-eo "putto"-noun-fr
"amoro"-noun-eo "accouplement"-noun-fr
"amoro"-noun-eo "relation sexuelle"-noun-fr
"Amoro"-properNoun-eo "Amour"-properNoun-fr
"Amoro"-properNoun-eo "Cupidon"-properNoun-fr
"Amoro"-properNoun-eo "Éros"-properNoun-fr
"amortiza"-adjective-eo "amortisseur"-adjective-fr
"amortizi"-verb-eo "amortir"-verb-fr
"amortizilo"-noun-eo "amortisseur"-noun-fr
"amortizo"-noun-eo "amortissement"-noun-fr
"amovendistino"-noun-eo "fille publique"-noun-fr
"amovendistino"-noun-eo "putain"-noun-fr
"amovendisto"-noun-eo "gigolo"-noun-fr
"amovendisto"-noun-eo "tapin"-noun-fr
"ampelopso"-noun-eo "ampélopsis"-noun-fr
"ampelopso"-noun-eo "vigne vierge"-noun-fr
"ampermetro"-noun-eo "ampèremètre"-noun-fr
"ampero"-noun-eo "ampère"-noun-fr
"Ampero"-properNoun-eo "Ampère"-properNoun-fr
"ampleksa"-adjective-eo "ample"-adjective-fr
"ampleksa"-adjective-eo "étendu"-adjective-fr
"amplekse"-adverb-eo "amplement"-adverb-fr
"amplekso"-noun-eo "ampleur"-noun-fr
"amplekso"-noun-eo "étendue"-noun-fr
"amplekso"-noun-eo "diapason"-noun-fr
"amplekso"-noun-eo "portée"-noun-fr
"amplifi"-verb-eo "amplifier"-verb-fr
"amplifiki"-verb-eo "amplifier"-verb-fr
"amplifikilo"-noun-eo "amplificateur"-noun-fr
"amplifilo"-noun-eo "amplificateur"-noun-fr
"amplitudo"-noun-eo "amplitude"-noun-fr
"ampolingo"-noun-eo "douille"-noun-fr
"ampolo"-noun-eo "ampoule"-noun-fr
"ampolo"-noun-eo "fiole"-noun-fr
"amputi"-verb-eo "amputer"-verb-fr
"AMR"-properNoun-eo "AMR"-properNoun-fr
"Amsterdamo"-properNoun-eo "Amsterdam"-properNoun-fr
"Amudarjo"-properNoun-eo "Amou-Daria"-properNoun-fr
"amuleto"-noun-eo "amulette"-noun-fr
"amuza"-adjective-eo "amusant"-adjective-fr
"amuzaĵo"-noun-eo "recréation"-noun-fr
"amuzaĵo"-noun-eo "récréation"-noun-fr
"amuzilo"-noun-eo "gadget"-noun-fr
"amuzilo"-noun-eo "jouet"-noun-fr
"amuzisto"-noun-eo "amuseur"-noun-fr
"amuzisto"-noun-eo "comique"-noun-fr
"amuzo"-noun-eo "amusement"-noun-fr
"amuzo"-noun-eo "détente"-noun-fr
"amuzo"-noun-eo "divertissement"-noun-fr
"anagalo"-noun-eo "mouron"-noun-fr
"anagramo"-noun-eo "anagramme"-noun-fr
"anakronismo"-noun-eo "anachronisme"-noun-fr
"analekto"-noun-eo "analectes"-noun-fr
"analekto"-noun-eo "analecta"-noun-fr
"analfabeta"-adjective-eo "analphabète"-adjective-fr
"analfabete"-adverb-eo "analphabètement"-adverb-fr
"analitika"-adjective-eo "analytique"-adjective-fr
"analitika funkcio"-noun-eo "fonction analytique"-noun-fr
"analitika geometrio"-noun-eo "géométrie analytique"-noun-fr
"analitike"-adverb-eo "analytiquement"-adverb-fr
"analitiko"-noun-eo "analyse mathématique"-noun-fr
"analiza"-adjective-eo "analyseur"-adjective-fr
"analiza"-adjective-eo "analytique"-adjective-fr
"analize"-adverb-eo "analytiquement"-adverb-fr
"analizebla"-adjective-eo "analysable"-adjective-fr
"analizi"-verb-eo "analyser"-verb-fr
"analizilo"-noun-eo "analyseur"-noun-fr
"analizisto"-noun-eo "analyste"-noun-fr
"analizo"-noun-eo "analyse"-noun-fr
"analo"-noun-eo "annale"-noun-fr
"analo"-noun-eo "chronique"-noun-fr
"analoga"-adjective-eo "analogique"-adjective-fr
"analoga"-adjective-eo "analogue"-adjective-fr
"analoge"-adverb-eo "analogiquement"-adverb-fr
"analoge"-adverb-eo "analoguement"-adverb-fr
"analogeco"-noun-eo "analogie"-noun-fr
"analogeco"-noun-eo "similitude"-noun-fr
"analogia"-adjective-eo "analogique"-adjective-fr
"analogie"-adverb-eo "analogiquement"-adverb-fr
"analogio"-noun-eo "analogie"-noun-fr
"ananaso"-noun-eo "ananas"-noun-fr
"ananasujo"-noun-eo "ananas"-noun-fr
"anapesto"-noun-eo "anapeste"-noun-fr
"anarĥia"-adjective-eo "anarchique"-adjective-fr
"anarĥia"-adjective-eo "anarchiste"-adjective-fr
"anarĥie"-adverb-eo "anarchiquement"-adverb-fr
"anarĥiismo"-noun-eo "anarchisme"-noun-fr
"anarĥiisto"-noun-eo "anarchiste"-noun-fr
"anarĥiulo"-noun-eo "anarchiste"-noun-fr
"anarkia"-adjective-eo "anarchiste"-adjective-fr
"anarkia"-adjective-eo "anarchique"-adjective-fr
"anarkie"-adverb-eo "anarchiquement"-adverb-fr
"anarkiisma"-adjective-eo "anarchiste"-adjective-fr
"anarkiismo"-noun-eo "anarchisme"-noun-fr
"anarkiista"-adjective-eo "anarchiste"-adjective-fr
"anarkiisto"-noun-eo "anarchiste"-noun-fr
"anarkio"-noun-eo "anarchie"-noun-fr
"anarkiulo"-noun-eo "anarchiste"-noun-fr
"anaro"-noun-eo "collectif"-noun-fr
"anaro"-noun-eo "groupe"-noun-fr
"anasedo"-noun-eo "anatidé"-noun-fr
"anaso"-noun-eo "canard"-noun-fr
"anaso"-noun-eo "colvert"-noun-fr
"anastigmata"-adjective-eo "anastigmatique"-adjective-fr
"anastigmata"-adjective-eo "anastigmat"-adjective-fr
"anastigmate"-adverb-eo "anastigmatiquement"-adverb-fr
"anastigmato"-noun-eo "anastigmat"-noun-fr
"anatemi"-verb-eo "jeter l'anathème"-verb-fr
"anatemo"-noun-eo "anathème"-noun-fr
"Anatolio"-properNoun-eo "Anatolie"-properNoun-fr
"Anatolo"-properNoun-eo "Anatole"-properNoun-fr
"anatomia"-adjective-eo "anatomique"-adjective-fr
"anatomie"-adverb-eo "anatomiquement"-adverb-fr
"anatomiisto"-noun-eo "anatomiste"-noun-fr
"anatomio"-noun-eo "anatomie"-noun-fr
"anatomo"-noun-eo "anatomiste"-noun-fr
"anĉo"-noun-eo "anche"-noun-fr
"anĉovo"-noun-eo "anchois"-noun-fr
"anda"-adjective-eo "andin"-adjective-fr
"andaluza"-adjective-eo "andalou"-adjective-fr
"Andaluzio"-properNoun-eo "Andalousie"-properNoun-fr
"andaluzo"-noun-eo "Andalou"-noun-fr
"andanto"-noun-eo "andante"-noun-fr
"Andenne"-properNoun-eo "Andenne"-properNoun-fr
"andezito"-noun-eo "andésite"-noun-fr
"Andoj"-properNoun-eo "Andes"-properNoun-fr
"andora"-adjective-eo "andorran"-adjective-fr
"andorano"-noun-eo "Andorran"-noun-fr
"Andoro"-properNoun-eo "Andorre"-properNoun-fr
"Andreo"-properNoun-eo "André"-properNoun-fr
"androgina"-adjective-eo "androgyne"-adjective-fr
"androgino"-noun-eo "androgyne"-noun-fr
"Andromedo"-properNoun-eo "Andromède"-properNoun-fr
"andujo"-noun-eo "andouille"-noun-fr
"anekdota"-adjective-eo "anecdotique"-adjective-fr
"anekdotaro"-noun-eo "recueil d'anecdotes"-noun-fr
"anekdote"-adverb-eo "anecdotiquement"-adverb-fr
"anekdoto"-noun-eo "anecdote"-noun-fr
"anekdoto"-noun-eo "histoire drôle"-noun-fr
"aneksado"-noun-eo "annexion"-noun-fr
"aneksado"-noun-eo "rattachement"-noun-fr
"aneksaĵo"-noun-eo "annexe"-noun-fr
"aneksaĵo"-noun-eo "dépendance"-noun-fr
"aneksaĵo"-noun-eo "pièce jointe"-noun-fr
"aneksi"-verb-eo "annexer"-verb-fr
"aneksi"-verb-eo "joindre"-verb-fr
"anelido"-noun-eo "annélide"-noun-fr
"anemio"-noun-eo "anémie"-noun-fr
"anemometro"-noun-eo "anémomètre"-noun-fr
"anemono"-noun-eo "anémone"-noun-fr
"anestezi"-verb-eo "anesthésier"-verb-fr
"anestezilo"-noun-eo "anesthésique"-noun-fr
"anestezo"-noun-eo "anesthésie"-noun-fr
"aneto"-noun-eo "aneth"-noun-fr
"aneto"-noun-eo "anet"-noun-fr
"Angaro"-properNoun-eo "Angara"-properNoun-fr
"angeliko"-noun-eo "angélique"-noun-fr
"anĝelo"-noun-eo "ange"-noun-fr
"anĝeluso"-noun-eo "angélus"-noun-fr
"Angers"-properNoun-eo "Angers"-properNoun-fr
"angilo"-noun-eo "anguille"-noun-fr
"angiloforma"-adjective-eo "anguilliforme"-adjective-fr
"angino"-noun-eo "angine"-noun-fr
"angio"-noun-eo "vaisseau sanguin"-noun-fr
"angio"-noun-eo "vaisseau"-noun-fr
"angla"-adjective-eo "anglais"-adjective-fr
"anglalingva"-adjective-eo "anglophone"-adjective-fr
"anglalingva kanadano"-noun-eo "Anglo-canadien"-noun-fr
"anglalingvano"-noun-eo "anglophone"-noun-fr
"Anglet"-properNoun-eo "Anglet"-properNoun-fr
"anglikana"-adjective-eo "anglican"-adjective-fr
"anglikanismo"-noun-eo "anglicanisme"-noun-fr
"anglikano"-noun-eo "Anglican"-noun-fr
"Anglio"-properNoun-eo "Angleterre"-properNoun-fr
"angl-kanada"-adjective-eo "anglo-canadien"-adjective-fr
"anglo"-noun-eo "Anglais"-noun-fr
"Anglo American"-properNoun-eo "Anglo American"-properNoun-fr
"anglonormanda"-adjective-eo "anglo-normand"-adjective-fr
"anglonormando"-noun-eo "Anglo-normand"-noun-fr
"anglosaksa"-adjective-eo "anglo-saxon"-adjective-fr
"anglosakso"-noun-eo "Anglo-saxon"-noun-fr
"angola"-adjective-eo "angolais"-adjective-fr
"angola"-adjective-eo "angolois"-adjective-fr
"angolano"-noun-eo "Angolais"-noun-fr
"angolano"-noun-eo "Angolois"-noun-fr
"Angolo"-properNoun-eo "Angola"-properNoun-fr
"angora"-adjective-eo "anxieux"-adjective-fr
"angori"-verb-eo "être angoissé"-verb-fr
"angoro"-noun-eo "angoisse"-noun-fr
"angoro"-noun-eo "anxiété"-noun-fr
"angoro"-noun-eo "détresse"-noun-fr
"Angoulême"-properNoun-eo "Angoulême"-properNoun-fr
"angula"-adjective-eo "angulaire"-adjective-fr
"angula distanco"-noun-eo "distance angulaire"-noun-fr
"angula distanco"-noun-eo "écart angulaire"-noun-fr
"angula koeficiento"-noun-eo "coefficient directeur"-noun-fr
"angula koeficiento"-noun-eo "pente"-noun-fr
"angulfidela"-adjective-eo "conforme"-adjective-fr
"angulmezurilo"-noun-eo "rapporteur"-noun-fr
"angulo"-noun-eo "angle"-noun-fr
"angulo"-noun-eo "coin"-noun-fr
"angulo"-noun-eo "canton"-noun-fr
"angulŝoto"-noun-eo "corner"-noun-fr
"angviso"-noun-eo "orvet"-noun-fr
"anheli"-verb-eo "être essoufflé"-verb-fr
"anheli"-verb-eo "haleter"-verb-fr
"anhelo"-noun-eo "halètement"-noun-fr
"anhelo"-noun-eo "soupir"-noun-fr
"anhelo"-noun-eo "souffle"-noun-fr
"Anheuser-Busch"-properNoun-eo "Anheuser-Busch"-properNoun-fr
"Anheuser-Busch InBev"-properNoun-eo "Anheuser-Busch InBev"-properNoun-fr
"anhidra"-adjective-eo "anhydre"-adjective-fr
"anihilacii"-verb-eo "annihiler"-verb-fr
"anihilacio"-noun-eo "annihilation"-noun-fr
"anilino"-noun-eo "aniline"-noun-fr
"animacio"-noun-eo "animation"-noun-fr
"animala regno"-noun-eo "règne animal"-noun-fr
"animalo"-noun-eo "animal"-noun-fr
"animisma"-adjective-eo "animiste"-adjective-fr
"animismo"-noun-eo "animisme"-noun-fr
"animista"-adjective-eo "animiste"-adjective-fr
"animisto"-noun-eo "animiste"-noun-fr
"animkonflikto"-noun-eo "cas de conscience"-noun-fr
"animkonflikto"-noun-eo "conflit intérieur"-noun-fr
"animo"-noun-eo "âme"-noun-fr
"animo"-noun-eo "encouragement"-noun-fr
"animo"-noun-eo "esprit"-noun-fr
"anizujo"-noun-eo "anis"-noun-fr
"Anĵuo"-properNoun-eo "Anjou"-properNoun-fr
"Ankaro"-properNoun-eo "Ankara"-properNoun-fr
"ankaŭ"-adverb-eo "aussi"-adverb-fr
"ankaŭ"-adverb-eo "pareillement"-adverb-fr
"ankaŭ ili"-adverb-eo "elles aussi"-adverb-fr
"ankaŭ ili"-adverb-eo "eux aussi"-adverb-fr
"ankaŭ li"-adverb-eo "lui aussi"-adverb-fr
"ankaŭ mi"-adverb-eo "moi aussi"-adverb-fr
"ankaŭ ne"-adverb-eo "non plus"-adverb-fr
"ankaŭ ni"-adverb-eo "nous aussi"-adverb-fr
"ankaŭ ŝi"-adverb-eo "elle aussi"-adverb-fr
"ankaŭ vi"-adverb-eo "toi aussi"-adverb-fr
"ankaŭ vi"-adverb-eo "vous aussi"-adverb-fr
"ankilozo"-noun-eo "ankylose"-noun-fr
"ankoraŭ"-adverb-eo "encore"-adverb-fr
"ankoraŭ"-adverb-eo "toujours pas"-adverb-fr
"ankoraŭ foje"-adverb-eo "une fois encore"-adverb-fr
"ankrejo"-noun-eo "ancrage"-noun-fr
"ankrejo"-noun-eo "mouillage"-noun-fr
"ankro"-noun-eo "ancre"-noun-fr
"anksia"-adjective-eo "anxieux"-adjective-fr
"anksie"-adverb-eo "anxieusement"-adverb-fr
"anksio"-noun-eo "anxiété"-noun-fr
"Annecy"-properNoun-eo "Annecy"-properNoun-fr
"Annemasse"-properNoun-eo "Annemasse"-properNoun-fr
"ano"-noun-eo "membre"-noun-fr
"anobio"-noun-eo "anobie"-noun-fr
"anobio"-noun-eo "vrillette"-noun-fr
"anodo"-noun-eo "anode"-noun-fr
"anomalio"-noun-eo "anomalie"-noun-fr
"anonarbo"-noun-eo "anonier"-noun-fr
"anonca"-adjective-eo "précurseur"-adjective-fr
"anoncisto"-noun-eo "divulgateur"-noun-fr
"anoncisto"-noun-eo "montreur"-noun-fr
"anoncisto"-noun-eo "présentateur"-noun-fr
"anonco"-noun-eo "annonce"-noun-fr
"anonctabulo"-noun-eo "tableau d'affichage"-noun-fr
"anonima"-adjective-eo "anonyme"-adjective-fr
"anonimeco"-noun-eo "anonymat"-noun-fr
"anonimulo"-noun-eo "anonyme"-noun-fr
"anono"-noun-eo "anone"-noun-fr
"anonujo"-noun-eo "anonier"-noun-fr
"anorako"-noun-eo "anorak"-noun-fr
"anoreksio"-noun-eo "anorexie"-noun-fr
"anormala"-adjective-eo "anormal"-adjective-fr
"Anselmo"-properNoun-eo "Anselme"-properNoun-fr
"ansero"-noun-eo "jars"-noun-fr
"ansero"-noun-eo "oie"-noun-fr
"anseroforma"-adjective-eo "ansériforme"-adjective-fr
"anservice"-adverb-eo "à la queue-leu-leu"-adverb-fr
"anservice"-adverb-eo "en file indienne"-adverb-fr
"anso"-noun-eo "anse"-noun-fr
"anso"-noun-eo "poignée"-noun-fr
"anstataŭa"-adjective-eo "de rechange"-adjective-fr
"anstataŭa"-adjective-eo "de substitution"-adjective-fr
"anstataŭa"-adjective-eo "suppléant"-adjective-fr
"anstataŭ"-preposition-eo "au lieu de"-preposition-fr
"anstataŭaĵo"-noun-eo "substitut"-noun-fr
"anstataŭanto"-noun-eo "remplaçant"-noun-fr
"anstataŭanto"-noun-eo "suppléant"-noun-fr
"anstataŭe"-adverb-eo "à la place"-adverb-fr
"anstataŭe"-adverb-eo "en remplacement"-adverb-fr
"anstataŭi"-verb-eo "prendre la relais de"-verb-fr
"anstataŭi"-verb-eo "prendre la relève de"-verb-fr
"anstataŭi"-verb-eo "relayer"-verb-fr
"anstataŭi"-verb-eo "remplacer"-verb-fr
"anstataŭi"-verb-eo "substituer"-verb-fr
"anstataŭi"-verb-eo "suppléer"-verb-fr
"anstataŭi"-verb-eo "tenir lieu"-verb-fr
"anstataŭigo"-noun-eo "rechange"-noun-fr
"anstataŭilo"-noun-eo "rechange"-noun-fr
"anstataŭilo"-noun-eo "substitut"-noun-fr
"anstataŭo"-noun-eo "remplacement"-noun-fr
"anstataŭo"-noun-eo "substitution"-noun-fr
"anstataŭo"-noun-eo "rechange"-noun-fr
"anstataŭo"-noun-eo "substitut"-noun-fr
"anstataŭulo"-noun-eo "remplaçant"-noun-fr
"anstataŭulo"-noun-eo "suppléant"-noun-fr
"antagonismo"-noun-eo "antagonisme"-noun-fr
"antagonista"-adjective-eo "antagoniste"-adjective-fr
"antagonisto"-noun-eo "antagoniste"-noun-fr
"Antananarivo"-properNoun-eo "Antananarivo"-properNoun-fr
"antarkta"-adjective-eo "antarctique"-adjective-fr
"antarkta aŭroro"-noun-eo "aurore australe"-noun-fr
"Antarkta Oceano"-properNoun-eo "Océan Antarctique"-properNoun-fr
"antarkte"-adverb-eo "antarctiquement"-adverb-fr
"Antarkto"-properNoun-eo "Antarctique"-properNoun-fr
"antaŭa"-adjective-eo "antérieur"-adjective-fr
"antaŭa"-adjective-eo "de devant"-adjective-fr
"antaŭa"-adjective-eo "préalable"-adjective-fr
"antaŭa"-adjective-eo "précédent"-adjective-fr
"antaŭa"-adjective-eo "préliminaire"-adjective-fr
"antaŭ"-adverb-eo "pré"-adverb-fr
"antaŭ"-preposition-eo "au devant de"-preposition-fr
"antaŭ"-preposition-eo "avant"-preposition-fr
"antaŭ"-preposition-eo "devant"-preposition-fr
"antaŭ"-preposition-eo "au-devant de"-preposition-fr
"antaŭa masto"-noun-eo "mât de misaine"-noun-fr
"antaŭa masto"-noun-eo "trinquet"-noun-fr
"antaŭa steveno"-noun-eo "étrave"-noun-fr
"antaŭa tago"-noun-eo "jour précédent"-noun-fr
"antaŭa tago"-noun-eo "veille"-noun-fr
"antaŭaĵo"-noun-eo "avancée"-noun-fr
"antaŭaĵo"-noun-eo "antécédent"-noun-fr
"antaŭaĵo"-noun-eo "avant"-noun-fr
"antaŭaĵo"-noun-eo "devant"-noun-fr
"antaŭanto"-noun-eo "devancier"-noun-fr
"antaŭanto"-noun-eo "prédécesseur"-noun-fr
"antaŭbalota"-adjective-eo "préélectoral"-adjective-fr
"antaŭ ĉio"-adverb-eo "avant tout"-adverb-fr
"antaŭ nelonge"-adverb-eo "il y a peu"-adverb-fr
"antaŭ nelonge"-adverb-eo "naguère"-adverb-fr
"antaŭ nelonge"-adverb-eo "récemment"-adverb-fr
"antaŭbrako"-noun-eo "avant-bras"-noun-fr
"antaŭĉambro"-noun-eo "antichambre"-noun-fr
"antaŭĉambro"-noun-eo "entrée"-noun-fr
"antaŭdestinismo"-noun-eo "prédestinatianisme"-noun-fr
"antaŭdestino"-noun-eo "prédestinatianisme"-noun-fr
"antaŭdiristo"-noun-eo "devin"-noun-fr
"antaŭdiro"-noun-eo "prédiction"-noun-fr
"antaŭe"-adverb-eo "à l'avant"-adverb-fr
"antaŭe"-adverb-eo "antérieurement"-adverb-fr
"antaŭe"-adverb-eo "auparavant"-adverb-fr
"antaŭe"-adverb-eo "avant"-adverb-fr
"antaŭe"-adverb-eo "devant"-adverb-fr
"antaŭe"-adverb-eo "précédemment"-adverb-fr
"antaŭe"-adverb-eo "au devant"-adverb-fr
"antaŭe"-adverb-eo "au préalable"-adverb-fr
"antaŭe"-adverb-eo "au-devant"-adverb-fr
"antaŭe"-adverb-eo "préalablement"-adverb-fr
"antaŭe"-adverb-eo "préliminairement"-adverb-fr
"antaŭeco"-noun-eo "antériorité"-noun-fr
"antaŭeco"-noun-eo "fait d'être devant"-noun-fr
"antaŭelekta"-adjective-eo "préélectoral"-adjective-fr
"antaŭelstaraĵo"-noun-eo "avancée"-noun-fr
"antaŭen"-adverb-eo "en avant"-adverb-fr
"antaŭen"-adverb-eo "avant"-adverb-fr
"antaŭenema"-adjective-eo "dynamique"-adjective-fr
"antaŭenema"-adjective-eo "progressiste"-adjective-fr
"antaŭeneme"-adverb-eo "dynamiquement"-adverb-fr
"antaŭeniro"-noun-eo "avancement"-noun-fr
"antaŭfabrikado"-noun-eo "préfabrication"-noun-fr
"antaŭfiksi"-verb-eo "convenir à l'avance"-verb-fr
"antaŭfiksi"-verb-eo "fixer d'avance"-verb-fr
"antaŭgarda"-adjective-eo "de prévention"-adjective-fr
"antaŭgarda"-adjective-eo "de protection"-adjective-fr
"antaŭgarda"-adjective-eo "précautionneux"-adjective-fr
"antaŭgarda"-adjective-eo "préservatif"-adjective-fr
"antaŭgarda"-adjective-eo "prévenant"-adjective-fr
"antaŭgarda"-adjective-eo "préservateur"-adjective-fr
"antaŭgardo"-noun-eo "préservation"-noun-fr
"antaŭgusto"-noun-eo "avant-goût"-noun-fr
"antaŭgvardio"-noun-eo "avant-garde"-noun-fr
"antaŭhieraŭ"-adverb-eo "avant-hier"-adverb-fr
"antaŭhieraŭ matene"-adverb-eo "avant-hier matin"-adverb-fr
"antaŭhieraŭ nokte"-adverb-eo "avant-hier soir"-adverb-fr
"antaŭhieraŭ posttagmeze"-adverb-eo "avant-hier après-midi"-adverb-fr
"antaŭhieraŭ vespere"-adverb-eo "avant-hier soir"-adverb-fr
"antaŭhistoria"-adjective-eo "préhistorique"-adjective-fr
"antaŭhistorie"-adverb-eo "préhistoriquement"-adverb-fr
"antaŭhistorio"-noun-eo "préhistoire"-noun-fr
"antaŭjuĝo"-noun-eo "préjugé"-noun-fr
"antaŭkambria"-adjective-eo "précambrien"-adjective-fr
"antaŭkambrio"-noun-eo "Précambrien"-noun-fr
"antaŭkapablo"-noun-eo "prédisposition"-noun-fr
"antaŭklasika"-adjective-eo "pré-classique"-adjective-fr
"antaŭklasike"-adverb-eo "pré-classiquement"-adverb-fr
"antaŭkompakta"-adjective-eo "précompact"-adjective-fr
"antaŭkongreso"-noun-eo "avant-congrès"-noun-fr
"antaŭkorto"-noun-eo "avant-cour"-noun-fr
"antaŭlasta"-adjective-eo "avant-dernier"-adjective-fr
"antaŭlasta"-adjective-eo "pénultième"-adjective-fr
"antaŭlerneja"-adjective-eo "préscolaire"-adjective-fr
"antaŭlonge"-adverb-eo "depuis longtemps"-adverb-fr
"antaŭlonge"-adverb-eo "il y a longtemps"-adverb-fr
"antaŭlonge"-adverb-eo "depuis belle lurette"-adverb-fr
"antaŭlonge"-adverb-eo "il y a belle lurette"-adverb-fr
