"1a"-numeral-eo "1st"-numeral-en
"malkontenta"-adjective-eo "disaffected"-adjective-en
"malkontenta"-adjective-eo "displeased"-adjective-en
"malkontento"-noun-eo "discontent"-noun-en
"malkontentulo"-noun-eo "malcontent"-noun-en
"malkovro"-noun-eo "exposure"-noun-en
"malkresko"-noun-eo "decrease"-noun-en
"malkunpremo"-noun-eo "decompression"-noun-en
"malkuraĝa"-adjective-eo "cowardly"-adjective-en
"malkuraĝa"-adjective-eo "spineless"-adjective-en
"malkuraĝulo"-noun-eo "coward"-noun-en
"malkvieta"-adjective-eo "restless"-adjective-en
"malkvieta"-adjective-eo "excited"-adjective-en
"mallaboreme"-adverb-eo "lazily"-adverb-en
"mallarĝa"-adjective-eo "narrow"-adjective-en
"mallarĝe"-adverb-eo "closely"-adverb-en
"mallarĝe"-adverb-eo "narrowly"-adverb-en
"mallarĝeco"-noun-eo "tightness"-noun-en
"mallarĝeco"-noun-eo "narrowness"-noun-en
"mallaŭta"-adjective-eo "soft"-adjective-en
"mallaŭte"-adverb-eo "softly"-adverb-en
"mallerta"-adjective-eo "awkward"-adjective-en
"mallerta"-adjective-eo "amateurish"-adjective-en
"mallerta"-adjective-eo "clumsy"-adjective-en
"mallerte"-adverb-eo "poorly"-adverb-en
"mallerteco"-noun-eo "clumsiness"-noun-en
"mallerteco"-noun-eo "ineptitude"-noun-en
"malleviĝo"-noun-eo "fall"-noun-en
"mallibera"-adjective-eo "confined"-adjective-en
"mallibera"-adjective-eo "bound"-adjective-en
"malliberejo"-noun-eo "prison"-noun-en
"malliberigo"-noun-eo "imprisonment"-noun-en
"malliberiĝo"-noun-eo "prison"-noun-en
"malliberiĝo"-noun-eo "captivity"-noun-en
"malliberulo"-noun-eo "setscrew"-noun-en
"malliberulo"-noun-eo "prisoner"-noun-en
"mallojala"-adjective-eo "disloyal"-adjective-en
"mallonga"-adjective-eo "short"-adjective-en
"mallonge"-adverb-eo "in a nutshell"-adverb-en
"mallongigo"-noun-eo "abbreviation"-noun-en
"malluksa"-adjective-eo "humble"-adjective-en
"malluksa"-adjective-eo "spartan"-adjective-en
"malluksa"-adjective-eo "austere"-adjective-en
"malluma"-adjective-eo "dark"-adjective-en
"mallumo"-noun-eo "dark"-noun-en
"mallumo"-noun-eo "darkness"-noun-en
"malmilda"-adjective-eo "severe"-adjective-en
"malmodera"-adjective-eo "immoderate"-adjective-en
"malmulte"-adverb-eo "little"-adverb-en
"malmunti"-verb-eo "strip"-verb-en
"malmunti"-verb-eo "disassemble"-verb-en
"malmunti"-verb-eo "dismantle"-verb-en
"malneto"-noun-eo "draft"-noun-en
"malnobla"-adjective-eo "vile"-adjective-en
"malnobla"-adjective-eo "ignoble"-adjective-en
"malnoble"-adverb-eo "sordid"-adverb-en
"malnobliga"-adjective-eo "demeaning"-adjective-en
"malnobliĝo"-noun-eo "degradation"-noun-en
"malnoblulo"-noun-eo "scoundrel"-noun-en
"malnova"-adjective-eo "old"-adjective-en
"malnova"-adjective-eo "venerable"-adjective-en
"malobeado"-noun-eo "insubordination"-noun-en
"malobeemo"-noun-eo "insubordination"-noun-en
"malobeo"-noun-eo "disobedience"-noun-en
"malobeo"-noun-eo "transgression"-noun-en
"malobservi"-verb-eo "ignore"-verb-en
"malobservi"-verb-eo "contravene"-verb-en
"malobservi"-verb-eo "violate"-verb-en
"malobservo"-noun-eo "offence"-noun-en
"malobservo"-noun-eo "infringement"-noun-en
"malobservo"-noun-eo "violation"-noun-en
"malofta"-adjective-eo "rare"-adjective-en
"malofte"-adverb-eo "rarely"-adverb-en
"maloportuna"-adjective-eo "awkward"-adjective-en
"maloportuna"-adjective-eo "cumbersome"-adjective-en
"maloportuna"-adjective-eo "inconvenient"-adjective-en
"maloportuna"-adjective-eo "unwieldy"-adjective-en
"maloportunaĵo"-noun-eo "disadvantage"-noun-en
"maloportune"-adverb-eo "out of place"-adverb-en
"maloportune"-adverb-eo "out of position"-adverb-en
"maloportune"-adverb-eo "out of turn"-adverb-en
"malordo"-noun-eo "disorder"-noun-en
"malordo"-noun-eo "mess"-noun-en
"malordo"-noun-eo "clutter"-noun-en
"malorganizi"-verb-eo "unorganise"-verb-en
"malorganizi"-verb-eo "unorganize"-verb-en
"malpacema"-adjective-eo "belligerent"-adjective-en
"malpacienca"-adjective-eo "restless"-adjective-en
"malpaco"-noun-eo "conflict"-noun-en
"malpaco"-noun-eo "acrimony"-noun-en
"malpermeso"-noun-eo "ban"-noun-en
"malpermeso"-noun-eo "prohibition"-noun-en
"malpermeso"-noun-eo "proscription"-noun-en
"malpeza"-adjective-eo "lightweight"-adjective-en
"malpeza"-adjective-eo "light"-adjective-en
"malpia"-adjective-eo "profane"-adjective-en
"malplena"-adjective-eo "empty"-adjective-en
"malplena"-adjective-eo "bare"-adjective-en
"malplena"-adjective-eo "blank"-adjective-en
"malplena"-adjective-eo "void"-adjective-en
"malpli"-adverb-eo "least"-adverb-en
"malpli"-adverb-eo "less"-adverb-en
"malpliigo"-noun-eo "decrease"-noun-en
"malpliiĝo"-noun-eo "decline"-noun-en
"malpliiĝo"-noun-eo "abatement"-noun-en
"malplimulta"-adjective-eo "minority"-adjective-en
"malplimulto"-noun-eo "minority"-noun-en
"malprava"-adjective-eo "false"-adjective-en
"malprava"-adjective-eo "illegitimate"-adjective-en
"malprava"-adjective-eo "unsound"-adjective-en
"malpreciza"-adjective-eo "imprecise"-adjective-en
"malpreciza"-adjective-eo "fuzzy"-adjective-en
"malprofito"-noun-eo "loss"-noun-en
"malprofunda"-adjective-eo "shallow"-adjective-en
"malproksima"-adjective-eo "distant"-adjective-en
"malproksima"-adjective-eo "far"-adjective-en
"malprospera"-adjective-eo "fruitless"-adjective-en
"malprospero"-noun-eo "hardship"-noun-en
"malprudenta"-adjective-eo "irresponsible"-adjective-en
"malprudenta"-adjective-eo "misguided"-adjective-en
"malprudente"-adverb-eo "foolishly"-adverb-en
"malprudente"-adverb-eo "irresponsibly"-adverb-en
"malprudentulo"-noun-eo "fool"-noun-en
"malpura"-adjective-eo "gross"-adjective-en
"malpura"-adjective-eo "dirty"-adjective-en
"malpura"-adjective-eo "impure"-adjective-en
"malpura"-adjective-eo "squalid"-adjective-en
"malpura"-adjective-eo "unclean"-adjective-en
"malpuraĵo"-noun-eo "dirt"-noun-en
"malpuraĵo"-noun-eo "impurity"-noun-en
"malpuraĵo"-noun-eo "filth"-noun-en
"malpureco"-noun-eo "dirt"-noun-en
"malpureco"-noun-eo "squalor"-noun-en
"malracia"-adjective-eo "irrational"-adjective-en
"malracieco"-noun-eo "irrationality"-noun-en
"malrapida"-adjective-eo "slow"-adjective-en
"malrapide"-adverb-eo "slowly"-adverb-en
"malrapideco"-noun-eo "slowness"-noun-en
"malregula"-adjective-eo "irregular"-adjective-en
"malrekta"-adjective-eo "oblique"-adjective-en
"malrespekta"-adjective-eo "insolent"-adjective-en
"malrespekte"-adverb-eo "forward"-adverb-en
"malrespekto"-noun-eo "impertinence"-noun-en
"malriĉa"-adjective-eo "poor"-adjective-en
"malriĉa"-adjective-eo "impoverished"-adjective-en
"malriĉeco"-noun-eo "poverty"-noun-en
"malriĉigo"-noun-eo "impoverishment"-noun-en
"malriĉiĝo"-noun-eo "impoverishment"-noun-en
"malrigida"-adjective-eo "floppy"-adjective-en
"malrigida"-adjective-eo "flaccid"-adjective-en
"malrigida"-adjective-eo "limp"-adjective-en
"malŝalti"-verb-eo "turn"-verb-en
"malsama"-adjective-eo "different"-adjective-en
"malsana"-adjective-eo "sick"-adjective-en
"malsana"-adjective-eo "ill"-adjective-en
"malsanema"-adjective-eo "weak"-adjective-en
"malsano"-noun-eo "disease"-noun-en
"malsano"-noun-eo "illness"-noun-en
"malsano"-noun-eo "ailment"-noun-en
"malsano"-noun-eo "sickness"-noun-en
"malsanulo"-noun-eo "invalid"-noun-en
"malsanulo"-noun-eo "patient"-noun-en
"malsata"-adjective-eo "hungry"-adjective-en
"malsatego"-noun-eo "famine"-noun-en
"malsato"-noun-eo "starvation"-noun-en
"malsato"-noun-eo "hunger"-noun-en
"malseka"-adjective-eo "wet"-adjective-en
"malsekeco"-noun-eo "moisture"-noun-en
"malsekureco"-noun-eo "danger"-noun-en
"malserena"-adjective-eo "grim"-adjective-en
"malserioza"-adjective-eo "frivolous"-adjective-en
"malserioza"-adjective-eo "silly"-adjective-en
"malsimila"-adjective-eo "dissimilar"-adjective-en
"malsimpla"-adjective-eo "elaborate"-adjective-en
"malsincera"-adjective-eo "deceitful"-adjective-en
"malsolida"-adjective-eo "weak"-adjective-en
"malsolida"-adjective-eo "flimsy"-adjective-en
"malsprita"-adjective-eo "uninspired"-adjective-en
"malstabila"-adjective-eo "unstable"-adjective-en
"malstabileco"-noun-eo "instability"-noun-en
"malstreĉa"-adjective-eo "loose"-adjective-en
"malstreĉa"-adjective-eo "slack"-adjective-en
"malstreĉiĝo"-noun-eo "relaxation"-noun-en
"malsukceso"-noun-eo "failure"-noun-en
"malsukceso"-noun-eo "flop"-noun-en
"malsupera"-adjective-eo "inferior"-adjective-en
"malsupera"-adjective-eo "junior"-adjective-en
"Malsupra Saksio"-properNoun-eo "Lower Saxony"-properNoun-en
"malsupre"-adverb-eo "below"-adverb-en
"malsupre"-adverb-eo "underneath"-adverb-en
"malsupreniro"-noun-eo "descent"-noun-en
"malsupro"-noun-eo "bottom"-noun-en
"maltima"-adjective-eo "fearless"-adjective-en
"malto"-noun-eo "malt"-noun-en
"Malto"-properNoun-eo "Malta"-properNoun-en
"maltrankvila"-adjective-eo "nervous"-adjective-en
"maltrankvila"-adjective-eo "anxious"-adjective-en
"maltrankvila"-adjective-eo "edgy"-adjective-en
"maltrankvila"-adjective-eo "fearful"-adjective-en
"maltrankvila"-adjective-eo "jittery"-adjective-en
"maltrankvila"-adjective-eo "uneasy"-adjective-en
"maltrankvila"-adjective-eo "unnerved"-adjective-en
"maltrankvila"-adjective-eo "unsettled"-adjective-en
"maltrankvila"-adjective-eo "worried"-adjective-en
"maltrankvileco"-noun-eo "nerve"-noun-en
"maltrankvileco"-noun-eo "nervousness"-noun-en
"maltrankviliga"-adjective-eo "uncomfortable"-adjective-en
"maltrankviliga"-adjective-eo "worrisome"-adjective-en
"maltrankviliga"-adjective-eo "disquieting"-adjective-en
"maltrankvilo"-noun-eo "anxiety"-noun-en
"maltrankvilo"-noun-eo "trepidation"-noun-en
"maltrankvilo"-noun-eo "unease"-noun-en
"maltrankvilo"-noun-eo "uneasiness"-noun-en
"malutila"-adjective-eo "harmful"-adjective-en
"malutila"-adjective-eo "detrimental"-adjective-en
"malutila"-adjective-eo "counterproductive"-adjective-en
"malutila"-adjective-eo "deleterious"-adjective-en
"malutile"-adverb-eo "hurtful"-adverb-en
"malutilo"-noun-eo "damage"-noun-en
"malutilo"-noun-eo "harm"-noun-en
"malutilo"-noun-eo "minus"-noun-en
"malutilo"-noun-eo "detriment"-noun-en
"malvarma"-adjective-eo "cold"-adjective-en
"malvarmeco"-noun-eo "coolness"-noun-en
"malvarmeco"-noun-eo "chill"-noun-en
"malvarmeta"-adjective-eo "cool"-adjective-en
"malvarmeto"-noun-eo "freshness"-noun-en
"malvarmeto"-noun-eo "cool"-noun-en
"malvarmigo"-noun-eo "cooling"-noun-en
"malvarmiĝo"-noun-eo "chill"-noun-en
"malvarmo"-noun-eo "cold"-noun-en
"malvarmumo"-noun-eo "cold"-noun-en
"malvasta"-adjective-eo "small"-adjective-en
"malvasta"-adjective-eo "confined"-adjective-en
"malvasta"-adjective-eo "cramped"-adjective-en
"malvenko"-noun-eo "defeat"-noun-en
"malvera"-adjective-eo "false"-adjective-en
"malvera"-adjective-eo "untrue"-adjective-en
"malversacio"-noun-eo "embezzlement"-noun-en
"malvigla"-adjective-eo "mundane"-adjective-en
"malvigla"-adjective-eo "lacklustre"-adjective-en
"malvigla"-adjective-eo "sluggish"-adjective-en
"malvirto"-noun-eo "evil"-noun-en
"malvolonte"-adverb-eo "unwillingly"-adverb-en
"mamo"-noun-eo "breast"-noun-en
"mamula"-adjective-eo "mammalian"-adjective-en
"mamulo"-noun-eo "mammal"-noun-en
"mamuto"-noun-eo "mammoth"-noun-en
"mamzono"-noun-eo "bra"-noun-en
"mamzono"-noun-eo "brassiere"-noun-en
"mana"-adjective-eo "manual"-adjective-en
"manaĝero"-noun-eo "manager"-noun-en
"manartiko"-noun-eo "wrist"-noun-en
"mandato"-noun-eo "term"-noun-en
"mandato"-noun-eo "warrant"-noun-en
"mandato"-noun-eo "mandate"-noun-en
"mandato"-noun-eo "writ"-noun-en
"mane"-adverb-eo "at hand"-adverb-en
"mane"-adverb-eo "by hand"-adverb-en
"mane"-adverb-eo "close at hand"-adverb-en
"mane"-adverb-eo "in hand"-adverb-en
"mane"-adverb-eo "on hand"-adverb-en
"mane"-adverb-eo "up for grabs"-adverb-en
"mane"-adverb-eo "manually"-adverb-en
"mane"-adverb-eo "longhand"-adverb-en
"manekeno"-noun-eo "dummy"-noun-en
"manĝaĵo"-noun-eo "food"-noun-en
"mangano"-noun-eo "manganese"-noun-en
"mangao"-noun-eo "manga"-noun-en
"manĝilaro"-noun-eo "setting"-noun-en
"manĝo"-noun-eo "meal"-noun-en
"manĝoĉambro"-noun-eo "canteen"-noun-en
"maniero"-noun-eo "manner"-noun-en
"maniero"-noun-eo "mode"-noun-en
"manifestacianto"-noun-eo "demonstrator"-noun-en
"manifestacii"-verb-eo "demonstrate"-verb-en
"manifestacio"-noun-eo "demonstration"-noun-en
"manifestado"-noun-eo "manifestation"-noun-en
"manifesti"-verb-eo "manifest"-verb-en
"manifesto"-noun-eo "manifesto"-noun-en
"maniko"-noun-eo "sleeve"-noun-en
"manikuro"-noun-eo "manicure"-noun-en
"manio"-noun-eo "mania"-noun-en
"manipulado"-noun-eo "manipulation"-noun-en
"manipuli"-verb-eo "manipulate"-verb-en
"manipuli"-verb-eo "ply"-verb-en
"mankateno"-noun-eo "manacle"-noun-en
"manko"-noun-eo "absence"-noun-en
"manko"-noun-eo "lack"-noun-en
"manko"-noun-eo "gap"-noun-en
"manko"-noun-eo "inadequacy"-noun-en
"manko"-noun-eo "insufficiency"-noun-en
"manko"-noun-eo "dearth"-noun-en
"manko"-noun-eo "defect"-noun-en
"manko"-noun-eo "deficiency"-noun-en
"manko"-noun-eo "shortcoming"-noun-en
"manko"-noun-eo "failing"-noun-en
"manlibro"-noun-eo "manual"-noun-en
"manlibro"-noun-eo "handbook"-noun-en
"mano"-noun-eo "hand"-noun-en
"manovro"-noun-eo "manoeuvre"-noun-en
"manpilkado"-noun-eo "handball"-noun-en
"manplato"-noun-eo "palm"-noun-en
"manpremo"-noun-eo "handshake"-noun-en
"manradiko"-noun-eo "wrist"-noun-en
"mansardo"-noun-eo "attic"-noun-en
"mansardo"-noun-eo "garret"-noun-en
"mantelo"-noun-eo "mantle"-noun-en
"mantelo"-noun-eo "cloak"-noun-en
"mantelo"-noun-eo "wrap"-noun-en
"mantuko"-noun-eo "towel"-noun-en
"manufakturi"-verb-eo "manufacture"-verb-en
"manufakturisto"-noun-eo "manufacturer"-noun-en
"manufakturo"-noun-eo "installation"-noun-en
"manuskripto"-noun-eo "manuscript"-noun-en
"manuzi"-verb-eo "handle"-verb-en
"mapo"-noun-eo "chart"-noun-en
"mapo"-noun-eo "map"-noun-en
"mara"-adjective-eo "marine"-adjective-en
"mara"-adjective-eo "maritime"-adjective-en
"marakvo"-noun-eo "seawater"-noun-en
"mararmeo"-noun-eo "navy"-noun-en
"maratono"-noun-eo "marathon"-noun-en
"marborda"-adjective-eo "coastal"-adjective-en
"marborda"-adjective-eo "littoral"-adjective-en
"marbordo"-noun-eo "coast"-noun-en
"marbordo"-noun-eo "seaboard"-noun-en
"marbordo"-noun-eo "shore"-noun-en
"marbordo"-noun-eo "coastline"-noun-en
"marbordo"-noun-eo "shoreline"-noun-en
"marĉa"-adjective-eo "soggy"-adjective-en
"marĉandado"-noun-eo "haggling"-noun-en
"marĉo"-noun-eo "marsh"-noun-en
"mardo"-noun-eo "Tuesday"-noun-en
"margarino"-noun-eo "margarine"-noun-en
"marĝena"-adjective-eo "marginal"-adjective-en
"marĝena"-adjective-eo "borderline"-adjective-en
"marĝenigo"-noun-eo "marginalisation"-noun-en
"marĝeno"-noun-eo "margin"-noun-en
"mariĥuano"-noun-eo "pot"-noun-en
"marioneto"-noun-eo "puppet"-noun-en
"maristo"-noun-eo "mariner"-noun-en
"maristo"-noun-eo "sailor"-noun-en
"maristo"-noun-eo "seafarer"-noun-en
"markezo"-noun-eo "marquee"-noun-en
"marko"-noun-eo "mark"-noun-en
"marko"-noun-eo "brand"-noun-en
"markolo"-noun-eo "channel"-noun-en
"marksisma"-adjective-eo "marxist"-adjective-en
"marmelado"-noun-eo "preserve"-noun-en
"marmito"-noun-eo "pot"-noun-en
"marmito"-noun-eo "casserole"-noun-en
"marmoro"-noun-eo "marble"-noun-en
"maro"-noun-eo "sea"-noun-en
"marodi"-verb-eo "raid"-verb-en
"maroka"-adjective-eo "Moroccan"-adjective-en
"marokano"-noun-eo "Moroccan"-noun-en
"Maroko"-properNoun-eo "Morocco"-properNoun-en
"Marso"-properNoun-eo "Mars"-properNoun-en
"marŝo"-noun-eo "march"-noun-en
"marŝo"-noun-eo "walk"-noun-en
"marsoldato"-noun-eo "marine"-noun-en
"martelo"-noun-eo "hammer"-noun-en
"martiro"-noun-eo "martyr"-noun-en
"marto"-noun-eo "March"-noun-en
"masaĝi"-verb-eo "massage"-verb-en
"masaĝo"-noun-eo "massage"-noun-en
"masakro"-noun-eo "massacre"-noun-en
"maŝinaro"-noun-eo "machinery"-noun-en
"maŝino"-noun-eo "machine"-noun-en
"masiva"-adjective-eo "massive"-adjective-en
"maskla"-adjective-eo "male"-adjective-en
"masklo"-noun-eo "male"-noun-en
"masko"-noun-eo "mask"-noun-en
"masko"-noun-eo "persona"-noun-en
"maskoto"-noun-eo "pet"-noun-en
"maskovesto"-noun-eo "costume"-noun-en
"maso"-noun-eo "mass"-noun-en
"maŝo"-noun-eo "loop"-noun-en
"masoĥisma"-adjective-eo "masochistic"-adjective-en
"masoĥismo"-noun-eo "masochism"-noun-en
"masonisto"-noun-eo "bricklayer"-noun-en
"masonisto"-noun-eo "mason"-noun-en
"masto"-noun-eo "topmast"-noun-en
"mastra"-adjective-eo "master"-adjective-en
"mastrema"-adjective-eo "domineering"-adjective-en
"mastro"-noun-eo "patron saint"-noun-en
"mastro"-noun-eo "master"-noun-en
"mastruma"-adjective-eo "domestic"-adjective-en
"mastrumado"-noun-eo "management"-noun-en
"mastrumado"-noun-eo "housekeeping"-noun-en
"mastrumado"-noun-eo "housework"-noun-en
"masturbo"-noun-eo "masturbation"-noun-en
"matematika"-adjective-eo "mathematical"-adjective-en
"matematike"-adverb-eo "mathematically"-adverb-en
"matematikisto"-noun-eo "mathematician"-noun-en
"matematiko"-noun-eo "math"-noun-en
"matematiko"-noun-eo "mathematics"-noun-en
"matematiko"-noun-eo "maths"-noun-en
"matene"-adverb-eo "in the morning"-adverb-en
"matene"-adverb-eo "morning"-adverb-en
"mateniĝo"-noun-eo "morning"-noun-en
"matenmanĝo"-noun-eo "breakfast"-noun-en
"mateno"-noun-eo "morning"-noun-en
"materia"-adjective-eo "tangible"-adjective-en
"materiala"-adjective-eo "material"-adjective-en
"materialisma"-adjective-eo "materialistic"-adjective-en
"materialismo"-noun-eo "materialism"-noun-en
"materialo"-noun-eo "material"-noun-en
"materio"-noun-eo "matter"-noun-en
"mato"-noun-eo "mat"-noun-en
"matraco"-noun-eo "mattress"-noun-en
"matrico"-noun-eo "matrix"-noun-en
"matura"-adjective-eo "mature"-adjective-en
"matura"-adjective-eo "mellow"-adjective-en
"matura"-adjective-eo "ripe"-adjective-en
"matureco"-noun-eo "maturity"-noun-en
"Maŭritanio"-properNoun-eo "Mauritania"-properNoun-en
"maŭro"-noun-eo "Moor"-noun-en
"maŭzoleo"-noun-eo "mausoleum"-noun-en
"mazuto"-noun-eo "oil"-noun-en
"meandro"-noun-eo "meander"-noun-en
"meblaro"-noun-eo "furniture"-noun-en
"meblaro"-noun-eo "trousseau"-noun-en
"meblo"-noun-eo "furniture"-noun-en
"mecenateco"-noun-eo "patronage"-noun-en
"mecenato"-noun-eo "patron"-noun-en
"meĉo"-noun-eo "match"-noun-en
"medaliono"-noun-eo "cameo"-noun-en
"medalo"-noun-eo "medal"-noun-en
"medalo"-noun-eo "medallion"-noun-en
"media"-adjective-eo "environmental"-adjective-en
"mediacianto"-noun-eo "mediator"-noun-en
"mediacii"-verb-eo "mediate"-verb-en
"mediaciisto"-noun-eo "mediator"-noun-en
"mediacio"-noun-eo "mediation"-noun-en
"mediano"-noun-eo "median"-noun-en
"medicina"-adjective-eo "medical"-adjective-en
"medicino"-noun-eo "medicine"-noun-en
"medikamento"-noun-eo "medicine"-noun-en
"medikamento"-noun-eo "medication"-noun-en
"medio"-noun-eo "environment"-noun-en
"medio"-noun-eo "surroundings"-noun-en
"meditado"-noun-eo "meditation"-noun-en
"mediteranea"-adjective-eo "Mediterranean"-adjective-en
"Mediteraneo"-properNoun-eo "Mediterranean"-properNoun-en
"Mediteraneo"-properNoun-eo "the Mediterranean"-properNoun-en
"medito"-noun-eo "meditation"-noun-en
"medo"-noun-eo "mead"-noun-en
"medolo"-noun-eo "marrow"-noun-en
"megabajto"-noun-eo "megabyte"-noun-en
"megafono"-noun-eo "megaphone"-noun-en
"megafono"-noun-eo "bullhorn"-noun-en
"megero"-noun-eo "fury"-noun-en
"mejlo"-noun-eo "mile"-noun-en
"mejloŝtono"-noun-eo "milestone"-noun-en
"mekanika"-adjective-eo "mechanical"-adjective-en
"mekaniko"-noun-eo "mechanic"-noun-en
"mekanismo"-noun-eo "mechanism"-noun-en
"meksika"-adjective-eo "Mexican"-adjective-en
"meksikano"-noun-eo "Mexican"-noun-en
"meksikia"-adjective-eo "Mexican"-adjective-en
"Meksiko"-properNoun-eo "Mexico"-properNoun-en
"melankolia"-adjective-eo "melancholic"-adjective-en
"melankolia"-adjective-eo "melancholy"-adjective-en
"melankolia"-adjective-eo "depressed"-adjective-en
"melankolio"-noun-eo "depression"-noun-en
"meleagro"-noun-eo "turkey"-noun-en
"melkado"-noun-eo "milking"-noun-en
"melo"-noun-eo "badger"-noun-en
"melodia"-adjective-eo "melodic"-adjective-en
"melodia"-adjective-eo "melodious"-adjective-en
"melodio"-noun-eo "melody"-noun-en
"melodio"-noun-eo "tune"-noun-en
"melodramo"-noun-eo "melodrama"-noun-en
"melongeno"-noun-eo "eggplant"-noun-en
"melono"-noun-eo "melon"-noun-en
"membrano"-noun-eo "skin"-noun-en
"membreco"-noun-eo "belonging"-noun-en
"membro"-noun-eo "member"-noun-en
"membro"-noun-eo "limb"-noun-en
"memdefendo"-noun-eo "self-defence"-noun-en
"memestimo"-noun-eo "self-esteem"-noun-en
"memfido"-noun-eo "confidence"-noun-en
"memmortigo"-noun-eo "suicide"-noun-en
"memo"-noun-eo "self"-noun-en
"memoraĵo"-noun-eo "memento"-noun-en
"memoraĵo"-noun-eo "memoir"-noun-en
"memoraĵo"-noun-eo "memorabilia"-noun-en
"memoraĵo"-noun-eo "souvenir"-noun-en
"memorfesti"-verb-eo "commemorate"-verb-en
"memorinda"-adjective-eo "memorable"-adjective-en
"memoro"-noun-eo "memory"-noun-en
"memstara"-adjective-eo "stand alone"-adjective-en
"memstara"-adjective-eo "independent"-adjective-en
"memuaro"-noun-eo "paper"-noun-en
"memvola"-adjective-eo "spontaneous"-adjective-en
"memvole"-adverb-eo "freely"-adverb-en
"mencii"-verb-eo "mention"-verb-en
"mencio"-noun-eo "reference"-noun-en
"mencio"-noun-eo "mention"-noun-en
"mensa"-adjective-eo "mental"-adjective-en
"mense"-adverb-eo "mentally"-adverb-en
"menso"-noun-eo "mind"-noun-en
"mensogo"-noun-eo "lie"-noun-en
"mensogulo"-noun-eo "liar"-noun-en
"menstrua"-adjective-eo "menstrual"-adjective-en
"menstruo"-noun-eo "menstruation"-noun-en
"mento"-noun-eo "mint"-noun-en
"mentono"-noun-eo "chin"-noun-en
"mentoro"-noun-eo "adviser"-noun-en
"mentoro"-noun-eo "mentor"-noun-en
"menuo"-noun-eo "menu"-noun-en
"merdo"-noun-eo "shit"-noun-en
"mergi"-verb-eo "submerge"-verb-en
"mergi"-verb-eo "immerse"-verb-en
"mergo"-noun-eo "immersion"-noun-en
"meringo"-noun-eo "meringue"-noun-en
"merkatiko"-noun-eo "marketing"-noun-en
"merkato"-noun-eo "market"-noun-en
"merkredo"-noun-eo "Wednesday"-noun-en
"Merkuro"-properNoun-eo "Mercury"-properNoun-en
"merlo"-noun-eo "blackbird"-noun-en
"merluĉo"-noun-eo "hake"-noun-en
"mesaĝisto"-noun-eo "messenger"-noun-en
"mesaĝo"-noun-eo "message"-noun-en
"meso"-noun-eo "mass"-noun-en
"metabolo"-noun-eo "metabolism"-noun-en
"metafizika"-adjective-eo "metaphysical"-adjective-en
"metafiziko"-noun-eo "metaphysics"-noun-en
"metaforo"-noun-eo "metaphor"-noun-en
"metala"-adjective-eo "metallic"-adjective-en
"metalo"-noun-eo "metal"-noun-en
"metalurgia"-adjective-eo "metallurgical"-adjective-en
"metalurgio"-noun-eo "metallurgy"-noun-en
"metamorfozo"-noun-eo "metamorphosis"-noun-en
"metatezo"-noun-eo "transposition"-noun-en
"meteologia"-adjective-eo "meteorological"-adjective-en
"meteologio"-noun-eo "meteorology"-noun-en
"meteorito"-noun-eo "meteorite"-noun-en
"meteorologia"-adjective-eo "meteorological"-adjective-en
"meteorologio"-noun-eo "meteorology"-noun-en
"metia"-adjective-eo "vocational"-adjective-en
"metiisto"-noun-eo "artisan"-noun-en
"metilernanto"-noun-eo "trainee"-noun-en
"metoda"-adjective-eo "methodical"-adjective-en
"metodaro"-noun-eo "methodology"-noun-en
"metodika"-adjective-eo "methodological"-adjective-en
"metodiko"-noun-eo "methodology"-noun-en
"metodo"-noun-eo "method"-noun-en
"metriko"-noun-eo "metre"-noun-en
"metriko"-noun-eo "metrics"-noun-en
"metro"-noun-eo "metre"-noun-en
"metro"-noun-eo "meter"-noun-en
"metroo"-noun-eo "underground"-noun-en
"metroo"-noun-eo "subway"-noun-en
"metropola"-adjective-eo "metropolitan"-adjective-en
"metropolo"-noun-eo "mainland"-noun-en
"metropolo"-noun-eo "capital"-noun-en
"metropolo"-noun-eo "metropolis"-noun-en
"metropolo"-noun-eo "metro"-noun-en
"mevo"-noun-eo "seagull"-noun-en
"meza"-adjective-eo "intermediate"-adjective-en
"meza"-adjective-eo "middle"-adjective-en
"mezepoka"-adjective-eo "mediaeval"-adjective-en
"mezepoka"-adjective-eo "medieval"-adjective-en
"mezepoko"-noun-eo "Middle Ages"-noun-en
"mezlernejo"-noun-eo "high school"-noun-en
"mezlernejo"-noun-eo "secondary school"-noun-en
"meznombro"-noun-eo "average"-noun-en
"mezo"-noun-eo "centre"-noun-en
"mezo"-noun-eo "middle"-noun-en
"mezo"-noun-eo "midst"-noun-en
"mezumo"-noun-eo "average"-noun-en
"mezumo"-noun-eo "mean"-noun-en
"mezurado"-noun-eo "measurement"-noun-en
"mezurebla"-adjective-eo "measurable"-adjective-en
"mezurilo"-noun-eo "measure"-noun-en
"mezurilo"-noun-eo "yardstick"-noun-en
"mezuro"-noun-eo "measure"-noun-en
"mezuro"-noun-eo "measurement"-noun-en
"mezurunuo"-noun-eo "unit"-noun-en
"mia"-determiner-eo "my"-determiner-en
"mia"-adjective-eo "mine"-adjective-en
"Miĉigano"-properNoun-eo "Michigan"-properNoun-en
"mielo"-noun-eo "honey"-noun-en
"mieno"-noun-eo "manner"-noun-en
"mieno"-noun-eo "demeanour"-noun-en
