"10a"-adjective-eo "X"-adjective-es
"konkeri"-verb-eo "conquistar"-verb-es
"konsulti"-verb-eo "consultar"-verb-es
"konsumo"-noun-eo "consumo"-noun-es
"seninterrompa"-adjective-eo "ininterrumpido"-adjective-es
"regulilo"-noun-eo "regulador"-noun-es
"retenado"-noun-eo "retención"-noun-es
"reteno"-noun-eo "retención"-noun-es
"konvinkiĝo"-noun-eo "convicción"-noun-es
"korelacii"-verb-eo "correlacionar"-verb-es
"tego"-noun-eo "funda"-noun-es
"tego"-noun-eo "recubrimiento"-noun-es
"bovino"-noun-eo "vaca"-noun-es
"metio"-noun-eo "oficio"-noun-es
"metio"-noun-eo "profesión manual"-noun-es
"gravega"-adjective-eo "importantísimo"-adjective-es
"gravega"-adjective-eo "trascendente"-adjective-es
"krueleco"-noun-eo "crueldad"-noun-es
"kruelaĵo"-noun-eo "salvajada"-noun-es
"cianido"-noun-eo "cianuro"-noun-es
"kriza"-adjective-eo "álgido"-adjective-es
"krize"-adverb-eo "álgidamente"-adverb-es
"debuto"-noun-eo "debut"-noun-es
"debuto"-noun-eo "debú"-noun-es
"regresi"-verb-eo "recular"-verb-es
"malprogreso"-noun-eo "retroceso"-noun-es
"dekalkulo"-noun-eo "retención"-noun-es
"elkore"-adverb-eo "efusivamente"-adverb-es
"manka"-adjective-eo "carente"-adjective-es
"manka"-adjective-eo "deficiente"-adjective-es
"difektita"-adjective-eo "estropeado"-adjective-es
"difektita"-adjective-eo "malparado"-adjective-es
"difektita"-adjective-eo "maltrecho"-adjective-es
"sendefenda"-adjective-eo "indefenso"-adjective-es
"defenda"-adjective-eo "defensivo"-adjective-es
"senduba"-adjective-eo "inequívoco"-adjective-es
"precizigo"-noun-eo "puntualización"-noun-es
"renverso"-noun-eo "derrocamiento"-noun-es
"sereneco"-noun-eo "serenidad"-noun-es
"plimalboniĝo"-noun-eo "empeoramiento"-noun-es
"difektiĝo"-noun-eo "inutilización"-noun-es
"persisto"-noun-eo "ahínco"-noun-es
"persisto"-noun-eo "perseverancia"-noun-es
"sindonemo"-noun-eo "afectuosidad"-noun-es
"sindonemo"-noun-eo "generosidad"-noun-es
"vindotuko"-noun-eo "pañal"-noun-es
"tendenca"-adjective-eo "tendencioso"-adjective-es
"fingra"-adjective-eo "dactilar"-adjective-es
"malkonkordo"-noun-eo "discordia"-noun-es
"diskuto"-noun-eo "deliberación"-noun-es
"diskuto"-noun-eo "discusión"-noun-es
"morbo"-noun-eo "morbo"-noun-es
"bagateligo"-noun-eo "trivialización"-noun-es
"eloficigo"-noun-eo "destitución"-noun-es
"misformo"-noun-eo "malformación"-noun-es
"misformiĝo"-noun-eo "deformación"-noun-es
"misformiĝo"-noun-eo "malformación"-noun-es
"disiĝo"-noun-eo "separación"-noun-es
"direktebla"-adjective-eo "dirigible"-adjective-es
"duopa"-adjective-eo "dual"-adjective-es
"drameco"-noun-eo "dramatismo"-noun-es
"tratanto"-noun-eo "tratante"-noun-es
"trati"-verb-eo "hacer un trato"-verb-es
"drogejo"-noun-eo "droguería"-noun-es
"spiko"-noun-eo "espiga"-noun-es
"ŝpareme"-adverb-eo "ahorradoramente"-adverb-es
"manĝebla"-adjective-eo "comestible"-adjective-es
"kortuŝite"-adverb-eo "conmovidamente"-adverb-es
"patose"-adverb-eo "patéticamente"-adverb-es
"elstare"-adverb-eo "destacadamente"-adverb-es
"elstare"-adverb-eo "prominentemente"-adverb-es
"elstare"-adverb-eo "sobresalientemente"-adverb-es
"enorme"-adverb-eo "abismalmente"-adverb-es
"nedividita"-adjective-eo "indiviso"-adjective-es
"entute"-adverb-eo "en conjunto"-adverb-es
"entute"-adverb-eo "en su conjunto"-adverb-es
"entute"-adverb-eo "en total"-adverb-es
"entute"-adverb-eo "un total de"-adverb-es
"nedividite"-adverb-eo "indivisamente"-adverb-es
"eniro"-noun-eo "entrada"-noun-es
"starigi"-verb-eo "establecer"-verb-es
"misa"-adjective-eo "defectuoso"-adjective-es
"eŭtanazio"-noun-eo "eutanasia"-noun-es
"rezulta"-adjective-eo "resultante"-adjective-es
"estonte"-adverb-eo "futuramente"-adverb-es
"estontece"-adverb-eo "futuramente"-adverb-es
"ekscese"-adverb-eo "desmesuradamente"-adverb-es
"malmodere"-adverb-eo "desmesuradamente"-adverb-es
"malmodere"-adverb-eo "inmoderadamente"-adverb-es
"supermezure"-adverb-eo "exorbitantemente"-adverb-es
"forlaso"-noun-eo "abandono"-noun-es
"ekzilito"-noun-eo "desterrado"-noun-es
"ekzilito"-noun-eo "exiliado"-noun-es
"grandigo"-noun-eo "engrandecimiento"-noun-es
"malŝparema"-adjective-eo "dispendioso"-adjective-es
"malŝparema"-adjective-eo "manirroto"-adjective-es
"neplenumo"-noun-eo "incumplimiento"-noun-es
"feino"-noun-eo "hada"-noun-es
"ornama"-adjective-eo "decorativo"-adjective-es
"ornama"-adjective-eo "ornamental"-adjective-es
"altega"-adjective-eo "altísimo"-adjective-es
"malfortika"-adjective-eo "precario"-adjective-es
"virina"-adjective-eo "femenino"-adjective-es
"financi"-verb-eo "financiar"-verb-es
"bele"-adverb-eo "bellamente"-adverb-es
"bele"-adverb-eo "bonitamente"-adverb-es
"bele"-adverb-eo "guapamente"-adverb-es
"bele"-adverb-eo "hermosamente"-adverb-es
"bele"-adverb-eo "lindamente"-adverb-es
"standardo"-noun-eo "estandarte"-noun-es
"sensprite"-adverb-eo "banalmente"-adverb-es
"sensprite"-adverb-eo "estólidamente"-adverb-es
"sensprite"-adverb-eo "insulsamente"-adverb-es
"sensprite"-adverb-eo "ñoñamente"-adverb-es
"fluideco"-noun-eo "fluidez"-noun-es
"koncentriĝo"-noun-eo "concentración"-noun-es
"foliego"-noun-eo "pliego"-noun-es
"elkora"-adjective-eo "efusivo"-adjective-es
"alilanda"-adjective-eo "extranjero"-adjective-es
"solene"-adverb-eo "solemnemente"-adverb-es
"venonta"-adjective-eo "entrante"-adjective-es
"venonta"-adjective-eo "venidero"-adjective-es
"impertinente"-adverb-eo "impertinentemente"-adverb-es
"komencanto"-noun-eo "debutante"-noun-es
"komencanto"-noun-eo "principiante"-noun-es
"fondi"-verb-eo "establecer"-verb-es
"fragila"-adjective-eo "quebradizo"-adjective-es
"vaki"-verb-eo "estar libre"-verb-es
"vaki"-verb-eo "estar vacío"-verb-es
"nove"-adverb-eo "novedosamente"-adverb-es
"brulaĵo"-noun-eo "combustible"-noun-es
"bruego"-noun-eo "estruendo"-noun-es
"bruego"-noun-eo "estrépito"-noun-es
"bruego"-noun-eo "fragor"-noun-es
"dorlotado"-noun-eo "mimo"-noun-es
"rubaĵo"-noun-eo "basura"-noun-es
"rubaĵo"-noun-eo "desperdicio"-noun-es
"ĝardenado"-noun-eo "jardinería"-noun-es
"instrumentaro"-noun-eo "instrumentación"-noun-es
"tergloba"-adjective-eo "mundial"-adjective-es
"gluaĵo"-noun-eo "pegamento"-noun-es
"serene"-adverb-eo "serenamente"-adverb-es
"sensperta"-adjective-eo "bisoño"-adjective-es
"sensperta"-adjective-eo "inexperto"-adjective-es
"sensperta"-adjective-eo "novato"-adjective-es
"pesimisma"-adjective-eo "pesimista"-adjective-es
"malneta"-adjective-eo "bruto"-adjective-es
"provoso"-noun-eo "carcelero"-noun-es
"moro"-noun-eo "modo de vida"-noun-es
"harkovrita"-adjective-eo "velludo"-adjective-es
"senĝene"-adverb-eo "desenfadadamente"-adverb-es
"kontente"-adverb-eo "contentamente"-adverb-es
"riska"-adjective-eo "arriesgado"-adjective-es
"kaploko"-noun-eo "cabecera"-noun-es
"erikejo"-noun-eo "brezal"-noun-es
"dense"-adverb-eo "densamente"-adverb-es
"dense"-adverb-eo "espesamente"-adverb-es
"dense"-adverb-eo "tupidamente"-adverb-es
"herpeto"-noun-eo "herpes"-noun-es
"hezita"-adjective-eo "vacilante"-adjective-es
"alte"-adverb-eo "alto"-adverb-es
"aŭtostrado"-noun-eo "autoestrada"-noun-es
"pasintece"-adverb-eo "pretéritamente"-adverb-es
"dommastro"-noun-eo "amo de casa"-noun-es
"malamika"-adjective-eo "enemigo"-adjective-es
"malseketa"-adjective-eo "humedo"-adjective-es
"nelice"-adverb-eo "ilícitamente"-adverb-es
"neleĝa"-adjective-eo "ilegal"-adjective-es
"neleĝa"-adjective-eo "ilegítimo"-adjective-es
"malmorala"-adjective-eo "inmoral"-adjective-es
"pliboniĝo"-noun-eo "mejora"-noun-es
"pliboniĝo"-noun-eo "mejoramiento"-noun-es
"pliboniĝo"-noun-eo "mejoría"-noun-es
"malkapabla"-adjective-eo "incapaz"-adjective-es
"sendependiĝo"-noun-eo "independización"-noun-es
"aŭtonome"-adverb-eo "autónomamente"-adverb-es
"duagrada"-adjective-eo "cuadrático"-adjective-es
"unuope"-adverb-eo "de una en una"-adverb-es
"unuope"-adverb-eo "de uno en uno"-adverb-es
"unuope"-adverb-eo "una a una"-adverb-es
"unuope"-adverb-eo "uno a uno"-adverb-es
"malegaleco"-noun-eo "disparidad"-noun-es
"senfineco"-noun-eo "infinito"-noun-es
"sugestio"-noun-eo "sugestión"-noun-es
"kruelega"-adjective-eo "feroz"-adjective-es
"malsimpatia"-adjective-eo "antipático"-adjective-es
"reverso"-noun-eo "reverso"-noun-es
"streĉa"-adjective-eo "agobiante"-adjective-es
"streĉa"-adjective-eo "tirante"-adjective-es
"interese"-adverb-eo "interesantemente"-adverb-es
"enlanda"-adjective-eo "interior"-adjective-es
"interpretado"-noun-eo "interpretación"-noun-es
"neeltenebla"-adjective-eo "insufrible"-adjective-es
"malakurata"-adjective-eo "moroso"-adjective-es
"emisio"-noun-eo "emisión"-noun-es
"jukado"-noun-eo "comezón"-noun-es
"kaprido"-noun-eo "cabrito"-noun-es
"kaprido"-noun-eo "chivo"-noun-es
"etikedi"-verb-eo "rotular"-verb-es
"lucerno"-noun-eo "lucerna"-noun-es
"bienulo"-noun-eo "terrateniente"-noun-es
"lanĉi"-verb-eo "lanzar"-verb-es
"denuncanto"-noun-eo "soplón"-noun-es
"liki"-verb-eo "fugar"-verb-es
"liki"-verb-eo "rezumar"-verb-es
"tibiingo"-noun-eo "polaina"-noun-es
"pravigebla"-adjective-eo "justificable"-adjective-es
"pasivo"-noun-eo "pasiva"-noun-es
"pasivo"-noun-eo "pasivo"-noun-es
"pasivo"-noun-eo "voz pasiva"-noun-es
"pontono"-noun-eo "pontón"-noun-es
"frivole"-adverb-eo "frívolamente"-adverb-es
"ligilo"-noun-eo "nexo"-noun-es
"likvo"-noun-eo "líquido"-noun-es
"vilo"-noun-eo "vello"-noun-es
"linimento"-noun-eo "linimento"-noun-es
"erotiko"-noun-eo "erotismo"-noun-es
"enamiĝinto"-noun-eo "enamorado"-noun-es
"tubero"-noun-eo "tuberosidad"-noun-es
"tubero"-noun-eo "tubérculo"-noun-es
"volupto"-noun-eo "voluptuosidad"-noun-es
"bontenado"-noun-eo "mantenimiento"-noun-es
"malico"-noun-eo "malicia"-noun-es
"mankateni"-verb-eo "esposar"-verb-es
"administrado"-noun-eo "administración"-noun-es
"manufakturado"-noun-eo "manufactura"-noun-es
"manufakturado"-noun-eo "manufacturación"-noun-es
"vireca"-adjective-eo "varonil"-adjective-es
"matĉo"-noun-eo "partido"-noun-es
"kongruo"-noun-eo "compatibilidad"-noun-es
"geedzeca"-adjective-eo "matrimonial"-adjective-es
"maturiĝo"-noun-eo "maduración"-noun-es
"malgrandanima"-adjective-eo "mezquino"-adjective-es
"farmaciaĵo"-noun-eo "fármaco"-noun-es
"mikspoto"-noun-eo "menestra"-noun-es
"menopaŭzo"-noun-eo "menopausia"-noun-es
"intelekte"-adverb-eo "intelectualmente"-adverb-es
"mizerikordo"-noun-eo "misericordia"-noun-es
"metaloido"-noun-eo "metaloide"-noun-es
"metaloido"-noun-eo "semimetal"-noun-es
"eteta"-adjective-eo "ínfimo"-adjective-es
"mokado"-noun-eo "pitorreo"-noun-es
"papulo"-noun-eo "roncha"-noun-es
"ondrompilo"-noun-eo "rompeolas"-noun-es
"molusko"-noun-eo "molusco"-noun-es
"kontrolilo"-noun-eo "controlador"-noun-es
"monolito"-noun-eo "monolito"-noun-es
"monumente"-adverb-eo "monumentalmente"-adverb-es
"mortero"-noun-eo "argamasa"-noun-es
"komentariisto"-noun-eo "comentarista"-noun-es
"vomemo"-noun-eo "arcada"-noun-es
"sekvonta"-adjective-eo "entrante"-adjective-es
"belete"-adverb-eo "majamente"-adverb-es
"nobleco"-noun-eo "nobleza"-noun-es
"nordoriento"-noun-eo "nordeste"-noun-es
"nordoriento"-noun-eo "noreste"-noun-es
"rimarkinda"-adjective-eo "considerable"-adjective-es
"rimarkinda"-adjective-eo "destacable"-adjective-es
"rimarkinda"-adjective-eo "notable"-adjective-es
"notinda"-adjective-eo "notable"-adjective-es
"rimarkinde"-adverb-eo "considerablemente"-adverb-es
"rimarkinde"-adverb-eo "destacablemente"-adverb-es
"atomkerno"-noun-eo "núcleo atómico"-noun-es
"telefonnumero"-noun-eo "número telefónico"-noun-es
"telefonnumero"-noun-eo "número de teléfono"-noun-es
"vartistino"-noun-eo "niñera"-noun-es
"nimfo"-noun-eo "ninfa"-noun-es
"oponi"-verb-eo "opinar en contra"-verb-es
"neklara"-adjective-eo "borroso"-adjective-es
"fojfoje"-adverb-eo "de vez en cuando"-adverb-es
"neofte"-adverb-eo "infrecuentemente"-adverb-es
"aperta"-adjective-eo "abierto"-adjective-es
"funkciigo"-noun-eo "puesta en marcha"-noun-es
"funkciigo"-noun-eo "puesta en servicio"-noun-es
"kontraŭmeto"-noun-eo "contraposición"-noun-es
"oranĝa"-adjective-eo "naranja"-adjective-es
"orkideo"-noun-eo "orquídea"-noun-es
"mendo"-noun-eo "pedido"-noun-es
"vimeno"-noun-eo "mimbre"-noun-es
"superrega"-adjective-eo "predominante"-adjective-es
"superrega"-adjective-eo "preponderante"-adjective-es
"sendaĵo"-noun-eo "envío"-noun-es
"sendaĵo"-noun-eo "remesa"-noun-es
"senmoviĝo"-noun-eo "inmovilización"-noun-es
"parkado"-noun-eo "estacionamiento"-noun-es
"partoprenado"-noun-eo "participación"-noun-es
"partiklo"-noun-eo "partícula"-noun-es
"partikulo"-noun-eo "partícula"-noun-es
"difinita"-adjective-eo "determinado"-adjective-es
"paspermeso"-noun-eo "salvoconducto"-noun-es
"pasia"-adjective-eo "apasionado"-adjective-es
"patosa"-adjective-eo "patético"-adjective-es
"pasinta"-adjective-eo "pasado"-adjective-es
"pasinta"-adjective-eo "pretérito"-adjective-es
"pasinteca"-adjective-eo "pasado"-adjective-es
"pagado"-noun-eo "pago"-noun-es
"elpago"-noun-eo "desagravio"-noun-es
"konstanteco"-noun-eo "constancia"-noun-es
"konstanteco"-noun-eo "persistencia"-noun-es
"foti"-verb-eo "fotografiar"-verb-es
"rozkolora"-adjective-eo "rosa"-adjective-es
"rozkolora"-adjective-eo "rosado"-adjective-es
"korsaro"-noun-eo "corsario"-noun-es
"konspiro"-noun-eo "conjura"-noun-es
"konspiro"-noun-eo "conspiración"-noun-es
"trakforko"-noun-eo "entroncamiento"-noun-es
"senhaveco"-noun-eo "indigencia"-noun-es
"impone"-adverb-eo "imponentemente"-adverb-es
"praktikisto"-noun-eo "practicante"-noun-es
"superrego"-noun-eo "preponderancia"-noun-es
"superrego"-noun-eo "supremacía"-noun-es
"gravedeco"-noun-eo "embarazo"-noun-es
"malhelpado"-noun-eo "obstaculización"-noun-es
"praa"-adjective-eo "ancestral"-adjective-es
"principo"-noun-eo "principio"-noun-es
"pretigo"-noun-eo "habilitación"-noun-es
"produktisto"-noun-eo "cineasta"-noun-es
"manufakturaĵo"-noun-eo "manufactura"-noun-es
"kultivebla"-adjective-eo "cultivable"-adjective-es
"evoluanta"-adjective-eo "en desarrollo"-adjective-es
"evoluanta"-adjective-eo "en vías de desarrollo"-adjective-es
"okulfrapa"-adjective-eo "llamativo"-adjective-es
"okulfrapa"-adjective-eo "vistoso"-adjective-es
"antaŭenpuŝo"-noun-eo "empuje"-noun-es
"popularigo"-noun-eo "popularización"-noun-es
"konvene"-adverb-eo "convenientemente"-adverb-es
"propulso"-noun-eo "propulsión"-noun-es
"pubereco"-noun-eo "pubertad"-noun-es
"diskonigo"-noun-eo "divulgación"-noun-es
"pumpilo"-noun-eo "compresor"-noun-es
"pumpilo"-noun-eo "máquina neumática"-noun-es
"punebla"-adjective-eo "punible"-adjective-es
"ĉaste"-adverb-eo "castamente"-adverb-es
"ĉaste"-adverb-eo "púdicamente"-adverb-es
"kvalifika"-adjective-eo "calificador"-adjective-es
"jartriono"-noun-eo "cuatrimestre"-noun-es
"radiofonio"-noun-eo "radiodifusión"-noun-es
"radiofonio"-noun-eo "radiofonía"-noun-es
"dezajno"-noun-eo "diseño"-noun-es
"provianto"-noun-eo "vituallas"-noun-es
"provianto"-noun-eo "víveres"-noun-es
"vole"-adverb-eo "deliberadamente"-adverb-es
"surbendigo"-noun-eo "grabación"-noun-es
"refortiĝo"-noun-eo "refortalecimiento"-noun-es
"rekruto"-noun-eo "recluta"-noun-es
"ruĝeta"-adjective-eo "bermejo"-adjective-es
"ruĝeta"-adjective-eo "rojizo"-adjective-es
"pleonasmo"-noun-eo "pleonasmo"-noun-es
"resendo"-noun-eo "reenvío"-noun-es
"malkonfeso"-noun-eo "abjuración"-noun-es
"reguligo"-noun-eo "regulación"-noun-es
"reguligo"-noun-eo "regularización"-noun-es
"mildigo"-noun-eo "atenuación"-noun-es
"mildigo"-noun-eo "suavización"-noun-es
"emancipiĝo"-noun-eo "emancipación"-noun-es
"eliĝo"-noun-eo "desprendimiento"-noun-es
"mildiĝo"-noun-eo "atenuación"-noun-es
"mildiĝo"-noun-eo "suavización"-noun-es
"respondeci"-verb-eo "responder"-verb-es
"ekzempla"-adjective-eo "ejemplar"-adjective-es
"subpremado"-noun-eo "represión"-noun-es
"reproduktado"-noun-eo "reproducción"-noun-es
"rampulo"-noun-eo "reptil"-noun-es
"serĉado"-noun-eo "búsqueda"-noun-es
"rezervejo"-noun-eo "reserva"-noun-es
"rekremento"-noun-eo "orujo"-noun-es
"rezignacii"-verb-eo "resignar"-verb-es
"rezistado"-noun-eo "resistencia"-noun-es
"agitata"-adjective-eo "alterado"-adjective-es
"sinreteno"-noun-eo "compostura"-noun-es
"restitui"-verb-eo "restituir"-verb-es
"dorsflanko"-noun-eo "reverso"-noun-es
"alĝustigo"-noun-eo "ajuste"-noun-es
"taŭge"-adverb-eo "apropiadamente"-adverb-es
"rigoro"-noun-eo "rigor"-noun-es
"rigoro"-noun-eo "rigurosidad"-noun-es
"severeco"-noun-eo "severidad"-noun-es
"nito"-noun-eo "remache"-noun-es
"nito"-noun-eo "roblón"-noun-es
"vinkto"-noun-eo "remache"-noun-es
"raŭka"-adjective-eo "ronco"-adjective-es
"maltrankvile"-adverb-eo "desasosegadamente"-adverb-es
"maltrankvile"-adverb-eo "inquietamente"-adverb-es
"maltrankvile"-adverb-eo "intranquilamente"-adverb-es
"malnete"-adverb-eo "brutamente"-adverb-es
"rutina"-adjective-eo "rutinario"-adjective-es
"kurado"-noun-eo "corrida"-noun-es
"kuranto"-noun-eo "corredor"-noun-es
"forkuri"-verb-eo "escapar"-verb-es
"segilo"-noun-eo "sierra"-noun-es
"timigo"-noun-eo "atemorización"-noun-es
"timigo"-noun-eo "intimidación"-noun-es
"partituro"-noun-eo "partitura"-noun-es
"bataleto"-noun-eo "escaramuza"-noun-es
"serĉo"-noun-eo "búsqueda"-noun-es
"sidloko"-noun-eo "asiento"-noun-es
"kaŝite"-adverb-eo "ocultamente"-adverb-es
"malkuna"-adjective-eo "separado"-adjective-es
"separi"-verb-eo "separar"-verb-es
"disigo"-noun-eo "separación"-noun-es
"sepsa"-adjective-eo "séptico"-adjective-es
"bruska"-adjective-eo "bronco"-adjective-es
"bruska"-adjective-eo "brusco"-adjective-es
"pike"-adverb-eo "picantemente"-adverb-es
"skusorbilo"-noun-eo "amortiguador"-noun-es
"huffero"-noun-eo "herradura"-noun-es
"mortpafi"-verb-eo "fusilar"-verb-es
"pafmortigo"-noun-eo "fusilamiento"-noun-es
"abrupte"-adverb-eo "abruptamente"-adverb-es
"kriego"-noun-eo "alarido"-noun-es
"kore"-adverb-eo "cordialmente"-adverb-es
"tendeno"-noun-eo "tendón"-noun-es
"singularo"-noun-eo "singular"-noun-es
"singulara"-adjective-eo "singular"-adjective-es
"minaca"-adjective-eo "amenazador"-adjective-es
"minaca"-adjective-eo "amenazante"-adjective-es
"skianto"-noun-eo "esquiador"-noun-es
"vangofrapo"-noun-eo "bofetada"-noun-es
"vangofrapo"-noun-eo "bofetón"-noun-es
"vangofrapo"-noun-eo "cachete"-noun-es
"manfrapo"-noun-eo "manotazo"-noun-es
"tranĉo"-noun-eo "cortadura"-noun-es
"izoleco"-noun-eo "aislamiento"-noun-es
"soulo"-noun-eo "soul"-noun-es
"informanto"-noun-eo "confidente"-noun-es
"informanto"-noun-eo "informador"-noun-es
"informanto"-noun-eo "informante"-noun-es
"sudoriento"-noun-eo "sudeste"-noun-es
"sudoriento"-noun-eo "sureste"-noun-es
"sudokcidento"-noun-eo "sudoeste"-noun-es
"sudokcidento"-noun-eo "suroeste"-noun-es
"pompa"-adjective-eo "fastuoso"-adjective-es
"pompa"-adjective-eo "suntuoso"-adjective-es
"spliti"-verb-eo "astillar"-verb-es
"poŝtmarko"-noun-eo "sello de correos"-noun-es
"stamfo"-noun-eo "pataleo"-noun-es
"ŝtatisto"-noun-eo "estadista"-noun-es
"forrabi"-verb-eo "secuestrar"-verb-es
"stoki"-verb-eo "almacenar"-verb-es
"streĉiteco"-noun-eo "tirantez"-noun-es
"ŝnureto"-noun-eo "cordel"-noun-es
"fortike"-adverb-eo "robustamente"-adverb-es
"prezentado"-noun-eo "ofrecimiento"-noun-es
"majstra"-adjective-eo "magistral"-adjective-es
"supozitorio"-noun-eo "supositorio"-noun-es
"miriga"-adjective-eo "espectacular"-adjective-es
"miriga"-adjective-eo "pasmoso"-adjective-es
"mirige"-adverb-eo "pasmosamente"-adverb-es
"suspektemo"-noun-eo "reticencia"-noun-es
"suspektemo"-noun-eo "suspicacia"-noun-es
"ordeme"-adverb-eo "ordenadamente"-adverb-es
"palpebla"-adjective-eo "palpable"-adjective-es
"palpebla"-adjective-eo "tangible"-adjective-es
"streĉo"-noun-eo "agobio"-noun-es
"tentaklo"-noun-eo "tentáculo"-noun-es
"klemo"-noun-eo "borne"-noun-es
"malbonega"-adjective-eo "pésimo"-adjective-es
"ŝtelado"-noun-eo "robo"-noun-es
"trombozo"-noun-eo "trombosis"-noun-es
"remiso"-noun-eo "empate"-noun-es
"streĉe"-adverb-eo "tirantemente"-adverb-es
"timemo"-noun-eo "timidez"-noun-es
"stano"-noun-eo "estaño"-noun-es
"klozeto"-noun-eo "casilla"-noun-es
"klozeto"-noun-eo "inodoro"-noun-es
"latrino"-noun-eo "letrina"-noun-es
"turbo"-noun-eo "peonza"-noun-es
"turbo"-noun-eo "torno"-noun-es
"turbo"-noun-eo "trompo"-noun-es
"tuŝo"-noun-eo "pincelada"-noun-es
"tuŝo"-noun-eo "toque"-noun-es
"ŝakrado"-noun-eo "tráfico"-noun-es
"trejnado"-noun-eo "entrenamiento"-noun-es
"tradukilo"-noun-eo "compilador"-noun-es
"transportado"-noun-eo "traslado"-noun-es
"traŭmata"-adjective-eo "traumático"-adjective-es
"ellasilo"-noun-eo "escape"-noun-es
"ellasilo"-noun-eo "gatillo"-noun-es
"malfacileco"-noun-eo "dificultad"-noun-es
"tuberkulozo"-noun-eo "tuberculosis"-noun-es
"turbulado"-noun-eo "turbulencia"-noun-es
"ŝanceliĝema"-adjective-eo "indeciso"-adjective-es
"senokupeco"-noun-eo "ocio"-noun-es
"neverŝajna"-adjective-eo "inverosímil"-adjective-es
"neoficiala"-adjective-eo "extraoficial"-adjective-es
"neoficiala"-adjective-eo "oficioso"-adjective-es
"nestabila"-adjective-eo "precario"-adjective-es
"sentaŭga"-adjective-eo "incapaz"-adjective-es
"vaka"-adjective-eo "hueco"-adjective-es
"malmodesteco"-noun-eo "suficiencia"-noun-es
"nekonstanta"-adjective-eo "inconstante"-adjective-es
"perilo"-noun-eo "vehículo"-noun-es
"veziketo"-noun-eo "vesícula"-noun-es
"parokestro"-noun-eo "párroco"-noun-es
"vicprezidento"-noun-eo "vicepresidente"-noun-es
"venkinta"-adjective-eo "victorioso"-adjective-es
"perfortado"-noun-eo "violación"-noun-es
"sovaĝeco"-noun-eo "salvajismo"-noun-es
"viskoza"-adjective-eo "viscoso"-adjective-es
"malsaniĝema"-adjective-eo "enfermizo"-adjective-es
"nepravigebla"-adjective-eo "injustificable"-adjective-es
"deadmono"-noun-eo "disuasión"-noun-es
"malŝparo"-noun-eo "derroche"-noun-es
"malŝparo"-noun-eo "desperdicio"-noun-es
"malŝparo"-noun-eo "dispendio"-noun-es
"vatto"-noun-eo "watt"-noun-es
"multege"-adverb-eo "muchísimo"-adverb-es
"kolera"-adjective-eo "enfadado"-adjective-es
"sorĉistino"-noun-eo "bruja"-noun-es
"mise"-adverb-eo "defectuosamente"-adverb-es
"atomfendado"-noun-eo "atomización"-noun-es
"biopsio"-noun-eo "biopsia"-noun-es
"cigaredingo"-noun-eo "boquilla"-noun-es
"cigaredstumpo"-noun-eo "colilla"-noun-es
"cirkumcidado"-noun-eo "circuncisión"-noun-es
"dankmono"-noun-eo "propina"-noun-es
"dentaĵo"-noun-eo "dentado"-noun-es
"dentaĵo"-noun-eo "engranaje"-noun-es
"farm-obieno"-noun-eo "granja"-noun-es
"femurosto"-noun-eo "fémur"-noun-es
"fianĉineco"-noun-eo "noviazgo"-noun-es
"florpoto"-noun-eo "maceta"-noun-es
"florpoto"-noun-eo "tiesto"-noun-es
"gaso-dukto"-noun-eo "gasoducto"-noun-es
"hematomo"-noun-eo "hematoma"-noun-es
"kafeterio"-noun-eo "cafetería"-noun-es
"kaprino"-noun-eo "cabra"-noun-es
"gravulo"-noun-eo "personaje"-noun-es
"karoserio"-noun-eo "carrocería"-noun-es
"korbato"-noun-eo "latido"-noun-es
"korpusklo"-noun-eo "corpúsculo"-noun-es
"kukbakejo"-noun-eo "pastelería"-noun-es
"kukvendejo"-noun-eo "pastelería"-noun-es
"loĝanta"-adjective-eo "afincado"-adjective-es
"loĝanta"-adjective-eo "residente"-adjective-es
"loknomo"-noun-eo "topónimo"-noun-es
"luko"-noun-eo "claraboya"-noun-es
"luko"-noun-eo "escotilla"-noun-es
"luko"-noun-eo "lucera"-noun-es
"luko"-noun-eo "lucernario"-noun-es
"luko"-noun-eo "tragaluz"-noun-es
"mallongeco"-noun-eo "brevedad"-noun-es
"matoralo"-noun-eo "matorral"-noun-es
"metalrubo"-noun-eo "chatarra"-noun-es
"migreno"-noun-eo "jaqueca"-noun-es
"migreno"-noun-eo "migraña"-noun-es
"miokardio"-noun-eo "miocardio"-noun-es
"monako"-noun-eo "monje"-noun-es
"montgrimpado"-noun-eo "alpinismo"-noun-es
"mukozo"-noun-eo "membrana mucosa"-noun-es
"mukozo"-noun-eo "mucosa"-noun-es
"nafto-dukto"-noun-eo "oleoducto"-noun-es
"naskiĝejo"-noun-eo "cuna"-noun-es
"nefropto"-noun-eo "cigala"-noun-es
"nuklefendado"-noun-eo "atomización"-noun-es
"oranĝtrinkaĵo"-noun-eo "naranjada"-noun-es
"parenceco"-noun-eo "entroncamiento"-noun-es
"parenceco"-noun-eo "entronque"-noun-es
"parenceco"-noun-eo "parentesco"-noun-es
"peneo"-noun-eo "langostino"-noun-es
"piketado"-noun-eo "escozor"-noun-es
"propulsado"-noun-eo "propulsión"-noun-es
"resanigo"-noun-eo "cura"-noun-es
"resanigo"-noun-eo "curación"-noun-es
"sanatorio"-noun-eo "sanatorio"-noun-es
