"tanmateix"-adverb-ca "pasmens"-adverb-oc
"Diego"-properNoun-ca "Diego"-properNoun-oc
"Francés"-properNoun-ca "Francés"-noun-oc
"Francés"-properNoun-ca "Francés"-properNoun-oc
"Francés"-noun-oc "Francés"-properNoun-ca
"Francés"-noun-oc "Francés"-noun-ca
"Francés"-properNoun-oc "Francés"-properNoun-ca
"Francés"-properNoun-oc "Francés"-noun-ca
"Francés"-noun-ca "Francés"-noun-oc
"Francés"-noun-ca "Francés"-properNoun-oc
"Guillermo"-properNoun-ca "Guillermo"-noun-oc
"Guillermo"-properNoun-ca "Guillermo"-properNoun-oc
"Guillermo"-noun-oc "Guillermo"-properNoun-ca
"Guillermo"-noun-oc "Guillermo"-noun-ca
"Guillermo"-properNoun-oc "Guillermo"-properNoun-ca
"Guillermo"-properNoun-oc "Guillermo"-noun-ca
"Guillermo"-noun-ca "Guillermo"-noun-oc
"Guillermo"-noun-ca "Guillermo"-properNoun-oc
"Guillaume"-properNoun-ca "Guillaume"-noun-oc
"Guillaume"-properNoun-ca "Guillaume"-properNoun-oc
"Guillaume"-noun-oc "Guillaume"-properNoun-ca
"Guillaume"-noun-oc "Guillem"-properNoun-ca
"Guillaume"-noun-oc "Guillem"-noun-ca
"Guillaume"-noun-oc "Guillaume"-noun-ca
"Guillaume"-properNoun-oc "Guillaume"-properNoun-ca
"Guillaume"-properNoun-oc "Guillem"-properNoun-ca
"Guillaume"-properNoun-oc "Guillem"-noun-ca
"Guillaume"-properNoun-oc "Guillaume"-noun-ca
"Guillem"-properNoun-ca "Guillaume"-noun-oc
"Guillem"-properNoun-ca "Guillaume"-properNoun-oc
"Guillem"-properNoun-ca "Guilhèm"-properNoun-oc
"Guillem"-properNoun-ca "Guillem"-noun-oc
"Guillem"-properNoun-ca "Guillem"-properNoun-oc
"Guillem"-noun-ca "Guillaume"-noun-oc
"Guillem"-noun-ca "Guillaume"-properNoun-oc
"Guillem"-noun-ca "Guilhèm"-properNoun-oc
"Guillem"-noun-ca "Guillem"-noun-oc
"Guillem"-noun-ca "Guillem"-properNoun-oc
"Guillaume"-noun-ca "Guillaume"-noun-oc
"Guillaume"-noun-ca "Guillaume"-properNoun-oc
"Guilhèm"-properNoun-oc "Guillem"-properNoun-ca
"Guilhèm"-properNoun-oc "Guillem"-noun-ca
"Guillem"-noun-oc "Guillem"-properNoun-ca
"Guillem"-noun-oc "Guillem"-noun-ca
"Guillem"-properNoun-oc "Guillem"-properNoun-ca
"Guillem"-properNoun-oc "Guillem"-noun-ca
"Joan"-properNoun-ca "Joan"-properNoun-oc
"Joan"-properNoun-oc "Joan"-properNoun-ca
"Juli"-properNoun-ca "Juli"-properNoun-oc
"Juli"-properNoun-oc "Juli"-properNoun-ca
"Sofia"-properNoun-ca "Sofia"-properNoun-oc
"Sofia"-properNoun-oc "Sofia"-properNoun-ca
"Marta"-properNoun-oc "Marta"-properNoun-ca
"Marta"-properNoun-ca "Marta"-properNoun-oc
"Nicolau"-properNoun-ca "Nicolau"-noun-oc
"Nicolau"-properNoun-ca "Nicolau"-properNoun-oc
"Nicolau"-noun-oc "Nicolau"-properNoun-ca
"Nicolau"-noun-oc "Nicolau"-noun-ca
"Nicolau"-properNoun-oc "Nicolau"-properNoun-ca
"Nicolau"-properNoun-oc "Nicolau"-noun-ca
"Nicolau"-noun-ca "Nicolau"-noun-oc
"Nicolau"-noun-ca "Nicolau"-properNoun-oc
"Pau"-properNoun-ca "Pau"-properNoun-oc
"Pau"-properNoun-oc "Pau"-properNoun-ca
"Felip"-properNoun-ca "Felip"-properNoun-oc
"Felip"-properNoun-oc "Felip"-properNoun-ca
"Felip"-properNoun-oc "Filip"-noun-ca
"Felip"-properNoun-oc "Filip"-properNoun-ca
"Felip"-properNoun-oc "Felip"-noun-ca
"Filip"-noun-ca "Felip"-properNoun-oc
"Filip"-properNoun-ca "Felip"-properNoun-oc
"Felip"-noun-ca "Felip"-properNoun-oc
"Santiago"-noun-oc "Santiago"-properNoun-ca
"Santiago"-noun-oc "Santiago"-noun-ca
"Santiago"-properNoun-ca "Santiago"-noun-oc
"Santiago"-properNoun-ca "Santiago"-properNoun-oc
"Santiago"-noun-ca "Santiago"-noun-oc
"Santiago"-noun-ca "Santiago"-properNoun-oc
"Santiago"-properNoun-oc "Santiago"-properNoun-ca
"Santiago"-properNoun-oc "Santiago"-noun-ca
"Murphy"-noun-oc "Murphy"-properNoun-ca
"Murphy"-properNoun-ca "Murphy"-noun-oc
"Murphy"-properNoun-ca "Murphy"-properNoun-oc
"Murphy"-properNoun-oc "Murphy"-properNoun-ca
"Shaw"-properNoun-ca "Shaw"-noun-oc
"Shaw"-properNoun-ca "Shaw"-properNoun-oc
"Shaw"-noun-oc "Shaw"-properNoun-ca
"Shaw"-noun-oc "Shaw"-noun-ca
"Shaw"-properNoun-oc "Shaw"-properNoun-ca
"Shaw"-properNoun-oc "Shaw"-noun-ca
"Shaw"-noun-ca "Shaw"-noun-oc
"Shaw"-noun-ca "Shaw"-properNoun-oc
"Richardson"-noun-oc "Richardson"-properNoun-ca
"Richardson"-noun-oc "Richardson"-noun-ca
"Richardson"-properNoun-ca "Richardson"-noun-oc
"Richardson"-properNoun-ca "Richardson"-properNoun-oc
"Richardson"-noun-ca "Richardson"-noun-oc
"Richardson"-noun-ca "Richardson"-properNoun-oc
"Richardson"-properNoun-oc "Richardson"-properNoun-ca
"Richardson"-properNoun-oc "Richardson"-noun-ca
"Adams"-noun-oc "Adams"-properNoun-ca
"Adams"-noun-oc "Adams"-noun-ca
"Adams"-properNoun-ca "Adams"-noun-oc
"Adams"-properNoun-ca "Adams"-properNoun-oc
"Adams"-noun-ca "Adams"-noun-oc
"Adams"-noun-ca "Adams"-properNoun-oc
"Adams"-properNoun-oc "Adams"-properNoun-ca
"Adams"-properNoun-oc "Adams"-noun-ca
"Jones"-noun-oc "Jones"-properNoun-ca
"Jones"-noun-oc "Jones"-noun-ca
"Jones"-properNoun-ca "Jones"-noun-oc
"Jones"-properNoun-ca "Jones"-properNoun-oc
"Jones"-noun-ca "Jones"-noun-oc
"Jones"-noun-ca "Jones"-properNoun-oc
"Jones"-properNoun-oc "Jones"-properNoun-ca
"Jones"-properNoun-oc "Jones"-noun-ca
"Hamilton"-noun-oc "Hamilton"-properNoun-ca
"Hamilton"-properNoun-ca "Hamilton"-noun-oc
"Hamilton"-properNoun-ca "Hamilton"-properNoun-oc
"Hamilton"-properNoun-oc "Hamilton"-properNoun-ca
"Johnson"-noun-oc "Johnson"-properNoun-ca
"Johnson"-noun-oc "Johnson"-noun-ca
"Johnson"-properNoun-ca "Johnson"-noun-oc
"Johnson"-properNoun-ca "Johnson"-properNoun-oc
"Johnson"-noun-ca "Johnson"-noun-oc
"Johnson"-noun-ca "Johnson"-properNoun-oc
"Johnson"-properNoun-oc "Johnson"-properNoun-ca
"Johnson"-properNoun-oc "Johnson"-noun-ca
"Smith"-noun-oc "Smith"-properNoun-ca
"Smith"-noun-oc "Smith"-noun-ca
"Smith"-properNoun-ca "Smith"-noun-oc
"Smith"-properNoun-ca "Smith"-properNoun-oc
"Smith"-noun-ca "Smith"-noun-oc
"Smith"-noun-ca "Smith"-properNoun-oc
"Smith"-properNoun-oc "Smith"-properNoun-ca
"Smith"-properNoun-oc "Smith"-noun-ca
"Thomson"-noun-oc "Thomson"-properNoun-ca
"Thomson"-noun-oc "Thomson"-noun-ca
"Thomson"-properNoun-ca "Thomson"-noun-oc
"Thomson"-properNoun-ca "Thomson"-properNoun-oc
"Thomson"-noun-ca "Thomson"-noun-oc
"Thomson"-noun-ca "Thomson"-properNoun-oc
"Thomson"-properNoun-oc "Thomson"-properNoun-ca
"Thomson"-properNoun-oc "Thomson"-noun-ca
"Watson"-properNoun-ca "Watson"-noun-oc
"Watson"-properNoun-ca "Watson"-properNoun-oc
"Watson"-noun-oc "Watson"-properNoun-ca
"Watson"-noun-oc "Watson"-noun-ca
"Watson"-properNoun-oc "Watson"-properNoun-ca
"Watson"-properNoun-oc "Watson"-noun-ca
"Watson"-noun-ca "Watson"-noun-oc
"Watson"-noun-ca "Watson"-properNoun-oc
"Wilson"-noun-oc "Wilson"-properNoun-ca
"Wilson"-noun-oc "Wilson"-noun-ca
"Wilson"-properNoun-ca "Wilson"-noun-oc
"Wilson"-properNoun-ca "Wilson"-properNoun-oc
"Wilson"-noun-ca "Wilson"-noun-oc
"Wilson"-noun-ca "Wilson"-properNoun-oc
"Wilson"-properNoun-oc "Wilson"-properNoun-ca
"Wilson"-properNoun-oc "Wilson"-noun-ca
"Irlanda"-properNoun-oc "Irlanda"-properNoun-ca
"Irlanda"-properNoun-ca "Irlanda"-properNoun-oc
"Londres"-properNoun-oc "Londres"-properNoun-ca
"Londres"-properNoun-ca "Londres"-properNoun-oc
"Escòcia"-properNoun-oc "Escòcia"-properNoun-ca
"Escòcia"-properNoun-ca "Escòcia"-properNoun-oc
"Aragó"-noun-oc "Aragó"-noun-ca
"Aragó"-noun-ca "Aragó"-noun-oc
"Aragó"-noun-ca "Aragó"-properNoun-oc
"Aragó"-properNoun-oc "Aragó"-noun-ca
"Brasil"-properNoun-oc "Brasil"-properNoun-ca
"Brasil"-properNoun-ca "Brasil"-properNoun-oc
"Cuba"-properNoun-oc "Cuba"-properNoun-ca
"Cuba"-properNoun-ca "Cuba"-properNoun-oc
"Grècia"-properNoun-oc "Grècia"-properNoun-ca
"Grècia"-properNoun-ca "Grècia"-properNoun-oc
"Haití"-properNoun-oc "Haití"-properNoun-ca
"Haití"-properNoun-ca "Haití"-properNoun-oc
"Itàlia"-properNoun-oc "Itàlia"-properNoun-ca
"Itàlia"-properNoun-ca "Itàlia"-properNoun-oc
"Madrid"-noun-oc "Madrid"-noun-ca
"Madrid"-noun-ca "Madrid"-noun-oc
"Madrid"-noun-ca "Madrid"-properNoun-oc
"Madrid"-properNoun-oc "Madrid"-noun-ca
"Malta"-properNoun-oc "Malta"-properNoun-ca
"Malta"-properNoun-ca "Malta"-properNoun-oc
"Milà"-noun-oc "Milà"-noun-ca
"Milà"-noun-ca "Milà"-noun-oc
"Milà"-noun-ca "Milà"-properNoun-oc
"Milà"-properNoun-oc "Milà"-noun-ca
"Montenegro"-properNoun-ca "Montenegro"-noun-oc
"Montenegro"-properNoun-ca "Montenegro"-properNoun-oc
"Montenegro"-noun-oc "Montenegro"-properNoun-ca
"Montenegro"-noun-oc "Montenegro"-noun-ca
"Montenegro"-properNoun-oc "Montenegro"-properNoun-ca
"Montenegro"-properNoun-oc "Montenegro"-noun-ca
"Montenegro"-noun-ca "Montenegro"-noun-oc
"Montenegro"-noun-ca "Montenegro"-properNoun-oc
"Praga"-properNoun-oc "Praga"-properNoun-ca
"Praga"-properNoun-ca "Praga"-properNoun-oc
"Qatar"-properNoun-oc "Qatar"-properNoun-ca
"Qatar"-properNoun-ca "Qatar"-properNoun-oc
"Roma"-properNoun-ca "Roma"-noun-oc
"Roma"-properNoun-ca "Roma"-properNoun-oc
"Roma"-noun-oc "Roma"-properNoun-ca
"Roma"-noun-oc "Roma"-noun-ca
"Roma"-properNoun-oc "Roma"-properNoun-ca
"Roma"-properNoun-oc "Roma"-noun-ca
"Roma"-noun-ca "Roma"-noun-oc
"Roma"-noun-ca "Roma"-properNoun-oc
"França"-properNoun-oc "França"-properNoun-ca
"França"-properNoun-ca "França"-properNoun-oc
"Estrasburg"-properNoun-oc "Strasbourg"-properNoun-ca
"Estrasburg"-properNoun-oc "Strasbourg"-noun-ca
"Strasbourg"-properNoun-ca "Estrasburg"-properNoun-oc
"Strasbourg"-properNoun-ca "Strasbourg"-noun-oc
"Strasbourg"-properNoun-ca "Strasbourg"-properNoun-oc
"Strasbourg"-noun-ca "Estrasburg"-properNoun-oc
"Strasbourg"-noun-oc "Strasbourg"-properNoun-ca
"Strasbourg"-properNoun-oc "Strasbourg"-properNoun-ca
"Taiwan"-properNoun-oc "Taiwan"-properNoun-ca
"Taiwan"-properNoun-ca "Taiwan"-properNoun-oc
"Vènus"-properNoun-oc "Venus"-properNoun-ca
"Venus"-properNoun-ca "Vènus"-properNoun-oc
"Viena"-properNoun-oc "Viena"-properNoun-ca
"Viena"-properNoun-ca "Viena"-properNoun-oc
"Washington"-noun-oc "Washington"-properNoun-ca
"Washington"-noun-oc "Washington"-noun-ca
"Washington"-properNoun-ca "Washington"-noun-oc
"Washington"-properNoun-ca "Washington"-properNoun-oc
"Washington"-noun-ca "Washington"-noun-oc
"Washington"-noun-ca "Washington"-properNoun-oc
"Washington"-properNoun-oc "Washington"-properNoun-ca
"Washington"-properNoun-oc "Washington"-noun-ca
"km"-noun-oc "km"-noun-ca
"km"-noun-ca "km"-noun-oc
"PP"-noun-oc "PP"-noun-ca
"PP"-noun-ca "PP"-noun-oc
"Molotov"-noun-oc "Molotov"-properNoun-ca
"Molotov"-noun-oc "Molotov"-noun-ca
"Molotov"-properNoun-ca "Molotov"-noun-oc
"Molotov"-properNoun-ca "Molotov"-properNoun-oc
"Molotov"-noun-ca "Molotov"-noun-oc
"Molotov"-noun-ca "Molotov"-properNoun-oc
"Molotov"-properNoun-oc "Molotov"-properNoun-ca
"Molotov"-properNoun-oc "Molotov"-noun-ca
"Ieltzin"-noun-oc "Ieltsin"-noun-ca
"Ieltzin"-noun-oc "Ieltsin"-properNoun-ca
"Ieltzin"-noun-oc "Yeltsin"-properNoun-ca
"Ieltzin"-noun-oc "Yeltsin"-noun-ca
"Ieltsin"-noun-ca "Ieltzin"-noun-oc
"Ieltsin"-noun-ca "Ieltzin"-properNoun-oc
"Ieltsin"-properNoun-ca "Ieltzin"-noun-oc
"Ieltsin"-properNoun-ca "Ieltzin"-properNoun-oc
"Yeltsin"-properNoun-ca "Ieltzin"-noun-oc
"Yeltsin"-properNoun-ca "Ieltzin"-properNoun-oc
"Yeltsin"-noun-ca "Ieltzin"-noun-oc
"Yeltsin"-noun-ca "Ieltzin"-properNoun-oc
"Ieltzin"-properNoun-oc "Ieltsin"-noun-ca
"Ieltzin"-properNoun-oc "Ieltsin"-properNoun-ca
"Ieltzin"-properNoun-oc "Yeltsin"-properNoun-ca
"Ieltzin"-properNoun-oc "Yeltsin"-noun-ca
"Espasa"-noun-oc "Espasa"-properNoun-ca
"Espasa"-noun-oc "Espasa"-noun-ca
"Espasa"-properNoun-ca "Espasa"-noun-oc
"Espasa"-properNoun-ca "Espasa"-properNoun-oc
"Espasa"-noun-ca "Espasa"-noun-oc
"Espasa"-noun-ca "Espasa"-properNoun-oc
"Espasa"-properNoun-oc "Espasa"-properNoun-ca
"Espasa"-properNoun-oc "Espasa"-noun-ca
"Linux"-properNoun-oc "Linux"-properNoun-ca
"Linux"-properNoun-ca "Linux"-properNoun-oc
"Microsoft"-properNoun-oc "Microsoft"-properNoun-ca
"Microsoft"-properNoun-ca "Microsoft"-properNoun-oc
"San Miguel"-noun-oc "San Miguel"-properNoun-ca
"San Miguel"-noun-oc "San Miguel"-noun-ca
"San Miguel"-properNoun-ca "San Miguel"-noun-oc
"San Miguel"-properNoun-ca "San Miguel"-properNoun-oc
"San Miguel"-noun-ca "San Miguel"-noun-oc
"San Miguel"-noun-ca "San Miguel"-properNoun-oc
"San Miguel"-properNoun-oc "San Miguel"-properNoun-ca
"San Miguel"-properNoun-oc "San Miguel"-noun-ca
"Unix"-properNoun-oc "Unix"-properNoun-ca
"Unix"-properNoun-ca "Unix"-properNoun-oc
"Uria"-noun-oc "Uria"-properNoun-ca
"Uria"-noun-oc "Uria"-noun-ca
"Uria"-properNoun-ca "Uria"-noun-oc
"Uria"-properNoun-ca "Uria"-properNoun-oc
"Uria"-noun-ca "Uria"-noun-oc
"Uria"-noun-ca "Uria"-properNoun-oc
"Uria"-properNoun-oc "Uria"-properNoun-ca
"Uria"-properNoun-oc "Uria"-noun-ca
"Visa"-noun-oc "Visa"-properNoun-ca
"Visa"-noun-oc "Visa"-noun-ca
"Visa"-properNoun-ca "Visa"-noun-oc
"Visa"-properNoun-ca "Visa"-properNoun-oc
"Visa"-noun-ca "Visa"-noun-oc
"Visa"-noun-ca "Visa"-properNoun-oc
"Visa"-properNoun-oc "Visa"-properNoun-ca
"Visa"-properNoun-oc "Visa"-noun-ca
"Windows"-properNoun-ca "Windows"-properNoun-oc
"Windows"-properNoun-oc "Windows"-properNoun-ca
"fòrça mai"-adverb-oc "molt més"-adverb-ca
"molt més"-adverb-ca "fòrça mai"-adverb-oc
"onze"-numeral-oc "onze"-numeral-ca
"onze"-numeral-ca "onze"-numeral-oc
"catorze"-numeral-oc "catorze"-numeral-ca
"catorze"-numeral-ca "catorze"-numeral-oc
"setze"-numeral-oc "setze"-numeral-ca
"setze"-numeral-ca "setze"-numeral-oc
"tretze"-numeral-oc "tretze"-numeral-ca
"tretze"-numeral-ca "tretze"-numeral-oc
"Bermeo"-noun-oc "Bermeo"-properNoun-ca
"Bermeo"-noun-oc "Bermeo"-noun-ca
"Bermeo"-properNoun-ca "Bermeo"-noun-oc
"Bermeo"-properNoun-ca "Bermeo"-properNoun-oc
"Bermeo"-noun-ca "Bermeo"-noun-oc
"Bermeo"-noun-ca "Bermeo"-properNoun-oc
"Bermeo"-properNoun-oc "Bermeo"-properNoun-ca
"Bermeo"-properNoun-oc "Bermeo"-noun-ca
"Amenabar"-noun-oc "Amenabar"-properNoun-ca
"Amenabar"-noun-oc "Amenabar"-noun-ca
"Amenabar"-properNoun-ca "Amenabar"-noun-oc
"Amenabar"-properNoun-ca "Amenabar"-properNoun-oc
"Amenabar"-noun-ca "Amenabar"-noun-oc
"Amenabar"-noun-ca "Amenabar"-properNoun-oc
"Amenabar"-properNoun-oc "Amenabar"-properNoun-ca
"Amenabar"-properNoun-oc "Amenabar"-noun-ca
"Laredo"-noun-oc "Laredo"-properNoun-ca
"Laredo"-noun-oc "Laredo"-noun-ca
"Laredo"-properNoun-ca "Laredo"-noun-oc
"Laredo"-properNoun-ca "Laredo"-properNoun-oc
"Laredo"-noun-ca "Laredo"-noun-oc
"Laredo"-noun-ca "Laredo"-properNoun-oc
"Laredo"-properNoun-oc "Laredo"-properNoun-ca
"Laredo"-properNoun-oc "Laredo"-noun-ca
"Altuna"-noun-oc "Altuna"-properNoun-ca
"Altuna"-noun-oc "Altuna"-noun-ca
"Altuna"-properNoun-ca "Altuna"-noun-oc
"Altuna"-properNoun-ca "Altuna"-properNoun-oc
"Altuna"-noun-ca "Altuna"-noun-oc
"Altuna"-noun-ca "Altuna"-properNoun-oc
"Altuna"-properNoun-oc "Altuna"-properNoun-ca
"Altuna"-properNoun-oc "Altuna"-noun-ca
"Bravo"-noun-oc "Bravo"-properNoun-ca
"Bravo"-noun-oc "Bravo"-noun-ca
"Bravo"-properNoun-ca "Bravo"-noun-oc
"Bravo"-properNoun-ca "Bravo"-properNoun-oc
"Bravo"-noun-ca "Bravo"-noun-oc
"Bravo"-noun-ca "Bravo"-properNoun-oc
"Bravo"-properNoun-oc "Bravo"-properNoun-ca
"Bravo"-properNoun-oc "Bravo"-noun-ca
"Silva"-noun-oc "Silva"-properNoun-ca
"Silva"-noun-oc "Silva"-noun-ca
"Silva"-properNoun-ca "Silva"-noun-oc
"Silva"-properNoun-ca "Silva"-properNoun-oc
"Silva"-noun-ca "Silva"-noun-oc
"Silva"-noun-ca "Silva"-properNoun-oc
"Silva"-properNoun-oc "Silva"-properNoun-ca
"Silva"-properNoun-oc "Silva"-noun-ca
"Sanz"-noun-oc "Sanz"-properNoun-ca
"Sanz"-noun-oc "Sanz"-noun-ca
"Sanz"-properNoun-ca "Sanz"-noun-oc
"Sanz"-properNoun-ca "Sanz"-properNoun-oc
"Sanz"-noun-ca "Sanz"-noun-oc
"Sanz"-noun-ca "Sanz"-properNoun-oc
"Sanz"-properNoun-oc "Sanz"-properNoun-ca
"Sanz"-properNoun-oc "Sanz"-noun-ca
"Vigo"-noun-oc "Vigo"-properNoun-ca
"Vigo"-noun-oc "Vigo"-noun-ca
"Vigo"-properNoun-ca "Vigo"-noun-oc
"Vigo"-properNoun-ca "Vigo"-properNoun-oc
"Vigo"-noun-ca "Vigo"-noun-oc
"Vigo"-noun-ca "Vigo"-properNoun-oc
"Vigo"-properNoun-oc "Vigo"-properNoun-ca
"Vigo"-properNoun-oc "Vigo"-noun-ca
"Santander"-noun-oc "Santander"-properNoun-ca
"Santander"-noun-oc "Santander"-noun-ca
"Santander"-properNoun-ca "Santander"-noun-oc
"Santander"-properNoun-ca "Santander"-properNoun-oc
"Santander"-noun-ca "Santander"-noun-oc
"Santander"-noun-ca "Santander"-properNoun-oc
"Santander"-properNoun-oc "Santander"-properNoun-ca
"Santander"-properNoun-oc "Santander"-noun-ca
"Pereira"-noun-oc "Pereira"-properNoun-ca
"Pereira"-noun-oc "Pereira"-noun-ca
"Pereira"-properNoun-ca "Pereira"-noun-oc
"Pereira"-properNoun-ca "Pereira"-properNoun-oc
"Pereira"-noun-ca "Pereira"-noun-oc
"Pereira"-noun-ca "Pereira"-properNoun-oc
"Pereira"-properNoun-oc "Pereira"-properNoun-ca
"Pereira"-properNoun-oc "Pereira"-noun-ca
"Prat"-noun-oc "Prat"-properNoun-ca
"Prat"-noun-oc "Prat"-noun-ca
"Prat"-properNoun-ca "Prat"-noun-oc
"Prat"-properNoun-ca "Prat"-properNoun-oc
"Prat"-noun-ca "Prat"-noun-oc
"Prat"-noun-ca "Prat"-properNoun-oc
"Prat"-properNoun-oc "Prat"-properNoun-ca
"Prat"-properNoun-oc "Prat"-noun-ca
"Prieto"-noun-oc "Prieto"-properNoun-ca
"Prieto"-noun-oc "Prieto"-noun-ca
"Prieto"-properNoun-ca "Prieto"-noun-oc
"Prieto"-properNoun-ca "Prieto"-properNoun-oc
"Prieto"-noun-ca "Prieto"-noun-oc
"Prieto"-noun-ca "Prieto"-properNoun-oc
"Prieto"-properNoun-oc "Prieto"-properNoun-ca
"Prieto"-properNoun-oc "Prieto"-noun-ca
"Hidalgo"-noun-oc "Hidalgo"-properNoun-ca
"Hidalgo"-noun-oc "Hidalgo"-noun-ca
"Hidalgo"-properNoun-ca "Hidalgo"-noun-oc
"Hidalgo"-properNoun-ca "Hidalgo"-properNoun-oc
"Hidalgo"-noun-ca "Hidalgo"-noun-oc
"Hidalgo"-noun-ca "Hidalgo"-properNoun-oc
"Hidalgo"-properNoun-oc "Hidalgo"-properNoun-ca
"Hidalgo"-properNoun-oc "Hidalgo"-noun-ca
"Millán"-noun-oc "Millán"-properNoun-ca
"Millán"-noun-oc "Millán"-noun-ca
"Millán"-properNoun-ca "Millán"-noun-oc
"Millán"-properNoun-ca "Millán"-properNoun-oc
"Millán"-noun-ca "Millán"-noun-oc
"Millán"-noun-ca "Millán"-properNoun-oc
"Millán"-properNoun-oc "Millán"-properNoun-ca
"Millán"-properNoun-oc "Millán"-noun-ca
"informatiu"-adjective-oc "informatiu"-adjective-ca
"informatiu"-adjective-ca "informatiu"-adjective-oc
"Becerril"-properNoun-ca "Becerril"-noun-oc
"Becerril"-properNoun-ca "Becerril"-properNoun-oc
"Becerril"-noun-oc "Becerril"-properNoun-ca
"Becerril"-noun-oc "Becerril"-noun-ca
"Becerril"-properNoun-oc "Becerril"-properNoun-ca
"Becerril"-properNoun-oc "Becerril"-noun-ca
"Becerril"-noun-ca "Becerril"-noun-oc
"Becerril"-noun-ca "Becerril"-properNoun-oc
"Salgado"-noun-oc "Salgado"-properNoun-ca
"Salgado"-noun-oc "Salgado"-noun-ca
"Salgado"-properNoun-ca "Salgado"-noun-oc
"Salgado"-properNoun-ca "Salgado"-properNoun-oc
"Salgado"-noun-ca "Salgado"-noun-oc
"Salgado"-noun-ca "Salgado"-properNoun-oc
"Salgado"-properNoun-oc "Salgado"-properNoun-ca
"Salgado"-properNoun-oc "Salgado"-noun-ca
"Nadal"-noun-oc "Nadal"-properNoun-ca
"Nadal"-noun-oc "Nadal"-noun-ca
"Nadal"-properNoun-ca "Nadal"-noun-oc
"Nadal"-properNoun-ca "Nadal"-properNoun-oc
"Nadal"-noun-ca "Nadal"-noun-oc
"Nadal"-noun-ca "Nadal"-properNoun-oc
"Nadal"-properNoun-oc "Nadal"-properNoun-ca
"Nadal"-properNoun-oc "Nadal"-noun-ca
"Llorente"-noun-oc "Llorente"-properNoun-ca
"Llorente"-noun-oc "Llorente"-noun-ca
"Llorente"-properNoun-ca "Llorente"-noun-oc
"Llorente"-properNoun-ca "Llorente"-properNoun-oc
"Llorente"-noun-ca "Llorente"-noun-oc
"Llorente"-noun-ca "Llorente"-properNoun-oc
"Llorente"-properNoun-oc "Llorente"-properNoun-ca
"Llorente"-properNoun-oc "Llorente"-noun-ca
"Montilla"-noun-oc "Montilla"-properNoun-ca
"Montilla"-noun-oc "Montilla"-noun-ca
"Montilla"-properNoun-ca "Montilla"-noun-oc
"Montilla"-properNoun-ca "Montilla"-properNoun-oc
"Montilla"-noun-ca "Montilla"-noun-oc
"Montilla"-noun-ca "Montilla"-properNoun-oc
"Montilla"-properNoun-oc "Montilla"-properNoun-ca
"Montilla"-properNoun-oc "Montilla"-noun-ca
"Rasputin"-noun-oc "Rasputin"-properNoun-ca
"Rasputin"-noun-oc "Rasputin"-noun-ca
"Rasputin"-properNoun-ca "Rasputin"-noun-oc
"Rasputin"-properNoun-ca "Rasputin"-properNoun-oc
"Rasputin"-noun-ca "Rasputin"-noun-oc
"Rasputin"-noun-ca "Rasputin"-properNoun-oc
"Rasputin"-properNoun-oc "Rasputin"-properNoun-ca
"Rasputin"-properNoun-oc "Rasputin"-noun-ca
"Ciceró"-noun-oc "Ciceró"-noun-ca
"Ciceró"-noun-oc "Ciceró"-properNoun-ca
"Ciceró"-noun-ca "Ciceró"-noun-oc
"Ciceró"-noun-ca "Ciceró"-properNoun-oc
"Ciceró"-properNoun-ca "Ciceró"-noun-oc
"Ciceró"-properNoun-ca "Ciceró"-properNoun-oc
"Ciceró"-properNoun-oc "Ciceró"-noun-ca
"Ciceró"-properNoun-oc "Ciceró"-properNoun-ca
"Escipió"-noun-oc "Escipió"-noun-ca
"Escipió"-noun-oc "Escipió"-properNoun-ca
"Escipió"-noun-ca "Escipió"-noun-oc
"Escipió"-noun-ca "Escipió"-properNoun-oc
"Escipió"-properNoun-ca "Escipió"-noun-oc
"Escipió"-properNoun-ca "Escipió"-properNoun-oc
"Escipió"-properNoun-oc "Escipió"-noun-ca
"Escipió"-properNoun-oc "Escipió"-properNoun-ca
"Virgile"-noun-oc "Virgili"-noun-ca
"Virgili"-noun-ca "Virgile"-noun-oc
"Virgili"-noun-ca "Virgile"-properNoun-oc
"Virgile"-properNoun-oc "Virgili"-noun-ca
"Ripoll"-noun-oc "Ripoll"-properNoun-ca
"Ripoll"-noun-oc "Ripoll"-noun-ca
"Ripoll"-properNoun-ca "Ripoll"-noun-oc
"Ripoll"-properNoun-ca "Ripoll"-properNoun-oc
"Ripoll"-noun-ca "Ripoll"-noun-oc
"Ripoll"-noun-ca "Ripoll"-properNoun-oc
"Ripoll"-properNoun-oc "Ripoll"-properNoun-ca
"Ripoll"-properNoun-oc "Ripoll"-noun-ca
"Medina"-properNoun-ca "Medina"-noun-oc
"Medina"-properNoun-ca "Medina"-properNoun-oc
"Medina"-noun-oc "Medina"-properNoun-ca
"Medina"-noun-oc "Medina"-noun-ca
"Medina"-properNoun-oc "Medina"-properNoun-ca
"Medina"-properNoun-oc "Medina"-noun-ca
"Medina"-noun-ca "Medina"-noun-oc
"Medina"-noun-ca "Medina"-properNoun-oc
"Caracas"-properNoun-oc "Caracas"-properNoun-ca
"Caracas"-properNoun-ca "Caracas"-properNoun-oc
"Girona"-properNoun-ca "Girona"-noun-oc
"Girona"-properNoun-ca "Girona"-properNoun-oc
"Girona"-noun-oc "Girona"-properNoun-ca
