"confortablement"-adverb-fr "komforte"-adverb-eo
"kuraci"-verb-eo "soigner"-verb-fr
"obei"-verb-eo "obéir"-verb-fr
"obéir"-verb-fr "obei"-verb-eo
"ruliĝi"-verb-eo "rouler"-verb-fr
"rouler"-verb-fr "ruliĝi"-verb-eo
"forlasi"-verb-eo "quitter"-verb-fr
"forlasi"-verb-eo "abandonner"-verb-fr
"quitter"-verb-fr "forlasi"-verb-eo
"abandonner"-verb-fr "forlasi"-verb-eo
"persekuti"-verb-eo "pourchasser"-verb-fr
"pourchasser"-verb-fr "persekuti"-verb-eo
"choisir"-verb-fr "elekti"-verb-eo
"elekti"-verb-eo "choisir"-verb-fr
"elekti"-verb-eo "élire"-verb-fr
"élire"-verb-fr "elekti"-verb-eo
"kolekti"-verb-eo "percevoir"-verb-fr
"percevoir"-verb-fr "kolekti"-verb-eo
"kaŭzi"-verb-eo "provoquer"-verb-fr
"provoquer"-verb-fr "kaŭzi"-verb-eo
"sekvi"-verb-eo "suivre"-verb-fr
"suivre"-verb-fr "sekvi"-verb-eo
"construire"-verb-fr "konstrui"-verb-eo
"konstrui"-verb-eo "construire"-verb-fr
"konstrui"-verb-eo "bâtir"-verb-fr
"bâtir"-verb-fr "konstrui"-verb-eo
"agi"-verb-eo "agir"-verb-fr
"agir"-verb-fr "agi"-verb-eo
"agir"-verb-fr "trakti"-verb-eo
"trakti"-verb-eo "agir"-verb-fr
"adresi"-verb-eo "adresser"-verb-fr
"adresser"-verb-fr "adresi"-verb-eo
"meti"-verb-eo "brancher"-verb-fr
"brancher"-verb-fr "meti"-verb-eo
"assaisonner"-verb-fr "spici"-verb-eo
"spici"-verb-eo "assaisonner"-verb-fr
"arrêter"-verb-fr "halti"-verb-eo
"arrêter"-verb-fr "aresti"-verb-eo
"halti"-verb-eo "arrêter"-verb-fr
"aresti"-verb-eo "arrêter"-verb-fr
"creuser"-verb-fr "fosi"-verb-eo
"fosi"-verb-eo "creuser"-verb-fr
"okupi"-verb-eo "occuper"-verb-fr
"occuper"-verb-fr "okupi"-verb-eo
"krii"-verb-eo "crier"-verb-fr
"crier"-verb-fr "krii"-verb-eo
"krevi"-verb-eo "crever"-verb-fr
"crever"-verb-fr "krevi"-verb-eo
"eksplodi"-verb-eo "exploiter"-verb-fr
"exploiter"-verb-fr "eksplodi"-verb-eo
"forigi"-verb-eo "éliminer"-verb-fr
"éliminer"-verb-fr "forigi"-verb-eo
"rompi"-verb-eo "casser"-verb-fr
"casser"-verb-fr "rompi"-verb-eo
"marŝi"-verb-eo "cheminer"-verb-fr
"marŝi"-verb-eo "marcher"-verb-fr
"cheminer"-verb-fr "marŝi"-verb-eo
"marcher"-verb-fr "marŝi"-verb-eo
"nuligi"-verb-eo "annuler"-verb-fr
"annuler"-verb-fr "nuligi"-verb-eo
"dividi"-verb-eo "partager"-verb-fr
"partager"-verb-fr "dividi"-verb-eo
"partager"-verb-fr "kundividi"-verb-eo
"kundividi"-verb-eo "partager"-verb-fr
"asigni"-verb-eo "assigner"-verb-fr
"assigner"-verb-fr "asigni"-verb-eo
"attacher"-verb-fr "ligi"-verb-eo
"ligi"-verb-eo "attacher"-verb-fr
"malsupreniri"-verb-eo "descendre"-verb-fr
"descendre"-verb-fr "malsupreniri"-verb-eo
"effondrer"-verb-fr "enprofundigi"-verb-eo
"enprofundigi"-verb-eo "effondrer"-verb-fr
"enprofundigi"-verb-eo "enfoncer"-verb-fr
"enfoncer"-verb-fr "enprofundigi"-verb-eo
"kuri"-verb-eo "courir"-verb-fr
"courir"-verb-fr "kuri"-verb-eo
"priskribi"-verb-eo "décrire"-verb-fr
"décrire"-verb-fr "priskribi"-verb-eo
"reprezenti"-verb-eo "représenter"-verb-fr
"représenter"-verb-fr "reprezenti"-verb-eo
"komenci"-verb-eo "entamer"-verb-fr
"entamer"-verb-fr "komenci"-verb-eo
"aperta"-adjective-eo "ouvert"-adjective-fr
"ouvert"-adjective-fr "aperta"-adjective-eo
"disfaldi"-verb-eo "déployer"-verb-fr
"déployer"-verb-fr "disfaldi"-verb-eo
"malfermi"-verb-eo "ouvrir"-verb-fr
"ouvrir"-verb-fr "malfermi"-verb-eo
"ŝati"-verb-eo "apprécier"-verb-fr
"apprécier"-verb-fr "ŝati"-verb-eo
"marquer"-verb-fr "marki"-verb-eo
"marki"-verb-eo "marquer"-verb-fr
"antaŭvidi"-verb-eo "prévoir"-verb-fr
"prévoir"-verb-fr "antaŭvidi"-verb-eo
"ellabori"-verb-eo "élaborer"-verb-fr
"élaborer"-verb-fr "ellabori"-verb-eo
"incapable"-adjective-fr "malkapabla"-adjective-eo
"malkapabla"-adjective-eo "incapable"-adjective-fr
"gajni"-verb-eo "gagner"-verb-fr
"gagner"-verb-fr "gajni"-verb-eo
"ŝanĝi"-verb-eo "changer"-verb-fr
"changer"-verb-fr "ŝanĝi"-verb-eo
"ajouter"-verb-fr "aldoni"-verb-eo
"aldoni"-verb-eo "ajouter"-verb-fr
"ĉirkaŭi"-verb-eo "entourer"-verb-fr
"entourer"-verb-fr "ĉirkaŭi"-verb-eo
"transformi"-verb-eo "transformer"-verb-fr
"transformer"-verb-fr "transformi"-verb-eo
"rapporter"-verb-fr "raporti"-verb-eo
"raporti"-verb-eo "rapporter"-verb-fr
"loki"-verb-eo "placer"-verb-fr
"placer"-verb-fr "loki"-verb-eo
"encadrer"-verb-fr "enkadrigi"-verb-eo
"enkadrigi"-verb-eo "encadrer"-verb-fr
"accuser"-verb-fr "procesi"-verb-eo
"procesi"-verb-eo "accuser"-verb-fr
"vérifier"-verb-fr "kontroli"-verb-eo
"kontroli"-verb-eo "vérifier"-verb-fr
"kontroli"-verb-eo "contrôler"-verb-fr
"contrôler"-verb-fr "kontroli"-verb-eo
"nedeca"-adjective-eo "incorrect"-adjective-fr
"incorrect"-adjective-fr "nedeca"-adjective-eo
"vundi"-verb-eo "blesser"-verb-fr
"blesser"-verb-fr "vundi"-verb-eo
"nutri"-verb-eo "alimenter"-verb-fr
"alimenter"-verb-fr "nutri"-verb-eo
"malkaŝi"-verb-eo "révéler"-verb-fr
"révéler"-verb-fr "malkaŝi"-verb-eo
"tuŝi"-verb-eo "toucher"-verb-fr
"toucher"-verb-fr "tuŝi"-verb-eo
"toucher"-verb-fr "enspezi"-verb-eo
"enspezi"-verb-eo "toucher"-verb-fr
"dégager"-verb-fr "liberigi"-verb-eo
"liberigi"-verb-eo "dégager"-verb-fr
"investir"-verb-fr "inversigi"-verb-eo
"inversigi"-verb-eo "investir"-verb-fr
"confier"-verb-fr "fidi"-verb-eo
"fidi"-verb-eo "confier"-verb-fr
"konfirmi"-verb-eo "confirmer"-verb-fr
"confirmer"-verb-fr "konfirmi"-verb-eo
"ludi"-verb-eo "jouer"-verb-fr
"jouer"-verb-fr "ludi"-verb-eo
"forĵeti"-verb-eo "rejeter"-verb-fr
"rejeter"-verb-fr "forĵeti"-verb-eo
"rejeter"-verb-fr "malakcepti"-verb-eo
"rejeter"-verb-fr "rifuzi"-verb-eo
"malakcepti"-verb-eo "rejeter"-verb-fr
"malakcepti"-verb-eo "repousser"-verb-fr
"rifuzi"-verb-eo "rejeter"-verb-fr
"rifuzi"-verb-eo "repousser"-verb-fr
"repousser"-verb-fr "malakcepti"-verb-eo
"repousser"-verb-fr "rifuzi"-verb-eo
"daŭrigi"-verb-eo "continuer"-verb-fr
"continuer"-verb-fr "daŭrigi"-verb-eo
"défendre"-verb-fr "defendi"-verb-eo
"defendi"-verb-eo "défendre"-verb-fr
"elpensi"-verb-eo "inventer"-verb-fr
"inventer"-verb-fr "elpensi"-verb-eo
"diveni"-verb-eo "deviner"-verb-fr
"deviner"-verb-fr "diveni"-verb-eo
"disvastigi"-verb-eo "répandre"-verb-fr
"disvastigi"-verb-eo "diffuser"-verb-fr
"répandre"-verb-fr "disvastigi"-verb-eo
"diffuser"-verb-fr "disvastigi"-verb-eo
"pensi"-verb-eo "aviser"-verb-fr
"aviser"-verb-fr "pensi"-verb-eo
"averti"-verb-eo "prévenir"-verb-fr
"prévenir"-verb-fr "averti"-verb-eo
"eviti"-verb-eo "éviter"-verb-fr
"éviter"-verb-fr "eviti"-verb-eo
"nei"-verb-eo "nier"-verb-fr
"nier"-verb-fr "nei"-verb-eo
"consacrer"-verb-fr "dediĉi"-verb-eo
"dediĉi"-verb-eo "consacrer"-verb-fr
"murmurer"-verb-fr "murmuri"-verb-eo
"murmuri"-verb-eo "murmurer"-verb-fr
"soni"-verb-eo "sonner"-verb-fr
"sonner"-verb-fr "soni"-verb-eo
"puŝi"-verb-eo "pousser"-verb-fr
"pousser"-verb-fr "puŝi"-verb-eo
"anstataŭigi"-verb-eo "remplacer"-verb-fr
"anstataŭigi"-verb-eo "substituer"-verb-fr
"remplacer"-verb-fr "anstataŭigi"-verb-eo
"substituer"-verb-fr "anstataŭigi"-verb-eo
"tranĉi"-verb-eo "couper"-verb-fr
"tranĉi"-verb-eo "tailler"-verb-fr
"couper"-verb-fr "tranĉi"-verb-eo
"couper"-verb-fr "tondi"-verb-eo
"tailler"-verb-fr "tranĉi"-verb-eo
"tailler"-verb-fr "tondi"-verb-eo
"tondi"-verb-eo "couper"-verb-fr
"tondi"-verb-eo "tailler"-verb-fr
"konveni"-verb-eo "convenir"-verb-fr
"convenir"-verb-fr "konveni"-verb-eo
"volvi"-verb-eo "entortiller"-verb-fr
"entortiller"-verb-fr "volvi"-verb-eo
"limigi"-verb-eo "borner"-verb-fr
"limigi"-verb-eo "limiter"-verb-fr
"borner"-verb-fr "limigi"-verb-eo
"limiter"-verb-fr "limigi"-verb-eo
"rekoni"-verb-eo "reconnaître"-verb-fr
"reconnaître"-verb-fr "rekoni"-verb-eo
"ripeti"-verb-eo "répéter"-verb-fr
"répéter"-verb-fr "ripeti"-verb-eo
"passer"-verb-fr "pasi"-verb-eo
"pasi"-verb-eo "passer"-verb-fr
"bedaŭri"-verb-eo "regretter"-verb-fr
"bedaŭri"-verb-eo "déplorer"-verb-fr
"regretter"-verb-fr "bedaŭri"-verb-eo
"déplorer"-verb-fr "bedaŭri"-verb-eo
"ekvilibrigi"-verb-eo "équilibrer"-verb-fr
"équilibrer"-verb-fr "ekvilibrigi"-verb-eo
"deklinacii"-verb-eo "décliner"-verb-fr
"décliner"-verb-fr "deklinacii"-verb-eo
"kombini"-verb-eo "combiner"-verb-fr
"combiner"-verb-fr "kombini"-verb-eo
"korekti"-verb-eo "corriger"-verb-fr
"corriger"-verb-fr "korekti"-verb-eo
"ne"-adverb-fr "ne-"-adverb-eo
"ne-"-adverb-eo "ne"-adverb-fr
"ne-"-adverb-eo "non"-adverb-fr
"ne-"-adverb-eo "pas"-adverb-fr
"non"-adverb-fr "ne-"-adverb-eo
"pas"-adverb-fr "ne-"-adverb-eo
"ĉiuokaze"-adverb-eo "tout de même"-adverb-fr
"tout de même"-adverb-fr "ĉiuokaze"-adverb-eo
"alternative"-adverb-eo "alternativement"-adverb-fr
"alternativement"-adverb-fr "alternative"-adverb-eo
"sur"-adverb-eo "dessus"-adverb-fr
"sur"-adverb-eo "au-dessus"-adverb-fr
"dessus"-adverb-fr "sur"-adverb-eo
"au-dessus"-adverb-fr "sur"-adverb-eo
"perfection"-noun-fr "perfekto"-noun-eo
"perfekto"-noun-eo "perfection"-noun-fr
"humanité"-noun-fr "homeco"-noun-eo
"homeco"-noun-eo "humanité"-noun-fr
"nationalisme"-noun-fr "nacionalismo"-noun-eo
"nacionalismo"-noun-eo "nationalisme"-noun-fr
"enterigo"-noun-eo "enfouissement"-noun-fr
"enfouissement"-noun-fr "enterigo"-noun-eo
"ĉevalino"-noun-eo "jument"-noun-fr
"jument"-noun-fr "ĉevalino"-noun-eo
"culte"-noun-fr "kulto"-noun-eo
"kulto"-noun-eo "culte"-noun-fr
"distraĵo"-noun-eo "distraction"-noun-fr
"distraction"-noun-fr "distraĵo"-noun-eo
"senigo"-noun-eo "privation"-noun-fr
"privation"-noun-fr "senigo"-noun-eo
"instabilité"-noun-fr "nestabileco"-noun-eo
"nestabileco"-noun-eo "instabilité"-noun-fr
"nestabileco"-noun-eo "précarité"-noun-fr
"précarité"-noun-fr "nestabileco"-noun-eo
"kontentiĝo"-noun-eo "satisfaction"-noun-fr
"satisfaction"-noun-fr "kontentiĝo"-noun-eo
"lernado"-noun-eo "apprentissage"-noun-fr
"apprentissage"-noun-fr "lernado"-noun-eo
"apprentissage"-noun-fr "metilernado"-noun-eo
"metilernado"-noun-eo "apprentissage"-noun-fr
"Finlande"-properNoun-fr "Finnio"-properNoun-eo
"Finnio"-properNoun-eo "Finlande"-properNoun-fr
"logiciel"-noun-fr "softvaro"-noun-eo
"softvaro"-noun-eo "logiciel"-noun-fr
"piedpilko"-noun-eo "football"-noun-fr
"piedpilko"-noun-eo "foot"-noun-fr
"football"-noun-fr "piedpilko"-noun-eo
"foot"-noun-fr "piedpilko"-noun-eo
"fournisseur"-noun-fr "provizanto"-noun-eo
"provizanto"-noun-eo "fournisseur"-noun-fr
"combustible"-noun-fr "brulaĵo"-noun-eo
"brulaĵo"-noun-eo "combustible"-noun-fr
"serĉisto"-noun-eo "chercheur"-noun-fr
"chercheur"-noun-fr "serĉisto"-noun-eo
"navigateur"-noun-fr "retumilo"-noun-eo
"navigateur"-noun-fr "naviganto"-noun-eo
"retumilo"-noun-eo "navigateur"-noun-fr
"naviganto"-noun-eo "navigateur"-noun-fr
"vendanto"-noun-eo "vendeur"-noun-fr
"vendeur"-noun-fr "vendanto"-noun-eo
"tonelo"-noun-eo "tonne"-noun-fr
"tonne"-noun-fr "tonelo"-noun-eo
"occupant"-noun-fr "okupacianto"-noun-eo
"okupacianto"-noun-eo "occupant"-noun-fr
"traducteur"-noun-fr "tradukinto"-noun-eo
"traducteur"-noun-fr "tradukanto"-noun-eo
"tradukinto"-noun-eo "traducteur"-noun-fr
"tradukanto"-noun-eo "traducteur"-noun-fr
"vache"-noun-fr "bovino"-noun-eo
"bovino"-noun-eo "vache"-noun-fr
"intégration"-noun-fr "integrigo"-noun-eo
"integrigo"-noun-eo "intégration"-noun-fr
"nenombrebla"-adjective-eo "innombrable"-adjective-fr
"innombrable"-adjective-fr "nenombrebla"-adjective-eo
"defenda"-adjective-eo "défensif"-adjective-fr
"défensif"-adjective-fr "defenda"-adjective-eo
"nord-amerika"-adjective-eo "nord-américain"-adjective-fr
"nord-américain"-adjective-fr "nord-amerika"-adjective-eo
"alternatif"-adjective-fr "alternativa"-adjective-eo
"alternativa"-adjective-eo "alternatif"-adjective-fr
"intraitable"-adjective-fr "netraktebla"-adjective-eo
"netraktebla"-adjective-eo "intraitable"-adjective-fr
"virina"-adjective-eo "féminin"-adjective-fr
"féminin"-adjective-fr "virina"-adjective-eo
"progressif"-adjective-fr "progresa"-adjective-eo
"progresa"-adjective-eo "progressif"-adjective-fr
"créatif"-adjective-fr "krea"-adjective-eo
"krea"-adjective-eo "créatif"-adjective-fr
"pla"-adjective-eo "complémentaire"-adjective-fr
"complémentaire"-adjective-fr "pla"-adjective-eo
"konkura"-adjective-eo "compétitif"-adjective-fr
"compétitif"-adjective-fr "konkura"-adjective-eo
"alilanda"-adjective-eo "étranger"-adjective-fr
"étranger"-adjective-fr "alilanda"-adjective-eo
"organisma"-adjective-eo "organique"-adjective-fr
"organique"-adjective-fr "organisma"-adjective-eo
"organique"-adjective-fr "organa"-adjective-eo
"organa"-adjective-eo "organique"-adjective-fr
"terapia"-adjective-eo "thérapeutique"-adjective-fr
"thérapeutique"-adjective-fr "terapia"-adjective-eo
"trobla"-adjective-eo "triple"-adjective-fr
"triple"-adjective-fr "trobla"-adjective-eo
"oferi"-verb-eo "sacrifier"-verb-fr
"sacrifier"-verb-fr "oferi"-verb-eo
"ornami"-verb-eo "orner"-verb-fr
"orner"-verb-fr "ornami"-verb-eo
"admoni"-verb-eo "admonester"-verb-fr
"admonester"-verb-fr "admoni"-verb-eo
"spiri"-verb-eo "respirer"-verb-fr
"respirer"-verb-fr "spiri"-verb-eo
"esprimi"-verb-eo "exprimer"-verb-fr
"exprimer"-verb-fr "esprimi"-verb-eo
"armi"-verb-eo "armer"-verb-fr
"armer"-verb-fr "armi"-verb-eo
"pentri"-verb-eo "peindre"-verb-fr
"peindre"-verb-fr "pentri"-verb-eo
"izoli"-verb-eo "isoler"-verb-fr
"isoler"-verb-fr "izoli"-verb-eo
"kanti"-verb-eo "chanter"-verb-fr
"chanter"-verb-fr "kanti"-verb-eo
"fajfi"-verb-eo "siffler"-verb-fr
"siffler"-verb-fr "fajfi"-verb-eo
"blovi"-verb-eo "souffler"-verb-fr
"souffler"-verb-fr "blovi"-verb-eo
"akompani"-verb-eo "accompagner"-verb-fr
"accompagner"-verb-fr "akompani"-verb-eo
"konfesi"-verb-eo "avouer"-verb-fr
"avouer"-verb-fr "konfesi"-verb-eo
"conseiller"-verb-fr "konsili"-verb-eo
"konsili"-verb-eo "conseiller"-verb-fr
"navigi"-verb-eo "naviguer"-verb-fr
"naviguer"-verb-fr "navigi"-verb-eo
"multiplier"-verb-fr "multobligi"-verb-eo
"multobligi"-verb-eo "multiplier"-verb-fr
"fumi"-verb-eo "fumer"-verb-fr
"fumer"-verb-fr "fumi"-verb-eo
"Adam"-properNoun-fr "Adam"-noun-eo
"Adam"-noun-eo "Adam"-properNoun-fr
"Albert"-properNoun-fr "Albert"-noun-eo
"Albert"-properNoun-fr "Albert"-properNoun-eo
"Albert"-noun-eo "Albert"-properNoun-fr
"Albert"-properNoun-eo "Albert"-properNoun-fr
"Simon"-properNoun-fr "Simon"-noun-eo
"Simon"-properNoun-fr "Simon"-properNoun-eo
"Simon"-noun-eo "Simon"-properNoun-fr
"Simon"-properNoun-eo "Simon"-properNoun-fr
"Richard"-properNoun-fr "Richard"-noun-eo
"Richard"-properNoun-fr "Richard"-properNoun-eo
"Richard"-noun-eo "Richard"-properNoun-fr
"Richard"-properNoun-eo "Richard"-properNoun-fr
"Martin"-properNoun-fr "Martin"-noun-eo
"Martin"-properNoun-fr "Martin"-properNoun-eo
"Martin"-noun-eo "Martin"-properNoun-fr
"Martin"-properNoun-eo "Martin"-properNoun-fr
"Gabriel"-properNoun-fr "Gabriel"-noun-eo
"Gabriel"-properNoun-fr "Gabriel"-properNoun-eo
"Gabriel"-noun-eo "Gabriel"-properNoun-fr
"Gabriel"-properNoun-eo "Gabriel"-properNoun-fr
"Marc"-properNoun-eo "Marc"-properNoun-fr
"Marc"-properNoun-fr "Marc"-properNoun-eo
"Luis"-properNoun-fr "Luis"-noun-eo
"Luis"-properNoun-fr "Luis"-properNoun-eo
"Luis"-noun-eo "Luis"-properNoun-fr
"Luis"-properNoun-eo "Luis"-properNoun-fr
"Louis"-properNoun-fr "Louis"-noun-eo
"Louis"-properNoun-fr "Louis"-properNoun-eo
"Louis"-noun-eo "Louis"-properNoun-fr
"Louis"-properNoun-eo "Louis"-properNoun-fr
"Luc"-properNoun-eo "Luc"-properNoun-fr
"Luc"-properNoun-fr "Luc"-properNoun-eo
"Luc"-properNoun-fr "Luc"-noun-eo
"Luc"-noun-eo "Luc"-properNoun-fr
"Joseph"-properNoun-fr "Joseph"-noun-eo
"Joseph"-properNoun-fr "Joseph"-properNoun-eo
"Joseph"-noun-eo "Joseph"-properNoun-fr
"Joseph"-properNoun-eo "Joseph"-properNoun-fr
"Robert"-properNoun-fr "Robert"-noun-eo
"Robert"-noun-eo "Robert"-properNoun-fr
"Miguel"-properNoun-fr "Miguel"-noun-eo
"Miguel"-properNoun-fr "Miguel"-properNoun-eo
"Miguel"-noun-eo "Miguel"-properNoun-fr
"Miguel"-properNoun-eo "Miguel"-properNoun-fr
"David"-properNoun-fr "David"-noun-eo
"David"-noun-eo "David"-properNoun-fr
"Thomas"-properNoun-fr "Thomas"-noun-eo
"Thomas"-properNoun-fr "Thomas"-properNoun-eo
"Thomas"-noun-eo "Thomas"-properNoun-fr
"Thomas"-properNoun-eo "Thomas"-properNoun-fr
"Daniel"-properNoun-fr "Daniel"-noun-eo
"Daniel"-noun-eo "Daniel"-properNoun-fr
"André"-properNoun-fr "André"-properNoun-eo
"André"-properNoun-fr "André"-noun-eo
"André"-properNoun-eo "André"-properNoun-fr
"André"-noun-eo "André"-properNoun-fr
"Antoine"-properNoun-fr "Antoine"-properNoun-eo
"Antoine"-properNoun-fr "Antoine"-noun-eo
"Antoine"-properNoun-eo "Antoine"-properNoun-fr
"Antoine"-noun-eo "Antoine"-properNoun-fr
"Benoît"-properNoun-fr "Benoît"-properNoun-eo
"Benoît"-properNoun-fr "Benoît"-noun-eo
"Benoît"-properNoun-eo "Benoît"-properNoun-fr
"Benoît"-noun-eo "Benoît"-properNoun-fr
"Bernard"-properNoun-fr "Bernard"-noun-eo
"Bernard"-properNoun-fr "Bernard"-properNoun-eo
"Bernard"-noun-eo "Bernard"-properNoun-fr
"Bernard"-properNoun-eo "Bernard"-properNoun-fr
"Charles"-properNoun-fr "Charles"-properNoun-eo
"Charles"-properNoun-fr "Charles"-noun-eo
"Charles"-properNoun-eo "Charles"-properNoun-fr
"Charles"-noun-eo "Charles"-properNoun-fr
"Diego"-properNoun-fr "Diego"-noun-eo
"Diego"-noun-eo "Diego"-properNoun-fr
"Elena"-properNoun-fr "Elena"-noun-eo
"Elena"-properNoun-fr "Elena"-properNoun-eo
"Elena"-noun-eo "Elena"-properNoun-fr
"Elena"-properNoun-eo "Elena"-properNoun-fr
"Jacques"-properNoun-fr "Jacques"-properNoun-eo
"Jacques"-properNoun-fr "Jacques"-noun-eo
"Jacques"-properNoun-eo "Jacques"-properNoun-fr
"Jacques"-noun-eo "Jacques"-properNoun-fr
"Jaime"-properNoun-fr "Jaime"-noun-eo
"Jaime"-properNoun-fr "Jaime"-properNoun-eo
"Jaime"-noun-eo "Jaime"-properNoun-fr
"Jaime"-properNoun-eo "Jaime"-properNoun-fr
"Isabel"-properNoun-eo "Isabel"-properNoun-fr
"Isabel"-properNoun-fr "Isabel"-properNoun-eo
"María"-properNoun-fr "María"-noun-eo
"María"-properNoun-fr "María"-properNoun-eo
"María"-noun-eo "María"-properNoun-fr
"María"-properNoun-eo "María"-properNoun-fr
"Édouard"-properNoun-fr "Édouard"-properNoun-eo
"Édouard"-properNoun-fr "Édouard"-noun-eo
"Édouard"-properNoun-eo "Édouard"-properNoun-fr
"Édouard"-noun-eo "Édouard"-properNoun-fr
"François"-properNoun-fr "François"-properNoun-eo
"François"-properNoun-fr "François"-noun-eo
"François"-properNoun-eo "François"-properNoun-fr
"François"-noun-eo "François"-properNoun-fr
"Francis"-properNoun-fr "Francis"-noun-eo
"Francis"-properNoun-fr "Francis"-properNoun-eo
"Francis"-noun-eo "Francis"-properNoun-fr
"Francis"-properNoun-eo "Francis"-properNoun-fr
"Guillermo"-properNoun-fr "Guillermo"-noun-eo
"Guillermo"-properNoun-fr "Guillermo"-properNoun-eo
"Guillermo"-noun-eo "Guillermo"-properNoun-fr
"Guillermo"-properNoun-eo "Guillermo"-properNoun-fr
"Guillaume"-properNoun-eo "Guillaume"-properNoun-fr
"Guillaume"-properNoun-fr "Guillaume"-properNoun-eo
"Guillaume"-properNoun-fr "Guillaume"-noun-eo
"Guillaume"-noun-eo "Guillaume"-properNoun-fr
"Jesús"-properNoun-fr "Jesús"-noun-eo
"Jesús"-properNoun-fr "Jesús"-properNoun-eo
"Jesús"-noun-eo "Jesús"-properNoun-fr
"Jesús"-properNoun-eo "Jesús"-properNoun-fr
"Jean"-properNoun-fr "Jean"-properNoun-eo
"Jean"-properNoun-fr "Jean"-noun-eo
"Jean"-properNoun-eo "Jean"-properNoun-fr
"Jean"-noun-eo "Jean"-properNoun-fr
"Juan"-properNoun-fr "Juan"-noun-eo
"Juan"-properNoun-fr "Juan"-properNoun-eo
"Juan"-noun-eo "Juan"-properNoun-fr
"Juan"-properNoun-eo "Juan"-properNoun-fr
"Jorge"-properNoun-fr "Jorge"-noun-eo
"Jorge"-properNoun-fr "Jorge"-properNoun-eo
"Jorge"-noun-eo "Jorge"-properNoun-fr
"Jorge"-properNoun-eo "Jorge"-properNoun-fr
"Jules"-properNoun-fr "Jules"-properNoun-eo
"Jules"-properNoun-fr "Jules"-noun-eo
"Jules"-properNoun-eo "Jules"-properNoun-fr
"Jules"-noun-eo "Jules"-properNoun-fr
"Lorena"-properNoun-eo "Lorraine"-properNoun-fr
"Lorraine"-properNoun-fr "Lorena"-properNoun-eo
"Nicolas"-properNoun-fr "Nicolas"-noun-eo
"Nicolas"-properNoun-fr "Nicolas"-properNoun-eo
"Nicolas"-noun-eo "Nicolas"-properNoun-fr
"Nicolas"-properNoun-eo "Nicolas"-properNoun-fr
"Pau"-noun-eo "Pau"-properNoun-fr
"Pau"-properNoun-fr "Pau"-noun-eo
"Paul"-properNoun-fr "Paul"-properNoun-eo
"Paul"-properNoun-fr "Paul"-noun-eo
"Paul"-properNoun-eo "Paul"-properNoun-fr
"Paul"-noun-eo "Paul"-properNoun-fr
"Pedro"-properNoun-fr "Pedro"-noun-eo
"Pedro"-properNoun-fr "Pedro"-properNoun-eo
"Pedro"-noun-eo "Pedro"-properNoun-fr
"Pedro"-properNoun-eo "Pedro"-properNoun-fr
"Philippe"-properNoun-fr "Philippe"-noun-eo
"Philippe"-properNoun-fr "Philippe"-properNoun-eo
"Philippe"-noun-eo "Philippe"-properNoun-fr
"Philippe"-properNoun-eo "Philippe"-properNoun-fr
"Raymond"-properNoun-fr "Raymond"-properNoun-eo
"Raymond"-properNoun-fr "Raymond"-noun-eo
"Raymond"-properNoun-eo "Raymond"-properNoun-fr
"Raymond"-noun-eo "Raymond"-properNoun-fr
"Roger"-properNoun-fr "Roger"-noun-eo
"Roger"-properNoun-fr "Roger"-properNoun-eo
"Roger"-noun-eo "Roger"-properNoun-fr
"Roger"-properNoun-eo "Roger"-properNoun-fr
"Salvador"-properNoun-fr "Salvador"-noun-eo
"Salvador"-properNoun-fr "Salvador"-properNoun-eo
"Salvador"-noun-eo "Salvador"-properNoun-fr
"Salvador"-properNoun-eo "Salvador"-properNoun-fr
"Hamilton"-properNoun-fr "Hamilton"-noun-eo
"Hamilton"-noun-eo "Hamilton"-properNoun-fr
"Johnson"-properNoun-fr "Johnson"-noun-eo
"Johnson"-noun-eo "Johnson"-properNoun-fr
"Smith"-properNoun-fr "Smith"-noun-eo
"Smith"-noun-eo "Smith"-properNoun-fr
"Andorre"-properNoun-fr "Andorra"-properNoun-eo
"Andorra"-properNoun-eo "Andorre"-properNoun-fr
"Azerbaïdjan"-properNoun-fr "Azerio"-properNoun-eo
"Azerio"-properNoun-eo "Azerbaïdjan"-properNoun-fr
"Barcelone"-properNoun-fr "Barcelona"-noun-eo
"Barcelona"-noun-eo "Barcelone"-properNoun-fr
"Barcelona"-noun-eo "Barcelona"-properNoun-fr
"Barcelona"-properNoun-fr "Barcelona"-noun-eo
"Kameruno"-properNoun-eo "Cameroun"-properNoun-fr
"Cameroun"-properNoun-fr "Kameruno"-properNoun-eo
"Ceuta"-properNoun-eo "Ceuta"-properNoun-fr
"Ceuta"-properNoun-fr "Ceuta"-properNoun-eo
"Groenland"-properNoun-fr "Groenlando"-properNoun-eo
"Groenlando"-properNoun-eo "Groenland"-properNoun-fr
"Grenade"-properNoun-fr "Granada"-noun-eo
"Grenade"-properNoun-fr "Granada"-properNoun-eo
"Grenade"-properNoun-fr "Granado"-noun-eo
"Granada"-noun-eo "Grenade"-properNoun-fr
"Granada"-properNoun-eo "Grenade"-properNoun-fr
"Granado"-noun-eo "Grenade"-properNoun-fr
"Israel"-properNoun-eo "Israël"-properNoun-fr
"Israël"-properNoun-fr "Israel"-properNoun-eo
"Madrid"-properNoun-fr "Madrid"-noun-eo
"Madrid"-properNoun-fr "Madrid"-properNoun-eo
