"adekvate"-adverb-eo "adequadament"-adverb-ca
"lukto"-noun-eo "lluita"-noun-ca
"lluita"-noun-ca "lukto"-noun-eo
"plany"-noun-ca "lamento"-noun-eo
"lamento"-noun-eo "plany"-noun-ca
"aŭdo"-noun-eo "audició"-noun-ca
"audició"-noun-ca "aŭdo"-noun-eo
"ornamavazo"-noun-eo "gerro"-noun-ca
"gerro"-noun-ca "ornamavazo"-noun-eo
"deveno"-noun-eo "procedència"-noun-ca
"procedència"-noun-ca "deveno"-noun-eo
"patrimoni"-noun-ca "apanaĝo"-noun-eo
"apanaĝo"-noun-eo "patrimoni"-noun-ca
"malestar"-noun-ca "ioma misfarto"-noun-eo
"ioma misfarto"-noun-eo "malestar"-noun-ca
"decepció"-noun-ca "seniluziiĝo"-noun-eo
"seniluziiĝo"-noun-eo "decepció"-noun-ca
"pena"-noun-ca "ĉagreniĝo"-noun-eo
"pena"-noun-ca "ĉagreno"-noun-eo
"pena"-noun-ca "aflikto"-noun-eo
"ĉagreniĝo"-noun-eo "pena"-noun-ca
"ĉagreno"-noun-eo "pena"-noun-ca
"aflikto"-noun-eo "pena"-noun-ca
"aflikto"-noun-eo "aflicció"-noun-ca
"aflicció"-noun-ca "aflikto"-noun-eo
"desavantatge"-noun-ca "malavantaĝo"-noun-eo
"malavantaĝo"-noun-eo "desavantatge"-noun-ca
"pintura"-noun-ca "pentrarto"-noun-eo
"pentrarto"-noun-eo "pintura"-noun-ca
"decoració"-noun-ca "ornamaĵo"-noun-eo
"ornamaĵo"-noun-eo "decoració"-noun-ca
"ordinacio"-noun-eo "ordenació"-noun-ca
"ordenació"-noun-ca "ordinacio"-noun-eo
"directori"-noun-ca "adresaro"-noun-eo
"adresaro"-noun-eo "directori"-noun-ca
"direktado"-noun-eo "gerència"-noun-ca
"gerència"-noun-ca "direktado"-noun-eo
"conversa"-noun-ca "konverso"-noun-eo
"konverso"-noun-eo "conversa"-noun-ca
"violació"-noun-ca "seksperfortado"-noun-eo
"seksperfortado"-noun-eo "violació"-noun-ca
"diligenteco"-noun-eo "diligència"-noun-ca
"diligència"-noun-ca "diligenteco"-noun-eo
"espècimen"-noun-ca "provaĵo"-noun-eo
"provaĵo"-noun-eo "espècimen"-noun-ca
"prova"-noun-ca "elprovo"-noun-eo
"elprovo"-noun-eo "prova"-noun-ca
"demostració"-noun-ca "demonstracio"-noun-eo
"demonstracio"-noun-eo "demostració"-noun-ca
"creació"-noun-ca "kreado"-noun-eo
"kreado"-noun-eo "creació"-noun-ca
"llum"-noun-ca "lampo"-noun-eo
"lampo"-noun-eo "llum"-noun-ca
"prestatge"-noun-ca "bretaro"-noun-eo
"bretaro"-noun-eo "prestatge"-noun-ca
"guió"-noun-ca "skripto"-noun-eo
"skripto"-noun-eo "guió"-noun-ca
"representació"-noun-ca "reprezentado"-noun-eo
"reprezentado"-noun-eo "representació"-noun-ca
"mastrumado"-noun-eo "gestió"-noun-ca
"gestió"-noun-ca "mastrumado"-noun-eo
"gestió"-noun-ca "demarŝo"-noun-eo
"demarŝo"-noun-eo "gestió"-noun-ca
"gelosia"-noun-ca "zorgo"-noun-eo
"gelosia"-noun-ca "ĵaluzo"-noun-eo
"zorgo"-noun-eo "gelosia"-noun-ca
"zorgo"-noun-eo "cura"-noun-ca
"ĵaluzo"-noun-eo "gelosia"-noun-ca
"cura"-noun-ca "zorgo"-noun-eo
"mencio"-noun-eo "esment"-noun-ca
"esment"-noun-ca "mencio"-noun-eo
"aldifino"-noun-eo "assignació"-noun-ca
"assignació"-noun-ca "aldifino"-noun-eo
"bosc"-noun-ca "bosko"-noun-eo
"bosko"-noun-eo "bosc"-noun-ca
"bosko"-noun-eo "fusta"-noun-ca
"fusta"-noun-ca "bosko"-noun-eo
"murdisto"-noun-eo "assassí"-noun-ca
"assassí"-noun-ca "murdisto"-noun-eo
"destí"-noun-ca "fato"-noun-eo
"fato"-noun-eo "destí"-noun-ca
"posseïdor"-noun-ca "tenanto"-noun-eo
"tenanto"-noun-eo "posseïdor"-noun-ca
"propietari"-noun-ca "proprietulo"-noun-eo
"proprietulo"-noun-eo "propietari"-noun-ca
"personal"-noun-ca "dungitaro"-noun-eo
"dungitaro"-noun-eo "personal"-noun-ca
"truc"-noun-ca "lertaĵo"-noun-eo
"lertaĵo"-noun-eo "truc"-noun-ca
"oficial"-noun-ca "oficialulo"-noun-eo
"oficialulo"-noun-eo "oficial"-noun-ca
"sturmo"-noun-eo "assalt"-noun-ca
"assalt"-noun-ca "sturmo"-noun-eo
"ĉirkaŭvojo"-noun-eo "ronda"-noun-ca
"ronda"-noun-ca "ĉirkaŭvojo"-noun-eo
"rondveturo"-noun-eo "volta"-noun-ca
"rondveturo"-noun-eo "tanda"-noun-ca
"volta"-noun-ca "rondveturo"-noun-eo
"tanda"-noun-ca "rondveturo"-noun-eo
"movo"-noun-eo "moviment"-noun-ca
"moviment"-noun-ca "movo"-noun-eo
"do"-noun-ca "mondonaco"-noun-eo
"mondonaco"-noun-eo "do"-noun-ca
"mondonaco"-noun-eo "donatiu"-noun-ca
"donatiu"-noun-ca "mondonaco"-noun-eo
"lliurament"-noun-ca "transdono"-noun-eo
"transdono"-noun-eo "lliurament"-noun-ca
"transdono"-noun-eo "transmissió"-noun-ca
"transmissió"-noun-ca "transdono"-noun-eo
"cigaredpaketo"-noun-eo "paquet"-noun-ca
"paquet"-noun-ca "cigaredpaketo"-noun-eo
"plec"-noun-ca "faldo"-noun-eo
"faldo"-noun-eo "plec"-noun-ca
"atracament"-noun-ca "ŝtelo"-noun-eo
"ŝtelo"-noun-eo "atracament"-noun-ca
"ŝtelo"-noun-eo "robatori"-noun-ca
"robatori"-noun-ca "ŝtelo"-noun-eo
"rekreo"-noun-eo "recreació"-noun-ca
"recreació"-noun-ca "rekreo"-noun-eo
"recreació"-noun-ca "rekreado"-noun-eo
"rekreado"-noun-eo "recreació"-noun-ca
"guia"-noun-ca "gvidlibro"-noun-eo
"guia"-noun-ca "ĉiĉerono"-noun-eo
"gvidlibro"-noun-eo "guia"-noun-ca
"ĉiĉerono"-noun-eo "guia"-noun-ca
"tubaro"-noun-eo "canonada"-noun-ca
"canonada"-noun-ca "tubaro"-noun-eo
"divergència"-noun-ca "diverĝo"-noun-eo
"diverĝo"-noun-eo "divergència"-noun-ca
"detenció"-noun-ca "arestado"-noun-eo
"arestado"-noun-eo "detenció"-noun-ca
"vitejo"-noun-eo "vinya"-noun-ca
"vinya"-noun-ca "vitejo"-noun-eo
"fluo"-noun-eo "flux"-noun-ca
"flux"-noun-ca "fluo"-noun-eo
"flux"-noun-ca "alfluo"-noun-eo
"alfluo"-noun-eo "flux"-noun-ca
"rock"-noun-ca "rokmuziko"-noun-eo
"rokmuziko"-noun-eo "rock"-noun-ca
"alè"-noun-ca "spiro"-noun-eo
"spiro"-noun-eo "alè"-noun-ca
"distribuo"-noun-eo "distribució"-noun-ca
"distribució"-noun-ca "distribuo"-noun-eo
"distribució"-noun-ca "distribuado"-noun-eo
"distribuado"-noun-eo "distribució"-noun-ca
"passeig"-noun-ca "promenado"-noun-eo
"promenado"-noun-eo "passeig"-noun-ca
"jubilació"-noun-ca "emeritigo"-noun-eo
"emeritigo"-noun-eo "jubilació"-noun-ca
"familia nomo"-noun-eo "llinatge"-noun-ca
"llinatge"-noun-ca "familia nomo"-noun-eo
"dipòsit"-noun-ca "deponejo"-noun-eo
"deponejo"-noun-eo "dipòsit"-noun-ca
"recel"-noun-ca "malfido"-noun-eo
"malfido"-noun-eo "recel"-noun-ca
"kaptaĵo"-noun-eo "presa"-noun-ca
"presa"-noun-ca "kaptaĵo"-noun-eo
"calma"-noun-ca "kvieto"-noun-eo
"kvieto"-noun-eo "calma"-noun-ca
"competència"-noun-ca "konkurado"-noun-eo
"konkurado"-noun-eo "competència"-noun-ca
"indiko"-noun-eo "indicació"-noun-ca
"indicació"-noun-ca "indiko"-noun-eo
"pridemandado"-noun-eo "interrogatori"-noun-ca
"interrogatori"-noun-ca "pridemandado"-noun-eo
"jaqueta"-noun-ca "jaketo"-noun-eo
"jaketo"-noun-eo "jaqueta"-noun-ca
"enfluejo"-noun-eo "desembocadura"-noun-ca
"desembocadura"-noun-ca "enfluejo"-noun-eo
"inserto"-noun-eo "inserció"-noun-ca
"inserció"-noun-ca "inserto"-noun-eo
"determino"-noun-eo "determinació"-noun-ca
"determinació"-noun-ca "determino"-noun-eo
"aparador"-noun-ca "montro-fenestro"-noun-eo
"montro-fenestro"-noun-eo "aparador"-noun-ca
"sciigo"-noun-eo "notícia"-noun-ca
"notícia"-noun-ca "sciigo"-noun-eo
"connexió"-noun-ca "rilato"-noun-eo
"rilato"-noun-eo "connexió"-noun-ca
"rilato"-noun-eo "relació"-noun-ca
"relació"-noun-ca "rilato"-noun-eo
"novetat"-noun-ca "noveco"-noun-eo
"noveco"-noun-eo "novetat"-noun-ca
"novigo"-noun-eo "innovació"-noun-ca
"innovació"-noun-ca "novigo"-noun-eo
"batalilo"-noun-eo "arma"-noun-ca
"arma"-noun-ca "batalilo"-noun-eo
"penado"-noun-eo "esforç"-noun-ca
"esforç"-noun-ca "penado"-noun-eo
"placeto"-noun-eo "replà"-noun-ca
"replà"-noun-ca "placeto"-noun-eo
"observació"-noun-ca "observo"-noun-eo
"observo"-noun-eo "observació"-noun-ca
"coll"-noun-ca "cerviko"-noun-eo
"cerviko"-noun-eo "coll"-noun-ca
"tristesa"-noun-ca "malgajo"-noun-eo
"malgajo"-noun-eo "tristesa"-noun-ca
"previsió"-noun-ca "antaŭvido"-noun-eo
"antaŭvido"-noun-eo "previsió"-noun-ca
"tensió"-noun-ca "streĉiĝo"-noun-eo
"streĉiĝo"-noun-eo "tensió"-noun-ca
"portebla afiŝo"-noun-eo "pancarta"-noun-ca
"pancarta"-noun-ca "portebla afiŝo"-noun-eo
"riuada"-noun-ca "inundo"-noun-eo
"inundo"-noun-eo "riuada"-noun-ca
"kontraŭstaro"-noun-eo "enfrontament"-noun-ca
"enfrontament"-noun-ca "kontraŭstaro"-noun-eo
"kompliko"-noun-eo "complicació"-noun-ca
"complicació"-noun-ca "kompliko"-noun-eo
"implicació"-noun-ca "implico"-noun-eo
"implico"-noun-eo "implicació"-noun-ca
"juĝa decido"-noun-eo "sentència"-noun-ca
"sentència"-noun-ca "juĝa decido"-noun-eo
"proesa"-noun-ca "prodaĵo"-noun-eo
"prodaĵo"-noun-eo "proesa"-noun-ca
"glop"-noun-ca "gluto"-noun-eo
"gluto"-noun-eo "glop"-noun-ca
"depreno"-noun-eo "deducció"-noun-ca
"deducció"-noun-ca "depreno"-noun-eo
"davanter"-noun-ca "antaŭaĵo"-noun-eo
"antaŭaĵo"-noun-eo "davanter"-noun-ca
"indulgència"-noun-ca "indulgenco"-noun-eo
"indulgenco"-noun-eo "indulgència"-noun-ca
"retard"-noun-ca "subevoluo"-noun-eo
"subevoluo"-noun-eo "retard"-noun-ca
"arc"-noun-ca "arkaĵo"-noun-eo
"arkaĵo"-noun-eo "arc"-noun-ca
"extensió"-noun-ca "etendo"-noun-eo
"etendo"-noun-eo "extensió"-noun-ca
"aplicació"-noun-ca "aplikado"-noun-eo
"aplikado"-noun-eo "aplicació"-noun-ca
"rondvojaĝo"-noun-eo "circuit"-noun-ca
"circuit"-noun-ca "rondvojaĝo"-noun-eo
"confessió"-noun-ca "konfeso"-noun-eo
"konfeso"-noun-eo "confessió"-noun-ca
"navigisto"-noun-eo "navegador"-noun-ca
"navegador"-noun-ca "navigisto"-noun-eo
"reducció"-noun-ca "redukto"-noun-eo
"redukto"-noun-eo "reducció"-noun-ca
"ràdio"-noun-ca "radioaparato"-noun-eo
"radioaparato"-noun-eo "ràdio"-noun-ca
"malimplicita"-adjective-eo "explícit"-adjective-ca
"explícit"-adjective-ca "malimplicita"-adjective-eo
"instantani"-adjective-ca "tujpreta"-adjective-eo
"tujpreta"-adjective-eo "instantani"-adjective-ca
"nedeterminita"-adjective-eo "indeterminat"-adjective-ca
"indeterminat"-adjective-ca "nedeterminita"-adjective-eo
"tardà"-adjective-ca "malfrua"-adjective-eo
"malfrua"-adjective-eo "tardà"-adjective-ca
"forpasinta"-adjective-eo "difunt"-adjective-ca
"difunt"-adjective-ca "forpasinta"-adjective-eo
"presumpte"-adjective-ca "supozata"-adjective-eo
"supozata"-adjective-eo "presumpte"-adjective-ca
"spekulativa"-adjective-eo "especulatiu"-adjective-ca
"especulatiu"-adjective-ca "spekulativa"-adjective-eo
"especulatiu"-adjective-ca "spekulacia"-adjective-eo
"spekulacia"-adjective-eo "especulatiu"-adjective-ca
"prima"-adjective-eo "primer"-adjective-ca
"primer"-adjective-ca "prima"-adjective-eo
"alpreĝi"-verb-eo "invocar"-verb-ca
"invocar"-verb-ca "alpreĝi"-verb-eo
"damni"-verb-eo "maleir"-verb-ca
"maleir"-verb-ca "damni"-verb-eo
"permanent"-adjective-ca "ĉiama"-adjective-eo
"ĉiama"-adjective-eo "permanent"-adjective-ca
"observema"-adjective-eo "observador"-adjective-ca
"observador"-adjective-ca "observema"-adjective-eo
"pintoresc"-adjective-ca "pentrinda"-adjective-eo
"pentrinda"-adjective-eo "pintoresc"-adjective-ca
"veí"-adjective-ca "najbara"-adjective-eo
"najbara"-adjective-eo "veí"-adjective-ca
"abolir"-verb-ca "abolicii"-verb-eo
"abolicii"-verb-eo "abolir"-verb-ca
"acumular"-verb-ca "akumuli"-verb-eo
"akumuli"-verb-eo "acumular"-verb-ca
"incloure"-verb-ca "inkluzivi"-verb-eo
"inkluzivi"-verb-eo "incloure"-verb-ca
"inkluzivi"-verb-eo "contenir"-verb-ca
"contenir"-verb-ca "inkluzivi"-verb-eo
"autoritari"-adjective-ca "aŭtoritata"-adjective-eo
"aŭtoritata"-adjective-eo "autoritari"-adjective-ca
"glitiga"-adjective-eo "relliscós"-adjective-ca
"relliscós"-adjective-ca "glitiga"-adjective-eo
"solter"-adjective-ca "fraŭlina"-adjective-eo
"fraŭlina"-adjective-eo "solter"-adjective-ca
"soleca"-adjective-eo "solitari"-adjective-ca
"solitari"-adjective-ca "soleca"-adjective-eo
"únic"-adjective-ca "senkompara"-adjective-eo
"senkompara"-adjective-eo "únic"-adjective-ca
"gosar"-verb-ca "aŭdaci"-verb-eo
"aŭdaci"-verb-eo "gosar"-verb-ca
"violar"-verb-ca "seksperforti"-verb-eo
"seksperforti"-verb-eo "violar"-verb-ca
"amputi"-verb-eo "amputar"-verb-ca
"amputar"-verb-ca "amputi"-verb-eo
"abomena"-adjective-eo "atroç"-adjective-ca
"abomena"-adjective-eo "horrible"-adjective-ca
"atroç"-adjective-ca "abomena"-adjective-eo
"horrible"-adjective-ca "abomena"-adjective-eo
"domèstic"-adjective-ca "mastruma"-adjective-eo
"mastruma"-adjective-eo "domèstic"-adjective-ca
"ludoni"-verb-eo "arrendar"-verb-ca
"arrendar"-verb-ca "ludoni"-verb-eo
"hazardi"-verb-eo "arriscar"-verb-ca
"arriscar"-verb-ca "hazardi"-verb-eo
"nutra"-adjective-eo "alimentari"-adjective-ca
"alimentari"-adjective-ca "nutra"-adjective-eo
"ekskluzivi"-verb-eo "excloure"-verb-ca
"excloure"-verb-ca "ekskluzivi"-verb-eo
"naŭzi"-verb-eo "repugnar"-verb-ca
"repugnar"-verb-ca "naŭzi"-verb-eo
"intervenir"-verb-ca "mediacii"-verb-eo
"mediacii"-verb-eo "intervenir"-verb-ca
"mediacii"-verb-eo "mitjançar"-verb-ca
"mitjançar"-verb-ca "mediacii"-verb-eo
"imprevist"-adjective-ca "neatendita"-adjective-eo
"neatendita"-adjective-eo "imprevist"-adjective-ca
"neatendita"-adjective-eo "inesperat"-adjective-ca
"inesperat"-adjective-ca "neatendita"-adjective-eo
"homologa"-adjective-eo "homòleg"-adjective-ca
"homòleg"-adjective-ca "homologa"-adjective-eo
"atakema"-adjective-eo "agressiu"-adjective-ca
"agressiu"-adjective-ca "atakema"-adjective-eo
"increïble"-adjective-ca "nekredebla"-adjective-eo
"nekredebla"-adjective-eo "increïble"-adjective-ca
"municipal"-adjective-ca "municipa"-adjective-eo
"municipa"-adjective-eo "municipal"-adjective-ca
"noble"-adjective-ca "nobela"-adjective-eo
"nobela"-adjective-eo "noble"-adjective-ca
"avanci"-verb-eo "avançar"-verb-ca
"avançar"-verb-ca "avanci"-verb-eo
"agoni"-verb-eo "agonitzar"-verb-ca
"agonitzar"-verb-ca "agoni"-verb-eo
"èpic"-adjective-ca "epopea"-adjective-eo
"epopea"-adjective-eo "èpic"-adjective-ca
"involuntari"-adjective-ca "senintenca"-adjective-eo
"senintenca"-adjective-eo "involuntari"-adjective-ca
"espontani"-adjective-ca "spontana"-adjective-eo
"spontana"-adjective-eo "espontani"-adjective-ca
"baloti"-verb-eo "votar"-verb-ca
"votar"-verb-ca "baloti"-verb-eo
"imponi"-verb-eo "impressionar"-verb-ca
"impressionar"-verb-ca "imponi"-verb-eo
"sobreviure"-verb-ca "supervivi"-verb-eo
"supervivi"-verb-eo "sobreviure"-verb-ca
"mirar"-verb-ca "alrigardi"-verb-eo
"alrigardi"-verb-eo "mirar"-verb-ca
"alrigardi"-verb-eo "guaitar"-verb-ca
"guaitar"-verb-ca "alrigardi"-verb-eo
"coincidir"-verb-ca "kongrui"-verb-eo
"kongrui"-verb-eo "coincidir"-verb-ca
"transmisii"-verb-eo "transmetre"-verb-ca
"transmetre"-verb-ca "transmisii"-verb-eo
"aliformi"-verb-eo "canviar"-verb-ca
"canviar"-verb-ca "aliformi"-verb-eo
"girar"-verb-ca "rivolui"-verb-eo
"rivolui"-verb-eo "girar"-verb-ca
"kolapsi"-verb-eo "enfonsar"-verb-ca
"enfonsar"-verb-ca "kolapsi"-verb-eo
"libervola"-adjective-eo "voluntari"-adjective-ca
"voluntari"-adjective-ca "libervola"-adjective-eo
"tímid"-adjective-ca "timema"-adjective-eo
"timema"-adjective-eo "tímid"-adjective-ca
"inadequat"-adjective-ca "neadekvata"-adjective-eo
"neadekvata"-adjective-eo "inadequat"-adjective-ca
"preciós"-adjective-ca "grandvalora"-adjective-eo
"preciós"-adjective-ca "altvalora"-adjective-eo
"grandvalora"-adjective-eo "preciós"-adjective-ca
"altvalora"-adjective-eo "preciós"-adjective-ca
"bonic"-adjective-ca "bonaspekta"-adjective-eo
"bonaspekta"-adjective-eo "bonic"-adjective-ca
"bonaspekta"-adjective-eo "maco"-adjective-ca
"maco"-adjective-ca "bonaspekta"-adjective-eo
"demostrar"-verb-ca "demonstri"-verb-eo
"demonstri"-verb-eo "demostrar"-verb-ca
"admetre"-verb-ca "agnoski"-verb-eo
"agnoski"-verb-eo "admetre"-verb-ca
"agnoski"-verb-eo "reconèixer"-verb-ca
"reconèixer"-verb-ca "agnoski"-verb-eo
"separi"-verb-eo "separar"-verb-ca
"separar"-verb-ca "separi"-verb-eo
"característic"-adjective-ca "karakteriza"-adjective-eo
"karakteriza"-adjective-eo "característic"-adjective-ca
"comú"-adjective-ca "fluanta"-adjective-eo
"fluanta"-adjective-eo "comú"-adjective-ca
"usual"-adjective-ca "komunuza"-adjective-eo
"komunuza"-adjective-eo "usual"-adjective-ca
"secundari"-adjective-ca "sekundara"-adjective-eo
"secundari"-adjective-ca "duaranga"-adjective-eo
"sekundara"-adjective-eo "secundari"-adjective-ca
"duaranga"-adjective-eo "secundari"-adjective-ca
"horora"-adjective-eo "horrorós"-adjective-ca
"horrorós"-adjective-ca "horora"-adjective-eo
"plej malbona"-adjective-eo "pitjor"-adjective-ca
"pitjor"-adjective-ca "plej malbona"-adjective-eo
"profitodona"-adjective-eo "rendible"-adjective-ca
"rendible"-adjective-ca "profitodona"-adjective-eo
"sendecida"-adjective-eo "indecís"-adjective-ca
"indecís"-adjective-ca "sendecida"-adjective-eo
"indecís"-adjective-ca "hezitema"-adjective-eo
"hezitema"-adjective-eo "indecís"-adjective-ca
"discutible"-adjective-ca "kontraŭdiskutebla"-adjective-eo
"kontraŭdiskutebla"-adjective-eo "discutible"-adjective-ca
"adequat"-adjective-ca "celkonforma"-adjective-eo
"celkonforma"-adjective-eo "adequat"-adjective-ca
"apropiat"-adjective-ca "deca"-adjective-eo
"deca"-adjective-eo "apropiat"-adjective-ca
"esperar"-verb-ca "ĝisatendi"-verb-eo
"ĝisatendi"-verb-eo "esperar"-verb-ca
"buit"-adjective-ca "malplena"-adjective-eo
"malplena"-adjective-eo "buit"-adjective-ca
"correcte"-adjective-ca "korekta"-adjective-eo
"korekta"-adjective-eo "correcte"-adjective-ca
"flua"-adjective-eo "fluid"-adjective-ca
"fluid"-adjective-ca "flua"-adjective-eo
"produktiva"-adjective-eo "productiu"-adjective-ca
"productiu"-adjective-ca "produktiva"-adjective-eo
"generós"-adjective-ca "donacema"-adjective-eo
"donacema"-adjective-eo "generós"-adjective-ca
"impulsiu"-adjective-ca "impulsema"-adjective-eo
"impulsema"-adjective-eo "impulsiu"-adjective-ca
"nerva"-adjective-eo "nerviós"-adjective-ca
"nerviós"-adjective-ca "nerva"-adjective-eo
"assolir"-verb-ca "ĝisiri"-verb-eo
"ĝisiri"-verb-eo "assolir"-verb-ca
"puntuar"-verb-ca "diski"-verb-eo
"diski"-verb-eo "puntuar"-verb-ca
"diski"-verb-eo "marcar"-verb-ca
"marcar"-verb-ca "diski"-verb-eo
"kontinui"-verb-eo "continuar"-verb-ca
"continuar"-verb-ca "kontinui"-verb-eo
"iniciati"-verb-eo "iniciar"-verb-ca
"iniciar"-verb-ca "iniciati"-verb-eo
"randi"-verb-eo "limitar"-verb-ca
"limitar"-verb-ca "randi"-verb-eo
"segrestar"-verb-ca "forkapti"-verb-eo
"forkapti"-verb-eo "segrestar"-verb-ca
"estrènyer"-verb-ca "strikti"-verb-eo
"strikti"-verb-eo "estrènyer"-verb-ca
"kompromiti"-verb-eo "comprometre"-verb-ca
"comprometre"-verb-ca "kompromiti"-verb-eo
"despertar"-verb-ca "vekiĝi"-verb-eo
"vekiĝi"-verb-eo "despertar"-verb-ca
"agiti"-verb-eo "agitar"-verb-ca
"agitar"-verb-ca "agiti"-verb-eo
"celi"-verb-eo "apuntar"-verb-ca
"apuntar"-verb-ca "celi"-verb-eo
"aspirar"-verb-ca "enspiri"-verb-eo
"enspiri"-verb-eo "aspirar"-verb-ca
"enspiri"-verb-eo "inhalar"-verb-ca
"inhalar"-verb-ca "enspiri"-verb-eo
"suggerir"-verb-ca "sugestii"-verb-eo
"sugestii"-verb-eo "suggerir"-verb-ca
"konformi"-verb-eo "obeir"-verb-ca
"obeir"-verb-ca "konformi"-verb-eo
"posar"-verb-ca "pozi"-verb-eo
"pozi"-verb-eo "posar"-verb-ca
"pozi"-verb-eo "plantejar"-verb-ca
"plantejar"-verb-ca "pozi"-verb-eo
"xocar"-verb-ca "karamboli"-verb-eo
"karamboli"-verb-eo "xocar"-verb-ca
"tajli"-verb-eo "tallar"-verb-ca
"tallar"-verb-ca "tajli"-verb-eo
"suspendi"-verb-eo "suspendre"-verb-ca
"suspendre"-verb-ca "suspendi"-verb-eo
"aperta"-adjective-eo "obert"-adjective-ca
"obert"-adjective-ca "aperta"-adjective-eo
"fictici"-adjective-ca "fiktiva"-adjective-eo
"fiktiva"-adjective-eo "fictici"-adjective-ca
"senlima"-adjective-eo "il·limitat"-adjective-ca
"il·limitat"-adjective-ca "senlima"-adjective-eo
"final"-adjective-ca "finofara"-adjective-eo
"finofara"-adjective-eo "final"-adjective-ca
"posterior"-adjective-ca "malantaŭa"-adjective-eo
"malantaŭa"-adjective-eo "posterior"-adjective-ca
"spektakla"-adjective-eo "espectacular"-adjective-ca
"espectacular"-adjective-ca "spektakla"-adjective-eo
"conduir"-verb-ca "ŝofori"-verb-eo
"ŝofori"-verb-eo "conduir"-verb-ca
"harmonii"-verb-eo "harmonitzar"-verb-ca
"harmonitzar"-verb-ca "harmonii"-verb-eo
"komenti"-verb-eo "comentar"-verb-ca
"comentar"-verb-ca "komenti"-verb-eo
"emerĝi"-verb-eo "emergir"-verb-ca
"emergir"-verb-ca "emerĝi"-verb-eo
"reprimir"-verb-ca "subpremi"-verb-eo
"subpremi"-verb-eo "reprimir"-verb-ca
"eksponi"-verb-eo "exposar"-verb-ca
"exposar"-verb-ca "eksponi"-verb-eo
"pligrandigi"-verb-eo "augmentar"-verb-ca
"augmentar"-verb-ca "pligrandigi"-verb-eo
"flagri"-verb-eo "onejar"-verb-ca
"onejar"-verb-ca "flagri"-verb-eo
"absorbi"-verb-eo "absorbir"-verb-ca
"absorbir"-verb-ca "absorbi"-verb-eo
"alparoli"-verb-eo "adreçar"-verb-ca
"adreçar"-verb-ca "alparoli"-verb-eo
"diverĝi"-verb-eo "discrepar"-verb-ca
"discrepar"-verb-ca "diverĝi"-verb-eo
"ĝojigi"-verb-eo "alegrar"-verb-ca
"alegrar"-verb-ca "ĝojigi"-verb-eo
"koncipi"-verb-eo "concebre"-verb-ca
"concebre"-verb-ca "koncipi"-verb-eo
"emisii"-verb-eo "emetre"-verb-ca
"emetre"-verb-ca "emisii"-verb-eo
"lezi"-verb-eo "ferir"-verb-ca
"ferir"-verb-ca "lezi"-verb-eo
"futura"-adjective-eo "futur"-adjective-ca
"futur"-adjective-ca "futura"-adjective-eo
"sekreta"-adjective-eo "secret"-adjective-ca
"secret"-adjective-ca "sekreta"-adjective-eo
"procedent"-adjective-ca "devena"-adjective-eo
"devena"-adjective-eo "procedent"-adjective-ca
"suspektebla"-adjective-eo "sospitós"-adjective-ca
"sospitós"-adjective-ca "suspektebla"-adjective-eo
"apassionat"-adjective-ca "arda"-adjective-eo
"arda"-adjective-eo "apassionat"-adjective-ca
"senĉesa"-adjective-eo "continu"-adjective-ca
"continu"-adjective-ca "senĉesa"-adjective-eo
"continu"-adjective-ca "senhalta"-adjective-eo
"continu"-adjective-ca "daŭra"-adjective-eo
"senhalta"-adjective-eo "continu"-adjective-ca
"daŭra"-adjective-eo "continu"-adjective-ca
"aŭtenta"-adjective-eo "autèntic"-adjective-ca
"autèntic"-adjective-ca "aŭtenta"-adjective-eo
"malpreciza"-adjective-eo "imprecís"-adjective-ca
"imprecís"-adjective-ca "malpreciza"-adjective-eo
"fals"-adjective-ca "falsa"-adjective-eo
"falsa"-adjective-eo "fals"-adjective-ca
"ŝajna"-adjective-eo "aparent"-adjective-ca
"aparent"-adjective-ca "ŝajna"-adjective-eo
"lluminós"-adjective-ca "luma"-adjective-eo
"luma"-adjective-eo "lluminós"-adjective-ca
"expert"-adjective-ca "ekzercita"-adjective-eo
"ekzercita"-adjective-eo "expert"-adjective-ca
"pacífic"-adjective-ca "pacema"-adjective-eo
"pacema"-adjective-eo "pacífic"-adjective-ca
"ekspluati"-verb-eo "explotar"-verb-ca
"explotar"-verb-ca "ekspluati"-verb-eo
"afiŝi"-verb-eo "anunciar"-verb-ca
"anunciar"-verb-ca "afiŝi"-verb-eo
"pujar"-verb-ca "surgrimpi"-verb-eo
"surgrimpi"-verb-eo "pujar"-verb-ca
"surgrimpi"-verb-eo "ascendir"-verb-ca
"ascendir"-verb-ca "surgrimpi"-verb-eo
"mortal"-adjective-ca "mortema"-adjective-eo
"mortema"-adjective-eo "mortal"-adjective-ca
"virtuoza"-adjective-eo "virtuós"-adjective-ca
"virtuós"-adjective-ca "virtuoza"-adjective-eo
"substituir"-verb-ca "substitui"-verb-eo
"substitui"-verb-eo "substituir"-verb-ca
"imposti"-verb-eo "gravar"-verb-ca
"gravar"-verb-ca "imposti"-verb-eo
"preventi"-verb-eo "prevenir"-verb-ca
"prevenir"-verb-ca "preventi"-verb-eo
"nombrós"-adjective-ca "multenombra"-adjective-eo
"multenombra"-adjective-eo "nombrós"-adjective-ca
"dispersar"-verb-ca "dispersi"-verb-eo
"dispersi"-verb-eo "dispersar"-verb-ca
