"alta"-noun-ca "malalitigo"-noun-eo
"coloret"-noun-ca "ruĝigilo"-noun-eo
"flanka"-adverb-eo "col·lateral"-adverb-ca
"flanka"-adverb-eo "lateral"-adverb-ca
"col·lateral"-adverb-ca "flanka"-adverb-eo
"lateral"-adverb-ca "flanka"-adverb-eo
"familiara"-adverb-eo "col·loquial"-adverb-ca
"familiara"-adverb-eo "familiar"-adverb-ca
"col·loquial"-adverb-ca "familiara"-adverb-eo
"familiar"-adverb-ca "familiara"-adverb-eo
"familiar"-adverb-ca "senceremonia"-adverb-eo
"senceremonia"-adverb-eo "familiar"-adverb-ca
"regiona"-adverb-eo "comarcal"-adverb-ca
"regiona"-adverb-eo "regional"-adverb-ca
"comarcal"-adverb-ca "regiona"-adverb-eo
"regional"-adverb-ca "regiona"-adverb-eo
"Eŭropa Komisiono"-noun-eo "Comissió Europea"-noun-ca
"Comissió Europea"-noun-ca "Eŭropa Komisiono"-noun-eo
"strik-estraro"-noun-eo "comitè de vaga"-noun-ca
"comitè de vaga"-noun-ca "strik-estraro"-noun-eo
"kundivido"-noun-eo "compartició"-noun-ca
"compartició"-noun-ca "kundivido"-noun-eo
"laŭmezuri"-verb-eo "compassar"-verb-ca
"compassar"-verb-ca "laŭmezuri"-verb-eo
"kunpatricio"-noun-eo "compatrici"-noun-ca
"compatrici"-noun-ca "kunpatricio"-noun-eo
"kompetenta"-adverb-eo "competent"-adverb-ca
"competent"-adverb-ca "kompetenta"-adverb-eo
"plenumanto"-noun-eo "complidor"-noun-ca
"complidor"-noun-ca "plenumanto"-noun-eo
"kunportebla"-adjective-eo "comportable"-adjective-ca
"comportable"-adjective-ca "kunportebla"-adjective-eo
"kondiĉita"-adverb-eo "condicional"-adverb-ca
"condicional"-adverb-ca "kondiĉita"-adverb-eo
"konfesia"-adverb-eo "confessional"-adverb-ca
"confessional"-adverb-ca "konfesia"-adverb-eo
"perarmila konflikto"-noun-eo "conflicte armat"-noun-ca
"conflicte armat"-noun-ca "perarmila konflikto"-noun-eo
"alkonformiĝi"-verb-eo "conformar-se"-verb-ca
"conformar-se"-verb-ca "alkonformiĝi"-verb-eo
"konforma"-adverb-eo "conforme"-adverb-ca
"conforme"-adverb-ca "konforma"-adverb-eo
"conforme"-adverb-ca "laŭa"-adverb-eo
"laŭa"-adverb-eo "conforme"-adverb-ca
"komforta"-adverb-eo "confortable"-adverb-ca
"confortable"-adverb-ca "komforta"-adverb-eo
"samspeca"-adjective-eo "congènere"-adjective-ca
"congènere"-adjective-ca "samspeca"-adjective-eo
"kunnatura"-adjective-eo "connatural"-adjective-ca
"connatural"-adjective-ca "kunnatura"-adjective-eo
"konsekvenca"-adverb-eo "consegüent"-adverb-ca
"konsekvenca"-adverb-eo "conseqüent"-adverb-ca
"consegüent"-adverb-ca "konsekvenca"-adverb-eo
"conseqüent"-adverb-ca "konsekvenca"-adverb-eo
"Konsilio"-noun-eo "Consell"-noun-ca
"Consell"-noun-ca "Konsilio"-noun-eo
"ministrokonsilio"-noun-eo "consell de ministres"-noun-ca
"consell de ministres"-noun-ca "ministrokonsilio"-noun-eo
"konservativa"-adverb-eo "conservador"-adverb-ca
"conservador"-adverb-ca "konservativa"-adverb-eo
"konsiderinda"-adverb-eo "considerable"-adverb-ca
"considerable"-adverb-ca "konsiderinda"-adverb-eo
"konsonanta"-adverb-eo "consonànticament"-adverb-ca
"consonànticament"-adverb-ca "konsonanta"-adverb-eo
"konstipo"-noun-eo "constipació"-noun-ca
"constipació"-noun-ca "konstipo"-noun-eo
"ĉirkaŭstreĉi"-verb-eo "constrenyir"-verb-ca
"constrenyir"-verb-ca "ĉirkaŭstreĉi"-verb-eo
"poluo"-noun-eo "polució"-noun-ca
"polució"-noun-ca "poluo"-noun-eo
"kontinenta"-adverb-eo "continental"-adverb-ca
"continental"-adverb-ca "kontinenta"-adverb-eo
"tralumo"-noun-eo "contraclaror"-noun-ca
"contraclaror"-noun-ca "tralumo"-noun-eo
"kontraŭlumo"-noun-eo "contrallum"-noun-ca
"contrallum"-noun-ca "kontraŭlumo"-noun-eo
"kontraŭmini"-verb-eo "contraminar"-verb-ca
"contraminar"-verb-ca "kontraŭmini"-verb-eo
"kontraŭfasado"-noun-eo "contraportada"-noun-ca
"contraportada"-noun-ca "kontraŭfasado"-noun-eo
"maldilati"-verb-eo "contraure"-verb-ca
"contraure"-verb-ca "maldilati"-verb-eo
"kuntiriĝa"-adjective-eo "contràctil"-adjective-ca
"contràctil"-adjective-ca "kuntiriĝa"-adjective-eo
"konverĝa"-adverb-eo "convergent"-adverb-ca
"convergent"-adverb-ca "konverĝa"-adverb-eo
"kunordiga komitato"-noun-eo "coordinadora"-noun-ca
"coordinadora"-noun-ca "kunordiga komitato"-noun-eo
"kunprezidi"-verb-eo "copresidir"-verb-ca
"copresidir"-verb-ca "kunprezidi"-verb-eo
"kunprincejo"-noun-eo "coprincipat"-noun-ca
"coprincipat"-noun-ca "kunprincejo"-noun-eo
"coprincipat"-noun-ca "kunprinclando"-noun-eo
"kunprinclando"-noun-eo "coprincipat"-noun-ca
"kopilibera"-adjective-eo "copyleft"-adjective-ca
"copyleft"-adjective-ca "kopilibera"-adjective-eo
"petoli"-verb-eo "joguinejar"-verb-ca
"petoli"-verb-eo "saltironejar"-verb-ca
"joguinejar"-verb-ca "petoli"-verb-eo
"saltironejar"-verb-ca "petoli"-verb-eo
"kurba"-adverb-eo "corb"-adverb-ca
"corb"-adverb-ca "kurba"-adverb-eo
"corb"-adverb-ca "malrekta"-adverb-eo
"malrekta"-adverb-eo "corb"-adverb-ca
"korundo"-noun-eo "corindó"-noun-ca
"corindó"-noun-ca "korundo"-noun-eo
"kornemuzo"-noun-eo "cornamusa"-noun-ca
"kornemuzo"-noun-eo "cornamussa"-noun-ca
"cornamusa"-noun-ca "kornemuzo"-noun-eo
"cornamussa"-noun-ca "kornemuzo"-noun-eo
"korni"-verb-eo "cornar"-verb-ca
"cornar"-verb-ca "korni"-verb-eo
"abundokorno"-noun-eo "cornucòpia"-noun-ca
"cornucòpia"-noun-ca "abundokorno"-noun-eo
"Katalun-aragona kronlando"-noun-eo "corona catalano-aragonesa"-noun-ca
"Katalun-aragona kronlando"-noun-eo "corona catalanoaragonesa"-noun-ca
"corona catalano-aragonesa"-noun-ca "Katalun-aragona kronlando"-noun-eo
"corona catalanoaragonesa"-noun-ca "Katalun-aragona kronlando"-noun-eo
"Aragona kronlando"-noun-eo "corona d'Aragó"-noun-ca
"corona d'Aragó"-noun-ca "Aragona kronlando"-noun-eo
"Kastilia kronlando"-noun-eo "corona de Castella"-noun-ca
"corona de Castella"-noun-ca "Kastilia kronlando"-noun-eo
"korpa"-adverb-eo "corporal"-adverb-ca
"corporal"-adverb-ca "korpa"-adverb-eo
"korpulenta"-adverb-eo "corpulent"-adverb-ca
"corpulent"-adverb-ca "korpulenta"-adverb-eo
"vastkorpeco"-noun-eo "corpulència"-noun-ca
"corpulència"-noun-ca "vastkorpeco"-noun-eo
"responda"-adverb-eo "corresponent"-adverb-ca
"corresponent"-adverb-ca "responda"-adverb-eo
"rubpoŝto"-noun-eo "correu brossa"-noun-ca
"rubpoŝto"-noun-eo "spam"-noun-ca
"correu brossa"-noun-ca "rubpoŝto"-noun-eo
"spam"-noun-ca "rubpoŝto"-noun-eo
"sekurecservo"-noun-eo "cos de seguretat"-noun-ca
"cos de seguretat"-noun-ca "sekurecservo"-noun-eo
"kudromebleto"-noun-eo "cosidor"-noun-ca
"cosidor"-noun-ca "kudromebleto"-noun-eo
"kliniĝinta"-adjective-eo "cot"-adjective-ca
"cot"-adjective-ca "kliniĝinta"-adjective-eo
"infanĉareto"-noun-eo "cotxet"-noun-ca
"cotxet"-noun-ca "infanĉareto"-noun-eo
"malkuraĝa"-adverb-eo "covard"-adverb-ca
"covard"-adverb-ca "malkuraĝa"-adverb-eo
"covard"-adverb-ca "kovarda"-adverb-eo
"kovarda"-adverb-eo "covard"-adverb-ca
"koagulaĵo"-noun-eo "gleva"-noun-ca
"gleva"-noun-ca "koagulaĵo"-noun-eo
"kreska"-adverb-eo "creixent"-adverb-ca
"creixent"-adverb-ca "kreska"-adverb-eo
"kretano"-noun-eo "cretenc"-noun-ca
"cretenc"-noun-ca "kretano"-noun-eo
"infanaĵo"-noun-eo "criaturada"-noun-ca
"criaturada"-noun-ca "infanaĵo"-noun-eo
"kriminala"-adverb-eo "criminal"-adverb-ca
"kriminala"-adverb-eo "penal"-adverb-ca
"criminal"-adverb-ca "kriminala"-adverb-eo
"criminal"-adverb-ca "krima"-adverb-eo
"penal"-adverb-ca "kriminala"-adverb-eo
"penal"-adverb-ca "puna"-adverb-eo
"krima"-adverb-eo "criminal"-adverb-ca
"puna"-adverb-eo "penal"-adverb-ca
"kromata"-adverb-eo "cromàticament"-adverb-ca
"cromàticament"-adverb-ca "kromata"-adverb-eo
"krupo"-noun-eo "crup"-noun-ca
"crup"-noun-ca "krupo"-noun-eo
"kripta"-adjective-eo "xifrat"-adjective-ca
"xifrat"-adjective-ca "kripta"-adjective-eo
"kubigi"-verb-eo "cubicar"-verb-ca
"cubicar"-verb-ca "kubigi"-verb-eo
"vostumi"-verb-eo "cuejar"-verb-ca
"cuejar"-verb-ca "vostumi"-verb-eo
"kulmina"-adverb-eo "culminant"-adverb-ca
"culminant"-adverb-ca "kulmina"-adverb-eo
"kulpa"-adverb-eo "culpable"-adverb-ca
"culpable"-adverb-ca "kulpa"-adverb-eo
"kultura"-adverb-eo "cultural"-adverb-ca
"cultural"-adverb-ca "kultura"-adverb-eo
"kojnskribo"-noun-eo "cuneïforme"-noun-ca
"cuneïforme"-noun-ca "kojnskribo"-noun-eo
"pseŭdokuracisto"-noun-eo "curandero"-noun-ca
"curandero"-noun-ca "pseŭdokuracisto"-noun-eo
"abundega"-adjective-eo "curull"-adjective-ca
"curull"-adjective-ca "abundega"-adjective-eo
"fosilego"-noun-eo "càvec"-noun-ca
"càvec"-noun-ca "fosilego"-noun-eo
"kelta"-adverb-eo "cèlticament"-adverb-ca
"cèlticament"-adverb-ca "kelta"-adverb-eo
"cezaro"-noun-eo "cèsar"-noun-ca
"cèsar"-noun-ca "cezaro"-noun-eo
"lavkuveto"-noun-eo "cóm"-noun-ca
"cóm"-noun-ca "lavkuveto"-noun-eo
"nekonata aĝo"-adverb-eo "d'edat indeterminada"-adverb-ca
"d'edat indeterminada"-adverb-ca "nekonata aĝo"-adverb-eo
"grava"-adverb-eo "d'importància"-adverb-ca
"grava"-adverb-eo "important"-adverb-ca
"d'importància"-adverb-ca "grava"-adverb-eo
"important"-adverb-ca "grava"-adverb-eo
"ordinara"-adverb-eo "ordinari"-adverb-ca
"ordinari"-adverb-ca "ordinara"-adverb-eo
"antaŭa"-adverb-eo "davanter"-adverb-ca
"antaŭa"-adverb-eo "precedent"-adverb-ca
"davanter"-adverb-ca "antaŭa"-adverb-eo
"precedent"-adverb-ca "antaŭa"-adverb-eo
"precedent"-adverb-ca "eksa"-adverb-eo
"eksa"-adverb-eo "precedent"-adverb-ca
"eke"-adverb-eo "de"-adverb-ca
"de"-adverb-ca "eke"-adverb-eo
"sufiĉe grava"-adverb-eo "de certa importància"-adverb-ca
"de certa importància"-adverb-ca "sufiĉe grava"-adverb-eo
"tre grava"-adverb-eo "de molta importància"-adverb-ca
"de molta importància"-adverb-ca "tre grava"-adverb-eo
"decimala"-adverb-eo "decimal"-adverb-ca
"decimal"-adverb-ca "decimala"-adverb-eo
"enspez-imposta deklaro"-noun-eo "declaració de la renda"-noun-ca
"enspez-imposta deklaro"-noun-eo "declaració de renda"-noun-ca
"declaració de la renda"-noun-ca "enspez-imposta deklaro"-noun-eo
"declaració de renda"-noun-ca "enspez-imposta deklaro"-noun-eo
"maltegi"-verb-eo "decorticar"-verb-ca
"maltegi"-verb-eo "descarnar"-verb-ca
"decorticar"-verb-ca "maltegi"-verb-eo
"descarnar"-verb-ca "maltegi"-verb-eo
"malkreska"-adverb-eo "decreixent"-adverb-ca
"decreixent"-adverb-ca "malkreska"-adverb-eo
"malkreskigi"-verb-eo "decrementar"-verb-ca
"decrementar"-verb-ca "malkreskigi"-verb-eo
"dekpiedulo"-noun-eo "decàpode"-noun-ca
"decàpode"-noun-ca "dekpiedulo"-noun-eo
"necesa sindefendo"-noun-eo "defensa legítima"-noun-ca
"necesa sindefendo"-noun-eo "legítima defensa"-noun-ca
"defensa legítima"-noun-ca "necesa sindefendo"-noun-eo
"legítima defensa"-noun-ca "necesa sindefendo"-noun-eo
"degutadi"-verb-eo "estil·lar"-verb-ca
"estil·lar"-verb-ca "degutadi"-verb-eo
"enlasi"-verb-eo "deixar entrar"-verb-ca
"deixar entrar"-verb-ca "enlasi"-verb-eo
"demografe"-adverb-eo "demogràficment"-adverb-ca
"demogràficment"-adverb-ca "demografe"-adverb-eo
"denta"-adverb-eo "dental"-adverb-ca
"dental"-adverb-ca "denta"-adverb-eo
"departementa"-adverb-eo "departamental"-adverb-ca
"departamental"-adverb-ca "departementa"-adverb-eo
"malagrabla"-adverb-eo "desagradable"-adverb-ca
"desagradable"-adverb-ca "malagrabla"-adverb-eo
"desagradable"-adverb-ca "aĉa"-adverb-eo
"desagradable"-adverb-ca "malplaĉa"-adverb-eo
"desagradable"-adverb-ca "neagrabla"-adverb-eo
"aĉa"-adverb-eo "desagradable"-adverb-ca
"malplaĉa"-adverb-eo "desagradable"-adverb-ca
"neagrabla"-adverb-eo "desagradable"-adverb-ca
"malpara"-adjective-eo "desaparellat"-adjective-ca
"desaparellat"-adjective-ca "malpara"-adjective-eo
"senmastigi"-verb-eo "desarborar"-verb-ca
"desarborar"-verb-ca "senmastigi"-verb-eo
"disbutoni"-verb-eo "desbotonar"-verb-ca
"desbotonar"-verb-ca "disbutoni"-verb-eo
"malbridi"-verb-eo "desbridar"-verb-ca
"malbridi"-verb-eo "desembridar"-verb-ca
"desbridar"-verb-ca "malbridi"-verb-eo
"desembridar"-verb-ca "malbridi"-verb-eo
"deskvamiĝi"-verb-eo "descamar-se"-verb-ca
"descamar-se"-verb-ca "deskvamiĝi"-verb-eo
"senkapuĉigebla"-adverb-eo "descapotable"-adverb-ca
"descapotable"-adverb-ca "senkapuĉigebla"-adverb-eo
"malŝarĝita"-adjective-eo "descarregat"-adjective-ca
"descarregat"-adjective-ca "malŝarĝita"-adjective-eo
"deĉevaliĝi"-verb-eo "descavalcar"-verb-ca
"descavalcar"-verb-ca "deĉevaliĝi"-verb-eo
"descentrar"-verb-ca "elcentrigi"-verb-eo
"elcentrigi"-verb-eo "descentrar"-verb-ca
"malrespektemulo"-noun-eo "desconsiderat"-noun-ca
"desconsiderat"-noun-ca "malrespektemulo"-noun-eo
"malkontenta"-adverb-eo "descontent"-adverb-ca
"malkontenta"-adverb-eo "insatisfet"-adverb-ca
"descontent"-adverb-ca "malkontenta"-adverb-eo
"insatisfet"-adverb-ca "malkontenta"-adverb-eo
"malkunordigi"-verb-eo "descoordinar"-verb-ca
"descoordinar"-verb-ca "malkunordigi"-verb-eo
"misfokusigi"-verb-eo "desenfocar"-verb-ca
"desenfocar"-verb-ca "misfokusigi"-verb-eo
"malfavora"-adverb-eo "desfavorable"-adverb-ca
"malfavora"-adverb-eo "hostil"-adverb-ca
"desfavorable"-adverb-ca "malfavora"-adverb-eo
"hostil"-adverb-ca "malfavora"-adverb-eo
"disfibri"-verb-eo "desfibrar"-verb-ca
"desfibrar"-verb-ca "disfibri"-verb-eo
"senfoliigi"-verb-eo "desfullar"-verb-ca
"senfoliigi"-verb-eo "esfullar"-verb-ca
"desfullar"-verb-ca "senfoliigi"-verb-eo
"esfullar"-verb-ca "senfoliigi"-verb-eo
"malplezuro"-noun-eo "desplaer"-noun-ca
"malplezuro"-noun-eo "displicència"-noun-ca
"desplaer"-noun-ca "malplezuro"-noun-eo
"displicència"-noun-ca "malplezuro"-noun-eo
"mallojala"-adverb-eo "deslleial"-adverb-ca
"deslleial"-adverb-ca "mallojala"-adverb-eo
"malmilitarizo"-noun-eo "desmilitarització"-noun-ca
"desmilitarització"-noun-ca "malmilitarizo"-noun-eo
"desmilitarització"-noun-ca "malmilitarizado"-noun-eo
"malmilitarizado"-noun-eo "desmilitarització"-noun-ca
"malkombi"-verb-eo "despentinar"-verb-ca
"despentinar"-verb-ca "malkombi"-verb-eo
"vigla"-adverb-eo "despert"-adverb-ca
"vigla"-adverb-eo "vigilant"-adverb-ca
"despert"-adverb-ca "vigla"-adverb-eo
"vigilant"-adverb-ca "vigla"-adverb-eo
"malplanti"-verb-eo "desplantar"-verb-ca
"desplantar"-verb-ca "malplanti"-verb-eo
"senantaŭzorgo"-noun-eo "desprevenció"-noun-ca
"desprevenció"-noun-ca "senantaŭzorgo"-noun-eo
"sekado"-noun-eo "dessecament"-noun-ca
"dessecament"-noun-ca "sekado"-noun-eo
"malsobreco"-noun-eo "destemprança"-noun-ca
"destemprança"-noun-ca "malsobreco"-noun-eo
"malhardi"-verb-eo "destrempar"-verb-ca
"destrempar"-verb-ca "malhardi"-verb-eo
"senuza"-adjective-eo "desuet"-adjective-ca
"desuet"-adjective-ca "senuza"-adjective-eo
"senuzo"-noun-eo "desuetud"-noun-ca
"desuetud"-noun-ca "senuzo"-noun-eo
"frenezumi"-verb-eo "desvariar"-verb-ca
"desvariar"-verb-ca "frenezumi"-verb-eo
"senvirgigi"-verb-eo "desvirgar"-verb-ca
"desvirgar"-verb-ca "senvirgigi"-verb-eo
"dezerta"-adverb-eo "desèrticament"-adverb-ca
"desèrticament"-adverb-ca "dezerta"-adverb-eo
"detalema"-adjective-eo "detallista"-adjective-ca
"detallista"-adjective-ca "detalema"-adjective-eo
"detektiva"-adjective-eo "detectivesc"-adjective-ca
"detectivesc"-adjective-ca "detektiva"-adjective-eo
"detergi"-verb-eo "detergir"-verb-ca
"detergir"-verb-ca "detergi"-verb-eo
"eksplodilo"-noun-eo "detonant"-noun-ca
"eksplodilo"-noun-eo "eksplosiu"-noun-ca
"detonant"-noun-ca "eksplodilo"-noun-eo
"eksplosiu"-noun-ca "eksplodilo"-noun-eo
"forrestaĵo"-noun-eo "detrit"-noun-ca
"detrit"-noun-ca "forrestaĵo"-noun-eo
"alifigurigi"-verb-eo "deturpar"-verb-ca
"deturpar"-verb-ca "alifigurigi"-verb-eo
"fluakvamaso"-noun-eo "devessall"-noun-ca
"devessall"-noun-ca "fluakvamaso"-noun-eo
"pia"-adverb-eo "devot"-adverb-ca
"devot"-adverb-ca "pia"-adverb-eo
"devot"-adverb-ca "devota"-adverb-eo
"devota"-adverb-eo "devot"-adverb-ca
"tutmonda agotago"-noun-eo "dia d'acció global"-noun-ca
"dia d'acció global"-noun-ca "tutmonda agotago"-noun-eo
"Internacia Tago de Virinoj"-noun-eo "Dia de la Dona Treballadora"-noun-ca
"Dia de la Dona Treballadora"-noun-ca "Internacia Tago de Virinoj"-noun-eo
"Tago de Hispaneco"-noun-eo "dia de la Hispanitat"-noun-ca
"dia de la Hispanitat"-noun-ca "Tago de Hispaneco"-noun-eo
"diakoneco"-noun-eo "diaconat"-noun-ca
"diaconat"-noun-ca "diakoneco"-noun-eo
"diakrita"-adverb-eo "diacríticament"-adverb-ca
"diacríticament"-adverb-ca "diakrita"-adverb-eo
"diafragmi"-verb-eo "diafragmar"-verb-ca
"diafragmar"-verb-ca "diafragmi"-verb-eo
"diktatora"-adverb-eo "dictatorial"-adverb-ca
"dictatorial"-adverb-ca "diktatora"-adverb-eo
"dictatorial"-adverb-ca "diktatorema"-adverb-eo
"diktatorema"-adverb-eo "dictatorial"-adverb-ca
"pikparolo"-noun-eo "dicteri"-noun-ca
"dicteri"-noun-ca "pikparolo"-noun-eo
"dielektrika"-adverb-eo "dielèctricament"-adverb-ca
"dielèctricament"-adverb-ca "dielektrika"-adverb-eo
"fingri"-verb-eo "digitar"-verb-ca
"digitar"-verb-ca "fingri"-verb-eo
"dioniza"-adjective-eo "dionisíac"-adjective-ca
"dionisíac"-adjective-ca "dioniza"-adjective-eo
"deputi"-verb-eo "diputar"-verb-ca
"diputar"-verb-ca "deputi"-verb-eo
"diboĉi"-verb-eo "disbauxar-se"-verb-ca
"disbauxar-se"-verb-ca "diboĉi"-verb-eo
"senkulpiginda"-adjective-eo "disculpable"-adjective-ca
"disculpable"-adjective-ca "senkulpiginda"-adjective-eo
"diskobolo"-noun-eo "discòbol"-noun-ca
"discòbol"-noun-ca "diskobolo"-noun-eo
"granda elspezo"-noun-eo "dispendi"-noun-ca
"dispendi"-noun-ca "granda elspezo"-noun-eo
"juĝista dispono"-noun-eo "disposició judicial"-noun-ca
"disposició judicial"-noun-ca "juĝista dispono"-noun-eo
"detala ekzameno"-noun-eo "disquisició"-noun-ca
"disquisició"-noun-ca "detala ekzameno"-noun-eo
"nesimiligi"-verb-eo "dissimilar"-verb-ca
"dissimilar"-verb-ca "nesimiligi"-verb-eo
"nesimileco"-noun-eo "dissimilitud"-noun-ca
"dissimilitud"-noun-ca "nesimileco"-noun-eo
"disonanci"-verb-eo "dissonar"-verb-ca
"dissonar"-verb-ca "disonanci"-verb-eo
"kontraŭkonvinko"-noun-eo "dissuació"-noun-ca
"dissuació"-noun-ca "kontraŭkonvinko"-noun-eo
"malproksima"-adverb-eo "distant"-adverb-ca
"distant"-adverb-ca "malproksima"-adverb-eo
"fingra makulo"-noun-eo "ditada"-noun-ca
"ditada"-noun-ca "fingra makulo"-noun-eo
"vago"-noun-eo "vague"-noun-ca
"vague"-noun-ca "vago"-noun-eo
"malkonverĝa"-adverb-eo "divergent"-adverb-ca
"divergent"-adverb-ca "malkonverĝa"-adverb-eo
"diafana"-adverb-eo "diàfan"-adverb-ca
"diafana"-adverb-eo "translúcid"-adverb-ca
"diàfan"-adverb-ca "diafana"-adverb-eo
"diàfan"-adverb-ca "maldensa"-adverb-eo
"translúcid"-adverb-ca "diafana"-adverb-eo
"translúcid"-adverb-ca "maldensa"-adverb-eo
"maldensa"-adverb-eo "diàfan"-adverb-ca
"maldensa"-adverb-eo "translúcid"-adverb-ca
"kolŝnuro"-noun-eo "dogal"-noun-ca
"dogal"-noun-ca "kolŝnuro"-noun-eo
"baza parto de konektilo aŭ ŝaltilo"-noun-eo "dolla"-noun-ca
"dolla"-noun-ca "baza parto de konektilo aŭ ŝaltilo"-noun-eo
"similŝalmo"-noun-eo "dolçaina"-noun-ca
"dolçaina"-noun-ca "similŝalmo"-noun-eo
"duondormi"-verb-eo "dormisquejar"-verb-ca
"dormisquejar"-verb-ca "duondormi"-verb-eo
"dragilo"-noun-eo "dragador"-noun-ca
"dragador"-noun-ca "dragilo"-noun-eo
"draĝeo"-noun-eo "dragea"-noun-ca
"dragea"-noun-ca "draĝeo"-noun-eo
"rajto de la homo"-noun-eo "dret de l'home"-noun-ca
"dret de l'home"-noun-ca "rajto de la homo"-noun-eo
"rekteco"-noun-eo "dretura"-noun-ca
"dretura"-noun-ca "rekteco"-noun-eo
"toksikomanio"-noun-eo "drogoaddicció"-noun-ca
"drogoaddicció"-noun-ca "toksikomanio"-noun-eo
"drogodependo"-noun-eo "drogodependència"-noun-ca
"drogodependència"-noun-ca "drogodependo"-noun-eo
"nenifaranto"-noun-eo "dropo"-noun-ca
"dropo"-noun-ca "nenifaranto"-noun-eo
"buĝeta deficito"-noun-eo "dèficit fiscal"-noun-ca
"dèficit fiscal"-noun-ca "buĝeta deficito"-noun-eo
"diedro"-noun-eo "díedre"-noun-ca
"díedre"-noun-ca "diedro"-noun-eo
"kvieta"-adverb-eo "dòcil"-adverb-ca
"kvieta"-adverb-eo "plàcid"-adverb-ca
"dòcil"-adverb-ca "kvieta"-adverb-eo
"plàcid"-adverb-ca "kvieta"-adverb-eo
"ekumena"-adverb-eo "ecumènicament"-adverb-ca
"ecumènicament"-adverb-ca "ekumena"-adverb-eo
"edifa"-adverb-eo "edificant"-adverb-ca
"edificant"-adverb-ca "edifa"-adverb-eo
"fo"-noun-eo "efa"-noun-ca
"efa"-noun-ca "fo"-noun-eo
"efemera"-adverb-eo "efímer"-adverb-ca
"efímer"-adverb-ca "efemera"-adverb-eo
"harsekigilo"-noun-eo "eixugacabells"-noun-ca
"eixugacabells"-noun-ca "harsekigilo"-noun-eo
"la plej bona"-adjective-eo "el millor"-adjective-ca
"el millor"-adjective-ca "la plej bona"-adjective-eo
"Valencilando"-properNoun-eo "el País Valencià"-properNoun-ca
"el País Valencià"-properNoun-ca "Valencilando"-properNoun-eo
"lo"-noun-eo "ela"-noun-ca
"ela"-noun-ca "lo"-noun-eo
"Ele"-properNoun-eo "Ele"-properNoun-ca
"Ele"-properNoun-ca "Ele"-properNoun-eo
"elektroekzekuti"-verb-eo "electrocutar"-verb-ca
"electrocutar"-verb-ca "elektroekzekuti"-verb-eo
"elektromagneta"-adverb-eo "electromagnèticament"-adverb-ca
"electromagnèticament"-adverb-ca "elektromagneta"-adverb-eo
"elementa"-adverb-eo "elemental"-adverb-ca
"elemental"-adverb-ca "elementa"-adverb-eo
"elokventa"-adverb-eo "eloqüent"-adverb-ca
"eloqüent"-adverb-ca "elokventa"-adverb-eo
"Els Ports"-properNoun-eo "Els Ports"-properNoun-ca
"Els Ports"-properNoun-ca "Els Ports"-properNoun-eo
"Els Serrans"-properNoun-eo "Els Serrans"-properNoun-ca
"Els Serrans"-properNoun-ca "Els Serrans"-properNoun-eo
"la plej bonaj"-adjective-eo "els millors"-adjective-ca
"els millors"-adjective-ca "la plej bonaj"-adjective-eo
"mo"-noun-eo "ema"-noun-ca
"ema"-noun-ca "mo"-noun-eo
"stultigi"-verb-eo "embajanir"-verb-ca
"stultigi"-verb-eo "embeneitir"-verb-ca
"embajanir"-verb-ca "stultigi"-verb-eo
"embeneitir"-verb-ca "stultigi"-verb-eo
"fervori"-verb-eo "embalar-se"-verb-ca
"fervori"-verb-eo "enfervorir-se"-verb-ca
"embalar-se"-verb-ca "fervori"-verb-eo
"enfervorir-se"-verb-ca "fervori"-verb-eo
"flagi"-verb-eo "embanderar"-verb-ca
"embanderar"-verb-ca "flagi"-verb-eo
"gargari"-verb-eo "embarbollar"-verb-ca
"gargari"-verb-eo "glopejar"-verb-ca
"embarbollar"-verb-ca "gargari"-verb-eo
"glopejar"-verb-ca "gargari"-verb-eo
"ĉapelita"-adjective-eo "embarretat"-adjective-ca
"embarretat"-adjective-ca "ĉapelita"-adjective-eo
"bastardiĝi"-verb-eo "embastardir-se"-verb-ca
"bastardiĝi"-verb-eo "entrecreuar-se"-verb-ca
"embastardir-se"-verb-ca "bastardiĝi"-verb-eo
"entrecreuar-se"-verb-ca "bastardiĝi"-verb-eo
"ciri"-verb-eo "embetumar"-verb-ca
"ciri"-verb-eo "enllustrar"-verb-ca
"embetumar"-verb-ca "ciri"-verb-eo
"enllustrar"-verb-ca "ciri"-verb-eo
"bluigi"-verb-eo "emblavir"-verb-ca
"emblavir"-verb-ca "bluigi"-verb-eo
"elstara"-adverb-eo "eminent"-adverb-ca
"elstara"-adverb-eo "insigne"-adverb-ca
"elstara"-adverb-eo "prominent"-adverb-ca
"elstara"-adverb-eo "rellevant"-adverb-ca
"eminent"-adverb-ca "elstara"-adverb-eo
"eminent"-adverb-ca "eminenta"-adverb-eo
"insigne"-adverb-ca "elstara"-adverb-eo
"prominent"-adverb-ca "elstara"-adverb-eo
"rellevant"-adverb-ca "elstara"-adverb-eo
"eminenta"-adverb-eo "eminent"-adverb-ca
"kreneli"-verb-eo "emmerletar"-verb-ca
"emmerletar"-verb-ca "kreneli"-verb-eo
"mutiĝi"-verb-eo "emmudir"-verb-ca
"emmudir"-verb-ca "mutiĝi"-verb-eo
"pargeti"-verb-eo "emparquetar"-verb-ca
"emparquetar"-verb-ca "pargeti"-verb-eo
"spaliri"-verb-eo "emparrar"-verb-ca
