"desagradable"-adjective-ca "neagrabla"-adjective-eo
"asmàtic"-adjective-ca "astma"-adjective-eo
"iksoforma kruco"-noun-eo "aspa"-noun-ca
"aspa"-noun-ca "iksoforma kruco"-noun-eo
"aspergo"-noun-eo "aspersió"-noun-ca
"aspersió"-noun-ca "aspergo"-noun-eo
"sekigejo"-noun-eo "assecador"-noun-ca
"assecador"-noun-ca "sekigejo"-noun-eo
"ĉeesta"-adjective-eo "concurrent"-adjective-ca
"concurrent"-adjective-ca "ĉeesta"-adjective-eo
"asociema"-adjective-eo "associatiu"-adjective-ca
"associatiu"-adjective-ca "asociema"-adjective-eo
"sunumi"-verb-eo "assolellar"-verb-ca
"assolellar"-verb-ca "sunumi"-verb-eo
"astronomie"-adverb-eo "astronòmicament"-adverb-ca
"astronòmicament"-adverb-ca "astronomie"-adverb-eo
"asèptic"-adjective-ca "senĝerma"-adjective-eo
"senĝerma"-adverb-eo "asèpticament"-adverb-ca
"asèpticament"-adverb-ca "senĝerma"-adverb-eo
"ataraksio"-noun-eo "ataràxia"-noun-ca
"ataràxia"-noun-ca "ataraksio"-noun-eo
"atlant"-noun-ca "atlanto"-noun-eo
"Atlaso"-properNoun-eo "Atles"-properNoun-ca
"Atles"-properNoun-ca "Atlaso"-properNoun-eo
"atleta"-adverb-eo "atlèticament"-adverb-ca
"atlèticament"-adverb-ca "atleta"-adverb-eo
"priŝtelo"-noun-eo "atracament"-noun-ca
"atracament"-noun-ca "priŝtelo"-noun-eo
"puŝegi"-verb-eo "atropellar"-verb-ca
"atropellar"-verb-ca "puŝegi"-verb-eo
"atavisma"-adjective-eo "atàvic"-adjective-ca
"atàvic"-adjective-ca "atavisma"-adjective-eo
"atavisme"-adverb-eo "atàvicament"-adverb-ca
"atàvicament"-adverb-ca "atavisme"-adverb-eo
"ekstertipa"-adjective-eo "atípic"-adjective-ca
"atípic"-adjective-ca "ekstertipa"-adjective-eo
"ekstertipe"-adverb-eo "atípicament"-adverb-ca
"atípicament"-adverb-ca "ekstertipe"-adverb-eo
"Audiència Nacional"-properNoun-eo "Audiència Nacional"-properNoun-ca
"Audiència Nacional"-properNoun-ca "Audiència Nacional"-properNoun-eo
"Audrey"-properNoun-eo "Audrey"-properNoun-ca
"Audrey"-properNoun-ca "Audrey"-properNoun-eo
"Aŭgsburgo"-properNoun-eo "Augsburg"-properNoun-ca
"Augsburg"-properNoun-ca "Aŭgsburgo"-properNoun-eo
"aŭreoli"-verb-eo "aureolar"-verb-ca
"aureolar"-verb-ca "aŭreoli"-verb-eo
"Aŭstino"-properNoun-eo "Austin"-properNoun-ca
"Austin"-properNoun-ca "Aŭstino"-properNoun-eo
"aŭstrohungara"-adjective-eo "austrohongarès"-adjective-ca
"austrohongarès"-adjective-ca "aŭstrohungara"-adjective-eo
"aujtarcio"-noun-eo "autarquia"-noun-ca
"autarquia"-noun-ca "aujtarcio"-noun-eo
"memadministra"-adjective-eo "autogestionari"-adjective-ca
"autogestionari"-adjective-ca "memadministra"-adjective-eo
"aŭtomateco"-noun-eo "automatisme"-noun-ca
"automatisme"-noun-ca "aŭtomateco"-noun-eo
"memservo"-noun-eo "autoservei"-noun-ca
"autoservei"-noun-ca "memservo"-noun-eo
"vera"-adverb-eo "autènticament"-adverb-ca
"autènticament"-adverb-ca "vera"-adverb-eo
"autènticament"-adverb-ca "aŭtentika"-adverb-eo
"autènticament"-adverb-ca "malfalsa"-adverb-eo
"aŭtentika"-adverb-eo "autènticament"-adverb-ca
"malfalsa"-adverb-eo "autènticament"-adverb-ca
"avantgardo"-noun-eo "avantguarda"-noun-ca
"avantguarda"-noun-ca "avantgardo"-noun-eo
"avantgardulo"-noun-eo "avantguardista"-noun-ca
"avantguardista"-noun-ca "avantgardulo"-noun-eo
"malgranda aviadilo"-noun-eo "avioneta"-noun-ca
"avioneta"-noun-ca "malgranda aviadilo"-noun-eo
"birda"-adjective-eo "avícola"-adjective-ca
"avícola"-adjective-ca "birda"-adjective-eo
"akse"-adverb-eo "axialment"-adverb-ca
"axialment"-adverb-ca "akse"-adverb-eo
"Azoroj"-properNoun-eo "Açores"-properNoun-ca
"Açores"-properNoun-ca "Azoroj"-properNoun-eo
"birdotimigilo"-noun-eo "babarota"-noun-ca
"birdotimigilo"-noun-eo "bubota"-noun-ca
"birdotimigilo"-noun-eo "espantall"-noun-ca
"babarota"-noun-ca "birdotimigilo"-noun-eo
"bubota"-noun-ca "birdotimigilo"-noun-eo
"espantall"-noun-ca "birdotimigilo"-noun-eo
"Bages"-properNoun-eo "Bages"-properNoun-ca
"Bages"-properNoun-ca "Bages"-properNoun-eo
"Barejno"-properNoun-eo "Bahrain"-properNoun-ca
"Bahrain"-properNoun-ca "Barejno"-properNoun-eo
"lavĉifono"-noun-eo "baieta"-noun-ca
"baieta"-noun-ca "lavĉifono"-noun-eo
"Baix Camp"-properNoun-eo "Baix Camp"-properNoun-ca
"Baix Camp"-properNoun-ca "Baix Camp"-properNoun-eo
"Baix Ebre"-properNoun-eo "Baix Ebre"-properNoun-ca
"Baix Ebre"-properNoun-ca "Baix Ebre"-properNoun-eo
"Baix Empordà"-properNoun-eo "Baix Empordà"-properNoun-ca
"Baix Empordà"-properNoun-ca "Baix Empordà"-properNoun-eo
"Baix Llobregat"-properNoun-eo "Baix Llobregat"-properNoun-ca
"Baix Llobregat"-properNoun-ca "Baix Llobregat"-properNoun-eo
"Baix Maestrat"-properNoun-eo "Baix Maestrat"-properNoun-ca
"Baix Maestrat"-properNoun-ca "Baix Maestrat"-properNoun-eo
"Baix Penedès"-properNoun-eo "Baix Penedès"-properNoun-ca
"Baix Penedès"-properNoun-ca "Baix Penedès"-properNoun-eo
"Baix Segura"-properNoun-eo "Baix Segura"-properNoun-ca
"Baix Segura"-properNoun-ca "Baix Segura"-properNoun-eo
"Baix Vinalopó"-properNoun-eo "Baix Vinalopó"-properNoun-ca
"Baix Vinalopó"-properNoun-ca "Baix Vinalopó"-properNoun-eo
"balkanigo"-noun-eo "balcanització"-noun-ca
"balcanització"-noun-ca "balkanigo"-noun-eo
"balkanigi"-verb-eo "balcanitzar"-verb-ca
"balcanitzar"-verb-ca "balkanigi"-verb-eo
"Balkanio"-properNoun-eo "Balcans"-properNoun-ca
"Balcans"-properNoun-ca "Balkanio"-properNoun-eo
"Bangkoko"-properNoun-eo "Bangkok"-properNoun-ca
"Bangkok"-properNoun-ca "Bangkoko"-properNoun-eo
"Bango"-properNoun-eo "Bangui"-properNoun-ca
"Bangui"-properNoun-ca "Bango"-properNoun-eo
"Banĝulo"-properNoun-eo "Banjul"-properNoun-ca
"Banjul"-properNoun-ca "Banĝulo"-properNoun-eo
"baptejo"-noun-eo "baptisteri"-noun-ca
"baptisteri"-noun-ca "baptejo"-noun-eo
"intermuro"-noun-eo "envà"-noun-ca
"envà"-noun-ca "intermuro"-noun-eo
"Barcelonès"-properNoun-eo "Barcelonès"-properNoun-ca
"Barcelonès"-properNoun-ca "Barcelonès"-properNoun-eo
"arktio"-noun-eo "bardana"-noun-ca
"bardana"-noun-ca "arktio"-noun-eo
"Barnard"-properNoun-eo "Barnard"-properNoun-ca
"Barnard"-properNoun-ca "Barnard"-properNoun-eo
"mikso"-noun-eo "barreja"-noun-ca
"mikso"-noun-eo "mescla"-noun-ca
"barreja"-noun-ca "mikso"-noun-eo
"mescla"-noun-ca "mikso"-noun-eo
"cerbumi"-verb-eo "barrinar"-verb-ca
"barrinar"-verb-ca "cerbumi"-verb-eo
"umi"-verb-eo "fúmer"-verb-ca
"fúmer"-verb-ca "umi"-verb-eo
"sufiĉa"-determiner-eo "bastant"-determiner-ca
"sufiĉa"-determiner-eo "prou"-determiner-ca
"bastant"-determiner-ca "sufiĉa"-determiner-eo
"prou"-determiner-ca "sufiĉa"-determiner-eo
"Baterich"-properNoun-eo "Baterich"-properNoun-ca
"Baterich"-properNoun-ca "Baterich"-properNoun-eo
"Beatrix"-properNoun-eo "Beatrix"-properNoun-ca
"Beatrix"-properNoun-ca "Beatrix"-properNoun-eo
"Bejruto"-properNoun-eo "Beirut"-properNoun-ca
"Beirut"-properNoun-ca "Bejruto"-properNoun-eo
"ŝafbleki"-verb-eo "belar"-verb-ca
"belar"-verb-ca "ŝafbleki"-verb-eo
"Belizo"-properNoun-eo "Belize"-properNoun-ca
"Belize"-properNoun-ca "Belizo"-properNoun-eo
"Benelukso"-properNoun-eo "Benelux"-properNoun-ca
"Benelux"-properNoun-ca "Benelukso"-properNoun-eo
"Bengalo"-properNoun-eo "Bengala"-properNoun-ca
"Bengala"-properNoun-ca "Bengalo"-properNoun-eo
"Bennet"-properNoun-eo "Bennet"-properNoun-ca
"Bennet"-properNoun-ca "Bennet"-properNoun-eo
"Berguedà"-properNoun-eo "Berguedà"-properNoun-ca
"Berguedà"-properNoun-ca "Berguedà"-properNoun-eo
"Bermudoj"-properNoun-eo "Bermudes"-properNoun-ca
"Bermudes"-properNoun-ca "Bermudoj"-properNoun-eo
"Bernoulli"-properNoun-eo "Bernoulli"-properNoun-ca
"Bernoulli"-properNoun-ca "Bernoulli"-properNoun-eo
"liphararo"-noun-eo "bigoti"-noun-ca
"bigoti"-noun-ca "liphararo"-noun-eo
"diana"-noun-ca "celpunkto"-noun-eo
"Blanche"-properNoun-eo "Blanche"-properNoun-ca
"Blanche"-properNoun-ca "Blanche"-properNoun-eo
"kontuzaĵo"-noun-eo "blau"-noun-ca
"blau"-noun-ca "kontuzaĵo"-noun-eo
"zinkoblendo"-noun-eo "esfalerita"-noun-ca
"esfalerita"-noun-ca "zinkoblendo"-noun-eo
"bela"-adverb-eo "bonicament"-adverb-ca
"bonicament"-adverb-ca "bela"-adverb-eo
"ŝosi"-verb-eo "borronar"-verb-ca
"borronar"-verb-ca "ŝosi"-verb-eo
"protesta kunmanĝo"-noun-eo "botifarrada"-noun-ca
"botifarrada"-noun-ca "protesta kunmanĝo"-noun-eo
"butoni"-verb-eo "botonar"-verb-ca
"botonar"-verb-ca "butoni"-verb-eo
"Braziljo"-properNoun-eo "Brasília"-properNoun-ca
"Brasília"-properNoun-ca "Braziljo"-properNoun-eo
"Brazavilo"-properNoun-eo "Brazzaville"-properNoun-ca
"Brazzaville"-properNoun-ca "Brazavilo"-properNoun-eo
"Bridget"-properNoun-eo "Bridget"-properNoun-ca
"Bridget"-properNoun-ca "Bridget"-properNoun-eo
"Briĝurbo"-properNoun-eo "Bridgetown"-properNoun-ca
"Bridgetown"-properNoun-ca "Briĝurbo"-properNoun-eo
"arlekeni"-verb-eo "bromejar"-verb-ca
"bromejar"-verb-ca "arlekeni"-verb-eo
"bromido"-noun-eo "bromur"-noun-ca
"bromur"-noun-ca "bromido"-noun-eo
"buŝaĵo"-noun-eo "embocadura"-noun-ca
"embocadura"-noun-ca "buŝaĵo"-noun-eo
"embocadura"-noun-ca "enmariĝo"-noun-eo
"enmariĝo"-noun-eo "embocadura"-noun-ca
"enmariĝo"-noun-eo "desembocadura"-noun-ca
"pesmaŝino"-noun-eo "bàscula"-noun-ca
"bàscula"-noun-ca "pesmaŝino"-noun-eo
"Bosnio kaj Hercegovino"-properNoun-eo "Bòsnia i Hercegovina"-properNoun-ca
"Bòsnia i Hercegovina"-properNoun-ca "Bosnio kaj Hercegovino"-properNoun-eo
"rulŝtono"-noun-eo "còdol"-noun-ca
"còdol"-noun-ca "rulŝtono"-noun-eo
"elflukvanto"-noun-eo "cabal"-noun-ca
"cabal"-noun-ca "elflukvanto"-noun-eo
"ĉiuĵaŭde"-adverb-eo "cada dijous"-adverb-ca
"cada dijous"-adverb-ca "ĉiuĵaŭde"-adverb-eo
"ĉiulunde"-adverb-eo "cada dilluns"-adverb-ca
"cada dilluns"-adverb-ca "ĉiulunde"-adverb-eo
"ĉiumarde"-adverb-eo "cada dimarts"-adverb-ca
"cada dimarts"-adverb-ca "ĉiumarde"-adverb-eo
"ĉiumerkrede"-adverb-eo "cada dimecres"-adverb-ca
"cada dimecres"-adverb-ca "ĉiumerkrede"-adverb-eo
"ĉiusabate"-adverb-eo "cada dissabte"-adverb-ca
"cada dissabte"-adverb-ca "ĉiusabate"-adverb-eo
"ĉiudimanĉe"-adverb-eo "cada diumenge"-adverb-ca
"cada diumenge"-adverb-ca "ĉiudimanĉe"-adverb-eo
"ĉiuvendrede"-adverb-eo "cada divendres"-adverb-ca
"cada divendres"-adverb-ca "ĉiuvendrede"-adverb-eo
"ĉiun duan jaron"-adverb-eo "cada dos anys"-adverb-ca
"cada dos anys"-adverb-ca "ĉiun duan jaron"-adverb-eo
"ĉiun duan tagon"-adverb-eo "cada dos dies"-adverb-ca
"cada dos dies"-adverb-ca "ĉiun duan tagon"-adverb-eo
"ĉiun duan semajnon"-adverb-eo "cada quinze dies"-adverb-ca
"cada quinze dies"-adverb-ca "ĉiun duan semajnon"-adverb-eo
"ĉiuduonmonate"-adverb-eo "cada quinzena"-adverb-ca
"cada quinzena"-adverb-ca "ĉiuduonmonate"-adverb-eo
"ĉiusekunde"-adverb-eo "cada segon"-adverb-ca
"cada segon"-adverb-ca "ĉiusekunde"-adverb-eo
"ĉiun trian monaton"-adverb-eo "cada tres mesos"-adverb-ca
"cada tres mesos"-adverb-ca "ĉiun trian monaton"-adverb-eo
"kaŝuba"-adjective-eo "caixubi"-adjective-ca
"caixubi"-adjective-ca "kaŝuba"-adjective-eo
"kaŝubo"-noun-eo "caixubi"-noun-ca
"caixubi"-noun-ca "kaŝubo"-noun-eo
"kalfatri"-verb-eo "calafatar"-verb-ca
"calafatar"-verb-ca "kalfatri"-verb-eo
"Kalikato"-properNoun-eo "Calcuta"-properNoun-ca
"Calcuta"-properNoun-ca "Kalikato"-properNoun-eo
"kaldronisto"-noun-eo "calderer"-noun-ca
"calderer"-noun-ca "kaldronisto"-noun-eo
"silenti"-verb-eo "callar"-verb-ca
"callar"-verb-ca "silenti"-verb-eo
"kalokuracisto"-noun-eo "callista"-noun-ca
"callista"-noun-ca "kalokuracisto"-noun-eo
"kamionstiristo"-noun-eo "camioner"-noun-ca
"camioner"-noun-ca "kamionstiristo"-noun-eo
"Camp de Morvedre"-properNoun-eo "Camp de Morvedre"-properNoun-ca
"Camp de Morvedre"-properNoun-ca "Camp de Morvedre"-properNoun-eo
"Camp de Túria"-properNoun-eo "Camp de Túria"-properNoun-ca
"Camp de Túria"-properNoun-ca "Camp de Túria"-properNoun-eo
"sonorileto"-noun-eo "campaneta"-noun-ca
"campaneta"-noun-ca "sonorileto"-noun-eo
"Kanbero"-properNoun-eo "Canberra"-properNoun-ca
"Canberra"-properNoun-ca "Kanbero"-properNoun-eo
"grasporkaĵo"-noun-eo "cansalada"-noun-ca
"cansalada"-noun-ca "grasporkaĵo"-noun-eo
"lacigi"-verb-eo "cansar"-verb-ca
"lacigi"-verb-eo "fatigar"-verb-ca
"cansar"-verb-ca "lacigi"-verb-eo
"fatigar"-verb-ca "lacigi"-verb-eo
"kantverkisto"-noun-eo "cantautor"-noun-ca
"cantautor"-noun-ca "kantverkisto"-noun-eo
"kantonismo"-noun-eo "cantonalisme"-noun-ca
"cantonalisme"-noun-ca "kantonismo"-noun-eo
"kanzonaro"-noun-eo "cançoner"-noun-ca
"cançoner"-noun-ca "kanzonaro"-noun-eo
"kanona"-adverb-eo "canònicament"-adverb-ca
"canònicament"-adverb-ca "kanona"-adverb-eo
"je la tagmanĝhoro"-adverb-eo "cap a l'hora de dinar"-adverb-ca
"cap a l'hora de dinar"-adverb-ca "je la tagmanĝhoro"-adverb-eo
"al super"-preposition-eo "cap amunt de"-preposition-ca
"cap amunt de"-preposition-ca "al super"-preposition-eo
"Kabo-Verdo"-properNoun-eo "Cap Verd"-properNoun-ca
"Cap Verd"-properNoun-ca "Kabo-Verdo"-properNoun-eo
"Capcir"-properNoun-eo "Capcir"-properNoun-ca
"Capcir"-properNoun-ca "Capcir"-properNoun-eo
"ĉefgeneralejo"-noun-eo "capitania"-noun-ca
"capitania"-noun-ca "ĉefgeneralejo"-noun-eo
"tolŝirmilo"-noun-eo "capota"-noun-ca
"capota"-noun-ca "tolŝirmilo"-noun-eo
"kukurbujo"-noun-eo "carabassera"-noun-ca
"kukurbujo"-noun-eo "carbassera"-noun-ca
"carabassera"-noun-ca "kukurbujo"-noun-eo
"carbassera"-noun-ca "kukurbujo"-noun-eo
"kukurbeto"-noun-eo "carabassó"-noun-ca
"kukurbeto"-noun-eo "carbassó"-noun-ca
"carabassó"-noun-ca "kukurbeto"-noun-eo
"carbassó"-noun-ca "kukurbeto"-noun-eo
"karba"-adjective-eo "carboner"-adjective-ca
"carboner"-adjective-ca "karba"-adjective-eo
"karbonata"-adjective-eo "carbònic"-adjective-ca
"carbònic"-adjective-ca "karbonata"-adjective-eo
"Kariba Maro"-properNoun-eo "Carib"-properNoun-ca
"Carib"-properNoun-ca "Kariba Maro"-properNoun-eo
"karna"-adjective-eo "carnal"-adjective-ca
"carnal"-adjective-ca "karna"-adjective-eo
"Carner"-properNoun-eo "Carner"-properNoun-ca
"Carner"-properNoun-ca "Carner"-properNoun-eo
"Carner"-properNoun-ca "Carner"-noun-eo
"Carner"-noun-eo "Carner"-properNoun-ca
"ĉarfaristo"-noun-eo "carreter"-noun-ca
"carreter"-noun-ca "ĉarfaristo"-noun-eo
"malgranda fervojo"-noun-eo "carrilet"-noun-ca
"carrilet"-noun-ca "malgranda fervojo"-noun-eo
"kartuziejo"-noun-eo "cartoixa"-noun-ca
"cartoixa"-noun-ca "kartuziejo"-noun-eo
"hispanigi"-verb-eo "castellanitzar"-verb-ca
"castellanitzar"-verb-ca "hispanigi"-verb-eo
"kastro"-noun-eo "castració"-noun-ca
"castració"-noun-ca "kastro"-noun-eo
"kataluneco"-noun-eo "catalanitat"-noun-ca
"catalanitat"-noun-ca "kataluneco"-noun-eo
"katalun-aragona"-adjective-eo "catalanoaragonès"-adjective-ca
"catalanoaragonès"-adjective-ca "katalun-aragona"-adjective-eo
"katalunlingva"-adjective-eo "catalanoparlant"-adjective-ca
"katalunlingva"-adjective-eo "catalanòfon"-adjective-ca
"katalunlingva"-adjective-eo "valencianoparlant"-adjective-ca
"catalanoparlant"-adjective-ca "katalunlingva"-adjective-eo
"catalanòfon"-adjective-ca "katalunlingva"-adjective-eo
"valencianoparlant"-adjective-ca "katalunlingva"-adjective-eo
"katalunlingvano"-noun-eo "catalanoparlant"-noun-ca
"catalanoparlant"-noun-ca "katalunlingvano"-noun-eo
"Nord-Katalunio"-properNoun-eo "Catalunya Nord"-properNoun-ca
"Nord-Katalunio"-properNoun-eo "Catalunya del Nord"-properNoun-ca
"Catalunya Nord"-properNoun-ca "Nord-Katalunio"-properNoun-eo
"Catalunya del Nord"-properNoun-ca "Nord-Katalunio"-properNoun-eo
"katara"-adjective-eo "càtar"-adjective-ca
"càtar"-adjective-ca "katara"-adjective-eo
"càtar"-adjective-ca "katarisma"-adjective-eo
"càtar"-adjective-ca "katarista"-adjective-eo
"katarisma"-adjective-eo "càtar"-adjective-ca
"katarista"-adjective-eo "càtar"-adjective-ca
"katedrestro"-noun-eo "catedràtic"-noun-ca
"catedràtic"-noun-ca "katedrestro"-noun-eo
"vosta"-adjective-eo "caudal"-adjective-ca
"caudal"-adjective-ca "vosta"-adjective-eo
"kavernoloĝa"-adjective-eo "cavernícola"-adjective-ca
"cavernícola"-adjective-ca "kavernoloĝa"-adjective-eo
"Cecil"-properNoun-eo "Cecil"-properNoun-ca
"Cecil"-properNoun-ca "Cecil"-properNoun-eo
"Cecily"-properNoun-eo "Cecily"-properNoun-ca
"Cecily"-properNoun-ca "Cecily"-properNoun-eo
"blindigi"-verb-eo "cegar"-verb-ca
"blindigi"-verb-eo "encegar"-verb-ca
"cegar"-verb-ca "blindigi"-verb-eo
"encegar"-verb-ca "blindigi"-verb-eo
"Cejlono"-properNoun-eo "Ceilan"-properNoun-ca
"Ceilan"-properNoun-ca "Cejlono"-properNoun-eo
"ĉieleca"-adjective-eo "celestial"-adjective-ca
"celestial"-adjective-ca "ĉieleca"-adjective-eo
"centrigi"-verb-eo "centrar"-verb-ca
"centrar"-verb-ca "centrigi"-verb-eo
"centrifugo"-noun-eo "centrifugació"-noun-ca
"centrifugació"-noun-ca "centrifugo"-noun-eo
"centurio"-noun-eo "centúria"-noun-ca
"centúria"-noun-ca "centurio"-noun-eo
"cercador"-noun-ca "serĉisto"-noun-eo
"serĉisto"-noun-eo "cercador"-noun-ca
"serĉisto"-noun-eo "investigador"-noun-ca
"investigador"-noun-ca "serĉisto"-noun-eo
"festomarŝo"-noun-eo "cercavila"-noun-ca
"cercavila"-noun-ca "festomarŝo"-noun-eo
"Cerdanya"-properNoun-eo "Cerdanya"-properNoun-ca
"Cerdanya"-properNoun-ca "Cerdanya"-properNoun-eo
"cerebelo"-noun-eo "cerebel"-noun-ca
"cerebel"-noun-ca "cerebelo"-noun-eo
"artkonkurso"-noun-eo "certamen"-noun-ca
"certamen"-noun-ca "artkonkurso"-noun-eo
"kola"-adjective-eo "cervical"-adjective-ca
"cervical"-adjective-ca "kola"-adjective-eo
"ketono"-noun-eo "cetona"-noun-ca
"cetona"-noun-ca "ketono"-noun-eo
"Ceŭto"-properNoun-eo "Ceuta"-properNoun-ca
"Ceuta"-properNoun-ca "Ceŭto"-properNoun-eo
"Christina"-properNoun-eo "Christina"-properNoun-ca
"Christina"-properNoun-ca "Christina"-properNoun-eo
"cikatriĝi"-verb-eo "cicatritzar"-verb-ca
"cicatritzar"-verb-ca "cikatriĝi"-verb-eo
"Cicely"-properNoun-eo "Cicely"-properNoun-ca
"Cicely"-properNoun-ca "Cicely"-properNoun-eo
"ciklisto"-noun-eo "ciclista"-noun-ca
"ciclista"-noun-ca "ciklisto"-noun-eo
"ciklisma"-adjective-eo "ciclista"-adjective-ca
"ciclista"-adjective-ca "ciklisma"-adjective-eo
"ciclista"-adjective-ca "ciklista"-adjective-eo
"ciklista"-adjective-eo "ciclista"-adjective-ca
"scienca"-adverb-eo "científicament"-adverb-ca
"científicament"-adverb-ca "scienca"-adverb-eo
"cilindrokapacito"-noun-eo "cilindrada"-noun-ca
"cilindrada"-noun-ca "cilindrokapacito"-noun-eo
"kvincenta"-adjective-eo "cinc-centè"-adjective-ca
"cinc-centè"-adjective-ca "kvincenta"-adjective-eo
"filmisto"-noun-eo "cineasta"-noun-ca
"cineasta"-noun-ca "filmisto"-noun-eo
"cirkula"-adjective-eo "circulatori"-adjective-ca
"circulatori"-adjective-ca "cirkula"-adjective-eo
"vakskandelego"-noun-eo "ciri"-noun-ca
"ciri"-noun-ca "vakskandelego"-noun-eo
"tondilego"-noun-eo "cisalla"-noun-ca
"cisalla"-noun-ca "tondilego"-noun-eo
"elkrepuskiĝi"-verb-eo "clarejar"-verb-ca
"clarejar"-verb-ca "elkrepuskiĝi"-verb-eo
"Clarice"-properNoun-eo "Clarice"-properNoun-ca
"Clarice"-properNoun-ca "Clarice"-properNoun-eo
"akravideco"-noun-eo "clarividència"-noun-ca
"clarividència"-noun-ca "akravideco"-noun-eo
"klostrejo"-noun-eo "clausura"-noun-ca
"clausura"-noun-ca "klostrejo"-noun-eo
"kloaka reto"-noun-eo "clavegueram"-noun-ca
"clavegueram"-noun-ca "kloaka reto"-noun-eo
"klaki sur"-verb-eo "clicar"-verb-ca
"clicar"-verb-ca "klaki sur"-verb-eo
"klipso"-noun-eo "clip"-noun-ca
"clip"-noun-ca "klipso"-noun-eo
"klasika"-adverb-eo "clàssicament"-adverb-ca
"clàssicament"-adverb-ca "klasika"-adverb-eo
"monavideco"-noun-eo "cobdícia"-noun-ca
"cobdícia"-noun-ca "monavideco"-noun-eo
"kuneldono"-noun-eo "coedició"-noun-ca
"coedició"-noun-ca "kuneldono"-noun-eo
"kona"-adjective-eo "cognitiu"-adjective-ca
"cognitiu"-adjective-ca "kona"-adjective-eo
"Collys"-properNoun-eo "Collys"-properNoun-ca
"Collys"-properNoun-ca "Collys"-properNoun-eo
"kolombejo"-noun-eo "colomar"-noun-ca
"colomar"-noun-ca "kolombejo"-noun-eo
"Kolombo"-properNoun-eo "Colombo"-properNoun-ca
"Colombo"-properNoun-ca "Kolombo"-properNoun-eo
"kolorefekto"-noun-eo "colorit"-noun-ca
"colorit"-noun-ca "kolorefekto"-noun-eo
"ŝtatrenversulo"-noun-eo "colpista"-noun-ca
"colpista"-noun-ca "ŝtatrenversulo"-noun-eo
"kvislingo"-noun-eo "col·laboracionista"-noun-ca
"col·laboracionista"-noun-ca "kvislingo"-noun-eo
"col·laboracionista"-noun-ca "kolaboratoro"-noun-eo
"kolaboratoro"-noun-eo "col·laboracionista"-noun-ca
"kvislinga"-adjective-eo "col·laboracionista"-adjective-ca
"col·laboracionista"-adjective-ca "kvislinga"-adjective-eo
"col·laboracionista"-adjective-ca "kolaboratora"-adjective-eo
"kolaboratora"-adjective-eo "col·laboracionista"-adjective-ca
"kiel lasta rimedo"-adverb-eo "com a últim recurs"-adverb-ca
"com a últim recurs"-adverb-ca "kiel lasta rimedo"-adverb-eo
"kiel antaŭvidite"-adverb-eo "com era de preveure"-adverb-ca
"com era de preveure"-adverb-ca "kiel antaŭvidite"-adverb-eo
"kiel magie"-adverb-eo "com per art d'encantament"-adverb-ca
"kiel magie"-adverb-eo "com per art d'encanteri"-adverb-ca
"com per art d'encantament"-adverb-ca "kiel magie"-adverb-eo
"com per art d'encanteri"-adverb-ca "kiel magie"-adverb-eo
"kiel ni scias"-adverb-eo "com sabem"-adverb-ca
"com sabem"-adverb-ca "kiel ni scias"-adverb-eo
"kiel ĉiam"-adverb-eo "com sempre"-adverb-ca
"com sempre"-adverb-ca "kiel ĉiam"-adverb-eo
"enmerkatigi"-verb-eo "comercialitzar"-verb-ca
"comercialitzar"-verb-ca "enmerkatigi"-verb-eo
"Brita Konfederacio"-properNoun-eo "Commonwealth"-properNoun-ca
"Commonwealth"-properNoun-ca "Brita Konfederacio"-properNoun-eo
"paĝigi"-verb-eo "compaginar"-verb-ca
"compaginar"-verb-ca "paĝigi"-verb-eo
"akordigeblo"-noun-eo "compatibilitat"-noun-ca
"compatibilitat"-noun-ca "akordigeblo"-noun-eo
"kunpenetrado"-noun-eo "compenetració"-noun-ca
"compenetració"-noun-ca "kunpenetrado"-noun-eo
"komputade"-adverb-eo "computacionalment"-adverb-ca
"computacionalment"-adverb-ca "komputade"-adverb-eo
"grafeca"-adjective-eo "comtal"-adjective-ca
"comtal"-adjective-ca "grafeca"-adjective-eo
"Comtat"-properNoun-eo "Comtat"-properNoun-ca
"Comtat"-properNoun-ca "Comtat"-properNoun-eo
"komunikebla"-adjective-eo "comunicatiu"-adjective-ca
"comunicatiu"-adjective-ca "komunikebla"-adjective-eo
"convent"-noun-ca "konvento"-noun-eo
"ekintenco"-noun-eo "conat"-noun-ca
"conat"-noun-ca "ekintenco"-noun-eo
"Conca de Barberà"-properNoun-eo "Conca de Barberà"-properNoun-ca
"Conca de Barberà"-properNoun-ca "Conca de Barberà"-properNoun-eo
"logikeinterligo"-noun-eo "concatenació"-noun-ca
"concatenació"-noun-ca "logikeinterligo"-noun-eo
"kunestanta"-adjective-eo "concomitant"-adjective-ca
"concomitant"-adjective-ca "kunestanta"-adjective-eo
"konkretaĵo"-noun-eo "concreció"-noun-ca
"concreció"-noun-ca "konkretaĵo"-noun-eo
"samcentra"-adverb-eo "concèntricament"-adverb-ca
"concèntricament"-adverb-ca "samcentra"-adverb-eo
"kondenso"-noun-eo "condensació"-noun-ca
"condensació"-noun-ca "kondenso"-noun-eo
"kondensilo"-noun-eo "condensador"-noun-ca
"condensador"-noun-ca "kondensilo"-noun-eo
"kondiĉita"-adjective-eo "condicional"-adjective-ca
"condicional"-adjective-ca "kondiĉita"-adjective-eo
"konfekcii"-verb-eo "confeccionar"-verb-ca
