"10a"-adjective-eo "Xème"-adjective-fr
"déposition"-noun-fr "depozicio"-noun-eo
"prélèvement"-noun-fr "depreno"-noun-eo
"depresia"-adjective-eo "dépressif"-adjective-fr
"dépressif"-adjective-fr "depresia"-adjective-eo
"dépression"-noun-fr "deprimo"-noun-eo
"dépression"-noun-fr "kavo"-noun-eo
"deprimo"-noun-eo "dépression"-noun-fr
"kavo"-noun-eo "dépression"-noun-fr
"kavo"-noun-eo "retrait"-noun-fr
"kavo"-noun-eo "fosse"-noun-fr
"kavo"-noun-eo "galerie"-noun-fr
"kavo"-noun-eo "creux"-noun-fr
"kavo"-noun-eo "trou"-noun-fr
"kavo"-noun-eo "vide"-noun-fr
"derbio"-noun-eo "derby"-noun-fr
"derby"-noun-fr "derbio"-noun-eo
"derivaĵo"-noun-eo "dérivée"-noun-fr
"dérivée"-noun-fr "derivaĵo"-noun-eo
"dériver"-verb-fr "drivi"-verb-eo
"drivi"-verb-eo "dériver"-verb-fr
"dermatologiisto"-noun-eo "dermatologue"-noun-fr
"dermatologue"-noun-fr "dermatologiisto"-noun-eo
"dermatologue"-noun-fr "dermatologo"-noun-eo
"dermatologo"-noun-eo "dermatologue"-noun-fr
"dermatologio"-noun-eo "dermatologie"-noun-fr
"dermatologie"-noun-fr "dermatologio"-noun-eo
"dermito"-noun-eo "dermatite"-noun-fr
"dermatite"-noun-fr "dermito"-noun-eo
"dermo"-noun-eo "derme"-noun-fr
"derme"-noun-fr "dermo"-noun-eo
"desaponta"-adjective-eo "décevant"-adjective-fr
"décevant"-adjective-fr "desaponta"-adjective-eo
"décevant"-adjective-fr "elreviga"-adjective-eo
"décevant"-adjective-fr "seniluziiga"-adjective-eo
"elreviga"-adjective-eo "décevant"-adjective-fr
"seniluziiga"-adjective-eo "décevant"-adjective-fr
"desaponti"-verb-eo "décevoir"-verb-fr
"décevoir"-verb-fr "desaponti"-verb-eo
"descendant"-noun-fr "ido"-noun-eo
"ido"-noun-eo "descendant"-noun-fr
"ido"-noun-eo "petit"-noun-fr
"desegnado"-noun-eo "dessin"-noun-fr
"dessin"-noun-fr "desegnado"-noun-eo
"dessin"-noun-fr "desegnaĵo"-noun-eo
"dessin"-noun-fr "desegno"-noun-eo
"dessin"-noun-fr "skizo"-noun-eo
"desegnaĵo"-noun-eo "dessin"-noun-fr
"desegno"-noun-eo "dessin"-noun-fr
"skizo"-noun-eo "dessin"-noun-fr
"skizo"-noun-eo "ébauche"-noun-fr
"skizo"-noun-eo "esquisse"-noun-fr
"skizo"-noun-eo "croquis"-noun-fr
"desegnisto"-noun-eo "dessinateur"-noun-fr
"dessinateur"-noun-fr "desegnisto"-noun-eo
"desinfektaĵo"-noun-eo "désinfectant"-noun-fr
"désinfectant"-noun-fr "desinfektaĵo"-noun-eo
"desinfekti"-verb-eo "désinfecter"-verb-fr
"désinfecter"-verb-fr "desinfekti"-verb-eo
"despotismo"-noun-eo "despotisme"-noun-fr
"despotisme"-noun-fr "despotismo"-noun-eo
"despoto"-noun-eo "despote"-noun-fr
"despote"-noun-fr "despoto"-noun-eo
"deŝtatigo"-noun-eo "privatisation"-noun-fr
"privatisation"-noun-fr "deŝtatigo"-noun-eo
"privatisation"-noun-fr "privatigo"-noun-eo
"privatisation"-noun-fr "privatiĝo"-noun-eo
"privatigo"-noun-eo "privatisation"-noun-fr
"privatiĝo"-noun-eo "privatisation"-noun-fr
"destini"-verb-eo "impartir"-verb-fr
"destini"-verb-eo "désigner"-verb-fr
"destini"-verb-eo "déterminer"-verb-fr
"destini"-verb-eo "vouer"-verb-fr
"impartir"-verb-fr "destini"-verb-eo
"désigner"-verb-fr "destini"-verb-eo
"désigner"-verb-fr "indiki"-verb-eo
"déterminer"-verb-fr "destini"-verb-eo
"déterminer"-verb-fr "fiksi"-verb-eo
"vouer"-verb-fr "destini"-verb-eo
"indiki"-verb-eo "désigner"-verb-fr
"indiki"-verb-eo "conseiller"-verb-fr
"indiki"-verb-eo "montrer"-verb-fr
"indiki"-verb-eo "recommander"-verb-fr
"fiksi"-verb-eo "déterminer"-verb-fr
"fiksi"-verb-eo "arrêter"-verb-fr
"fiksi"-verb-eo "arrimer"-verb-fr
"fiksi"-verb-eo "caler"-verb-fr
"fiksi"-verb-eo "figer"-verb-fr
"destino"-noun-eo "destinée"-noun-fr
"destino"-noun-eo "destin"-noun-fr
"destinée"-noun-fr "destino"-noun-eo
"destinée"-noun-fr "fatalo"-noun-eo
"destinée"-noun-fr "fato"-noun-eo
"destin"-noun-fr "destino"-noun-eo
"destin"-noun-fr "fatalo"-noun-eo
"destin"-noun-fr "fato"-noun-eo
"destin"-noun-fr "kaliko"-noun-eo
"fatalo"-noun-eo "destinée"-noun-fr
"fatalo"-noun-eo "destin"-noun-fr
"fatalo"-noun-eo "fatalité"-noun-fr
"fatalo"-noun-eo "sort"-noun-fr
"fato"-noun-eo "destinée"-noun-fr
"fato"-noun-eo "destin"-noun-fr
"fato"-noun-eo "fatalité"-noun-fr
"fato"-noun-eo "sort"-noun-fr
"kaliko"-noun-eo "destin"-noun-fr
"kaliko"-noun-eo "coupe"-noun-fr
"kaliko"-noun-eo "calice"-noun-fr
"kaliko"-noun-eo "clochette"-noun-fr
"destrojero"-noun-eo "destroyer"-noun-fr
"destrojero"-noun-eo "frégate"-noun-fr
"destroyer"-noun-fr "destrojero"-noun-eo
"frégate"-noun-fr "destrojero"-noun-eo
"frégate"-noun-fr "fregato"-noun-eo
"fregato"-noun-eo "frégate"-noun-fr
"detala"-adjective-eo "détaillé"-adjective-fr
"detala"-adjective-eo "minutieux"-adjective-fr
"detala"-adjective-eo "anodin"-adjective-fr
"détaillé"-adjective-fr "detala"-adjective-eo
"minutieux"-adjective-fr "detala"-adjective-eo
"anodin"-adjective-fr "malgrava"-adjective-eo
"anodin"-adjective-fr "sendanĝera"-adjective-eo
"anodin"-adjective-fr "detala"-adjective-eo
"detalado"-noun-eo "détail"-noun-fr
"detalado"-noun-eo "revue"-noun-fr
"détail"-noun-fr "detalado"-noun-eo
"détail"-noun-fr "detaligo"-noun-eo
"revue"-noun-fr "detalado"-noun-eo
"revue"-noun-fr "detaligo"-noun-eo
"revue"-noun-fr "gazeto"-noun-eo
"detaligo"-noun-eo "détail"-noun-fr
"detaligo"-noun-eo "revue"-noun-fr
"gazeto"-noun-eo "revue"-noun-fr
"gazeto"-noun-eo "gazette"-noun-fr
"gazeto"-noun-eo "journal"-noun-fr
"gazeto"-noun-eo "périodique"-noun-fr
"detale"-adverb-eo "en détail"-adverb-fr
"detale"-adverb-eo "minutieusement"-adverb-fr
"detale"-adverb-eo "au détail"-adverb-fr
"en détail"-adverb-fr "detale"-adverb-eo
"minutieusement"-adverb-fr "detale"-adverb-eo
"au détail"-adverb-fr "detale"-adverb-eo
"au détail"-adverb-fr "pomalgrande"-adverb-eo
"pomalgrande"-adverb-eo "au détail"-adverb-fr
"detalisto"-noun-eo "détaillant"-noun-fr
"détaillant"-noun-fr "detalisto"-noun-eo
"détaillant"-noun-fr "detalvendisto"-noun-eo
"detalvendisto"-noun-eo "détaillant"-noun-fr
"détecteur"-noun-fr "lokalizilo"-noun-eo
"lokalizilo"-noun-eo "détecteur"-noun-fr
"detektivo"-noun-eo "enquêteur"-noun-fr
"enquêteur"-noun-fr "detektivo"-noun-eo
"enquêteur"-noun-fr "enketisto"-noun-eo
"enketisto"-noun-eo "enquêteur"-noun-fr
"determina"-adjective-eo "déterminant"-adjective-fr
"déterminant"-adjective-fr "determina"-adjective-eo
"determinanto"-noun-eo "déterminant"-noun-fr
"déterminant"-noun-fr "determinanto"-noun-eo
"determini"-verb-eo "définir"-verb-fr
"determini"-verb-eo "fixer"-verb-fr
"définir"-verb-fr "determini"-verb-eo
"définir"-verb-fr "karakterizi"-verb-eo
"fixer"-verb-fr "determini"-verb-eo
"karakterizi"-verb-eo "définir"-verb-fr
"karakterizi"-verb-eo "dénoter"-verb-fr
"determinismo"-noun-eo "déterminisme"-noun-fr
"déterminisme"-noun-fr "determinismo"-noun-eo
"determino"-noun-eo "détermination"-noun-fr
"determino"-noun-eo "fixation"-noun-fr
"détermination"-noun-fr "determino"-noun-eo
"fixation"-noun-fr "determino"-noun-eo
"fixation"-noun-fr "fiksilo"-noun-eo
"fiksilo"-noun-eo "fixation"-noun-fr
"detonacii"-verb-eo "détoner"-verb-fr
"détoner"-verb-fr "detonacii"-verb-eo
"détoner"-verb-fr "knali"-verb-eo
"knali"-verb-eo "détoner"-verb-fr
"knali"-verb-eo "péter"-verb-fr
"knali"-verb-eo "craquer"-verb-fr
"detonacio"-noun-eo "détonation"-noun-fr
"détonation"-noun-fr "detonacio"-noun-eo
"détonation"-noun-fr "eksplodo"-noun-eo
"détonation"-noun-fr "knalo"-noun-eo
"eksplodo"-noun-eo "détonation"-noun-fr
"eksplodo"-noun-eo "flambée"-noun-fr
"knalo"-noun-eo "détonation"-noun-fr
"detrua"-adjective-eo "destructeur"-adjective-fr
"destructeur"-adjective-fr "detrua"-adjective-eo
"detruado"-noun-eo "destruction"-noun-fr
"destruction"-noun-fr "detruado"-noun-eo
"destruction"-noun-fr "disrompo"-noun-eo
"disrompo"-noun-eo "destruction"-noun-fr
"vandalisme"-noun-fr "vandaleco"-noun-eo
"vandalisme"-noun-fr "vandalismo"-noun-eo
"vandaleco"-noun-eo "vandalisme"-noun-fr
"vandalismo"-noun-eo "vandalisme"-noun-fr
"detruo"-noun-eo "ravage"-noun-fr
"ravage"-noun-fr "detruo"-noun-eo
"Deutsche Bank"-properNoun-eo "Deutsche Bank"-properNoun-fr
"Deutsche Bank"-properNoun-fr "Deutsche Bank"-properNoun-eo
"dévalorisation"-noun-fr "senvalorigo"-noun-eo
"senvalorigo"-noun-eo "dévalorisation"-noun-fr
"devena"-adjective-eo "originaire"-adjective-fr
"devena"-adjective-eo "naturel"-adjective-fr
"originaire"-adjective-fr "devena"-adjective-eo
"naturel"-adjective-fr "devena"-adjective-eo
"naturel"-adjective-fr "senafekta"-adjective-eo
"naturel"-adjective-fr "senartifika"-adjective-eo
"senafekta"-adjective-eo "naturel"-adjective-fr
"senafekta"-adjective-eo "simple"-adjective-fr
"senafekta"-adjective-eo "sincère"-adjective-fr
"senartifika"-adjective-eo "naturel"-adjective-fr
"senartifika"-adjective-eo "franc"-adjective-fr
"devene"-adverb-eo "originairement"-adverb-fr
"originairement"-adverb-fr "devene"-adverb-eo
"originairement"-adverb-fr "origine"-adverb-eo
"origine"-adverb-eo "originairement"-adverb-fr
"origine"-adverb-eo "originellement"-adverb-fr
"deveno"-noun-eo "origine"-noun-fr
"deveno"-noun-eo "provenance"-noun-fr
"origine"-noun-fr "fonto"-noun-eo
"origine"-noun-fr "deveno"-noun-eo
"provenance"-noun-fr "deveno"-noun-eo
"obligatoire"-adjective-fr "nepra"-adjective-eo
"devige"-adverb-eo "forcément"-adverb-fr
"devige"-adverb-eo "obligatoirement"-adverb-fr
"forcément"-adverb-fr "devige"-adverb-eo
"obligatoirement"-adverb-fr "devige"-adverb-eo
"obligatoirement"-adverb-fr "nepre"-adverb-eo
"nepre"-adverb-eo "obligatoirement"-adverb-fr
"nepre"-adverb-eo "indispensablement"-adverb-fr
"obligation"-noun-fr "devo"-noun-eo
"devo"-noun-eo "obligation"-noun-fr
"devio"-noun-eo "détournement"-noun-fr
"détournement"-noun-fr "devio"-noun-eo
"devise"-noun-fr "frapfrazo"-noun-eo
"devise"-noun-fr "valuto"-noun-eo
"frapfrazo"-noun-eo "devise"-noun-fr
"frapfrazo"-noun-eo "slogan"-noun-fr
"valuto"-noun-eo "devise"-noun-fr
"devontigo"-noun-eo "engagement"-noun-fr
"engagement"-noun-fr "devontigo"-noun-eo
"devoteco"-noun-eo "dévotion"-noun-fr
"dévotion"-noun-fr "devoteco"-noun-eo
"dévotion"-noun-fr "pieco"-noun-eo
"pieco"-noun-eo "dévotion"-noun-fr
"pieco"-noun-eo "piété"-noun-fr
"devotulo"-noun-eo "dévot"-noun-fr
"dévot"-noun-fr "devotulo"-noun-eo
"dezerta"-adjective-eo "désertique"-adjective-fr
"dezerta"-adjective-eo "désert"-adjective-fr
"désertique"-adjective-fr "dezerta"-adjective-eo
"désert"-adjective-fr "dezerta"-adjective-eo
"désert"-adjective-fr "senhoma"-adjective-eo
"senhoma"-adjective-eo "désert"-adjective-fr
"senhoma"-adjective-eo "vide"-adjective-fr
"senhoma"-adjective-eo "inhabité"-adjective-fr
"désert"-noun-fr "senhomejo"-noun-eo
"senhomejo"-noun-eo "désert"-noun-fr
"dezertulo"-noun-eo "ermite"-noun-fr
"ermite"-noun-fr "dezertulo"-noun-eo
"ermite"-noun-fr "ermito"-noun-eo
"ermito"-noun-eo "ermite"-noun-fr
"ermito"-noun-eo "anachorète"-noun-fr
"dezirinda"-adjective-eo "désirable"-adjective-fr
"désirable"-adjective-fr "dezirinda"-adjective-eo
"désir"-noun-fr "tento"-noun-eo
"diabeto"-noun-eo "diabète"-noun-fr
"diabète"-noun-fr "diabeto"-noun-eo
"diabla"-adjective-eo "diabolique"-adjective-fr
"diabolique"-adjective-fr "diabla"-adjective-eo
"diablaĵo"-noun-eo "diablerie"-noun-fr
"diablerie"-noun-fr "diablaĵo"-noun-eo
"diable"-adverb-eo "diaboliquement"-adverb-fr
"diaboliquement"-adverb-fr "diable"-adverb-eo
"diable"-noun-fr "satano"-noun-eo
"satano"-noun-eo "diable"-noun-fr
"diademo"-noun-eo "diadème"-noun-fr
"diadème"-noun-fr "diademo"-noun-eo
"diafana"-adjective-eo "diaphane"-adjective-fr
"diafana"-adjective-eo "translucide"-adjective-fr
"diaphane"-adjective-fr "diafana"-adjective-eo
"translucide"-adjective-fr "diafana"-adjective-eo
"diafragmo"-noun-eo "diaphragme"-noun-fr
"diaphragme"-noun-fr "diafragmo"-noun-eo
"diagonala"-adjective-eo "diagonal"-adjective-fr
"diagonal"-adjective-fr "diagonala"-adjective-eo
"diagonale"-adverb-eo "diagonalement"-adverb-fr
"diagonalement"-adverb-fr "diagonale"-adverb-eo
"diagonalo"-noun-eo "diagonale"-noun-fr
"diagonale"-noun-fr "diagonalo"-noun-eo
"diagramo"-noun-eo "diagramme"-noun-fr
"diagramme"-noun-fr "diagramo"-noun-eo
"diaĵo"-noun-eo "divinité"-noun-fr
"divinité"-noun-fr "diaĵo"-noun-eo
"divinité"-noun-fr "dieco"-noun-eo
"dieco"-noun-eo "divinité"-noun-fr
"diakilo"-noun-eo "rustine"-noun-fr
"rustine"-noun-fr "diakilo"-noun-eo
"rustine"-noun-fr "flikaĵo"-noun-eo
"flikaĵo"-noun-eo "rustine"-noun-fr
"flikaĵo"-noun-eo "pièce"-noun-fr
"diakono"-noun-eo "diacre"-noun-fr
"diacre"-noun-fr "diakono"-noun-eo
"diakrita"-adjective-eo "diacritique"-adjective-fr
"diacritique"-adjective-fr "diakrita"-adjective-eo
"accentuer"-verb-fr "emfazi"-verb-eo
"dialekta"-adjective-eo "dialectal"-adjective-fr
"dialectal"-adjective-fr "dialekta"-adjective-eo
"dialektika"-adjective-eo "dialectique"-adjective-fr
"dialectique"-adjective-fr "dialektika"-adjective-eo
"dialektike"-adverb-eo "dialectiquement"-adverb-fr
"dialectiquement"-adverb-fr "dialektike"-adverb-eo
"dialektiko"-noun-eo "dialectique"-noun-fr
"dialectique"-noun-fr "dialektiko"-noun-eo
"dialekto"-noun-eo "parler"-noun-fr
"dialekto"-noun-eo "patois"-noun-fr
"parler"-noun-fr "dialekto"-noun-eo
"patois"-noun-fr "dialekto"-noun-eo
"dializo"-noun-eo "dialyse"-noun-fr
"dialyse"-noun-fr "dializo"-noun-eo
"diametro"-noun-eo "diamètre"-noun-fr
"diamètre"-noun-fr "diametro"-noun-eo
"dianto"-noun-eo "œillet"-noun-fr
"œillet"-noun-fr "dianto"-noun-eo
"diapozitivo"-noun-eo "diapositive"-noun-fr
"diapositive"-noun-fr "diapozitivo"-noun-eo
"diareo"-noun-eo "diarrhée"-noun-fr
"diarrhée"-noun-fr "diareo"-noun-eo
"diarrhée"-noun-fr "lakso"-noun-eo
"lakso"-noun-eo "diarrhée"-noun-fr
"diasporo"-noun-eo "diaspora"-noun-fr
"diaspora"-noun-fr "diasporo"-noun-eo
"diastolo"-noun-eo "diastole"-noun-fr
"diastole"-noun-fr "diastolo"-noun-eo
"diatona"-adjective-eo "diatonique"-adjective-fr
"diatonique"-adjective-fr "diatona"-adjective-eo
"diboĉaĵo"-noun-eo "excès"-noun-fr
"excès"-noun-fr "diboĉaĵo"-noun-eo
"excès"-noun-fr "troaĵo"-noun-eo
"troaĵo"-noun-eo "excès"-noun-fr
"diboĉo"-noun-eo "bringue"-noun-fr
"bringue"-noun-fr "diboĉo"-noun-eo
"didaktika"-adjective-eo "didactique"-adjective-fr
"didaktika"-adjective-eo "pédagogique"-adjective-fr
"didactique"-adjective-fr "didaktika"-adjective-eo
"didactique"-adjective-fr "pedagogia"-adjective-eo
"pédagogique"-adjective-fr "didaktika"-adjective-eo
"pedagogia"-adjective-eo "didactique"-adjective-fr
"didactiquement"-adverb-fr "pedagogie"-adverb-eo
"pedagogie"-adverb-eo "didactiquement"-adverb-fr
"pedagogie"-adverb-eo "pédagogiquement"-adverb-fr
"pédagogiquement"-adverb-fr "pedagogie"-adverb-eo
"didaktiko"-noun-eo "didactique"-noun-fr
"didaktiko"-noun-eo "pédagogie"-noun-fr
"didactique"-noun-fr "didaktiko"-noun-eo
"didactique"-noun-fr "pedagogio"-noun-eo
"pédagogie"-noun-fr "didaktiko"-noun-eo
"pedagogio"-noun-eo "didactique"-noun-fr
"dielektrika"-adjective-eo "diélectrique"-adjective-fr
"diélectrique"-adjective-fr "dielektrika"-adjective-eo
"dielektriko"-noun-eo "diélectrique"-noun-fr
"diélectrique"-noun-fr "dielektriko"-noun-eo
"dierezo"-noun-eo "diérèse"-noun-fr
"dierezo"-noun-eo "tréma"-noun-fr
"diérèse"-noun-fr "dierezo"-noun-eo
"tréma"-noun-fr "dierezo"-noun-eo
"dieso"-noun-eo "dièse"-noun-fr
"dièse"-noun-fr "dieso"-noun-eo
"dièse"-noun-fr "krado"-noun-eo
"krado"-noun-eo "dièse"-noun-fr
"krado"-noun-eo "grillage"-noun-fr
"krado"-noun-eo "gril"-noun-fr
"défectuosité"-noun-fr "difekto"-noun-eo
"vice"-noun-fr "difekto"-noun-eo
"vice"-noun-fr "malvirto"-noun-eo
"malvirto"-noun-eo "vice"-noun-fr
"diferenciala"-adjective-eo "différentiel"-adjective-fr
"différentiel"-adjective-fr "diferenciala"-adjective-eo
"diferenco"-noun-eo "raison"-noun-fr
"raison"-noun-fr "kaŭzo"-noun-eo
"raison"-noun-fr "diferenco"-noun-eo
"raison"-noun-fr "kvociento"-noun-eo
"kvociento"-noun-eo "raison"-noun-fr
"kvociento"-noun-eo "rapport"-noun-fr
"kvociento"-noun-eo "quotient"-noun-fr
"kvociento"-noun-eo "ratio"-noun-fr
"difrakto"-noun-eo "diffraction"-noun-fr
"diffraction"-noun-fr "difrakto"-noun-eo
"diftongo"-noun-eo "diphtongue"-noun-fr
"diphtongue"-noun-fr "diftongo"-noun-eo
"difuzilo"-noun-eo "diffuseur"-noun-fr
"diffuseur"-noun-fr "difuzilo"-noun-eo
"digesta"-adjective-eo "digestif"-adjective-fr
"digestif"-adjective-fr "digesta"-adjective-eo
"digestif"-adjective-fr "digestiga"-adjective-eo
"digestiga"-adjective-eo "digestif"-adjective-fr
"digestado"-noun-eo "digestion"-noun-fr
"digestion"-noun-fr "digestado"-noun-eo
"digitalino"-noun-eo "digitaline"-noun-fr
"digitaline"-noun-fr "digitalino"-noun-eo
"digne"-adverb-eo "dignement"-adverb-fr
"dignement"-adverb-fr "digne"-adverb-eo
"dignité"-noun-fr "rango"-noun-eo
"digo"-noun-eo "digue"-noun-fr
"digue"-noun-fr "digo"-noun-eo
"digue"-noun-fr "doko"-noun-eo
"doko"-noun-eo "digue"-noun-fr
"doko"-noun-eo "dock"-noun-fr
"dika"-adjective-eo "corpulent"-adjective-fr
"corpulent"-adjective-fr "dika"-adjective-eo
"gras"-adjective-fr "grasa"-adjective-eo
"gros"-adjective-fr "grava"-adjective-eo
"gros"-adjective-fr "maldetala"-adjective-eo
"grava"-adjective-eo "gros"-adjective-fr
"grava"-adjective-eo "marquant"-adjective-fr
"grava"-adjective-eo "remarquable"-adjective-fr
"grava"-adjective-eo "substantiel"-adjective-fr
"maldetala"-adjective-eo "gros"-adjective-fr
"maldetala"-adjective-eo "grossier"-adjective-fr
"dikeco"-noun-eo "grosseur"-noun-fr
"dikeco"-noun-eo "épaisseur"-noun-fr
"grosseur"-noun-fr "dikeco"-noun-eo
"épaisseur"-noun-fr "dikeco"-noun-eo
"épaisseur"-noun-fr "diko"-noun-eo
"diko"-noun-eo "épaisseur"-noun-fr
"diktaĵo"-noun-eo "dictée"-noun-fr
"diktaĵo"-noun-eo "sommation"-noun-fr
"diktaĵo"-noun-eo "injonction"-noun-fr
"dictée"-noun-fr "diktaĵo"-noun-eo
"sommation"-noun-fr "diktaĵo"-noun-eo
"injonction"-noun-fr "komando"-noun-eo
"injonction"-noun-fr "diktaĵo"-noun-eo
"injonction"-noun-fr "ordono"-noun-eo
"ordono"-noun-eo "injonction"-noun-fr
"ordono"-noun-eo "instruction"-noun-fr
"ordono"-noun-eo "commande"-noun-fr
"ordono"-noun-eo "commandement"-noun-fr
"diktatora"-adjective-eo "dictatorial"-adjective-fr
"dictatorial"-adjective-fr "diktatora"-adjective-eo
"dictatorial"-adjective-fr "diktatorema"-adjective-eo
"diktatorema"-adjective-eo "dictatorial"-adjective-fr
"dilati"-verb-eo "dilater"-verb-fr
"dilater"-verb-fr "dilati"-verb-eo
"dilato"-noun-eo "dilatation"-noun-fr
"dilatation"-noun-fr "dilato"-noun-eo
"appliqué"-adjective-fr "diligenta"-adjective-eo
"consciencieux"-adjective-fr "diligenta"-adjective-eo
"consciencieux"-adjective-fr "konscienca"-adjective-eo
"diligent"-adjective-fr "diligenta"-adjective-eo
"zélé"-adjective-fr "diligenta"-adjective-eo
"konscienca"-adjective-eo "consciencieux"-adjective-fr
"konscienca"-adjective-eo "probe"-adjective-fr
"konscienca"-adjective-eo "scrupuleux"-adjective-fr
"diligente"-adverb-eo "consciencieusement"-adverb-fr
"consciencieusement"-adverb-fr "diligente"-adverb-eo
"diligence"-noun-fr "diligenteco"-noun-eo
"dilui"-verb-eo "diluer"-verb-fr
"dilui"-verb-eo "allonger"-verb-fr
"dilui"-verb-eo "couper"-verb-fr
"dilui"-verb-eo "étendre"-verb-fr
"diluer"-verb-fr "dilui"-verb-eo
"diluer"-verb-fr "malkoncentri"-verb-eo
"allonger"-verb-fr "dilui"-verb-eo
"allonger"-verb-fr "malkoncentri"-verb-eo
"couper"-verb-fr "tajli"-verb-eo
"couper"-verb-fr "dilui"-verb-eo
"couper"-verb-fr "malkoncentri"-verb-eo
"étendre"-verb-fr "dilui"-verb-eo
"étendre"-verb-fr "malkoncentri"-verb-eo
"malkoncentri"-verb-eo "diluer"-verb-fr
"malkoncentri"-verb-eo "allonger"-verb-fr
"malkoncentri"-verb-eo "couper"-verb-fr
"malkoncentri"-verb-eo "étendre"-verb-fr
"malkoncentri"-verb-eo "décentraliser"-verb-fr
"malkoncentri"-verb-eo "déconcentrer"-verb-fr
"diluvo"-noun-eo "déluge"-noun-fr
"déluge"-noun-fr "diluvo"-noun-eo
"déluge"-noun-fr "superakvego"-noun-eo
"superakvego"-noun-eo "déluge"-noun-fr
"dimensia"-adjective-eo "dimensionnel"-adjective-fr
"dimensionnel"-adjective-fr "dimensia"-adjective-eo
"dinamito"-noun-eo "dynamite"-noun-fr
"dynamite"-noun-fr "dinamito"-noun-eo
"dinamometro"-noun-eo "dynamomètre"-noun-fr
"dynamomètre"-noun-fr "dinamometro"-noun-eo
"dinastia"-adjective-eo "dynastique"-adjective-fr
"dynastique"-adjective-fr "dinastia"-adjective-eo
"dinosaŭro"-noun-eo "dinosaure"-noun-fr
"dinosaure"-noun-fr "dinosaŭro"-noun-eo
"dinoterio"-noun-eo "dinothérium"-noun-fr
"dinothérium"-noun-fr "dinoterio"-noun-eo
"diocezo"-noun-eo "diocèse"-noun-fr
"diocèse"-noun-fr "diocezo"-noun-eo
"diodo"-noun-eo "diode"-noun-fr
"diode"-noun-fr "diodo"-noun-eo
"dioksido"-noun-eo "dioxyde"-noun-fr
"dioxyde"-noun-fr "dioksido"-noun-eo
"dioptrio"-noun-eo "dioptrie"-noun-fr
"dioptrie"-noun-fr "dioptrio"-noun-eo
"Dior"-properNoun-eo "Dior"-properNoun-fr
"Dior"-properNoun-fr "Dior"-properNoun-eo
"Dipatrino"-properNoun-eo "Notre-Dame"-properNoun-fr
"Notre-Dame"-properNoun-fr "Dipatrino"-properNoun-eo
"diplomate"-adverb-eo "diplomatiquement"-adverb-fr
"diplomatiquement"-adverb-fr "diplomate"-adverb-eo
"diplomatiquement"-adverb-fr "diplomatie"-adverb-eo
"diplomatie"-adverb-eo "diplomatiquement"-adverb-fr
"diplomate"-noun-fr "diplomato"-noun-eo
"diplomato"-noun-eo "diplomate"-noun-fr
"diplomi"-verb-eo "diplômer"-verb-fr
"diplômer"-verb-fr "diplomi"-verb-eo
"diptiko"-noun-eo "diptyque"-noun-fr
"diptyque"-noun-fr "diptiko"-noun-eo
"direkcio"-noun-eo "direction"-noun-fr
"direction"-noun-fr "gvidado"-noun-eo
"direction"-noun-fr "estreco"-noun-eo
"direction"-noun-fr "direkcio"-noun-eo
"direction"-noun-fr "estrado"-noun-eo
"direction"-noun-fr "estraro"-noun-eo
"estrado"-noun-eo "direction"-noun-fr
"estrado"-noun-eo "estrade"-noun-fr
"estraro"-noun-eo "direction"-noun-fr
"direkta"-adjective-eo "directeur"-adjective-fr
"direkta"-adjective-eo "directionnel"-adjective-fr
"directeur"-adjective-fr "direkta"-adjective-eo
"directeur"-adjective-fr "gvida"-adjective-eo
"directionnel"-adjective-fr "direkta"-adjective-eo
"gvida"-adjective-eo "directeur"-adjective-fr
"direktado"-noun-eo "gérance"-noun-fr
"direktado"-noun-eo "gouvernail"-noun-fr
"gérance"-noun-fr "direktado"-noun-eo
"gouvernail"-noun-fr "direktado"-noun-eo
"gouvernail"-noun-fr "rudro"-noun-eo
"rudro"-noun-eo "gouvernail"-noun-fr
"direktilisto"-noun-eo "barreur"-noun-fr
"barreur"-noun-fr "direktilisto"-noun-eo
"volant"-noun-fr "direktilo"-noun-eo
"volant"-noun-fr "falbalo"-noun-eo
"volant"-noun-fr "stirilo"-noun-eo
"volant"-noun-fr "stirrado"-noun-eo
"falbalo"-noun-eo "volant"-noun-fr
"stirilo"-noun-eo "volant"-noun-fr
"stirrado"-noun-eo "volant"-noun-fr
"direktisto"-noun-eo "gérent"-noun-fr
"gérent"-noun-fr "direktisto"-noun-eo
"direktivo"-noun-eo "directive"-noun-fr
"direktivo"-noun-eo "norme"-noun-fr
"directive"-noun-fr "direktivo"-noun-eo
"norme"-noun-fr "direktivo"-noun-eo
"rhumb"-noun-fr "direkto"-noun-eo
"diro"-noun-eo "parole"-noun-fr
"parole"-noun-fr "diro"-noun-eo
"parole"-noun-fr "ĵuro"-noun-eo
"parole"-noun-fr "parolo"-noun-eo
"ĵuro"-noun-eo "parole"-noun-fr
"ĵuro"-noun-eo "serment"-noun-fr
"ĵuro"-noun-eo "vœu"-noun-fr
"parolo"-noun-eo "parole"-noun-fr
"disa"-adjective-eo "dispersé"-adjective-fr
"dispersé"-adjective-fr "disa"-adjective-eo
"excentrique"-adjective-fr "ekscentra"-adjective-eo
"excentrique"-adjective-fr "ekstravaganca"-adjective-eo
"excentrique"-adjective-fr "originala"-adjective-eo
