"2a"-adjective-eo "IInd"-adjective-fr
"China Datang Group"-properNoun-fr "China Datang Group"-properNoun-eo
"China FAW"-properNoun-eo "China FAW"-properNoun-fr
"China FAW"-properNoun-fr "China FAW"-properNoun-eo
"China FAW Group"-properNoun-eo "China FAW Group"-properNoun-fr
"China FAW Group"-properNoun-fr "China FAW Group"-properNoun-eo
"China Guodian"-properNoun-eo "China Guodian"-properNoun-fr
"China Guodian"-properNoun-fr "China Guodian"-properNoun-eo
"China Huaneng"-properNoun-eo "China Huaneng"-properNoun-fr
"China Huaneng"-properNoun-fr "China Huaneng"-properNoun-eo
"China Huaneng Group"-properNoun-eo "China Huaneng Group"-properNoun-fr
"China Huaneng Group"-properNoun-fr "China Huaneng Group"-properNoun-eo
"China Life Insurance"-properNoun-eo "China Life Insurance"-properNoun-fr
"China Life Insurance"-properNoun-fr "China Life Insurance"-properNoun-eo
"China Metallurgical Group"-properNoun-eo "China Metallurgical Group"-properNoun-fr
"China Metallurgical Group"-properNoun-fr "China Metallurgical Group"-properNoun-eo
"China Minmetals"-properNoun-eo "China Minmetals"-properNoun-fr
"China Minmetals"-properNoun-fr "China Minmetals"-properNoun-eo
"China Mobile Communications"-properNoun-eo "China Mobile Communications"-properNoun-fr
"China Mobile Communications"-properNoun-fr "China Mobile Communications"-properNoun-eo
"China National Offshore Oil"-properNoun-eo "China National Offshore Oil"-properNoun-fr
"China National Offshore Oil"-properNoun-fr "China National Offshore Oil"-properNoun-eo
"China National Petroleum"-properNoun-eo "China National Petroleum"-properNoun-fr
"China National Petroleum"-properNoun-fr "China National Petroleum"-properNoun-eo
"China North Industries Group"-properNoun-eo "China North Industries Group"-properNoun-fr
"China North Industries Group"-properNoun-fr "China North Industries Group"-properNoun-eo
"China Railway Construction"-properNoun-eo "China Railway Construction"-properNoun-fr
"China Railway Construction"-properNoun-fr "China Railway Construction"-properNoun-eo
"China Railway Group"-properNoun-eo "China Railway Group"-properNoun-fr
"China Railway Group"-properNoun-fr "China Railway Group"-properNoun-eo
"China Resources National"-properNoun-eo "China Resources National"-properNoun-fr
"China Resources National"-properNoun-fr "China Resources National"-properNoun-eo
"China Southern Power Grid"-properNoun-eo "China Southern Power Grid"-properNoun-fr
"China Southern Power Grid"-properNoun-fr "China Southern Power Grid"-properNoun-eo
"China South Industries Group"-properNoun-eo "China South Industries Group"-properNoun-fr
"China South Industries Group"-properNoun-fr "China South Industries Group"-properNoun-eo
"China State Construction Engineering"-properNoun-eo "China State Construction Engineering"-properNoun-fr
"China State Construction Engineering"-properNoun-fr "China State Construction Engineering"-properNoun-eo
"China Telecommunications"-properNoun-eo "China Telecommunications"-properNoun-fr
"China Telecommunications"-properNoun-fr "China Telecommunications"-properNoun-eo
"China United Network Communications"-properNoun-eo "China United Network Communications"-properNoun-fr
"China United Network Communications"-properNoun-fr "China United Network Communications"-properNoun-eo
"Christian Dior"-properNoun-eo "Christian Dior"-properNoun-fr
"Christian Dior"-properNoun-fr "Christian Dior"-properNoun-eo
"CHS"-properNoun-eo "CHS"-properNoun-fr
"CHS"-properNoun-fr "CHS"-properNoun-eo
"Chubu Electric Power"-properNoun-eo "Chubu Electric Power"-properNoun-fr
"Chubu Electric Power"-properNoun-fr "Chubu Electric Power"-properNoun-eo
"ĉia"-adjective-eo "de toute sorte"-adjective-fr
"de toute sorte"-adjective-fr "ĉia"-adjective-eo
"ĉiakoste"-adverb-eo "à tout prix"-adverb-fr
"à tout prix"-adverb-fr "ĉiakoste"-adverb-eo
"ĉiaokaze"-adverb-eo "en tous cas"-adverb-fr
"en tous cas"-adverb-fr "ĉiaokaze"-adverb-eo
"cibeto"-noun-eo "civette"-noun-fr
"civette"-noun-fr "cibeto"-noun-eo
"cicero"-noun-eo "cicéro"-noun-fr
"cicéro"-noun-fr "cicero"-noun-eo
"cico"-noun-eo "têton"-noun-fr
"têton"-noun-fr "cico"-noun-eo
"têton"-noun-fr "mampinto"-noun-eo
"mampinto"-noun-eo "têton"-noun-fr
"ĉielarko"-noun-eo "arc-en-ciel"-noun-fr
"arc-en-ciel"-noun-fr "ĉielarko"-noun-eo
"ĉielo"-noun-eo "cieux"-noun-fr
"cieux"-noun-fr "ĉielo"-noun-eo
"Cie Nationale à Portefeuille"-properNoun-eo "Cie Nationale à Portefeuille"-properNoun-fr
"Cie Nationale à Portefeuille"-properNoun-fr "Cie Nationale à Portefeuille"-properNoun-eo
"ciferecigilo"-noun-eo "numériseur"-noun-fr
"numériseur"-noun-fr "ciferecigilo"-noun-eo
"ĉifrado"-noun-eo "chiffrement"-noun-fr
"chiffrement"-noun-fr "ĉifrado"-noun-eo
"Gitan"-noun-fr "cigano"-noun-eo
"manouche"-noun-fr "cigano"-noun-eo
"cigaringo"-noun-eo "fume-cigare"-noun-fr
"fume-cigare"-noun-fr "cigaringo"-noun-eo
"cigarujo"-noun-eo "portecigare"-noun-fr
"cigarujo"-noun-eo "porte-cigares"-noun-fr
"portecigare"-noun-fr "cigarujo"-noun-eo
"porte-cigares"-noun-fr "cigarujo"-noun-eo
"Cigna"-properNoun-eo "Cigna"-properNoun-fr
"Cigna"-properNoun-fr "Cigna"-properNoun-eo
"cikla"-adjective-eo "monogène"-adjective-fr
"monogène"-adjective-fr "cikla"-adjective-eo
"ciklopa"-adjective-eo "cyclopéen"-adjective-fr
"cyclopéen"-adjective-fr "ciklopa"-adjective-eo
"cikorio"-noun-eo "chicorée"-noun-fr
"cikorio"-noun-eo "endives"-noun-fr
"cikorio"-noun-eo "chicon"-noun-fr
"cikorio"-noun-eo "chicorée witloof"-noun-fr
"chicorée"-noun-fr "cikorio"-noun-eo
"endives"-noun-fr "cikorio"-noun-eo
"chicon"-noun-fr "cikorio"-noun-eo
"chicorée witloof"-noun-fr "cikorio"-noun-eo
"cilindro"-noun-eo "surface cylindrique"-noun-fr
"surface cylindrique"-noun-fr "cilindro"-noun-eo
"cimbalo"-noun-eo "cymbale"-noun-fr
"cymbale"-noun-fr "cimbalo"-noun-eo
"cimitaro"-noun-eo "cimeterre"-noun-fr
"cimeterre"-noun-fr "cimitaro"-noun-eo
"ĉina inko"-noun-eo "encre de Chine"-noun-fr
"encre de Chine"-noun-fr "ĉina inko"-noun-eo
"Cindra Merkredo"-properNoun-eo "mercredi des Cendres"-properNoun-fr
"mercredi des Cendres"-properNoun-fr "Cindra Merkredo"-properNoun-eo
"mercredi des Cendres"-properNoun-fr "Cindromerkredo"-properNoun-eo
"Cindromerkredo"-properNoun-eo "mercredi des Cendres"-properNoun-fr
"cindrulino"-noun-eo "cendrillon"-noun-fr
"cendrillon"-noun-fr "cindrulino"-noun-eo
"Ĉinio"-properNoun-eo "la Chine"-properNoun-fr
"la Chine"-properNoun-fr "Ĉinio"-properNoun-eo
"ĉino"-noun-eo "Chinois"-noun-fr
"Chinois"-noun-fr "ĉino"-noun-eo
"Chinois"-noun-fr "ĥino"-noun-eo
"ĥino"-noun-eo "Chinois"-noun-fr
"ĉio tio"-pronoun-eo "tout cela"-pronoun-fr
"tout cela"-pronoun-fr "ĉio tio"-pronoun-eo
"ĉioma"-adjective-eo "au total"-adjective-fr
"au total"-adjective-fr "ĉioma"-adjective-eo
"en tout"-adverb-fr "sume"-adverb-eo
"sume"-adverb-eo "en tout"-adverb-fr
"ĉiovendejo"-noun-eo "grand magasin"-noun-fr
"ĉiovendejo"-noun-eo "superette"-noun-fr
"grand magasin"-noun-fr "ĉiovendejo"-noun-eo
"grand magasin"-noun-fr "magazeno"-noun-eo
"superette"-noun-fr "ĉiovendejo"-noun-eo
"magazeno"-noun-eo "grand magasin"-noun-fr
"ĉipso"-noun-eo "chips"-noun-fr
"chips"-noun-fr "ĉipso"-noun-eo
"chips"-noun-fr "terpomfloko"-noun-eo
"terpomfloko"-noun-eo "chips"-noun-fr
"ĉirkaŭa"-adjective-eo "alentour"-adjective-fr
"alentour"-adjective-fr "ĉirkaŭa"-adjective-eo
"ĉirkaŭ"-preposition-eo "tout autour de"-preposition-fr
"ĉirkaŭ"-preposition-eo "approximativement"-preposition-fr
"ĉirkaŭ"-preposition-eo "sur le pourtour de"-preposition-fr
"tout autour de"-preposition-fr "ĉirkaŭ"-preposition-eo
"approximativement"-preposition-fr "ĉirkaŭ"-preposition-eo
"sur le pourtour de"-preposition-fr "ĉirkaŭ"-preposition-eo
"ĉirkaŭbraki"-verb-eo "enlacer"-verb-fr
"enlacer"-verb-fr "ĉirkaŭbraki"-verb-eo
"ĉirkaŭe"-adverb-eo "à la ronde"-adverb-fr
"ĉirkaŭe"-adverb-eo "aux environs"-adverb-fr
"ĉirkaŭe"-adverb-eo "en rond"-adverb-fr
"ĉirkaŭe"-adverb-eo "en tournée"-adverb-fr
"ĉirkaŭe"-adverb-eo "sur le pourtour"-adverb-fr
"ĉirkaŭe"-adverb-eo "tout autour"-adverb-fr
"à la ronde"-adverb-fr "ĉirkaŭe"-adverb-eo
"aux environs"-adverb-fr "ĉirkaŭe"-adverb-eo
"aux environs"-adverb-fr "proksime"-adverb-eo
"en rond"-adverb-fr "ĉirkaŭe"-adverb-eo
"en tournée"-adverb-fr "ĉirkaŭe"-adverb-eo
"sur le pourtour"-adverb-fr "ĉirkaŭe"-adverb-eo
"tout autour"-adverb-fr "ĉirkaŭe"-adverb-eo
"proksime"-adverb-eo "aux environs"-adverb-fr
"ĉirkaŭpalpi"-verb-eo "chercher à tâtons"-verb-fr
"chercher à tâtons"-verb-fr "ĉirkaŭpalpi"-verb-eo
"ĉirkaŭurbo"-noun-eo "ville de banlieue"-noun-fr
"ville de banlieue"-noun-fr "ĉirkaŭurbo"-noun-eo
"ĉirkaŭvojo"-noun-eo "contournement"-noun-fr
"ĉirkaŭvojo"-noun-eo "détour"-noun-fr
"contournement"-noun-fr "ĉirkaŭvojo"-noun-eo
"détour"-noun-fr "ĉirkaŭvojo"-noun-eo
"cirkla"-adjective-eo "de cercle"-adjective-fr
"de cercle"-adjective-fr "cirkla"-adjective-eo
"cirkuli"-verb-eo "avoir cours"-verb-fr
"avoir cours"-verb-fr "cirkuli"-verb-eo
"avoir cours"-verb-fr "validi"-verb-eo
"validi"-verb-eo "avoir cours"-verb-fr
"validi"-verb-eo "être en vigueur"-verb-fr
"validi"-verb-eo "être valable"-verb-fr
"cirkumcidi"-verb-eo "circoncire"-verb-fr
"circoncire"-verb-fr "cirkumcidi"-verb-eo
"cirkumflekso"-noun-eo "accent circonflexe"-noun-fr
"accent circonflexe"-noun-fr "cirkumflekso"-noun-eo
"ciro"-noun-eo "cirage"-noun-fr
"cirage"-noun-fr "ciro"-noun-eo
"cirozo"-noun-eo "cirrhose"-noun-fr
"cirrhose"-noun-fr "cirozo"-noun-eo
"ĉirpi"-verb-eo "striduler"-verb-fr
"striduler"-verb-fr "ĉirpi"-verb-eo
"Cisco Systems"-properNoun-eo "Cisco Systems"-properNoun-fr
"Cisco Systems"-properNoun-fr "Cisco Systems"-properNoun-eo
"Citic"-properNoun-eo "Citic"-properNoun-fr
"Citic"-properNoun-fr "Citic"-properNoun-eo
"Citic Group"-properNoun-eo "Citic Group"-properNoun-fr
"Citic Group"-properNoun-fr "Citic Group"-properNoun-eo
"citilo"-noun-eo "guillemet"-noun-fr
"guillemet"-noun-fr "citilo"-noun-eo
"citronarbo"-noun-eo "citronnier"-noun-fr
"citronnier"-noun-fr "citronarbo"-noun-eo
"citruso"-noun-eo "citrus"-noun-fr
"citrus"-noun-fr "citruso"-noun-eo
"ĉiu"-determiner-eo "tout le"-determiner-fr
"tout le"-determiner-fr "ĉiu"-determiner-eo
"tout le"-determiner-fr "la tuta"-determiner-eo
"la tuta"-determiner-eo "tout le"-determiner-fr
"par heure"-adverb-fr "hore"-adverb-eo
"hore"-adverb-eo "par heure"-adverb-fr
"civilisé"-adjective-fr "malsovaĝa"-adjective-eo
"malsovaĝa"-adjective-eo "civilisé"-adjective-fr
"cizelilo"-noun-eo "repoussoir"-noun-fr
"repoussoir"-noun-fr "cizelilo"-noun-eo
"CNP Assurances"-properNoun-eo "CNP Assurances"-properNoun-fr
"CNP Assurances"-properNoun-fr "CNP Assurances"-properNoun-eo
"Coca-Cola Enterprises"-properNoun-eo "Coca-Cola Enterprises"-properNoun-fr
"Coca-Cola Enterprises"-properNoun-fr "Coca-Cola Enterprises"-properNoun-eo
"COFCO"-properNoun-eo "COFCO"-properNoun-fr
"COFCO"-properNoun-fr "COFCO"-properNoun-eo
"Comcast"-properNoun-eo "Comcast"-properNoun-fr
"Comcast"-properNoun-fr "Comcast"-properNoun-eo
"Commerzbank"-properNoun-eo "Commerzbank"-properNoun-fr
"Commerzbank"-properNoun-fr "Commerzbank"-properNoun-eo
"Commonwealth Bank of Australia"-properNoun-eo "Commonwealth Bank of Australia"-properNoun-fr
"Commonwealth Bank of Australia"-properNoun-fr "Commonwealth Bank of Australia"-properNoun-eo
"Compagnie Nationale à Portefeuille"-properNoun-eo "Compagnie Nationale à Portefeuille"-properNoun-fr
"Compagnie Nationale à Portefeuille"-properNoun-fr "Compagnie Nationale à Portefeuille"-properNoun-eo
"Compal"-properNoun-eo "Compal"-properNoun-fr
"Compal"-properNoun-fr "Compal"-properNoun-eo
"Compal Electronics"-properNoun-eo "Compal Electronics"-properNoun-fr
"Compal Electronics"-properNoun-fr "Compal Electronics"-properNoun-eo
"Compass"-properNoun-eo "Compass"-properNoun-fr
"Compass"-properNoun-fr "Compass"-properNoun-eo
"Compass Group"-properNoun-eo "Compass Group"-properNoun-fr
"Compass Group"-properNoun-fr "Compass Group"-properNoun-eo
"Conoco"-properNoun-eo "Conoco"-properNoun-fr
"Conoco"-properNoun-fr "Conoco"-properNoun-eo
"ConocoPhillips"-properNoun-eo "ConocoPhillips"-properNoun-fr
"ConocoPhillips"-properNoun-fr "ConocoPhillips"-properNoun-eo
"Continental"-properNoun-eo "Continental"-properNoun-fr
"Continental"-properNoun-fr "Continental"-properNoun-eo
"Coop"-properNoun-eo "Coop"-properNoun-fr
"Coop"-properNoun-fr "Coop"-properNoun-eo
"Co-operative Group"-properNoun-eo "Co-operative Group"-properNoun-fr
"Co-operative Group"-properNoun-fr "Co-operative Group"-properNoun-eo
"Cosmo Oil"-properNoun-eo "Cosmo Oil"-properNoun-fr
"Cosmo Oil"-properNoun-fr "Cosmo Oil"-properNoun-eo
"Costco"-properNoun-eo "Costco"-properNoun-fr
"Costco"-properNoun-fr "Costco"-properNoun-eo
"Costco Wholesale"-properNoun-eo "Costco Wholesale"-properNoun-fr
"Costco Wholesale"-properNoun-fr "Costco Wholesale"-properNoun-eo
"CPC"-properNoun-eo "CPC"-properNoun-fr
"CPC"-properNoun-fr "CPC"-properNoun-eo
"Credit Suisse"-properNoun-eo "Credit Suisse"-properNoun-fr
"Credit Suisse"-properNoun-fr "Credit Suisse"-properNoun-eo
"CREF"-properNoun-eo "CREF"-properNoun-fr
"CREF"-properNoun-fr "CREF"-properNoun-eo
"CRH"-properNoun-eo "CRH"-properNoun-fr
"CRH"-properNoun-fr "CRH"-properNoun-eo
"cumo"-noun-eo "cyme"-noun-fr
"cyme"-noun-fr "cumo"-noun-eo
"ĉuvaŝo"-noun-eo "Tchouvache"-noun-fr
"Tchouvache"-noun-fr "ĉuvaŝo"-noun-eo
"CVS"-properNoun-eo "CVS"-properNoun-fr
"CVS"-properNoun-fr "CVS"-properNoun-eo
"CVS Caremark"-properNoun-eo "CVS Caremark"-properNoun-fr
"CVS Caremark"-properNoun-fr "CVS Caremark"-properNoun-eo
"dadaisto"-noun-eo "dadaïste"-noun-fr
"dadaïste"-noun-fr "dadaisto"-noun-eo
"Dai-ichi Life Insurance"-properNoun-eo "Dai-ichi Life Insurance"-properNoun-fr
"Dai-ichi Life Insurance"-properNoun-fr "Dai-ichi Life Insurance"-properNoun-eo
"Dai Nippon"-properNoun-eo "Dai Nippon"-properNoun-fr
"Dai Nippon"-properNoun-fr "Dai Nippon"-properNoun-eo
"Dai Nippon Printing"-properNoun-eo "Dai Nippon Printing"-properNoun-fr
"Dai Nippon Printing"-properNoun-fr "Dai Nippon Printing"-properNoun-eo
"Daiwa"-properNoun-eo "Daiwa"-properNoun-fr
"Daiwa"-properNoun-fr "Daiwa"-properNoun-eo
"Daiwa House"-properNoun-eo "Daiwa House"-properNoun-fr
"Daiwa House"-properNoun-fr "Daiwa House"-properNoun-eo
"Daiwa House Industry"-properNoun-eo "Daiwa House Industry"-properNoun-fr
"Daiwa House Industry"-properNoun-fr "Daiwa House Industry"-properNoun-eo
"daktilo"-noun-eo "dactyle"-noun-fr
"dactyle"-noun-fr "daktilo"-noun-eo
"dalio"-noun-eo "dahlia"-noun-fr
"dahlia"-noun-fr "dalio"-noun-eo
"dalmatiko"-noun-eo "dalmatique"-noun-fr
"dalmatique"-noun-fr "dalmatiko"-noun-eo
"damaĝi"-verb-eo "porter préjudice"-verb-fr
"porter préjudice"-verb-fr "damaĝi"-verb-eo
"porter préjudice"-verb-fr "kompromiti"-verb-eo
"kompromiti"-verb-eo "porter préjudice"-verb-fr
"kompromiti"-verb-eo "faire du tort"-verb-fr
"kompromiti"-verb-eo "porter tort"-verb-fr
"damasko"-noun-eo "damas"-noun-fr
"damas"-noun-fr "damasko"-noun-eo
"damludo"-noun-eo "jeu de dames"-noun-fr
"jeu de dames"-noun-fr "damludo"-noun-eo
"damni"-verb-eo "damner"-verb-fr
"damner"-verb-fr "damni"-verb-eo
"dampilo"-noun-eo "étouffoir"-noun-fr
"étouffoir"-noun-fr "dampilo"-noun-eo
"dando"-noun-eo "dandy"-noun-fr
"dandy"-noun-fr "dando"-noun-eo
"danĝere"-adverb-eo "périlleusement"-adverb-fr
"périlleusement"-adverb-fr "danĝere"-adverb-eo
"danka"-adjective-eo "obligé"-adjective-fr
"obligé"-adjective-fr "danka"-adjective-eo
"Dankofesto"-properNoun-eo "Thanksgiving"-properNoun-fr
"Thanksgiving"-properNoun-fr "Dankofesto"-properNoun-eo
"Thanksgiving"-properNoun-fr "Dankotago"-properNoun-eo
"Dankotago"-properNoun-eo "Thanksgiving"-properNoun-fr
"dano"-noun-eo "Danois"-noun-fr
"Danois"-noun-fr "dano"-noun-eo
"Danske Bank"-properNoun-eo "Danske Bank"-properNoun-fr
"Danske Bank"-properNoun-fr "Danske Bank"-properNoun-eo
"Danske Bank Group"-properNoun-eo "Danske Bank Group"-properNoun-fr
"Danske Bank Group"-properNoun-fr "Danske Bank Group"-properNoun-eo
"taoïste"-adjective-fr "taoisma"-adjective-eo
"taoïste"-adjective-fr "taoista"-adjective-eo
"taoisma"-adjective-eo "taoïste"-adjective-fr
"taoista"-adjective-eo "taoïste"-adjective-fr
"taoïste"-noun-fr "taoisto"-noun-eo
"taoisto"-noun-eo "taoïste"-noun-fr
"daŭo"-noun-eo "dao"-noun-fr
"daŭo"-noun-eo "tao"-noun-fr
"dao"-noun-fr "daŭo"-noun-eo
"dao"-noun-fr "tao"-noun-eo
"tao"-noun-fr "daŭo"-noun-eo
"tao"-noun-fr "tao"-noun-eo
"tao"-noun-eo "dao"-noun-fr
"tao"-noun-eo "tao"-noun-fr
"daŭra"-adjective-eo "persistant"-adjective-fr
"persistant"-adjective-fr "daŭra"-adjective-eo
"dazipo"-noun-eo "tatou"-noun-fr
"tatou"-noun-fr "dazipo"-noun-eo
"de"-preposition-eo "depuis des"-preposition-fr
"depuis des"-preposition-fr "de"-preposition-eo
"debeti"-verb-eo "porter au débit"-verb-fr
"porter au débit"-verb-fr "debeti"-verb-eo
"de tempo al tempo"-adverb-eo "de temps à autre"-adverb-fr
"de temps à autre"-adverb-fr "de tempo al tempo"-adverb-eo
"debuti"-verb-eo "faire ses débuts"-verb-fr
"faire ses débuts"-verb-fr "debuti"-verb-eo
"dece"-adverb-eo "décemment"-adverb-fr
"décemment"-adverb-fr "dece"-adverb-eo
"decida"-adjective-eo "résolu"-adjective-fr
"résolu"-adjective-fr "decida"-adjective-eo
"résolu"-adjective-fr "rezoluta"-adjective-eo
"rezoluta"-adjective-eo "résolu"-adjective-fr
"decigramo"-noun-eo "décigramme"-noun-fr
"décigramme"-noun-fr "decigramo"-noun-eo
"decilitro"-noun-eo "décilitre"-noun-fr
"décilitre"-noun-fr "decilitro"-noun-eo
"décimale"-noun-fr "ono"-noun-eo
"ono"-noun-eo "décimale"-noun-fr
"ono"-noun-eo "fraction primitive"-noun-fr
"ono"-noun-eo "chiffre après la virgule"-noun-fr
"decimetro"-noun-eo "décimètre"-noun-fr
"décimètre"-noun-fr "decimetro"-noun-eo
"Deere"-properNoun-eo "Deere"-properNoun-fr
"Deere"-properNoun-fr "Deere"-properNoun-eo
"defensivo"-noun-eo "défensive"-noun-fr
"défensive"-noun-fr "defensivo"-noun-eo
"defetismo"-noun-eo "défaitisme"-noun-fr
"défaitisme"-noun-fr "defetismo"-noun-eo
"defii"-verb-eo "mettre au défi"-verb-fr
"defii"-verb-eo "narguer"-verb-fr
"mettre au défi"-verb-fr "defii"-verb-eo
"narguer"-verb-fr "defii"-verb-eo
"defluilo"-noun-eo "canal d'évacuation"-noun-fr
"defluilo"-noun-eo "caniveau"-noun-fr
"canal d'évacuation"-noun-fr "defluilo"-noun-eo
"caniveau"-noun-fr "defluilo"-noun-eo
"Dejmo"-properNoun-eo "Deimos"-properNoun-fr
"Deimos"-properNoun-fr "Dejmo"-properNoun-eo
"dekadenco"-noun-eo "déchéance"-noun-fr
"déchéance"-noun-fr "dekadenco"-noun-eo
"déchéance"-noun-fr "falo"-noun-eo
"falo"-noun-eo "déchéance"-noun-fr
"falo"-noun-eo "déconfiture"-noun-fr
"falo"-noun-eo "dégringolade"-noun-fr
"falo"-noun-eo "tombée"-noun-fr
"dekagramo"-noun-eo "décagramme"-noun-fr
"décagramme"-noun-fr "dekagramo"-noun-eo
"dekalitro"-noun-eo "décalitre"-noun-fr
"décalitre"-noun-fr "dekalitro"-noun-eo
"dekalogo"-noun-eo "décalogue"-noun-fr
"dekalogo"-noun-eo "dix commandements"-noun-fr
"décalogue"-noun-fr "dekalogo"-noun-eo
"dix commandements"-noun-fr "dekalogo"-noun-eo
"dekametro"-noun-eo "décamètre"-noun-fr
"décamètre"-noun-fr "dekametro"-noun-eo
"deklivi"-verb-eo "être en pente"-verb-fr
"être en pente"-verb-fr "deklivi"-verb-eo
"dekokti"-verb-eo "faire une décoction"-verb-fr
"faire une décoction"-verb-fr "dekokti"-verb-eo
"dekolti"-verb-eo "décolleter"-verb-fr
"décolleter"-verb-fr "dekolti"-verb-eo
"dekoracii"-verb-eo "enjoliver"-verb-fr
"enjoliver"-verb-fr "dekoracii"-verb-eo
"dekoracio"-noun-eo "décor de théâtre"-noun-fr
"décor de théâtre"-noun-fr "dekoracio"-noun-eo
"dekstruma"-adjective-eo "dans le sens des aiguilles d'une montre"-adjective-fr
"dekstruma"-adjective-eo "dextrorsum"-adjective-fr
"dans le sens des aiguilles d'une montre"-adjective-fr "dekstruma"-adjective-eo
"dextrorsum"-adjective-fr "dekstruma"-adjective-eo
"Delhaize"-properNoun-eo "Delhaize"-properNoun-fr
"Delhaize"-properNoun-fr "Delhaize"-properNoun-eo
"Delhaize Group"-properNoun-eo "Delhaize Group"-properNoun-fr
"Delhaize Group"-properNoun-fr "Delhaize Group"-properNoun-eo
"deliktulo"-noun-eo "déliquant"-noun-fr
"déliquant"-noun-fr "deliktulo"-noun-eo
"delokigo"-noun-eo "isométrie directe"-noun-fr
"delokigo"-noun-eo "isométrie positive"-noun-fr
"isométrie directe"-noun-fr "delokigo"-noun-eo
"isométrie positive"-noun-fr "delokigo"-noun-eo
"Delta"-properNoun-eo "Delta"-properNoun-fr
"Delta"-properNoun-fr "Delta"-properNoun-eo
"Delta Air Lines"-properNoun-eo "Delta Air Lines"-properNoun-fr
"Delta Air Lines"-properNoun-fr "Delta Air Lines"-properNoun-eo
"deltoido"-noun-eo "deltoïde"-noun-fr
"deltoïde"-noun-fr "deltoido"-noun-eo
"demagogo"-noun-eo "démagogue"-noun-fr
"démagogue"-noun-fr "demagogo"-noun-eo
"demandilo"-noun-eo "formulaire de demande"-noun-fr
"formulaire de demande"-noun-fr "demandilo"-noun-eo
"demono"-noun-eo "esprit malin"-noun-fr
"esprit malin"-noun-fr "demono"-noun-eo
"demonstri"-verb-eo "démontrable"-verb-fr
"démontrable"-verb-fr "demonstri"-verb-eo
"denaske"-adverb-eo "nativement"-adverb-fr
"nativement"-adverb-fr "denaske"-adverb-eo
"densejo"-noun-eo "endroit touffu"-noun-fr
"densejo"-noun-eo "broussaille"-noun-fr
"endroit touffu"-noun-fr "densejo"-noun-eo
"broussaille"-noun-fr "densejo"-noun-eo
"broussaille"-noun-fr "veprejo"-noun-eo
"veprejo"-noun-eo "broussaille"-noun-fr
"veprejo"-noun-eo "ronceraie"-noun-fr
"Denso"-properNoun-eo "Denso"-properNoun-fr
"Denso"-properNoun-fr "Denso"-properNoun-eo
"dentalo"-noun-eo "dentale"-noun-fr
"dentale"-noun-fr "dentalo"-noun-eo
"dentaro"-noun-eo "denture"-noun-fr
"denture"-noun-fr "dentaro"-noun-eo
"dentopikilo"-noun-eo "cure-dents"-noun-fr
"cure-dents"-noun-fr "dentopikilo"-noun-eo
"dentrado"-noun-eo "roue dentée"-noun-fr
"roue dentée"-noun-fr "dentrado"-noun-eo
"deponanto"-noun-eo "déponant"-noun-fr
"déponant"-noun-fr "deponanto"-noun-eo
"deponi"-verb-eo "laisser en dépôt"-verb-fr
"laisser en dépôt"-verb-fr "deponi"-verb-eo
"deprimo"-noun-eo "déprime"-noun-fr
"déprime"-noun-fr "deprimo"-noun-eo
"derivaĵo"-noun-eo "dérivé"-noun-fr
"dérivé"-noun-fr "derivaĵo"-noun-eo
"dermatozo"-noun-eo "dermatose"-noun-fr
"dermatozo"-noun-eo "maladie de peau"-noun-fr
"dermatose"-noun-fr "dermatozo"-noun-eo
"maladie de peau"-noun-fr "dermatozo"-noun-eo
"dermito"-noun-eo "dermite"-noun-fr
"dermite"-noun-fr "dermito"-noun-eo
"derviŝo"-noun-eo "derviche"-noun-fr
"derviche"-noun-fr "derviŝo"-noun-eo
"desegnofilmo"-noun-eo "dessin animé"-noun-fr
"dessin animé"-noun-fr "desegnofilmo"-noun-eo
"detala"-adjective-eo "circonstancié"-adjective-fr
"detala"-adjective-eo "de détail"-adjective-fr
"circonstancié"-adjective-fr "detala"-adjective-eo
"de détail"-adjective-fr "detala"-adjective-eo
"detalado"-noun-eo "examen détaillé"-noun-fr
"examen détaillé"-noun-fr "detalado"-noun-eo
"examen détaillé"-noun-fr "detaligo"-noun-eo
"detaligo"-noun-eo "examen détaillé"-noun-fr
"detale"-adverb-eo "par le menu"-adverb-fr
"par le menu"-adverb-fr "detale"-adverb-eo
"detektivo"-noun-eo "inspecteur de police"-noun-fr
"inspecteur de police"-noun-fr "detektivo"-noun-eo
"Deutsche Bahn"-properNoun-eo "Deutsche Bahn"-properNoun-fr
"Deutsche Bahn"-properNoun-fr "Deutsche Bahn"-properNoun-eo
"Deutsche Post"-properNoun-eo "Deutsche Post"-properNoun-fr
"Deutsche Post"-properNoun-fr "Deutsche Post"-properNoun-eo
"Deutsche Telekom"-properNoun-eo "Deutsche Telekom"-properNoun-fr
"Deutsche Telekom"-properNoun-fr "Deutsche Telekom"-properNoun-eo
"devizo"-noun-eo "mot d'ordre"-noun-fr
"mot d'ordre"-noun-fr "devizo"-noun-eo
"devono"-noun-eo "dévonien"-noun-fr
"dévonien"-noun-fr "devono"-noun-eo
"Dexia"-properNoun-eo "Dexia"-properNoun-fr
"Dexia"-properNoun-fr "Dexia"-properNoun-eo
"Dexia Group"-properNoun-eo "Dexia Group"-properNoun-fr
"Dexia Group"-properNoun-fr "Dexia Group"-properNoun-eo
"dezirinde"-adverb-eo "désirablement"-adverb-fr
