"supausadaments"-adverb-oc "soi-disant"-adverb-fr
"mieiambiental"-adjective-oc "environnemental"-adjective-fr
"experimentau"-adjective-oc "expérimental"-adjective-fr
"expérimental"-adjective-fr "experimentau"-adjective-oc
"expérimental"-adjective-fr "experimental"-adjective-oc
"experimental"-adjective-oc "expérimental"-adjective-fr
"medievau"-adjective-oc "médiéval"-adjective-fr
"médiéval"-adjective-fr "medievau"-adjective-oc
"médiéval"-adjective-fr "medieval"-adjective-oc
"medieval"-adjective-oc "médiéval"-adjective-fr
"nacionau"-adjective-oc "national"-adjective-fr
"national"-adjective-fr "nacionau"-adjective-oc
"national"-adjective-fr "nacional"-adjective-oc
"nacional"-adjective-oc "national"-adjective-fr
"musicau"-adjective-oc "musical"-adjective-fr
"musical"-adjective-fr "musicau"-adjective-oc
"musical"-adjective-fr "musical"-adjective-oc
"musical"-adjective-oc "musical"-adjective-fr
"constitucionau"-adjective-oc "constitutionnel"-adjective-fr
"constitutionnel"-adjective-fr "constitucionau"-adjective-oc
"constitutionnel"-adjective-fr "constitucional"-adjective-oc
"constitucional"-adjective-oc "constitutionnel"-adjective-fr
"parallel"-adjective-oc "parallèle"-adjective-fr
"parallèle"-adjective-fr "parallel"-adjective-oc
"proporcionau"-adjective-oc "proportionnel"-adjective-fr
"proportionnel"-adjective-fr "proporcionau"-adjective-oc
"proportionnel"-adjective-fr "proporcional"-adjective-oc
"proporcional"-adjective-oc "proportionnel"-adjective-fr
"intellectuau"-adjective-oc "intellectuel"-adjective-fr
"intellectuel"-adjective-fr "intellectuau"-adjective-oc
"intellectuel"-adjective-fr "intellectual"-adjective-oc
"intellectual"-adjective-oc "intellectuel"-adjective-fr
"incondicionau"-adjective-oc "inconditionnel"-adjective-fr
"inconditionnel"-adjective-fr "incondicionau"-adjective-oc
"inconditionnel"-adjective-fr "incondicional"-adjective-oc
"incondicional"-adjective-oc "inconditionnel"-adjective-fr
"alièn"-adjective-oc "d'autrui"-adjective-fr
"d'autrui"-adjective-fr "alièn"-adjective-oc
"digital"-adjective-fr "digitau"-adjective-oc
"digital"-adjective-fr "digital"-adjective-oc
"digitau"-adjective-oc "digital"-adjective-fr
"digital"-adjective-oc "digital"-adjective-fr
"industriau"-adjective-oc "industriel"-adjective-fr
"industriel"-adjective-fr "industriau"-adjective-oc
"industriel"-adjective-fr "industrial"-adjective-oc
"industrial"-adjective-oc "industriel"-adjective-fr
"orientau"-adjective-oc "oriental"-adjective-fr
"oriental"-adjective-fr "orientau"-adjective-oc
"oriental"-adjective-fr "oriental"-adjective-oc
"oriental"-adjective-oc "oriental"-adjective-fr
"maximal"-adjective-oc "maximal"-adjective-fr
"maximal"-adjective-fr "maximal"-adjective-oc
"maximal"-adjective-fr "maxim"-adjective-oc
"maxim"-adjective-oc "maximal"-adjective-fr
"patrimoniau"-adjective-oc "patrimonial"-adjective-fr
"patrimonial"-adjective-fr "patrimoniau"-adjective-oc
"patrimonial"-adjective-fr "patrimonial"-adjective-oc
"patrimonial"-adjective-oc "patrimonial"-adjective-fr
"verticau"-adjective-oc "vertical"-adjective-fr
"vertical"-adjective-fr "verticau"-adjective-oc
"vertical"-adjective-fr "vertical"-adjective-oc
"vertical"-adjective-oc "vertical"-adjective-fr
"artesanau"-adjective-oc "artisanal"-adjective-fr
"artisanal"-adjective-fr "artesanau"-adjective-oc
"artisanal"-adjective-fr "artesanal"-adjective-oc
"artesanal"-adjective-oc "artisanal"-adjective-fr
"espaciau"-adjective-oc "spatial"-adjective-fr
"spatial"-adjective-fr "espaciau"-adjective-oc
"spatial"-adjective-fr "espacial"-adjective-oc
"espacial"-adjective-oc "spatial"-adjective-fr
"occidentau"-adjective-oc "occidental"-adjective-fr
"occidental"-adjective-fr "occidentau"-adjective-oc
"occidental"-adjective-fr "occidental"-adjective-oc
"occidental"-adjective-oc "occidental"-adjective-fr
"graduau"-adjective-oc "graduel"-adjective-fr
"graduel"-adjective-fr "graduau"-adjective-oc
"graduel"-adjective-fr "gradual"-adjective-oc
"gradual"-adjective-oc "graduel"-adjective-fr
"pastorau"-adjective-oc "pastoral"-adjective-fr
"pastoral"-adjective-fr "pastorau"-adjective-oc
"pastoral"-adjective-fr "pastoral"-adjective-oc
"pastoral"-adjective-oc "pastoral"-adjective-fr
"rurau"-adjective-oc "rural"-adjective-fr
"rural"-adjective-fr "rurau"-adjective-oc
"rural"-adjective-fr "rural"-adjective-oc
"rural"-adjective-oc "rural"-adjective-fr
"antisociau"-adjective-oc "antisocial"-adjective-fr
"antisocial"-adjective-fr "antisociau"-adjective-oc
"antisocial"-adjective-fr "antisocial"-adjective-oc
"antisocial"-adjective-oc "antisocial"-adjective-fr
"orizontau"-adjective-oc "horizontal"-adjective-fr
"horizontal"-adjective-fr "orizontau"-adjective-oc
"horizontal"-adjective-fr "orizontal"-adjective-oc
"orizontal"-adjective-oc "horizontal"-adjective-fr
"plurau"-adjective-oc "pluriel"-adjective-fr
"pluriel"-adjective-fr "plurau"-adjective-oc
"pluriel"-adjective-fr "plural"-adjective-oc
"plural"-adjective-oc "pluriel"-adjective-fr
"medicau"-adjective-oc "médical"-adjective-fr
"médical"-adjective-fr "medicau"-adjective-oc
"médical"-adjective-fr "medical"-adjective-oc
"medical"-adjective-oc "médical"-adjective-fr
"mentau"-adjective-oc "mental"-adjective-fr
"mental"-adjective-fr "mentau"-adjective-oc
"mental"-adjective-fr "mental"-adjective-oc
"mental"-adjective-oc "mental"-adjective-fr
"morau"-adjective-oc "moral"-adjective-fr
"moral"-adjective-fr "morau"-adjective-oc
"moral"-adjective-fr "moral"-adjective-oc
"moral"-adjective-oc "moral"-adjective-fr
"professionau"-adjective-oc "professionnel"-adjective-fr
"professionnel"-adjective-fr "professionau"-adjective-oc
"professionnel"-adjective-fr "professional"-adjective-oc
"professional"-adjective-oc "professionnel"-adjective-fr
"internacionau"-adjective-oc "international"-adjective-fr
"international"-adjective-fr "internacionau"-adjective-oc
"international"-adjective-fr "internacional"-adjective-oc
"internacional"-adjective-oc "international"-adjective-fr
"sexuau"-adjective-oc "sexuel"-adjective-fr
"sexuel"-adjective-fr "sexuau"-adjective-oc
"sexuel"-adjective-fr "sexual"-adjective-oc
"sexual"-adjective-oc "sexuel"-adjective-fr
"institucionau"-adjective-oc "institutionnel"-adjective-fr
"institutionnel"-adjective-fr "institucionau"-adjective-oc
"institutionnel"-adjective-fr "institucional"-adjective-oc
"institucional"-adjective-oc "institutionnel"-adjective-fr
"estructurau"-adjective-oc "structural"-adjective-fr
"structural"-adjective-fr "estructurau"-adjective-oc
"structural"-adjective-fr "estructural"-adjective-oc
"estructural"-adjective-oc "structural"-adjective-fr
"oficiau"-adjective-oc "officiel"-adjective-fr
"officiel"-adjective-fr "oficiau"-adjective-oc
"officiel"-adjective-fr "oficial"-adjective-oc
"oficial"-adjective-oc "officiel"-adjective-fr
"textuau"-adjective-oc "textuel"-adjective-fr
"textuel"-adjective-fr "textuau"-adjective-oc
"textuel"-adjective-fr "textual"-adjective-oc
"textual"-adjective-oc "textuel"-adjective-fr
"criminau"-adjective-oc "criminel"-adjective-fr
"criminel"-adjective-fr "criminau"-adjective-oc
"criminel"-adjective-fr "criminal"-adjective-oc
"criminel"-adjective-fr "penau"-adjective-oc
"criminel"-adjective-fr "penal"-adjective-oc
"criminal"-adjective-oc "criminel"-adjective-fr
"penau"-adjective-oc "criminel"-adjective-fr
"penau"-adjective-oc "pénal"-adjective-fr
"penal"-adjective-oc "criminel"-adjective-fr
"penal"-adjective-oc "pénal"-adjective-fr
"pénal"-adjective-fr "penau"-adjective-oc
"pénal"-adjective-fr "penal"-adjective-oc
"aficionat"-adjective-oc "amateur"-adjective-fr
"amateur"-adjective-fr "aficionat"-adjective-oc
"fédéral"-adjective-fr "federau"-adjective-oc
"fédéral"-adjective-fr "federal"-adjective-oc
"federau"-adjective-oc "fédéral"-adjective-fr
"federal"-adjective-oc "fédéral"-adjective-fr
"bon mercat"-adjective-oc "bon marché"-adjective-fr
"bon marché"-adjective-fr "bon mercat"-adjective-oc
"bon marché"-adjective-fr "barat"-adjective-oc
"barat"-adjective-oc "bon marché"-adjective-fr
"Astúrias"-properNoun-oc "Asturies"-properNoun-fr
"Asturies"-properNoun-fr "Astúrias"-properNoun-oc
"Bagdad"-properNoun-oc "Bagdad"-properNoun-fr
"Bagdad"-properNoun-fr "Bagdad"-properNoun-oc
"Canaries"-properNoun-fr "Canàries"-properNoun-oc
"Canàries"-properNoun-oc "Canaries"-properNoun-fr
"Sahara"-properNoun-oc "Sahara"-properNoun-fr
"Sahara"-properNoun-fr "Sahara"-properNoun-oc
"estossegadera"-noun-oc "toux"-noun-fr
"toux"-noun-fr "estossegadera"-noun-oc
"ciseau"-noun-fr "estalhants"-noun-oc
"estalhants"-noun-oc "ciseau"-noun-fr
"Telefónica"-properNoun-oc "Telefónica"-properNoun-fr
"Telefónica"-properNoun-fr "Telefónica"-properNoun-oc
"ath revèrs"-adverb-oc "à l'envers"-adverb-fr
"à l'envers"-adverb-fr "ath revèrs"-adverb-oc
"à l'envers"-adverb-fr "al revèrs"-adverb-oc
"al revèrs"-adverb-oc "à l'envers"-adverb-fr
"peth dusau còp"-adverb-oc "pour la deuxième fois"-adverb-fr
"pour la deuxième fois"-adverb-fr "peth dusau còp"-adverb-oc
"pour la deuxième fois"-adverb-fr "pel segond còp"-adverb-oc
"pel segond còp"-adverb-oc "pour la deuxième fois"-adverb-fr
"quitament pas"-adverb-oc "même pas"-adverb-fr
"même pas"-adverb-fr "quitament pas"-adverb-oc
"même pas"-adverb-fr "ne"-adverb-oc
"ne"-adverb-oc "même pas"-adverb-fr
"impunidaments"-adverb-oc "impunément"-adverb-fr
"impunément"-adverb-fr "impunidaments"-adverb-oc
"impunément"-adverb-fr "impunidament"-adverb-oc
"impunidament"-adverb-oc "impunément"-adverb-fr
"Seat"-properNoun-oc "Seat"-properNoun-fr
"Seat"-properNoun-fr "Seat"-properNoun-oc
"museta"-noun-oc "sac à dos"-noun-fr
"sac à dos"-noun-fr "museta"-noun-oc
"sac à dos"-noun-fr "morralet"-noun-oc
"morralet"-noun-oc "sac à dos"-noun-fr
"pomul"-noun-oc "pommette"-noun-fr
"pommette"-noun-fr "pomul"-noun-oc
"corps de métier"-noun-fr "grèmi"-noun-oc
"corps de métier"-noun-fr "gremi"-noun-oc
"grèmi"-noun-oc "corps de métier"-noun-fr
"gremi"-noun-oc "corps de métier"-noun-fr
"tint"-noun-oc "teinture"-noun-fr
"teinture"-noun-fr "tint"-noun-oc
"pedriatre"-noun-oc "pédiatre"-noun-fr
"pédiatre"-noun-fr "pedriatre"-noun-oc
"retòca"-noun-oc "retouche"-noun-fr
"retouche"-noun-fr "retòca"-noun-oc
"suer"-noun-oc "beaux-parents"-noun-fr
"beaux-parents"-noun-fr "suer"-noun-oc
"tremoladís"-noun-oc "tremblement"-noun-fr
"tremblement"-noun-fr "tremoladís"-noun-oc
"justet"-noun-oc "gilet"-noun-fr
"gilet"-noun-fr "justet"-noun-oc
"horment"-noun-oc "froment"-noun-fr
"froment"-noun-fr "horment"-noun-oc
"froment"-noun-fr "forment"-noun-oc
"forment"-noun-oc "froment"-noun-fr
"canari"-adjective-oc "canarien"-adjective-fr
"canarien"-adjective-fr "canari"-adjective-oc
"espanhòu"-adjective-oc "espagnol"-adjective-fr
"espagnol"-adjective-fr "espanhòu"-adjective-oc
"espagnol"-adjective-fr "espanhòl"-adjective-oc
"espanhòl"-adjective-oc "espagnol"-adjective-fr
"audiovisuau"-adjective-oc "audiovisuel"-adjective-fr
"audiovisuel"-adjective-fr "audiovisuau"-adjective-oc
"audiovisuel"-adjective-fr "audiovisual"-adjective-oc
"audiovisual"-adjective-oc "audiovisuel"-adjective-fr
"bilaterau"-adjective-oc "bilatéral"-adjective-fr
"bilatéral"-adjective-fr "bilaterau"-adjective-oc
"bilatéral"-adjective-fr "bilateral"-adjective-oc
"bilateral"-adjective-oc "bilatéral"-adjective-fr
"continentau"-adjective-oc "continental"-adjective-fr
"continental"-adjective-fr "continentau"-adjective-oc
"continental"-adjective-fr "continental"-adjective-oc
"continental"-adjective-oc "continental"-adjective-fr
"diürn"-adjective-oc "diurne"-adjective-fr
"diurne"-adjective-fr "diürn"-adjective-oc
"fiscau"-adjective-oc "fiscal"-adjective-fr
"fiscal"-adjective-fr "fiscau"-adjective-oc
"fiscal"-adjective-fr "fiscal"-adjective-oc
"fiscal"-adjective-oc "fiscal"-adjective-fr
"governamentau"-adjective-oc "gouvernemental"-adjective-fr
"gouvernemental"-adjective-fr "governamentau"-adjective-oc
"gouvernemental"-adjective-fr "governamental"-adjective-oc
"governamental"-adjective-oc "gouvernemental"-adjective-fr
"omosexuau"-adjective-oc "homosexuel"-adjective-fr
"homosexuel"-adjective-fr "omosexuau"-adjective-oc
"homosexuel"-adjective-fr "omosexual"-adjective-oc
"omosexual"-adjective-oc "homosexuel"-adjective-fr
"analfabèt"-adjective-oc "analphabète"-adjective-fr
"analphabète"-adjective-fr "analfabèt"-adjective-oc
"lexical"-adjective-fr "lexical"-adjective-oc
"lexical"-adjective-fr "lexicau"-adjective-oc
"lexical"-adjective-oc "lexical"-adjective-fr
"lexicau"-adjective-oc "lexical"-adjective-fr
"manuau"-adjective-oc "manuel"-adjective-fr
"manuel"-adjective-fr "manuau"-adjective-oc
"manuel"-adjective-fr "manual"-adjective-oc
"manual"-adjective-oc "manuel"-adjective-fr
"maternel"-adjective-fr "mairau"-adjective-oc
"maternel"-adjective-fr "mairal"-adjective-oc
"mairau"-adjective-oc "maternel"-adjective-fr
"mairal"-adjective-oc "maternel"-adjective-fr
"minimal"-adjective-oc "minimal"-adjective-fr
"minimal"-adjective-fr "minimal"-adjective-oc
"minimal"-adjective-fr "minim"-adjective-oc
"minim"-adjective-oc "minimal"-adjective-fr
"ministeriau"-adjective-oc "ministériel"-adjective-fr
"ministériel"-adjective-fr "ministeriau"-adjective-oc
"ministériel"-adjective-fr "ministerial"-adjective-oc
"ministerial"-adjective-oc "ministériel"-adjective-fr
"abans-darrèr"-adjective-oc "avant-dernier"-adjective-fr
"avant-dernier"-adjective-fr "abans-darrèr"-adjective-oc
"avant-dernier"-adjective-fr "abans-darrièr"-adjective-oc
"abans-darrièr"-adjective-oc "avant-dernier"-adjective-fr
"potenciau"-adjective-oc "potentiel"-adjective-fr
"potentiel"-adjective-fr "potenciau"-adjective-oc
"potentiel"-adjective-fr "potencial"-adjective-oc
"potencial"-adjective-oc "potentiel"-adjective-fr
"presidenciau"-adjective-oc "présidentiel"-adjective-fr
"présidentiel"-adjective-fr "presidenciau"-adjective-oc
"présidentiel"-adjective-fr "presidencial"-adjective-oc
"presidencial"-adjective-oc "présidentiel"-adjective-fr
"residenciau"-adjective-oc "résidentiel"-adjective-fr
"résidentiel"-adjective-fr "residenciau"-adjective-oc
"résidentiel"-adjective-fr "residencial"-adjective-oc
"residencial"-adjective-oc "résidentiel"-adjective-fr
"rituau"-adjective-oc "rituel"-adjective-fr
"rituel"-adjective-fr "rituau"-adjective-oc
"rituel"-adjective-fr "ritual"-adjective-oc
"ritual"-adjective-oc "rituel"-adjective-fr
"semestrau"-adjective-oc "semestriel"-adjective-fr
"semestriel"-adjective-fr "semestrau"-adjective-oc
"semestriel"-adjective-fr "semestral"-adjective-oc
"semestral"-adjective-oc "semestriel"-adjective-fr
"sindicau"-adjective-oc "syndical"-adjective-fr
"syndical"-adjective-fr "sindicau"-adjective-oc
"syndical"-adjective-fr "sindical"-adjective-oc
"sindical"-adjective-oc "syndical"-adjective-fr
"territoriau"-adjective-oc "territorial"-adjective-fr
"territorial"-adjective-fr "territoriau"-adjective-oc
"territorial"-adjective-fr "territorial"-adjective-oc
"territorial"-adjective-oc "territorial"-adjective-fr
"texil"-adjective-oc "textile"-adjective-fr
"textile"-adjective-fr "texil"-adjective-oc
"teatrau"-adjective-oc "théâtral"-adjective-fr
"théâtral"-adjective-fr "teatrau"-adjective-oc
"théâtral"-adjective-fr "teatral"-adjective-oc
"teatral"-adjective-oc "théâtral"-adjective-fr
"universel"-adjective-fr "universau"-adjective-oc
"universel"-adjective-fr "universal"-adjective-oc
"universau"-adjective-oc "universel"-adjective-fr
"universal"-adjective-oc "universel"-adjective-fr
"departamentau"-adjective-oc "départemental"-adjective-fr
"départemental"-adjective-fr "departamentau"-adjective-oc
"départemental"-adjective-fr "departamental"-adjective-oc
"departamental"-adjective-oc "départemental"-adjective-fr
"gramaticau"-adjective-oc "grammatical"-adjective-fr
"grammatical"-adjective-fr "gramaticau"-adjective-oc
"grammatical"-adjective-fr "gramatical"-adjective-oc
"gramatical"-adjective-oc "grammatical"-adjective-fr
"maitiau"-adjective-oc "matinal"-adjective-fr
"matinal"-adjective-fr "maitiau"-adjective-oc
"matinal"-adjective-fr "maitial"-adjective-oc
"maitial"-adjective-oc "matinal"-adjective-fr
"televisiu"-adjective-oc "télévisuel"-adjective-fr
"télévisuel"-adjective-fr "televisiu"-adjective-oc
"masclista"-adjective-oc "machiste"-adjective-fr
"machiste"-adjective-fr "masclista"-adjective-oc
"machiste"-adjective-fr "maschista"-adjective-oc
"maschista"-adjective-oc "machiste"-adjective-fr
"gatilop"-noun-oc "lynx"-noun-fr
"lynx"-noun-fr "gatilop"-noun-oc
"s'il vous plaît"-interjection-fr "se vos plai"-interjection-oc
"s'il vous plaît"-interjection-fr "se vos platz"-interjection-oc
"se vos plai"-interjection-oc "s'il vous plaît"-interjection-fr
"se vos platz"-interjection-oc "s'il vous plaît"-interjection-fr
"Chechènia"-properNoun-oc "Tchétchénie"-properNoun-fr
"Tchétchénie"-properNoun-fr "Chechènia"-properNoun-oc
"Tchétchénie"-properNoun-fr "Chechenia"-properNoun-oc
"Chechenia"-properNoun-oc "Tchétchénie"-properNoun-fr
"neoliberau"-adjective-oc "néolibéral"-adjective-fr
"néolibéral"-adjective-fr "neoliberau"-adjective-oc
"néolibéral"-adjective-fr "neoliberal"-adjective-oc
"neoliberal"-adjective-oc "néolibéral"-adjective-fr
"Ourense"-properNoun-fr "Orense"-properNoun-oc
"Orense"-properNoun-oc "Ourense"-properNoun-fr
"frôlement"-noun-fr "heiregada"-noun-oc
"heiregada"-noun-oc "frôlement"-noun-fr
"pòc"-adjective-oc "peu de"-adjective-fr
"peu de"-adjective-fr "pòc"-adjective-oc
"peu de"-adjective-fr "pauc"-adjective-oc
"pauc"-adjective-oc "peu de"-adjective-fr
"Bavièra"-properNoun-oc "Bavière"-properNoun-fr
"Bavière"-properNoun-fr "Bavièra"-properNoun-oc
"otelèr"-adjective-oc "hôtelier"-adjective-fr
"hôtelier"-adjective-fr "otelèr"-adjective-oc
"hôtelier"-adjective-fr "otelièr"-adjective-oc
"otelièr"-adjective-oc "hôtelier"-adjective-fr
"testimoniau"-adjective-oc "testimonial"-adjective-fr
"testimonial"-adjective-fr "testimoniau"-adjective-oc
"testimonial"-adjective-fr "testimonial"-adjective-oc
"testimonial"-adjective-oc "testimonial"-adjective-fr
"indéniable"-adjective-fr "innegable"-adjective-oc
"innegable"-adjective-oc "indéniable"-adjective-fr
"dineròla"-noun-oc "tirelire"-noun-fr
"tirelire"-noun-fr "dineròla"-noun-oc
"pour la troisième fois"-adverb-fr "pel tresen còp"-adverb-oc
"pour la troisième fois"-adverb-fr "peth tresau còp"-adverb-oc
"pel tresen còp"-adverb-oc "pour la troisième fois"-adverb-fr
"peth tresau còp"-adverb-oc "pour la troisième fois"-adverb-fr
