"quelque"-determiner-fr "qualque"-determiner-oc
"manifeste"-noun-fr "manifèst"-noun-oc
"evidéncia"-noun-oc "évidence"-noun-fr
"évidence"-noun-fr "evidéncia"-noun-oc
"reclamacion"-noun-oc "réclamation"-noun-fr
"réclamation"-noun-fr "reclamacion"-noun-oc
"simulacion"-noun-oc "simulation"-noun-fr
"simulation"-noun-fr "simulacion"-noun-oc
"spéculation"-noun-fr "especulacion"-noun-oc
"especulacion"-noun-oc "spéculation"-noun-fr
"saut"-noun-oc "saut"-noun-fr
"saut"-noun-fr "saut"-noun-oc
"latte"-noun-fr "listron"-noun-oc
"listron"-noun-oc "latte"-noun-fr
"contusion"-noun-oc "meurtrissure"-noun-fr
"meurtrissure"-noun-fr "contusion"-noun-oc
"intelligéncia"-noun-oc "intelligence"-noun-fr
"intelligence"-noun-fr "intelligéncia"-noun-oc
"expression"-noun-oc "expression"-noun-fr
"expression"-noun-fr "expression"-noun-oc
"orientation"-noun-fr "orientacion"-noun-oc
"orientacion"-noun-oc "orientation"-noun-fr
"catalogue"-noun-fr "catalòg"-noun-oc
"catalòg"-noun-oc "catalogue"-noun-fr
"repertòri"-noun-oc "répertoire"-noun-fr
"répertoire"-noun-fr "repertòri"-noun-oc
"assassin"-noun-oc "assassin"-noun-fr
"assassin"-noun-fr "assassin"-noun-oc
"meurtre"-noun-fr "omicidi"-noun-oc
"omicidi"-noun-oc "meurtre"-noun-fr
"assassinat"-noun-oc "assassinat"-noun-fr
"assassinat"-noun-fr "assassinat"-noun-oc
"colonizacion"-noun-oc "colonisation"-noun-fr
"colonisation"-noun-fr "colonizacion"-noun-oc
"bòta"-noun-oc "botte"-noun-fr
"botte"-noun-fr "bòta"-noun-oc
"indignation"-noun-fr "indignacion"-noun-oc
"indignacion"-noun-oc "indignation"-noun-fr
"scandale"-noun-fr "escandal"-noun-oc
"escandal"-noun-oc "scandale"-noun-fr
"invention"-noun-fr "invencion"-noun-oc
"invencion"-noun-oc "invention"-noun-fr
"mythe"-noun-fr "mite"-noun-oc
"mite"-noun-oc "mythe"-noun-fr
"fiction"-noun-fr "ficcion"-noun-oc
"ficcion"-noun-oc "fiction"-noun-fr
"renard"-noun-fr "rainal"-noun-oc
"renard"-noun-fr "guèine"-noun-oc
"rainal"-noun-oc "renard"-noun-fr
"guèine"-noun-oc "renard"-noun-fr
"esparvièr"-noun-oc "épervier"-noun-fr
"épervier"-noun-fr "esparvièr"-noun-oc
"racine"-noun-fr "arraïc"-noun-oc
"arraïc"-noun-oc "racine"-noun-fr
"interaccion"-noun-oc "interaction"-noun-fr
"interaction"-noun-fr "interaccion"-noun-oc
"arròda"-noun-oc "roue"-noun-fr
"roue"-noun-fr "arròda"-noun-oc
"roue"-noun-fr "ròda"-noun-oc
"ròda"-noun-oc "roue"-noun-fr
"manipulation"-noun-fr "manipulacion"-noun-oc
"manipulacion"-noun-oc "manipulation"-noun-fr
"tribune"-noun-fr "tribuna"-noun-oc
"tribuna"-noun-oc "tribune"-noun-fr
"predisposicion"-noun-oc "prédisposition"-noun-fr
"prédisposition"-noun-fr "predisposicion"-noun-oc
"paupeta"-noun-oc "paupière"-noun-fr
"paupière"-noun-fr "paupeta"-noun-oc
"paupière"-noun-fr "parpèla"-noun-oc
"parpèla"-noun-oc "paupière"-noun-fr
"valvula"-noun-oc "soupape"-noun-fr
"soupape"-noun-fr "valvula"-noun-oc
"aurelha"-noun-oc "oreille"-noun-fr
"oreille"-noun-fr "aurelha"-noun-oc
"baron"-noun-oc "baron"-noun-fr
"baron"-noun-fr "baron"-noun-oc
"interprèt"-noun-oc "interprète"-noun-fr
"interprète"-noun-fr "interprèt"-noun-oc
"presentador"-noun-oc "présentateur"-noun-fr
"présentateur"-noun-fr "presentador"-noun-oc
"jogaire"-noun-oc "joueur"-noun-fr
"joueur"-noun-fr "jogaire"-noun-oc
"joueur"-noun-fr "jogador"-noun-oc
"jogador"-noun-oc "joueur"-noun-fr
"eròi"-noun-oc "héros"-noun-fr
"héros"-noun-fr "eròi"-noun-oc
"sègle"-noun-oc "siècle"-noun-fr
"siècle"-noun-fr "sègle"-noun-oc
"siècle"-noun-fr "segle"-noun-oc
"segle"-noun-oc "siècle"-noun-fr
"monde"-noun-fr "mond"-noun-oc
"mond"-noun-oc "monde"-noun-fr
"ciutadanetat"-noun-oc "citoyenneté"-noun-fr
"citoyenneté"-noun-fr "ciutadanetat"-noun-oc
"nacion"-noun-oc "nation"-noun-fr
"nation"-noun-fr "nacion"-noun-oc
"tresaur"-noun-oc "trésor"-noun-fr
"trésor"-noun-fr "tresaur"-noun-oc
"politica"-noun-oc "politique"-noun-fr
"politique"-noun-fr "politica"-noun-oc
"survivance"-noun-fr "subrevivença"-noun-oc
"subrevivença"-noun-oc "survivance"-noun-fr
"justificacion"-noun-oc "justification"-noun-fr
"justification"-noun-fr "justificacion"-noun-oc
"invitacion"-noun-oc "invitation"-noun-fr
"invitation"-noun-fr "invitacion"-noun-oc
"tentation"-noun-fr "temptacion"-noun-oc
"temptacion"-noun-oc "tentation"-noun-fr
"oubli"-noun-fr "oblit"-noun-oc
"oblit"-noun-oc "oubli"-noun-fr
"capitaine"-noun-fr "capitan"-noun-oc
"capitaine"-noun-fr "capitani"-noun-oc
"capitan"-noun-oc "capitaine"-noun-fr
"capitani"-noun-oc "capitaine"-noun-fr
"trafic"-noun-oc "trafic"-noun-fr
"trafic"-noun-fr "trafic"-noun-oc
"trànsit"-noun-oc "transit"-noun-fr
"transit"-noun-fr "trànsit"-noun-oc
"transit"-noun-fr "transit"-noun-oc
"transit"-noun-oc "transit"-noun-fr
"chronomètre"-noun-fr "cronomètre"-noun-oc
"cronomètre"-noun-oc "chronomètre"-noun-fr
"patz"-noun-oc "paix"-noun-fr
"paix"-noun-fr "patz"-noun-oc
"vengeance"-noun-fr "venjança"-noun-oc
"vengeance"-noun-fr "resvenjadissa"-noun-oc
"venjança"-noun-oc "vengeance"-noun-fr
"resvenjadissa"-noun-oc "vengeance"-noun-fr
"revenja"-noun-oc "revanche"-noun-fr
"revanche"-noun-fr "revenja"-noun-oc
"interpellation"-noun-fr "interpellacion"-noun-oc
"interpellacion"-noun-oc "interpellation"-noun-fr
"mediacion"-noun-oc "médiation"-noun-fr
"médiation"-noun-fr "mediacion"-noun-oc
"aviacion"-noun-oc "aviation"-noun-fr
"aviation"-noun-fr "aviacion"-noun-oc
"préservatif"-noun-fr "preservatiu"-noun-oc
"preservatiu"-noun-oc "préservatif"-noun-fr
"cocaïne"-noun-fr "cocaïna"-noun-oc
"cocaïna"-noun-oc "cocaïne"-noun-fr
"gâteau"-noun-fr "còca"-noun-oc
"còca"-noun-oc "gâteau"-noun-fr
"foie"-noun-fr "hitge"-noun-oc
"foie"-noun-fr "fetge"-noun-oc
"hitge"-noun-oc "foie"-noun-fr
"fetge"-noun-oc "foie"-noun-fr
"patè"-noun-oc "pâté"-noun-fr
"pâté"-noun-fr "patè"-noun-oc
"chair"-noun-fr "mascadura"-noun-oc
"chair"-noun-fr "carn"-noun-oc
"mascadura"-noun-oc "chair"-noun-fr
"mascadura"-noun-oc "viande"-noun-fr
"carn"-noun-oc "chair"-noun-fr
"carn"-noun-oc "viande"-noun-fr
"viande"-noun-fr "mascadura"-noun-oc
"viande"-noun-fr "carn"-noun-oc
"infinit"-noun-oc "infini"-noun-fr
"infini"-noun-fr "infinit"-noun-oc
"profession"-noun-fr "profession"-noun-oc
"profession"-noun-oc "profession"-noun-fr
"professionnel"-noun-fr "professional"-noun-oc
"professional"-noun-oc "professionnel"-noun-fr
"pédagogue"-noun-fr "pedagòg"-noun-oc
"pedagòg"-noun-oc "pédagogue"-noun-fr
"jeunesse"-noun-fr "joinessa"-noun-oc
"jeunesse"-noun-fr "joensa"-noun-oc
"jeunesse"-noun-fr "joenessa"-noun-oc
"jeunesse"-noun-fr "joventut"-noun-oc
"joinessa"-noun-oc "jeunesse"-noun-fr
"joensa"-noun-oc "jeunesse"-noun-fr
"joenessa"-noun-oc "jeunesse"-noun-fr
"joventut"-noun-oc "jeunesse"-noun-fr
"gendre"-noun-fr "gendre"-noun-oc
"gendre"-noun-oc "gendre"-noun-fr
"ireua"-noun-oc "bru"-noun-fr
"bru"-noun-fr "ireua"-noun-oc
"prince"-noun-fr "prince"-noun-oc
"prince"-noun-oc "prince"-noun-fr
"craba"-noun-oc "chèvre"-noun-fr
"chèvre"-noun-fr "craba"-noun-oc
"chèvre"-noun-fr "cabra"-noun-oc
"cabra"-noun-oc "chèvre"-noun-fr
"escanèr"-noun-oc "scanner"-noun-fr
"scanner"-noun-fr "escanèr"-noun-oc
"tambor"-noun-oc "tambour"-noun-fr
"tambour"-noun-fr "tambor"-noun-oc
"axe"-noun-fr "ais"-noun-oc
"axe"-noun-fr "axe"-noun-oc
"ais"-noun-oc "axe"-noun-fr
"ais"-noun-oc "essieu"-noun-fr
"axe"-noun-oc "axe"-noun-fr
"essieu"-noun-fr "ais"-noun-oc
"caulet"-noun-oc "chou"-noun-fr
"chou"-noun-fr "caulet"-noun-oc
"contraste"-noun-fr "contrast"-noun-oc
"contrast"-noun-oc "contraste"-noun-fr
"inegalitat"-noun-oc "inégalité"-noun-fr
"inégalité"-noun-fr "inegalitat"-noun-oc
"injustice"-noun-fr "injustícia"-noun-oc
"injustícia"-noun-oc "injustice"-noun-fr
"fréquence"-noun-fr "frequéncia"-noun-oc
"frequéncia"-noun-oc "fréquence"-noun-fr
"incidéncia"-noun-oc "incidence"-noun-fr
"incidence"-noun-fr "incidéncia"-noun-oc
"majuscule"-noun-fr "majuscula"-noun-oc
"majuscula"-noun-oc "majuscule"-noun-fr
"diplomacia"-noun-oc "diplomatie"-noun-fr
"diplomatie"-noun-fr "diplomacia"-noun-oc
"planificacion"-noun-oc "planification"-noun-fr
"planification"-noun-fr "planificacion"-noun-oc
"urna"-noun-oc "urne"-noun-fr
"urne"-noun-fr "urna"-noun-oc
"référendum"-noun-fr "referendum"-noun-oc
"referendum"-noun-oc "référendum"-noun-fr
"semèstre"-noun-oc "semestre"-noun-fr
"semestre"-noun-fr "semèstre"-noun-oc
"trimestre"-noun-fr "trimèstre"-noun-oc
"trimèstre"-noun-oc "trimestre"-noun-fr
"exili"-noun-oc "exil"-noun-fr
"exil"-noun-fr "exili"-noun-oc
"exil"-noun-fr "exilh"-noun-oc
"exilh"-noun-oc "exil"-noun-fr
"etica"-noun-oc "éthique"-noun-fr
"éthique"-noun-fr "etica"-noun-oc
"mongeta"-noun-oc "haricot"-noun-fr
"haricot"-noun-fr "mongeta"-noun-oc
"globilhon"-noun-oc "globule"-noun-fr
"globule"-noun-fr "globilhon"-noun-oc
"atge"-noun-oc "âge"-noun-fr
"âge"-noun-fr "atge"-noun-oc
"médaille"-noun-fr "medalha"-noun-oc
"medalha"-noun-oc "médaille"-noun-fr
"joie"-noun-fr "jòia"-noun-oc
"joie"-noun-fr "gaug"-noun-oc
"joie"-noun-fr "alegria"-noun-oc
"jòia"-noun-oc "joie"-noun-fr
"jòia"-noun-oc "gaieté"-noun-fr
"gaug"-noun-oc "joie"-noun-fr
"alegria"-noun-oc "joie"-noun-fr
"gaieté"-noun-fr "jòia"-noun-oc
"lecaria"-noun-oc "gourmandise"-noun-fr
"gourmandise"-noun-fr "lecaria"-noun-oc
"bonbon"-noun-fr "mochet"-noun-oc
"mochet"-noun-oc "bonbon"-noun-fr
"tendresa"-noun-oc "tendresse"-noun-fr
"tendresse"-noun-fr "tendresa"-noun-oc
"péril"-noun-fr "perilh"-noun-oc
"perilh"-noun-oc "péril"-noun-fr
"perilh"-noun-oc "danger"-noun-fr
"danger"-noun-fr "perilh"-noun-oc
"incertitud"-noun-oc "incertitude"-noun-fr
"incertitude"-noun-fr "incertitud"-noun-oc
"fragilitat"-noun-oc "fragilité"-noun-fr
"fragilité"-noun-fr "fragilitat"-noun-oc
"délice"-noun-fr "delici"-noun-oc
"delici"-noun-oc "délice"-noun-fr
"satisfaccion"-noun-oc "satisfaction"-noun-fr
"satisfaction"-noun-fr "satisfaccion"-noun-oc
"acompanhament"-noun-oc "accompagnement"-noun-fr
"accompagnement"-noun-fr "acompanhament"-noun-oc
"comissariat"-noun-oc "commissariat"-noun-fr
"commissariat"-noun-fr "comissariat"-noun-oc
"fortetat"-noun-oc "énergie"-noun-fr
"énergie"-noun-fr "fortetat"-noun-oc
"prerrogativa"-noun-oc "prérogative"-noun-fr
"prérogative"-noun-fr "prerrogativa"-noun-oc
"privilègi"-noun-oc "privilège"-noun-fr
"privilège"-noun-fr "privilègi"-noun-oc
"pression"-noun-fr "pression"-noun-oc
"pression"-noun-oc "pression"-noun-fr
"irrégularité"-noun-fr "irregularitat"-noun-oc
"irregularitat"-noun-oc "irrégularité"-noun-fr
"grua"-noun-oc "grue"-noun-fr
"grue"-noun-fr "grua"-noun-oc
"contienedor"-noun-oc "conteneur"-noun-fr
"conteneur"-noun-fr "contienedor"-noun-oc
"conteneur"-noun-fr "contenedor"-noun-oc
"contenedor"-noun-oc "conteneur"-noun-fr
"marijuana"-noun-oc "marijuana"-noun-fr
"marijuana"-noun-fr "marijuana"-noun-oc
"botelha"-noun-oc "bouteille"-noun-fr
"bouteille"-noun-fr "botelha"-noun-oc
"migration"-noun-fr "migracion"-noun-oc
"migracion"-noun-oc "migration"-noun-fr
"émigration"-noun-fr "emigracion"-noun-oc
"emigracion"-noun-oc "émigration"-noun-fr
"candidatura"-noun-oc "candidature"-noun-fr
"candidature"-noun-fr "candidatura"-noun-oc
"larme"-noun-fr "lèrma"-noun-oc
"lèrma"-noun-oc "larme"-noun-fr
"segment"-noun-oc "segment"-noun-fr
"segment"-noun-fr "segment"-noun-oc
"absolucion"-noun-oc "absolution"-noun-fr
"absolution"-noun-fr "absolucion"-noun-oc
"excusa"-noun-oc "excuse"-noun-fr
"excuse"-noun-fr "excusa"-noun-oc
"excuse"-noun-fr "desencusa"-noun-oc
"excuse"-noun-fr "desculpa"-noun-oc
"desencusa"-noun-oc "excuse"-noun-fr
"desculpa"-noun-oc "excuse"-noun-fr
"redactor"-noun-oc "rédacteur"-noun-fr
"rédacteur"-noun-fr "redactor"-noun-oc
"pistolet"-noun-fr "pistolet"-noun-oc
"pistolet"-noun-oc "pistolet"-noun-fr
"ierarquia"-noun-oc "hiérarchie"-noun-fr
"hiérarchie"-noun-fr "ierarquia"-noun-oc
"conversion"-noun-oc "conversion"-noun-fr
"conversion"-noun-fr "conversion"-noun-oc
"traduction"-noun-fr "revirada"-noun-oc
"traduction"-noun-fr "arrevirada"-noun-oc
"traduction"-noun-fr "traduccion"-noun-oc
"revirada"-noun-oc "traduction"-noun-fr
"arrevirada"-noun-oc "traduction"-noun-fr
"traduccion"-noun-oc "traduction"-noun-fr
"marqués"-noun-oc "marquis"-noun-fr
"marquis"-noun-fr "marqués"-noun-oc
"âne"-noun-fr "ase"-noun-oc
"ase"-noun-oc "âne"-noun-fr
"cuol"-noun-oc "cul"-noun-fr
"cul"-noun-fr "cuol"-noun-oc
"cul"-noun-fr "cu"-noun-oc
"cu"-noun-oc "cul"-noun-fr
"bibliotèca"-noun-oc "bibliothèque"-noun-fr
"bibliothèque"-noun-fr "bibliotèca"-noun-oc
"bevenda"-noun-oc "boisson"-noun-fr
"boisson"-noun-fr "bevenda"-noun-oc
"boisson"-noun-fr "beuenda"-noun-oc
"boisson"-noun-fr "beguda"-noun-oc
"beuenda"-noun-oc "boisson"-noun-fr
"beguda"-noun-oc "boisson"-noun-fr
"danse"-noun-fr "dança"-noun-oc
"dança"-noun-oc "danse"-noun-fr
"bala"-noun-oc "balle"-noun-fr
"balle"-noun-fr "bala"-noun-oc
"balle"-noun-fr "pilòta"-noun-oc
"pilòta"-noun-oc "balle"-noun-fr
"cronica"-noun-oc "chronique"-noun-fr
"chronique"-noun-fr "cronica"-noun-oc
"humanité"-noun-fr "umanitat"-noun-oc
"umanitat"-noun-oc "humanité"-noun-fr
"abséncia"-noun-oc "absence"-noun-fr
"absence"-noun-fr "abséncia"-noun-oc
"desèrt"-noun-oc "désert"-noun-fr
"désert"-noun-fr "desèrt"-noun-oc
"sonda"-noun-oc "sonde"-noun-fr
"sonde"-noun-fr "sonda"-noun-oc
"palais"-noun-fr "palai"-noun-oc
"palai"-noun-oc "palais"-noun-fr
"flòra"-noun-oc "flore"-noun-fr
"flore"-noun-fr "flòra"-noun-oc
"usina"-noun-oc "usine"-noun-fr
"usine"-noun-fr "usina"-noun-oc
"usine"-noun-fr "fabrica"-noun-oc
"fabrica"-noun-oc "usine"-noun-fr
"fabrica"-noun-oc "fabrique"-noun-fr
"fabrique"-noun-fr "fabrica"-noun-oc
"centrale"-noun-fr "centrala"-noun-oc
"centrala"-noun-oc "centrale"-noun-fr
"leiautat"-noun-oc "loyauté"-noun-fr
"loyauté"-noun-fr "leiautat"-noun-oc
"loyauté"-noun-fr "leialtat"-noun-oc
"leialtat"-noun-oc "loyauté"-noun-fr
"ponctuation"-noun-fr "pontuacion"-noun-oc
"pontuacion"-noun-oc "ponctuation"-noun-fr
"vingtaine"-noun-fr "vintena"-noun-oc
"vintena"-noun-oc "vingtaine"-noun-fr
"cantaire"-noun-oc "chanteur"-noun-fr
"chanteur"-noun-fr "cantaire"-noun-oc
"contèxte"-noun-oc "contexte"-noun-fr
"contexte"-noun-fr "contèxte"-noun-oc
"contexte"-noun-fr "contèxt"-noun-oc
"contèxt"-noun-oc "contexte"-noun-fr
"diable"-noun-oc "diable"-noun-fr
"diable"-noun-fr "diable"-noun-oc
"lideratge"-noun-oc "leadership"-noun-fr
"leadership"-noun-fr "lideratge"-noun-oc
"scenarista"-noun-oc "scénariste"-noun-fr
"scénariste"-noun-fr "scenarista"-noun-oc
"écrivain"-noun-fr "escrivan"-noun-oc
"escrivan"-noun-oc "écrivain"-noun-fr
"romancièr"-noun-oc "romancier"-noun-fr
"romancier"-noun-fr "romancièr"-noun-oc
"lucre"-noun-oc "lucre"-noun-fr
"lucre"-noun-fr "lucre"-noun-oc
"public"-noun-fr "public"-noun-oc
"public"-noun-oc "public"-noun-fr
"preludi"-noun-oc "prélude"-noun-fr
"prélude"-noun-fr "preludi"-noun-oc
"atelier"-noun-fr "talhièr"-noun-oc
"talhièr"-noun-oc "atelier"-noun-fr
"garage"-noun-fr "garatge"-noun-oc
"garatge"-noun-oc "garage"-noun-fr
"perspectiua"-noun-oc "perspective"-noun-fr
"perspective"-noun-fr "perspectiua"-noun-oc
"perspective"-noun-fr "perspectiva"-noun-oc
"perspectiva"-noun-oc "perspective"-noun-fr
"sabon"-noun-oc "savon"-noun-fr
"savon"-noun-fr "sabon"-noun-oc
"discrétion"-noun-fr "discrecion"-noun-oc
"discrecion"-noun-oc "discrétion"-noun-fr
"critèri"-noun-oc "critère"-noun-fr
"critère"-noun-fr "critèri"-noun-oc
"beauté"-noun-fr "beresa"-noun-oc
"beauté"-noun-fr "belesa"-noun-oc
"beauté"-noun-fr "beutat"-noun-oc
"beresa"-noun-oc "beauté"-noun-fr
"belesa"-noun-oc "beauté"-noun-fr
"beutat"-noun-oc "beauté"-noun-fr
"devise"-noun-fr "devisa"-noun-oc
"devisa"-noun-oc "devise"-noun-fr
"secrèt"-noun-oc "secret"-noun-fr
"secret"-noun-fr "secrèt"-noun-oc
"religion"-noun-oc "religion"-noun-fr
"religion"-noun-fr "religion"-noun-oc
"poudre"-noun-fr "povora"-noun-oc
"povora"-noun-oc "poudre"-noun-fr
"douane"-noun-fr "doana"-noun-oc
"doana"-noun-oc "douane"-noun-fr
"roman"-noun-oc "roman"-noun-fr
"roman"-noun-fr "roman"-noun-oc
"carrière"-noun-fr "peirièra"-noun-oc
"carrière"-noun-fr "peirièira"-noun-oc
"peirièra"-noun-oc "carrière"-noun-fr
"peirièira"-noun-oc "carrière"-noun-fr
"orquèstra"-noun-oc "orchestre"-noun-fr
"orchestre"-noun-fr "orquèstra"-noun-oc
"correja"-noun-oc "courroie"-noun-fr
"courroie"-noun-fr "correja"-noun-oc
"trajectòria"-noun-oc "trajectoire"-noun-fr
"trajectoire"-noun-fr "trajectòria"-noun-oc
"fractura"-noun-oc "fracture"-noun-fr
"fracture"-noun-fr "fractura"-noun-oc
"invasion"-noun-fr "invasion"-noun-oc
"invasion"-noun-oc "invasion"-noun-fr
"prescripcion"-noun-oc "prescription"-noun-fr
"prescription"-noun-fr "prescripcion"-noun-oc
"recèpta"-noun-oc "recette"-noun-fr
"recette"-noun-fr "recèpta"-noun-oc
"malefici"-noun-oc "maléfice"-noun-fr
"maléfice"-noun-fr "malefici"-noun-oc
"inflammation"-noun-fr "inflamacion"-noun-oc
"inflamacion"-noun-oc "inflammation"-noun-fr
"parabanda"-noun-oc "rambarde"-noun-fr
"rambarde"-noun-fr "parabanda"-noun-oc
"rambarde"-noun-fr "baranda"-noun-oc
"rambarde"-noun-fr "balustrada"-noun-oc
"baranda"-noun-oc "rambarde"-noun-fr
"balustrada"-noun-oc "rambarde"-noun-fr
"conjontura"-noun-oc "conjoncture"-noun-fr
"conjoncture"-noun-fr "conjontura"-noun-oc
"prononciacion"-noun-oc "prononciation"-noun-fr
"prononciation"-noun-fr "prononciacion"-noun-oc
"prononciation"-noun-fr "pronóncia"-noun-oc
"pronóncia"-noun-oc "prononciation"-noun-fr
"icòna"-noun-oc "icône"-noun-fr
"icône"-noun-fr "icòna"-noun-oc
"illustracion"-noun-oc "illustration"-noun-fr
"illustration"-noun-fr "illustracion"-noun-oc
"métaphore"-noun-fr "metafòra"-noun-oc
"metafòra"-noun-oc "métaphore"-noun-fr
"emergéncia"-noun-oc "émergence"-noun-fr
"émergence"-noun-fr "emergéncia"-noun-oc
"urgéncia"-noun-oc "urgence"-noun-fr
"urgence"-noun-fr "urgéncia"-noun-oc
"patrolha"-noun-oc "patrouille"-noun-fr
"patrouille"-noun-fr "patrolha"-noun-oc
"independéncia"-noun-oc "indépendance"-noun-fr
"indépendance"-noun-fr "independéncia"-noun-oc
"recòrd"-noun-oc "record"-noun-fr
"record"-noun-fr "recòrd"-noun-oc
"participacion"-noun-oc "participation"-noun-fr
"participation"-noun-fr "participacion"-noun-oc
"drech"-noun-oc "droit"-noun-fr
"droit"-noun-fr "drech"-noun-oc
"limitacion"-noun-oc "limitation"-noun-fr
"limitation"-noun-fr "limitacion"-noun-oc
"limite"-noun-fr "limit"-noun-oc
"limit"-noun-oc "limite"-noun-fr
"rayon"-noun-fr "rai"-noun-oc
"rai"-noun-oc "rayon"-noun-fr
"rai"-noun-oc "rai"-noun-fr
"rai"-noun-fr "rai"-noun-oc
"conducteur"-noun-fr "menaire"-noun-oc
"menaire"-noun-oc "conducteur"-noun-fr
"rainure"-noun-fr "caneladura"-noun-oc
"caneladura"-noun-oc "rainure"-noun-fr
"sillon"-noun-fr "rega"-noun-oc
"rega"-noun-oc "sillon"-noun-fr
"acusacion"-noun-oc "accusation"-noun-fr
"accusation"-noun-fr "acusacion"-noun-oc
"declaracion"-noun-oc "déclaration"-noun-fr
"déclaration"-noun-fr "declaracion"-noun-oc
"ofèrta"-noun-oc "offre"-noun-fr
"offre"-noun-fr "ofèrta"-noun-oc
"offre"-noun-fr "auferta"-noun-oc
"offre"-noun-fr "aufèrta"-noun-oc
"offre"-noun-fr "aufriment"-noun-oc
"auferta"-noun-oc "offre"-noun-fr
"aufèrta"-noun-oc "offre"-noun-fr
"aufriment"-noun-oc "offre"-noun-fr
"comparason"-noun-oc "comparaison"-noun-fr
"comparaison"-noun-fr "comparason"-noun-oc
"confrontacion"-noun-oc "confrontation"-noun-fr
"confrontation"-noun-fr "confrontacion"-noun-oc
"réunion"-noun-fr "reünion"-noun-oc
"reünion"-noun-oc "réunion"-noun-fr
"sommet"-noun-fr "cim"-noun-oc
"sommet"-noun-fr "cima"-noun-oc
"cim"-noun-oc "sommet"-noun-fr
"cima"-noun-oc "sommet"-noun-fr
"cima"-noun-oc "cime"-noun-fr
"séance"-noun-fr "session"-noun-oc
"session"-noun-oc "séance"-noun-fr
"session"-noun-oc "session"-noun-fr
"session"-noun-fr "session"-noun-oc
"incursion"-noun-oc "incursion"-noun-fr
"incursion"-noun-fr "incursion"-noun-oc
"construction"-noun-fr "bastenda"-noun-oc
"construction"-noun-fr "construccion"-noun-oc
"bastenda"-noun-oc "construction"-noun-fr
"construccion"-noun-oc "construction"-noun-fr
"complèxe"-noun-oc "complexe"-noun-fr
"complexe"-noun-fr "complèxe"-noun-oc
"corporacion"-noun-oc "corporation"-noun-fr
"corporation"-noun-fr "corporacion"-noun-oc
"batterie"-noun-fr "batariá"-noun-oc
"batariá"-noun-oc "batterie"-noun-fr
"image"-noun-oc "image"-noun-fr
"image"-noun-fr "image"-noun-oc
"articulacion"-noun-oc "articulation"-noun-fr
"articulation"-noun-fr "articulacion"-noun-oc
"dossier"-noun-fr "dossièr"-noun-oc
"dossièr"-noun-oc "dossier"-noun-fr
"directoire"-noun-fr "directòri"-noun-oc
"directòri"-noun-oc "directoire"-noun-fr
"administracion"-noun-oc "administration"-noun-fr
"administration"-noun-fr "administracion"-noun-oc
"bureau"-noun-fr "burèu"-noun-oc
"burèu"-noun-oc "bureau"-noun-fr
"burèu"-noun-oc "office"-noun-fr
"office"-noun-fr "burèu"-noun-oc
"nautor"-noun-oc "hauteur"-noun-fr
"hauteur"-noun-fr "nautor"-noun-oc
"elevacion"-noun-oc "élévation"-noun-fr
"élévation"-noun-fr "elevacion"-noun-oc
"colline"-noun-fr "tuqueta"-noun-oc
"tuqueta"-noun-oc "colline"-noun-fr
"simpatia"-noun-oc "sympathie"-noun-fr
"sympathie"-noun-fr "simpatia"-noun-oc
"colis"-noun-fr "paquet"-noun-oc
"paquet"-noun-oc "colis"-noun-fr
"paquet"-noun-oc "paquet"-noun-fr
"paquet"-noun-fr "paquet"-noun-oc
"collection"-noun-fr "colleccion"-noun-oc
"colleccion"-noun-oc "collection"-noun-fr
"vòt"-noun-oc "vote"-noun-fr
"vote"-noun-fr "vòt"-noun-oc
"vote"-noun-fr "vot"-noun-oc
"vot"-noun-oc "vote"-noun-fr
"désir"-noun-fr "talent"-noun-oc
"désir"-noun-fr "desir"-noun-oc
"talent"-noun-oc "désir"-noun-fr
"talent"-noun-oc "talent"-noun-fr
"desir"-noun-oc "désir"-noun-fr
"talent"-noun-fr "talent"-noun-oc
"angoisse"-noun-fr "angónia"-noun-oc
"angoisse"-noun-fr "angoisha"-noun-oc
"angónia"-noun-oc "angoisse"-noun-fr
"angónia"-noun-oc "détresse"-noun-fr
"angoisha"-noun-oc "angoisse"-noun-fr
"angoisha"-noun-oc "détresse"-noun-fr
"détresse"-noun-fr "angónia"-noun-oc
"détresse"-noun-fr "angoisha"-noun-oc
"anxiété"-noun-fr "ànsia"-noun-oc
"ànsia"-noun-oc "anxiété"-noun-fr
"explosion"-noun-oc "explosion"-noun-fr
"explosion"-noun-fr "explosion"-noun-oc
"refus"-noun-fr "refús"-noun-oc
"refús"-noun-oc "refus"-noun-fr
"denóncia"-noun-oc "dénonciation"-noun-fr
"dénonciation"-noun-fr "denóncia"-noun-oc
"fendascla"-noun-oc "crevasse"-noun-fr
"crevasse"-noun-fr "fendascla"-noun-oc
"crevasse"-noun-fr "henerècla"-noun-oc
"crevasse"-noun-fr "fendasclada"-noun-oc
"henerècla"-noun-oc "crevasse"-noun-fr
"henerècla"-noun-oc "fente"-noun-fr
"fendasclada"-noun-oc "crevasse"-noun-fr
"fendasclada"-noun-oc "fente"-noun-fr
"fente"-noun-fr "henerècla"-noun-oc
"fente"-noun-fr "fendasclada"-noun-oc
"dent"-noun-oc "dent"-noun-fr
"dent"-noun-fr "dent"-noun-oc
"constitution"-noun-fr "constitucion"-noun-oc
"constitucion"-noun-oc "constitution"-noun-fr
