"quelque"-determiner-fr "mantun"-determiner-oc
"trabalh"-noun-oc "emploi"-noun-fr
"emplec"-noun-oc "usage"-noun-fr
"usage"-noun-fr "emplec"-noun-oc
"côte"-noun-fr "riba"-noun-oc
"riba"-noun-oc "côte"-noun-fr
"rive"-noun-fr "ribièira"-noun-oc
"rive"-noun-fr "ribièra"-noun-oc
"ribièira"-noun-oc "rive"-noun-fr
"ribièra"-noun-oc "rive"-noun-fr
"aurièira"-noun-oc "marge"-noun-fr
"aurièira"-noun-oc "bord"-noun-fr
"marge"-noun-fr "aurièira"-noun-oc
"bord"-noun-fr "aurièira"-noun-oc
"bord"-noun-fr "aurièra"-noun-oc
"bord"-noun-fr "broa"-noun-oc
"berge"-noun-fr "marge"-noun-oc
"berge"-noun-fr "cant"-noun-oc
"marge"-noun-oc "berge"-noun-fr
"cant"-noun-oc "berge"-noun-fr
"aurièra"-noun-oc "bord"-noun-fr
"broa"-noun-oc "bord"-noun-fr
"défi"-noun-fr "provocacion"-noun-oc
"provocacion"-noun-oc "défi"-noun-fr
"seguida"-noun-oc "rafale"-noun-fr
"rafale"-noun-fr "seguida"-noun-oc
"joen"-noun-oc "jeune homme"-noun-fr
"jeune homme"-noun-fr "joen"-noun-oc
"capitada"-noun-oc "succès"-noun-fr
"succès"-noun-fr "capitada"-noun-oc
"tapisserie"-noun-fr "tapís"-noun-oc
"tapís"-noun-oc "tapisserie"-noun-fr
"panneau"-noun-fr "aficha"-noun-oc
"aficha"-noun-oc "panneau"-noun-fr
"royaume"-noun-fr "règne"-noun-oc
"règne"-noun-oc "royaume"-noun-fr
"investissement"-noun-fr "inversion"-noun-oc
"inversion"-noun-oc "investissement"-noun-fr
"restriccion"-noun-oc "contrainte"-noun-fr
"contrainte"-noun-fr "restriccion"-noun-oc
"cauma"-noun-oc "calme"-noun-fr
"calme"-noun-fr "cauma"-noun-oc
"monsieur"-noun-fr "madama"-noun-oc
"monsieur"-noun-fr "dòna"-noun-oc
"monsieur"-noun-fr "senhor"-noun-oc
"monsieur"-noun-fr "monsen"-noun-oc
"madama"-noun-oc "monsieur"-noun-fr
"madama"-noun-oc "seigneur"-noun-fr
"dòna"-noun-oc "monsieur"-noun-fr
"dòna"-noun-oc "seigneur"-noun-fr
"dòna"-noun-oc "madame"-noun-fr
"senhor"-noun-oc "monsieur"-noun-fr
"senhor"-noun-oc "madame"-noun-fr
"monsen"-noun-oc "monsieur"-noun-fr
"monsen"-noun-oc "madame"-noun-fr
"seigneur"-noun-fr "madama"-noun-oc
"seigneur"-noun-fr "dòna"-noun-oc
"madame"-noun-fr "dòna"-noun-oc
"madame"-noun-fr "senhor"-noun-oc
"madame"-noun-fr "monsen"-noun-oc
"madame"-noun-fr "sénher"-noun-oc
"sénher"-noun-oc "madame"-noun-fr
"leader"-noun-fr "cap"-noun-oc
"cap"-noun-oc "leader"-noun-fr
"conclusion"-noun-oc "constat"-noun-fr
"constat"-noun-fr "conclusion"-noun-oc
"conclusion"-noun-fr "clauson"-noun-oc
"clauson"-noun-oc "conclusion"-noun-fr
"polícia"-noun-oc "policier"-noun-fr
"policier"-noun-fr "polícia"-noun-oc
"sòci"-noun-oc "associé"-noun-fr
"associé"-noun-fr "sòci"-noun-oc
"companh"-noun-oc "collègue"-noun-fr
"companh"-noun-oc "compagne"-noun-fr
"collègue"-noun-fr "companh"-noun-oc
"compagne"-noun-fr "companh"-noun-oc
"maîtrise"-noun-fr "domeni"-noun-oc
"domeni"-noun-oc "maîtrise"-noun-fr
"domeni"-noun-oc "domination"-noun-fr
"domination"-noun-fr "domeni"-noun-oc
"resulta"-noun-oc "score"-noun-fr
"score"-noun-fr "resulta"-noun-oc
"pòble"-noun-oc "village"-noun-fr
"village"-noun-fr "pòble"-noun-oc
"peuple"-noun-fr "vilatge"-noun-oc
"vilatge"-noun-oc "peuple"-noun-fr
"population"-noun-fr "poblament"-noun-oc
"poblament"-noun-oc "population"-noun-fr
"corbeille"-noun-fr "panièr"-noun-oc
"panièr"-noun-oc "corbeille"-noun-fr
"disposicion"-noun-oc "aménagement"-noun-fr
"aménagement"-noun-fr "disposicion"-noun-oc
"aménagement"-noun-fr "dispausicion"-noun-oc
"dispausicion"-noun-oc "aménagement"-noun-fr
"pente"-noun-fr "pendent"-noun-oc
"pendent"-noun-oc "pente"-noun-fr
"platafòrma"-noun-oc "plateforme"-noun-fr
"plateforme"-noun-fr "platafòrma"-noun-oc
"plateau"-noun-fr "scenari"-noun-oc
"scenari"-noun-oc "plateau"-noun-fr
"baston"-noun-oc "canne"-noun-fr
"canne"-noun-fr "baston"-noun-oc
"relation"-noun-fr "rapòrt"-noun-oc
"rapòrt"-noun-oc "relation"-noun-fr
"milieu"-noun-fr "mèdi"-noun-oc
"mèdi"-noun-oc "milieu"-noun-fr
"mitan"-noun-oc "moyen"-noun-fr
"moyen"-noun-fr "mitan"-noun-oc
"moyen"-noun-fr "miei"-noun-oc
"miei"-noun-oc "moyen"-noun-fr
"demi"-noun-fr "mitat"-noun-oc
"demi"-noun-fr "mintat"-noun-oc
"demi"-noun-fr "mietat"-noun-oc
"demi"-noun-fr "mieitat"-noun-oc
"demi"-noun-fr "meitat"-noun-oc
"mitat"-noun-oc "demi"-noun-fr
"mintat"-noun-oc "demi"-noun-fr
"mietat"-noun-oc "demi"-noun-fr
"mieitat"-noun-oc "demi"-noun-fr
"meitat"-noun-oc "demi"-noun-fr
"fàcia"-noun-oc "visage"-noun-fr
"visage"-noun-fr "fàcia"-noun-oc
"estonament"-noun-oc "surprise"-noun-fr
"surprise"-noun-fr "estonament"-noun-oc
"roulement"-noun-fr "rotacion"-noun-oc
"roulement"-noun-fr "virament"-noun-oc
"rotacion"-noun-oc "roulement"-noun-fr
"virament"-noun-oc "roulement"-noun-fr
"virament"-noun-oc "rotation"-noun-fr
"rotation"-noun-fr "virament"-noun-oc
"filet"-noun-fr "ret"-noun-oc
"ret"-noun-oc "filet"-noun-fr
"fialat"-noun-oc "réseau"-noun-fr
"réseau"-noun-fr "fialat"-noun-oc
"réseau"-noun-fr "filat"-noun-oc
"filat"-noun-oc "réseau"-noun-fr
"point"-noun-fr "piquet"-noun-oc
"piquet"-noun-oc "point"-noun-fr
"indèx"-noun-oc "indice"-noun-fr
"indice"-noun-fr "indèx"-noun-oc
"indice"-noun-fr "ensenhador"-noun-oc
"ensenhador"-noun-oc "indice"-noun-fr
"ensenhador"-noun-oc "index"-noun-fr
"index"-noun-fr "ensenhador"-noun-oc
"jutjament"-noun-oc "avis"-noun-fr
"avis"-noun-fr "jutjament"-noun-oc
"pèira"-noun-oc "caillou"-noun-fr
"caillou"-noun-fr "pèira"-noun-oc
"salutacion"-noun-oc "bonjour"-noun-fr
"bonjour"-noun-fr "salutacion"-noun-oc
"accueil"-noun-fr "recepcion"-noun-oc
"recepcion"-noun-oc "accueil"-noun-fr
"reconnaissance"-noun-fr "gratitud"-noun-oc
"gratitud"-noun-oc "reconnaissance"-noun-fr
"livraison"-noun-fr "autrejament"-noun-oc
"autrejament"-noun-oc "livraison"-noun-fr
"exposicion"-noun-oc "exposé"-noun-fr
"exposé"-noun-fr "exposicion"-noun-oc
"exposé"-noun-fr "expausicion"-noun-oc
"expausicion"-noun-oc "exposé"-noun-fr
"salvacion"-noun-oc "salut"-noun-fr
"salut"-noun-fr "salvacion"-noun-oc
"dièta"-noun-oc "régime"-noun-fr
"régime"-noun-fr "dièta"-noun-oc
"mantenença"-noun-oc "entretien"-noun-fr
"mantenença"-noun-oc "maintien"-noun-fr
"entretien"-noun-fr "mantenença"-noun-oc
"maintien"-noun-fr "mantenença"-noun-oc
"concurréncia"-noun-oc "competition"-noun-fr
"concurréncia"-noun-oc "compétition"-noun-fr
"competition"-noun-fr "concurréncia"-noun-oc
"compétition"-noun-fr "concurréncia"-noun-oc
"origine"-noun-fr "provenença"-noun-oc
"provenença"-noun-oc "origine"-noun-fr
"pioche"-noun-fr "pic"-noun-oc
"pic"-noun-oc "pioche"-noun-fr
"départ"-noun-fr "gessuda"-noun-oc
"départ"-noun-fr "sortida"-noun-oc
"gessuda"-noun-oc "départ"-noun-fr
"sortida"-noun-oc "départ"-noun-fr
"sortida"-noun-oc "issue"-noun-fr
"issue"-noun-fr "sortida"-noun-oc
"nòm"-noun-oc "prénom"-noun-fr
"prénom"-noun-fr "nòm"-noun-oc
"prénom"-noun-fr "nom"-noun-oc
"nom"-noun-oc "prénom"-noun-fr
"lit"-noun-fr "jaç"-noun-oc
"jaç"-noun-oc "lit"-noun-fr
"tamborèu"-noun-oc "char"-noun-fr
"char"-noun-fr "tamborèu"-noun-oc
"partit"-noun-oc "ban"-noun-fr
"ban"-noun-fr "partit"-noun-oc
"tèrme"-noun-oc "échéance"-noun-fr
"échéance"-noun-fr "tèrme"-noun-oc
"compausant"-noun-oc "composante"-noun-fr
"composante"-noun-fr "compausant"-noun-oc
"tela"-noun-oc "étoffe"-noun-fr
"étoffe"-noun-fr "tela"-noun-oc
"fourrure"-noun-fr "pèl"-noun-oc
"pèl"-noun-oc "fourrure"-noun-fr
"separacion"-noun-oc "écart"-noun-fr
"écart"-noun-fr "separacion"-noun-oc
"écart"-noun-fr "desseparacion"-noun-oc
"desseparacion"-noun-oc "écart"-noun-fr
"district"-noun-fr "arrondiment"-noun-oc
"arrondiment"-noun-oc "district"-noun-fr
"adresse"-noun-fr "demorança"-noun-oc
"demorança"-noun-oc "adresse"-noun-fr
"queisha"-noun-oc "grief"-noun-fr
"grief"-noun-fr "queisha"-noun-oc
"grief"-noun-fr "planh"-noun-oc
"planh"-noun-oc "grief"-noun-fr
"planh"-noun-oc "lamentation"-noun-fr
"lamentation"-noun-fr "planh"-noun-oc
"sottise"-noun-fr "estupiditat"-noun-oc
"estupiditat"-noun-oc "sottise"-noun-fr
"rôle"-noun-fr "papièr"-noun-oc
"papièr"-noun-oc "rôle"-noun-fr
"accent"-noun-fr "enfasi"-noun-oc
"enfasi"-noun-oc "accent"-noun-fr
"pastura"-noun-oc "pâturage"-noun-fr
"pâturage"-noun-fr "pastura"-noun-oc
"preocupacion"-noun-oc "souci"-noun-fr
"souci"-noun-fr "preocupacion"-noun-oc
"coquille"-noun-fr "clèsc"-noun-oc
"coquille"-noun-fr "clòsc"-noun-oc
"clèsc"-noun-oc "coquille"-noun-fr
"clòsc"-noun-oc "coquille"-noun-fr
"avance"-noun-fr "avançada"-noun-oc
"avançada"-noun-oc "avance"-noun-fr
"avançada"-noun-oc "progression"-noun-fr
"progression"-noun-fr "avançada"-noun-oc
"front"-noun-fr "tèsta"-noun-oc
"tèsta"-noun-oc "front"-noun-fr
"après-midi"-noun-fr "vesprada"-noun-oc
"après-midi"-noun-fr "serada"-noun-oc
"vesprada"-noun-oc "après-midi"-noun-fr
"vesprada"-noun-oc "soir"-noun-fr
"serada"-noun-oc "après-midi"-noun-fr
"serada"-noun-oc "soir"-noun-fr
"soir"-noun-fr "vesprada"-noun-oc
"soir"-noun-fr "serada"-noun-oc
"mesfisança"-noun-oc "défiance"-noun-fr
"défiance"-noun-fr "mesfisança"-noun-oc
"estanh"-noun-oc "lagune"-noun-fr
"lagune"-noun-fr "estanh"-noun-oc
"caireforc"-noun-oc "croisée"-noun-fr
"croisée"-noun-fr "caireforc"-noun-oc
"honnêteté"-noun-fr "onestetat"-noun-oc
"onestetat"-noun-oc "honnêteté"-noun-fr
"agrandissement"-noun-fr "agrandiment"-noun-oc
"agrandiment"-noun-oc "agrandissement"-noun-fr
"acroissement"-noun-fr "agraniment"-noun-oc
"agraniment"-noun-oc "acroissement"-noun-fr
"commune"-noun-fr "municipalitat"-noun-oc
"municipalitat"-noun-oc "commune"-noun-fr
"poitrine"-noun-fr "popa"-noun-oc
"popa"-noun-oc "poitrine"-noun-fr
"bannière"-noun-fr "drapèu"-noun-oc
"drapèu"-noun-oc "bannière"-noun-fr
"planheròt"-noun-oc "étagère"-noun-fr
"étagère"-noun-fr "planheròt"-noun-oc
"egalizacion"-noun-oc "ballottage"-noun-fr
"ballottage"-noun-fr "egalizacion"-noun-oc
"ensemble"-noun-fr "amàs"-noun-oc
"ensemble"-noun-fr "conjonch"-noun-oc
"amàs"-noun-oc "ensemble"-noun-fr
"conjonch"-noun-oc "ensemble"-noun-fr
"trabalhador"-noun-oc "employé"-noun-fr
"employé"-noun-fr "trabalhador"-noun-oc
"aire"-noun-fr "airal"-noun-oc
"airal"-noun-oc "aire"-noun-fr
"airal"-noun-oc "zone"-noun-fr
"zone"-noun-fr "airal"-noun-oc
"classificacion"-noun-oc "classement"-noun-fr
"classement"-noun-fr "classificacion"-noun-oc
"classification"-noun-fr "classament"-noun-oc
"classament"-noun-oc "classification"-noun-fr
"tet"-noun-oc "plafond"-noun-fr
"plafond"-noun-fr "tet"-noun-oc
"navire"-noun-fr "vaissèl"-noun-oc
"navire"-noun-fr "nau"-noun-oc
"vaissèl"-noun-oc "navire"-noun-fr
"nau"-noun-oc "navire"-noun-fr
"còth"-noun-oc "col"-noun-fr
"col"-noun-fr "còth"-noun-oc
"outil"-noun-fr "estrument"-noun-oc
"outil"-noun-fr "esturment"-noun-oc
"estrument"-noun-oc "outil"-noun-fr
"esturment"-noun-oc "outil"-noun-fr
"ressèga"-noun-oc "sierra"-noun-fr
"sierra"-noun-fr "ressèga"-noun-oc
"relèu"-noun-oc "relais"-noun-fr
"relais"-noun-fr "relèu"-noun-oc
"estimulacion"-noun-oc "stimulant"-noun-fr
"stimulant"-noun-fr "estimulacion"-noun-oc
"estienuda"-noun-oc "extension"-noun-fr
"extension"-noun-fr "estienuda"-noun-oc
"extension"-noun-fr "estienguda"-noun-oc
"extension"-noun-fr "estenuda"-noun-oc
"extension"-noun-fr "estenduda"-noun-oc
"estienguda"-noun-oc "extension"-noun-fr
"estenuda"-noun-oc "extension"-noun-fr
"estenduda"-noun-oc "extension"-noun-fr
"prefaci"-noun-oc "préface"-noun-fr
"préface"-noun-fr "prefaci"-noun-oc
"archiu"-noun-oc "archives"-noun-fr
"archives"-noun-fr "archiu"-noun-oc
"aplec"-noun-oc "rencontre"-noun-fr
"rencontre"-noun-fr "aplec"-noun-oc
"modelhoar"-verb-oc "accumuler"-verb-fr
"accumuler"-verb-fr "modelhoar"-verb-oc
"suspréner"-verb-oc "étonner"-verb-fr
"étonner"-verb-fr "suspréner"-verb-oc
"étonner"-verb-fr "susprene"-verb-oc
"susprene"-verb-oc "étonner"-verb-fr
"susprene"-verb-oc "éberluer"-verb-fr
"éberluer"-verb-fr "susprene"-verb-oc
"éberluer"-verb-fr "estonar"-verb-oc
"estonar"-verb-oc "éberluer"-verb-fr
"estonar"-verb-oc "surprendre"-verb-fr
"surprendre"-verb-fr "estonar"-verb-oc
"avançar"-verb-oc "devancer"-verb-fr
"devancer"-verb-fr "avançar"-verb-oc
"devancer"-verb-fr "auançar"-verb-oc
"auançar"-verb-oc "devancer"-verb-fr
"clauar"-verb-oc "clouer"-verb-fr
"clouer"-verb-fr "clauar"-verb-oc
"greujar"-verb-oc "blesser"-verb-fr
"blesser"-verb-fr "greujar"-verb-oc
"gelar"-verb-oc "transir"-verb-fr
"gelar"-verb-oc "glacer"-verb-fr
"transir"-verb-fr "gelar"-verb-oc
"glacer"-verb-fr "gelar"-verb-oc
"autonome"-adjective-fr "autonomic"-adjective-oc
"autonomic"-adjective-oc "autonome"-adjective-fr
"comòde"-adjective-oc "confortable"-adjective-fr
"confortable"-adjective-fr "comòde"-adjective-oc
"laid"-adjective-fr "lord"-adjective-oc
"lord"-adjective-oc "laid"-adjective-fr
"lord"-adjective-oc "sale"-adjective-fr
"lord"-adjective-oc "brut"-adjective-fr
"sale"-adjective-fr "lord"-adjective-oc
"brut"-adjective-fr "lord"-adjective-oc
"terminer"-verb-fr "finalizar"-verb-oc
"terminer"-verb-fr "fenir"-verb-oc
"finalizar"-verb-oc "terminer"-verb-fr
"fenir"-verb-oc "terminer"-verb-fr
"ancian"-adjective-oc "antique"-adjective-fr
"antique"-adjective-fr "ancian"-adjective-oc
"cobrir"-verb-oc "napper"-verb-fr
"cobrir"-verb-oc "joncher"-verb-fr
"napper"-verb-fr "cobrir"-verb-oc
"joncher"-verb-fr "cobrir"-verb-oc
"tustarrar"-verb-oc "heurter"-verb-fr
"heurter"-verb-fr "tustarrar"-verb-oc
"devenir"-verb-fr "vier"-verb-oc
"vier"-verb-oc "devenir"-verb-fr
"taper"-verb-fr "tustar"-verb-oc
"tustar"-verb-oc "taper"-verb-fr
"tustar"-verb-oc "coller"-verb-fr
"coller"-verb-fr "tustar"-verb-oc
"appeler"-verb-fr "nomenar"-verb-oc
"appeler"-verb-fr "nomentar"-verb-oc
"nomenar"-verb-oc "appeler"-verb-fr
"nomenar"-verb-oc "dénommer"-verb-fr
"nomenar"-verb-oc "nominer"-verb-fr
"nomentar"-verb-oc "appeler"-verb-fr
"nomentar"-verb-oc "dénommer"-verb-fr
"nomentar"-verb-oc "nominer"-verb-fr
"dénommer"-verb-fr "nomenar"-verb-oc
"dénommer"-verb-fr "nomentar"-verb-oc
"nominer"-verb-fr "nomenar"-verb-oc
"nominer"-verb-fr "nomentar"-verb-oc
"porter"-verb-fr "menar"-verb-oc
"menar"-verb-oc "porter"-verb-fr
"effrayer"-verb-fr "espaventar"-verb-oc
"espaventar"-verb-oc "effrayer"-verb-fr
"espantar"-verb-oc "effaroucher"-verb-fr
"effaroucher"-verb-fr "espantar"-verb-oc
"accroître"-verb-fr "aumentar"-verb-oc
"aumentar"-verb-oc "accroître"-verb-fr
"approprié"-adjective-fr "adequat"-adjective-oc
"adequat"-adjective-oc "approprié"-adjective-fr
"ample"-adjective-oc "large"-adjective-fr
"large"-adjective-fr "ample"-adjective-oc
"considerable"-adjective-oc "remarquable"-adjective-fr
"remarquable"-adjective-fr "considerable"-adjective-oc
"mettre"-verb-fr "ficar"-verb-oc
"ficar"-verb-oc "mettre"-verb-fr
"gai"-adjective-fr "gaujós"-adjective-oc
"gaujós"-adjective-oc "gai"-adjective-fr
"joyeux"-adjective-fr "urós"-adjective-oc
"joyeux"-adjective-fr "aürós"-adjective-oc
"urós"-adjective-oc "joyeux"-adjective-fr
"aürós"-adjective-oc "joyeux"-adjective-fr
"résister"-verb-fr "sosténer"-verb-oc
"résister"-verb-fr "sostier"-verb-oc
"sosténer"-verb-oc "résister"-verb-fr
"sosténer"-verb-oc "tenir"-verb-fr
"sostier"-verb-oc "résister"-verb-fr
"sostier"-verb-oc "tenir"-verb-fr
"tenir"-verb-fr "sosténer"-verb-oc
"tenir"-verb-fr "sostier"-verb-oc
"soutenir"-verb-fr "apiejar"-verb-oc
"apiejar"-verb-oc "soutenir"-verb-fr
"demorar"-verb-oc "attendre"-verb-fr
"demorar"-verb-oc "espérer"-verb-fr
"attendre"-verb-fr "demorar"-verb-oc
"espérer"-verb-fr "demorar"-verb-oc
"bâtir"-verb-fr "construsir"-verb-oc
"construsir"-verb-oc "bâtir"-verb-fr
"déboucher sur"-verb-fr "versar"-verb-oc
"versar"-verb-oc "déboucher sur"-verb-fr
"bon"-adjective-oc "apte"-adjective-fr
"apte"-adjective-fr "bon"-adjective-oc
"brilhant"-adjective-oc "luisant"-adjective-fr
"luisant"-adjective-fr "brilhant"-adjective-oc
"bel"-adjective-fr "polit"-adjective-oc
"polit"-adjective-oc "bel"-adjective-fr
"difficile"-adjective-fr "malaisit"-adjective-oc
"malaisit"-adjective-oc "difficile"-adjective-fr
"piloter"-verb-fr "condusir"-verb-oc
"condusir"-verb-oc "piloter"-verb-fr
"numerotar"-verb-oc "chiffrer"-verb-fr
"chiffrer"-verb-fr "numerotar"-verb-oc
"enlever"-verb-fr "traire"-verb-oc
"traire"-verb-oc "enlever"-verb-fr
"posterior"-adjective-oc "arrière"-adjective-fr
"arrière"-adjective-fr "posterior"-adjective-oc
"unenc"-adjective-oc "seul"-adjective-fr
"seul"-adjective-fr "unenc"-adjective-oc
"seul"-adjective-fr "unic"-adjective-oc
"unique"-adjective-fr "sol"-adjective-oc
"sol"-adjective-oc "unique"-adjective-fr
"unic"-adjective-oc "seul"-adjective-fr
"prudent"-adjective-oc "sage"-adjective-fr
"sage"-adjective-fr "prudent"-adjective-oc
"mòir"-verb-oc "bouger"-verb-fr
"bouger"-verb-fr "mòir"-verb-oc
"bouger"-verb-fr "mòure"-verb-oc
"mòure"-verb-oc "bouger"-verb-fr
"diferent"-adjective-oc "distinct"-adjective-fr
"distinct"-adjective-fr "diferent"-adjective-oc
"distinct"-adjective-fr "desparièr"-adjective-oc
"desparièr"-adjective-oc "distinct"-adjective-fr
"ruscar"-verb-oc "laver"-verb-fr
"laver"-verb-fr "ruscar"-verb-oc
"rattraper"-verb-fr "aténher"-verb-oc
"aténher"-verb-oc "rattraper"-verb-fr
"aténher"-verb-oc "obtenir"-verb-fr
"aténher"-verb-oc "réussir"-verb-fr
"aténher"-verb-oc "remporter"-verb-fr
"obtenir"-verb-fr "aténher"-verb-oc
"réussir"-verb-fr "aténher"-verb-oc
"remporter"-verb-fr "aténher"-verb-oc
"comprendre"-verb-fr "includir"-verb-oc
"comprendre"-verb-fr "inclure"-verb-oc
"includir"-verb-oc "comprendre"-verb-fr
"inclure"-verb-oc "comprendre"-verb-fr
"enfermer"-verb-fr "barrar"-verb-oc
"barrar"-verb-oc "enfermer"-verb-fr
"fermer"-verb-fr "embarrar"-verb-oc
"embarrar"-verb-oc "fermer"-verb-fr
"farcir"-verb-fr "amplir"-verb-oc
"amplir"-verb-oc "farcir"-verb-fr
"remplaçar"-verb-oc "substituer"-verb-fr
"substituer"-verb-fr "remplaçar"-verb-oc
"saisir"-verb-fr "prene"-verb-oc
"saisir"-verb-fr "préner"-verb-oc
"prene"-verb-oc "saisir"-verb-fr
"préner"-verb-oc "saisir"-verb-fr
"prendre"-verb-fr "sasir"-verb-oc
"sasir"-verb-oc "prendre"-verb-fr
"serrer"-verb-fr "estrénher"-verb-oc
"estrénher"-verb-oc "serrer"-verb-fr
"espés"-adjective-oc "gros"-adjective-fr
"gros"-adjective-fr "espés"-adjective-oc
"remarcar"-verb-oc "souligner"-verb-fr
"souligner"-verb-fr "remarcar"-verb-oc
"souligner"-verb-fr "remercar"-verb-oc
"remercar"-verb-oc "souligner"-verb-fr
"guardar"-verb-oc "mirer"-verb-fr
"guardar"-verb-oc "dévisager"-verb-fr
"guardar"-verb-oc "regarder"-verb-fr
"mirer"-verb-fr "guardar"-verb-oc
"mirer"-verb-fr "agachar"-verb-oc
"mirer"-verb-fr "gardar"-verb-oc
"dévisager"-verb-fr "guardar"-verb-oc
"dévisager"-verb-fr "gardar"-verb-oc
"regarder"-verb-fr "guardar"-verb-oc
"regarder"-verb-fr "gardar"-verb-oc
"agachar"-verb-oc "mirer"-verb-fr
"gardar"-verb-oc "mirer"-verb-fr
"gardar"-verb-oc "dévisager"-verb-fr
"gardar"-verb-oc "regarder"-verb-fr
"aparéisher"-verb-oc "paraître"-verb-fr
"paraître"-verb-fr "aparéisher"-verb-oc
"paraître"-verb-fr "aparéisser"-verb-oc
"aparéisser"-verb-oc "paraître"-verb-fr
"encetar"-verb-oc "commencer"-verb-fr
"commencer"-verb-fr "encetar"-verb-oc
"sometre"-verb-oc "poser"-verb-fr
"poser"-verb-fr "sometre"-verb-oc
"poser"-verb-fr "sométer"-verb-oc
"sométer"-verb-oc "poser"-verb-fr
"dresser"-verb-fr "levar"-verb-oc
"levar"-verb-oc "dresser"-verb-fr
"levar"-verb-oc "soulever"-verb-fr
"levar"-verb-oc "relever"-verb-fr
"soulever"-verb-fr "levar"-verb-oc
"relever"-verb-fr "levar"-verb-oc
"bloquejar"-verb-oc "verrouiller"-verb-fr
"verrouiller"-verb-fr "bloquejar"-verb-oc
"aucupar"-verb-oc "envahir"-verb-fr
"envahir"-verb-fr "aucupar"-verb-oc
"envahir"-verb-fr "ocupar"-verb-oc
"ocupar"-verb-oc "envahir"-verb-fr
"consecutiu"-adjective-oc "conséquent"-adjective-fr
"conséquent"-adjective-fr "consecutiu"-adjective-oc
"savant"-adjective-fr "savi"-adjective-oc
"savi"-adjective-oc "savant"-adjective-fr
"gròs"-adjective-oc "gras"-adjective-fr
"gras"-adjective-fr "gròs"-adjective-oc
"domestique"-adjective-fr "domètge"-adjective-oc
"domètge"-adjective-oc "domestique"-adjective-fr
"plaisant"-adjective-fr "agradable"-adjective-oc
"agradable"-adjective-oc "plaisant"-adjective-fr
"discutible"-adjective-oc "contestable"-adjective-fr
"contestable"-adjective-fr "discutible"-adjective-oc
"controversé"-adjective-fr "polemic"-adjective-oc
"polemic"-adjective-oc "controversé"-adjective-fr
"évident"-adjective-fr "vesedor"-adjective-oc
"vesedor"-adjective-oc "évident"-adjective-fr
"véritable"-adjective-fr "vertadièr"-adjective-oc
"véritable"-adjective-fr "autentic"-adjective-oc
"vertadièr"-adjective-oc "véritable"-adjective-fr
"autentic"-adjective-oc "véritable"-adjective-fr
"veritable"-adjective-oc "vrai"-adjective-fr
"vrai"-adjective-fr "veritable"-adjective-oc
"presomptiu"-adjective-oc "présumé"-adjective-fr
"présumé"-adjective-fr "presomptiu"-adjective-oc
"plaçar"-verb-oc "situer"-verb-fr
"situer"-verb-fr "plaçar"-verb-oc
"confier"-verb-fr "comandar"-verb-oc
"comandar"-verb-oc "confier"-verb-fr
"escarrabilhat"-adjective-oc "prêt"-adjective-fr
"prêt"-adjective-fr "escarrabilhat"-adjective-oc
"garder"-verb-fr "sauvar"-verb-oc
"sauvar"-verb-oc "garder"-verb-fr
"abaissar"-verb-oc "descendre"-verb-fr
"abaissar"-verb-oc "baisser"-verb-fr
"descendre"-verb-fr "abaissar"-verb-oc
"descendre"-verb-fr "baishar"-verb-oc
"descendre"-verb-fr "baissar"-verb-oc
"baisser"-verb-fr "abaissar"-verb-oc
"baisser"-verb-fr "abaishar"-verb-oc
"baishar"-verb-oc "descendre"-verb-fr
"baishar"-verb-oc "abaisser"-verb-fr
"baissar"-verb-oc "descendre"-verb-fr
"abaisser"-verb-fr "baishar"-verb-oc
"abaisser"-verb-fr "davalar"-verb-oc
"davalar"-verb-oc "abaisser"-verb-fr
"abaishar"-verb-oc "baisser"-verb-fr
"élargir"-verb-fr "agrandir"-verb-oc
"agrandir"-verb-oc "élargir"-verb-fr
"faire semblant de"-verb-fr "semblar"-verb-oc
"semblar"-verb-oc "faire semblant de"-verb-fr
"attacher"-verb-fr "ligar"-verb-oc
"ligar"-verb-oc "attacher"-verb-fr
"ligar"-verb-oc "rattacher"-verb-fr
"estacar"-verb-oc "rattacher"-verb-fr
"estacar"-verb-oc "lier"-verb-fr
"rattacher"-verb-fr "ligar"-verb-oc
"rattacher"-verb-fr "estacar"-verb-oc
"lier"-verb-fr "estacar"-verb-oc
"lier"-verb-fr "restacar"-verb-oc
"restacar"-verb-oc "lier"-verb-fr
"recercar"-verb-oc "chercher"-verb-fr
"chercher"-verb-fr "recercar"-verb-oc
"entendre"-verb-fr "sentir"-verb-oc
"sentir"-verb-oc "entendre"-verb-fr
"sentir"-verb-oc "ouïr"-verb-fr
"sentir"-verb-oc "ressentir"-verb-fr
"sentir"-verb-oc "écouter"-verb-fr
"ouïr"-verb-fr "sentir"-verb-oc
"ressentir"-verb-fr "sentir"-verb-oc
"écouter"-verb-fr "sentir"-verb-oc
"long"-adjective-fr "larg"-adjective-oc
"larg"-adjective-oc "long"-adjective-fr
"contunh"-adjective-oc "continuel"-adjective-fr
"continuel"-adjective-fr "contunh"-adjective-oc
"continuel"-adjective-fr "continu"-adjective-oc
"continu"-adjective-oc "continuel"-adjective-fr
"constant"-adjective-oc "soutenu"-adjective-fr
"soutenu"-adjective-fr "constant"-adjective-oc
"arrêter"-verb-fr "detier"-verb-oc
"arrêter"-verb-fr "deténer"-verb-oc
