"av"-preposition-swe "af"-preposition-dan
"agitator"-noun-swe "agitator"-noun-dan
"agrar"-noun-swe "agrar"-noun-dan
"agronomi"-noun-swe "agronomi"-noun-dan
"agronom"-noun-swe "agronom"-noun-dan
"aids"-noun-swe "aids"-noun-dan
"akantus"-noun-swe "akantus"-noun-dan
"akilleshäl"-noun-swe "akilleshæl"-noun-dan
"akrobatik"-noun-swe "akrobatik"-noun-dan
"akrobat"-noun-swe "akrobat"-noun-dan
"akromegali"-noun-swe "akromegali"-noun-dan
"akryl"-noun-swe "akryl"-noun-dan
"aktiemajoritet"-noun-swe "aktiemajoritet"-noun-dan
"aktiepost"-noun-swe "aktiepost"-noun-dan
"aktivering"-noun-swe "aktivering"-noun-dan
"aktivist"-noun-swe "aktivist"-noun-dan
"aktor"-noun-swe "aktor"-noun-dan
"aktualitet"-noun-swe "aktualitet"-noun-dan
"akupunktur"-noun-swe "akupunktur"-noun-dan
"akut"-noun-swe "akut"-noun-dan
"akvakultur"-noun-swe "akvakultur"-noun-dan
"akvariefisk"-noun-swe "akvariefisk"-noun-dan
"akvavit"-noun-swe "akvavit"-noun-dan
"alba"-noun-swe "alba"-noun-dan
"albino"-noun-swe "albino"-noun-dan
"allegori"-noun-swe "allegori"-noun-dan
"allusion"-noun-swe "allusion"-noun-dan
"aloe"-noun-swe "aloe"-noun-dan
"alpinist"-noun-swe "alpinist"-noun-dan
"altan"-noun-swe "altan"-noun-dan
"alteration"-noun-swe "alteration"-noun-dan
"alt"-noun-swe "alt"-noun-dan
"amanuens"-noun-swe "amanuens"-noun-dan
"amaryllis"-noun-swe "amaryllis"-noun-dan
"amatör"-noun-swe "amatør"-noun-dan
"ambivalens"-noun-swe "ambivalens"-noun-dan
"ambrosia"-noun-swe "ambrosia"-noun-dan
"amorin"-noun-swe "amorin"-noun-dan
"ampel"-noun-swe "ampel"-noun-dan
"ampere"-noun-swe "ampere"-noun-dan
"amputation"-noun-swe "amputation"-noun-dan
"anakonda"-noun-swe "anakonda"-noun-dan
"analfabet"-noun-swe "analfabet"-noun-dan
"anciennitet"-noun-swe "anciennitet"-noun-dan
"angina"-noun-swe "angina"-noun-dan
"angivelse"-noun-swe "angivelse"-noun-dan
"animation"-noun-swe "animation"-noun-dan
"anis"-noun-swe "anis"-noun-dan
"anorak"-noun-swe "anorak"-noun-dan
"antabus"-noun-swe "antabus"-noun-dan
"antagonist"-noun-swe "antagonist"-noun-dan
"antikrist"-noun-swe "antikrist"-noun-dan
"antikva"-noun-swe "antikva"-noun-dan
"antikvitet"-noun-swe "antikvitet"-noun-dan
"antipati"-noun-swe "antipati"-noun-dan
"antisemit"-noun-swe "antisemit"-noun-dan
"antropologi"-noun-swe "antropologi"-noun-dan
"antropolog"-noun-swe "antropolog"-noun-dan
"antroposofi"-noun-swe "antroposofi"-noun-dan
"antroposof"-noun-swe "antroposof"-noun-dan
"anus"-noun-swe "anus"-noun-dan
"apartheid"-noun-swe "apartheid"-noun-dan
"aperitif"-noun-swe "aperitif"-noun-dan
"apologet"-noun-swe "apologet"-noun-dan
"apologi"-noun-swe "apologi"-noun-dan
"apparition"-noun-swe "apparition"-noun-dan
"appellant"-noun-swe "appellant"-noun-dan
"applikation"-noun-swe "applikation"-noun-dan
"arabist"-noun-swe "arabist"-noun-dan
"aristokrat"-noun-swe "aristokrat"-noun-dan
"arkivering"-noun-swe "arkivering"-noun-dan
"ark"-noun-swe "ark"-noun-dan
"armada"-noun-swe "armada"-noun-dan
"armatur"-noun-swe "armatur"-noun-dan
"armering"-noun-swe "armering"-noun-dan
"arrestant"-noun-swe "arrestant"-noun-dan
"arrest"-noun-swe "arrest"-noun-dan
"artist"-noun-swe "artist"-noun-dan
"asbest"-noun-swe "asbest"-noun-dan
"asfalt"-noun-swe "asfalt"-noun-dan
"asket"-noun-swe "asket"-noun-dan
"as"-noun-swe "as"-noun-dan
"aspirant"-noun-swe "aspirant"-noun-dan
"aspiration"-noun-swe "aspiration"-noun-dan
"assessor"-noun-swe "assessor"-noun-dan
"assimilation"-noun-swe "assimilation"-noun-dan
"association"-noun-swe "association"-noun-dan
"assonans"-noun-swe "assonans"-noun-dan
"astma"-noun-swe "astma"-noun-dan
"astrofysik"-noun-swe "astrofysik"-noun-dan
"astrologi"-noun-swe "astrologi"-noun-dan
"astrolog"-noun-swe "astrolog"-noun-dan
"asymmetri"-noun-swe "asymmetri"-noun-dan
"atomreaktor"-noun-swe "atomreaktor"-noun-dan
"attaché"-noun-swe "attaché"-noun-dan
"attraktion"-noun-swe "attraktion"-noun-dan
"audiens"-noun-swe "audiens"-noun-dan
"aula"-noun-swe "aula"-noun-dan
"aura"-noun-swe "aura"-noun-dan
"autodafé"-noun-swe "autodafé"-noun-dan
"autodidakt"-noun-swe "autodidakt"-noun-dan
"autograf"-noun-swe "autograf"-noun-dan
"autoklav"-noun-swe "autoklav"-noun-dan
"autokrat"-noun-swe "autokrat"-noun-dan
"automatik"-noun-swe "automatik"-noun-dan
"automation"-noun-swe "automation"-noun-dan
"automatisering"-noun-swe "automatisering"-noun-dan
"automobil"-noun-swe "automobil"-noun-dan
"autonomi"-noun-swe "autonomi"-noun-dan
"autopilot"-noun-swe "autopilot"-noun-dan
"autostrada"-noun-swe "autostrada"-noun-dan
"avantgardist"-noun-swe "avantgardist"-noun-dan
"aversion"-noun-swe "aversion"-noun-dan
"avis"-noun-swe "avis"-noun-dan
"ayatollah"-noun-swe "ayatollah"-noun-dan
"ayatolla"-noun-swe "ayatolla"-noun-dan
"backhand"-noun-swe "backhand"-noun-dan
"bag"-noun-swe "bag"-noun-dan
"bakkant"-noun-swe "bakkant"-noun-dan
"bakteriekultur"-noun-swe "bakteriekultur"-noun-dan
"baldakin"-noun-swe "baldakin"-noun-dan
"ballast"-noun-swe "ballast"-noun-dan
"balsal"-noun-swe "balsal"-noun-dan
"banalitet"-noun-swe "banalitet"-noun-dan
"bananrepublik"-noun-swe "bananrepublik"-noun-dan
"bandit"-noun-swe "bandit"-noun-dan
"bandy"-noun-swe "bandy"-noun-dan
"bane"-noun-swe "bane"-noun-dan
"banjo"-noun-swe "banjo"-noun-dan
"baptist"-noun-swe "baptist"-noun-dan
"barbar"-noun-swe "barbar"-noun-dan
"bardisk"-noun-swe "bardisk"-noun-dan
"bardun"-noun-swe "bardun"-noun-dan
"barfrost"-noun-swe "barfrost"-noun-dan
"bartender"-noun-swe "bartender"-noun-dan
"baryton"-noun-swe "baryton"-noun-dan
"basalt"-noun-swe "basalt"-noun-dan
"basar"-noun-swe "basar"-noun-dan
"baseball"-noun-swe "baseball"-noun-dan
"basilisk"-noun-swe "basilisk"-noun-dan
"basse"-noun-swe "basse"-noun-dan
"bastard"-noun-swe "bastard"-noun-dan
"bastion"-noun-swe "bastion"-noun-dan
"basun"-noun-swe "basun"-noun-dan
"bataljon"-noun-swe "bataljon"-noun-dan
"batik"-noun-swe "batik"-noun-dan
"batteriradio"-noun-swe "batteriradio"-noun-dan
"bautasten"-noun-swe "bautasten"-noun-dan
"bauxit"-noun-swe "bauxit"-noun-dan
"bazooka"-noun-swe "bazooka"-noun-dan
"becquerel"-noun-swe "becquerel"-noun-dan
"bedrift"-noun-swe "bedrift"-noun-dan
"beduin"-noun-swe "beduin"-noun-dan
"befrielse"-noun-swe "befrielse"-noun-dan
"begonia"-noun-swe "begonia"-noun-dan
"belysning"-noun-swe "belysning"-noun-dan
"benjamin"-noun-swe "benjamin"-noun-dan
"beriberi"-noun-swe "beriberi"-noun-dan
"berömmelse"-noun-swe "berømmelse"-noun-dan
"bestigning"-noun-swe "bestigning"-noun-dan
"bet"-noun-swe "bet"-noun-dan
"bh"-noun-swe "bh"-noun-dan
"bibliografi"-noun-swe "bibliografi"-noun-dan
"biceps"-noun-swe "biceps"-noun-dan
"biflod"-noun-swe "biflod"-noun-dan
"bigamist"-noun-swe "bigamist"-noun-dan
"bikini"-noun-swe "bikini"-noun-dan
"bilfabrik"-noun-swe "bilfabrik"-noun-dan
"billiard"-noun-swe "billiard"-noun-dan
"billion"-noun-swe "billion"-noun-dan
"bilmotor"-noun-swe "bilmotor"-noun-dan
"bilpark"-noun-swe "bilpark"-noun-dan
"bilradio"-noun-swe "bilradio"-noun-dan
"biltrafik"-noun-swe "biltrafik"-noun-dan
"biltur"-noun-swe "biltur"-noun-dan
"bingo"-noun-swe "bingo"-noun-dan
"biomedicin"-noun-swe "biomedicin"-noun-dan
"biotop"-noun-swe "biotop"-noun-dan
"biperson"-noun-swe "biperson"-noun-dan
"bisp"-noun-swe "bisp"-noun-dan
"bistro"-noun-swe "bistro"-noun-dan
"bisvärm"-noun-swe "bisværm"-noun-dan
"bjälke"-noun-swe "bjælke"-noun-dan
"blasfemi"-noun-swe "blasfemi"-noun-dan
"blazer"-noun-swe "blazer"-noun-dan
"bleking"-noun-swe "bleking"-noun-dan
"blindtarm"-noun-swe "blindtarm"-noun-dan
"blodbank"-noun-swe "blodbank"-noun-dan
"blodhund"-noun-swe "blodhund"-noun-dan
"blodpöl"-noun-swe "blodpøl"-noun-dan
"blodtörst"-noun-swe "blodtørst"-noun-dan
"blom"-noun-swe "blom"-noun-dan
"blomsterhandel"-noun-swe "blomsterhandel"-noun-dan
"blomst"-noun-swe "blomst"-noun-dan
"blomstring"-noun-swe "blomstring"-noun-dan
"blond"-noun-swe "blond"-noun-dan
"blåis"-noun-swe "blåis"-noun-dan
"blåräv"-noun-swe "blåræv"-noun-dan
"blåved"-noun-swe "blåved"-noun-dan
"boa"-noun-swe "boa"-noun-dan
"bodega"-noun-swe "bodega"-noun-dan
"boer"-noun-swe "boer"-noun-dan
"bolero"-noun-swe "bolero"-noun-dan
"bolsjevik"-noun-swe "bolsjevik"-noun-dan
"bom"-noun-swe "bom"-noun-dan
"bondekultur"-noun-swe "bondekultur"-noun-dan
"bonitet"-noun-swe "bonitet"-noun-dan
"bonjour"-noun-swe "bonjour"-noun-dan
"bookmaker"-noun-swe "bookmaker"-noun-dan
"bordeaux"-noun-swe "bordeaux"-noun-dan
"bordtennis"-noun-swe "bordtennis"-noun-dan
"borgfred"-noun-swe "borgfred"-noun-dan
"borggård"-noun-swe "borggård"-noun-dan
"boston"-noun-swe "boston"-noun-dan
"boulevard"-noun-swe "boulevard"-noun-dan
"bouquet"-noun-swe "bouquet"-noun-dan
"boutique"-noun-swe "boutique"-noun-dan
"brandchef"-noun-swe "brandchef"-noun-dan
"brandinspektör"-noun-swe "brandinspektør"-noun-dan
"brandmur"-noun-swe "brandmur"-noun-dan
"brandstation"-noun-swe "brandstation"-noun-dan
"bridge"-noun-swe "bridge"-noun-dan
"brilliant"-noun-swe "brilliant"-noun-dan
"broccoli"-noun-swe "broccoli"-noun-dan
"brok"-noun-swe "brok"-noun-dan
"brunst"-noun-swe "brunst"-noun-dan
"brödkniv"-noun-swe "brødkniv"-noun-dan
"buddha"-noun-swe "buddha"-noun-dan
"buddhist"-noun-swe "buddhist"-noun-dan
"bulb"-noun-swe "bulb"-noun-dan
"bulimi"-noun-swe "bulimi"-noun-dan
"bulklast"-noun-swe "bulklast"-noun-dan
"bungalow"-noun-swe "bungalow"-noun-dan
"bunke"-noun-swe "bunke"-noun-dan
"bunker"-noun-swe "bunker"-noun-dan
"burgunder"-noun-swe "burgunder"-noun-dan
"bush"-noun-swe "bush"-noun-dan
"business"-noun-swe "business"-noun-dan
"buskagitation"-noun-swe "buskagitation"-noun-dan
"byte"-noun-swe "byte"-noun-dan
"bälg"-noun-swe "bælg"-noun-dan
"bög"-noun-swe "bøg"-noun-dan
"böjning"-noun-swe "bøjning"-noun-dan
"börsspekulant"-noun-swe "børsspekulant"-noun-dan
"cafeteria"-noun-swe "cafeteria"-noun-dan
"calypso"-noun-swe "calypso"-noun-dan
"camembert"-noun-swe "camembert"-noun-dan
"camorra"-noun-swe "camorra"-noun-dan
"candela"-noun-swe "candela"-noun-dan
"cannabis"-noun-swe "cannabis"-noun-dan
"cardigan"-noun-swe "cardigan"-noun-dan
"casanova"-noun-swe "casanova"-noun-dan
"catering"-noun-swe "catering"-noun-dan
"cd"-noun-swe "cd"-noun-dan
"celluloid"-noun-swe "celluloid"-noun-dan
"cent"-noun-swe "cent"-noun-dan
"centralisering"-noun-swe "centralisering"-noun-dan
"centrallyrik"-noun-swe "centrallyrik"-noun-dan
"central"-noun-swe "central"-noun-dan
"centralstation"-noun-swe "centralstation"-noun-dan
"champion"-noun-swe "champion"-noun-dan
"charlatan"-noun-swe "charlatan"-noun-dan
"charleston"-noun-swe "charleston"-noun-dan
"charmör"-noun-swe "charmør"-noun-dan
"chauvinist"-noun-swe "chauvinist"-noun-dan
"chinchilla"-noun-swe "chinchilla"-noun-dan
"choke"-noun-swe "choke"-noun-dan
"chuck"-noun-swe "chuck"-noun-dan
"cicero"-noun-swe "cicero"-noun-dan
"cider"-noun-swe "cider"-noun-dan
"cirkulation"-noun-swe "cirkulation"-noun-dan
"cirkusartist"-noun-swe "cirkusartist"-noun-dan
"civilisation"-noun-swe "civilisation"-noun-dan
"civilist"-noun-swe "civilist"-noun-dan
"clinch"-noun-swe "clinch"-noun-dan
"cockney"-noun-swe "cockney"-noun-dan
"cockpit"-noun-swe "cockpit"-noun-dan
"cocktail"-noun-swe "cocktail"-noun-dan
"coitus"-noun-swe "coitus"-noun-dan
"cola"-noun-swe "cola"-noun-dan
"collie"-noun-swe "collie"-noun-dan
"commando"-noun-swe "commando"-noun-dan
"consommé"-noun-swe "consommé"-noun-dan
"container"-noun-swe "container"-noun-dan
"countrymusik"-noun-swe "countrymusik"-noun-dan
"cowboy"-noun-swe "cowboy"-noun-dan
"coyote"-noun-swe "coyote"-noun-dan
"crawl"-noun-swe "crawl"-noun-dan
"creme"-noun-swe "creme"-noun-dan
"cricket"-noun-swe "cricket"-noun-dan
"csardas"-noun-swe "csardas"-noun-dan
"cup"-noun-swe "cup"-noun-dan
"curling"-noun-swe "curling"-noun-dan
"cymbal"-noun-swe "cymbal"-noun-dan
"dadaist"-noun-swe "dadaist"-noun-dan
"dagdröm"-noun-swe "dagdrøm"-noun-dan
"dalbo"-noun-swe "dalbo"-noun-dan
"daler"-noun-swe "daler"-noun-dan
"damask"-noun-swe "damask"-noun-dan
"dart"-noun-swe "dart"-noun-dan
"darwinist"-noun-swe "darwinist"-noun-dan
"datalogi"-noun-swe "datalogi"-noun-dan
"date"-noun-swe "date"-noun-dan
"dato"-noun-swe "dato"-noun-dan
"deadline"-noun-swe "deadline"-noun-dan
"deciliter"-noun-swe "deciliter"-noun-dan
"decimeter"-noun-swe "decimeter"-noun-dan
"defensiv"-noun-swe "defensiv"-noun-dan
"deltid"-noun-swe "deltid"-noun-dan
"demagogi"-noun-swe "demagogi"-noun-dan
"demagog"-noun-swe "demagog"-noun-dan
"demens"-noun-swe "demens"-noun-dan
"demografi"-noun-swe "demografi"-noun-dan
"demokratisering"-noun-swe "demokratisering"-noun-dan
"demonstrant"-noun-swe "demonstrant"-noun-dan
"denier"-noun-swe "denier"-noun-dan
"desertering"-noun-swe "desertering"-noun-dan
"desertör"-noun-swe "desertør"-noun-dan
"design"-noun-swe "design"-noun-dan
"desinformation"-noun-swe "desinformation"-noun-dan
"desperado"-noun-swe "desperado"-noun-dan
"desperation"-noun-swe "desperation"-noun-dan
"despot"-noun-swe "despot"-noun-dan
"detaljist"-noun-swe "detaljist"-noun-dan
"detektivroman"-noun-swe "detektivroman"-noun-dan
"detektor"-noun-swe "detektor"-noun-dan
"determinist"-noun-swe "determinist"-noun-dan
"detonation"-noun-swe "detonation"-noun-dan
"detonator"-noun-swe "detonator"-noun-dan
"diabetes"-noun-swe "diabetes"-noun-dan
"diagnostik"-noun-swe "diagnostik"-noun-dan
"diagonal"-noun-swe "diagonal"-noun-dan
"diakoni"-noun-swe "diakoni"-noun-dan
"diakon"-noun-swe "diakon"-noun-dan
"dialektik"-noun-swe "dialektik"-noun-dan
"diameter"-noun-swe "diameter"-noun-dan
"diarré"-noun-swe "diarré"-noun-dan
"diaspora"-noun-swe "diaspora"-noun-dan
"didaktik"-noun-swe "didaktik"-noun-dan
"diesel"-noun-swe "diesel"-noun-dan
"differens"-noun-swe "differens"-noun-dan
"differential"-noun-swe "differential"-noun-dan
"diffusion"-noun-swe "diffusion"-noun-dan
"difteri"-noun-swe "difteri"-noun-dan
"diftong"-noun-swe "diftong"-noun-dan
"digression"-noun-swe "digression"-noun-dan
"dikotomi"-noun-swe "dikotomi"-noun-dan
"diktafon"-noun-swe "diktafon"-noun-dan
"diktion"-noun-swe "diktion"-noun-dan
"dilettant"-noun-swe "dilettant"-noun-dan
"dimission"-noun-swe "dimission"-noun-dan
"dinar"-noun-swe "dinar"-noun-dan
"dingo"-noun-swe "dingo"-noun-dan
"dinosaur"-noun-swe "dinosaur"-noun-dan
"dip"-noun-swe "dip"-noun-dan
"direktion"-noun-swe "direktion"-noun-dan
"dirigent"-noun-swe "dirigent"-noun-dan
"dirk"-noun-swe "dirk"-noun-dan
"discipel"-noun-swe "discipel"-noun-dan
"diskant"-noun-swe "diskant"-noun-dan
"diskjockey"-noun-swe "diskjockey"-noun-dan
"diskrepans"-noun-swe "diskrepans"-noun-dan
"diskretion"-noun-swe "diskretion"-noun-dan
"diskriminering"-noun-swe "diskriminering"-noun-dan
"diskurs"-noun-swe "diskurs"-noun-dan
"diskvalifikation"-noun-swe "diskvalifikation"-noun-dan
"dis"-noun-swe "dis"-noun-dan
"disponent"-noun-swe "disponent"-noun-dan
"disposition"-noun-swe "disposition"-noun-dan
"dissektion"-noun-swe "dissektion"-noun-dan
"dissident"-noun-swe "dissident"-noun-dan
"dissonans"-noun-swe "dissonans"-noun-dan
"distinktion"-noun-swe "distinktion"-noun-dan
"distraktion"-noun-swe "distraktion"-noun-dan
"distributör"-noun-swe "distributør"-noun-dan
"divan"-noun-swe "divan"-noun-dan
"divergens"-noun-swe "divergens"-noun-dan
"djävel"-noun-swe "djævel"-noun-dan
"doge"-noun-swe "doge"-noun-dan
"dogmatik"-noun-swe "dogmatik"-noun-dan
"doktorand"-noun-swe "doktorand"-noun-dan
"doktrin"-noun-swe "doktrin"-noun-dan
"dollar"-noun-swe "dollar"-noun-dan
"dollarturist"-noun-swe "dollarturist"-noun-dan
"dolomit"-noun-swe "dolomit"-noun-dan
"dominant"-noun-swe "dominant"-noun-dan
"domino"-noun-swe "domino"-noun-dan
"dom"-noun-swe "dom"-noun-dan
"donation"-noun-swe "donation"-noun-dan
"don"-noun-swe "don"-noun-dan
"dosis"-noun-swe "dosis"-noun-dan
"drabant"-noun-swe "drabant"-noun-dan
"dramatik"-noun-swe "dramatik"-noun-dan
"dramaturgi"-noun-swe "dramaturgi"-noun-dan
"dramaturg"-noun-swe "dramaturg"-noun-dan
"dram"-noun-swe "dram"-noun-dan
"dress"-noun-swe "dress"-noun-dan
"drive"-noun-swe "drive"-noun-dan
"drivhuseffekt"-noun-swe "drivhuseffekt"-noun-dan
"drivis"-noun-swe "drivis"-noun-dan
"dromedar"-noun-swe "dromedar"-noun-dan
"duchesse"-noun-swe "duchesse"-noun-dan
"dunge"-noun-swe "dunge"-noun-dan
"dur"-noun-swe "dur"-noun-dan
"dusör"-noun-swe "dusør"-noun-dan
"dvd"-noun-swe "dvd"-noun-dan
"dynamik"-noun-swe "dynamik"-noun-dan
"dynamo"-noun-swe "dynamo"-noun-dan
"dyn"-noun-swe "dyn"-noun-dan
"dysenteri"-noun-swe "dysenteri"-noun-dan
"dämning"-noun-swe "dæmning"-noun-dan
"dämpning"-noun-swe "dæmpning"-noun-dan
"dödsattest"-noun-swe "dødsattest"-noun-dan
"dödskamp"-noun-swe "dødskamp"-noun-dan
"dös"-noun-swe "døs"-noun-dan
"dåre"-noun-swe "dåre"-noun-dan
"edamerost"-noun-swe "edamerost"-noun-dan
"edition"-noun-swe "edition"-noun-dan
"effektivisering"-noun-swe "effektivisering"-noun-dan
"efor"-noun-swe "efor"-noun-dan
"efterklang"-noun-swe "efterklang"-noun-dan
"egalitet"-noun-swe "egalitet"-noun-dan
"egenart"-noun-swe "egenart"-noun-dan
"egyptologi"-noun-swe "egyptologi"-noun-dan
"egyptolog"-noun-swe "egyptolog"-noun-dan
"elasticitet"-noun-swe "elasticitet"-noun-dan
"elegi"-noun-swe "elegi"-noun-dan
"elektrokardiografi"-noun-swe "elektrokardiografi"-noun-dan
"elektrolyt"-noun-swe "elektrolyt"-noun-dan
"elektroteknik"-noun-swe "elektroteknik"-noun-dan
"elevator"-noun-swe "elevator"-noun-dan
"elimination"-noun-swe "elimination"-noun-dan
"elmotor"-noun-swe "elmotor"-noun-dan
"e-mail"-noun-swe "e-mail"-noun-dan
"emir"-noun-swe "emir"-noun-dan
"emission"-noun-swe "emission"-noun-dan
"emotion"-noun-swe "emotion"-noun-dan
"empire"-noun-swe "empire"-noun-dan
"empirestil"-noun-swe "empirestil"-noun-dan
"empiri"-noun-swe "empiri"-noun-dan
"empirist"-noun-swe "empirist"-noun-dan
"emu"-noun-swe "emu"-noun-dan
"entertainer"-noun-swe "entertainer"-noun-dan
"entomologi"-noun-swe "entomologi"-noun-dan
"entusiast"-noun-swe "entusiast"-noun-dan
"epidemi"-noun-swe "epidemi"-noun-dan
"epilepsi"-noun-swe "epilepsi"-noun-dan
"epistel"-noun-swe "epistel"-noun-dan
"erektion"-noun-swe "erektion"-noun-dan
"ergonomi"-noun-swe "ergonomi"-noun-dan
"erosion"-noun-swe "erosion"-noun-dan
"erotoman"-noun-swe "erotoman"-noun-dan
"espresso"-noun-swe "espresso"-noun-dan
"esprit"-noun-swe "esprit"-noun-dan
"essayist"-noun-swe "essayist"-noun-dan
"ester"-noun-swe "ester"-noun-dan
"etnograf"-noun-swe "etnograf"-noun-dan
"etnologi"-noun-swe "etnologi"-noun-dan
"etnolog"-noun-swe "etnolog"-noun-dan
"etologi"-noun-swe "etologi"-noun-dan
"etolog"-noun-swe "etolog"-noun-dan
"eufori"-noun-swe "eufori"-noun-dan
"eugenik"-noun-swe "eugenik"-noun-dan
"eukalyptus"-noun-swe "eukalyptus"-noun-dan
"eurovaluta"-noun-swe "eurovaluta"-noun-dan
"eutanasi"-noun-swe "eutanasi"-noun-dan
"evaluering"-noun-swe "evaluering"-noun-dan
"evangelist"-noun-swe "evangelist"-noun-dan
"eva"-noun-swe "eva"-noun-dan
"eventualitet"-noun-swe "eventualitet"-noun-dan
"evergreen"-noun-swe "evergreen"-noun-dan
"evidens"-noun-swe "evidens"-noun-dan
"evolutionsteori"-noun-swe "evolutionsteori"-noun-dan
"fabel"-noun-swe "fabel"-noun-dan
"fabrikant"-noun-swe "fabrikant"-noun-dan
"fabrikation"-noun-swe "fabrikation"-noun-dan
"facilitet"-noun-swe "facilitet"-noun-dan
"fadder"-noun-swe "fadder"-noun-dan
"fader"-noun-swe "fader"-noun-dan
"fakir"-noun-swe "fakir"-noun-dan
"faksimile"-noun-swe "faksimile"-noun-dan
"falangist"-noun-swe "falangist"-noun-dan
"fallos"-noun-swe "fallos"-noun-dan
"farao"-noun-swe "farao"-noun-dan
"farkost"-noun-swe "farkost"-noun-dan
"farmaceut"-noun-swe "farmaceut"-noun-dan
"farmaci"-noun-swe "farmaci"-noun-dan
"farmakologi"-noun-swe "farmakologi"-noun-dan
"farmakolog"-noun-swe "farmakolog"-noun-dan
"farm"-noun-swe "farm"-noun-dan
"fascination"-noun-swe "fascination"-noun-dan
"fason"-noun-swe "fason"-noun-dan
"fatalist"-noun-swe "fatalist"-noun-dan
"fatalitet"-noun-swe "fatalitet"-noun-dan
"fauna"-noun-swe "fauna"-noun-dan
"faun"-noun-swe "faun"-noun-dan
"favör"-noun-swe "favør"-noun-dan
"fax"-noun-swe "fax"-noun-dan
"feedback"-noun-swe "feedback"-noun-dan
"femkamp"-noun-swe "femkamp"-noun-dan
"femling"-noun-swe "femling"-noun-dan
"femårsplan"-noun-swe "femårsplan"-noun-dan
"fender"-noun-swe "fender"-noun-dan
"fenol"-noun-swe "fenol"-noun-dan
"ferie"-noun-swe "ferie"-noun-dan
"fermentering"-noun-swe "fermentering"-noun-dan
"fertilitet"-noun-swe "fertilitet"-noun-dan
"festivitas"-noun-swe "festivitas"-noun-dan
"festivitet"-noun-swe "festivitet"-noun-dan
"festmiddag"-noun-swe "festmiddag"-noun-dan
"fiberoptik"-noun-swe "fiberoptik"-noun-dan
"fidus"-noun-swe "fidus"-noun-dan
"fighter"-noun-swe "fighter"-noun-dan
"fight"-noun-swe "fight"-noun-dan
"figurant"-noun-swe "figurant"-noun-dan
"filantropi"-noun-swe "filantropi"-noun-dan
"filantrop"-noun-swe "filantrop"-noun-dan
"filateli"-noun-swe "filateli"-noun-dan
"file"-noun-swe "file"-noun-dan
"filial"-noun-swe "filial"-noun-dan
"filibuster"-noun-swe "filibuster"-noun-dan
"filler"-noun-swe "filler"-noun-dan
"filmcensur"-noun-swe "filmcensur"-noun-dan
"filmfotograf"-noun-swe "filmfotograf"-noun-dan
"filmmusik"-noun-swe "filmmusik"-noun-dan
"filmproducent"-noun-swe "filmproducent"-noun-dan
"filmregissör"-noun-swe "filmregissør"-noun-dan
"filmrulle"-noun-swe "filmrulle"-noun-dan
"filologi"-noun-swe "filologi"-noun-dan
"filolog"-noun-swe "filolog"-noun-dan
"filosof"-noun-swe "filosof"-noun-dan
"filtrering"-noun-swe "filtrering"-noun-dan
"finansiering"-noun-swe "finansiering"-noun-dan
"finish"-noun-swe "finish"-noun-dan
"finkultur"-noun-swe "finkultur"-noun-dan
"finne"-noun-swe "finne"-noun-dan
"finsko"-noun-swe "finsko"-noun-dan
"fiskebank"-noun-swe "fiskebank"-noun-dan
"fis"-noun-swe "fis"-noun-dan
"fission"-noun-swe "fission"-noun-dan
"fistel"-noun-swe "fistel"-noun-dan
"fjording"-noun-swe "fjording"-noun-dan
"fjärt"-noun-swe "fjært"-noun-dan
"flamenco"-noun-swe "flamenco"-noun-dan
"flamingo"-noun-swe "flamingo"-noun-dan
"flanör"-noun-swe "flanør"-noun-dan
"flirt"-noun-swe "flirt"-noun-dan
"flop"-noun-swe "flop"-noun-dan
"floskel"-noun-swe "floskel"-noun-dan
"flottör"-noun-swe "flottør"-noun-dan
"flukt"-noun-swe "flukt"-noun-dan
"fluktuation"-noun-swe "fluktuation"-noun-dan
"flytning"-noun-swe "flytning"-noun-dan
"flöj"-noun-swe "fløj"-noun-dan
"flöjtist"-noun-swe "fløjtist"-noun-dan
"fokusering"-noun-swe "fokusering"-noun-dan
"folio"-noun-swe "folio"-noun-dan
"folklore"-noun-swe "folklore"-noun-dan
"folkloristik"-noun-swe "folkloristik"-noun-dan
"folklorist"-noun-swe "folklorist"-noun-dan
"fon"-noun-swe "fon"-noun-dan
"fonologi"-noun-swe "fonologi"-noun-dan
"font"-noun-swe "font"-noun-dan
"formalitet"-noun-swe "formalitet"-noun-dan
"formation"-noun-swe "formation"-noun-dan
"formering"-noun-swe "formering"-noun-dan
"forward"-noun-swe "forward"-noun-dan
"foyer"-noun-swe "foyer"-noun-dan
"fraktur"-noun-swe "fraktur"-noun-dan
"franc"-noun-swe "franc"-noun-dan
"fredstid"-noun-swe "fredstid"-noun-dan
"fridag"-noun-swe "fridag"-noun-dan
"frigörelse"-noun-swe "frigørelse"-noun-dan
"frihandel"-noun-swe "frihandel"-noun-dan
"fristat"-noun-swe "fristat"-noun-dan
"fristil"-noun-swe "fristil"-noun-dan
"fritidsaktivitet"-noun-swe "fritidsaktivitet"-noun-dan
"frontsoldat"-noun-swe "frontsoldat"-noun-dan
"frustration"-noun-swe "frustration"-noun-dan
"frände"-noun-swe "frænde"-noun-dan
"funkis"-noun-swe "funkis"-noun-dan
"funktionär"-noun-swe "funktionær"-noun-dan
"furore"-noun-swe "furore"-noun-dan
