"10a"-adjective-epo "Xème"-adjective-fra
"delokigo"-noun-epo "transfert"-noun-fra
"Delta"-properNoun-epo "Delta"-properNoun-fra
"Delta"-properNoun-epo "Delta"-properNoun-fra
"Delta Air Lines"-properNoun-epo "Delta Air Lines"-properNoun-fra
"deltaplano"-noun-epo "deltaplane"-noun-fra
"delto"-noun-epo "delta"-noun-fra
"deltoido"-noun-epo "deltoïde"-noun-fra
"demagogia"-adjective-epo "démagogique"-adjective-fra
"demagogie"-adverb-epo "démagogiquement"-adverb-fra
"demagogio"-noun-epo "démagogie"-noun-fra
"demagogo"-noun-epo "démagogue"-noun-fra
"demamigi"-verb-epo "sevrer"-verb-fra
"demanda"-adjective-epo "interrogatif"-adjective-fra
"demanda"-adjective-epo "interrogateur"-adjective-fra
"demandanto"-noun-epo "interrogateur"-noun-fra
"demandanto"-noun-epo "demandeur"-noun-fra
"demandaro"-noun-epo "questionnaire"-noun-fra
"demande"-adverb-epo "interrogativement"-adverb-fra
"demandi"-verb-epo "demander"-verb-fra
"demandi"-verb-epo "interroger"-verb-fra
"demandi"-verb-epo "poser une question"-verb-fra
"demandilo"-noun-epo "formulaire de demande"-noun-fra
"demandilo"-noun-epo "questionnaire"-noun-fra
"demando"-noun-epo "demande"-noun-fra
"demando"-noun-epo "interrogation"-noun-fra
"demando"-noun-epo "question"-noun-fra
"demandosigno"-noun-epo "point d'interrogation"-noun-fra
"demarŝo"-noun-epo "démarche"-noun-fra
"demarŝo"-noun-epo "tractation"-noun-fra
"demarŝo"-noun-epo "gestion"-noun-fra
"demenci"-verb-epo "être dément"-verb-fra
"demenco"-noun-epo "démence"-noun-fra
"demenculo"-noun-epo "dément"-noun-fra
"dementi"-verb-epo "infirmer"-verb-fra
"dementi"-verb-epo "récuser"-verb-fra
"dementi"-verb-epo "réfuter"-verb-fra
"dementi"-verb-epo "contester"-verb-fra
"dementi"-verb-epo "démentir"-verb-fra
"demeti"-verb-epo "débarrasser"-verb-fra
"demeti"-verb-epo "emporter"-verb-fra
"demeti"-verb-epo "enlever"-verb-fra
"demeti"-verb-epo "mener"-verb-fra
"demeti"-verb-epo "ôter"-verb-fra
"demeti"-verb-epo "porter"-verb-fra
"demeti la manĝilaron"-verb-epo "desservir"-verb-fra
"demeti la pladojn"-verb-epo "desservir"-verb-fra
"demisii"-verb-epo "démissionner"-verb-fra
"demisii"-verb-epo "démettre"-verb-fra
"demisio"-noun-epo "démission"-noun-fra
"demografia"-adjective-epo "démographique"-adjective-fra
"demografie"-adverb-epo "démographiquement"-adverb-fra
"demografiisto"-noun-epo "démographe"-noun-fra
"demografio"-noun-epo "démographie"-noun-fra
"demografo"-noun-epo "démographe"-noun-fra
"demokrata"-adjective-epo "démocratique"-adjective-fra
"demokratia"-adjective-epo "démocrate"-adjective-fra
"demokratia"-adjective-epo "démocratique"-adjective-fra
"demokratie"-adverb-epo "démocratiquement"-adverb-fra
"demokratiigi"-verb-epo "démocratiser"-verb-fra
"demokratiiĝo"-noun-epo "démocratisation"-noun-fra
"demokratio"-noun-epo "démocratie"-noun-fra
"demokrato"-noun-epo "démocrate"-noun-fra
"Demokrito"-properNoun-epo "Démocrite"-properNoun-fra
"demono"-noun-epo "démon"-noun-fra
"demono"-noun-epo "furie"-noun-fra
"demono"-noun-epo "esprit malin"-noun-fra
"demonstracio"-noun-epo "démonstration"-noun-fra
"demonstracio"-noun-epo "manifestation"-noun-fra
"demonstrativo"-noun-epo "démonstratif"-noun-fra
"demonstri"-verb-epo "démontrable"-verb-fra
"demonstri"-verb-epo "démontrer"-verb-fra
"demonstri"-verb-epo "établir"-verb-fra
"demonstri"-verb-epo "prouver"-verb-fra
"demonstro"-noun-epo "démonstration"-noun-fra
"demonstro"-noun-epo "preuve"-noun-fra
"demoralizi"-verb-epo "démoraliser"-verb-fra
"demoralizi"-verb-epo "abattre"-verb-fra
"demoralizo"-noun-epo "démoralisation"-noun-fra
"demordi"-verb-epo "arracher"-verb-fra
"demotika"-adjective-epo "démotique"-adjective-fra
"demotike"-adverb-epo "démotiquement"-adverb-fra
"Denain"-properNoun-epo "Denain"-properNoun-fra
"denaro"-noun-epo "denier"-noun-fra
"denaska"-adjective-epo "inné"-adjective-fra
"denaska"-adjective-epo "natif"-adjective-fra
"denaske"-adverb-epo "nativement"-adverb-fra
"denaskulo"-noun-epo "natif"-noun-fra
"Dendermonde"-properNoun-epo "Dendermonde"-properNoun-fra
"dendrito"-noun-epo "dendrite"-noun-fra
"denesulina"-adjective-epo "chipewyan"-adjective-fra
"denominatoro"-noun-epo "dénominateur"-noun-fra
"denove"-adverb-epo "à nouveau"-adverb-fra
"denove"-adverb-epo "de nouveau"-adverb-fra
"denove foriri"-verb-epo "repartir"-verb-fra
"densa"-adjective-epo "dense"-adjective-fra
"densa"-adjective-epo "dru"-adjective-fra
"densa"-adjective-epo "serré"-adjective-fra
"densa"-adjective-epo "touffu"-adjective-fra
"densa"-adjective-epo "épais"-adjective-fra
"denseco"-noun-epo "densité"-noun-fra
"densejo"-noun-epo "endroit touffu"-noun-fra
"densejo"-noun-epo "broussaille"-noun-fra
"densejo"-noun-epo "fourré"-noun-fra
"densigi"-verb-epo "densifier"-verb-fra
"densigi"-verb-epo "resserrer"-verb-fra
"denso"-noun-epo "densité"-noun-fra
"Denso"-properNoun-epo "Denso"-properNoun-fra
"denta"-adjective-epo "dentaire"-adjective-fra
"denta"-adjective-epo "dental"-adjective-fra
"denta"-adjective-epo "denté"-adjective-fra
"dentalo"-noun-epo "dentale"-noun-fra
"dentaro"-noun-epo "dentition"-noun-fra
"dentaro"-noun-epo "denture"-noun-fra
"dentbroso"-noun-epo "brosse"-noun-fra
"dentego"-noun-epo "défense"-noun-fra
"denti"-verb-epo "denteler"-verb-fra
"dentigi"-verb-epo "denteler"-verb-fra
"dentingo"-noun-epo "alvéole dentaire"-noun-fra
"dentisto"-noun-epo "dentiste"-noun-fra
"dentkarno"-noun-epo "gencive"-noun-fra
"dento"-noun-epo "dent"-noun-fra
"dento"-noun-epo "encoche"-noun-fra
"dento"-noun-epo "crochet"-noun-fra
"dentokarno"-noun-epo "gencive"-noun-fra
"dentopasto"-noun-epo "dentifrice"-noun-fra
"dentopikilo"-noun-epo "cure-dent"-noun-fra
"dentopikilo"-noun-epo "cure-dents"-noun-fra
"dentostango"-noun-epo "crémaillère"-noun-fra
"dentpikilo"-noun-epo "cure-dent"-noun-fra
"dentrado"-noun-epo "roue dentée"-noun-fra
"dentskrapi"-verb-epo "ronger"-verb-fra
"denunci"-verb-epo "dénoncer"-verb-fra
"denunco"-noun-epo "dénonciation"-noun-fra
"departementa"-adjective-epo "départemental"-adjective-fra
"departemento"-noun-epo "département"-noun-fra
"dependa"-adjective-epo "dépendant"-adjective-fra
"dependeco"-noun-epo "dépendance"-noun-fra
"dependi"-verb-epo "dépendre"-verb-fra
"depeŝo"-noun-epo "dépêche"-noun-fra
"depeŝo"-noun-epo "bureau"-noun-fra
"depingli"-verb-epo "désépingler"-verb-fra
"deplojado"-noun-epo "déploiement"-noun-fra
"deploji"-verb-epo "déployer"-verb-fra
"deplojo"-noun-epo "déploiement"-noun-fra
"depolitikigi"-verb-epo "dépolitiser"-verb-fra
"depolitikigo"-noun-epo "dépolitisation"-noun-fra
"depolitikiĝo"-noun-epo "dépolitisation"-noun-fra
"deponanto"-noun-epo "déponant"-noun-fra
"deponanto"-noun-epo "déposant"-noun-fra
"deponejo"-noun-epo "dépôt"-noun-fra
"deponejo"-noun-epo "avoir"-noun-fra
"deponi"-verb-epo "déposer"-verb-fra
"deponi"-verb-epo "laisser en dépôt"-verb-fra
"deponprenanto"-noun-epo "dépositaire"-noun-fra
"deportado"-noun-epo "déportation"-noun-fra
"deporti"-verb-epo "déporter"-verb-fra
"deportiteco"-noun-epo "déportation"-noun-fra
"deportito"-noun-epo "déporté"-noun-fra
"depostula"-adjective-epo "revendicatif"-adjective-fra
"depostuli"-verb-epo "revendiquer"-verb-fra
"depostulo"-noun-epo "revendication"-noun-fra
"depoto"-noun-epo "dépôt"-noun-fra
"depozicianto"-noun-epo "déposant"-noun-fra
"depozicii"-verb-epo "faire une déposition"-verb-fra
"depozicii"-verb-epo "déposer"-verb-fra
"depozicio"-noun-epo "déposition"-noun-fra
"depoziianto"-noun-epo "déponant"-noun-fra
"depremi"-verb-epo "appuyer"-verb-fra
"depremi"-verb-epo "déprimer"-verb-fra
"depremi"-verb-epo "oppresser"-verb-fra
"depremi"-verb-epo "presser"-verb-fra
"depreni"-verb-epo "enlever"-verb-fra
"depreno"-noun-epo "prélèvement"-noun-fra
"depreno"-noun-epo "déduction"-noun-fra
"depresia"-adjective-epo "dépressif"-adjective-fra
"depresie"-adverb-epo "dépressivement"-adverb-fra
"depresio"-noun-epo "dépression"-noun-fra
"deprimi"-verb-epo "déprimer"-verb-fra
"deprimiĝi"-verb-epo "déprimer"-verb-fra
"deprimo"-noun-epo "déprime"-noun-fra
"deprimo"-noun-epo "dépression"-noun-fra
"deprunti"-verb-epo "emprunter"-verb-fra
"depuŝi"-verb-epo "déstabiliser"-verb-fra
"depuŝi"-verb-epo "faire tomber"-verb-fra
"deputi"-verb-epo "députer"-verb-fra
"deputito"-noun-epo "député"-noun-fra
"derbio"-noun-epo "derby"-noun-fra
"derivaĵo"-noun-epo "dérivée"-noun-fra
"derivaĵo"-noun-epo "dérivé"-noun-fra
"derivebla"-adjective-epo "dérivable"-adjective-fra
"derivi"-verb-epo "dériver"-verb-fra
"dermaptero"-noun-epo "dermaptère"-noun-fra
"dermatologiisto"-noun-epo "dermatologue"-noun-fra
"dermatologio"-noun-epo "dermatologie"-noun-fra
"dermatologo"-noun-epo "dermatologue"-noun-fra
"dermatozo"-noun-epo "dermatose"-noun-fra
"dermatozo"-noun-epo "maladie de peau"-noun-fra
"dermito"-noun-epo "dermatite"-noun-fra
"dermito"-noun-epo "dermite"-noun-fra
"dermo"-noun-epo "derme"-noun-fra
"derompi"-verb-epo "arracher"-verb-fra
"deruli"-verb-epo "rouler"-verb-fra
"deruliĝi"-verb-epo "rouler"-verb-fra
"derviŝo"-noun-epo "derviche"-noun-fra
"desaponta"-adjective-epo "décevant"-adjective-fra
"desaponti"-verb-epo "décevoir"-verb-fra
"deŝarĝi"-verb-epo "décharger"-verb-fra
"des malpli ke"-subordinatingConjunction-epo "d'autant moins que"-subordinatingConjunction-fra
"des pli bone"-adverb-epo "tant mieux"-adverb-fra
"des pli grave"-adverb-epo "à fortiori"-adverb-fra
"des pli ke"-subordinatingConjunction-epo "d'autant plus que"-subordinatingConjunction-fra
"des pli ke"-subordinatingConjunction-epo "surtout que"-subordinatingConjunction-fra
"descenda"-noun-epo "descendant"-adjective-fra
"descendi"-verb-epo "descendre"-verb-fra
"desegnado"-noun-epo "dessin"-noun-fra
"desegnaĵo"-noun-epo "dessin"-noun-fra
"desegnarto"-noun-epo "dessin"-noun-fra
"desegni"-verb-epo "dessiner"-verb-fra
"desegni"-verb-epo "tirer"-verb-fra
"desegniĝi"-verb-epo "dessiner"-verb-fra
"desegniĝi"-verb-epo "ébaucher"-verb-fra
"desegnisto"-noun-epo "dessinateur"-noun-fra
"desegno"-noun-epo "dessin"-noun-fra
"desegnofilmo"-noun-epo "dessin animé"-noun-fra
"desegnotablo"-noun-epo "table à dessin"-noun-fra
"deseliĝi"-verb-epo "descendre de selle"-verb-fra
"deseliĝi"-verb-epo "démonter"-verb-fra
"deserto"-noun-epo "dessert"-noun-fra
"desinfekta"-adjective-epo "désinfectant"-adjective-fra
"desinfektaĵo"-noun-epo "désinfectant"-noun-fra
"desinfekti"-verb-epo "désinfecter"-verb-fra
"desinfektilo"-noun-epo "désinfecteur"-noun-fra
"deŝiri"-verb-epo "détacher"-verb-fra
"deŝiri"-verb-epo "cueillir"-verb-fra
"deskrapi"-verb-epo "ôter"-verb-fra
"deskrapi"-verb-epo "racler"-verb-fra
"deskui"-verb-epo "enlever"-verb-fra
"deskui"-verb-epo "ôter"-verb-fra
"deskui"-verb-epo "secouer"-verb-fra
"deŝovi"-verb-epo "indenter"-verb-fra
"despotismo"-noun-epo "despotisme"-noun-fra
"despoto"-noun-epo "despote"-noun-fra
"deŝtatigi"-verb-epo "privatiser"-verb-fra
"deŝtatigo"-noun-epo "privatisation"-noun-fra
"destini"-verb-epo "destiner"-verb-fra
"destini"-verb-epo "impartir"-verb-fra
"destini"-verb-epo "désigner"-verb-fra
"destini"-verb-epo "déterminer"-verb-fra
"destini"-verb-epo "vouer"-verb-fra
"destino"-noun-epo "destination"-noun-fra
"destino"-noun-epo "destinée"-noun-fra
"destino"-noun-epo "destin"-noun-fra
"destrojero"-noun-epo "destroyer"-noun-fra
"destrojero"-noun-epo "frégate"-noun-fra
"desubi"-verb-epo "monter"-verb-fra
"desubismo"-noun-epo "stratégie par le bas"-noun-fra
"desupri"-verb-epo "descendre"-verb-fra
"desuprismo"-noun-epo "stratégie par le haut"-noun-fra
"detala"-adjective-epo "circonstancié"-adjective-fra
"detala"-adjective-epo "de détail"-adjective-fra
"detala"-adjective-epo "détaillé"-adjective-fra
"detala"-adjective-epo "minutieux"-adjective-fra
"detala"-adjective-epo "anodin"-adjective-fra
"detalado"-noun-epo "détail"-noun-fra
"detalado"-noun-epo "examen détaillé"-noun-fra
"detalado"-noun-epo "revue"-noun-fra
"detale"-adverb-epo "en détail"-adverb-fra
"detale"-adverb-epo "minutieusement"-adverb-fra
"detale"-adverb-epo "par le menu"-adverb-fra
"detale"-adverb-epo "au détail"-adverb-fra
"detali"-verb-epo "faire le détail"-verb-fra
"detali"-verb-epo "vendre au détail"-verb-fra
"detali"-verb-epo "détailler"-verb-fra
"detali"-verb-epo "passer en revue"-verb-fra
"detaligi"-verb-epo "détailler"-verb-fra
"detaligi"-verb-epo "faire le détail"-verb-fra
"detaligi"-verb-epo "passer en revue"-verb-fra
"detaligo"-noun-epo "examen détaillé"-noun-fra
"detaligo"-noun-epo "détail"-noun-fra
"detaligo"-noun-epo "revue"-noun-fra
"detalisto"-noun-epo "détaillant"-noun-fra
"detalo"-noun-epo "détail"-noun-fra
"detalo"-noun-epo "broutille"-noun-fra
"detalvendisto"-noun-epo "détaillant"-noun-fra
"detekta"-adjective-epo "détecteur"-adjective-fra
"detekti"-verb-epo "détecter"-verb-fra
"detektilo"-noun-epo "détecteur"-noun-fra
"detektivo"-noun-epo "détective"-noun-fra
"detektivo"-noun-epo "inspecteur de police"-noun-fra
"detektivo"-noun-epo "enquêteur"-noun-fra
"deteni"-verb-epo "arrêter"-verb-fra
"deteni"-verb-epo "détenir"-verb-fra
"deteni"-verb-epo "empêcher"-verb-fra
"deteni"-verb-epo "inhiber"-verb-fra
"deteni"-verb-epo "retenir"-verb-fra
"deteni sin"-verb-epo "abstenir"-verb-fra
"deteni sin"-verb-epo "empêcher"-verb-fra
"determina"-adjective-epo "déterminant"-adjective-fra
"determinanto"-noun-epo "déterminant"-noun-fra
"determini"-verb-epo "déterminer"-verb-fra
"determini"-verb-epo "définir"-verb-fra
"determini"-verb-epo "fixer"-verb-fra
"determinismo"-noun-epo "déterminisme"-noun-fra
"determino"-noun-epo "détermination"-noun-fra
"determino"-noun-epo "fixation"-noun-fra
"detiri"-verb-epo "dégager"-verb-fra
"detiri"-verb-epo "arracher"-verb-fra
"detiri"-verb-epo "enlever"-verb-fra
"detiri"-verb-epo "extraire"-verb-fra
"detiri"-verb-epo "ôter"-verb-fra
"detiri"-verb-epo "retirer"-verb-fra
"detiri"-verb-epo "sortir"-verb-fra
"detiri"-verb-epo "soustraire"-verb-fra
"detiri"-verb-epo "tirer"-verb-fra
"detonacii"-verb-epo "détoner"-verb-fra
"detonacio"-noun-epo "détonation"-noun-fra
"detondi"-verb-epo "découper"-verb-fra
"detondi"-verb-epo "enlever"-verb-fra
"detondi"-verb-epo "ôter"-verb-fra
"detondi"-verb-epo "tailler"-verb-fra
"detranĉi"-verb-epo "découper"-verb-fra
"detranĉi"-verb-epo "amputer"-verb-fra
"detranĉi"-verb-epo "intercepter"-verb-fra
"detronigi"-verb-epo "détrôner"-verb-fra
"detronigi"-verb-epo "déposer"-verb-fra
"detrua"-adjective-epo "destructeur"-adjective-fra
"detruado"-noun-epo "destruction"-noun-fra
"detruemo"-noun-epo "vandalisme"-noun-fra
"detrui"-verb-epo "détruire"-verb-fra
"detrui"-verb-epo "démolir"-verb-fra
"detruiĝi"-verb-epo "écrouler"-verb-fra
"detruiĝi"-verb-epo "anéantir"-verb-fra
"detruiĝi"-verb-epo "effondrer"-verb-fra
"detruiĝi"-verb-epo "sombrer"-verb-fra
"detruo"-noun-epo "destruction"-noun-fra
"detruo"-noun-epo "ravage"-noun-fra
"deturni"-verb-epo "détourner"-verb-fra
"deturni"-verb-epo "dévier"-verb-fra
"deturni"-verb-epo "infléchir"-verb-fra
"deturniĝi"-verb-epo "dévier"-verb-fra
"deturniĝi"-verb-epo "infléchir"-verb-fra
"Deuil-la-Barre"-properNoun-epo "Deuil-la-Barre"-properNoun-fra
"deŭterio"-noun-epo "deutérium"-noun-fra
"Deutsche Bahn"-properNoun-epo "Deutsche Bahn"-properNoun-fra
"Deutsche Bank"-properNoun-epo "Deutsche Bank"-properNoun-fra
"Deutsche Post"-properNoun-epo "Deutsche Post"-properNoun-fra
"Deutsche Telekom"-properNoun-epo "Deutsche Telekom"-properNoun-fra
"Deux-Sèvres"-properNoun-epo "Deux-Sèvres"-properNoun-fra
"devalorigi"-verb-epo "dévaloriser"-verb-fra
"devalorigo"-noun-epo "dévalorisation"-noun-fra
"devaluado"-noun-epo "dévaluation"-noun-fra
"devalui"-verb-epo "dévaluer"-verb-fra
"devaluo"-noun-epo "dévaluation"-noun-fra
"devanagara skribo"-noun-epo "dévanagari"-noun-fra
"devanagara skribo"-noun-epo "dévanâgarî"-noun-fra
"devena"-adjective-epo "originaire"-adjective-fra
"devena"-adjective-epo "naturel"-adjective-fra
"devene"-adverb-epo "originairement"-adverb-fra
"deveni"-verb-epo "provenir"-verb-fra
"deveni"-verb-epo "issu"-verb-fra
"deveni"-verb-epo "issu"-verb-fra
"deveni"-verb-epo "avoir pour origine"-verb-fra
"deveno"-noun-epo "origine"-noun-fra
"deveno"-noun-epo "provenance"-noun-fra
"devi"-verb-epo "devoir"-verb-fra
"devi"-verb-epo "devoir"-modal-fra
"devi"-verb-epo "être tenu de"-verb-fra
"deviaciisma"-adjective-epo "déviationniste"-adjective-fra
"deviaciismo"-noun-epo "déviationnisme"-noun-fra
"deviaciista"-adjective-epo "déviationniste"-adjective-fra
"deviaciisto"-noun-epo "déviationniste"-noun-fra
"deviacio"-noun-epo "déviation"-noun-fra
"deviga"-adjective-epo "obligatoire"-adjective-fra
"deviga"-adjective-epo "forcé"-adjective-fra
"devige"-adverb-epo "forcément"-adverb-fra
"devige"-adverb-epo "obligatoirement"-adverb-fra
"devigi"-verb-epo "contraindre"-verb-fra
"devigi"-verb-epo "obliger"-verb-fra
"devigi"-verb-epo "forcer"-verb-fra
"devigo"-noun-epo "obligation"-noun-fra
"devii"-verb-epo "dévier"-verb-fra
"deviigi"-verb-epo "détourner"-verb-fra
"devio"-noun-epo "détournement"-noun-fra
"devio"-noun-epo "déviation"-noun-fra
"deviŝi"-verb-epo "enlever"-verb-fra
"deviŝi"-verb-epo "essuyer"-verb-fra
"deviŝi"-verb-epo "ôter"-verb-fra
"devizo"-noun-epo "devise"-noun-fra
"devizo"-noun-epo "mot d'ordre"-noun-fra
"devo"-noun-epo "devoir"-noun-fra
"devo"-noun-epo "obligation"-noun-fra
"devojiĝi"-verb-epo "perdre son chemin"-verb-fra
"devojiĝi"-verb-epo "dévier"-verb-fra
"devona"-adjective-epo "dévonien"-adjective-fra
"devono"-noun-epo "dévonien"-noun-fra
"devontigo"-noun-epo "engagement"-noun-fra
"devoteco"-noun-epo "dévotion"-noun-fra
"devotulo"-noun-epo "dévot"-noun-fra
"Dexia"-properNoun-epo "Dexia"-properNoun-fra
"Dexia Group"-properNoun-epo "Dexia Group"-properNoun-fra
"dezerta"-adjective-epo "désertique"-adjective-fra
"dezerta"-adjective-epo "désert"-adjective-fra
"dezerte"-adverb-epo "désertiquement"-adverb-fra
"dezertigi"-verb-epo "ravager"-verb-fra
"dezerto"-noun-epo "désert"-noun-fra
"dezertulo"-noun-epo "ermite"-noun-fra
"dezirebla"-adjective-epo "souhaitable"-adjective-fra
"deziregi"-verb-epo "aspirer"-verb-fra
"deziregi"-verb-epo "être épris"-verb-fra
"dezirema"-adjective-epo "désireux"-adjective-fra
"dezireme"-adverb-epo "désireusement"-adverb-fra
"deziri"-verb-epo "désirer"-verb-fra
"deziri"-verb-epo "souhaiter"-verb-fra
"dezirinda"-adjective-epo "désirable"-adjective-fra
"dezirinde"-adverb-epo "désirablement"-adverb-fra
"deziro"-noun-epo "désir"-noun-fra
"deziro"-noun-epo "souhait"-noun-fra
"dg"-noun-epo "dg"-noun-fra
"dia"-adjective-epo "divin"-adjective-fra
"diabeto"-noun-epo "diabète"-noun-fra
"diabla"-adjective-epo "démoniaque"-adjective-fra
"diabla"-adjective-epo "diabolique"-adjective-fra
"diablaĵo"-noun-epo "diablerie"-noun-fra
"diable"-adverb-epo "diaboliquement"-adverb-fra
"diable"-interjection-epo "diable"-interjection-fra
"diable"-adverb-epo "diablement"-adverb-fra
"diable"-interjection-epo "diantre"-interjection-fra
"diable"-interjection-epo "fichtre"-interjection-fra
"diableto"-noun-epo "diablotin"-noun-fra
"diablo"-noun-epo "diable"-noun-fra
"diabolo"-noun-epo "diabolo"-noun-fra
"diademo"-noun-epo "diadème"-noun-fra
"diafana"-adjective-epo "diaphane"-adjective-fra
"diafana"-adjective-epo "translucide"-adjective-fra
"diafizo"-noun-epo "diaphyse"-noun-fra
"diafragmo"-noun-epo "diaphragme"-noun-fra
"diagnozi"-verb-epo "diagnostiquer"-verb-fra
"diagnozo"-noun-epo "diagnostic"-noun-fra
"diagonala"-adjective-epo "diagonal"-adjective-fra
"diagonale"-adverb-epo "diagonalement"-adverb-fra
"diagonaligebla"-adjective-epo "diagonalisable"-adjective-fra
"diagonalo"-noun-epo "diagonale"-noun-fra
"diagramo"-noun-epo "diagramme"-noun-fra
"diaĵo"-noun-epo "divinité"-noun-fra
"diakilo"-noun-epo "diachylon"-noun-fra
"diakilo"-noun-epo "rustine"-noun-fra
"diakilo"-noun-epo "diachylum"-noun-fra
"diakono"-noun-epo "diacre"-noun-fra
"diakrita"-adjective-epo "diacritique"-adjective-fra
"diakritaĵo"-noun-epo "lettre accentuée"-noun-fra
"diakritaĵo"-noun-epo "lettre à diacritique"-noun-fra
"diakrite"-adverb-epo "diacritiquement"-adverb-fra
"diakriti"-verb-epo "mettre un diacritique"-verb-fra
"diakriti"-verb-epo "accentuer"-verb-fra
"diakritilo"-noun-epo "diacritique"-noun-fra
"diakritilo"-noun-epo "signe diacritique"-noun-fra
"diakritilo"-noun-epo "accent"-noun-fra
"dialekta"-adjective-epo "dialectal"-adjective-fra
"dialektika"-adjective-epo "dialectique"-adjective-fra
"dialektike"-adverb-epo "dialectiquement"-adverb-fra
"dialektiko"-noun-epo "dialectique"-noun-fra
"dialekto"-noun-epo "dialecte"-noun-fra
"dialekto"-noun-epo "parler"-noun-fra
"dialekto"-noun-epo "patois"-noun-fra
"dialektoparolanta"-adjective-epo "patoisant"-adjective-fra
"dialektoparolanto"-noun-epo "patoisant"-noun-fra
"dializi"-verb-epo "dialyser"-verb-fra
"dializilo"-noun-epo "dialyseur"-noun-fra
"dializo"-noun-epo "dialyse"-noun-fra
"dialogi"-verb-epo "dialoguer"-verb-fra
"dialogo"-noun-epo "dialogue"-noun-fra
"dialogujo"-noun-epo "boite de dialogue"-noun-fra
"dialogujo"-noun-epo "boîte de dialogue"-noun-fra
"diamagneta"-adjective-epo "diamagnétique"-adjective-fra
"diamagnete"-adverb-epo "diamagnétiquement"-adverb-fra
"diamagneto"-noun-epo "corps diamagnétique"-noun-fra
"diamagneto"-noun-epo "diamagnétique"-noun-fra
"diamanta"-adjective-epo "adamantin"-adjective-fra
"diamanta"-adjective-epo "de diamant"-adjective-fra
"diamanta"-adjective-epo "diamantin"-adjective-fra
"diamanto"-noun-epo "diamant"-noun-fra
"diametro"-noun-epo "diamètre"-noun-fra
"dianto"-noun-epo "œillet"-noun-fra
"diapazono"-noun-epo "diapason"-noun-fra
"diapozitivo"-noun-epo "diapositive"-noun-fra
"diareo"-noun-epo "diarrhée"-noun-fra
"diartrozo"-noun-epo "diarthrose"-noun-fra
"diasporo"-noun-epo "diaspora"-noun-fra
"diastazo"-noun-epo "diastase"-noun-fra
"diastolo"-noun-epo "diastole"-noun-fra
"diatezo"-noun-epo "diathèse"-noun-fra
"diatona"-adjective-epo "diatonique"-adjective-fra
"diatone"-adverb-epo "diatoniquement"-adverb-fra
"diatribo"-noun-epo "diatribe"-noun-fra
"diboĉa"-adjective-epo "débauché"-adjective-fra
"diboĉa"-adjective-epo "de débauche"-adjective-fra
"diboĉa"-adjective-epo "dépravé"-adjective-fra
"diboĉa"-adjective-epo "dissipé"-adjective-fra
"diboĉa"-adjective-epo "dissolu"-adjective-fra
"diboĉaĵo"-noun-epo "excès"-noun-fra
"diboĉejo"-noun-epo "lieu de débauche"-noun-fra
"diboĉema"-adjective-epo "noceur"-adjective-fra
"diboĉemulo"-noun-epo "noceur"-noun-fra
"diboĉi"-verb-epo "faire des excès"-verb-fra
"diboĉi"-verb-epo "faire la noce"-verb-fra
"diboĉi"-verb-epo "dévergonder"-verb-fra
"diboĉigi"-verb-epo "dépraver"-verb-fra
"diboĉigi"-verb-epo "dévergonder"-verb-fra
"diboĉo"-noun-epo "bringue"-noun-fra
"diboĉo"-noun-epo "débauche"-noun-fra
"diboĉulo"-noun-epo "débauché"-noun-fra
"diboĉulo"-noun-epo "noceur"-noun-fra
"diboĉulo"-noun-epo "viveur"-noun-fra
"didaktika"-adjective-epo "didactique"-adjective-fra
"didaktika"-adjective-epo "pédagogique"-adjective-fra
"didaktike"-adverb-epo "didactiquement"-adverb-fra
"didaktike"-adverb-epo "pédagogiquement"-adverb-fra
"didaktiko"-noun-epo "didactique"-noun-fra
"didaktiko"-noun-epo "pédagogie"-noun-fra
"didelfa"-adjective-epo "didelphe"-adjective-fra
"didelfedo"-noun-epo "didelphidé"-noun-fra
"didelfo"-noun-epo "didelphe"-noun-fra
"dieco"-noun-epo "divinité"-noun-fra
"Diego"-properNoun-epo "Diego"-properNoun-fra
"dielektrika"-adjective-epo "diélectrique"-adjective-fra
"dielektrike"-adverb-epo "diélectriquement"-adverb-fra
"dielektriko"-noun-epo "diélectrique"-noun-fra
"Dieppe"-properNoun-epo "Dieppe"-properNoun-fra
"dierezo"-noun-epo "diérèse"-noun-fra
"dierezo"-noun-epo "tréma"-noun-fra
"dieso"-noun-epo "dièse"-noun-fra
"Diest"-properNoun-epo "Diest"-properNoun-fra
"dieti"-verb-epo "faire diète"-verb-fra
"dieti"-verb-epo "suivre un régime"-verb-fra
"dieto"-noun-epo "diète"-noun-fra
"dieto"-noun-epo "régime"-noun-fra
"difektado"-noun-epo "dégradation"-noun-fra
"difekti"-verb-epo "abîmer"-verb-fra
"difekti"-verb-epo "avarier"-verb-fra
"difekti"-verb-epo "détraquer"-verb-fra
"difekti"-verb-epo "endommager"-verb-fra
"difekti"-verb-epo "gâter"-verb-fra
"difekti"-verb-epo "détériorer"-verb-fra
"difektiĝema"-adjective-epo "périssable"-adjective-fra
"difektiĝema"-adjective-epo "fragile"-adjective-fra
"difektiĝi"-verb-epo "abîmer"-verb-fra
"difektiĝi"-verb-epo "détériorer"-verb-fra
"difektiĝi"-verb-epo "endommager"-verb-fra
"difekto"-noun-epo "défaut"-noun-fra
