"Agustus"-noun-ind "agustus"-noun-zlm
"ganti"-noun-ind "ganti"-noun-zlm
"ganti"-noun-ind "pergantian"-noun-zlm
"ganti"-noun-ind "pergantian"-noun-zlm
"ganti"-noun-ind "ganti"-noun-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gantung"-verb-ind "menggantungkan"-verb-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gantung"-verb-ind "gantung"-verb-zlm
"gapai"-verb-ind "menggapai"-verb-zlm
"gapura"-noun-ind "gapura"-noun-zlm
"gara-gara"-noun-ind "gara-gara"-noun-zlm
"garam"-noun-ind "garam"-noun-zlm
"garang"-adjective-ind "garang"-adjective-zlm
"garap"-verb-ind "menggarap"-verb-zlm
"garap"-verb-ind "penggarapan"-noun-zlm
"garap"-verb-ind "penggarapan"-noun-zlm
"garap"-verb-ind "garapan"-noun-zlm
"garap"-verb-ind "garapan"-noun-zlm
"garasi"-noun-ind "garaj"-noun-zlm
"garbarata"-noun-ind "garbarata"-noun-zlm
"garda"-noun-ind "garda"-noun-zlm
"garis bawah"-noun-ind "penting"-adjective-zlm
"garis"-noun-ind "garis"-noun-zlm
"garis"-noun-ind "garis"-noun-zlm
"garis"-noun-ind "garis"-noun-zlm
"garnisun"-noun-ind "garnisun"-noun-zlm
"garpu"-noun-ind "garpu"-noun-zlm
"garuda"-noun-ind "garuda"-noun-zlm
"garung"-noun-ind "garung"-noun-zlm
"garut"-verb-ind "garut"-verb-zlm
"gas"-noun-ind "gas"-noun-zlm
"gasing"-noun-ind "gasing"-noun-zlm
"gastronomi"-noun-ind "gastronomi"-noun-zlm
"gatal"-adjective-ind "gatal"-adjective-zlm
"gatot"-noun-ind "gatot"-noun-zlm
"gaul"-verb-ind "gaul"-verb-zlm
"gaun"-noun-ind "gaun"-noun-zlm
"gawai"-noun-ind "gawai"-noun-zlm
"gawai"-noun-ind "jawat"-noun-zlm
"gawai"-noun-ind "pegawainya"-noun-zlm
"gawai"-noun-ind "gawai"-noun-zlm
"gawang"-noun-ind "gawang"-noun-zlm
"gawat"-adjective-ind "gawat"-adjective-zlm
"gaya"-noun-ind "gaya"-noun-zlm
"gayung"-noun-ind "gayung"-noun-zlm
"ge"-noun-ind "ge"-noun-zlm
"gebang"-noun-ind "gebang"-noun-zlm
"gebrak"-verb-ind "gebrakan"-noun-zlm
"gede"-adjective-ind "gede"-adjective-zlm
"gedong"-noun-ind "gedong"-noun-zlm
"gedung"-noun-ind "bangun"-verb-zlm
"gedung"-noun-ind "gedung"-noun-zlm
"gegas"-verb-ind "gegas"-verb-zlm
"geger"-adjective-ind "geger"-adjective-zlm
"gejala"-noun-ind "gejala"-noun-zlm
"gejolak"-noun-ind "gejolak"-noun-zlm
"gejolak"-noun-ind "bergejolak"-verb-zlm
"gel"-noun-ind "gel"-noun-zlm
"geladak"-noun-ind "geladak"-noun-zlm
"gelam"-noun-ind "gelam"-noun-zlm
"gelandang"-verb-ind "tengah"-noun-zlm
"gelang"-noun-ind "gelang"-noun-zlm
"gelanggang"-noun-ind "gelanggang"-noun-zlm
"gelap"-adjective-ind "gelap"-adjective-zlm
"gelar"-noun-ind "gelar"-noun-zlm
"gelar"-noun-ind "ijazah"-noun-zlm
"gelar"-noun-ind "gelar"-noun-zlm
"gelar"-noun-ind "gelar"-noun-zlm
"gelar"-noun-ind "gelar"-noun-zlm
"gelas"-noun-ind "gelas"-noun-zlm
"gelek"-verb-ind "gelek"-verb-zlm
"gelembung"-noun-ind "gelembung"-noun-zlm
"gelincir"-verb-ind "gelincir"-verb-zlm
"gelintir"-noun-ind "gelintir"-noun-zlm
"gelisah"-adjective-ind "gelisah"-adjective-zlm
"gelombang"-noun-ind "gelombang"-noun-zlm
"gelora"-noun-ind "gelora"-noun-zlm
"gelung"-noun-ind "gelung"-noun-zlm
"gelut"-verb-ind "gelut"-verb-zlm
"gema"-noun-ind "gema"-noun-zlm
"gemar"-adjective-ind "gemar"-adjective-zlm
"gemar"-adjective-ind "gemar"-adjective-zlm
"gemar"-adjective-ind "gemar"-adjective-zlm
"gemar"-adjective-ind "gemar"-adjective-zlm
"gemar"-adjective-ind "minat"-noun-zlm
"gemar"-adjective-ind "minat"-noun-zlm
"gemas"-adjective-ind "gemas"-adjective-zlm
"gembala"-noun-ind "gembala"-noun-zlm
"gembira"-adjective-ind "gembira"-adjective-zlm
"gembira"-adjective-ind "menggembirakan"-verb-zlm
"gembira"-adjective-ind "gembira"-adjective-zlm
"gembong"-noun-ind "gembong"-noun-zlm
"gemilang"-adjective-ind "gemilang"-adjective-zlm
"gemini"-noun-ind "gemini"-noun-zlm
"gempa"-noun-ind "gempa"-noun-zlm
"gempar"-adjective-ind "gempar"-adjective-zlm
"gempol"-noun-ind "gempol"-noun-zlm
"gempur"-verb-ind "menggempur"-verb-zlm
"gemuk"-adjective-ind "gemuk"-adjective-zlm
"gen"-noun-ind "gen"-noun-zlm
"genang"-verb-ind "tergenang"-verb-zlm
"genap"-adjective-ind "genap"-adjective-zlm
"gencar"-adjective-ind "gencar"-adjective-zlm
"gencat"-adjective-ind "gencat"-adjective-zlm
"gendang"-noun-ind "gendang"-noun-zlm
"gender"-noun-ind "jantina"-noun-zlm
"genderang"-noun-ind "genderang"-noun-zlm
"gendong"-verb-ind "menggendong"-verb-zlm
"generasi"-noun-ind "generasi"-noun-zlm
"generatif"-adjective-ind "generatif"-adjective-zlm
"generator"-noun-ind "generator"-noun-zlm
"generik"-adjective-ind "generik"-adjective-zlm
"genesis"-noun-ind "genesis"-noun-zlm
"genetik"-adjective-ind "genetiknya"-adjective-zlm
"genetik"-noun-ind "genetik"-noun-zlm
"genetika"-noun-ind "genetik"-noun-zlm
"genetis"-adjective-ind "genetiknya"-adjective-zlm
"geng"-noun-ind "geng"-noun-zlm
"genggam"-noun-ind "genggam"-noun-zlm
"genggam"-noun-ind "menggenggam"-verb-zlm
"genggam"-noun-ind "genggaman"-noun-zlm
"genggam"-noun-ind "genggaman"-noun-zlm
"genggam"-noun-ind "genggam"-noun-zlm
"gengsi"-noun-ind "berprestij"-verb-zlm
"gengsi"-noun-ind "berprestij"-verb-zlm
"genius"-adjective-ind "genius"-adjective-zlm
"genom"-noun-ind "genom"-noun-zlm
"genosida"-noun-ind "genosid"-noun-zlm
"genotipe"-noun-ind "genotip"-noun-zlm
"genre"-noun-ind "genre"-noun-zlm
"genta"-noun-ind "genta"-noun-zlm
"gentar"-noun-ind "gentar"-noun-zlm
"genteng"-adjective-ind "genteng"-adjective-zlm
"genting"-adjective-ind "genting"-adjective-zlm
"genus"-noun-ind "genus"-noun-zlm
"geofisika"-noun-ind "geofizik"-noun-zlm
"geografi"-noun-ind "geografi"-noun-zlm
"geografis"-adjective-ind "geografi"-noun-zlm
"geologi"-noun-ind "geologi"-noun-zlm
"geologis"-adjective-ind "geologi"-noun-zlm
"geometri"-noun-ind "geometri"-noun-zlm
"geometris"-adjective-ind "geometri"-noun-zlm
"geopolitik"-noun-ind "geopolitik"-noun-zlm
"gepeng"-adjective-ind "gepeng"-adjective-zlm
"gerabah"-noun-ind "tembikar"-noun-zlm
"gerai"-verb-ind "gerai"-verb-zlm
"gerak"-noun-ind "gerak"-noun-zlm
"geram"-adjective-ind "geram"-adjective-zlm
"gerangan"-adverb-ind "gerangan"-adverb-zlm
"gerbang"-verb-ind "gerbang"-verb-zlm
"gerbong"-noun-ind "gerabak"-verb-zlm
"gereja"-noun-ind "gereja"-noun-zlm
"gerejawi"-adjective-ind "gerejawi"-adjective-zlm
"gergaji"-noun-ind "gergaji"-noun-zlm
"gerhana"-noun-ind "gerhana"-noun-zlm
"gerigi"-noun-ind "bergerigi"-verb-zlm
"gerik"-noun-ind "gerik"-noun-zlm
"gerilya"-noun-ind "gerila"-noun-zlm
"gerilya"-noun-ind "bergerilya"-verb-zlm
"gerilyawan"-noun-ind "gerila"-noun-zlm
"gerobak"-noun-ind "gerobak"-noun-zlm
"gerombol"-verb-ind "gerombolan"-noun-zlm
"gersang"-adjective-ind "gersang"-adjective-zlm
"gesek"-verb-ind "biola"-noun-zlm
"gesek"-verb-ind "geser"-verb-zlm
"geser"-verb-ind "geser"-verb-zlm
"geser"-verb-ind "geser"-verb-zlm
"getah"-noun-ind "getah"-noun-zlm
"getar"-noun-ind "getar"-noun-zlm
"getir"-adjective-ind "getir"-adjective-zlm
"giat"-adjective-ind "giat"-adjective-zlm
"gigi"-noun-ind "gigi"-noun-zlm
"gigih"-adjective-ind "gigih"-adjective-zlm
"gigih"-adjective-ind "kegigihan"-noun-zlm
"gigit"-verb-ind "gigit"-verb-zlm
"gila"-adjective-ind "gila"-adjective-zlm
"gilang"-adjective-ind "gilang"-adjective-zlm
"gili"-verb-ind "gili"-verb-zlm
"giling"-verb-ind "giling"-verb-zlm
"gilir"-verb-ind "gilir"-verb-zlm
"gin"-noun-ind "gin"-noun-zlm
"ginjal"-noun-ind "ginjal"-noun-zlm
"ginjal"-noun-ind "pinggang"-noun-zlm
"girang"-adjective-ind "girang"-adjective-zlm
"giri"-noun-ind "giri"-noun-zlm
"giring"-verb-ind "menggiring"-verb-zlm
"giro"-noun-ind "giro"-noun-zlm
"gita"-noun-ind "gita"-noun-zlm
"gitar"-noun-ind "gitar"-noun-zlm
"gitaris"-noun-ind "gitaris"-noun-zlm
"gizi"-noun-ind "pemakanan"-noun-zlm
"gletser"-noun-ind "glasier"-noun-zlm
"glikogen"-noun-ind "glikogen"-noun-zlm
"glikolisis"-noun-ind "glikolisis"-noun-zlm
"global"-adjective-ind "global"-adjective-zlm
"globalisasi"-noun-ind "globalisasi"-noun-zlm
"globe"-noun-ind "globe"-noun-zlm
"glodok"-noun-ind "glodok"-noun-zlm
"glukosa"-noun-ind "glukosa"-noun-zlm
"goda"-verb-ind "goda"-verb-zlm
"godam"-noun-ind "godam"-noun-zlm
"gol"-noun-ind "gol"-noun-zlm
"golak"-verb-ind "golak"-verb-zlm
"golf"-noun-ind "golf"-noun-zlm
"golok"-noun-ind "golok"-noun-zlm
"golong"-verb-ind "golong"-verb-zlm
"gombak"-noun-ind "gombak"-noun-zlm
"gondang"-noun-ind "gondang"-noun-zlm
"gondol"-verb-ind "gondol"-verb-zlm
"gondrong"-adjective-ind "gondrong"-adjective-zlm
"gong"-noun-ind "gong"-noun-zlm
"goreng"-verb-ind "goreng"-verb-zlm
"goreng"-verb-ind "menggoreng"-verb-zlm
"gores"-noun-ind "goresan"-noun-zlm
"gorila"-noun-ind "gorila"-noun-zlm
"gosip"-noun-ind "gosip"-noun-zlm
"gosong"-noun-ind "gosong"-noun-zlm
"gospel"-noun-ind "gospel"-noun-zlm
"got"-noun-ind "got"-noun-zlm
"gotong"-verb-ind "gotong"-verb-zlm
"goyah"-adjective-ind "goyah"-adjective-zlm
"gradien"-noun-ind "kecerunan"-noun-zlm
"graf"-noun-ind "graf"-noun-zlm
"grafik"-noun-ind "carta"-noun-zlm
"grafika"-noun-ind "grafika"-noun-zlm
"grafis"-adjective-ind "grafik"-noun-zlm
"grafit"-noun-ind "grafit"-noun-zlm
"graha"-noun-ind "setia"-adjective-zlm
"gram"-noun-ind "gram"-noun-zlm
"granat"-noun-ind "bom"-noun-zlm
"granit"-noun-ind "granit"-noun-zlm
"gratis"-adjective-ind "percuma"-adverb-zlm
"gravitasi"-noun-ind "graviti"-noun-zlm
"grosir"-noun-ind "borong"-noun-zlm
"grup"-noun-ind "grup"-noun-zlm
"grup"-noun-ind "kumpul"-verb-zlm
"gu"-noun-ind "gu"-noun-zlm
"gua"-noun-ind "gua"-noun-zlm
"guam"-noun-ind "guam"-noun-zlm
"guam"-noun-ind "guam"-noun-zlm
"guar"-verb-ind "guar"-verb-zlm
"gubah"-verb-ind "gubah"-verb-zlm
"gubah"-verb-ind "gubah"-verb-zlm
"gubah"-verb-ind "gubah"-verb-zlm
"gubernur"-noun-ind "gabenor"-noun-zlm
"gubernur"-noun-ind "gubernur"-noun-zlm
"gubuk"-noun-ind "gubuk"-noun-zlm
"gubuk"-noun-ind "gubuk"-noun-zlm
"guci"-noun-ind "guci"-noun-zlm
"gudang"-noun-ind "gudang"-noun-zlm
"gugah"-verb-ind "menggugah"-verb-zlm
"gugat"-verb-ind "gugat"-verb-zlm
"gugat"-verb-ind "saman"-noun-zlm
"gugat"-verb-ind "tuntut"-verb-zlm
"gugat"-verb-ind "defendan"-noun-zlm
"gugup"-adjective-ind "gugup"-adjective-zlm
"gugur"-verb-ind "gugur"-verb-zlm
"gugur"-verb-ind "gugur"-verb-zlm
"gugur"-verb-ind "luruh"-verb-zlm
"gugur"-verb-ind "gugur"-verb-zlm
"gugur"-verb-ind "gugur"-verb-zlm
"gugus"-noun-ind "gugus"-noun-zlm
"gula"-noun-ind "gula"-noun-zlm
"gulai"-noun-ind "gulai"-noun-zlm
"gulat"-noun-ind "bergulat"-verb-zlm
"gulat"-noun-ind "ahli gusti"-noun-zlm
"gulat"-noun-ind "juang"-verb-zlm
"gulat"-noun-ind "gusti"-noun-zlm
"guling"-noun-ind "guling"-noun-zlm
"gulir"-verb-ind "bergulir"-verb-zlm
"gulma"-noun-ind "rumpai"-noun-zlm
"gulung"-noun-ind "gulung"-noun-zlm
"gulung"-noun-ind "gulungan"-noun-zlm
"gulung"-noun-ind "gulungan"-noun-zlm
"gulung"-noun-ind "gulung"-noun-zlm
"gumpal"-noun-ind "gumpal"-noun-zlm
"gumul"-noun-ind "pergumulan"-noun-zlm
"gun"-noun-ind "gun"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "mengguna"-verb-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"guna"-noun-ind "guna"-noun-zlm
"gunawan"-noun-ind "gunawan"-noun-zlm
"guncang"-adjective-ind "goncangan"-noun-zlm
"guncang"-adjective-ind "tergoncang"-adjective-zlm
"gundik"-noun-ind "gundik"-noun-zlm
"gundik"-noun-ind "simpan"-verb-zlm
"gunduk"-noun-ind "gundukan"-noun-zlm
"gundul"-adjective-ind "gundul"-adjective-zlm
"gung"-noun-ind "gung"-noun-zlm
"gunting"-noun-ind "gunting"-noun-zlm
"guntung"-adjective-ind "guntung"-adjective-zlm
"guntur"-noun-ind "guntur"-noun-zlm
"gunung"-noun-ind "gunung"-noun-zlm
"gunung"-noun-ind "banjar"-noun-zlm
"gunung"-noun-ind "gunung"-noun-zlm
"gunung"-noun-ind "gunung"-noun-zlm
"gurih"-adjective-ind "gurih"-adjective-zlm
"gurita"-noun-ind "sotong"-noun-zlm
"guru"-noun-ind "guru"-noun-zlm
"guruh"-noun-ind "guruh"-noun-zlm
"gurun"-noun-ind "gurun"-noun-zlm
"gus"-noun-ind "gus"-noun-zlm
"gusi"-noun-ind "gusi"-noun-zlm
"gusti"-noun-ind "gusti"-noun-zlm
"ha"-interjection-ind "ha"-interjection-zlm
"habib"-noun-ind "habib"-noun-zlm
"habis-habisan"-adverb-ind "habis-habisan"-adverb-zlm
"habis"-verb-ind "habis"-verb-zlm
"habitat"-noun-ind "habitat"-noun-zlm
"had"-noun-ind "had"-noun-zlm
"had"-noun-ind "had"-noun-zlm
"hadap"-noun-ind "hadap"-noun-zlm
"hadap"-noun-ind "hadap"-noun-zlm
"hadap"-noun-ind "menghadapinya"-verb-zlm
"hadap"-noun-ind "hadap"-noun-zlm
"hadap"-noun-ind "hadap"-noun-zlm
"hadap"-noun-ind "hadap"-noun-zlm
"hadiah"-noun-ind "hadiah"-noun-zlm
"hadir"-verb-ind "hadir"-verb-zlm
"hadirin"-noun-ind "hadirin"-noun-zlm
"hadis"-noun-ind "hadis"-noun-zlm
"hafal"-verb-ind "hafal"-verb-zlm
"hafal"-verb-ind "menghafal"-verb-zlm
"hafiz"-noun-ind "hafiz"-noun-zlm
"hai"-interjection-ind "hai"-interjection-zlm
"haid"-noun-ind "haid"-noun-zlm
"hajah"-noun-ind "hajah"-noun-zlm
"hajar"-verb-ind "hajar"-verb-zlm
"hajat"-noun-ind "hajat"-noun-zlm
"haji"-noun-ind "haji"-noun-zlm
"hak"-adjective-ind "hak"-adjective-zlm
"hakikat"-noun-ind "hakikat"-noun-zlm
"hakiki"-adjective-ind "hakiki"-adjective-zlm
"hakim"-noun-ind "hakim"-noun-zlm
"hakim"-noun-ind "hakim"-noun-zlm
"hakim"-noun-ind "hakim"-noun-zlm
"hal"-noun-ind "hal"-noun-zlm
"hal"-noun-ind "perkara"-noun-zlm
"hala"-noun-ind "hala"-noun-zlm
"hala"-noun-ind "hala"-noun-zlm
"halal"-adjective-ind "halal"-adjective-zlm
"halaman"-noun-ind "halaman"-noun-zlm
"halang"-verb-ind "halang"-verb-zlm
"halang"-verb-ind "halang"-verb-zlm
"halang"-verb-ind "berhalangan"-verb-zlm
"halang"-verb-ind "halang"-verb-zlm
"halang"-verb-ind "halang"-verb-zlm
"halang"-verb-ind "bantut"-verb-zlm
"halang"-verb-ind "halang"-verb-zlm
"halau"-verb-ind "halau"-verb-zlm
"halim"-adjective-ind "halim"-adjective-zlm
"halo"-interjection-ind "halo"-interjection-zlm
"halogen"-noun-ind "halogen"-noun-zlm
"halte"-noun-ind "henti"-noun-zlm
"halte"-noun-ind "henti"-noun-zlm
"haluan"-noun-ind "haluan"-noun-zlm
"halus"-adjective-ind "halus"-adjective-zlm
"ham"-noun-ind "ham"-noun-zlm
"ham"-noun-ind "asasi"-adjective-zlm
"hama"-noun-ind "hama"-noun-zlm
"hamba"-noun-ind "hamba"-noun-zlm
"hamba"-noun-ind "hamba"-noun-zlm
"hambali"-noun-ind "hambali"-noun-zlm
"hambat"-verb-ind "letup"-verb-zlm
"hambat"-verb-ind "halang"-verb-zlm
"hambat"-verb-ind "perencat"-noun-zlm
"hambat"-verb-ind "perencat"-noun-zlm
"hambat"-verb-ind "halang"-verb-zlm
"hambat"-verb-ind "terhambat"-verb-zlm
"hamburger"-noun-ind "hamburger"-noun-zlm
"hamil"-verb-ind "hamil"-verb-zlm
"hampa"-adjective-ind "hampa"-adjective-zlm
"hampar"-verb-ind "hamparan"-noun-zlm
"hampir"-adverb-ind "hampir"-adverb-zlm
"hamzah"-noun-ind "hamzah"-noun-zlm
"hana"-adjective-ind "hana"-adjective-zlm
"hanafi"-noun-ind "hanafi"-noun-zlm
"hancur"-adjective-ind "kecai"-adjective-zlm
"hancur"-verb-ind "hancur"-verb-zlm
"hancur"-verb-ind "reput"-adjective-zlm
"hancur"-verb-ind "hancur"-verb-zlm
"hancur"-verb-ind "musnah"-verb-zlm
"hancur"-verb-ind "memusnahkannya"-verb-zlm
"hancur"-verb-ind "hancur"-verb-zlm
"hancur"-verb-ind "musnah"-verb-zlm
"handal"-adjective-ind "handal"-adjective-zlm
"handuk"-noun-ind "tuala"-noun-zlm
"hangar"-noun-ind "hangar"-noun-zlm
"hangat"-adjective-ind "hangat"-adjective-zlm
"hangat"-adjective-ind "menghangatkan"-verb-zlm
"hangat"-adjective-ind "kehangatan"-noun-zlm
"hangus"-verb-ind "hangus"-verb-zlm
"hantam"-verb-ind "menghentam"-verb-zlm
"hantam"-verb-ind "hentam"-verb-zlm
"hantar"-verb-ind "hantar"-verb-zlm
"hantu"-noun-ind "hantu"-noun-zlm
"hanya"-adverb-ind "hanya"-adverb-zlm
"hanyut"-verb-ind "hanyut"-verb-zlm
"hapus"-verb-ind "hapus"-verb-zlm
"hapus"-verb-ind "hapus"-verb-zlm
"hapus"-verb-ind "memansuhkan"-verb-zlm
"hapus"-verb-ind "padam"-adjective-zlm
"hapus"-verb-ind "hapus"-verb-zlm
"hapus"-verb-ind "terhapus"-verb-zlm
"hara"-noun-ind "hara"-noun-zlm
"harafiah"-adjective-ind "harafiah"-adjective-zlm
"harakah"-noun-ind "harakah"-noun-zlm
"haram"-adjective-ind "haram"-adjective-zlm
"haram"-adjective-ind "haram"-adjective-zlm
"haram"-adjective-ind "haram"-adjective-zlm
"harap"-verb-ind "harap"-verb-zlm
"harfiah"-adjective-ind "harfiah"-adjective-zlm
"harga"-noun-ind "harga"-noun-zlm
"harga"-noun-ind "harga"-noun-zlm
"harga"-noun-ind "anugerah"-noun-zlm
"harga"-noun-ind "harga"-noun-zlm
"harga"-noun-ind "harga"-noun-zlm
"hari"-noun-ind "hari"-noun-zlm
"harimau"-noun-ind "harimau"-noun-zlm
"haris"-noun-ind "haris"-noun-zlm
"harkat"-noun-ind "harkat"-noun-zlm
"harmoni"-noun-ind "harmoni"-noun-zlm
"harmonika"-noun-ind "harmonika"-noun-zlm
"harmonis"-adjective-ind "harmoni"-noun-zlm
"harmonis"-adjective-ind "harmoni"-noun-zlm
"harmonisasi"-noun-ind "harmonisasi"-noun-zlm
"hart"-noun-ind "hart"-noun-zlm
"harta"-noun-ind "harta"-noun-zlm
"hartawan"-noun-ind "hartawan"-noun-zlm
"haru"-noun-ind "haru"-noun-zlm
"haru"-noun-ind "terharu"-verb-zlm
"harum"-adjective-ind "harum"-adjective-zlm
"harum"-adjective-ind "mengharumkan"-verb-zlm
"harus"-adverb-ind "harus"-adverb-zlm
"harus"-adverb-ind "hendaklah"-adverb-zlm
"harus"-adverb-ind "mesti"-adverb-zlm
"harus"-adverb-ind "patut"-adjective-zlm
"harus"-adverb-ind "perlu"-adverb-zlm
"harus"-adverb-ind "menghendaki"-verb-zlm
"harus"-adverb-ind "kemestian"-noun-zlm
"harus"-adverb-ind "kemestian"-noun-zlm
"has"-noun-ind "has"-noun-zlm
"hasan"-adjective-ind "hasan"-adjective-zlm
"hasil"-noun-ind "hasil"-noun-zlm
"hasil"-noun-ind "menjana"-adjective-zlm
"hasil"-noun-ind "hasil"-noun-zlm
"hasil"-noun-ind "jaya"-adjective-zlm
"hasil"-noun-ind "jaya"-adjective-zlm
"hasil"-noun-ind "jaya"-adjective-zlm
"hasil"-noun-ind "hasil"-noun-zlm
"hasil"-noun-ind "hasil"-noun-zlm
"hasil"-noun-ind "penghasilannya"-noun-zlm
"hasil"-noun-ind "hasil"-noun-zlm
"hasrat"-noun-ind "hasrat"-noun-zlm
"hasut"-verb-ind "hasut"-verb-zlm
"hati-hati"-adverb-ind "berhati"-adverb-zlm
"hati-hati"-adverb-ind "hati-hati"-adverb-zlm
"hati"-noun-ind "hati"-noun-zlm
"hati"-noun-ind "berhati"-adverb-zlm
"haus"-adjective-ind "haus"-adjective-zlm
"hawa"-noun-ind "hawa"-noun-zlm
"hawa"-noun-ind "berhawa"-verb-zlm
"hawa"-noun-ind "berhawa"-verb-zlm
"hawa"-noun-ind "hawa"-noun-zlm
"hayat"-noun-ind "hayat"-noun-zlm
"hayati"-adjective-ind "hayati"-adjective-zlm
"hebat"-adjective-ind "hebat"-adjective-zlm
"heboh"-adjective-ind "heboh"-adjective-zlm
"hegemoni"-noun-ind "hegemoni"-noun-zlm
"hektar"-noun-ind "hektar"-noun-zlm
"hektare"-noun-ind "hektar"-noun-zlm
"helai"-noun-ind "helai"-noun-zlm
"helat"-noun-ind "perhelatan"-noun-zlm
"helikopter"-noun-ind "helikopter"-noun-zlm
"helium"-noun-ind "helium"-noun-zlm
"helm"-noun-ind "keledar"-verb-zlm
"hemat"-adjective-ind "jimat"-adjective-zlm
"hemat"-adjective-ind "jimat"-noun-zlm
"hemat"-adjective-ind "menjimatkan"-verb-zlm
"hemat"-adjective-ind "penjimatan"-noun-zlm
"hemoglobin"-noun-ind "hemoglobin"-noun-zlm
"hempas"-verb-ind "hempas"-verb-zlm
"hendak"-adverb-ind "hendak"-adverb-zlm
"hendaklah"-adverb-ind "hendaklah"-adverb-zlm
"heng"-verb-ind "heng"-verb-zlm
"hengkang"-verb-ind "hengkang"-verb-zlm
"henry"-noun-ind "henry"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "menghentikannya"-verb-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "penamatan"-noun-zlm
"henti"-noun-ind "pemberhentian"-noun-zlm
"henti"-noun-ind "pemberhentian"-noun-zlm
"henti"-noun-ind "penamatan"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"henti"-noun-ind "henti"-noun-zlm
"hepatitis"-noun-ind "hepatitis"-noun-zlm
"heran"-adjective-ind "hairanlah"-adjective-zlm
"heran"-adjective-ind "menghairankan"-verb-zlm
"herba"-noun-ind "herba"-noun-zlm
"herba"-noun-ind "herba"-noun-zlm
"herbisida"-noun-ind "herbisid"-noun-zlm
"herbivora"-noun-ind "herbivor"-noun-zlm
"hering"-noun-ind "hering"-noun-zlm
"hero"-noun-ind "hero"-noun-zlm
"heroik"-adjective-ind "heroik"-adjective-zlm
"heroin"-noun-ind "heroin"-noun-zlm
"herpes"-noun-ind "herpes"-noun-zlm
"hertz"-noun-ind "hertz"-noun-zlm
"heterogen"-adjective-ind "heterogen"-adjective-zlm
"heteroseksual"-adjective-ind "heteroseksual"-adjective-zlm
"hewan"-noun-ind "haiwan"-noun-zlm
"hewani"-adjective-ind "haiwan"-noun-zlm
"hias"-verb-ind "hias"-verb-zlm
"hibah"-noun-ind "geran"-noun-zlm
"hibrida"-noun-ind "hibrid"-noun-zlm
"hibridisasi"-noun-ind "hibridisasi"-noun-zlm
"hibur"-verb-ind "hibur"-verb-zlm
"hidang"-verb-ind "hidang"-verb-zlm
"hidang"-verb-ind "hidang"-verb-zlm
"hidayah"-noun-ind "hidayah"-noun-zlm
"hidayat"-noun-ind "hidayat"-noun-zlm
"hidraulik"-adjective-ind "hidraulik"-adjective-zlm
"hidrida"-noun-ind "hidrida"-noun-zlm
"hidrogen"-noun-ind "hidrogen"-noun-zlm
"hidrokarbon"-noun-ind "hidrokarbon"-noun-zlm
"hidroksida"-noun-ind "hidroksida"-noun-zlm
"hidroksil"-noun-ind "hidroksil"-noun-zlm
"hidrolik"-adjective-ind "hidraulik"-adjective-zlm
"hidrolisis"-noun-ind "hidrolisis"-noun-zlm
"hidrologi"-noun-ind "hidrologi"-noun-zlm
"hidung"-noun-ind "hidung"-noun-zlm
"hidup"-verb-ind "hidup"-verb-zlm
"hidup"-verb-ind "hidupan"-noun-zlm
"hierarki"-noun-ind "hierarki"-noun-zlm
"hierarki"-noun-ind "hierarki"-noun-zlm
"hieroglif"-noun-ind "hieroglif"-noun-zlm
"hifa"-noun-ind "hifa"-noun-zlm
"hijau"-noun-ind "hijau"-noun-zlm
"hijrah"-noun-ind "hijrah"-noun-zlm
"hijrah"-noun-ind "hijrah"-noun-zlm
"hijriah"-adjective-ind "hijriah"-adjective-zlm
"hikayat"-noun-ind "hikayat"-noun-zlm
"hikmah"-noun-ind "hikmah"-noun-zlm
"hikmat"-noun-ind "hikmat"-noun-zlm
"hilang"-verb-ind "hilang"-verb-zlm
"hilir"-noun-ind "hilir"-noun-zlm
"himne"-noun-ind "gita puja"-noun-zlm
"himpun"-verb-ind "himpun"-verb-zlm
"himpun"-verb-ind "himpun"-verb-zlm
"himpun"-verb-ind "himpun"-verb-zlm
"hina"-adjective-ind "hina"-adjective-zlm
