"2-3-5 system"-noun-eng "sistema 2-3-5"-noun-cat
"Galician"-noun-eng "gallec"-noun-cat
"gallery"-noun-eng "galeria"-noun-cat
"galley"-noun-eng "galera"-noun-cat
"galliard"-noun-eng "gallarda"-noun-cat
"gallicism"-noun-eng "gal·licisme"-noun-cat
"gallium"-noun-eng "gal·li"-noun-cat
"gallon"-noun-eng "galó"-noun-cat
"gallop"-noun-eng "galop"-noun-cat
"gall"-noun-eng "fel"-noun-cat
"galvanizing"-noun-eng "galvanització"-noun-cat
"galvanometer"-noun-eng "galvanòmetre"-noun-cat
"electroplating"-noun-eng "galvanotècnia"-noun-cat
"gamble"-noun-eng "aposta"-noun-cat
"gambling"-noun-eng "joc"-noun-cat
"game console"-noun-eng "videoconsola"-noun-cat
"gameplay"-noun-eng "jugabilitat"-noun-cat
"games console"-noun-eng "videoconsola"-noun-cat
"game"-noun-eng "joc"-noun-cat
"game"-noun-eng "partida"-noun-cat
"game"-noun-eng "partit"-noun-cat
"gamete"-noun-eng "gàmeta"-noun-cat
"gametocyte"-noun-eng "gametòcit"-noun-cat
"gametogenesis"-noun-eng "gametogènesi"-noun-cat
"gametophyte"-noun-eng "gametòfit"-noun-cat
"gamma ray"-noun-eng "raig gamma"-noun-cat
"gammaglobulin"-noun-eng "gammaglobulina"-noun-cat
"gammagraphy"-noun-eng "gammagrafia"-noun-cat
"gamma"-noun-eng "gamma"-noun-cat
"ganglion"-noun-eng "gangli"-noun-cat
"gangrene"-noun-eng "gangrena"-noun-cat
"gang"-noun-eng "banda"-noun-cat
"gang"-noun-eng "colla"-noun-cat
"gangster"-noun-eng "gàngster"-noun-cat
"gangway"-noun-eng "portaló"-noun-cat
"gaoler"-noun-eng "escarceller"-noun-cat
"gap"-noun-eng "buidor"-noun-cat
"gap"-noun-eng "buit"-noun-cat
"garage"-noun-eng "garatge"-noun-cat
"garbage"-noun-eng "brossa"-noun-cat
"garbage"-noun-eng "escombraries"-noun-cat
"garbage"-noun-eng "escombraries"-noun-cat
"garbage"-noun-eng "fem"-noun-cat
"gardener"-noun-eng "jardiner"-noun-cat
"gardening"-noun-eng "jardineria"-noun-cat
"garden"-noun-eng "jardí"-noun-cat
"gargle"-noun-eng "gàrgara"-noun-cat
"gargoyle"-noun-eng "gàrgola"-noun-cat
"garland"-noun-eng "garlanda"-noun-cat
"garlic"-noun-eng "all"-noun-cat
"garment"-noun-eng "roba"-noun-cat
"garment"-noun-eng "vestit"-noun-cat
"garnet"-noun-eng "granat"-noun-cat
"garret"-noun-eng "entresolat"-noun-cat
"garrigue"-noun-eng "garriga"-noun-cat
"garrison"-noun-eng "guarnició"-noun-cat
"garrotte"-noun-eng "garrot"-noun-cat
"gas mask"-noun-eng "màscara antigas"-noun-cat
"gas pipeline"-noun-eng "gasoducte"-noun-cat
"gas station"-noun-eng "gasolinera"-noun-cat
"gasification"-noun-eng "gasificació"-noun-cat
"gasifier"-noun-eng "gasificador"-noun-cat
"gasoline"-noun-eng "gasolina"-noun-cat
"gasometry"-noun-eng "gasometria"-noun-cat
"gasserectomy"-noun-eng "gasserectomia"-noun-cat
"gassing"-noun-eng "gasejat"-noun-cat
"gas"-noun-eng "gas"-noun-cat
"gasteropod"-noun-eng "gasteròpode"-noun-cat
"gastralgia"-noun-eng "gastràlgia"-noun-cat
"gastronomy"-noun-eng "gastronomia"-noun-cat
"gastroptosis"-noun-eng "gastroptosi"-noun-cat
"gastroscopy"-noun-eng "gastroscòpia"-noun-cat
"gastrula"-noun-eng "gàstrula"-noun-cat
"gastrulation"-noun-eng "gastrulació"-noun-cat
"gate"-noun-eng "comporta"-noun-cat
"gate"-noun-eng "porta"-noun-cat
"gateway"-noun-eng "porta"-noun-cat
"gathering"-noun-eng "reunió"-noun-cat
"gauge"-noun-eng "gauge"-noun-cat
"gauss"-noun-eng "gauss"-noun-cat
"gauze"-noun-eng "gasa"-noun-cat
"gay"-noun-eng "gai"-noun-cat
"gazelle"-noun-eng "gasela"-noun-cat
"gaze"-noun-eng "esguard"-noun-cat
"gaze"-noun-eng "mirada"-noun-cat
"gazette"-noun-eng "gaseta"-noun-cat
"GDP"-noun-eng "PIB"-noun-cat
"GDP"-noun-eng "PIB"-noun-cat
"GDP"-noun-eng "PIB"-noun-cat
"gearbox"-noun-eng "canvi de marxes"-noun-cat
"gearing"-noun-eng "dentatge"-noun-cat
"gear"-noun-eng "engranatge"-noun-cat
"gear"-noun-eng "equip"-noun-cat
"gear"-noun-eng "marxa"-noun-cat
"gelatin"-noun-eng "gelatina"-noun-cat
"gelifluction"-noun-eng "gelifluxió"-noun-cat
"gelling"-noun-eng "gelificació"-noun-cat
"gel"-noun-eng "gel"-noun-cat
"gemination"-noun-eng "geminació"-noun-cat
"gemmation"-noun-eng "gemmació"-noun-cat
"gemmologist"-noun-eng "gemmòleg"-noun-cat
"gemology"-noun-eng "gemmologia"-noun-cat
"gem"-noun-eng "gemma"-noun-cat
"gemstone"-noun-eng "pedra preciosa"-noun-cat
"gemstone"-noun-eng "pedreria"-noun-cat
"gender"-noun-eng "gènere"-noun-cat
"gender violence"-noun-eng "violència de gènere"-noun-cat
"genealogist"-noun-eng "genealogista"-noun-cat
"genealogy"-noun-eng "genealogia"-noun-cat
"generalisation"-noun-eng "generalització"-noun-cat
"generality"-noun-eng "generalitat"-noun-cat
"generalization"-noun-eng "generalització"-noun-cat
"general"-noun-eng "general"-noun-cat
"generation"-noun-eng "generació"-noun-cat
"generativism"-noun-eng "generativisme"-noun-cat
"generativist"-noun-eng "generativista"-noun-cat
"generator"-noun-eng "generador"-noun-cat
"generosity"-noun-eng "generositat"-noun-cat
"genesis"-noun-eng "gènesi"-noun-cat
"gene"-noun-eng "gen"-noun-cat
"genetics"-noun-eng "genètica"-noun-cat
"geneticist"-noun-eng "genetista"-noun-cat
"genitalia"-noun-eng "genitals"-noun-cat
"genitals"-noun-eng "genitals"-noun-cat
"genitive"-noun-eng "genitiu"-noun-cat
"genitor"-noun-eng "genitor"-noun-cat
"genius"-noun-eng "geni"-noun-cat
"genocide"-noun-eng "genocidi"-noun-cat
"genogram"-noun-eng "genograma"-noun-cat
"genome"-noun-eng "genoma"-noun-cat
"genomics"-noun-eng "genòmica"-noun-cat
"genomics"-noun-eng "genòmica"-noun-cat
"genotype"-noun-eng "genotip"-noun-cat
"genre"-noun-eng "gènere"-noun-cat
"gentian"-noun-eng "genciana"-noun-cat
"gentilic"-noun-eng "gentilici"-noun-cat
"gentleman"-noun-eng "senyor"-noun-cat
"gentrification"-noun-eng "gentrificació"-noun-cat
"gentry"-noun-eng "aristocràcia"-noun-cat
"genus"-noun-eng "gènere"-noun-cat
"geobotany"-noun-eng "geobotànica"-noun-cat
"geochemistry"-noun-eng "geoquímica"-noun-cat
"geochronology"-noun-eng "geocronologia"-noun-cat
"geodesist"-noun-eng "geodesista"-noun-cat
"geodesy"-noun-eng "geodèsia"-noun-cat
"geodynamics"-noun-eng "geodinàmica"-noun-cat
"geographer"-noun-eng "geògraf"-noun-cat
"geography"-noun-eng "geografia"-noun-cat
"geoid"-noun-eng "geoide"-noun-cat
"geologist"-noun-eng "geòleg"-noun-cat
"geology"-noun-eng "geologia"-noun-cat
"geomagnetism"-noun-eng "geomagnetisme"-noun-cat
"geometer"-noun-eng "geòmetra"-noun-cat
"geometry"-noun-eng "geometria"-noun-cat
"geomorphology"-noun-eng "geomorfologia"-noun-cat
"geophysics"-noun-eng "geofísica"-noun-cat
"geophysics"-noun-eng "geofísica"-noun-cat
"geophyte"-noun-eng "geòfit"-noun-cat
"georeferencing"-noun-eng "georeferenciació"-noun-cat
"georeferencing"-noun-eng "georeferenciació"-noun-cat
"Georgian"-noun-eng "georgià"-noun-cat
"geostrategy"-noun-eng "geoestratègia"-noun-cat
"geosynonym"-noun-eng "geosinònim"-noun-cat
"geotextile"-noun-eng "geotèxtil"-noun-cat
"geothermics"-noun-eng "geotèrmia"-noun-cat
"geranium"-noun-eng "gerani"-noun-cat
"geriatrics"-noun-eng "geriatria"-noun-cat
"geriatrics"-noun-eng "geriatria"-noun-cat
"geriatrist"-noun-eng "geriatre"-noun-cat
"germanism"-noun-eng "germanisme"-noun-cat
"germanium"-noun-eng "germani"-noun-cat
"German"-noun-eng "alemany"-noun-cat
"germination"-noun-eng "germinació"-noun-cat
"germinator"-noun-eng "germinador"-noun-cat
"germ"-noun-eng "germen"-noun-cat
"gerontology"-noun-eng "gerontologia"-noun-cat
"gerrymandering"-noun-eng "tupinada"-noun-cat
"gerund"-noun-eng "gerundi"-noun-cat
"gestation"-noun-eng "gestació"-noun-cat
"gesticulation"-noun-eng "gesticulació"-noun-cat
"gestosis"-noun-eng "gestosi"-noun-cat
"gesture"-noun-eng "gest"-noun-cat
"geyser"-noun-eng "guèiser"-noun-cat
"ghetto"-noun-eng "gueto"-noun-cat
"GHG"-noun-eng "gas d'efecte d'hivernacle"-noun-cat
"ghost"-noun-eng "fantasma"-noun-cat
"giant"-noun-eng "gegant"-noun-cat
"Gibraltarian"-noun-eng "gibraltareny"-noun-cat
"giddiness"-noun-eng "frivolitat"-noun-cat
"gift"-noun-eng "do"-noun-cat
"gift"-noun-eng "regal"-noun-cat
"gigantism"-noun-eng "gigantisme"-noun-cat
"giggle"-noun-eng "rialleta"-noun-cat
"gig"-noun-eng "actuació"-noun-cat
"gilbert"-noun-eng "gilbert"-noun-cat
"gilder"-noun-eng "daurador"-noun-cat
"gilding"-noun-eng "dauradura"-noun-cat
"gilt"-noun-eng "daurat"-noun-cat
"ginger"-noun-eng "gingebre"-noun-cat
"gingivoplasty"-noun-eng "gingivoplàstia"-noun-cat
"gingivosis"-noun-eng "gingivosi"-noun-cat
"ginglymus"-noun-eng "gínglim"-noun-cat
"ginning"-noun-eng "desmotatge"-noun-cat
"gin"-noun-eng "ginebra"-noun-cat
"giraffe"-noun-eng "girafa"-noun-cat
"girlfriend"-noun-eng "nuvi"-noun-cat
"girlfriend"-noun-eng "xicot"-noun-cat
"girl"-noun-eng "al·lot"-noun-cat
"girl"-noun-eng "infant"-noun-cat
"girl"-noun-eng "marrec"-noun-cat
"girl"-noun-eng "minyó"-noun-cat
"girl"-noun-eng "nen"-noun-cat
"girl"-noun-eng "noi"-noun-cat
"girl"-noun-eng "xicot"-noun-cat
"girl"-noun-eng "xic"-noun-cat
"girl"-noun-eng "xiquet"-noun-cat
"gizzard"-noun-eng "pedrer"-noun-cat
"glabella"-noun-eng "glabel·la"-noun-cat
"glaciation"-noun-eng "glaciació"-noun-cat
"glacier"-noun-eng "glacera"-noun-cat
"glaciology"-noun-eng "glaciologia"-noun-cat
"gladiator"-noun-eng "gladiador"-noun-cat
"glance"-noun-eng "mirada"-noun-cat
"gland"-noun-eng "glàndula"-noun-cat
"glans"-noun-eng "gland"-noun-cat
"glare"-noun-eng "enlluernament"-noun-cat
"glasnost"-noun-eng "glasnost"-noun-cat
"glasses"-noun-eng "ulleres"-noun-cat
"glassmaker"-noun-eng "vidrier"-noun-cat
"glass"-noun-eng "copa"-noun-cat
"glass"-noun-eng "cristall"-noun-cat
"glass"-noun-eng "got"-noun-cat
"glass"-noun-eng "vas"-noun-cat
"glass"-noun-eng "vidre"-noun-cat
"glassware"-noun-eng "cristalleria"-noun-cat
"glaucoma"-noun-eng "glaucoma"-noun-cat
"glia"-noun-eng "glia"-noun-cat
"glia"-noun-eng "glia"-noun-cat
"glider"-noun-eng "planador"-noun-cat
"glimpse"-noun-eng "cop d'ull"-noun-cat
"glimpse"-noun-eng "ullada"-noun-cat
"globalisation"-noun-eng "globalització"-noun-cat
"globalization"-noun-eng "globalització"-noun-cat
"globe"-noun-eng "globus"-noun-cat
"globin"-noun-eng "globina"-noun-cat
"globoid"-noun-eng "globoide"-noun-cat
"globule"-noun-eng "glòbul"-noun-cat
"globulin"-noun-eng "globulina"-noun-cat
"glorification"-noun-eng "glorificació"-noun-cat
"glory"-noun-eng "glòria"-noun-cat
"glossary"-noun-eng "glossari"-noun-cat
"glossectomy"-noun-eng "glossectomia"-noun-cat
"glossematics"-noun-eng "glossemàtica"-noun-cat
"glosseme"-noun-eng "glossema"-noun-cat
"glossocele"-noun-eng "glossocele"-noun-cat
"gloss"-noun-eng "glossa"-noun-cat
"glottalisation"-noun-eng "glotalització"-noun-cat
"glottochronology"-noun-eng "glotocronologia"-noun-cat
"glove"-noun-eng "guant"-noun-cat
"glow"-noun-eng "fulgor"-noun-cat
"glucagon"-noun-eng "glucagó"-noun-cat
"glucide"-noun-eng "glícid"-noun-cat
"glucide"-noun-eng "glúcid"-noun-cat
"glucocorticoid"-noun-eng "glucocorticoide"-noun-cat
"gluconeogenesis"-noun-eng "gluconeogènesi"-noun-cat
"glucose"-noun-eng "glucosa"-noun-cat
"glue"-noun-eng "cola"-noun-cat
"gluon"-noun-eng "gluó"-noun-cat
"glutamate"-noun-eng "glutamat"-noun-cat
"glutamine"-noun-eng "glutamina"-noun-cat
"gluten"-noun-eng "gluten"-noun-cat
"gluttony"-noun-eng "golosia"-noun-cat
"glycerol"-noun-eng "glicerol"-noun-cat
"glycine"-noun-eng "glicina"-noun-cat
"glycocoll"-noun-eng "glicocol·la"-noun-cat
"glycogenesis"-noun-eng "glicogènesi"-noun-cat
"glycogen"-noun-eng "glicogen"-noun-cat
"glycogen"-noun-eng "glucogen"-noun-cat
"glycolipid"-noun-eng "glicolípid"-noun-cat
"glycol"-noun-eng "glicol"-noun-cat
"glycolysis"-noun-eng "glicòlisi"-noun-cat
"glycolysis"-noun-eng "glucòlisi"-noun-cat
"glycoprotein"-noun-eng "glicoproteïna"-noun-cat
"glycosome"-noun-eng "glucosoma"-noun-cat
"glyoxysome"-noun-eng "glioxisoma"-noun-cat
"glyph"-noun-eng "glif"-noun-cat
"glyptogenesis"-noun-eng "gliptogènesi"-noun-cat
"gnathion"-noun-eng "gnati"-noun-cat
"gnathology"-noun-eng "gnatologia"-noun-cat
"gnathoplasty"-noun-eng "gnatoplàstia"-noun-cat
"gnome"-noun-eng "gnom"-noun-cat
"gnomonics"-noun-eng "gnomònica"-noun-cat
"gnomon"-noun-eng "gnòmon"-noun-cat
"goalkeeper"-noun-eng "porter"-noun-cat
"goal"-noun-eng "gol"-noun-cat
"goal"-noun-eng "objectiu"-noun-cat
"goal"-noun-eng "porteria"-noun-cat
"goat"-noun-eng "cabra"-noun-cat
"goblin"-noun-eng "follet"-noun-cat
"goddess"-noun-eng "déu"-noun-cat
"godfather"-noun-eng "padrí"-noun-cat
"godmother"-noun-eng "padrina"-noun-cat
"god"-noun-eng "déu"-noun-cat
"godson"-noun-eng "fillol"-noun-cat
"goitre"-noun-eng "goll"-noun-cat
"gold exchange standard"-noun-eng "patró canvi or"-noun-cat
"gold standard"-noun-eng "patró or"-noun-cat
"gold-coin standard"-noun-eng "patró canvi or"-noun-cat
"gold-coin standard"-noun-eng "patró canvi or"-noun-cat
"golden share"-noun-eng "acció d'or"-noun-cat
"goldsmithing"-noun-eng "orfebreria"-noun-cat
"gold"-noun-eng "or"-noun-cat
"golf"-noun-eng "golf"-noun-cat
"golf"-noun-eng "golf"-noun-cat
"gomphiasis"-noun-eng "gomfiasi"-noun-cat
"gomphosis"-noun-eng "gòmfosi"-noun-cat
"gonad"-noun-eng "gònada"-noun-cat
"gondola"-noun-eng "góndola"-noun-cat
"gong"-noun-eng "gong"-noun-cat
"goniometer"-noun-eng "goniòmetre"-noun-cat
"gonion"-noun-eng "goni"-noun-cat
"gonioscopy"-noun-eng "gonioscòpia"-noun-cat
"goniotomy"-noun-eng "goniotomia"-noun-cat
"goodbye"-noun-eng "adéu"-noun-cat
"good-for-nothing"-noun-eng "inútil"-noun-cat
"goodness"-noun-eng "bondat"-noun-cat
"good"-noun-eng "bé"-noun-cat
"goose"-noun-eng "oca"-noun-cat
"Gordian knot"-noun-eng "nus gordià"-noun-cat
"gorge"-noun-eng "congost"-noun-cat
"gorilla"-noun-eng "goril·la"-noun-cat
"gospel"-noun-eng "evangeli"-noun-cat
"gospel"-noun-eng "gòspel"-noun-cat
"gossip"-noun-eng "tafaneria"-noun-cat
"gossip"-noun-eng "xafarderia"-noun-cat
"gothic"-noun-eng "gòtic"-noun-cat
"Goth"-noun-eng "got"-noun-cat
"gouge"-noun-eng "gúbia"-noun-cat
"gourd"-noun-eng "carabassa"-noun-cat
"gourd"-noun-eng "carbassa"-noun-cat
"gourmet"-noun-eng "gurmet"-noun-cat
"gout"-noun-eng "poagre"-noun-cat
"governance"-noun-eng "govern"-noun-cat
"government head"-noun-eng "cap de govern"-noun-cat
"government"-noun-eng "governació"-noun-cat
"government"-noun-eng "govern"-noun-cat
"governorship"-noun-eng "govern"-noun-cat
"governor"-noun-eng "governador"-noun-cat
"grace"-noun-eng "gràcia"-noun-cat
"gradation"-noun-eng "gradació"-noun-cat
"grad student"-noun-eng "estudiant de postgrau"-noun-cat
"grader"-noun-eng "anivelladora"-noun-cat
"grade"-noun-eng "grau"-noun-cat
"grade"-noun-eng "nota"-noun-cat
"gradient"-noun-eng "gradient"-noun-cat
"gradient"-noun-eng "pendent"-noun-cat
"graduate student"-noun-eng "estudiant de postgrau"-noun-cat
"graduate"-noun-eng "egressat"-noun-cat
"graduate"-noun-eng "llicenciat"-noun-cat
"graduation"-noun-eng "graduació"-noun-cat
"graffiti"-noun-eng "grafit"-noun-cat
"graffiti"-noun-eng "grafit"-noun-cat
"grafter"-noun-eng "empeltador"-noun-cat
"grain"-noun-eng "fibra"-noun-cat
"grain"-noun-eng "gra"-noun-cat
"grammage"-noun-eng "gramatge"-noun-cat
"grammarian"-noun-eng "gramàtic"-noun-cat
"grammar"-noun-eng "gramàtica"-noun-cat
"grammaticalisation"-noun-eng "gramaticalització"-noun-cat
"gramme"-noun-eng "gram"-noun-cat
"gramophone"-noun-eng "gramòfon"-noun-cat
"gram"-noun-eng "gram"-noun-cat
"granary"-noun-eng "graner"-noun-cat
"grandchild"-noun-eng "nét"-noun-cat
"granddaughter"-noun-eng "nét"-noun-cat
"grandeur"-noun-eng "grandiositat"-noun-cat
"grandfather"-noun-eng "avi"-noun-cat
"grandfather"-noun-eng "avi"-noun-cat
"grandmaster"-noun-eng "gran mestre"-noun-cat
"grandmother"-noun-eng "avi"-noun-cat
"grandparent"-noun-eng "avi"-noun-cat
"grandparent"-noun-eng "avi"-noun-cat
"grandson"-noun-eng "nét"-noun-cat
"grandstand"-noun-eng "tribuna"-noun-cat
"granite"-noun-eng "granit"-noun-cat
"granodiorite"-noun-eng "granodiorita"-noun-cat
"granting"-noun-eng "concessió"-noun-cat
"grant"-noun-eng "beca"-noun-cat
"grant"-noun-eng "subvenció"-noun-cat
"granularity"-noun-eng "granularitat"-noun-cat
"granulation"-noun-eng "granulació"-noun-cat
"granulator"-noun-eng "gransadora"-noun-cat
"granule"-noun-eng "grànul"-noun-cat
"granulite"-noun-eng "granulita"-noun-cat
"granulocyte"-noun-eng "granulòcit"-noun-cat
"granulocytopenia"-noun-eng "granulocitopènia"-noun-cat
"granuloma"-noun-eng "granuloma"-noun-cat
"granulometry"-noun-eng "granulometria"-noun-cat
"granulopoiesis"-noun-eng "granulopoesi"-noun-cat
"grapefruit"-noun-eng "aranja"-noun-cat
"grape"-noun-eng "raïm"-noun-cat
"graph theory"-noun-eng "teoria de grafs"-noun-cat
"graphene"-noun-eng "grafè"-noun-cat
"graphics"-noun-eng "gràfic"-noun-cat
"graphics"-noun-eng "grafisme"-noun-cat
"graphite"-noun-eng "grafit"-noun-cat
"graphologist"-noun-eng "grafòleg"-noun-cat
"graphology"-noun-eng "grafologia"-noun-cat
"graphometry"-noun-eng "grafometria"-noun-cat
"graph"-noun-eng "gràfica"-noun-cat
"graph"-noun-eng "graf"-noun-cat
"grapnel"-noun-eng "ancorot"-noun-cat
"grassland"-noun-eng "gramenet"-noun-cat
"grassland"-noun-eng "herbassar"-noun-cat
"grassland"-noun-eng "prada"-noun-cat
"grass"-noun-eng "herba"-noun-cat
"grated cheese"-noun-eng "formatge rallat"-noun-cat
"grater"-noun-eng "ratlladora"-noun-cat
"gratification"-noun-eng "gratificació"-noun-cat
"gratitude"-noun-eng "agraïment"-noun-cat
"gratuitousness"-noun-eng "gratuïtat"-noun-cat
"gravel"-noun-eng "grava"-noun-cat
"gravel"-noun-eng "graveta"-noun-cat
"grave"-noun-eng "tomba"-noun-cat
"gravestone"-noun-eng "làpida"-noun-cat
"graveyard"-noun-eng "cementiri"-noun-cat
"gravimeter"-noun-eng "gravímetre"-noun-cat
"gravimetry"-noun-eng "gravimetria"-noun-cat
"gravitational constant"-noun-eng "constant de la gravitació"-noun-cat
"gravitation"-noun-eng "gravitació"-noun-cat
"graviton"-noun-eng "gravitó"-noun-cat
"gravity"-noun-eng "gravetat"-noun-cat
"gravy"-noun-eng "ganga"-noun-cat
"grazer"-noun-eng "animal de pastura"-noun-cat
"grazier"-noun-eng "ramader"-noun-cat
"greaser"-noun-eng "greixador"-noun-cat
"grease"-noun-eng "greix"-noun-cat
"great-grandfather"-noun-eng "besavi"-noun-cat
"great-grandmother"-noun-eng "besavi"-noun-cat
"great-grandparent"-noun-eng "besavi"-noun-cat
"great-grandparent"-noun-eng "besavi"-noun-cat
"great-grandparent"-noun-eng "besavi"-noun-cat
"great-grandparent"-noun-eng "besavi"-noun-cat
"great-grandson"-noun-eng "besnét"-noun-cat
"great-granddaughter"-noun-eng "besnét"-noun-cat
"great-great-grandfather"-noun-eng "rebesavi"-noun-cat
"great-great-grandmother"-noun-eng "rebesavi"-noun-cat
"great-great-grandparent"-noun-eng "rebesavi"-noun-cat
"great-great-grandparent"-noun-eng "rebesavi"-noun-cat
"great-great-grandparent"-noun-eng "rebesavi"-noun-cat
"great-great-grandparent"-noun-eng "rebesavi"-noun-cat
"greatness"-noun-eng "grandesa"-noun-cat
"greed"-noun-eng "cobdícia"-noun-cat
"Greek"-noun-eng "grec"-noun-cat
"green bean"-noun-eng "mongeta verda"-noun-cat
"greenfinch"-noun-eng "verdum"-noun-cat
"greengrocer"-noun-eng "verdulaire"-noun-cat
"greengrocery"-noun-eng "verdureria"-noun-cat
"greenhouse effect"-noun-eng "efecte d'hivernacle"-noun-cat
"greenhouse gas"-noun-eng "gas d'efecte d'hivernacle"-noun-cat
"greenhouse"-noun-eng "hivernacle"-noun-cat
"greenness"-noun-eng "verdor"-noun-cat
"green"-noun-eng "verd"-noun-cat
"greeting"-noun-eng "salutació"-noun-cat
"gregale"-noun-eng "gregal"-noun-cat
"grenade"-noun-eng "granada"-noun-cat
"grenadier"-noun-eng "granader"-noun-cat
"grenadine"-noun-eng "granadina"-noun-cat
"greyhound"-noun-eng "llebrer"-noun-cat
"grey"-noun-eng "gris"-noun-cat
"grid"-noun-eng "quadrícula"-noun-cat
"grid"-noun-eng "reixat"-noun-cat
"grief"-noun-eng "dolor"-noun-cat
"grief"-noun-eng "pena"-noun-cat
"grievance"-noun-eng "queixa"-noun-cat
"griffin"-noun-eng "aixeta"-noun-cat
"griffin"-noun-eng "griu"-noun-cat
"grille"-noun-eng "reixa"-noun-cat
"grill"-noun-eng "graella"-noun-cat
"grimace"-noun-eng "ganyota"-noun-cat
"grinder"-noun-eng "molinet"-noun-cat
"gripper"-noun-eng "prensor"-noun-cat
"grip"-noun-eng "agafador"-noun-cat
"grisaille"-noun-eng "grisalla"-noun-cat
"grit"-noun-eng "sauló"-noun-cat
"grocery"-noun-eng "queviures"-noun-cat
"groin"-noun-eng "engonal"-noun-cat
"groom"-noun-eng "nuvi"-noun-cat
"groover"-noun-eng "galzador"-noun-cat
"groove"-noun-eng "solc"-noun-cat
"gross"-noun-eng "brut"-noun-cat
"grossular"-noun-eng "grossulària"-noun-cat
"groundhog"-noun-eng "marmota"-noun-cat
"ground"-noun-eng "terra"-noun-cat
"groundwater"-noun-eng "aigua freàtica"-noun-cat
"groundwater"-noun-eng "aigua freàtica"-noun-cat
"grouper"-noun-eng "mero"-noun-cat
"grouping"-noun-eng "agrupació"-noun-cat
"group"-noun-eng "conjunt"-noun-cat
"group"-noun-eng "grup"-noun-cat
"group"-noun-eng "quadrilla"-noun-cat
"grouse"-noun-eng "gall fer"-noun-cat
"grouse"-noun-eng "gall salvatge"-noun-cat
"groveler"-noun-eng "adulador"-noun-cat
"grove"-noun-eng "arbreda"-noun-cat
"grower"-noun-eng "productor"-noun-cat
"growth"-noun-eng "creixement"-noun-cat
"grudge"-noun-eng "rancor"-noun-cat
"grudge"-noun-eng "rancúnia"-noun-cat
"grudge"-noun-eng "tírria"-noun-cat
"g"-noun-eng "g"-noun-cat
"g"-noun-eng "g"-noun-cat
"g"-noun-eng "g"-noun-cat
"guaiacol"-noun-eng "guaiacol"-noun-cat
"guanaco"-noun-eng "guanac"-noun-cat
"guanine"-noun-eng "guanina"-noun-cat
"guarantee"-noun-eng "aval"-noun-cat
"guarantee"-noun-eng "garantia"-noun-cat
"guarantor"-noun-eng "avalador"-noun-cat
"guard dog"-noun-eng "gos guardià"-noun-cat
"guardianship"-noun-eng "custòdia"-noun-cat
"guardian"-noun-eng "guardià"-noun-cat
"guard"-noun-eng "guàrdia"-noun-cat
"Guatemalan"-noun-eng "guatemalenc"-noun-cat
"guerrilla"-noun-eng "guerrilla"-noun-cat
"guess"-noun-eng "suposició"-noun-cat
"guesthouse"-noun-eng "pensió"-noun-cat
"guest"-noun-eng "convidat"-noun-cat
"guest"-noun-eng "hoste"-noun-cat
"guffaw"-noun-eng "riallada"-noun-cat
"guidance"-noun-eng "guiatge"-noun-cat
"guide dog"-noun-eng "gos pigall"-noun-cat
"guideline"-noun-eng "directriu"-noun-cat
"guideline"-noun-eng "pauta"-noun-cat
"guide"-noun-eng "guia"-noun-cat
"guide"-noun-eng "guia"-noun-cat
"guilder"-noun-eng "florí"-noun-cat
"guild"-noun-eng "gremi"-noun-cat
"guillotine"-noun-eng "guillotina"-noun-cat
"guilt"-noun-eng "culpa"-noun-cat
"guinea pig"-noun-eng "conillet d'Índies"-noun-cat
"guise"-noun-eng "guisa"-noun-cat
"guitarist"-noun-eng "guitarrista"-noun-cat
"guitar"-noun-eng "guitarra"-noun-cat
"gulf"-noun-eng "golf"-noun-cat
"gull"-noun-eng "gavina"-noun-cat
"gullying"-noun-eng "aixaragallament"-noun-cat
"gully"-noun-eng "escorranc"-noun-cat
"gummosis"-noun-eng "gomosi"-noun-cat
"gum"-noun-eng "geniva"-noun-cat
"gunboat"-noun-eng "canoner"-noun-cat
"gunite"-noun-eng "gunita"-noun-cat
"gunman"-noun-eng "home armat"-noun-cat
"gunman"-noun-eng "pistoler"-noun-cat
"gunnel"-noun-eng "borda"-noun-cat
"gunpowder"-noun-eng "pólvora"-noun-cat
"gun"-noun-eng "arma de foc"-noun-cat
"gun"-noun-eng "pistola"-noun-cat
"gut"-noun-eng "budell"-noun-cat
"guy"-noun-eng "xicot"-noun-cat
"gymnasium"-noun-eng "gimnàs"-noun-cat
"gymnastics"-noun-eng "gimnàstica"-noun-cat
"gymnast"-noun-eng "gimnasta"-noun-cat
"gymnosperm"-noun-eng "gimnosperma"-noun-cat
"gym"-noun-eng "gimnàs"-noun-cat
"gynaecologist"-noun-eng "ginecòleg"-noun-cat
"gynaecology"-noun-eng "ginecologia"-noun-cat
"gynarchy"-noun-eng "ginecocràcia"-noun-cat
"gynecomastia"-noun-eng "ginecomàstia"-noun-cat
"gypsum"-noun-eng "algeps"-noun-cat
"gypsum"-noun-eng "guix"-noun-cat
"gyrodyne"-noun-eng "girodina"-noun-cat
"gyroscope"-noun-eng "giroscopi"-noun-cat
"H1N1"-noun-eng "H1N1"-noun-cat
"H5N1"-noun-eng "H5N1"-noun-cat
"habanera"-noun-eng "havanera"-noun-cat
"haberdasher"-noun-eng "mercer"-noun-cat
